Local time in Gauhati,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
10.04.2020 05:30,20.0,754.1,758.2,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,18.0,
10.04.2020 05:00,19.0,754.0,758.2,94,Calm  no wind,0,,Thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,18.0,
10.04.2020 04:30,19.0,754.8,759.0,88,Calm  no wind,0,,Thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,17.0,
10.04.2020 02:30,20.0,754.9,759.0,88,Wind blowing from the north-west,2,,Light thunderstorm  rain,,Few clouds (10-30%) 240 m  scattered clouds (40-50%) 480 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 2400 m,1.8,18.0,
10.04.2020 02:00,21.0,754.9,759.0,83,Wind blowing from the north-west,5,,Light thunderstorm  rain,,Few clouds (10-30%) 240 m  scattered clouds (40-50%) 480 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 2400 m,1.8,18.0,
10.04.2020 01:30,21.0,754.1,758.2,83,Wind blowing from the north-west,5,,Thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,18.0,
10.04.2020 01:00,20.0,753.6,757.7,88,Calm  no wind,0,,Thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,18.0,
10.04.2020 00:30,21.0,754.1,758.2,83,Calm  no wind,0,,Thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,18.0,
10.04.2020 00:00,21.0,754.1,758.2,83,Calm  no wind,0,,Thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,18.0,
09.04.2020 23:30,20.0,754.9,759.0,88,Calm  no wind,0,,Light thunderstorm  rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,1.8,18.0,
09.04.2020 23:00,20.0,755.6,759.7,88,Wind blowing from the west-northwest,4,,Light thunderstorm  rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,1.8,18.0,
09.04.2020 22:30,20.0,755.6,759.7,88,Wind blowing from the west-northwest,4,,Light thunderstorm  rain,,Few clouds (10-30%) 300 m  scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,1.8,18.0,
09.04.2020 22:00,19.0,755.5,759.7,88,Wind blowing from the west-northwest,4,,Light thunderstorm  rain,,Few clouds (10-30%) 240 m  scattered clouds (40-50%) 480 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2400 m,1.8,17.0,
09.04.2020 21:30,,,761.2,,Wind blowing from the west,3,,Thunderstorm  rain,,Few clouds (10-30%) 240 m  scattered clouds (40-50%) 480 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2400 m,1.5,,
09.04.2020 21:00,25.0,753.6,757.7,74,Calm  no wind,0,,Light thunderstorm  rain,,Few clouds (10-30%) 300 m  scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.0,20.0,
09.04.2020 20:30,26.0,753.6,757.7,70,Calm  no wind,0,,Light thunderstorm  rain,,Few clouds (10-30%) 300 m  scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.0,20.0,
09.04.2020 20:00,27.0,752.9,756.9,70,Wind blowing from the west-northwest,2,,Light thunderstorm  rain,,Few clouds (10-30%) 300 m  scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.0,21.0,
09.04.2020 19:30,29.0,752.9,756.9,58,Wind blowing from the west-northwest,2,,Light thunderstorm  rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.0,20.0,
09.04.2020 19:00,31.0,752.2,756.2,49,Wind blowing from the north-west,2,,Thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,19.0,
09.04.2020 18:30,30.0,751.4,755.4,52,Wind blowing from the north-west,2,,Thunderstorm,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.0,19.0,
09.04.2020 18:00,31.0,750.6,754.6,49,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,4.0,19.0,
09.04.2020 17:30,33.0,750.7,754.6,38,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
09.04.2020 17:00,34.0,750.0,753.9,36,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
09.04.2020 16:30,36.0,750.7,754.6,32,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
09.04.2020 16:00,35.0,750.7,754.6,32,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
09.04.2020 15:30,35.0,750.7,754.6,32,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
09.04.2020 15:00,36.0,750.7,754.6,30,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
09.04.2020 14:30,35.0,750.7,754.6,32,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
09.04.2020 14:00,35.0,751.5,755.4,34,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
09.04.2020 13:30,35.0,752.3,756.2,32,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
09.04.2020 13:00,34.0,752.3,756.2,36,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
09.04.2020 12:30,34.0,753.0,756.9,32,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
09.04.2020 12:00,33.0,753.7,757.7,32,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
09.04.2020 11:30,33.0,753.7,757.7,36,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
09.04.2020 11:00,32.0,753.7,757.7,36,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
09.04.2020 10:30,31.0,754.2,758.2,40,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
09.04.2020 10:00,31.0,754.2,758.2,40,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
09.04.2020 09:30,30.0,754.2,758.2,49,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,5.0,18.0,
09.04.2020 09:00,29.0,755.0,759.0,51,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,4.5,18.0,
09.04.2020 08:30,28.0,755.0,759.0,58,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,19.0,
09.04.2020 08:00,27.0,754.2,758.2,66,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,20.0,
09.04.2020 07:30,26.0,754.1,758.2,70,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
09.04.2020 07:00,25.0,754.1,758.2,69,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
09.04.2020 06:30,24.0,754.1,758.2,74,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.0,19.0,
09.04.2020 06:00,22.0,752.8,756.9,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.0,18.0,
09.04.2020 05:30,23.0,753.6,757.7,74,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
09.04.2020 05:00,22.0,753.6,757.7,78,Wind blowing from the east-southeast,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
09.04.2020 04:30,22.0,753.6,757.7,78,Wind blowing from the north-northwest,3,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
08.04.2020 22:30,25.0,753.6,757.7,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,19.0,
08.04.2020 22:00,25.0,752.8,756.9,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,19.0,
08.04.2020 21:30,26.0,752.8,756.9,70,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,20.0,
08.04.2020 21:00,27.0,752.9,756.9,66,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,20.0,
08.04.2020 20:30,27.0,752.9,756.9,66,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,20.0,
08.04.2020 20:00,27.0,752.9,756.9,62,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,19.0,
08.04.2020 19:30,28.0,752.9,756.9,58,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,19.0,
08.04.2020 19:00,28.0,752.2,756.2,58,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,19.0,
08.04.2020 18:30,28.0,751.4,755.4,58,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,19.0,
08.04.2020 18:00,30.0,751.4,755.4,52,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,19.0,
08.04.2020 17:30,30.0,751.4,755.4,52,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,4.0,19.0,
08.04.2020 17:00,31.0,751.4,755.4,46,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,4.0,18.0,
08.04.2020 16:30,32.0,751.4,755.4,43,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,4.0,18.0,
08.04.2020 16:00,32.0,751.4,755.4,43,Wind blowing from the east,3,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,4.5,18.0,
08.04.2020 15:30,34.0,751.5,755.4,39,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,5.0,18.0,
08.04.2020 15:00,34.0,751.5,755.4,36,Wind blowing from the east-northeast,4,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,5.0,17.0,
08.04.2020 14:30,33.0,751.4,755.4,38,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,5.0,17.0,
08.04.2020 14:00,34.0,751.5,755.4,36,Wind blowing from the east-northeast,5,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,5.0,17.0,
08.04.2020 13:30,32.0,752.2,756.2,41,Wind blowing from the north,7,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,17.0,
08.04.2020 13:00,32.0,752.2,756.2,41,Wind blowing from the north-northeast,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,17.0,
08.04.2020 12:30,32.0,752.9,756.9,43,Wind blowing from the north,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
08.04.2020 12:00,32.0,752.9,756.9,43,Wind blowing from the north,7,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
08.04.2020 11:30,31.0,753.7,757.7,46,Wind blowing from the north-northeast,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
08.04.2020 11:00,31.0,753.7,757.7,46,Wind blowing from the north-northeast,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
08.04.2020 10:30,30.0,754.2,758.2,49,Wind blowing from the north,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
08.04.2020 10:00,29.0,754.2,758.2,51,Wind blowing from the north-northeast,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
08.04.2020 09:59,29.0,754.2,758.2,51,Wind blowing from the north-northeast,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,5.0,18.0,
08.04.2020 09:30,29.0,755.0,759.0,48,Wind blowing from the north,5,,Haze,,Few clouds (10-30%) 600 m,4.5,17.0,
08.04.2020 09:00,27.0,755.0,759.0,62,Wind blowing from the north-northeast,5,,Haze,,Few clouds (10-30%) 600 m,4.0,19.0,
08.04.2020 08:35,26.0,754.9,759.0,65,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,4.0,19.0,
08.04.2020 08:30,26.0,754.9,759.0,65,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,4.0,19.0,
08.04.2020 07:56,25.0,754.1,758.2,65,Wind blowing from the north-east,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
08.04.2020 07:40,24.0,754.1,758.2,69,Wind blowing from the north-northeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
08.04.2020 07:30,24.0,754.1,758.2,69,Wind blowing from the north-northeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
08.04.2020 07:00,23.0,754.1,758.2,74,Wind blowing from the north-east,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
08.04.2020 06:30,22.0,753.6,757.7,78,Wind blowing from the north-east,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
08.04.2020 06:00,21.0,753.6,757.7,78,Wind blowing from the north-northeast,3,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
08.04.2020 03:30,22.0,752.8,756.9,73,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
08.04.2020 02:30,22.0,752.8,756.9,73,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
08.04.2020 01:30,22.0,752.1,756.2,73,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
08.04.2020 00:30,22.0,752.8,756.9,73,,,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
07.04.2020 23:30,24.0,752.8,756.9,65,Wind blowing from the north-northeast,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
07.04.2020 22:30,24.0,752.8,756.9,65,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
07.04.2020 21:30,25.0,752.8,756.9,65,Wind blowing from the north-northeast,3,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
07.04.2020 20:30,26.0,752.2,756.2,61,Wind blowing from the north-east,3,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
07.04.2020 20:00,27.0,752.2,756.2,58,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
07.04.2020 19:30,27.0,751.4,755.4,54,Wind blowing from the north-northeast,4,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 19:00,28.0,751.4,755.4,51,Wind blowing from the east-northeast,3,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 18:30,29.0,750.6,754.6,48,Wind blowing from the east-northeast,4,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 18:00,30.0,750.6,754.6,46,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 17:30,31.0,749.9,753.9,43,Wind blowing from the north-east,5,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 17:00,31.0,749.9,753.9,43,Wind blowing from the north-east,3,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 16:32,32.0,749.9,753.9,41,Wind blowing from the north-northeast,4,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 16:30,32.0,749.9,753.9,41,Wind blowing from the north-northeast,4,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 16:00,33.0,749.2,753.1,38,Wind blowing from the north-northeast,5,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 15:30,33.0,749.2,753.1,38,Wind blowing from the north-northeast,5,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 15:00,33.0,749.2,753.1,36,Wind blowing from the north-northeast,5,,Haze,,Few clouds (10-30%) 600 m,4.0,16.0,
07.04.2020 14:30,33.0,750.0,753.9,36,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,4.0,16.0,
07.04.2020 14:00,33.0,750.0,753.9,36,Wind blowing from the north-northeast,3,,Haze,,Few clouds (10-30%) 600 m,4.0,16.0,
07.04.2020 13:30,33.0,750.7,754.6,36,Wind blowing from the north-northeast,4,,Haze,,Few clouds (10-30%) 600 m,4.0,16.0,
07.04.2020 13:00,33.0,750.7,754.6,36,Wind blowing from the north-east,3,,Haze,,Few clouds (10-30%) 600 m,4.0,16.0,
07.04.2020 12:30,33.0,751.4,755.4,38,Wind blowing from the north-northeast,5,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 12:00,33.0,751.4,755.4,38,Wind blowing from the north-east,5,,Haze,,Few clouds (10-30%) 600 m,4.0,17.0,
07.04.2020 11:30,32.0,752.2,756.2,43,Wind blowing from the north,5,,Haze,,Few clouds (10-30%) 600 m,4.0,18.0,
07.04.2020 11:00,31.0,752.2,756.2,46,Wind blowing from the north,5,,Haze,,Few clouds (10-30%) 600 m,4.0,18.0,
07.04.2020 10:30,31.0,752.9,756.9,49,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 600 m,4.0,19.0,
07.04.2020 10:00,30.0,752.9,756.9,49,Wind blowing from the east-northeast,5,,Haze,,Few clouds (10-30%) 600 m,4.0,18.0,
07.04.2020 09:30,29.0,752.9,756.9,55,Wind blowing from the north-east,3,,Haze,,Few clouds (10-30%) 600 m,4.0,19.0,
07.04.2020 09:00,28.0,752.9,756.9,58,Wind blowing from the east-northeast,3,,Haze,,Few clouds (10-30%) 600 m,4.0,19.0,
07.04.2020 08:30,27.0,752.9,756.9,58,Wind blowing from the east-northeast,4,,Haze,,Few clouds (10-30%) 600 m,4.0,18.0,
07.04.2020 08:00,26.0,752.8,756.9,65,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 600 m,4.0,19.0,
07.04.2020 07:30,25.0,752.8,756.9,69,Wind blowing from the east-northeast,4,,Haze,,Few clouds (10-30%) 600 m,4.0,19.0,
07.04.2020 07:00,24.0,752.8,756.9,74,Wind blowing from the north-east,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,19.0,
07.04.2020 06:30,23.0,752.8,756.9,78,Wind blowing from the north,3,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,19.0,
07.04.2020 06:00,23.0,752.1,756.2,74,Wind blowing from the north,2,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
07.04.2020 05:30,21.0,752.8,756.9,78,Wind blowing from the north-northeast,4,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
06.04.2020 23:00,24.0,752.8,756.9,61,Wind blowing from the north-east,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,16.0,
06.04.2020 22:30,26.0,752.8,756.9,58,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
06.04.2020 22:00,26.0,752.8,756.9,58,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
06.04.2020 21:30,26.0,752.8,756.9,58,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
06.04.2020 21:00,27.0,752.9,756.9,54,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,17.0,
06.04.2020 20:30,29.0,752.9,756.9,45,Wind blowing from the east-northeast,1,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,16.0,
06.04.2020 20:00,29.0,752.9,756.9,45,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,16.0,
06.04.2020 19:30,29.0,752.2,756.2,45,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,16.0,
06.04.2020 19:00,30.0,752.2,756.2,43,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,16.0,
06.04.2020 18:30,30.0,751.4,755.4,43,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,16.0,
06.04.2020 18:00,31.0,751.4,755.4,40,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,16.0,
06.04.2020 17:30,31.0,750.6,754.6,35,Wind blowing from the north-east,2,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
06.04.2020 17:00,33.0,750.7,754.6,30,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
06.04.2020 16:30,33.0,750.7,754.6,32,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
06.04.2020 16:00,34.0,750.7,754.6,30,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
06.04.2020 15:30,34.0,750.7,754.6,30,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
06.04.2020 15:00,34.0,751.5,755.4,30,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
06.04.2020 14:30,34.0,751.5,755.4,30,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
06.04.2020 14:00,34.0,752.3,756.2,30,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
06.04.2020 13:29,34.0,752.3,756.2,32,Wind blowing from the north-northwest,4,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
06.04.2020 13:00,33.0,752.9,756.9,34,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
06.04.2020 12:30,33.0,753.7,757.7,36,Wind blowing from the north-east,3,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
06.04.2020 12:00,32.0,753.7,757.7,36,Wind blowing from the north-northeast,4,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
