Local time in Dhaka (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
10.04.2020 05:30,26.0,757.0,757.7,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3600 m,3.5,20.0,
10.04.2020 05:00,26.0,757.0,757.7,70,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3600 m,3.5,20.0,
10.04.2020 04:30,26.0,757.0,757.7,70,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,20.0,
10.04.2020 04:00,26.0,757.0,757.7,65,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
10.04.2020 03:30,26.0,757.0,757.7,65,Wind blowing from the south-east,2,,Haze,,No Significant Clouds,3.5,19.0,
10.04.2020 03:00,26.0,757.0,757.7,65,Wind blowing from the south,2,,Haze,,No Significant Clouds,3.5,19.0,
10.04.2020 02:30,27.0,756.2,756.9,66,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.5,20.0,
10.04.2020 02:00,27.0,756.2,756.9,66,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.5,20.0,
10.04.2020 01:30,27.0,756.2,756.9,66,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 3600 m,3.5,20.0,
10.04.2020 01:00,27.0,756.2,756.9,66,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 3600 m,3.5,20.0,
10.04.2020 00:30,28.0,757.0,757.7,66,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 3600 m,3.5,21.0,
10.04.2020 00:00,28.0,757.0,757.7,66,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 3600 m,3.5,21.0,
09.04.2020 23:30,28.0,757.0,757.7,62,Wind blowing from the south-southwest,2,,Haze,,Few clouds (10-30%) 3600 m,3.5,20.0,
09.04.2020 23:00,28.0,757.0,757.7,62,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 3600 m,3.5,20.0,
09.04.2020 22:30,29.0,757.5,758.2,62,Wind blowing from the south-southwest,2,,Haze,,Few clouds (10-30%) 3600 m,3.5,21.0,
09.04.2020 22:00,29.0,757.5,758.2,62,Wind blowing from the south-southwest,2,,Haze,,Few clouds (10-30%) 3600 m,3.5,21.0,
09.04.2020 21:30,30.0,757.0,757.7,62,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,22.0,
09.04.2020 21:00,30.0,757.0,757.7,62,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,22.0,
09.04.2020 20:30,30.0,756.2,756.9,59,Wind blowing from the south-southwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,21.0,
09.04.2020 20:00,30.0,756.2,756.9,55,Wind blowing from the south-southwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,20.0,
09.04.2020 19:30,30.0,755.5,756.2,52,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,19.0,
09.04.2020 19:00,31.0,755.5,756.2,49,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,19.0,
09.04.2020 18:30,31.0,754.7,755.4,49,Wind blowing from the south-southwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,19.0,
09.04.2020 18:00,32.0,754.7,755.4,46,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,19.0,
09.04.2020 17:30,33.0,755.5,756.2,52,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 17:00,34.0,754.7,755.4,49,Wind blowing from the south-southwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 16:30,34.0,754.7,755.4,49,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 16:00,35.0,754.7,755.4,44,Wind blowing from the south-southeast,4,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,21.0,
09.04.2020 15:30,35.0,755.5,756.2,44,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,21.0,
09.04.2020 15:00,36.0,755.5,756.2,44,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 14:30,36.0,755.5,756.2,44,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 14:00,36.0,756.2,756.9,44,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 13:30,36.0,756.2,756.9,44,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 13:00,36.0,757.0,757.7,44,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 12:30,35.0,757.0,757.7,44,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,21.0,
09.04.2020 12:00,34.0,757.5,758.2,47,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,21.0,
09.04.2020 11:30,33.0,757.5,758.2,52,Wind blowing from the south-west,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 11:00,33.0,757.5,758.2,52,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 10:30,32.0,757.5,758.2,59,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,23.0,
09.04.2020 10:00,31.0,757.5,758.2,59,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
09.04.2020 09:30,30.0,757.5,758.2,70,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,24.0,
09.04.2020 09:00,29.0,757.5,758.2,74,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,24.0,
09.04.2020 08:30,28.0,757.5,758.2,79,Wind blowing from the east-southeast,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,24.0,
09.04.2020 08:00,28.0,757.5,758.2,79,Wind blowing from the east-southeast,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.0,24.0,
09.04.2020 07:30,27.0,757.5,758.2,84,Wind blowing from the east-southeast,3,,Mist,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,2.0,24.0,
09.04.2020 07:00,26.0,757.5,758.2,84,Wind blowing from the south-east,4,,Mist,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,1.6,23.0,
09.04.2020 06:30,26.0,757.0,757.7,84,Wind blowing from the east,3,,Mist,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,1.2,23.0,
09.04.2020 06:00,26.0,757.0,757.7,84,Wind blowing from the east,4,,Mist,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,1.5,23.0,
09.04.2020 05:30,26.0,757.0,757.7,84,Wind blowing from the east,2,,Mist,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,2.0,23.0,
09.04.2020 05:00,26.0,756.2,756.9,84,Wind blowing from the east,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.2,23.0,
09.04.2020 04:30,26.0,755.5,756.2,79,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 450 m,4.0,22.0,
09.04.2020 04:00,26.0,755.5,756.2,79,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 450 m,4.0,22.0,
09.04.2020 03:30,27.0,755.5,756.2,79,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 450 m,4.0,23.0,
09.04.2020 03:00,27.0,755.5,756.2,79,Wind blowing from the west-southwest,2,,Haze,,Scattered clouds (40-50%) 450 m,4.0,23.0,
09.04.2020 02:30,27.0,756.2,756.9,79,Wind blowing from the north-northeast,2,,Haze,,Scattered clouds (40-50%) 450 m,4.0,23.0,
09.04.2020 02:00,27.0,755.5,756.2,79,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,23.0,
09.04.2020 01:30,28.0,756.2,756.9,74,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,23.0,
09.04.2020 01:00,28.0,756.2,756.9,74,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,23.0,
09.04.2020 00:30,28.0,757.0,757.7,74,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,23.0,
09.04.2020 00:00,28.0,757.0,757.7,74,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,23.0,
08.04.2020 23:30,28.0,757.0,757.7,70,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
08.04.2020 23:00,28.0,757.0,757.7,70,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
08.04.2020 22:30,28.0,757.0,757.7,70,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
08.04.2020 22:00,28.0,756.2,756.9,70,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
08.04.2020 21:30,28.0,756.2,756.9,70,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
08.04.2020 21:00,27.0,756.2,756.9,66,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 3000 m,4.0,20.0,
08.04.2020 20:30,27.0,756.2,756.9,66,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 3000 m,4.0,20.0,
08.04.2020 20:00,27.0,755.5,756.2,66,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 3000 m,4.0,20.0,
08.04.2020 19:30,28.0,755.5,756.2,62,Wind blowing from the south-east,4,,Haze,,Few clouds (10-30%) 3000 m,4.0,20.0,
08.04.2020 19:00,29.0,755.5,756.2,62,Wind blowing from the south-east,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,21.0,
08.04.2020 18:30,29.0,755.5,756.2,62,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,21.0,
08.04.2020 18:00,30.0,755.5,756.2,59,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,21.0,
08.04.2020 17:30,31.0,755.5,756.2,55,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,21.0,
08.04.2020 17:00,31.0,754.7,755.4,55,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,21.0,
08.04.2020 16:30,32.0,755.5,756.2,55,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
08.04.2020 16:00,32.0,755.5,756.2,55,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,22.0,
08.04.2020 15:30,32.0,755.5,756.2,59,Wind blowing from the south,6,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,23.0,
08.04.2020 15:00,31.0,755.5,756.2,66,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,24.0,
08.04.2020 14:30,30.0,756.2,756.9,70,Wind blowing from the south-east,4,,Haze,,Broken clouds (60-90%) 300 m  broken clouds (60-90%) 3000 m,3.5,24.0,
08.04.2020 14:00,30.0,756.2,756.9,70,Wind blowing from the south-east,3,,Haze,,Broken clouds (60-90%) 300 m  broken clouds (60-90%) 3000 m,3.5,24.0,
08.04.2020 13:30,30.0,757.0,757.7,70,Wind blowing from the south-southeast,2,,Haze,,Broken clouds (60-90%) 300 m  broken clouds (60-90%) 3000 m,3.5,24.0,
08.04.2020 13:00,31.0,757.0,757.7,70,Wind blowing from the south,4,,Haze,,Broken clouds (60-90%) 300 m  broken clouds (60-90%) 3000 m,3.5,25.0,
08.04.2020 12:30,30.0,757.0,757.7,70,Wind blowing from the south-east,4,,Haze,,Broken clouds (60-90%) 300 m  broken clouds (60-90%) 3000 m,3.5,24.0,
08.04.2020 12:00,30.0,757.0,757.7,75,Wind blowing from the south,5,,Haze,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,25.0,
08.04.2020 11:30,29.0,757.0,757.7,74,Wind blowing from the east,4,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,24.0,
08.04.2020 11:00,30.0,757.0,757.7,75,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,25.0,
08.04.2020 10:30,30.0,757.0,757.7,75,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,25.0,
08.04.2020 10:00,29.0,757.0,757.7,84,Wind blowing from the south-east,3,,Haze,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,26.0,
08.04.2020 09:30,28.0,757.5,758.2,84,Wind blowing from the south-southeast,3,,Haze,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,25.0,
08.04.2020 09:00,28.0,757.5,758.2,84,Wind blowing from the south,3,,Haze,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,25.0,
08.04.2020 08:30,28.0,757.0,757.7,84,Wind blowing from the south,3,,Drizzle,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,25.0,
08.04.2020 08:00,28.0,757.0,757.7,84,Wind blowing from the south,3,,Drizzle,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,25.0,
08.04.2020 07:30,28.0,756.2,756.9,74,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.2,23.0,
08.04.2020 07:00,28.0,756.2,756.9,74,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.2,23.0,
08.04.2020 06:30,27.0,755.5,756.2,74,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 450 m,3.2,22.0,
08.04.2020 06:00,27.0,755.5,756.2,74,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 450 m,3.2,22.0,
08.04.2020 05:30,27.0,755.5,756.2,74,Wind blowing from the south-west,4,,Haze,,Few clouds (10-30%) 450 m,3.5,22.0,
08.04.2020 05:00,27.0,755.5,756.2,70,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 450 m,3.5,21.0,
08.04.2020 04:30,27.0,754.7,755.4,66,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 450 m,3.5,20.0,
08.04.2020 04:00,27.0,754.7,755.4,66,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 450 m,3.5,20.0,
08.04.2020 03:30,27.0,754.7,755.4,66,Wind blowing from the south-west,4,,Haze,,Few clouds (10-30%) 450 m,3.5,20.0,
08.04.2020 03:00,27.0,754.7,755.4,62,Wind blowing from the south-west,3,,Haze,,Few clouds (10-30%) 450 m,3.5,19.0,
08.04.2020 02:30,27.0,754.7,755.4,62,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,19.0,
08.04.2020 02:00,27.0,754.7,755.4,62,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,19.0,
08.04.2020 01:30,27.0,754.7,755.4,62,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,19.0,
08.04.2020 01:00,27.0,755.5,756.2,58,Wind blowing from the south-southwest,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,18.0,
08.04.2020 00:00,27.0,755.5,756.2,58,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,18.0,
07.04.2020 23:30,28.0,755.5,756.2,55,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
07.04.2020 23:00,28.0,755.5,756.2,55,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
07.04.2020 22:30,28.0,755.5,756.2,55,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
07.04.2020 22:00,29.0,755.5,756.2,51,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
07.04.2020 21:30,29.0,754.7,755.4,51,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
07.04.2020 21:00,30.0,754.7,755.4,49,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
07.04.2020 20:30,31.0,753.9,754.6,46,Wind blowing from the south,3,,Haze,,No Significant Clouds,4.0,18.0,
07.04.2020 20:00,31.0,753.9,754.6,46,Wind blowing from the south,3,,Haze,,No Significant Clouds,4.0,18.0,
07.04.2020 19:30,32.0,753.9,754.6,43,Wind blowing from the south,3,,Haze,,No Significant Clouds,4.0,18.0,
07.04.2020 19:00,33.0,753.2,753.9,41,Wind blowing from the south,3,,Haze,,No Significant Clouds,4.0,18.0,
07.04.2020 18:30,34.0,753.2,753.9,36,Wind blowing from the south,2,,Haze,,No Significant Clouds,4.0,17.0,
07.04.2020 18:00,35.0,753.2,753.9,34,Wind blowing from the south-southwest,2,,Haze,,No Significant Clouds,4.0,17.0,
07.04.2020 17:30,36.0,753.2,753.9,30,Wind blowing from the south-west,2,,Haze,,No Significant Clouds,4.0,16.0,
07.04.2020 17:00,37.0,753.2,753.9,29,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,4.0,16.0,
07.04.2020 16:30,38.0,753.2,753.9,24,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,4.0,14.0,
07.04.2020 16:00,38.0,753.2,753.9,24,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,4.0,14.0,
07.04.2020 15:30,38.0,753.9,754.6,24,Wind blowing from the west,5,,Haze,,No Significant Clouds,4.0,14.0,
07.04.2020 15:00,38.0,753.9,754.6,24,Wind blowing from the west,5,,Haze,,No Significant Clouds,4.0,14.0,
07.04.2020 14:30,37.0,753.9,754.6,29,Wind blowing from the west,6,,Haze,,No Significant Clouds,4.0,16.0,
07.04.2020 14:00,37.0,754.7,755.4,29,Wind blowing from the west-southwest,5,,Haze,,No Significant Clouds,4.0,16.0,
07.04.2020 13:30,37.0,755.5,756.2,31,Wind blowing from the west-southwest,6,,Haze,,No Significant Clouds,4.0,17.0,
07.04.2020 13:00,36.0,755.5,756.2,37,Wind blowing from the west-southwest,4,,Haze,,No Significant Clouds,4.0,19.0,
07.04.2020 12:30,35.0,756.2,756.9,36,Wind blowing from the west-southwest,6,,Haze,,No Significant Clouds,4.0,18.0,
07.04.2020 12:00,34.0,756.2,756.9,41,Wind blowing from the west,6,,Haze,,No Significant Clouds,4.0,19.0,
07.04.2020 11:30,33.0,757.0,757.7,46,Wind blowing from the west-southwest,4,,Haze,,No Significant Clouds,4.0,20.0,
07.04.2020 11:00,32.0,757.0,757.7,49,Wind blowing from the west-southwest,6,,Haze,,No Significant Clouds,4.0,20.0,
07.04.2020 10:30,31.0,757.0,757.7,55,Wind blowing from the west,6,,Haze,,No Significant Clouds,4.0,21.0,
07.04.2020 10:00,31.0,757.0,757.7,55,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 09:30,30.0,757.0,757.7,59,Wind blowing from the west-southwest,4,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 09:00,29.0,757.0,757.7,62,Wind blowing from the west-southwest,5,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 08:30,29.0,757.0,757.7,62,Wind blowing from the south-west,5,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 08:00,28.0,754.7,755.4,66,Wind blowing from the south-west,5,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 07:30,27.0,756.2,756.9,74,Wind blowing from the west-southwest,4,,Haze,,No Significant Clouds,3.5,22.0,
07.04.2020 07:00,27.0,755.5,756.2,74,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,3.2,22.0,
07.04.2020 06:30,26.0,755.5,756.2,79,Wind blowing from the south-west,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,22.0,
07.04.2020 06:00,26.0,755.5,756.2,79,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,22.0,
07.04.2020 05:00,26.0,755.5,756.2,74,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 04:30,26.0,754.7,755.4,74,Wind blowing from the west-southwest,4,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 04:00,26.0,754.7,755.4,74,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 03:30,26.0,754.7,755.4,74,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 03:00,26.0,754.7,755.4,74,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 02:30,26.0,754.7,755.4,74,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,21.0,
07.04.2020 02:00,26.0,754.7,755.4,70,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,20.0,
07.04.2020 01:30,26.0,755.5,756.2,70,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.5,20.0,
07.04.2020 01:00,26.0,755.5,756.2,65,Wind blowing from the south,4,,Haze,,No Significant Clouds,3.5,19.0,
07.04.2020 00:30,26.0,755.5,756.2,65,Wind blowing from the south-southwest,2,,Haze,,No Significant Clouds,3.5,19.0,
07.04.2020 00:00,26.0,755.5,756.2,61,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,18.0,
06.04.2020 23:30,26.0,756.2,756.9,61,Wind blowing from the south,3,,Haze,,No Significant Clouds,3.5,18.0,
06.04.2020 23:00,26.0,756.2,756.9,58,Wind blowing from the south,2,,Haze,,No Significant Clouds,3.5,17.0,
06.04.2020 22:30,26.0,756.2,756.9,54,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,16.0,
06.04.2020 22:00,27.0,756.2,756.9,48,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,15.0,
06.04.2020 21:30,28.0,756.2,756.9,45,Wind blowing from the south-southeast,2,,Haze,,No Significant Clouds,3.5,15.0,
06.04.2020 21:00,29.0,756.2,756.9,40,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,14.0,
06.04.2020 20:30,30.0,755.5,756.2,40,Wind blowing from the south-southwest,2,,Haze,,No Significant Clouds,3.5,15.0,
06.04.2020 20:00,31.0,755.5,756.2,38,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,15.0,
06.04.2020 19:30,32.0,755.5,756.2,36,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,15.0,
06.04.2020 19:00,32.0,755.5,756.2,33,Calm  no wind,0,,Haze,,No Significant Clouds,4.0,14.0,
06.04.2020 18:30,33.0,754.7,755.4,34,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,4.0,15.0,
06.04.2020 18:00,34.0,754.7,755.4,30,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,4.0,14.0,
06.04.2020 17:30,35.0,754.7,755.4,28,Wind blowing from the west,3,,Haze,,No Significant Clouds,4.0,14.0,
06.04.2020 17:00,36.0,754.7,755.4,27,Wind blowing from the west,4,,Haze,,No Significant Clouds,4.0,14.0,
06.04.2020 16:30,37.0,754.7,755.4,24,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,4.0,13.0,
06.04.2020 16:00,37.0,754.7,755.4,22,Wind blowing from the west,4,,Haze,,No Significant Clouds,4.0,12.0,
06.04.2020 15:30,38.0,754.7,755.4,21,Wind blowing from the west,5,,Haze,,No Significant Clouds,4.0,12.0,
06.04.2020 15:00,38.0,755.5,756.2,22,Wind blowing from the west-southwest,6,,Haze,,No Significant Clouds,4.0,13.0,
06.04.2020 14:30,38.0,755.5,756.2,24,Wind blowing from the west-southwest,6,,Haze,,No Significant Clouds,4.0,14.0,
