Local time in Yingkou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,8.9,767.1,767.5,-0.8,19,Wind blowing from the north-northeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,9.2,,,,,,30.0,-13.5,No precipitation,12,,,,
27.03.2020 11:00,7.2,767.9,768.4,-0.4,24,Wind blowing from the north-northeast,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,7.2,,,,,,30.0,-12.0,No precipitation,12,,,,
27.03.2020 08:00,2.9,768.3,768.7,0.6,47,Wind blowing from the north-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,7.5,,,,,,30.0,-7.3,No precipitation,12,,,,
27.03.2020 05:00,-0.2,767.7,768.1,0.0,61,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,,,-0.2,,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,12,,,,
27.03.2020 02:00,0.1,767.7,768.1,0.2,95,Wind blowing from the north-northeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.5,,,2500 or more  or no clouds.,,,8.0,-0.6,0.7,12,,,,
26.03.2020 23:00,1.2,767.5,768.0,0.5,91,Wind blowing from the north-northeast,3,,19,,Cloud development not observed or not observable. ,,,1.1,10.4,,,2500 or more  or no clouds.,,,18.0,-0.1,0.7,12,,,,
26.03.2020 20:00,2.0,767.0,767.5,1.0,92,Wind blowing from the north-east,2,,19,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,11.7,,,1500-2000,,,20.0,0.8,0.9,12,,,,
26.03.2020 17:00,2.2,766.0,766.5,,89,Wind blowing from the east,5,,19,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,14.8,,,1500-2000,,,30.0,0.6,0.7,6,,,,
26.03.2020 14:00,3.5,766.2,766.6,0.2,82,Wind blowing from the north-east,8,,19,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,15.6,,,600-1000,,,30.0,0.7,0.2,12,,,,
26.03.2020 11:00,4.9,766.0,766.5,,84,Wind blowing from the north-northeast,10,,19,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,15.6,,,1500-2000,,,30.0,2.4,0.2,6,,,,
26.03.2020 08:00,7.3,764.2,764.7,2.3,97,Wind blowing from the north-east,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,15.6,,,1500-2000,,,3.5,6.9,Trace of precipitation,12,,,,
26.03.2020 05:00,7.3,761.9,762.4,,86,Wind blowing from the north-northeast,4,,10,, ,,,7.1,15.6,,,,,,15.0,5.1,No precipitation,6,,,,
26.03.2020 02:00,8.4,760.3,760.7,0.5,73,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,15.6,,,2500 or more  or no clouds.,,,26.0,3.8,No precipitation,12,,,,
25.03.2020 23:00,10.4,759.8,760.3,,60,Wind blowing from the south-southeast,5,,,, ,,,10.3,15.6,,,,,,30.0,3.0,No precipitation,6,,,,
25.03.2020 20:00,11.7,759.4,759.8,,38,Wind blowing from the south-southeast,5,,13,40%., ,,,11.7,15.6,,,1500-2000,,,30.0,-2.1,No precipitation,6,,,,
25.03.2020 17:00,14.8,759.2,759.7,,35,Wind blowing from the south-southeast,5,,13,90  or more  but not 100%, ,,,11.7,15.6,,,1500-2000,,,30.0,-0.5,No precipitation,6,,,,
25.03.2020 14:00,13.9,759.3,759.7,-1.6,46,Wind blowing from the south-southeast,5,,13,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,1500-2000,,,26.0,2.5,Trace of precipitation,12,,,,
25.03.2020 11:00,13.1,760.9,761.4,,45,Wind blowing from the south,6,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,15.7,,,1500-2000,,,24.0,1.4,No precipitation,6,,,,
25.03.2020 08:00,12.8,760.4,760.9,0.6,41,Wind blowing from the south-southeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.7,,,1500-2000,,,28.0,-0.1,No precipitation,12,,,,
25.03.2020 05:00,13.6,759.8,760.3,,35,Wind blowing from the south,4,,11,, ,,,,15.7,,,,,,30.0,-1.6,No precipitation,6,,,,
25.03.2020 02:00,13.3,760.1,760.6,-0.5,40,Wind blowing from the south,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.7,,,2500 or more  or no clouds.,,,29.0,0.0,No precipitation,12,,,,
24.03.2020 23:00,12.0,760.6,761.1,,31,Wind blowing from the south-southeast,4,,,, ,,,,15.7,,,,,,30.0,-4.6,No precipitation,6,,,,
24.03.2020 20:00,13.1,760.9,761.3,-0.1,31,Wind blowing from the south-southeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,15.7,,,2500 or more  or no clouds.,,,30.0,-3.6,No precipitation,12,,,,
24.03.2020 17:00,13.0,761.0,761.5,,39,Wind blowing from the south-west,6,,9,, ,,,1.8,15.7,,,,,,30.0,-0.6,No precipitation,6,,,,
24.03.2020 14:00,15.4,762.2,762.7,,33,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,15.6,,,2500 or more  or no clouds.,,,26.0,-0.8,No precipitation,12,,,,
24.03.2020 11:00,14.8,764.3,764.8,,20,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%, ,,,1.8,14.8,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,6,,,,
24.03.2020 08:00,8.6,765.1,765.6,,43,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,13.8,,,,,,22.0,-3.3,No precipitation,12,,,,
24.03.2020 05:00,3.1,764.7,765.1,,67,Wind blowing from the east-southeast,2,,5,, ,,,1.4,13.8,,,,,,8.0,-2.6,No precipitation,6,,,,
24.03.2020 02:00,4.3,765.3,765.7,-0.6,65,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.8,,,2500 or more  or no clouds.,,,9.0,-1.7,No precipitation,12,,,,
23.03.2020 23:00,4.6,765.9,766.3,,66,Calm  no wind,0,,,, ,,,0.5,13.8,,,,,,10.0,-1.2,No precipitation,6,,,,
23.03.2020 20:00,9.5,764.8,765.3,0.1,37,Wind blowing from the east,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.8,,,,,,23.0,-4.5,No precipitation,12,,,,
23.03.2020 17:00,12.5,764.7,765.1,,30,Wind blowing from the north-east,3,,11,no clouds, ,,,0.5,13.8,,,,,,30.0,-4.6,No precipitation,6,,,,
23.03.2020 14:00,13.5,765.4,765.9,-1.2,29,Wind blowing from the north,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.5,,,,,,30.0,-4.2,No precipitation,12,,,,
23.03.2020 11:00,11.1,766.6,767.0,,37,Wind blowing from the north-northeast,5,,11,no clouds, ,,,0.5,12.4,,,,,,30.0,-3.0,No precipitation,6,,,,
23.03.2020 08:00,7.4,766.1,766.6,,47,Wind blowing from the north-northeast,6,,8,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.4,,,,,,30.0,-3.2,No precipitation,12,,,,
23.03.2020 05:00,1.4,764.3,764.8,,98,Wind blowing from the north,3,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,0.5,12.4,,,,,,0.1,1.1,No precipitation,6,,,,
23.03.2020 02:00,2.9,762.7,763.1,1.5,91,Wind blowing from the west-southwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.4,,,2500 or more  or no clouds.,,,4.8,1.6,No precipitation,12,,,,
22.03.2020 23:00,5.9,761.2,761.7,,72,Wind blowing from the south-west,3,,,, ,,,0.5,12.4,,,,,,15.0,1.1,No precipitation,6,,,,
22.03.2020 20:00,7.5,761.6,762.1,0.9,54,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.4,,,,,,28.0,-1.2,No precipitation,12,,,,
22.03.2020 17:00,8.1,760.7,761.2,,47,Wind blowing from the south-west,3,,7,no clouds, ,,,0.5,12.4,,,,,,30.0,-2.5,No precipitation,6,,,,
22.03.2020 14:00,11.4,761.5,761.9,-2.1,60,Wind blowing from the west-southwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.4,,,,,,28.0,3.9,No precipitation,12,,,,
22.03.2020 11:00,8.2,763.6,764.0,,63,Wind blowing from the west-southwest,4,,6,no clouds, ,,,0.5,9.6,,,,,,23.0,1.6,No precipitation,6,,,,
22.03.2020 08:00,4.7,763.9,764.4,1.0,64,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.6,,,,,,12.0,-1.7,No precipitation,12,,,,
22.03.2020 05:00,1.5,762.9,763.3,,93,Wind blowing from the south-east,2,,4,, ,,,0.5,9.6,,,,,,15.0,0.5,No precipitation,6,,,,
22.03.2020 02:00,2.0,762.6,763.0,0.3,93,Wind blowing from the south-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.6,,,2500 or more  or no clouds.,,,22.0,1.0,No precipitation,12,,,,
21.03.2020 23:00,0.9,762.3,762.7,,93,Wind blowing from the south-southwest,1,,,, ,,,0.9,9.6,,,,,,20.0,-0.1,No precipitation,6,,,,
21.03.2020 20:00,3.2,761.6,762.1,,85,Wind blowing from the west-northwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,9.6,,,,,,29.0,0.9,Trace of precipitation,12,,,,
21.03.2020 17:00,8.9,760.1,760.6,,35,Wind blowing from the north-east,2,,12,no clouds, ,,,2.7,9.6,,,,,,30.0,-5.7,No precipitation,6,,,,
21.03.2020 14:00,7.6,760.9,761.4,-1.1,40,Wind blowing from the east,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,11.1,,,1500-2000,,,30.0,-5.1,Trace of precipitation,12,,,,
21.03.2020 11:00,8.3,762.0,762.4,,28,Wind blowing from the north-east,5,,8,90  or more  but not 100%, ,,,2.7,14.2,,,1500-2000,,,30.0,-9.1,No precipitation,6,,,,
21.03.2020 08:00,6.1,761.3,761.8,1.9,41,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,,,,,,,22.0,-6.2,No precipitation,12,,,,
21.03.2020 05:00,3.8,759.4,759.9,,53,Wind blowing from the east-northeast,3,,6,, ,,,2.7,14.2,,,,,,17.0,-4.9,No precipitation,6,,,,
21.03.2020 02:00,5.9,759.3,759.7,1.0,62,Wind blowing from the east-northeast,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,14.2,,,2500 or more  or no clouds.,,,17.0,-1.0,No precipitation,12,,,,
20.03.2020 23:00,3.8,758.3,758.8,,88,Wind blowing from the east,1,,,, ,,,2.7,14.2,,,,,,12.0,2.0,No precipitation,6,,,,
20.03.2020 20:00,4.2,755.7,756.1,2.8,88,Wind blowing from the west-northwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.2,,,,,,14.0,2.4,No precipitation,12,,,,
20.03.2020 17:00,7.9,752.9,753.4,,65,Wind blowing from the south-west,3,,14,40%., ,,,2.4,14.2,,,2500 or more  or no clouds.,,,23.0,1.7,No precipitation,6,,,,
20.03.2020 14:00,10.8,752.7,753.1,-1.0,44,Wind blowing from the south-west,7,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.2,,,2500 or more  or no clouds.,,,30.0,-1.0,No precipitation,12,,,,
20.03.2020 11:00,12.4,753.7,754.2,,25,Wind blowing from the south-southwest,6,,,100%., ,,,2.4,12.5,,,1500-2000,,,30.0,-7.1,No precipitation,6,,,,
20.03.2020 08:00,9.6,754.7,755.2,-2.0,31,Wind blowing from the south,5,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,11.7,,,2500 or more  or no clouds.,,,30.0,-6.7,No precipitation,12,,,,
20.03.2020 05:00,3.4,756.7,757.1,,60,Wind blowing from the south-southeast,3,,,, ,,,2.4,11.7,,,,,,28.0,-3.8,No precipitation,6,,,,
20.03.2020 02:00,3.1,758.1,758.5,-0.6,71,Wind blowing from the south,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,11.7,,,2500 or more  or no clouds.,,,30.0,-1.8,No precipitation,12,,,,
19.03.2020 23:00,3.8,758.7,759.1,,53,Wind blowing from the south-southwest,2,,,, ,,,2.4,11.7,,,,,,30.0,-5.1,No precipitation,6,,,,
19.03.2020 20:00,5.2,758.4,758.8,,47,Wind blowing from the west-southwest,1,,16,no clouds, ,,,3.8,11.7,,,,,,30.0,-5.2,No precipitation,6,,,,
19.03.2020 17:00,10.5,756.2,756.7,,28,Wind blowing from the north,8,,16,20–30%., ,,,3.8,15.4,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,6,,,,
19.03.2020 14:00,10.4,755.2,755.7,,30,Wind blowing from the north-northwest,10,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,15.6,,,1500-2000,,,30.0,-6.4,No precipitation,12,,,,
19.03.2020 11:00,10.2,755.0,755.5,,32,Wind blowing from the north-west,9,,19,70 – 80%., ,,,3.8,15.6,,,1500-2000,,,30.0,-5.8,No precipitation,6,,,,
