Local time in Hailun,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,-2.0,740.4,761.3,0.6,49,Wind blowing from the west-northwest,4,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,1.6,,,1000-1500,,,30.0,-11.5,No precipitation,12,,,,
27.03.2020 14:00,-1.6,739.8,760.7,-0.9,44,Wind blowing from the west,7,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,3.1,,,1000-1500,,,30.0,-12.5,No precipitation,12,,,,
27.03.2020 11:00,-1.6,740.7,761.5,-0.5,41,Wind blowing from the west,8,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,3.1,,,1000-1500,,,30.0,-13.4,No precipitation,12,,,,
27.03.2020 08:00,-3.3,741.2,762.1,0.1,53,Wind blowing from the west,6,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,3.1,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
27.03.2020 05:00,-5.9,741.1,762.0,-0.6,60,Wind blowing from the west-southwest,6,,8,,Cloud development not observed or not observable. ,,,-5.9,3.1,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
27.03.2020 02:00,-5.1,741.7,762.4,-0.3,59,Wind blowing from the west-southwest,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,6.5,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
26.03.2020 23:00,-3.8,742.0,762.9,0.6,55,Wind blowing from the west,3,,12,,Cloud development not observed or not observable. ,,,-3.8,6.5,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
26.03.2020 20:00,-1.5,741.4,762.1,1.5,55,Wind blowing from the west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.0,,,,,,30.0,-9.4,1.0,12,,,,
26.03.2020 17:00,1.6,739.9,760.5,,45,Wind blowing from the west,4,,12,10%  or less  but not 0, ,,,-0.6,,,,1000-1500,,,30.0,-9.3,No precipitation,6,,,,
26.03.2020 14:00,2.6,739.3,759.7,-0.9,53,Wind blowing from the west-southwest,7,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-0.6,13.1,,,1000-1500,,,30.0,-6.0,5.0,12,,,,
26.03.2020 11:00,0.6,740.2,760.6,,85,Wind blowing from the south-west,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-0.6,13.1,,,,,,29.0,-1.6,4.0,6,,,,
26.03.2020 08:00,0.0,739.9,760.3,1.8,96,Wind blowing from the west,3,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,13.1,,,2500 or more  or no clouds.,,,1.4,-0.6,4.0,12,,,,
26.03.2020 05:00,0.8,738.1,758.2,,93,Wind blowing from the north-west,4,,11,,Rain or drizzle and snow  slight. ,,,0.8,13.1,,,,,,12.0,-0.2,1.0,6,,,,
26.03.2020 02:00,6.1,735.0,754.8,-0.2,76,Wind blowing from the south,6,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.1,,,2500 or more  or no clouds.,,,6.0,2.2,No precipitation,12,,,,
25.03.2020 23:00,5.9,735.2,755.2,,67,Wind blowing from the south-southeast,7,,,, ,,,0.2,13.1,,,,,,11.0,0.2,No precipitation,6,,,,
25.03.2020 20:00,7.0,735.5,755.6,,65,Wind blowing from the south-southeast,7,,12,, ,,,0.2,13.1,,,,,,10.0,0.9,No precipitation,6,,,,
25.03.2020 17:00,11.3,734.9,754.9,,60,Wind blowing from the south-southeast,6,,12,, ,,,0.2,13.1,,,,,,10.0,3.8,No precipitation,6,,,,
25.03.2020 14:00,12.5,735.4,755.4,-1.3,53,Wind blowing from the south,8,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,12.5,,,2500 or more  or no clouds.,,,11.0,3.2,No precipitation,12,,,,
25.03.2020 11:00,9.5,736.7,756.9,,49,Wind blowing from the south-southeast,7,,12,90  or more  but not 100%, ,,,0.2,9.6,,,2500 or more  or no clouds.,,,21.0,-0.7,No precipitation,6,,,,
25.03.2020 08:00,4.9,737.6,757.9,-0.7,48,Wind blowing from the south-southeast,7,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,9.0,,,2500 or more  or no clouds.,,,30.0,-5.2,No precipitation,12,,,,
25.03.2020 05:00,1.6,738.3,758.5,,58,Wind blowing from the south-southeast,5,,,, ,,,-4.6,9.0,,,,,,30.0,-5.8,No precipitation,6,,,,
25.03.2020 02:00,0.4,739.5,759.7,-1.1,71,Wind blowing from the south-east,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.0,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,12,,,,
24.03.2020 23:00,1.2,740.6,761.0,,71,Wind blowing from the south-southeast,4,,,, ,,,-4.7,9.0,,,,,,15.0,-3.5,No precipitation,6,,,,
24.03.2020 20:00,1.9,741.4,761.9,0.0,72,Wind blowing from the south-southeast,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.0,,,2500 or more  or no clouds.,,,18.0,-2.6,No precipitation,12,,,,
24.03.2020 17:00,6.8,741.4,762.1,,49,Wind blowing from the south-southeast,5,,10,60%., ,,,-4.7,9.0,,,2500 or more  or no clouds.,,,30.0,-3.2,No precipitation,6,,,,
24.03.2020 14:00,8.7,742.1,762.7,,43,Wind blowing from the south,7,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,8.9,,,2500 or more  or no clouds.,,,24.0,-3.2,No precipitation,12,,,,
24.03.2020 11:00,6.5,743.9,764.5,,44,Wind blowing from the south-southwest,6,,8,, ,,,-4.7,6.6,,,,,,23.0,-4.9,No precipitation,6,,,,
24.03.2020 08:00,1.0,744.4,765.2,,62,Wind blowing from the south,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.0,,,,,,17.0,-5.5,No precipitation,12,,,,
24.03.2020 05:00,-4.5,744.3,765.1,,79,Wind blowing from the south-southeast,2,,4,, ,,,-4.7,5.0,,,,,,13.0,-7.6,No precipitation,6,,,,
24.03.2020 02:00,-4.0,744.2,764.9,-0.4,75,Wind blowing from the south-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.0,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,12,,,,
23.03.2020 23:00,-3.2,744.6,765.4,,78,Wind blowing from the west-southwest,1,,,, ,,,-3.9,5.0,,,,,,26.0,-6.5,No precipitation,6,,,,
23.03.2020 20:00,-1.5,744.4,765.3,,72,Wind blowing from the west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.0,,,,,,16.0,-5.9,No precipitation,12,,,,
23.03.2020 17:00,4.2,743.8,764.5,,37,Wind blowing from the north-northwest,2,,10,no clouds, ,,,-3.9,5.0,,,,,,15.0,-9.2,No precipitation,6,,,,
23.03.2020 14:00,4.6,743.5,764.2,-0.6,36,Wind blowing from the north-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.6,,,,,,30.0,-9.5,No precipitation,12,,,,
23.03.2020 11:00,2.5,744.1,764.9,,41,Wind blowing from the north,5,,9,no clouds, ,,,-3.9,4.5,,,,,,25.0,-9.4,No precipitation,6,,,,
23.03.2020 08:00,-0.8,743.7,764.5,,53,Wind blowing from the north,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,,,,,,,24.0,-9.2,No precipitation,12,,,,
23.03.2020 05:00,-3.3,741.8,762.5,,75,Wind blowing from the north-northeast,2,,4,, ,,,-4.7,4.5,,,,,,17.0,-7.1,No precipitation,6,,,,
23.03.2020 02:00,-2.2,740.6,761.2,,76,Wind blowing from the west-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.5,,,2500 or more  or no clouds.,,,30.0,-5.9,No precipitation,12,,,,
22.03.2020 23:00,-2.2,740.7,761.3,,80,Wind blowing from the west-southwest,2,,,, ,,,-4.7,4.5,,,,,,24.0,-5.2,No precipitation,6,,,,
22.03.2020 20:00,-1.1,740.2,760.9,,69,Wind blowing from the north-northeast,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.5,,,2500 or more  or no clouds.,,,7.0,-6.1,No precipitation,12,,,,
22.03.2020 17:00,3.1,738.7,759.3,,41,Wind blowing from the north-west,2,,9,90  or more  but not 100%, ,,,-4.7,4.5,,,1000-1500,,,30.0,-8.9,No precipitation,6,,,,
22.03.2020 14:00,4.3,738.1,758.6,-0.6,31,Wind blowing from the north-northwest,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.5,,,1000-1500,,,30.0,-11.3,No precipitation,12,,,,
22.03.2020 11:00,2.9,738.7,759.2,,56,Wind blowing from the north-west,3,,5,10%  or less  but not 0, ,,,-4.7,4.3,,,1000-1500,,,30.0,-5.2,No precipitation,6,,,,
22.03.2020 08:00,-1.1,738.5,759.1,0.4,80,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.3,,,,,,22.0,-4.1,No precipitation,12,,,,
22.03.2020 05:00,-4.4,738.1,758.7,,92,Wind blowing from the south-southwest,1,,6,, ,,,-4.4,4.3,,,,,,21.0,-5.5,No precipitation,6,,,,
22.03.2020 02:00,-2.8,738.1,758.6,0.0,89,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.3,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,12,,,,
21.03.2020 23:00,-1.7,738.1,758.6,,85,Wind blowing from the west-northwest,2,,,, ,,,-2.1,4.3,,,,,,30.0,-4.0,No precipitation,6,,,,
21.03.2020 20:00,0.3,737.7,758.2,,68,Wind blowing from the west-northwest,2,,10,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,4.3,,,2500 or more  or no clouds.,,,30.0,-4.9,Trace of precipitation,12,,,,
21.03.2020 17:00,2.8,736.6,757.0,,57,Wind blowing from the west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,4.3,,,1000-1500,,,27.0,-4.9,No precipitation,6,,,,
21.03.2020 14:00,2.9,735.9,756.4,-0.4,62,Wind blowing from the west-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,5.2,,,2500 or more  or no clouds.,,,18.0,-3.7,No precipitation,12,,,,
21.03.2020 11:00,2.5,736.3,756.7,,68,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%, ,,,-2.1,5.2,,,1000-1500,,,30.0,-2.8,No precipitation,6,,,,
21.03.2020 08:00,-0.3,735.4,755.9,,88,Wind blowing from the north-west,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,5.2,,,1000-1500,,,18.0,-2.0,No precipitation,12,,,,
21.03.2020 05:00,-1.9,734.1,754.5,,91,Wind blowing from the west-northwest,3,,5,, ,,,-3.9,5.2,,,,,,25.0,-3.2,No precipitation,6,,,,
21.03.2020 02:00,-1.1,733.1,753.4,0.7,84,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.2,,,2500 or more  or no clouds.,,,30.0,-3.5,No precipitation,12,,,,
20.03.2020 23:00,-0.3,732.4,752.7,,87,Wind blowing from the south,1,,,, ,,,-4.2,5.2,,,,,,8.0,-2.2,No precipitation,6,,,,
20.03.2020 20:00,1.6,732.0,752.4,1.0,78,Wind blowing from the east-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.2,,,,,,13.0,-1.8,No precipitation,12,,,,
20.03.2020 17:00,3.5,731.0,751.4,,76,Wind blowing from the south,3,,7,60%., ,,,-4.2,5.2,,,2500 or more  or no clouds.,,,12.0,-0.4,No precipitation,6,,,,
20.03.2020 14:00,5.0,730.5,750.8,-1.2,0,Wind blowing from the south,6,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.9,,,2500 or more  or no clouds.,,,20.0,-80.0,No precipitation,12,,,,
20.03.2020 11:00,2.2,731.7,752.1,,74,Wind blowing from the south,3,,5,90  or more  but not 100%, ,,,-4.2,5.9,,,1000-1500,,,17.0,-2.1,No precipitation,6,,,,
20.03.2020 08:00,-1.1,732.0,752.5,0.1,77,Wind blowing from the south-west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.9,,,1000-1500,,,18.0,-4.6,No precipitation,12,,,,
20.03.2020 05:00,-4.0,731.9,752.3,,0,Wind blowing from the west-southwest,2,,7,, ,,,-4.7,5.9,,,,,,28.0,-80.0,No precipitation,6,,,,
20.03.2020 02:00,-2.7,732.2,752.5,,0,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.9,,,2500 or more  or no clouds.,,,30.0,-80.0,No precipitation,12,,,,
19.03.2020 23:00,-1.4,732.7,753.2,,0,Wind blowing from the west-northwest,3,,,, ,,,-7.6,5.9,,,,,,30.0,-80.0,No precipitation,6,,,,
19.03.2020 20:00,-0.1,732.4,753.0,,70,Wind blowing from the west-northwest,2,,9,20–30%., ,,,-7.6,5.9,,,1000-1500,,,30.0,-5.0,No precipitation,6,,,,
19.03.2020 17:00,3.9,731.5,751.9,,8,Wind blowing from the north-west,3,,9,, ,,,-7.6,4.8,,,,,,30.0,-27.4,No precipitation,6,,,,
19.03.2020 14:00,4.5,731.1,751.6,,54,Wind blowing from the north,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,4.5,,,1000-1500,,,22.0,-4.0,No precipitation,12,,,,
19.03.2020 11:00,,731.7,,,,Wind blowing from the north,3,,6,, ,,,-7.6,1.3,,,,,,17.0,,No precipitation,6,,,,
19.03.2020 08:00,-3.7,731.6,752.2,0.7,96,Wind blowing from the north,2,,3,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,-0.7,,,300-600,,,0.2,-4.3,No precipitation,12,,,,
