Local time in Chengde (weather station 54423),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,9.0,730.3,769.1,-1.4,11,Wind blowing from the west-northwest,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.8,,,,,,30.0,-19.9,No precipitation,12,,,,
27.03.2020 11:00,6.6,731.7,770.7,-0.9,15,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.1,,,,,,30.0,-18.2,No precipitation,12,,,,
27.03.2020 08:00,1.9,732.6,771.9,0.9,21,Wind blowing from the south-west,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.1,,,,,,30.0,-18.1,No precipitation,12,,,,
27.03.2020 05:00,-0.4,731.7,771.0,-0.5,22,Wind blowing from the north-west,3,,12,,Cloud development not observed or not observable. ,,,-0.4,8.1,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
27.03.2020 02:00,0.9,732.2,771.4,-0.3,18,Wind blowing from the north-west,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,8.8,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
26.03.2020 23:00,2.2,732.5,771.7,1.0,19,Wind blowing from the north-northwest,3,,,,Cloud development not observed or not observable. ,,,0.6,,,,2500 or more  or no clouds.,,,28.0,-19.1,No precipitation,12,,,,
26.03.2020 20:00,3.3,731.5,770.8,1.6,24,Wind blowing from the north-west,2,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
26.03.2020 17:00,5.0,729.9,768.9,,20,Wind blowing from the north-northwest,5,,,100%., ,,,0.6,,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,6,,,,
26.03.2020 14:00,6.7,729.5,767.9,0.0,17,Wind blowing from the north-northwest,7,,15,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,,,,1000-1500,,,30.0,-16.6,3.0,12,,,,
26.03.2020 11:00,4.5,729.5,767.7,,69,Wind blowing from the north-west,0,,13,100%., ,,,0.6,,,,1000-1500,,,30.0,-0.7,2.0,6,,,,
26.03.2020 08:00,1.3,729.3,767.6,1.7,90,Wind blowing from the south-west,2,,13,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.6,22.6,,,1000-1500,,,18.0,-0.2,3.0,12,,,,
26.03.2020 05:00,2.4,727.6,765.4,,91,Wind blowing from the north-west,5,,13,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.4,22.6,,,,,,5.0,1.1,0.8,6,,,,
26.03.2020 02:00,8.8,724.2,761.3,3.1,56,Wind blowing from the north-west,7,,13,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,22.6,,,2500 or more  or no clouds.,,,16.0,0.5,No precipitation,12,,,,
25.03.2020 23:00,15.1,721.1,757.9,,40,Wind blowing from the south-southwest,2,,,, ,,,8.8,22.6,,,,,,11.0,1.6,No precipitation,6,,,,
25.03.2020 20:00,15.8,719.5,756.7,,44,Wind blowing from the south,4,,10,20–30%., ,,,8.8,22.6,,,600-1000,,,9.0,3.6,No precipitation,6,,,,
25.03.2020 17:00,19.4,718.7,755.7,,37,Wind blowing from the south,6,,10,100%., ,,,8.8,22.6,,,600-1000,,,9.0,4.4,No precipitation,6,,,,
25.03.2020 14:00,22.2,719.1,755.7,-1.9,30,Wind blowing from the south-southeast,4,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,22.6,,,2500 or more  or no clouds.,,,8.0,3.8,No precipitation,12,,,,
25.03.2020 11:00,17.8,721.0,757.9,,38,Wind blowing from the east,1,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,20.9,,,2500 or more  or no clouds.,,,6.0,3.3,No precipitation,6,,,,
25.03.2020 08:00,10.0,721.3,758.7,0.4,60,Wind blowing from the north,1,,10,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,20.9,,,2500 or more  or no clouds.,,,5.0,2.6,No precipitation,12,,,,
25.03.2020 05:00,9.6,720.9,758.0,,60,Wind blowing from the east,1,,13,, ,,,2.4,20.9,,,,,,7.0,2.2,No precipitation,6,,,,
25.03.2020 02:00,12.2,721.6,758.6,-0.5,51,Wind blowing from the west-southwest,0,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.9,,,2500 or more  or no clouds.,,,7.0,2.4,No precipitation,12,,,,
24.03.2020 23:00,13.8,722.1,759.4,,43,Wind blowing from the south,3,,13,, ,,,,20.9,,,,,,9.0,1.4,No precipitation,6,,,,
24.03.2020 20:00,15.2,721.9,759.7,0.6,35,Wind blowing from the south,6,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.9,,,1000-1500,,,16.0,-0.1,No precipitation,12,,,,
24.03.2020 17:00,18.2,721.3,758.9,,26,Wind blowing from the south,5,,13,40%., ,,,2.4,20.9,,,2500 or more  or no clouds.,,,16.0,-1.6,No precipitation,6,,,,
24.03.2020 14:00,18.8,722.8,760.3,,23,Wind blowing from the east,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,21.5,,,2500 or more  or no clouds.,,,16.0,-2.8,No precipitation,12,,,,
24.03.2020 11:00,13.4,725.6,763.3,,24,Wind blowing from the south-west,1,,3,60%., ,,,2.4,21.5,,,2500 or more  or no clouds.,,,20.0,-6.8,No precipitation,6,,,,
24.03.2020 08:00,4.1,726.7,764.8,0.1,54,Wind blowing from the north,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,21.5,,,2500 or more  or no clouds.,,,12.0,-4.4,No precipitation,12,,,,
24.03.2020 05:00,2.8,726.6,764.4,,60,Calm  no wind,0,,,, ,,,1.0,21.5,,,,,,19.0,-4.2,No precipitation,6,,,,
24.03.2020 02:00,6.0,727.0,764.5,0.3,49,Wind blowing from the east-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,21.5,,,2500 or more  or no clouds.,,,19.0,-3.9,No precipitation,12,,,,
23.03.2020 23:00,10.7,726.7,764.2,,34,Wind blowing from the south-southwest,1,,9,, ,,,,21.5,,,,,,25.0,-4.5,No precipitation,6,,,,
23.03.2020 20:00,14.6,725.6,763.6,,26,Wind blowing from the south,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,21.5,,,,,,20.0,-4.7,No precipitation,12,,,,
23.03.2020 17:00,19.8,724.4,762.1,,14,Wind blowing from the south-southeast,5,,9,no clouds, ,,,1.0,21.5,,,,,,30.0,-8.5,No precipitation,6,,,,
23.03.2020 14:00,21.0,725.8,763.4,-2.8,11,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,21.3,,,,,,30.0,-10.6,No precipitation,12,,,,
23.03.2020 11:00,15.7,728.6,766.3,,18,Wind blowing from the east-southeast,2,,3,no clouds, ,,,1.0,19.9,,,,,,30.0,-8.5,No precipitation,6,,,,
23.03.2020 08:00,4.6,728.9,767.2,,42,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.9,,,,,,20.0,-7.2,No precipitation,12,,,,
23.03.2020 05:00,1.6,727.5,765.4,,49,Wind blowing from the north,1,,10,, ,,,-0.6,19.9,,,,,,30.0,-8.0,No precipitation,6,,,,
23.03.2020 02:00,4.0,726.7,764.5,0.6,41,Wind blowing from the east-northeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,19.9,,,2500 or more  or no clouds.,,,28.0,-8.1,No precipitation,12,,,,
22.03.2020 23:00,8.8,726.1,763.9,,27,Wind blowing from the south-east,1,,11,, ,,,,19.9,,,,,,30.0,-9.2,No precipitation,6,,,,
22.03.2020 20:00,12.9,724.6,762.8,2.0,18,Wind blowing from the north-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,19.9,,,,,,30.0,-10.8,No precipitation,12,,,,
22.03.2020 17:00,18.8,722.6,760.4,,11,Wind blowing from the north-northwest,5,,11,no clouds, ,,,-0.6,19.9,,,,,,30.0,-12.3,No precipitation,6,,,,
22.03.2020 14:00,18.2,723.5,761.2,-2.4,15,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,18.4,,,,,,30.0,-8.8,No precipitation,12,,,,
22.03.2020 11:00,14.8,725.9,763.8,,25,Wind blowing from the south-east,2,,4,no clouds, ,,,-0.6,15.4,,,,,,26.0,-5.0,No precipitation,6,,,,
22.03.2020 08:00,3.0,727.3,765.7,0.7,65,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,15.4,,,,,,18.0,-3.1,No precipitation,12,,,,
22.03.2020 05:00,0.3,726.6,765.0,,73,Wind blowing from the west,1,,5,, ,,,0.2,15.4,,,,,,29.0,-4.0,No precipitation,6,,,,
22.03.2020 02:00,2.6,726.2,764.4,0.5,63,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,15.4,,,2500 or more  or no clouds.,,,27.0,-3.9,No precipitation,12,,,,
21.03.2020 23:00,6.2,725.7,763.7,,47,Wind blowing from the north,1,,8,, ,,,6.0,15.4,,,,,,30.0,-4.3,No precipitation,6,,,,
21.03.2020 20:00,9.7,724.4,762.4,,38,Wind blowing from the north-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,15.4,,,,,,30.0,-3.9,No precipitation,12,,,,
21.03.2020 17:00,13.9,722.5,760.2,,31,Wind blowing from the north,2,,8,40%., ,,,6.0,19.0,,,1000-1500,,,30.0,-2.9,No precipitation,6,,,,
21.03.2020 14:00,14.2,721.9,759.5,-1.5,20,Wind blowing from the north,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,20.8,,,600-1000,,,30.0,-8.4,No precipitation,12,,,,
21.03.2020 11:00,12.7,723.4,760.9,,21,Wind blowing from the east,3,,,20–30%., ,,,6.0,20.8,,,1000-1500,,,30.0,-9.1,No precipitation,6,,,,
21.03.2020 08:00,7.6,722.3,760.0,1.8,32,Wind blowing from the north-west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,20.8,,,1000-1500,,,26.0,-8.0,No precipitation,12,,,,
21.03.2020 05:00,6.5,720.5,757.8,,34,Wind blowing from the north-northeast,1,,10,, ,,,-0.4,20.8,,,,,,30.0,-8.2,No precipitation,6,,,,
21.03.2020 02:00,8.2,720.9,758.0,0.1,33,Wind blowing from the north-northeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.8,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,12,,,,
20.03.2020 23:00,10.2,720.8,758.2,,27,Wind blowing from the north,1,,14,, ,,,,20.8,,,,,,30.0,-8.0,No precipitation,6,,,,
20.03.2020 20:00,14.0,719.0,756.8,3.3,18,Wind blowing from the north,2,,14,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,20.8,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,12,,,,
20.03.2020 17:00,19.0,715.7,753.2,,10,Wind blowing from the north-northwest,5,,14,no clouds, ,,,-1.0,20.8,,,,,,30.0,-13.3,No precipitation,6,,,,
20.03.2020 14:00,20.0,714.8,752.2,-1.7,14,Wind blowing from the north-west,6,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,20.1,,,600-1000,,,19.0,-8.3,No precipitation,12,,,,
20.03.2020 11:00,14.6,716.5,754.3,,20,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-1.0,14.6,,,,,,24.0,-8.1,No precipitation,6,,,,
20.03.2020 08:00,2.3,717.1,755.3,0.1,33,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,12.8,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
20.03.2020 05:00,-0.2,717.0,755.0,,38,Wind blowing from the north-west,1,,7,, ,,,-1.0,12.8,,,,,,30.0,-13.1,No precipitation,6,,,,
20.03.2020 02:00,-0.6,718.6,756.8,-1.8,38,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.8,,,2500 or more  or no clouds.,,,21.0,-13.2,No precipitation,12,,,,
19.03.2020 23:00,1.6,720.4,758.8,,33,Wind blowing from the north-northeast,1,,13,, ,,,1.4,12.8,,,,,,15.0,-12.9,No precipitation,6,,,,
19.03.2020 20:00,6.0,721.0,759.4,,22,Wind blowing from the south-east,1,,17,no clouds, ,,,1.4,12.8,,,,,,30.0,-14.1,No precipitation,6,,,,
19.03.2020 17:00,11.5,720.7,758.8,,10,Wind blowing from the north-west,4,,17,no clouds, ,,,1.4,19.7,,,,,,30.0,-19.1,No precipitation,6,,,,
19.03.2020 14:00,12.0,721.1,759.1,,12,Wind blowing from the north-northwest,6,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,20.1,,,,,,30.0,-16.5,No precipitation,12,,,,
19.03.2020 11:00,8.4,722.6,760.9,,21,Wind blowing from the north-west,6,,17,no clouds, ,,,1.4,,,,,,,30.0,-12.7,No precipitation,6,,,,
19.03.2020 08:00,4.3,722.2,760.5,1.6,33,Wind blowing from the north-northwest,4,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,,,,30.0,-10.6,No precipitation,12,,,,
