Local time in Shanwei,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 02:00,21.4,758.9,760.4,-0.8,99,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,26.3,,,2500 or more  or no clouds.,,,10.0,21.3,No precipitation,12,,,,
26.03.2020 23:00,22.4,759.7,761.2,1.3,99,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,,,21.0,26.3,,,2500 or more  or no clouds.,,,11.0,22.2,No precipitation,12,,,,
26.03.2020 20:00,23.0,758.4,759.9,0.7,94,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,26.3,,,1500-2000,,,10.0,21.9,Trace of precipitation,12,,,,
26.03.2020 17:00,24.6,757.7,759.2,,81,Wind blowing from the south-west,3,,5,20–30%., ,,,21.0,26.3,,,600-1000,,,24.0,21.1,No precipitation,6,,,,
26.03.2020 14:00,26.1,758.5,760.0,-1.7,73,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,27.7,,,2500 or more  or no clouds.,,,23.0,20.8,Trace of precipitation,12,,,,
26.03.2020 11:00,24.3,760.2,761.7,,80,Wind blowing from the north,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,27.7,,,,,,19.0,20.6,No precipitation,6,,,,
26.03.2020 08:00,21.8,759.6,761.2,0.8,89,Wind blowing from the north-east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,,,,1500-2000,,,9.0,19.9,No precipitation,12,,,,
26.03.2020 05:00,21.1,758.8,760.3,,90,Wind blowing from the east,1,,7,, ,,,19.5,27.7,,,,,,10.0,19.3,No precipitation,6,,,,
26.03.2020 02:00,21.6,759.6,761.1,-0.5,90,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,27.7,,,2500 or more  or no clouds.,,,10.0,19.8,No precipitation,12,,,,
25.03.2020 23:00,22.0,760.1,761.6,,85,Wind blowing from the north-northeast,0,,7,, ,,,19.5,27.7,,,,,,25.0,19.3,No precipitation,6,,,,
25.03.2020 20:00,21.5,758.6,760.2,,85,Wind blowing from the east-southeast,3,,7,70 – 80%., ,,,19.5,27.7,,,600-1000,,,23.0,18.8,No precipitation,6,,,,
25.03.2020 17:00,24.5,757.6,759.1,,69,Wind blowing from the east-southeast,3,,7,70 – 80%., ,,,19.5,27.7,,,2500 or more  or no clouds.,,,30.0,18.4,No precipitation,6,,,,
25.03.2020 14:00,27.6,758.8,760.3,-1.8,53,Wind blowing from the south,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,27.7,,,600-1000,,,30.0,17.1,No precipitation,12,,,,
25.03.2020 11:00,24.2,760.6,762.2,,59,Wind blowing from the south-east,3,,,60%., ,,,19.5,26.5,,,600-1000,,,30.0,15.6,No precipitation,6,,,,
25.03.2020 08:00,20.9,760.9,762.5,1.4,70,Wind blowing from the north-east,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,,,,2000-2500,,,30.0,15.2,No precipitation,12,,,,
25.03.2020 05:00,19.7,759.5,761.1,,83,Wind blowing from the east-northeast,2,,8,, ,,,19.7,26.5,,,,,,22.0,16.7,No precipitation,6,,,,
25.03.2020 02:00,20.6,760.2,761.8,-0.7,76,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,26.5,,,2500 or more  or no clouds.,,,30.0,16.2,No precipitation,12,,,,
24.03.2020 23:00,20.7,760.9,762.4,,78,Wind blowing from the east,4,,8,, ,,,20.2,26.5,,,,,,30.0,16.7,No precipitation,6,,,,
24.03.2020 20:00,20.9,759.9,761.5,0.9,78,Wind blowing from the east-southeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,26.5,,,600-1000,,,30.0,16.9,No precipitation,12,,,,
24.03.2020 17:00,24.7,759.0,760.5,,62,Wind blowing from the west-southwest,2,,6,20–30%., ,,,20.2,26.5,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,16.9,No precipitation,6,,,,
24.03.2020 14:00,24.9,760.0,761.5,,59,Wind blowing from the east-southeast,3,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,24.9,,,600-1000,,,30.0,16.3,No precipitation,12,,,,
24.03.2020 11:00,23.8,761.8,763.3,,60,Wind blowing from the east-southeast,2,,8,, ,,,20.2,27.1,,,,,,30.0,15.5,No precipitation,6,,,,
24.03.2020 08:00,20.4,761.7,763.3,,72,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,,,,1500-2000,,,30.0,15.1,No precipitation,12,,,,
24.03.2020 05:00,21.0,760.0,761.5,,64,Wind blowing from the east,2,,8,, ,,,20.3,,,,,,,30.0,13.9,No precipitation,6,,,,
24.03.2020 02:00,20.7,760.4,762.0,-0.7,76,Wind blowing from the east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,27.1,,,2500 or more  or no clouds.,,,29.0,16.3,No precipitation,12,,,,
23.03.2020 23:00,21.4,761.1,762.6,,77,Wind blowing from the east,3,,9,, ,,,21.3,27.1,,,,,,27.0,17.2,No precipitation,6,,,,
23.03.2020 20:00,22.1,760.2,761.8,,82,Wind blowing from the east-southeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,27.1,,,2500 or more  or no clouds.,,,21.0,18.8,No precipitation,12,,,,
23.03.2020 17:00,22.9,758.8,760.3,,81,Wind blowing from the east-southeast,4,,9,, ,,,21.3,27.1,,,,,,23.0,19.4,No precipitation,6,,,,
23.03.2020 14:00,23.8,759.7,761.2,-0.8,79,Wind blowing from the east,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,27.1,,,1000-1500,,,14.0,19.9,No precipitation,12,,,,
23.03.2020 11:00,27.0,760.5,762.0,,72,Wind blowing from the east-southeast,1,,4,, ,,,21.3,27.0,,,,,,23.0,21.5,No precipitation,6,,,,
23.03.2020 08:00,22.8,759.7,761.2,,95,Wind blowing from the south-east,0,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,,,,1500-2000,,,7.0,21.9,No precipitation,12,,,,
23.03.2020 05:00,21.7,758.4,759.9,,99,Calm  no wind,0,,,,Mist. ,,,20.5,26.3,,,,,,3.7,21.6,No precipitation,6,,,,
23.03.2020 02:00,22.5,758.8,760.3,-0.9,99,Wind blowing from the west-southwest,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.3,,,2500 or more  or no clouds.,,,6.0,22.4,No precipitation,12,,,,
22.03.2020 23:00,22.5,759.7,761.2,,99,Wind blowing from the south-west,2,,7,,Mist. ,,,20.3,26.3,,,,,,3.8,22.4,No precipitation,6,,,,
22.03.2020 20:00,23.1,758.6,760.1,,96,Wind blowing from the west-southwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,26.3,,,600-1000,,,11.0,22.5,No precipitation,12,,,,
22.03.2020 17:00,25.0,757.7,759.2,,78,Wind blowing from the south-west,4,,7,, ,,,20.3,26.3,,,,,,30.0,20.8,No precipitation,6,,,,
22.03.2020 14:00,25.6,758.9,760.4,-2.0,73,Wind blowing from the south-west,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,26.3,,,600-1000,,,30.0,20.4,No precipitation,12,,,,
22.03.2020 11:00,25.0,760.9,762.4,,75,Wind blowing from the south-west,3,,5,50%., ,,,20.3,25.1,,,600-1000,,,30.0,20.2,No precipitation,6,,,,
22.03.2020 08:00,21.8,760.3,761.9,1.8,97,Wind blowing from the north,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,23.6,,,1000-1500,,,4.3,21.3,No precipitation,12,,,,
22.03.2020 05:00,20.7,758.5,760.1,,100,Wind blowing from the west-southwest,1,,3,,Mist. ,,,19.6,23.6,,,,,,4.4,20.7,No precipitation,6,,,,
22.03.2020 02:00,20.4,759.1,760.6,-1.2,100,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,23.6,,,2500 or more  or no clouds.,,,7.0,20.4,No precipitation,12,,,,
21.03.2020 23:00,20.5,760.3,761.8,,98,Wind blowing from the north,0,,5,, ,,,19.4,23.6,,,,,,8.0,20.1,No precipitation,6,,,,
21.03.2020 20:00,21.8,760.0,761.6,,89,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,23.6,,,1500-2000,,,13.0,19.9,Trace of precipitation,12,,,,
21.03.2020 17:00,22.8,759.8,761.4,,84,Wind blowing from the west,2,,5,100%., ,,,19.4,23.6,,,1500-2000,,,14.0,19.9,No precipitation,6,,,,
21.03.2020 14:00,23.2,760.1,761.7,-2.1,79,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,23.3,,,1500-2000,,,13.0,19.3,Trace of precipitation,12,,,,
21.03.2020 11:00,20.8,762.2,763.8,,88,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,1500-2000,,,12.0,18.7,No precipitation,6,,,,
21.03.2020 08:00,20.0,761.5,763.1,,92,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,1500-2000,,,9.0,18.6,No precipitation,12,,,,
21.03.2020 05:00,19.6,759.8,761.4,,92,Wind blowing from the east-northeast,2,,6,, ,,,19.4,,,,,,,9.0,18.2,No precipitation,6,,,,
21.03.2020 02:00,19.5,760.6,762.1,-0.9,94,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,22.9,,,2500 or more  or no clouds.,,,8.0,18.5,No precipitation,12,,,,
20.03.2020 23:00,19.8,761.5,763.1,,93,Wind blowing from the east,2,,6,, ,,,18.8,22.9,,,,,,7.0,18.6,No precipitation,6,,,,
20.03.2020 20:00,19.9,760.5,762.1,0.9,91,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.9,,,1500-2000,,,12.0,18.3,0.1,12,,,,
20.03.2020 17:00,20.8,759.6,761.2,,83,Wind blowing from the east-southeast,2,,5,100%., ,,,18.8,22.9,,,1500-2000,,,11.0,17.8,0.1,6,,,,
20.03.2020 14:00,22.3,760.1,761.7,-1.8,76,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.9,,,1500-2000,,,19.0,17.8,0.1,12,,,,
20.03.2020 11:00,22.0,761.9,763.5,,79,Wind blowing from the east-northeast,3,,5,, ,,,18.8,22.7,,,,,,23.0,18.1,No precipitation,6,,,,
20.03.2020 08:00,20.1,761.3,762.9,1.7,94,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,1500-2000,,,14.0,19.1,0.1,12,,,,
20.03.2020 05:00,19.8,759.6,761.2,,94,Wind blowing from the east-southeast,1,,3,, ,,,18.7,,,,,,,22.0,18.8,0.1,6,,,,
20.03.2020 02:00,19.6,760.0,761.5,,96,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,2500 or more  or no clouds.,,,19.0,18.9,2.0,12,,,,
19.03.2020 23:00,18.8,761.1,762.7,,97,Wind blowing from the east-northeast,1,,8,, ,,,18.6,22.7,,,,,,24.0,18.3,1.0,6,,,,
19.03.2020 20:00,19.2,759.7,761.2,,97,Wind blowing from the north-west,1,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,22.7,,,1500-2000,,,20.0,18.7,2.0,6,,,,
19.03.2020 17:00,19.0,759.5,761.1,,97,Wind blowing from the east-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,22.7,,,1500-2000,,,30.0,18.5,1.0,6,,,,
19.03.2020 14:00,19.8,759.9,761.5,,95,Wind blowing from the north-east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,1500-2000,,,29.0,18.9,0.7,12,,,,
19.03.2020 11:00,22.6,760.8,762.4,,76,Wind blowing from the east-northeast,1,,,100%., ,,,18.6,22.7,,,1500-2000,,,30.0,18.1,No precipitation,6,,,,
19.03.2020 08:00,19.6,760.0,761.5,1.1,95,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,20.7,,,1500-2000,,,10.0,18.7,Trace of precipitation,12,,,,
19.03.2020 05:00,18.9,758.9,760.5,,98,Wind blowing from the east-northeast,1,,3,, ,,,18.6,20.7,,,,,,9.0,18.5,No precipitation,6,,,,
19.03.2020 02:00,18.7,759.1,760.7,-1.4,99,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,20.7,,,2500 or more  or no clouds.,,,7.0,18.5,No precipitation,12,,,,
18.03.2020 23:00,19.5,760.5,762.1,,96,Wind blowing from the east-southeast,2,,4,, ,,,18.8,20.7,,,,,,9.0,18.8,No precipitation,6,,,,
18.03.2020 20:00,19.1,759.7,761.3,,100,Wind blowing from the north,0,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,20.8,,,1000-1500,,,5.0,19.1,Trace of precipitation,6,,,,
18.03.2020 17:00,20.1,759.1,760.6,,94,Wind blowing from the north-northeast,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,21.4,,,600-1000,,,15.0,19.1,4.0,6,,,,
18.03.2020 14:00,19.1,760.1,761.7,,99,Wind blowing from the east-southeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,600-1000,,,6.0,18.9,5.0,12,,,,
18.03.2020 11:00,20.4,762.4,764.0,,79,Wind blowing from the north-east,1,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,1000-1500,,,5.0,16.6,0.7,6,,,,
18.03.2020 08:00,19.9,761.8,763.4,1.1,77,Wind blowing from the east-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,22.5,,,1500-2000,,,19.0,15.7,No precipitation,12,,,,
