Local time in Qinzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 02:00,23.5,753.4,757.8,-0.9,99,Wind blowing from the east-southeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,27.6,,,2500 or more  or no clouds.,,,8.0,23.3,No precipitation,12,,,,
26.03.2020 23:00,24.2,754.3,758.7,1.3,97,Wind blowing from the south-west,2,,,,Cloud development not observed or not observable. ,,,20.1,27.6,,,2500 or more  or no clouds.,,,14.0,23.7,No precipitation,12,,,,
26.03.2020 20:00,25.0,753.0,757.4,1.0,89,Wind blowing from the south-southeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,27.6,,,600-1000,,,19.0,23.1,No precipitation,12,,,,
26.03.2020 17:00,25.4,752.0,756.4,,90,Wind blowing from the south,4,,11,90  or more  but not 100%, ,,,19.4,27.6,,,600-1000,,,18.0,23.6,No precipitation,6,,,,
26.03.2020 14:00,26.5,753.1,757.4,-1.8,80,Wind blowing from the south,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,27.6,,,600-1000,,,30.0,22.8,0.5,12,,,,
26.03.2020 11:00,26.8,754.9,759.4,,81,Wind blowing from the south,5,,8,90  or more  but not 100%, ,,,19.4,27.3,,,600-1000,,,22.0,23.3,0.5,6,,,,
26.03.2020 08:00,21.3,754.3,758.8,0.9,99,Wind blowing from the south-southeast,2,,5,70 – 80%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,600-1000,,,4.4,21.1,0.5,12,,,,
26.03.2020 05:00,20.5,753.4,757.8,,99,Wind blowing from the west-northwest,2,,6,, ,,,19.4,,,,,,,8.0,20.3,No precipitation,6,,,,
26.03.2020 02:00,20.2,753.7,758.1,-0.6,99,Wind blowing from the south-east,0,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,27.3,,,2500 or more  or no clouds.,,,14.0,20.0,No precipitation,12,,,,
25.03.2020 23:00,20.5,754.3,758.8,,94,Wind blowing from the south,1,,13,, ,,,19.4,27.3,,,,,,24.0,19.5,No precipitation,6,,,,
25.03.2020 20:00,19.5,754.0,758.4,0.4,99,Wind blowing from the north-northeast,2,,13,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,27.3,,,600-1000,,,25.0,19.3,Trace of precipitation,12,,,,
25.03.2020 17:00,20.0,753.6,758.0,,97,Wind blowing from the north-northeast,4,,13,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,27.3,,,600-1000,,,28.0,19.5,No precipitation,6,,,,
25.03.2020 14:00,25.8,754.0,758.3,-1.4,79,Wind blowing from the south,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,27.2,,,600-1000,,,30.0,21.9,Trace of precipitation,12,,,,
25.03.2020 11:00,24.6,755.4,759.8,,92,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,,,,600-1000,,,14.0,23.2,No precipitation,6,,,,
25.03.2020 08:00,23.3,754.6,759.0,1.0,99,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,,,,600-1000,,,7.0,23.1,No precipitation,12,,,,
25.03.2020 05:00,23.0,753.6,757.9,,100,Wind blowing from the east-southeast,3,,,, ,,,21.4,,,,,,,7.0,23.0,No precipitation,6,,,,
25.03.2020 02:00,23.0,754.6,758.9,-0.9,99,Wind blowing from the south-east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,27.6,,,2500 or more  or no clouds.,,,8.0,22.8,No precipitation,12,,,,
24.03.2020 23:00,23.0,755.5,759.8,,99,Wind blowing from the south-west,2,,9,,Mist. ,,,21.4,27.6,,,,,,3.5,22.8,No precipitation,6,,,,
24.03.2020 20:00,24.0,754.2,758.6,,97,Wind blowing from the south,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,27.6,,,2500 or more  or no clouds.,,,9.0,23.5,No precipitation,12,,,,
24.03.2020 14:00,26.9,754.9,759.3,-1.8,77,Wind blowing from the south,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,29.9,,,600-1000,,,30.0,22.5,No precipitation,12,,,,
24.03.2020 11:00,26.3,756.7,761.0,,87,Wind blowing from the south-southeast,3,,,90  or more  but not 100%, ,,,21.4,29.9,,,600-1000,,,29.0,24.0,No precipitation,6,,,,
24.03.2020 08:00,22.1,756.3,760.7,1.4,99,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,,,,600-1000,,,3.7,21.9,No precipitation,12,,,,
24.03.2020 05:00,21.9,754.9,759.2,,99,Wind blowing from the west,1,,8,,Mist. ,,,21.5,29.9,,,,,,4.5,21.7,No precipitation,6,,,,
24.03.2020 02:00,22.4,755.1,759.4,-1.2,99,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,29.9,,,2500 or more  or no clouds.,,,10.0,22.2,No precipitation,12,,,,
23.03.2020 23:00,23.2,756.3,760.6,,98,Wind blowing from the south-west,2,,8,, ,,,21.5,29.9,,,,,,7.0,22.9,No precipitation,6,,,,
23.03.2020 20:00,24.2,754.5,758.9,0.7,90,Wind blowing from the south,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,29.9,,,,,,13.0,22.5,Trace of precipitation,12,,,,
23.03.2020 17:00,27.7,753.8,758.2,,66,Wind blowing from the south,4,,8,90  or more  but not 100%, ,,,21.5,29.9,,,600-1000,,,26.0,20.8,No precipitation,6,,,,
23.03.2020 14:00,27.5,755.6,760.0,-1.5,69,Wind blowing from the south-southwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,29.8,,,600-1000,,,21.0,21.3,Trace of precipitation,12,,,,
23.03.2020 11:00,26.6,757.1,761.5,,80,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,29.8,,,600-1000,,,11.0,22.9,No precipitation,6,,,,
23.03.2020 08:00,21.9,756.4,760.8,1.8,99,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,,,,1500-2000,,,3.1,21.7,No precipitation,12,,,,
23.03.2020 05:00,22.2,754.6,759.0,,99,Wind blowing from the east,1,,7,, ,,,21.0,29.8,,,,,,8.0,22.0,No precipitation,6,,,,
23.03.2020 02:00,22.7,754.9,759.3,,99,Wind blowing from the south-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,29.8,,,2500 or more  or no clouds.,,,9.0,22.5,No precipitation,12,,,,
22.03.2020 23:00,23.3,755.1,759.4,,99,Wind blowing from the south,2,,11,, ,,,21.0,29.8,,,,,,11.0,23.1,No precipitation,6,,,,
22.03.2020 20:00,24.6,754.3,758.8,0.9,90,Wind blowing from the south,3,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,29.8,,,2500 or more  or no clouds.,,,20.0,22.8,No precipitation,12,,,,
22.03.2020 17:00,27.4,753.4,757.8,,76,Wind blowing from the south-southwest,4,,11,20–30%., ,,,21.0,29.8,,,600-1000,,,30.0,22.8,No precipitation,6,,,,
22.03.2020 14:00,27.6,754.7,759.1,-1.5,70,Wind blowing from the south-southwest,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,29.8,,,600-1000,,,29.0,21.6,No precipitation,12,,,,
22.03.2020 11:00,27.6,756.2,760.6,,73,Wind blowing from the south,4,,6,70 – 80%., ,,,21.0,27.7,,,600-1000,,,27.0,22.3,No precipitation,6,,,,
22.03.2020 08:00,21.9,755.8,760.3,1.1,99,Wind blowing from the south,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,25.5,,,600-1000,,,3.6,21.7,No precipitation,12,,,,
22.03.2020 05:00,21.7,754.7,759.1,,99,Wind blowing from the north,1,,9,,Mist. ,,,21.3,25.5,,,,,,5.0,21.5,No precipitation,6,,,,
22.03.2020 02:00,22.6,755.0,759.4,-0.9,99,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,25.5,,,2500 or more  or no clouds.,,,12.0,22.4,No precipitation,12,,,,
21.03.2020 23:00,23.2,755.9,760.3,,97,Wind blowing from the south-east,2,,11,, ,,,,,,,,,,15.0,22.7,No precipitation,6,,,,
21.03.2020 20:00,23.7,754.4,758.8,0.7,95,Wind blowing from the south,3,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,25.5,,,600-1000,,,15.0,22.9,0.2,12,,,,
21.03.2020 17:00,24.1,753.7,758.1,,95,Wind blowing from the south,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,25.5,,,600-1000,,,12.0,23.2,No precipitation,6,,,,
21.03.2020 14:00,23.5,754.7,759.1,-1.7,100,Wind blowing from the south,5,,11,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,25.5,,,600-1000,,,5.0,23.5,0.2,12,,,,
21.03.2020 11:00,23.6,756.4,760.8,,100,Wind blowing from the south,4,,7,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,23.6,,,600-1000,,,7.0,23.6,0.2,6,,,,
21.03.2020 08:00,21.6,755.8,760.2,1.5,99,Wind blowing from the south,2,,5,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,21.6,,,600-1000,,,1.2,21.4,No precipitation,12,,,,
21.03.2020 05:00,21.5,754.3,758.7,,99,Wind blowing from the south,3,,4,,Mist. ,,,,21.5,,,,,,1.8,21.3,No precipitation,6,,,,
21.03.2020 02:00,20.6,755.1,759.5,-1.0,99,Wind blowing from the south-west,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,21.1,,,2500 or more  or no clouds.,,,0.1,20.4,0.1,12,,,,
20.03.2020 23:00,20.5,756.1,760.5,,99,Wind blowing from the south-southwest,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,18.0,21.1,,,,,,0.1,20.3,0.1,6,,,,
20.03.2020 20:00,20.2,754.6,759.0,,99,Wind blowing from the east-northeast,0,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,21.1,,,300-600,,,0.4,20.0,0.1,12,,,,
20.03.2020 17:00,20.8,754.3,758.7,,99,Wind blowing from the west-northwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,21.1,,,600-1000,,,4.4,20.6,No precipitation,6,,,,
20.03.2020 14:00,20.9,755.7,760.1,-2.2,97,Wind blowing from the north,0,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,20.9,,,600-1000,,,7.0,20.4,No precipitation,12,,,,
20.03.2020 11:00,19.0,757.9,762.4,,99,Wind blowing from the north-northwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,19.6,,,,,,5.0,18.8,No precipitation,6,,,,
20.03.2020 08:00,18.2,757.0,761.5,,99,Wind blowing from the north-northwest,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,4.7,18.0,No precipitation,6,,,,
20.03.2020 05:00,18.3,755.8,760.3,,98,Wind blowing from the north-northwest,2,,7,, ,,,16.5,19.6,,,,,,8.0,18.0,No precipitation,6,,,,
20.03.2020 02:00,18.4,756.7,761.2,-1.1,96,Wind blowing from the north,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,19.6,,,2500 or more  or no clouds.,,,10.0,17.8,No precipitation,12,,,,
19.03.2020 23:00,18.7,757.8,762.3,,92,Wind blowing from the north,3,,9,, ,,,16.3,19.6,,,,,,21.0,17.4,No precipitation,6,,,,
19.03.2020 20:00,18.6,756.4,760.9,,96,Wind blowing from the north,3,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,19.6,,,600-1000,,,19.0,17.9,Trace of precipitation,6,,,,
19.03.2020 17:00,19.5,755.3,759.8,,88,Wind blowing from the north,5,,9,90  or more  but not 100%, ,,,16.3,19.6,,,600-1000,,,30.0,17.5,No precipitation,6,,,,
19.03.2020 14:00,19.4,756.7,761.2,,88,Wind blowing from the north,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,19.5,,,600-1000,,,30.0,17.4,2.0,12,,,,
19.03.2020 11:00,17.8,758.2,762.7,,99,Wind blowing from the north-northwest,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,17.9,,,600-1000,,,30.0,17.6,2.0,6,,,,
19.03.2020 08:00,16.8,757.4,761.9,2.5,99,Wind blowing from the north-northwest,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,,,300-600,,,3.8,16.6,2.0,12,,,,
19.03.2020 05:00,16.5,754.9,759.4,,99,Wind blowing from the north,2,,6,,Rain (not freezing) not falling as shower(s). ,,,,,,,,,,9.0,16.3,0.6,6,,,,
19.03.2020 02:00,16.3,755.9,760.4,-0.7,99,Wind blowing from the north-northwest,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,17.9,,,2500 or more  or no clouds.,,,5.0,16.1,0.4,12,,,,
18.03.2020 23:00,16.7,756.6,761.1,,99,Wind blowing from the north-northwest,2,,6,,Mist. ,,,15.4,17.9,,,,,,5.0,16.5,No precipitation,6,,,,
18.03.2020 20:00,16.5,755.1,759.6,0.4,99,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,17.9,,,1500-2000,,,11.0,16.3,No precipitation,12,,,,
18.03.2020 17:00,16.6,754.7,759.2,,99,Wind blowing from the north,3,,7,100%., ,,,15.4,18.2,,,600-1000,,,16.0,16.4,No precipitation,6,,,,
18.03.2020 14:00,17.2,756.2,760.7,-2.5,95,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,,,,600-1000,,,22.0,16.4,2.0,12,,,,
18.03.2020 11:00,16.5,758.7,763.2,,96,Wind blowing from the north,2,,8,100%., ,,,15.4,,,,1500-2000,,,26.0,15.9,1.0,6,,,,
