Local time in Keshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 08:00,-0.8,732.6,759.4,1.2,62,Wind blowing from the west-northwest,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,13.7,,,2500 or more  or no clouds.,,,24.0,-7.2,0.6,12,,,,
26.03.2020 05:00,-0.2,731.4,757.9,,92,Wind blowing from the west-southwest,2,,14,,Intermittent fall of snowflakes  slight at time of observation. ,,,-0.2,13.7,,,,,,3.3,-1.3,0.5,6,,,,
26.03.2020 02:00,5.6,729.6,755.8,,50,Wind blowing from the west-northwest,8,,13,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.7,,,2500 or more  or no clouds.,,,20.0,-4.0,No precipitation,12,,,,
25.03.2020 20:00,9.3,727.3,753.6,0.5,56,Wind blowing from the south-southeast,6,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.7,,,1000-1500,,,15.0,1.0,No precipitation,12,,,,
25.03.2020 17:00,12.5,726.8,753.1,,47,Wind blowing from the south-east,5,,12,100%., ,,,0.5,13.7,,,2500 or more  or no clouds.,,,15.0,1.5,No precipitation,6,,,,
25.03.2020 14:00,13.3,727.4,753.7,-1.7,38,Wind blowing from the south-southeast,7,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.7,,,2500 or more  or no clouds.,,,16.0,-0.7,No precipitation,12,,,,
25.03.2020 11:00,10.3,729.1,755.5,,39,Wind blowing from the south,7,,11,100%., ,,,0.5,11.5,,,2500 or more  or no clouds.,,,19.0,-3.0,No precipitation,6,,,,
25.03.2020 08:00,4.9,729.9,756.5,-0.6,44,Wind blowing from the south-southeast,6,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,,,,2500 or more  or no clouds.,,,27.0,-6.6,No precipitation,12,,,,
25.03.2020 05:00,1.5,730.5,757.1,,49,Wind blowing from the south-east,5,,9,, ,,,-3.5,,,,,,,30.0,-8.1,No precipitation,6,,,,
25.03.2020 02:00,2.6,731.7,758.2,,46,Wind blowing from the south-east,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,11.5,,,2500 or more  or no clouds.,,,29.0,-8.1,No precipitation,12,,,,
24.03.2020 20:00,4.3,733.9,760.8,,47,Wind blowing from the south-east,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,11.5,,,,,,30.0,-6.0,No precipitation,12,,,,
24.03.2020 14:00,11.0,734.3,761.2,-1.6,24,Wind blowing from the south-southwest,9,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,11.5,,,,,,30.0,-8.8,No precipitation,12,,,,
24.03.2020 11:00,8.8,735.9,762.7,,27,Wind blowing from the south-southwest,9,,12,no clouds, ,,,-3.5,9.3,,,,,,30.0,-9.2,No precipitation,6,,,,
24.03.2020 08:00,2.2,736.6,763.9,-0.2,42,Wind blowing from the south,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,5.5,,,,,,26.0,-9.4,No precipitation,12,,,,
24.03.2020 05:00,-3.4,736.8,764.1,,54,Wind blowing from the south,3,,6,, ,,,-6.2,5.5,,,,,,30.0,-11.4,No precipitation,6,,,,
24.03.2020 02:00,-2.6,737.2,764.5,,42,Wind blowing from the south-southwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,5.5,,,2500 or more  or no clouds.,,,26.0,-14.0,No precipitation,12,,,,
23.03.2020 20:00,0.6,737.8,765.2,0.3,29,Wind blowing from the north-west,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,5.5,,,,,,30.0,-15.4,No precipitation,12,,,,
23.03.2020 17:00,4.1,737.5,765.0,,23,Wind blowing from the north-northwest,5,,13,, ,,,-6.2,5.5,,,,,,30.0,-15.2,No precipitation,6,,,,
23.03.2020 14:00,5.0,737.5,764.8,-0.6,23,Wind blowing from the west-northwest,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,5.1,,,,,,30.0,-14.4,No precipitation,12,,,,
23.03.2020 11:00,3.3,738.1,765.4,,26,Wind blowing from the north-northwest,8,,12,no clouds, ,,,-6.2,5.0,,,,,,30.0,-14.4,No precipitation,6,,,,
23.03.2020 08:00,-0.4,738.0,765.4,,43,Wind blowing from the north-northwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,5.0,,,,,,30.0,-11.7,No precipitation,12,,,,
23.03.2020 05:00,-5.8,736.4,763.9,,64,Wind blowing from the north-northwest,2,,6,, ,,,-6.2,5.0,,,,,,30.0,-11.5,No precipitation,6,,,,
23.03.2020 02:00,-2.3,734.4,761.5,,50,Wind blowing from the west-northwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,5.0,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
22.03.2020 20:00,0.4,733.5,760.8,1.3,35,Wind blowing from the north,0,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,5.0,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
22.03.2020 17:00,3.6,732.2,759.4,,27,Wind blowing from the north-west,4,,12,60%., ,,,-5.4,5.0,,,600-1000,,,30.0,-13.7,No precipitation,6,,,,
22.03.2020 14:00,4.3,731.8,759.0,-0.4,24,Wind blowing from the west-northwest,7,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,5.1,,,600-1000,,,30.0,-14.5,No precipitation,12,,,,
22.03.2020 11:00,3.4,732.2,759.4,,26,Wind blowing from the north-west,7,,9,60%., ,,,-5.4,5.5,,,600-1000,,,30.0,-14.3,No precipitation,6,,,,
22.03.2020 08:00,-1.3,732.2,759.5,0.7,58,Wind blowing from the north-west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,5.5,,,,,,30.0,-8.5,No precipitation,12,,,,
22.03.2020 05:00,-5.1,731.5,758.8,,72,Wind blowing from the west-northwest,2,,6,, ,,,-5.1,5.5,,,,,,30.0,-9.4,No precipitation,6,,,,
22.03.2020 02:00,-3.5,731.4,758.5,,74,Wind blowing from the west-southwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.5,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,12,,,,
21.03.2020 20:00,-1.6,731.5,758.8,,72,Wind blowing from the west-southwest,2,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,5.5,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
21.03.2020 17:00,2.0,730.6,757.6,,48,Wind blowing from the west-northwest,4,,13,100%., ,,,-2.6,5.5,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,6,,,,
21.03.2020 14:00,5.1,729.7,756.7,-0.3,37,Wind blowing from the west-northwest,8,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,7.2,,,600-1000,,,30.0,-8.7,No precipitation,12,,,,
21.03.2020 11:00,3.3,730.0,757.0,,51,Wind blowing from the west,5,,9,100%., ,,,-2.6,7.2,,,2500 or more  or no clouds.,,,30.0,-6.1,No precipitation,6,,,,
21.03.2020 08:00,0.0,729.7,756.7,1.4,79,Wind blowing from the north-west,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,2500 or more  or no clouds.,,,30.0,-3.2,No precipitation,12,,,,
21.03.2020 05:00,-1.3,728.3,755.2,,84,Wind blowing from the north-northwest,4,,9,, ,,,-4.5,7.2,,,,,,30.0,-3.7,No precipitation,6,,,,
21.03.2020 02:00,-2.2,727.3,754.0,,88,Wind blowing from the north-west,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,7.2,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,12,,,,
20.03.2020 20:00,1.1,726.0,753.0,,67,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,7.2,,,2500 or more  or no clouds.,,,30.0,-4.5,No precipitation,12,,,,
20.03.2020 17:00,5.3,724.4,751.3,,34,Wind blowing from the west,2,,7,100%., ,,,-4.8,7.2,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,6,,,,
20.03.2020 14:00,6.3,723.7,750.4,-0.8,30,Wind blowing from the west-southwest,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,6.5,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
20.03.2020 11:00,5.0,724.5,751.2,,39,Wind blowing from the south-west,5,,7,100%., ,,,-4.8,5.6,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,6,,,,
20.03.2020 08:00,-1.5,725.2,752.2,0.1,68,Wind blowing from the south-west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,5.6,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
20.03.2020 05:00,-4.5,725.1,752.0,,79,Wind blowing from the south-west,3,,7,, ,,,-4.8,5.6,,,,,,28.0,-7.6,No precipitation,6,,,,
20.03.2020 02:00,-3.5,725.2,752.1,,76,Wind blowing from the south-southwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,5.6,,,2500 or more  or no clouds.,,,28.0,-7.1,No precipitation,12,,,,
19.03.2020 20:00,-0.3,726.4,753.4,,52,Wind blowing from the south-west,2,,,no clouds, ,,,-2.6,5.6,,,,,,30.0,-9.0,No precipitation,6,,,,
19.03.2020 17:00,3.5,725.8,752.7,,37,Wind blowing from the north-northwest,6,,11,no clouds, ,,,-2.6,5.6,,,,,,30.0,-9.8,No precipitation,6,,,,
19.03.2020 14:00,5.4,725.5,752.2,,45,Wind blowing from the north-west,6,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,5.5,,,600-1000,,,30.0,-5.6,No precipitation,12,,,,
19.03.2020 11:00,3.9,726.2,753.0,,53,Wind blowing from the north,7,,10,70 – 80%., ,,,-2.6,5.5,,,600-1000,,,30.0,-4.8,No precipitation,6,,,,
19.03.2020 08:00,0.0,725.9,752.8,,75,Wind blowing from the north,5,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,5.5,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,12,,,,
19.03.2020 05:00,-2.0,724.9,751.6,,86,Wind blowing from the north-northeast,4,,8,,Snow not falling as shower(s). ,,,-2.5,5.5,,,,,,20.0,-4.0,No precipitation,6,,,,
19.03.2020 02:00,-2.1,723.8,750.6,,86,Wind blowing from the north-northeast,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,5.5,,,2500 or more  or no clouds.,,,22.0,-4.1,No precipitation,12,,,,
18.03.2020 20:00,0.2,723.4,750.3,1.5,64,Wind blowing from the west-northwest,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,5.5,,,2500 or more  or no clouds.,,,30.0,-5.8,0.2,12,,,,
18.03.2020 17:00,4.4,721.9,748.5,,52,Wind blowing from the north-northwest,4,,7,100%., ,,,-1.9,5.5,,,600-1000,,,30.0,-4.8,No precipitation,6,,,,
18.03.2020 14:00,4.4,720.7,747.3,-0.6,57,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,4.4,,,2500 or more  or no clouds.,,,30.0,-3.4,0.8,12,,,,
18.03.2020 11:00,3.0,721.3,748.0,,75,Wind blowing from the south-southwest,3,,5,100%., ,,,-1.9,3.8,,,2500 or more  or no clouds.,,,25.0,-1.0,0.8,6,,,,
18.03.2020 08:00,-1.5,722.3,749.2,-0.2,91,Wind blowing from the south-southeast,3,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.4,-2.8,0.6,12,,,,
18.03.2020 05:00,-1.1,722.5,749.3,,73,Wind blowing from the south,2,,5,, ,,,-7.6,3.8,,,,,,28.0,-5.3,No precipitation,6,,,,
18.03.2020 02:00,-1.0,723.7,750.5,,73,Wind blowing from the south,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.8,,,2500 or more  or no clouds.,,,28.0,-5.2,No precipitation,12,,,,
17.03.2020 20:00,-0.5,726.8,754.0,0.2,69,Wind blowing from the south,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.8,,,2500 or more  or no clouds.,,,23.0,-5.5,No precipitation,12,,,,
17.03.2020 17:00,2.5,726.6,753.8,,58,Wind blowing from the west,2,,9,100%., ,,,-7.8,3.8,,,2500 or more  or no clouds.,,,30.0,-5.1,No precipitation,6,,,,
17.03.2020 14:00,3.4,726.4,753.4,-0.6,51,Wind blowing from the west,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.8,,,2500 or more  or no clouds.,,,26.0,-5.8,No precipitation,12,,,,
