Local time in Kuandian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.02.2020 05:00,-14.6,745.6,771.1,,81,Wind blowing from the west,0,,4,, ,,,-15.7,-0.1,,,,,,6.0,-17.1,No precipitation,6,,,,
09.02.2020 02:00,-13.4,747.1,772.6,,78,Wind blowing from the north-east,0,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.1,,,2500 or more  or no clouds.,,,7.0,-16.4,No precipitation,12,,,,
08.02.2020 20:00,-7.5,748.0,773.7,0.6,51,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.1,,,,,,9.0,-15.9,No precipitation,12,,,,
08.02.2020 17:00,-2.7,747.4,772.9,,37,Wind blowing from the east-southeast,3,,5,no clouds, ,,,-15.7,-0.1,,,,,,24.0,-15.4,No precipitation,6,,,,
08.02.2020 14:00,-0.3,746.9,772.3,-1.1,31,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.2,,,,,,30.0,-15.4,No precipitation,12,,,,
08.02.2020 11:00,-3.0,748.0,773.5,,36,Wind blowing from the south,3,,5,no clouds, ,,,-15.7,-2.5,,,,,,30.0,-16.0,No precipitation,6,,,,
08.02.2020 08:00,-11.7,748.3,774.1,1.1,84,Wind blowing from the south,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.5,,,,,,1.6,-13.9,No precipitation,12,,,,
08.02.2020 05:00,-15.0,747.2,772.9,,82,Wind blowing from the south,0,,2,,Mist. ,,,-15.0,-2.5,,,,,,4.7,-17.4,No precipitation,6,,,,
08.02.2020 02:00,-13.4,746.8,772.3,,84,Wind blowing from the west-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-2.5,,,2500 or more  or no clouds.,,,4.3,-15.5,No precipitation,12,,,,
07.02.2020 20:00,-8.8,746.2,771.9,,79,Wind blowing from the west,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.5,,,,,,3.2,-11.8,Trace of precipitation,12,,,,
07.02.2020 17:00,-4.2,745.6,771.1,,63,Wind blowing from the west,2,,5,no clouds, ,,,-15.3,-2.5,,,,,,11.0,-10.2,No precipitation,6,,,,
07.02.2020 14:00,-3.0,746.1,771.7,-2.0,54,Wind blowing from the west-northwest,2,,5,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.6,,,1000-1500,,,23.0,-11.0,Trace of precipitation,12,,,,
07.02.2020 11:00,-6.9,748.1,773.9,,71,Wind blowing from the east,1,,3,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-15.3,-4.9,,,1000-1500,,,9.0,-11.3,No precipitation,6,,,,
07.02.2020 08:00,-11.6,748.3,774.3,0.2,73,Wind blowing from the west,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,,,,2500 or more  or no clouds.,,,2.8,-15.6,No precipitation,12,,,,
07.02.2020 05:00,-13.4,748.1,773.8,,67,Wind blowing from the east-southeast,0,,2,, ,,,-20.3,-4.9,,,,,,14.0,-18.2,No precipitation,6,,,,
07.02.2020 02:00,-15.0,749.0,774.8,,69,Wind blowing from the south-west,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-4.9,,,2500 or more  or no clouds.,,,12.0,-19.4,No precipitation,12,,,,
06.02.2020 20:00,-12.2,749.4,775.6,0.4,54,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-4.9,,,,,,4.1,-19.6,No precipitation,12,,,,
06.02.2020 17:00,-6.7,749.0,775.1,,23,Wind blowing from the south,1,,4,no clouds, ,,,-20.3,-4.9,,,,,,20.0,-24.4,No precipitation,6,,,,
06.02.2020 14:00,-5.6,749.8,775.8,-2.3,20,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-5.5,,,,,,30.0,-25.0,No precipitation,12,,,,
06.02.2020 11:00,-9.9,752.1,778.3,,26,Wind blowing from the south-east,2,,4,no clouds, ,,,-20.3,-9.6,,,,,,30.0,-25.8,No precipitation,6,,,,
06.02.2020 08:00,-17.3,753.1,779.5,-0.1,57,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-9.6,,,,,,10.0,-23.8,No precipitation,12,,,,
06.02.2020 05:00,-19.5,753.2,779.7,,60,Wind blowing from the west-southwest,1,,7,, ,,,-20.3,-9.6,,,,,,24.0,-25.3,No precipitation,6,,,,
06.02.2020 02:00,-16.7,753.6,779.8,,48,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-9.6,,,2500 or more  or no clouds.,,,27.0,-25.1,No precipitation,12,,,,
05.02.2020 20:00,-14.0,753.0,779.5,1.5,38,Wind blowing from the north,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-9.6,,,,,,20.0,-25.3,No precipitation,12,,,,
05.02.2020 17:00,-12.1,751.5,778.0,,32,Wind blowing from the north-northwest,4,,8,no clouds, ,,,-20.3,-9.6,,,,,,23.0,-25.4,No precipitation,6,,,,
05.02.2020 14:00,-10.3,750.6,776.8,-1.2,25,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-8.0,,,,,,30.0,-26.6,No precipitation,12,,,,
05.02.2020 11:00,-12.3,751.8,778.0,,33,Wind blowing from the west-northwest,1,,,no clouds, ,,,,,,,,,,30.0,-25.3,,,,,,
05.02.2020 08:00,-17.3,751.8,778.2,1.2,44,Wind blowing from the north,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-7.5,,,,,,19.0,-26.7,No precipitation,12,,,,
05.02.2020 05:00,-20.2,750.6,777.0,,71,Wind blowing from the south-east,1,,11,, ,,,-20.3,-7.5,,,,,,26.0,-24.1,No precipitation,6,,,,
05.02.2020 02:00,-18.2,750.2,776.4,,60,Wind blowing from the south,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-7.5,,,2500 or more  or no clouds.,,,29.0,-24.1,No precipitation,12,,,,
04.02.2020 20:00,-13.5,748.6,774.6,2.1,32,Wind blowing from the north,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-7.5,,,,,,30.0,-26.7,No precipitation,12,,,,
04.02.2020 17:00,-11.1,746.5,772.2,,25,Wind blowing from the north,4,,12,no clouds, ,,,-11.1,-5.4,,,,,,30.0,-27.3,No precipitation,6,,,,
04.02.2020 14:00,-8.4,745.3,770.8,-0.9,26,Wind blowing from the north,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,,,,,,,30.0,-24.5,0.7,12,,,,
04.02.2020 11:00,-7.6,746.2,771.8,,38,Wind blowing from the north-northwest,4,,9,no clouds, ,,,-11.0,,,,,,,26.0,-19.5,0.1,6,,,,
04.02.2020 08:00,-10.0,745.8,771.4,1.1,85,Wind blowing from the west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,,,,1000-1500,,,4.2,-12.0,0.7,12,,,,
04.02.2020 05:00,-8.8,744.7,770.0,,85,Wind blowing from the west,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.0,-3.5,,,,,,6.0,-10.9,0.6,6,,,,
04.02.2020 02:00,-8.4,745.0,770.3,,77,Wind blowing from the south-east,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-3.5,,,2500 or more  or no clouds.,,,2.2,-11.7,No precipitation,12,,,,
03.02.2020 20:00,-9.9,745.6,771.2,0.8,62,Wind blowing from the east-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-3.5,,,,,,5.0,-15.8,No precipitation,12,,,,
03.02.2020 17:00,-5.4,744.8,770.2,,31,Wind blowing from the west,2,,7,no clouds, ,,,-10.8,-2.6,,,,,,16.0,-19.9,No precipitation,6,,,,
03.02.2020 14:00,-3.8,744.7,769.9,-2.0,26,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-1.0,,,,,,30.0,-20.5,No precipitation,12,,,,
03.02.2020 11:00,-6.6,746.7,772.0,,34,Wind blowing from the west,2,,7,no clouds, ,,,-10.8,,,,,,,30.0,-19.9,No precipitation,6,,,,
03.02.2020 08:00,-9.5,746.8,772.2,,47,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-1.0,,,,,,17.0,-18.7,No precipitation,12,,,,
03.02.2020 05:00,-9.2,745.6,770.9,,56,Wind blowing from the north,2,,7,, ,,,-12.6,-1.0,,,,,,30.0,-16.4,No precipitation,6,,,,
03.02.2020 02:00,-8.1,745.2,770.3,,74,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.0,,,2500 or more  or no clouds.,,,17.0,-11.9,No precipitation,12,,,,
02.02.2020 20:00,-4.9,744.7,770.1,0.4,58,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.0,,,,,,12.0,-11.9,No precipitation,12,,,,
02.02.2020 17:00,-2.6,744.3,769.6,,36,Wind blowing from the west-northwest,2,,3,90  or more  but not 100%, ,,,-12.6,-1.0,,,2500 or more  or no clouds.,,,15.0,-15.6,No precipitation,6,,,,
02.02.2020 14:00,-1.5,744.7,770.0,-2.0,27,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,1.5,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
02.02.2020 11:00,-3.8,746.7,772.0,,39,Wind blowing from the west,2,,3,90  or more  but not 100%, ,,,-12.6,1.5,,,2500 or more  or no clouds.,,,24.0,-16.0,No precipitation,6,,,,
02.02.2020 08:00,-11.6,747.1,772.6,0.4,73,Wind blowing from the west,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,1.5,,,2500 or more  or no clouds.,,,2.7,-15.5,No precipitation,12,,,,
02.02.2020 05:00,-12.5,746.7,772.1,,79,Wind blowing from the north-northeast,1,,6,, ,,,-12.6,1.5,,,,,,11.0,-15.5,No precipitation,6,,,,
02.02.2020 02:00,-11.0,747.7,,,76,Wind blowing from the west-southwest,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.5,,,2500 or more  or no clouds.,,,13.0,-14.4,No precipitation,12,,,,
01.02.2020 20:00,-4.2,746.8,,1.3,40,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,1.5,,,,,,29.0,-15.8,No precipitation,12,,,,
01.02.2020 17:00,-1.6,745.5,,,33,Wind blowing from the north-northwest,3,,7,no clouds, ,,,-2.5,1.5,,,,,,21.0,-15.8,No precipitation,6,,,,
01.02.2020 14:00,,744.3,,-0.9,,Wind blowing from the north-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,2.8,,,,,,30.0,,No precipitation,12,,,,
01.02.2020 11:00,,745.2,,,,Wind blowing from the east,1,,2,no clouds, ,,,-2.5,2.8,,,,,,8.0,,No precipitation,6,,,,
01.02.2020 08:00,,744.9,,1.5,,Wind blowing from the south,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,2.8,,,,,,2.4,,No precipitation,12,,,,
01.02.2020 05:00,,743.4,,,,Wind blowing from the west,1,,2,, ,,,-12.3,2.8,,,,,,9.0,,No precipitation,6,,,,
01.02.2020 02:00,,742.7,,,,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,2.8,,,2500 or more  or no clouds.,,,7.0,,No precipitation,12,,,,
31.01.2020 20:00,,742.0,,1.1,,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,2.8,,,,,,3.2,,No precipitation,12,,,,
31.01.2020 17:00,0.7,740.9,766.0,,34,Wind blowing from the south,1,,5,no clouds, ,,,-12.3,2.8,,,,,,5.0,-13.4,No precipitation,6,,,,
31.01.2020 14:00,,740.5,,-1.5,,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-1.0,,,,,,30.0,,No precipitation,12,,,,
31.01.2020 11:00,-1.7,742.0,,,37,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-12.3,-1.6,,,,,,21.0,-14.5,No precipitation,6,,,,
31.01.2020 08:00,-11.2,742.0,,0.7,69,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.8,,,,,,3.5,-15.9,No precipitation,12,,,,
31.01.2020 05:00,-11.5,741.3,,,,Wind blowing from the west,1,,7,, ,,,-11.5,-8.3,,,,,,10.0,,No precipitation,6,,,,
31.01.2020 02:00,,741.4,,,,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-4.0,,,2500 or more  or no clouds.,,,14.0,,No precipitation,12,,,,
30.01.2020 20:00,,740.7,,1.3,,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-0.4,,,,,,23.0,,No precipitation,12,,,,
30.01.2020 17:00,,739.4,,,,Wind blowing from the north-east,4,,8,no clouds, ,,,-8.3,1.4,,,,,,16.0,,No precipitation,6,,,,
30.01.2020 14:00,,739.0,,-1.1,,Wind blowing from the east-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.5,,,,,,30.0,,No precipitation,12,,,,
30.01.2020 11:00,,740.1,,,,Wind blowing from the east,3,,7,no clouds, ,,,-8.3,4.5,,,,,,24.0,,No precipitation,6,,,,
30.01.2020 08:00,,740.7,,0.8,,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.5,,,,,,3.3,,No precipitation,12,,,,
30.01.2020 05:00,,739.9,,,,Wind blowing from the west-northwest,1,,5,, ,,,-9.2,4.5,,,,,,8.0,,No precipitation,6,,,,
30.01.2020 02:00,-4.1,739.9,764.5,,45,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,4.5,,,2500 or more  or no clouds.,,,11.0,-14.3,No precipitation,12,,,,
29.01.2020 20:00,-0.9,739.9,764.8,0.6,43,Wind blowing from the south-west,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,4.5,,,2500 or more  or no clouds.,,,8.0,-11.9,No precipitation,12,,,,
29.01.2020 17:00,1.2,739.3,764.2,,41,Wind blowing from the east,2,,,70 – 80%., ,,,-9.2,4.5,,,2500 or more  or no clouds.,,,13.0,-10.6,No precipitation,6,,,,
29.01.2020 14:00,3.9,738.9,763.5,-1.6,34,Wind blowing from the east-southeast,3,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,5.7,,,2500 or more  or no clouds.,,,22.0,-10.5,No precipitation,12,,,,
29.01.2020 11:00,1.9,740.5,765.1,,37,Wind blowing from the south-southwest,1,,2,70 – 80%., ,,,-9.2,5.7,,,2500 or more  or no clouds.,,,17.0,-11.3,No precipitation,6,,,,
29.01.2020 08:00,-8.0,740.8,765.9,0.1,87,Wind blowing from the west-northwest,0,,2,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,,,,2500 or more  or no clouds.,,,2.3,-9.8,No precipitation,12,,,,
29.01.2020 05:00,-7.9,740.7,765.5,,84,Calm  no wind,0,,,,Mist. ,,,-7.9,5.7,,,,,,5.0,-10.1,No precipitation,6,,,,
29.01.2020 02:00,-6.6,741.3,765.9,,83,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,5.7,,,2500 or more  or no clouds.,,,5.0,-9.0,No precipitation,12,,,,
28.01.2020 20:00,-3.1,741.8,766.8,0.4,74,Wind blowing from the west-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.7,,,,,,2.2,-7.2,No precipitation,12,,,,
28.01.2020 17:00,1.4,741.4,766.1,,58,Wind blowing from the east,1,,3,60%., ,,,-5.3,5.7,,,2500 or more  or no clouds.,,,4.4,-6.0,No precipitation,6,,,,
28.01.2020 14:00,5.6,741.4,765.9,-1.5,31,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.6,,,2500 or more  or no clouds.,,,23.0,-10.2,No precipitation,12,,,,
28.01.2020 11:00,2.6,742.9,767.5,,41,Wind blowing from the south-west,1,,3,90  or more  but not 100%, ,,,-5.3,3.4,,,2500 or more  or no clouds.,,,7.0,-9.6,No precipitation,6,,,,
28.01.2020 08:00,-5.0,743.3,768.3,0.1,82,Wind blowing from the south,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,,,,1000-1500,,,3.8,-7.7,No precipitation,12,,,,
28.01.2020 05:00,-4.8,743.2,768.0,,79,Wind blowing from the south-southwest,1,,2,,Haze. ,,,-9.2,3.4,,,,,,7.0,-7.9,No precipitation,6,,,,
28.01.2020 02:00,-3.8,743.8,768.5,,78,Wind blowing from the south-east,0,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,3.4,,,2500 or more  or no clouds.,,,5.0,-7.2,No precipitation,12,,,,
27.01.2020 20:00,-2.0,743.7,768.8,0.7,68,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,3.4,,,1000-1500,,,2.9,-7.1,No precipitation,12,,,,
27.01.2020 17:00,1.4,743.0,768.0,,38,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,-9.2,3.4,,,1000-1500,,,7.0,-11.4,No precipitation,6,,,,
27.01.2020 14:00,3.2,743.4,768.2,-1.6,26,Wind blowing from the south,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,3.6,,,1000-1500,,,30.0,-14.5,No precipitation,12,,,,
27.01.2020 11:00,1.9,745.0,769.9,,30,Wind blowing from the south-southeast,1,,3,50%., ,,,-9.2,3.6,,,1000-1500,,,30.0,-13.8,No precipitation,6,,,,
27.01.2020 08:00,-8.0,745.8,771.1,-0.7,76,Wind blowing from the east-southeast,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,3.6,,,1000-1500,,,3.5,-11.6,No precipitation,12,,,,
27.01.2020 05:00,-8.9,746.5,771.7,,73,Wind blowing from the west-southwest,1,,5,, ,,,-14.0,3.6,,,,,,8.0,-12.9,No precipitation,6,,,,
27.01.2020 02:00,-8.1,747.2,772.2,,68,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,3.6,,,2500 or more  or no clouds.,,,8.0,-13.1,No precipitation,12,,,,
26.01.2020 20:00,-3.9,748.1,773.6,-0.2,41,Wind blowing from the north,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,3.6,,,,,,6.0,-15.2,No precipitation,12,,,,
26.01.2020 17:00,-0.7,748.3,773.7,,31,Wind blowing from the south-east,2,,8,no clouds, ,,,-14.0,3.6,,,,,,20.0,-15.7,No precipitation,6,,,,
26.01.2020 14:00,2.7,748.6,773.8,-1.5,23,Wind blowing from the east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,3.6,,,,,,30.0,-16.4,No precipitation,12,,,,
26.01.2020 11:00,0.4,750.1,775.4,,29,Wind blowing from the south,2,,5,no clouds, ,,,-14.0,3.6,,,,,,20.0,-15.6,No precipitation,6,,,,
26.01.2020 08:00,-11.2,751.0,776.8,1.5,80,Wind blowing from the south-southwest,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,,,,,,,2.8,-14.0,No precipitation,12,,,,
26.01.2020 05:00,-13.2,749.5,775.0,,80,Wind blowing from the north,1,,2,,Mist. ,,,-15.2,3.6,,,,,,6.0,-15.9,No precipitation,6,,,,
26.01.2020 02:00,-11.5,750.1,775.3,,80,Wind blowing from the west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,3.6,,,2500 or more  or no clouds.,,,4.9,-14.3,No precipitation,12,,,,
25.01.2020 20:00,-7.1,749.2,775.0,,71,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,3.6,,,,,,2.3,-11.6,No precipitation,12,,,,
25.01.2020 17:00,-0.1,748.3,773.8,,31,Wind blowing from the south-southeast,0,,3,no clouds, ,,,-15.2,3.6,,,,,,10.0,-15.2,No precipitation,6,,,,
25.01.2020 14:00,2.8,748.4,773.7,-1.4,17,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,3.0,,,,,,30.0,-19.9,No precipitation,12,,,,
25.01.2020 11:00,-1.6,749.8,775.2,,25,Wind blowing from the south-east,0,,2,no clouds, ,,,-15.2,1.4,,,,,,12.0,-19.1,No precipitation,6,,,,
25.01.2020 08:00,-13.6,750.1,776.0,-0.1,77,Wind blowing from the north-west,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.4,,,,,,1.1,-16.8,No precipitation,12,,,,
25.01.2020 05:00,-14.3,750.2,775.9,,80,Wind blowing from the west-southwest,1,,3,,Haze. ,,,-14.3,1.4,,,,,,0.5,-17.1,No precipitation,6,,,,
25.01.2020 02:00,-13.0,750.7,776.2,,77,Wind blowing from the north,0,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,1.4,,,2500 or more  or no clouds.,,,0.4,-16.2,No precipitation,12,,,,
24.01.2020 20:00,-8.2,751.3,777.0,0.2,52,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,1.4,,,,,,4.3,-16.3,No precipitation,12,,,,
