Local time in Jingdezhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 05:00,18.2,755.3,760.9,0.5,97,Wind blowing from the north-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.2,,,,2500 or more  or no clouds.,,,5.0,17.7,3.0,12,,,,
27.03.2020 02:00,19.2,754.8,760.3,-0.6,97,Wind blowing from the north-northeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,2500 or more  or no clouds.,,,5.0,18.7,0.5,12,,,,
26.03.2020 23:00,19.4,755.4,760.9,1.9,97,Wind blowing from the north,1,,13,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.8,25.6,,,2500 or more  or no clouds.,,,4.9,18.9,1.0,12,,,,
26.03.2020 20:00,19.8,753.5,759.1,1.4,95,Wind blowing from the east,0,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,25.6,,,1000-1500,,,9.0,19.0,2.0,12,,,,
26.03.2020 17:00,21.0,752.1,757.6,,88,Calm  no wind,0,,,, ,,,18.8,25.6,,,,,,12.0,18.9,1.0,6,,,,
26.03.2020 14:00,21.1,752.4,757.9,-0.7,93,Wind blowing from the south-west,3,,13,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,26.0,,,2500 or more  or no clouds.,,,6.0,19.9,4.0,12,,,,
26.03.2020 11:00,22.5,753.1,758.7,,83,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,26.0,,,,,,10.0,19.5,1.0,6,,,,
26.03.2020 08:00,19.1,752.8,758.4,0.9,98,Wind blowing from the north,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,2500 or more  or no clouds.,,,2.6,18.8,4.0,12,,,,
26.03.2020 05:00,19.1,751.9,757.3,,96,Wind blowing from the north,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.9,26.0,,,,,,3.2,18.4,3.0,6,,,,
26.03.2020 02:00,19.0,752.0,757.5,-0.4,98,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,26.0,,,2500 or more  or no clouds.,,,2.7,18.7,5.0,12,,,,
25.03.2020 23:00,19.7,752.4,757.9,,97,Wind blowing from the north-west,2,,5,,Rain (not freezing) not falling as shower(s). ,,,17.9,26.0,,,,,,4.1,19.2,5.0,6,,,,
25.03.2020 20:00,20.3,752.2,757.8,,96,Wind blowing from the north,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,26.0,,,600-1000,,,2.6,19.6,4.0,6,,,,
25.03.2020 17:00,23.8,751.5,757.0,,72,Wind blowing from the north,0,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,26.0,,,600-1000,,,11.0,18.5,No precipitation,6,,,,
25.03.2020 14:00,24.9,752.2,757.6,-2.1,62,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,25.0,,,1000-1500,,,12.0,17.1,No precipitation,12,,,,
25.03.2020 11:00,23.3,754.3,759.8,,62,Wind blowing from the east,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,23.3,,,,,,15.0,15.6,No precipitation,6,,,,
25.03.2020 08:00,19.7,754.3,759.9,0.1,69,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.1,,,2500 or more  or no clouds.,,,15.0,13.9,No precipitation,12,,,,
25.03.2020 05:00,18.2,754.2,759.7,,73,Wind blowing from the north-east,1,,4,, ,,,15.3,22.1,,,,,,15.0,13.3,No precipitation,6,,,,
25.03.2020 02:00,18.8,754.7,760.3,-0.9,73,Wind blowing from the east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.1,,,2500 or more  or no clouds.,,,15.0,13.9,No precipitation,12,,,,
24.03.2020 23:00,18.5,755.6,761.2,,81,Wind blowing from the east-northeast,1,,3,, ,,,15.2,22.1,,,,,,13.0,15.2,No precipitation,6,,,,
24.03.2020 20:00,19.4,755.2,760.8,0.3,73,Wind blowing from the east,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.1,,,2500 or more  or no clouds.,,,14.0,14.4,No precipitation,12,,,,
24.03.2020 17:00,21.5,754.9,760.4,,63,Wind blowing from the east-southeast,2,,4,, ,,,15.2,22.1,,,,,,9.0,14.2,No precipitation,6,,,,
24.03.2020 14:00,21.4,756.1,761.7,,62,Wind blowing from the north-northwest,0,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,21.7,,,2500 or more  or no clouds.,,,11.0,13.8,No precipitation,12,,,,
24.03.2020 11:00,20.3,757.7,763.3,,65,Wind blowing from the north,1,,4,70 – 80%., ,,,15.2,22.4,,,2500 or more  or no clouds.,,,13.0,13.5,No precipitation,6,,,,
24.03.2020 08:00,16.0,757.3,762.9,,76,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.4,,,2500 or more  or no clouds.,,,14.0,11.8,No precipitation,12,,,,
24.03.2020 05:00,15.3,756.7,762.4,,80,Wind blowing from the north,1,,6,, ,,,15.2,22.4,,,,,,13.0,11.9,No precipitation,6,,,,
24.03.2020 02:00,16.4,757.6,763.2,-0.5,73,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,22.4,,,2500 or more  or no clouds.,,,14.0,11.6,No precipitation,12,,,,
23.03.2020 23:00,17.3,758.1,763.7,,72,Wind blowing from the east,1,,6,, ,,,17.3,22.4,,,,,,13.0,12.2,No precipitation,6,,,,
23.03.2020 20:00,19.0,757.1,762.7,,78,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.4,,,2500 or more  or no clouds.,,,10.0,15.1,Trace of precipitation,12,,,,
23.03.2020 17:00,20.6,756.4,761.9,,75,Wind blowing from the east,2,,,100%., ,,,18.0,22.4,,,1000-1500,,,10.0,16.0,No precipitation,6,,,,
23.03.2020 14:00,21.7,756.5,762.1,-1.5,73,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.4,,,2500 or more  or no clouds.,,,10.0,16.7,No precipitation,12,,,,
23.03.2020 11:00,20.0,758.0,763.6,,81,Calm  no wind,0,,,, ,,,18.0,,,,,,,9.0,16.6,No precipitation,6,,,,
23.03.2020 08:00,18.5,757.5,763.1,,86,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,2500 or more  or no clouds.,,,8.0,16.1,No precipitation,12,,,,
23.03.2020 05:00,18.1,756.1,761.7,,88,Wind blowing from the north-east,1,,5,, ,,,18.1,24.0,,,,,,9.0,16.1,No precipitation,6,,,,
23.03.2020 02:00,18.5,756.4,762.0,0.0,88,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,24.0,,,2500 or more  or no clouds.,,,12.0,16.5,No precipitation,12,,,,
22.03.2020 23:00,19.0,756.4,761.9,,86,Wind blowing from the north,1,,5,, ,,,18.4,24.0,,,,,,15.0,16.6,No precipitation,6,,,,
22.03.2020 20:00,19.6,755.8,761.4,,84,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,24.0,,,2500 or more  or no clouds.,,,16.0,16.8,Trace of precipitation,12,,,,
22.03.2020 17:00,21.5,753.8,759.4,,80,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%, ,,,18.4,24.0,,,,,,17.0,17.9,No precipitation,6,,,,
22.03.2020 14:00,22.0,754.4,760.0,-0.5,80,Wind blowing from the north-east,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,25.1,,,1000-1500,,,16.0,18.4,6.0,12,,,,
22.03.2020 11:00,23.3,754.9,760.4,,79,Wind blowing from the north,1,,10,90  or more  but not 100%, ,,,18.4,25.1,,,,,,12.0,19.5,No precipitation,6,,,,
22.03.2020 08:00,19.7,754.1,759.7,1.7,96,Calm  no wind,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,,,,1000-1500,,,5.0,19.0,7.0,12,,,,
22.03.2020 05:00,19.1,752.4,757.9,,97,Wind blowing from the west,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.8,25.1,,,,,,8.0,18.6,7.0,6,,,,
22.03.2020 02:00,20.5,751.6,757.0,0.3,86,Wind blowing from the west-southwest,4,,10,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,25.1,,,2500 or more  or no clouds.,,,4.4,18.1,1.0,12,,,,
21.03.2020 23:00,19.5,751.3,756.7,,77,Wind blowing from the north,1,,4,, ,,,15.8,25.1,,,,,,6.0,15.4,No precipitation,6,,,,
21.03.2020 20:00,20.5,751.2,756.7,,73,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,25.1,,,1000-1500,,,10.0,15.5,No precipitation,12,,,,
21.03.2020 17:00,22.8,750.2,755.8,,68,Wind blowing from the north,1,,3,100%., ,,,15.8,26.0,,,1000-1500,,,11.0,16.6,No precipitation,6,,,,
21.03.2020 14:00,24.9,751.2,756.7,-2.8,62,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,27.6,,,2500 or more  or no clouds.,,,6.0,17.1,No precipitation,12,,,,
21.03.2020 11:00,24.1,754.0,759.5,,57,Wind blowing from the north-northwest,1,,3,, ,,,15.8,27.6,,,,,,11.0,15.1,No precipitation,6,,,,
21.03.2020 08:00,17.5,754.6,760.1,,74,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,27.6,,,2500 or more  or no clouds.,,,13.0,12.8,No precipitation,12,,,,
21.03.2020 05:00,16.0,753.4,758.9,,79,Wind blowing from the north,1,,4,, ,,,11.6,27.6,,,,,,12.0,12.4,No precipitation,6,,,,
21.03.2020 02:00,16.0,754.0,759.6,-0.5,78,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,27.6,,,2500 or more  or no clouds.,,,12.0,12.2,No precipitation,12,,,,
20.03.2020 23:00,17.6,754.5,760.0,,73,Wind blowing from the north-east,1,,6,, ,,,11.6,27.6,,,,,,9.0,12.7,No precipitation,6,,,,
20.03.2020 20:00,20.6,753.7,759.4,0.6,58,Wind blowing from the south,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,27.6,,,,,,11.0,12.1,No precipitation,12,,,,
20.03.2020 17:00,26.0,753.1,758.7,,40,Wind blowing from the west-southwest,2,,6,, ,,,11.6,27.6,,,,,,13.0,11.4,No precipitation,6,,,,
20.03.2020 14:00,27.0,754.3,759.9,-2.7,37,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,27.3,,,2500 or more  or no clouds.,,,13.0,11.1,No precipitation,12,,,,
20.03.2020 11:00,23.2,757.0,762.6,,49,Wind blowing from the west-northwest,1,,3,no clouds, ,,,11.6,26.2,,,,,,12.0,11.9,No precipitation,6,,,,
20.03.2020 08:00,14.7,757.2,762.8,0.7,72,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,26.2,,,2500 or more  or no clouds.,,,13.0,9.7,No precipitation,12,,,,
20.03.2020 05:00,12.2,756.5,762.1,,84,Wind blowing from the north-northeast,1,,4,, ,,,10.4,26.2,,,,,,12.0,9.6,No precipitation,6,,,,
20.03.2020 02:00,14.0,756.7,762.3,,80,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,26.2,,,2500 or more  or no clouds.,,,12.0,10.6,No precipitation,12,,,,
19.03.2020 23:00,16.4,757.3,762.9,,73,Wind blowing from the east,0,,4,, ,,,10.4,26.2,,,,,,12.0,11.6,No precipitation,6,,,,
19.03.2020 20:00,20.4,756.4,762.0,,58,Wind blowing from the south-west,2,,4,no clouds, ,,,10.4,26.2,,,,,,12.0,11.9,No precipitation,6,,,,
19.03.2020 17:00,25.4,754.8,760.3,,36,Wind blowing from the south-southwest,1,,4,no clouds, ,,,10.4,26.2,,,,,,13.0,9.3,No precipitation,6,,,,
19.03.2020 14:00,25.7,755.6,761.2,,38,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,25.7,,,,,,13.0,10.3,No precipitation,12,,,,
19.03.2020 11:00,21.4,757.6,763.2,,56,Wind blowing from the south-east,1,,3,20–30%., ,,,10.4,23.4,,,2500 or more  or no clouds.,,,10.0,12.3,No precipitation,6,,,,
19.03.2020 08:00,12.8,757.3,763.0,2.2,84,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,23.4,,,,,,10.0,10.2,No precipitation,12,,,,
19.03.2020 05:00,11.2,755.1,760.7,,91,Wind blowing from the north-northeast,1,,5,, ,,,10.8,23.4,,,,,,8.0,9.8,No precipitation,6,,,,
19.03.2020 02:00,12.6,755.5,761.1,-0.3,87,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,23.4,,,2500 or more  or no clouds.,,,9.0,10.5,No precipitation,12,,,,
18.03.2020 23:00,14.4,755.8,761.4,,77,Calm  no wind,0,,,, ,,,10.8,23.4,,,,,,12.0,10.4,No precipitation,6,,,,
18.03.2020 20:00,17.5,755.2,760.8,,59,Wind blowing from the west-southwest,1,,7,no clouds, ,,,10.8,23.4,,,,,,13.0,9.4,No precipitation,6,,,,
18.03.2020 17:00,21.5,754.2,759.8,,49,Wind blowing from the west-southwest,2,,7,20–30%., ,,,10.8,23.4,,,2500 or more  or no clouds.,,,12.0,10.3,No precipitation,6,,,,
18.03.2020 14:00,23.2,755.2,760.8,,44,Wind blowing from the south-southwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,23.2,,,2500 or more  or no clouds.,,,12.0,10.3,No precipitation,12,,,,
18.03.2020 11:00,18.8,758.1,763.7,,62,Wind blowing from the north-northwest,1,,3,40%., ,,,10.8,20.7,,,2500 or more  or no clouds.,,,7.0,11.4,No precipitation,6,,,,
18.03.2020 08:00,12.8,758.8,764.5,0.9,88,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,20.7,,,2500 or more  or no clouds.,,,6.0,10.9,No precipitation,12,,,,
