Local time in Zhaotong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 05:00,10.6,600.2,752.6,,74,Wind blowing from the north,1,,10,, ,,,8.3,23.5,,,,,,13.0,6.2,No precipitation,6,,,,
25.03.2020 02:00,11.8,601.0,753.3,,77,Wind blowing from the north-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,23.5,,,2500 or more  or no clouds.,,,11.0,7.9,No precipitation,12,,,,
24.03.2020 20:00,19.7,599.2,752.5,,19,Wind blowing from the west-southwest,3,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,23.5,,,1000-1500,,,30.0,-4.6,No precipitation,12,,,,
24.03.2020 14:00,22.7,600.5,752.7,-2.5,16,Wind blowing from the south-west,4,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,23.5,,,1000-1500,,,29.0,-4.4,No precipitation,12,,,,
24.03.2020 11:00,16.4,603.0,757.3,,54,Wind blowing from the west-southwest,1,,5,no clouds, ,,,8.3,23.5,,,,,,13.0,7.1,No precipitation,6,,,,
24.03.2020 08:00,9.5,603.1,758.5,0.3,90,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,23.5,,,2500 or more  or no clouds.,,,6.0,7.9,Trace of precipitation,12,,,,
24.03.2020 05:00,9.9,602.8,756.0,,86,Wind blowing from the east-northeast,1,,8,, ,,,9.7,23.5,,,,,,10.0,7.7,No precipitation,6,,,,
24.03.2020 02:00,11.6,603.7,757.2,,82,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,23.5,,,2500 or more  or no clouds.,,,10.0,8.6,No precipitation,12,,,,
23.03.2020 20:00,16.0,602.1,757.0,1.6,60,Wind blowing from the north-northeast,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,23.5,,,300-600,,,16.0,8.2,No precipitation,12,,,,
23.03.2020 17:00,23.1,600.5,753.1,,19,Wind blowing from the south,2,,8,20–30%., ,,,9.1,23.5,,,1000-1500,,,30.0,-1.8,No precipitation,6,,,,
23.03.2020 14:00,21.2,602.6,756.0,-2.4,29,Wind blowing from the south-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,24.3,,,1000-1500,,,23.0,2.5,No precipitation,12,,,,
23.03.2020 11:00,15.1,605.0,760.6,,59,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,9.1,,,,,,,11.0,7.2,No precipitation,6,,,,
23.03.2020 08:00,10.4,604.9,761.2,0.9,81,Wind blowing from the north,0,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,300-600,,,8.0,7.3,No precipitation,12,,,,
23.03.2020 05:00,9.7,604.0,758.7,,83,Wind blowing from the north,1,,8,, ,,,7.0,24.3,,,,,,10.0,7.0,No precipitation,6,,,,
23.03.2020 02:00,10.9,604.6,758.4,,79,Wind blowing from the north-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,24.3,,,2500 or more  or no clouds.,,,12.0,7.4,No precipitation,12,,,,
22.03.2020 20:00,14.1,603.0,759.3,1.8,66,Wind blowing from the north,3,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,24.3,,,1000-1500,,,14.0,7.9,No precipitation,12,,,,
22.03.2020 17:00,19.1,601.2,755.1,,42,Wind blowing from the north-northeast,4,,9,50%., ,,,7.0,24.3,,,1000-1500,,,17.0,5.9,No precipitation,6,,,,
22.03.2020 14:00,21.5,602.1,755.2,-2.4,25,Wind blowing from the south,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,22.8,,,1000-1500,,,24.0,0.7,No precipitation,12,,,,
22.03.2020 11:00,15.3,604.5,759.3,,56,Wind blowing from the south,1,,7,no clouds, ,,,7.0,22.8,,,,,,11.0,6.6,No precipitation,6,,,,
22.03.2020 08:00,8.3,604.1,759.2,1.1,84,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,22.8,,,,,,10.0,5.8,No precipitation,12,,,,
22.03.2020 05:00,9.9,603.0,756.8,,75,Wind blowing from the north-northwest,1,,11,, ,,,9.7,22.8,,,,,,13.0,5.7,No precipitation,6,,,,
22.03.2020 02:00,11.5,603.4,756.6,,69,Wind blowing from the north,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,22.8,,,2500 or more  or no clouds.,,,16.0,6.0,No precipitation,12,,,,
21.03.2020 20:00,19.1,601.3,753.8,1.6,22,Wind blowing from the south,2,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,22.8,,,2500 or more  or no clouds.,,,30.0,-3.1,No precipitation,12,,,,
21.03.2020 17:00,21.1,599.7,751.2,,20,Wind blowing from the south-west,5,,12,70 – 80%., ,,,14.8,23.1,,,1000-1500,,,30.0,-2.7,No precipitation,6,,,,
21.03.2020 14:00,22.1,600.3,750.9,-1.2,18,Wind blowing from the south-west,6,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,23.6,,,1000-1500,,,30.0,-3.3,No precipitation,12,,,,
21.03.2020 11:00,19.3,601.5,752.8,,24,Wind blowing from the south-west,4,,13,20–30%., ,,,14.8,23.6,,,2500 or more  or no clouds.,,,30.0,-1.8,No precipitation,6,,,,
21.03.2020 08:00,14.9,600.5,752.5,1.1,34,Wind blowing from the south,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,23.6,,,,,,30.0,-0.8,No precipitation,12,,,,
21.03.2020 05:00,15.2,599.4,750.1,,35,Wind blowing from the south,3,,13,, ,,,,23.6,,,,,,30.0,-0.1,No precipitation,6,,,,
21.03.2020 02:00,17.4,600.0,750.4,,29,Wind blowing from the south,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.6,,,2500 or more  or no clouds.,,,30.0,-0.8,No precipitation,12,,,,
20.03.2020 20:00,20.1,599.4,754.0,0.9,16,Wind blowing from the south-southwest,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,23.6,,,1000-1500,,,30.0,-6.5,No precipitation,12,,,,
20.03.2020 17:00,23.1,598.5,752.0,,13,Wind blowing from the south-southwest,4,,,90  or more  but not 100%, ,,,3.6,23.6,,,,,,30.0,-6.8,No precipitation,6,,,,
20.03.2020 14:00,23.0,600.2,753.7,-2.3,17,Wind blowing from the south-southwest,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,23.0,,,1000-1500,,,30.0,-3.3,No precipitation,12,,,,
20.03.2020 11:00,16.7,602.5,757.5,,33,Wind blowing from the south-west,2,,4,20–30%., ,,,3.6,17.1,,,1000-1500,,,20.0,0.4,No precipitation,6,,,,
20.03.2020 08:00,5.1,602.1,759.3,0.2,69,Wind blowing from the north,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,17.1,,,1000-1500,,,12.0,-0.1,No precipitation,12,,,,
20.03.2020 05:00,4.8,601.9,758.3,,68,Wind blowing from the north,1,,5,, ,,,4.8,17.1,,,,,,22.0,-0.6,No precipitation,6,,,,
20.03.2020 02:00,6.4,603.2,759.8,,61,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,17.1,,,2500 or more  or no clouds.,,,22.0,-0.6,No precipitation,12,,,,
19.03.2020 20:00,13.6,603.3,760.7,,33,Wind blowing from the north-northeast,2,,5,100%., ,,,5.3,17.1,,,600-1000,,,25.0,-2.4,No precipitation,6,,,,
19.03.2020 17:00,16.5,602.7,758.8,,31,Wind blowing from the west-southwest,2,,5,40%., ,,,5.3,17.1,,,1000-1500,,,30.0,-0.7,No precipitation,6,,,,
19.03.2020 14:00,15.3,605.0,761.8,,36,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,16.0,,,1000-1500,,,30.0,0.3,0.2,12,,,,
19.03.2020 11:00,9.5,607.0,765.7,,59,Wind blowing from the south,2,,8,90  or more  but not 100%, ,,,5.3,16.0,,,,,,26.0,1.9,0.1,6,,,,
19.03.2020 08:00,5.4,606.3,765.8,0.5,82,Wind blowing from the north-northwest,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,16.0,,,1000-1500,,,22.0,2.6,0.2,12,,,,
19.03.2020 05:00,6.4,605.8,763.7,,70,Wind blowing from the north,2,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.7,16.0,,,,,,25.0,1.3,0.1,6,,,,
19.03.2020 02:00,7.4,606.6,763.6,,63,Wind blowing from the north,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,16.0,,,2500 or more  or no clouds.,,,30.0,0.8,No precipitation,12,,,,
18.03.2020 20:00,9.5,604.0,763.1,2.2,57,Wind blowing from the north-northeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,16.0,,,2500 or more  or no clouds.,,,30.0,1.4,No precipitation,12,,,,
18.03.2020 17:00,13.0,601.8,758.8,,47,Wind blowing from the north-northeast,5,,10,no clouds, ,,,3.7,16.0,,,,,,24.0,2.0,No precipitation,6,,,,
18.03.2020 14:00,15.7,602.4,758.6,-2.1,40,Wind blowing from the north,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,15.7,,,1000-1500,,,27.0,2.2,No precipitation,12,,,,
18.03.2020 11:00,10.7,604.5,762.7,,51,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%, ,,,3.7,10.7,,,,,,24.0,1.0,No precipitation,6,,,,
18.03.2020 08:00,4.9,604.2,764.0,0.0,69,Wind blowing from the north,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,10.1,,,2500 or more  or no clouds.,,,24.0,-0.3,No precipitation,12,,,,
18.03.2020 05:00,6.1,604.2,763.0,,63,Calm  no wind,0,,,, ,,,4.5,10.1,,,,,,30.0,-0.4,No precipitation,6,,,,
18.03.2020 02:00,6.6,606.0,765.5,,55,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.1,,,2500 or more  or no clouds.,,,30.0,-2.0,No precipitation,12,,,,
17.03.2020 20:00,7.5,606.4,766.6,1.0,63,Wind blowing from the north-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.1,,,300-600,,,30.0,0.9,No precipitation,12,,,,
17.03.2020 17:00,9.7,605.4,764.6,,60,Wind blowing from the north-northeast,2,,6,100%., ,,,4.5,10.1,,,300-600,,,30.0,2.3,No precipitation,6,,,,
17.03.2020 14:00,8.0,607.1,767.2,-1.7,68,Wind blowing from the south-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,300-600,,,19.0,2.3,No precipitation,12,,,,
17.03.2020 11:00,5.7,608.8,770.0,,78,Wind blowing from the north,2,,7,100%., ,,,4.5,,,,300-600,,,20.0,2.2,No precipitation,6,,,,
17.03.2020 08:00,5.0,608.1,769.0,,80,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,300-600,,,30.0,1.8,Trace of precipitation,12,,,,
17.03.2020 05:00,5.4,607.1,766.6,,81,Wind blowing from the north,2,,11,, ,,,5.4,14.9,,,,,,30.0,2.4,No precipitation,6,,,,
17.03.2020 02:00,5.6,607.5,765.7,,82,Wind blowing from the north-northeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,14.9,,,2500 or more  or no clouds.,,,19.0,2.8,No precipitation,12,,,,
16.03.2020 20:00,6.8,606.1,766.3,2.5,78,Wind blowing from the north,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,14.9,,,300-600,,,30.0,3.1,No precipitation,12,,,,
16.03.2020 17:00,10.0,603.6,762.0,,68,Wind blowing from the north-northeast,4,,11,60%., ,,,5.7,14.9,,,1000-1500,,,30.0,4.2,No precipitation,6,,,,
16.03.2020 14:00,14.3,602.7,759.7,-1.5,52,Wind blowing from the north-northeast,4,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,17.1,,,2500 or more  or no clouds.,,,30.0,4.6,No precipitation,12,,,,
16.03.2020 11:00,12.4,604.2,762.0,,60,Wind blowing from the north-east,2,,4,no clouds, ,,,5.7,17.1,,,,,,18.0,4.9,No precipitation,6,,,,
16.03.2020 08:00,5.7,603.6,762.6,0.6,86,Wind blowing from the north-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,300-600,,,15.0,3.5,No precipitation,12,,,,
16.03.2020 05:00,6.1,603.0,759.8,,84,Wind blowing from the north-northeast,1,,6,, ,,,5.5,17.1,,,,,,22.0,3.6,No precipitation,6,,,,
16.03.2020 02:00,6.0,603.6,760.3,,88,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,17.1,,,2500 or more  or no clouds.,,,24.0,4.2,No precipitation,12,,,,
15.03.2020 20:00,8.5,601.7,760.1,1.4,76,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,17.1,,,,,,21.0,4.5,No precipitation,12,,,,
