Local time in Ya'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.02.2020 02:00,7.9,719.7,776.3,,83,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.5,,,2500 or more  or no clouds.,,,14.0,5.2,1.0,12,,,,
08.02.2020 20:00,7.7,718.6,775.5,,95,Wind blowing from the west-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.5,10.5,,,300-600,,,2.4,7.0,1.0,12,,,,
08.02.2020 17:00,8.9,716.4,772.9,,89,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.5,10.5,,,300-600,,,3.7,7.2,0.4,6,,,,
08.02.2020 14:00,10.1,716.5,772.9,-1.5,81,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.5,,,300-600,,,6.0,7.0,Trace of precipitation,12,,,,
08.02.2020 11:00,8.8,718.0,774.7,,93,Wind blowing from the east-northeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.4,,,300-600,,,3.0,7.7,No precipitation,6,,,,
08.02.2020 08:00,7.6,716.5,773.1,,96,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.4,,,2000-2500,,,1.6,7.0,0.7,12,,,,
08.02.2020 05:00,7.8,715.8,772.2,,96,Wind blowing from the west,0,,3,,Mist. ,,,7.6,10.4,,,,,,1.4,7.2,0.3,6,,,,
08.02.2020 02:00,7.9,716.7,773.2,,95,Wind blowing from the north,0,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,10.4,,,2500 or more  or no clouds.,,,1.4,7.1,0.7,12,,,,
07.02.2020 20:00,8.9,715.1,771.5,,88,Wind blowing from the east-northeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,10.4,,,300-600,,,2.7,7.0,0.5,12,,,,
07.02.2020 17:00,9.8,713.2,769.3,,81,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.4,,,600-1000,,,6.0,6.7,0.4,6,,,,
07.02.2020 14:00,9.2,713.4,769.5,-1.8,89,Wind blowing from the east-southeast,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,,,,600-1000,,,7.0,7.5,0.5,12,,,,
07.02.2020 11:00,8.2,715.2,771.5,,92,Wind blowing from the south-southwest,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,,,,300-600,,,7.0,7.0,0.1,6,,,,
07.02.2020 08:00,7.7,713.4,769.6,1.1,90,Wind blowing from the west-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,,,,2500 or more  or no clouds.,,,19.0,6.2,No precipitation,12,,,,
07.02.2020 05:00,8.2,712.3,768.2,,84,Wind blowing from the south-southeast,0,,4,, ,,,6.3,14.4,,,,,,27.0,5.7,No precipitation,6,,,,
07.02.2020 02:00,9.2,712.8,768.4,,77,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,14.4,,,2500 or more  or no clouds.,,,30.0,5.4,No precipitation,12,,,,
06.02.2020 20:00,9.8,711.9,768.1,,76,Wind blowing from the south-west,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,14.4,,,2500 or more  or no clouds.,,,22.0,5.8,0.1,12,,,,
06.02.2020 17:00,11.4,710.1,766.0,,60,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%, ,,,6.3,14.4,,,,,,30.0,3.9,No precipitation,6,,,,
06.02.2020 14:00,13.0,710.2,765.9,-2.4,60,Wind blowing from the east,1,,4,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,13.7,,,600-1000,,,30.0,5.4,2.0,12,,,,
06.02.2020 11:00,9.5,712.6,768.8,,80,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.9,,,2500 or more  or no clouds.,,,30.0,6.2,0.4,6,,,,
06.02.2020 08:00,6.6,711.8,768.1,,93,Wind blowing from the south-west,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.9,,,300-600,,,9.0,5.6,3.0,12,,,,
06.02.2020 05:00,6.4,711.3,767.4,,95,Wind blowing from the south-west,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.4,10.9,,,,,,2.2,5.7,2.0,6,,,,
06.02.2020 02:00,6.9,711.6,767.8,,94,Wind blowing from the south-west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,10.9,,,2500 or more  or no clouds.,,,2.1,6.0,2.0,12,,,,
05.02.2020 20:00,8.6,708.7,764.7,2.1,86,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,10.9,,,300-600,,,7.0,6.4,1.0,12,,,,
05.02.2020 17:00,10.3,706.6,762.1,,73,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,11.9,,,2500 or more  or no clouds.,,,13.0,5.7,0.7,6,,,,
05.02.2020 14:00,9.1,707.7,763.4,-2.7,89,Wind blowing from the north-northwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,300-600,,,4.1,7.4,1.0,12,,,,
05.02.2020 11:00,8.4,710.4,766.3,,93,Wind blowing from the north-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,300-600,,,2.3,7.3,0.5,6,,,,
05.02.2020 08:00,8.1,710.3,766.2,0.0,92,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,2500 or more  or no clouds.,,,4.5,6.9,No precipitation,12,,,,
05.02.2020 05:00,8.2,710.3,766.0,,91,Calm  no wind,0,,,,Mist. ,,,6.7,14.0,,,,,,4.9,6.8,No precipitation,6,,,,
05.02.2020 02:00,8.5,711.9,767.5,,89,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.0,,,2500 or more  or no clouds.,,,6.0,6.8,No precipitation,12,,,,
04.02.2020 20:00,10.0,711.7,767.9,1.7,76,Wind blowing from the north-east,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.0,,,300-600,,,9.0,6.0,Trace of precipitation,12,,,,
04.02.2020 17:00,11.9,710.0,765.8,,63,Wind blowing from the east-northeast,1,,3,100%., ,,,6.7,14.0,,,2500 or more  or no clouds.,,,17.0,5.1,No precipitation,6,,,,
04.02.2020 14:00,13.5,710.7,766.3,-2.3,54,Wind blowing from the east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.2,,,2500 or more  or no clouds.,,,25.0,4.4,No precipitation,12,,,,
04.02.2020 11:00,10.3,713.0,769.0,,74,Wind blowing from the east,1,,2,90  or more  but not 100%, ,,,6.7,14.2,,,,,,28.0,5.9,No precipitation,6,,,,
04.02.2020 08:00,6.8,712.2,768.4,0.9,90,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,,,,2500 or more  or no clouds.,,,18.0,5.3,No precipitation,12,,,,
04.02.2020 05:00,7.1,711.3,767.2,,87,Wind blowing from the west,1,,2,, ,,,4.6,14.2,,,,,,20.0,5.1,No precipitation,6,,,,
04.02.2020 02:00,7.5,712.5,768.4,,86,Wind blowing from the south-east,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,14.2,,,2500 or more  or no clouds.,,,21.0,5.3,No precipitation,12,,,,
03.02.2020 20:00,9.5,712.3,768.7,1.2,73,Wind blowing from the north,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,14.2,,,2500 or more  or no clouds.,,,26.0,4.9,No precipitation,12,,,,
03.02.2020 17:00,12.1,711.1,767.1,,51,Wind blowing from the south-southwest,1,,7,90  or more  but not 100%, ,,,4.6,14.2,,,,,,30.0,2.3,No precipitation,6,,,,
03.02.2020 14:00,12.2,712.7,768.9,,53,Wind blowing from the west,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,12.5,,,600-1000,,,30.0,2.9,0.2,12,,,,
03.02.2020 11:00,8.7,715.6,772.3,,70,Wind blowing from the south-west,2,,5,10%  or less  but not 0, ,,,4.6,8.8,,,600-1000,,,24.0,3.5,0.1,6,,,,
03.02.2020 08:00,4.8,715.0,772.0,0.1,87,Wind blowing from the south-southwest,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,8.4,,,2500 or more  or no clouds.,,,19.0,2.8,3.0,12,,,,
03.02.2020 05:00,5.1,714.9,771.7,,90,Wind blowing from the west-southwest,2,,5,, ,,,5.0,8.4,,,,,,15.0,3.6,2.0,6,,,,
03.02.2020 02:00,5.1,716.2,773.1,,94,Wind blowing from the south-west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,8.4,,,2500 or more  or no clouds.,,,4.5,4.2,4.0,12,,,,
02.02.2020 20:00,7.3,714.9,771.6,1.8,91,Wind blowing from the west-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,8.4,,,300-600,,,9.0,5.9,2.0,12,,,,
02.02.2020 17:00,8.1,713.1,769.5,,89,Wind blowing from the west-southwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,6.8,8.7,,,600-1000,,,12.0,6.4,1.0,6,,,,
02.02.2020 14:00,8.2,713.9,770.4,-1.8,88,Wind blowing from the south-southeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.8,9.3,,,300-600,,,14.0,6.3,3.0,12,,,,
02.02.2020 11:00,7.4,715.7,772.4,,95,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.8,,,,300-600,,,8.0,6.7,0.9,6,,,,
02.02.2020 08:00,6.8,714.1,770.7,0.9,97,Wind blowing from the north,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,,,,300-600,,,2.3,6.4,5.0,12,,,,
02.02.2020 05:00,7.0,713.2,769.6,,96,Wind blowing from the west,0,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.4,9.7,,,,,,1.6,6.4,4.0,6,,,,
02.02.2020 02:00,7.2,712.8,769.0,,96,Wind blowing from the north,0,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.7,,,2500 or more  or no clouds.,,,1.2,6.6,3.0,12,,,,
01.02.2020 20:00,7.8,710.9,767.2,,92,Wind blowing from the west,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.7,,,300-600,,,3.7,6.6,Trace of precipitation,12,,,,
01.02.2020 17:00,8.7,709.0,765.1,,78,Wind blowing from the east,1,,2,, ,,,6.4,9.7,,,,,,11.0,5.1,No precipitation,6,,,,
01.02.2020 14:00,9.3,709.2,765.2,,76,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.7,,,2500 or more  or no clouds.,,,10.0,5.3,0.2,12,,,,
01.02.2020 11:00,7.9,711.4,767.7,,85,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.9,,,2500 or more  or no clouds.,,,6.0,5.5,No precipitation,6,,,,
01.02.2020 08:00,6.5,710.9,767.3,,94,Wind blowing from the west-southwest,0,,2,100%.,Mist. ,Rain.,Drizzle.,6.4,,,,2000-2500,,,3.7,5.6,0.3,12,,,,
01.02.2020 05:00,6.4,710.1,766.4,,94,Wind blowing from the north-northwest,1,,2,,Mist. ,,,6.4,,,,,,,3.2,5.5,0.2,6,,,,
01.02.2020 02:00,6.9,711.1,767.2,,94,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.9,,,2500 or more  or no clouds.,,,2.3,6.0,0.1,12,,,,
31.01.2020 20:00,7.0,710.8,767.2,1.4,91,Wind blowing from the north,0,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.9,,,300-600,,,4.4,5.6,No precipitation,12,,,,
31.01.2020 17:00,7.0,709.4,765.7,,91,Wind blowing from the east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,10.7,,,300-600,,,3.6,5.6,No precipitation,6,,,,
31.01.2020 14:00,9.6,709.9,765.9,-2.0,76,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,12.0,,,2500 or more  or no clouds.,,,8.0,5.6,No precipitation,12,,,,
31.01.2020 11:00,8.0,711.9,768.2,,83,Wind blowing from the east,1,,1,100%., ,,,6.4,,,,2500 or more  or no clouds.,,,15.0,5.3,No precipitation,6,,,,
31.01.2020 08:00,6.5,711.0,767.3,,92,Wind blowing from the north,0,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,2500 or more  or no clouds.,,,14.0,5.3,0.3,12,,,,
31.01.2020 05:00,6.5,710.2,766.2,,91,Wind blowing from the south,0,,1,, ,,,6.5,12.2,,,,,,14.0,5.1,0.2,6,,,,
31.01.2020 02:00,6.8,711.1,766.9,,90,Wind blowing from the east-southeast,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,12.2,,,2500 or more  or no clouds.,,,16.0,5.3,0.4,12,,,,
30.01.2020 20:00,8.2,711.2,767.4,,83,Wind blowing from the north,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.2,,,300-600,,,15.0,5.5,0.1,12,,,,
30.01.2020 17:00,10.7,710.1,766.0,,64,Wind blowing from the north-east,1,,4,100%., ,,,7.4,12.2,,,2500 or more  or no clouds.,,,28.0,4.0,No precipitation,6,,,,
30.01.2020 14:00,12.0,711.3,767.1,-2.8,56,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.2,,,2500 or more  or no clouds.,,,30.0,3.5,No precipitation,12,,,,
30.01.2020 11:00,10.2,714.1,770.2,,71,Wind blowing from the south-southwest,1,,4,, ,,,7.4,11.9,,,,,,26.0,5.2,No precipitation,6,,,,
30.01.2020 08:00,7.6,713.3,769.6,,78,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,23.0,4.0,No precipitation,12,,,,
30.01.2020 05:00,7.5,713.0,769.1,,81,Wind blowing from the south,2,,4,, ,,,4.3,11.9,,,,,,30.0,4.5,No precipitation,6,,,,
30.01.2020 02:00,7.8,714.4,770.6,,80,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,11.9,,,2500 or more  or no clouds.,,,27.0,4.6,No precipitation,12,,,,
29.01.2020 20:00,8.7,714.1,770.8,1.8,79,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,11.9,,,2500 or more  or no clouds.,,,16.0,5.3,No precipitation,12,,,,
29.01.2020 17:00,10.4,712.3,768.6,,69,Wind blowing from the east-northeast,1,,,100%., ,,,4.3,11.9,,,2500 or more  or no clouds.,,,29.0,5.0,No precipitation,6,,,,
29.01.2020 14:00,10.8,712.9,769.2,-2.7,62,Wind blowing from the east,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,11.6,,,600-1000,,,30.0,3.8,No precipitation,12,,,,
29.01.2020 11:00,8.7,715.6,772.3,,73,Wind blowing from the south,1,,4,, ,,,4.3,8.7,,,,,,30.0,4.1,No precipitation,6,,,,
29.01.2020 08:00,4.3,714.7,771.7,0.9,90,Wind blowing from the south-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,8.4,,,2500 or more  or no clouds.,,,15.0,2.8,No precipitation,12,,,,
29.01.2020 05:00,5.6,713.8,770.5,,85,Wind blowing from the south,2,,4,, ,,,5.4,8.4,,,,,,14.0,3.3,No precipitation,6,,,,
29.01.2020 02:00,6.1,714.4,770.9,,85,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.4,,,2500 or more  or no clouds.,,,16.0,3.8,0.4,12,,,,
28.01.2020 20:00,6.2,714.0,770.8,2.6,92,Wind blowing from the north,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.4,,,300-600,,,4.9,5.0,0.6,12,,,,
28.01.2020 17:00,7.2,711.4,768.0,,85,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.4,,,300-600,,,7.0,4.9,0.1,6,,,,
28.01.2020 14:00,8.4,711.3,767.7,,76,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.4,,,2500 or more  or no clouds.,,,12.0,4.4,0.3,12,,,,
28.01.2020 11:00,6.6,712.6,769.3,,89,Wind blowing from the west,0,,1,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.2,6.6,,,300-600,,,7.0,4.9,0.2,6,,,,
28.01.2020 08:00,5.4,711.5,768.2,0.7,95,Wind blowing from the west,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,6.5,,,300-600,,,2.4,4.7,0.3,12,,,,
28.01.2020 05:00,5.4,710.8,767.4,,95,Wind blowing from the south,1,,2,,Mist. ,,,4.6,6.5,,,,,,4.3,4.7,0.1,6,,,,
28.01.2020 02:00,5.5,711.9,768.6,,94,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,6.5,,,2500 or more  or no clouds.,,,4.1,4.6,0.5,12,,,,
27.01.2020 20:00,5.8,711.4,768.2,1.7,92,Wind blowing from the west-northwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.6,6.8,,,300-600,,,5.0,4.6,0.6,12,,,,
27.01.2020 17:00,6.1,709.7,766.3,,88,Wind blowing from the east,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.6,8.4,,,300-600,,,8.0,4.3,0.1,6,,,,
27.01.2020 14:00,6.2,709.9,766.3,-1.7,85,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.6,,,,300-600,,,8.0,3.9,1.0,12,,,,
27.01.2020 11:00,5.3,711.6,768.3,,93,Wind blowing from the east-northeast,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.6,,,,300-600,,,5.0,4.3,0.6,6,,,,
27.01.2020 08:00,4.7,710.8,767.4,0.6,96,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.6,,,300-600,,,3.4,4.1,2.0,12,,,,
27.01.2020 05:00,4.9,710.2,766.6,,95,Wind blowing from the east,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.9,9.6,,,,,,3.1,4.2,1.0,6,,,,
27.01.2020 02:00,5.6,710.9,767.2,,95,Wind blowing from the east,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,9.6,,,2500 or more  or no clouds.,,,1.9,4.9,1.0,12,,,,
26.01.2020 20:00,6.8,710.7,767.2,1.7,89,Wind blowing from the east-southeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,9.6,,,300-600,,,2.8,5.1,0.3,12,,,,
26.01.2020 17:00,8.4,709.0,765.1,,66,Wind blowing from the east,1,,3,100%., ,,,5.8,10.3,,,2500 or more  or no clouds.,,,10.0,2.4,No precipitation,6,,,,
26.01.2020 14:00,9.3,710.2,766.3,-2.7,66,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,10.7,,,2500 or more  or no clouds.,,,11.0,3.3,No precipitation,12,,,,
26.01.2020 11:00,8.0,712.9,769.3,,78,Wind blowing from the east,1,,1,, ,,,5.8,,,,,,,10.0,4.4,No precipitation,6,,,,
26.01.2020 08:00,5.9,712.3,768.7,,89,Wind blowing from the south-southwest,0,,1,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.9,,,2500 or more  or no clouds.,,,8.0,4.2,No precipitation,12,,,,
26.01.2020 05:00,6.2,712.5,768.7,,86,Wind blowing from the south-southeast,1,,2,, ,,,5.1,11.9,,,,,,9.0,4.0,No precipitation,6,,,,
26.01.2020 02:00,6.6,713.5,769.7,,81,Wind blowing from the south,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.9,,,2500 or more  or no clouds.,,,10.0,3.6,No precipitation,12,,,,
25.01.2020 20:00,8.4,713.2,769.7,,63,Wind blowing from the north-east,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.9,,,2500 or more  or no clouds.,,,16.0,1.8,0.1,12,,,,
25.01.2020 17:00,10.3,711.4,767.6,,53,Wind blowing from the east,1,,4,100%., ,,,5.1,11.9,,,2500 or more  or no clouds.,,,19.0,1.1,No precipitation,6,,,,
25.01.2020 14:00,10.8,712.9,769.1,-3.0,50,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.9,,,2500 or more  or no clouds.,,,19.0,0.8,0.9,12,,,,
25.01.2020 11:00,8.6,715.9,772.6,,70,Wind blowing from the west-southwest,2,,4,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,8.7,,,600-1000,,,15.0,3.4,0.2,6,,,,
25.01.2020 08:00,5.2,716.2,773.1,0.9,93,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,8.7,,,300-600,,,4.8,4.2,3.0,12,,,,
25.01.2020 05:00,5.8,715.3,772.0,,96,Wind blowing from the west-southwest,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.8,8.7,,,,,,2.2,5.2,2.0,6,,,,
25.01.2020 02:00,6.4,715.0,771.7,,96,Wind blowing from the south,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,8.7,,,2500 or more  or no clouds.,,,1.0,5.8,3.0,12,,,,
24.01.2020 20:00,7.5,715.2,771.9,1.7,94,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.4,8.7,,,300-600,,,4.1,6.6,1.0,12,,,,
