Local time in Liuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.02.2020 14:00,10.8,740.2,768.1,-1.4,84,Wind blowing from the north-northwest,5,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.8,,,1500-2000,,,30.0,8.2,0.6,12,,,,
07.02.2020 11:00,10.3,741.6,769.5,,91,Wind blowing from the north,4,,8,100%., ,,,8.7,11.8,,,1500-2000,,,30.0,8.9,0.1,6,,,,
07.02.2020 08:00,8.8,740.2,768.1,1.5,97,Wind blowing from the north,5,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,8.7,11.8,,,1500-2000,,,30.0,8.4,4.0,12,,,,
07.02.2020 05:00,9.1,738.7,766.6,,97,Wind blowing from the north,5,,8,,Rain (not freezing) not falling as shower(s). ,,,9.1,11.8,,,,,,4.4,8.6,3.0,6,,,,
07.02.2020 02:00,9.6,739.1,766.9,,98,Wind blowing from the north-northwest,5,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,11.8,,,2500 or more  or no clouds.,,,16.0,9.3,6.0,12,,,,
06.02.2020 20:00,11.1,737.4,765.1,1.6,98,Wind blowing from the north,4,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,9.6,11.8,,,300-600,,,0.1,10.8,4.0,12,,,,
06.02.2020 17:00,11.7,735.8,763.5,,98,Wind blowing from the north,4,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,9.6,11.8,,,300-600,,,0.1,11.4,3.0,6,,,,
06.02.2020 14:00,11.3,736.1,763.8,-1.2,98,Wind blowing from the north,4,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,9.5,11.6,,,300-600,,,0.1,11.0,9.0,12,,,,
06.02.2020 11:00,10.8,737.3,765.1,,98,Wind blowing from the east,2,,,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,9.5,10.8,,,600-1000,,,0.2,10.5,4.0,6,,,,
06.02.2020 08:00,10.1,736.2,763.9,1.0,98,Wind blowing from the east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,8.8,10.1,,,300-600,,,0.4,9.8,9.0,12,,,,
06.02.2020 05:00,9.7,735.2,763.0,,98,Wind blowing from the north-west,3,,5,,Rain  not freezing  intermittent  moderate at time of observation. ,,,,,,,,,,less than 0.1,9.4,5.0,6,,,,
06.02.2020 02:00,9.7,736.0,763.7,,98,Wind blowing from the east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,0.1,9.4,6.0,12,,,,
05.02.2020 20:00,9.7,736.5,764.3,0.2,98,Wind blowing from the east,2,,7,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,8.6,10.1,,,600-1000,,,0.1,9.4,7.0,12,,,,
05.02.2020 17:00,9.6,736.3,764.2,,98,Wind blowing from the north-west,1,,7,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,8.6,10.1,,,300-600,,,0.2,9.3,7.0,6,,,,
05.02.2020 14:00,9.6,737.5,765.3,-1.9,97,Wind blowing from the north-west,4,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,10.1,,,2500 or more  or no clouds.,,,0.1,9.1,2.0,12,,,,
05.02.2020 11:00,9.5,739.4,767.3,,98,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,9.6,,,,,,2.5,9.2,0.1,6,,,,
05.02.2020 08:00,8.8,738.8,766.8,0.3,98,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,9.3,,,300-600,,,0.5,8.5,0.2,12,,,,
05.02.2020 05:00,8.7,738.5,766.4,,97,Wind blowing from the north,2,,6,,Rain (not freezing) not falling as shower(s). ,,,,9.3,,,,,,1.0,8.3,0.2,6,,,,
05.02.2020 02:00,8.9,739.3,767.2,,97,Wind blowing from the north,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.3,,,2500 or more  or no clouds.,,,2.8,8.5,No precipitation,12,,,,
04.02.2020 20:00,9.1,739.3,767.3,1.0,96,Wind blowing from the north,2,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.3,,,600-1000,,,6.0,8.5,4.0,12,,,,
04.02.2020 17:00,9.3,738.3,766.3,,97,Wind blowing from the north-northwest,2,,9,100%., ,,,7.4,9.3,,,600-1000,,,9.0,8.8,1.0,6,,,,
04.02.2020 14:00,8.9,739.1,767.2,-1.7,98,Wind blowing from the north-northwest,3,,9,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,7.4,9.3,,,600-1000,,,1.8,8.6,4.0,12,,,,
04.02.2020 11:00,8.0,740.8,769.0,,98,Wind blowing from the north,6,,9,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,7.4,,,,300-600,,,1.6,7.7,3.0,6,,,,
04.02.2020 08:00,7.5,739.4,767.5,0.2,98,Wind blowing from the north-northwest,3,,8,100%.,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,300-600,,,0.8,7.2,2.0,12,,,,
04.02.2020 05:00,7.4,739.2,767.2,,98,Wind blowing from the north,4,,8,,Mist. ,,,7.4,9.3,,,,,,1.8,7.1,0.7,6,,,,
04.02.2020 02:00,7.6,739.9,767.9,,98,Wind blowing from the north,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,9.3,,,2500 or more  or no clouds.,,,0.9,7.3,5.0,12,,,,
03.02.2020 20:00,8.1,739.9,767.9,1.2,98,Wind blowing from the north,5,,9,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,7.8,,,,300-600,,,1.8,7.8,5.0,12,,,,
03.02.2020 17:00,8.4,738.7,766.6,,98,Wind blowing from the north,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,7.8,,,,300-600,,,1.5,8.1,2.0,6,,,,
03.02.2020 14:00,8.9,739.3,767.3,-2.4,98,Wind blowing from the north,3,,9,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,7.8,,,,300-600,,,21.0,8.6,12.0,12,,,,
03.02.2020 11:00,8.1,741.7,769.7,,98,Wind blowing from the north-northwest,5,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,7.8,,,,,,,0.2,7.8,6.0,6,,,,
03.02.2020 08:00,7.9,740.2,768.1,1.2,98,Wind blowing from the north,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,7.8,12.3,,,300-600,,,0.3,7.6,15.0,12,,,,
03.02.2020 05:00,8.3,739.0,766.9,,98,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.3,12.3,,,,,,0.3,8.0,9.0,6,,,,
03.02.2020 02:00,8.8,739.3,767.1,,98,Wind blowing from the north,5,,9,,Rain  not freezing  intermittent  moderate at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,8.8,12.3,,,2500 or more  or no clouds.,,,0.1,8.5,5.0,12,,,,
02.02.2020 20:00,10.5,738.4,766.2,0.8,97,Wind blowing from the north,5,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,10.0,12.7,,,300-600,,,0.1,10.0,0.6,12,,,,
02.02.2020 17:00,11.1,737.6,765.3,,94,Wind blowing from the north-northwest,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,13.3,,,1500-2000,,,1.8,10.2,0.2,6,,,,
02.02.2020 14:00,12.0,738.1,765.7,-1.8,85,Wind blowing from the north,3,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,13.9,,,1500-2000,,,3.7,9.6,0.2,12,,,,
02.02.2020 11:00,11.4,739.9,767.7,,85,Wind blowing from the north,2,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,,,,600-1000,,,2.9,9.0,0.2,6,,,,
02.02.2020 08:00,10.2,739.1,766.8,1.4,81,Wind blowing from the north,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.9,,,600-1000,,,3.5,7.1,0.3,12,,,,
02.02.2020 05:00,10.5,737.7,765.3,,78,Wind blowing from the north-east,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.5,13.9,,,,,,6.0,6.8,No precipitation,6,,,,
02.02.2020 02:00,10.7,738.1,765.7,,78,Wind blowing from the east,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,13.9,,,2500 or more  or no clouds.,,,7.0,7.0,0.1,12,,,,
01.02.2020 20:00,12.7,737.7,765.3,0.5,59,Wind blowing from the east-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,13.9,,,1500-2000,,,6.0,4.7,No precipitation,12,,,,
01.02.2020 17:00,12.7,737.2,764.8,,59,Wind blowing from the north-east,2,,5,100%., ,,,10.5,15.1,,,1500-2000,,,7.0,4.9,No precipitation,6,,,,
01.02.2020 14:00,13.5,737.9,765.5,-2.0,53,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,,,,1500-2000,,,8.0,4.1,No precipitation,12,,,,
01.02.2020 11:00,11.5,739.9,767.7,,50,Wind blowing from the east-northeast,2,,7,100%., ,,,10.5,,,,1500-2000,,,9.0,1.4,No precipitation,6,,,,
01.02.2020 08:00,11.2,739.1,766.7,1.1,48,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,17.3,,,1500-2000,,,12.0,0.6,No precipitation,12,,,,
01.02.2020 05:00,11.1,738.0,765.5,,48,Wind blowing from the north-east,3,,7,, ,,,8.8,17.3,,,,,,12.0,0.5,No precipitation,6,,,,
01.02.2020 02:00,11.0,738.5,766.0,,52,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.3,,,2500 or more  or no clouds.,,,13.0,1.3,No precipitation,12,,,,
31.01.2020 20:00,13.4,738.4,766.1,1.2,46,Wind blowing from the east,5,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.3,,,2500 or more  or no clouds.,,,6.0,2.0,No precipitation,12,,,,
31.01.2020 17:00,15.1,737.2,764.8,,42,Wind blowing from the east-northeast,2,,8,, ,,,8.8,17.3,,,,,,13.0,2.3,No precipitation,6,,,,
31.01.2020 14:00,16.0,738.7,766.2,-2.2,38,Wind blowing from the west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.1,,,1500-2000,,,17.0,1.7,No precipitation,12,,,,
31.01.2020 11:00,10.9,740.9,768.7,,49,Wind blowing from the north-east,2,,8,90  or more  but not 100%, ,,,8.8,,,,1500-2000,,,18.0,0.6,No precipitation,6,,,,
31.01.2020 08:00,9.3,739.9,767.5,1.5,47,Wind blowing from the east-northeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,17.1,,,1500-2000,,,18.0,-1.4,No precipitation,12,,,,
31.01.2020 05:00,9.4,738.4,765.9,,45,Wind blowing from the north-east,5,,8,, ,,,6.2,17.1,,,,,,20.0,-1.9,No precipitation,6,,,,
31.01.2020 02:00,10.6,738.9,766.4,,43,Wind blowing from the east-northeast,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,17.1,,,2500 or more  or no clouds.,,,21.0,-1.5,No precipitation,12,,,,
30.01.2020 20:00,14.9,739.0,766.8,0.8,29,Wind blowing from the south-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,17.1,,,,,,25.0,-3.0,No precipitation,12,,,,
30.01.2020 17:00,16.1,738.2,765.9,,25,Wind blowing from the east-southeast,2,,7,, ,,,6.2,17.1,,,,,,28.0,-3.9,No precipitation,6,,,,
30.01.2020 14:00,15.4,739.5,767.2,-2.8,27,Wind blowing from the north-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,15.9,,,,,,26.0,-3.5,No precipitation,12,,,,
30.01.2020 11:00,11.8,742.3,770.1,,51,Calm  no wind,0,,,no clouds, ,,,6.2,15.4,,,,,,15.0,2.0,No precipitation,6,,,,
30.01.2020 08:00,6.6,741.4,769.5,1.2,64,Wind blowing from the north-east,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,15.4,,,,,,15.0,0.3,No precipitation,12,,,,
30.01.2020 05:00,6.8,740.2,768.1,,65,Calm  no wind,0,,,, ,,,5.9,15.4,,,,,,15.0,0.5,No precipitation,6,,,,
30.01.2020 02:00,8.6,740.7,768.5,,56,Wind blowing from the north-northeast,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,15.4,,,2500 or more  or no clouds.,,,18.0,0.3,No precipitation,12,,,,
29.01.2020 20:00,11.7,739.6,767.5,0.9,40,Wind blowing from the north-east,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,15.4,,,,,,24.0,-1.4,No precipitation,12,,,,
29.01.2020 17:00,15.0,738.7,766.5,,39,Wind blowing from the north,4,,8,no clouds, ,,,5.9,15.4,,,,,,22.0,1.2,No precipitation,6,,,,
29.01.2020 14:00,13.6,739.7,767.6,-2.5,41,Wind blowing from the north-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,14.5,,,,,,17.0,0.6,No precipitation,12,,,,
29.01.2020 11:00,10.2,742.2,770.3,,54,Wind blowing from the north,3,,8,50%., ,,,5.8,10.8,,,2500 or more  or no clouds.,,,15.0,1.1,No precipitation,6,,,,
29.01.2020 08:00,6.0,741.4,769.6,0.9,73,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,10.4,,,2500 or more  or no clouds.,,,12.0,1.5,Trace of precipitation,12,,,,
29.01.2020 05:00,6.0,740.5,768.6,,73,Wind blowing from the north,3,,8,,Rain (not freezing) not falling as shower(s). ,,,2.8,10.4,,,,,,12.0,1.5,No precipitation,6,,,,
29.01.2020 02:00,6.3,741.0,769.2,,67,Wind blowing from the north,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.4,,,2500 or more  or no clouds.,,,14.0,0.6,No precipitation,12,,,,
28.01.2020 20:00,7.7,739.7,768.1,1.9,62,Wind blowing from the north-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.4,,,2500 or more  or no clouds.,,,16.0,0.9,No precipitation,12,,,,
28.01.2020 17:00,9.5,737.8,766.0,,52,Wind blowing from the north-northeast,4,,9,40%., ,,,2.8,10.4,,,2500 or more  or no clouds.,,,21.0,0.1,No precipitation,6,,,,
28.01.2020 14:00,8.6,738.7,766.9,-1.8,54,Wind blowing from the north,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.7,,,1500-2000,,,20.0,-0.2,No precipitation,12,,,,
28.01.2020 11:00,6.0,740.5,768.9,,68,Wind blowing from the north,4,,10,90  or more  but not 100%, ,,,2.8,10.7,,,1500-2000,,,15.0,0.5,No precipitation,6,,,,
28.01.2020 08:00,3.2,739.9,768.4,1.0,74,Wind blowing from the north-northeast,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,1500-2000,,,13.0,-1.0,No precipitation,12,,,,
28.01.2020 05:00,3.6,738.9,767.2,,73,Wind blowing from the east-northeast,4,,10,, ,,,3.6,10.7,,,,,,14.0,-0.8,No precipitation,6,,,,
28.01.2020 02:00,4.5,739.3,767.4,,74,Wind blowing from the north,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.7,,,2500 or more  or no clouds.,,,15.0,0.3,No precipitation,12,,,,
27.01.2020 20:00,5.2,738.1,766.4,1.4,75,Wind blowing from the north-northeast,4,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,10.7,,,1500-2000,,,20.0,1.1,No precipitation,12,,,,
27.01.2020 17:00,8.0,736.7,764.8,,63,Wind blowing from the north,6,,11,90  or more  but not 100%, ,,,4.9,10.7,,,600-1000,,,24.0,1.4,No precipitation,6,,,,
27.01.2020 14:00,9.5,737.3,765.3,-2.3,57,Wind blowing from the north,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,10.3,,,600-1000,,,25.0,1.4,No precipitation,12,,,,
27.01.2020 11:00,6.6,739.6,767.8,,73,Wind blowing from the north,5,,9,100%., ,,,4.9,,,,600-1000,,,18.0,2.1,No precipitation,6,,,,
27.01.2020 08:00,5.1,739.2,767.5,1.0,78,Wind blowing from the east-northeast,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,600-1000,,,19.0,1.6,No precipitation,12,,,,
27.01.2020 05:00,5.5,738.2,766.3,,81,Wind blowing from the north,4,,11,, ,,,4.3,10.3,,,,,,27.0,2.5,No precipitation,6,,,,
27.01.2020 02:00,6.0,738.7,766.8,,78,Wind blowing from the north,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.3,,,2500 or more  or no clouds.,,,30.0,2.5,No precipitation,12,,,,
26.01.2020 20:00,6.3,738.7,766.9,,79,Wind blowing from the north,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.3,,,600-1000,,,30.0,2.9,No precipitation,12,,,,
26.01.2020 17:00,8.4,738.0,766.2,,69,Wind blowing from the north,5,,12,90  or more  but not 100%, ,,,3.9,10.3,,,600-1000,,,30.0,3.0,No precipitation,6,,,,
26.01.2020 14:00,9.3,738.9,767.1,-1.6,72,Wind blowing from the north,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,9.3,,,600-1000,,,30.0,4.5,No precipitation,12,,,,
26.01.2020 11:00,7.9,740.5,768.8,,75,Wind blowing from the north-northwest,4,,14,90  or more  but not 100%, ,,,3.9,8.0,,,600-1000,,,30.0,3.6,0.1,6,,,,
26.01.2020 08:00,4.7,739.3,767.8,0.6,85,Wind blowing from the north,7,,14,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,3.9,,,,1500-2000,,,30.0,2.4,9.0,12,,,,
26.01.2020 05:00,4.3,738.7,767.0,,91,Wind blowing from the north-northwest,5,,14,, ,,,3.9,6.8,,,,,,30.0,3.0,4.0,6,,,,
26.01.2020 02:00,3.9,739.3,767.6,,97,Wind blowing from the north-northwest,7,,13,,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.9,,,2500 or more  or no clouds.,,,2.2,3.5,23.0,12,,,,
25.01.2020 20:00,4.6,738.8,767.1,,97,Wind blowing from the north-northwest,7,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.6,8.0,,,300-600,,,2.6,4.2,24.0,12,,,,
25.01.2020 17:00,5.5,737.2,765.4,,98,Wind blowing from the north,7,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.7,,,300-600,,,3.3,5.2,16.0,6,,,,
25.01.2020 14:00,5.8,737.8,766.0,-1.5,98,Wind blowing from the north-west,8,,12,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Fog or ice fog or thick haze.,5.8,,,,300-600,,,0.8,5.5,18.0,12,,,,
25.01.2020 11:00,6.6,739.3,767.4,,98,Wind blowing from the north,7,,12,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.3,,,,300-600,,,0.7,6.3,6.0,6,,,,
25.01.2020 08:00,6.5,738.1,766.1,0.3,98,Wind blowing from the north-northwest,5,,12,100%.,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.8,,,600-1000,,,1.5,6.2,18.0,12,,,,
25.01.2020 05:00,6.6,737.8,765.8,,98,Wind blowing from the north,5,,12,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.6,10.9,,,,,,0.3,6.3,15.0,6,,,,
25.01.2020 02:00,6.9,738.5,766.6,,97,Wind blowing from the north-northwest,6,,12,,Rain  not freezing  intermittent  heavy at time of observation. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.4,,,2500 or more  or no clouds.,,,0.5,6.5,11.0,12,,,,
24.01.2020 20:00,8.0,737.8,765.7,1.2,98,Wind blowing from the north-northwest,7,,10,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,8.0,,,,300-600,,,5.0,7.7,3.0,12,,,,
24.01.2020 17:00,8.7,736.6,764.4,,98,Wind blowing from the north,6,,9,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,8.7,,,,300-600,,,0.1,8.4,3.0,6,,,,
24.01.2020 14:00,9.1,737.1,764.8,-1.7,98,Wind blowing from the north-northwest,5,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,9.0,,,,300-600,,,0.1,8.8,3.0,12,,,,
24.01.2020 11:00,9.1,738.8,766.4,,97,Wind blowing from the north,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,9.1,,,,300-600,,,0.5,8.6,0.4,6,,,,
24.01.2020 08:00,9.8,737.8,765.1,1.8,96,Wind blowing from the north,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,22.5,,,600-1000,,,3.2,9.2,Trace of precipitation,12,,,,
24.01.2020 05:00,10.9,736.0,763.0,,92,Wind blowing from the north,5,,9,,Rain (not freezing) not falling as shower(s). ,,,10.9,22.5,,,,,,17.0,9.7,No precipitation,6,,,,
24.01.2020 02:00,12.4,735.9,763.0,,92,Wind blowing from the north,4,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,22.5,,,2500 or more  or no clouds.,,,11.0,11.1,No precipitation,12,,,,
23.01.2020 20:00,20.2,734.0,760.7,0.9,83,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.5,,,600-1000,,,7.0,17.2,No precipitation,12,,,,
23.01.2020 17:00,22.0,733.1,759.7,,75,Wind blowing from the south,2,,,100%., ,,,19.1,22.5,,,600-1000,,,12.0,17.4,No precipitation,6,,,,
23.01.2020 14:00,21.1,734.1,760.7,-2.1,80,Wind blowing from the south,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,21.2,,,600-1000,,,10.0,17.5,No precipitation,12,,,,
23.01.2020 11:00,19.9,736.2,763.0,,83,Wind blowing from the south,4,,8,100%., ,,,18.0,20.7,,,1500-2000,,,9.0,16.9,No precipitation,6,,,,
23.01.2020 08:00,19.2,735.1,761.9,0.9,86,Wind blowing from the south-southeast,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.7,,,1500-2000,,,10.0,16.8,No precipitation,12,,,,
23.01.2020 05:00,19.5,734.2,760.9,,86,Wind blowing from the south-southeast,4,,,, ,,,,20.7,,,,,,7.0,17.1,No precipitation,6,,,,
23.01.2020 02:00,19.8,735.2,762.0,,84,Wind blowing from the south,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.7,,,2500 or more  or no clouds.,,,7.0,17.0,No precipitation,12,,,,
