Local time in Zhumadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 17:00,19.5,745.1,754.6,,79,Wind blowing from the north-east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,23.2,,,2500 or more  or no clouds.,,,5.0,15.8,0.1,6,,,,
25.03.2020 14:00,19.6,745.6,755.1,-2.0,82,Wind blowing from the north,1,,6,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,24.9,,,2500 or more  or no clouds.,,,4.8,16.4,0.1,12,,,,
25.03.2020 11:00,17.2,747.6,757.0,,90,Wind blowing from the west-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,,,,2500 or more  or no clouds.,,,3.2,15.5,No precipitation,6,,,,
25.03.2020 08:00,17.6,746.6,756.0,0.3,84,Wind blowing from the north-east,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,24.9,,,600-1000,,,5.0,14.9,0.7,12,,,,
25.03.2020 05:00,16.1,746.3,755.7,,83,Wind blowing from the east-northeast,3,,8,,Mist. ,,,10.9,24.9,,,,,,5.0,13.2,0.7,6,,,,
25.03.2020 02:00,15.8,748.0,757.3,,85,Wind blowing from the east,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,24.9,,,2500 or more  or no clouds.,,,5.0,13.3,0.7,12,,,,
24.03.2020 20:00,20.5,749.2,758.8,,50,Wind blowing from the east-southeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,24.9,,,2500 or more  or no clouds.,,,9.0,9.7,No precipitation,12,,,,
24.03.2020 14:00,24.5,749.8,759.3,-2.4,36,Wind blowing from the east,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,24.6,,,,,,8.0,8.5,No precipitation,12,,,,
24.03.2020 11:00,20.4,752.2,761.8,,34,Wind blowing from the east,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,8.0,4.0,,,,,,
24.03.2020 08:00,12.6,752.8,762.5,,50,Wind blowing from the east-southeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,,,,2500 or more  or no clouds.,,,9.0,2.5,No precipitation,12,,,,
24.03.2020 05:00,11.6,752.2,761.8,,50,Wind blowing from the south-east,1,,,, ,,,,,,,,,,10.0,1.5,,,,,,
24.03.2020 02:00,14.5,752.8,762.3,,39,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,22.0,,,2500 or more  or no clouds.,,,9.0,0.7,No precipitation,12,,,,
23.03.2020 20:00,15.2,753.2,762.9,0.6,45,Wind blowing from the south-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,22.0,,,,,,10.0,3.4,No precipitation,12,,,,
23.03.2020 17:00,21.3,752.6,762.1,,25,Wind blowing from the east-southeast,4,,,40%., ,,,,,,,2500 or more  or no clouds.,,,9.0,0.5,,,,,,
23.03.2020 14:00,21.0,753.7,763.3,-1.5,32,Wind blowing from the east-southeast,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,21.0,,,,,,9.0,3.7,No precipitation,12,,,,
23.03.2020 11:00,17.9,755.2,764.8,,46,Wind blowing from the east-southeast,4,,,40%., ,,,,,,,2500 or more  or no clouds.,,,9.0,6.1,,,,,,
23.03.2020 08:00,13.6,755.5,765.1,,58,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,18.8,,,2500 or more  or no clouds.,,,10.0,5.3,No precipitation,12,,,,
23.03.2020 05:00,12.9,754.0,763.6,,60,Wind blowing from the south,1,,,, ,,,,,,,,,,10.0,5.3,,,,,,
23.03.2020 02:00,13.3,754.4,764.1,,60,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,18.8,,,2500 or more  or no clouds.,,,10.0,5.7,No precipitation,12,,,,
22.03.2020 20:00,15.8,754.6,764.2,1.5,42,Wind blowing from the south-east,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,21.0,,,2500 or more  or no clouds.,,,10.0,2.9,No precipitation,12,,,,
22.03.2020 17:00,18.7,753.1,762.7,,34,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,,,,,,,,8.0,2.5,,,,,,
22.03.2020 14:00,17.1,754.1,763.7,-1.5,46,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,2500 or more  or no clouds.,,,7.0,5.4,No precipitation,12,,,,
22.03.2020 11:00,14.4,755.6,765.2,,44,Wind blowing from the north,5,,8,90  or more  but not 100%, ,,,11.9,,,,,,,8.0,2.3,No precipitation,6,,,,
22.03.2020 08:00,12.0,754.3,763.9,2.7,59,Wind blowing from the north-northwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,27.4,,,2500 or more  or no clouds.,,,8.0,4.2,Trace of precipitation,12,,,,
22.03.2020 05:00,13.4,751.6,761.1,,59,Wind blowing from the north-northwest,3,,8,,Haze. ,,,11.6,27.4,,,,,,6.0,5.6,No precipitation,6,,,,
22.03.2020 02:00,15.4,750.8,760.2,,64,Wind blowing from the north-northwest,4,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,27.4,,,2500 or more  or no clouds.,,,5.0,8.6,No precipitation,12,,,,
21.03.2020 20:00,20.6,746.7,756.1,,56,Wind blowing from the north-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,27.4,,,2500 or more  or no clouds.,,,9.0,11.5,No precipitation,12,,,,
21.03.2020 17:00,25.3,744.9,754.3,,34,Wind blowing from the north-east,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,8.3,,,,,,
21.03.2020 14:00,26.9,745.0,754.3,-1.9,36,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,27.8,,,2500 or more  or no clouds.,,,9.0,10.6,No precipitation,12,,,,
21.03.2020 11:00,24.8,746.9,756.2,,37,Wind blowing from the east-southeast,4,,11,90  or more  but not 100%, ,,,11.6,27.8,,,,,,8.0,9.1,No precipitation,6,,,,
21.03.2020 08:00,14.5,746.9,756.4,0.8,66,Wind blowing from the east,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,27.8,,,2500 or more  or no clouds.,,,8.0,8.2,No precipitation,12,,,,
21.03.2020 05:00,13.8,746.1,755.5,,61,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,9.0,6.4,,,,,,
21.03.2020 02:00,21.5,746.7,755.9,,29,Wind blowing from the south-west,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,27.8,,,2500 or more  or no clouds.,,,10.0,2.7,No precipitation,12,,,,
20.03.2020 20:00,18.6,745.9,755.5,,43,Wind blowing from the north,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,27.8,,,,,,9.0,5.8,No precipitation,12,,,,
20.03.2020 17:00,26.8,745.1,754.6,,24,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,9.0,4.6,,,,,,
20.03.2020 14:00,27.1,746.8,756.2,-2.5,16,Wind blowing from the west-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,27.2,,,,,,9.0,-0.9,No precipitation,12,,,,
20.03.2020 11:00,23.5,749.3,758.8,,18,Wind blowing from the west-southwest,5,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-2.2,,,,,,
20.03.2020 08:00,13.4,749.5,759.1,-0.3,31,Wind blowing from the south,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,20.8,,,2500 or more  or no clouds.,,,10.0,-3.4,No precipitation,12,,,,
20.03.2020 05:00,6.8,749.8,759.5,,54,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,11.0,-1.9,,,,,,
20.03.2020 02:00,9.8,751.3,760.9,,37,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,20.8,,,2500 or more  or no clouds.,,,10.0,-4.2,No precipitation,12,,,,
19.03.2020 20:00,13.6,752.3,762.0,,31,Wind blowing from the south-east,3,,,no clouds, ,,,12.9,20.8,,,,,,10.0,-3.2,No precipitation,6,,,,
19.03.2020 17:00,19.5,751.9,761.4,,14,Wind blowing from the east-southeast,4,,,no clouds, ,,,,,,,,,,10.0,-8.7,,,,,,
19.03.2020 14:00,20.1,753.6,763.1,,13,Wind blowing from the east-southeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,25.9,,,,,,9.0,-9.2,No precipitation,12,,,,
19.03.2020 11:00,16.9,755.6,765.1,,11,Wind blowing from the east-southeast,2,,8,no clouds, ,,,12.9,,,,,,,10.0,-13.8,No precipitation,6,,,,
19.03.2020 08:00,13.9,754.7,764.3,,15,Wind blowing from the east-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,25.9,,,,,,9.0,-12.3,No precipitation,12,,,,
19.03.2020 05:00,15.2,751.9,761.3,,27,Wind blowing from the north-northeast,3,,10,, ,,,10.8,25.9,,,,,,8.0,-3.7,No precipitation,6,,,,
19.03.2020 02:00,17.5,749.2,758.6,,30,Wind blowing from the north-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,25.9,,,2500 or more  or no clouds.,,,10.0,-0.3,No precipitation,12,,,,
18.03.2020 20:00,19.5,747.6,757.0,0.7,14,Wind blowing from the west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,25.9,,,,,,11.0,-8.7,No precipitation,12,,,,
18.03.2020 17:00,24.9,746.9,756.4,,11,Wind blowing from the west-southwest,5,,,40%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-7.6,,,,,,
18.03.2020 14:00,25.0,748.3,757.9,-2.2,18,Wind blowing from the west,8,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,25.2,,,,,,9.0,-0.9,No precipitation,12,,,,
18.03.2020 11:00,22.7,750.5,760.0,,25,Wind blowing from the west-southwest,6,,,no clouds, ,,,,,,,,,,9.0,1.7,,,,,,
18.03.2020 08:00,16.0,751.1,760.7,0.8,39,Wind blowing from the west-southwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,22.4,,,,,,10.0,2.1,No precipitation,12,,,,
18.03.2020 05:00,12.9,750.3,759.8,,42,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,11.0,0.3,,,,,,
18.03.2020 02:00,8.5,751.8,761.4,,65,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.4,,,2500 or more  or no clouds.,,,10.0,2.3,No precipitation,12,,,,
17.03.2020 20:00,14.5,752.8,762.4,0.8,47,Wind blowing from the south,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,22.4,,,2500 or more  or no clouds.,,,10.0,3.3,No precipitation,12,,,,
17.03.2020 17:00,22.3,752.0,761.5,,20,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,,,,,,,,9.0,-1.7,,,,,,
17.03.2020 14:00,22.1,753.2,762.7,-1.4,21,Wind blowing from the north-northwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,22.1,,,2500 or more  or no clouds.,,,9.0,-1.2,No precipitation,12,,,,
17.03.2020 11:00,21.2,754.6,764.2,,27,Wind blowing from the north-west,3,,8,70 – 80%., ,,,10.9,21.2,,,2500 or more  or no clouds.,,,9.0,1.5,No precipitation,6,,,,
17.03.2020 08:00,15.8,754.3,763.9,,35,Wind blowing from the west,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,19.9,,,2500 or more  or no clouds.,,,10.0,0.4,No precipitation,12,,,,
17.03.2020 05:00,12.8,753.8,763.4,,38,Wind blowing from the north-west,4,,,, ,,,,,,,,,,11.0,-1.2,,,,,,
17.03.2020 02:00,12.5,754.5,764.1,,44,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,19.9,,,2500 or more  or no clouds.,,,11.0,0.6,No precipitation,12,,,,
16.03.2020 20:00,15.1,755.6,765.4,,46,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,19.9,,,2500 or more  or no clouds.,,,9.0,3.6,No precipitation,12,,,,
16.03.2020 17:00,18.8,754.6,764.3,,27,Wind blowing from the north-east,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-0.6,,,,,,
16.03.2020 14:00,18.0,755.2,764.9,-1.4,29,Wind blowing from the south-southeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,21.2,,,2500 or more  or no clouds.,,,9.0,-0.3,No precipitation,12,,,,
16.03.2020 11:00,16.0,756.6,766.3,,35,Wind blowing from the east-southeast,4,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,0.6,,,,,,
16.03.2020 08:00,11.4,756.7,766.5,,49,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,,,,2500 or more  or no clouds.,,,9.0,1.1,No precipitation,12,,,,
