Local time in Benxi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 20:00,12.1,744.1,760.9,0.0,20,Wind blowing from the south-southwest,3,,16,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,14.5,,,1000-1500,,,30.0,-10.2,No precipitation,12,,,,
25.03.2020 17:00,12.7,744.1,760.9,,28,Wind blowing from the south-southwest,5,,,70 – 80%., ,,,,,,,1000-1500,,,30.0,-5.3,,,,,,
25.03.2020 14:00,13.7,744.1,760.8,-0.9,34,Wind blowing from the south,5,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,,,,1000-1500,,,30.0,-1.9,No precipitation,12,,,,
25.03.2020 11:00,12.7,745.0,761.8,,35,Wind blowing from the south,4,,16,70 – 80%., ,,,10.9,,,,1000-1500,,,26.0,-2.4,No precipitation,6,,,,
25.03.2020 08:00,11.9,744.8,761.5,0.4,36,Wind blowing from the south,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.3,,,1000-1500,,,29.0,-2.7,No precipitation,12,,,,
25.03.2020 05:00,11.1,744.4,761.1,,34,Wind blowing from the west,3,,10,, ,,,,18.3,,,,,,30.0,-4.2,No precipitation,6,,,,
25.03.2020 02:00,11.5,745.0,761.6,,26,Wind blowing from the south-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.3,,,2500 or more  or no clouds.,,,30.0,-7.3,No precipitation,12,,,,
24.03.2020 20:00,14.0,745.0,762.0,,29,Wind blowing from the south,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,18.3,,,,,,30.0,-3.7,No precipitation,12,,,,
24.03.2020 14:00,17.7,746.1,763.1,-1.8,21,Wind blowing from the south-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,17.8,,,,,,30.0,-4.9,No precipitation,12,,,,
24.03.2020 11:00,14.0,747.9,765.0,,25,Wind blowing from the east,1,,6,no clouds, ,,,-0.7,14.0,,,,,,30.0,-5.7,No precipitation,6,,,,
24.03.2020 08:00,3.5,749.1,766.4,,61,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,13.2,,,,,,14.0,-3.5,No precipitation,12,,,,
24.03.2020 05:00,-0.4,748.9,766.3,,74,Wind blowing from the east,3,,,, ,,,-0.4,13.2,,,,,,14.0,-4.5,No precipitation,6,,,,
24.03.2020 02:00,0.7,749.2,766.5,,70,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.2,,,2500 or more  or no clouds.,,,17.0,-4.3,No precipitation,12,,,,
23.03.2020 20:00,7.3,748.8,766.0,0.8,46,Wind blowing from the east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.2,,,,,,19.0,-3.8,No precipitation,12,,,,
23.03.2020 17:00,11.0,748.0,765.2,,32,Wind blowing from the north,3,,10,no clouds, ,,,0.3,13.2,,,,,,30.0,-5.1,No precipitation,6,,,,
23.03.2020 14:00,12.3,748.0,765.2,-1.1,31,Wind blowing from the north-west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.1,,,,,,30.0,-4.3,No precipitation,12,,,,
23.03.2020 11:00,10.7,749.1,766.3,,39,Wind blowing from the north-west,3,,6,no clouds, ,,,0.3,13.1,,,,,,30.0,-2.7,No precipitation,6,,,,
23.03.2020 08:00,5.9,748.8,766.0,,56,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.1,,,,,,13.0,-2.4,No precipitation,12,,,,
23.03.2020 05:00,0.7,747.0,764.2,,71,Wind blowing from the east,1,,4,, ,,,-2.6,13.1,,,,,,17.0,-4.0,No precipitation,6,,,,
23.03.2020 02:00,2.5,745.7,762.8,,61,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,13.1,,,2500 or more  or no clouds.,,,20.0,-4.3,No precipitation,12,,,,
22.03.2020 20:00,7.7,745.6,762.9,1.7,39,Wind blowing from the east-northeast,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,13.1,,,600-1000,,,16.0,-5.4,No precipitation,12,,,,
22.03.2020 17:00,11.5,743.9,761.2,,25,Wind blowing from the north-northwest,2,,8,no clouds, ,,,-2.6,13.1,,,,,,30.0,-7.8,No precipitation,6,,,,
22.03.2020 14:00,12.0,744.6,761.8,-2.0,23,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,12.6,,,,,,30.0,-8.5,No precipitation,12,,,,
22.03.2020 11:00,9.4,746.6,763.9,,28,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-2.6,9.8,,,,,,17.0,-8.2,No precipitation,6,,,,
22.03.2020 08:00,0.4,747.1,764.5,0.8,64,Wind blowing from the east,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,9.8,,,2500 or more  or no clouds.,,,12.0,-5.8,No precipitation,12,,,,
22.03.2020 05:00,-2.4,746.3,763.6,,73,Wind blowing from the east,2,,,, ,,,-2.4,9.8,,,,,,19.0,-6.6,No precipitation,6,,,,
22.03.2020 02:00,-1.2,746.2,763.5,,65,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.8,,,2500 or more  or no clouds.,,,25.0,-7.1,No precipitation,12,,,,
21.03.2020 20:00,4.1,744.4,761.8,,41,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,9.8,,,,,,17.0,-8.0,No precipitation,12,,,,
21.03.2020 17:00,9.3,743.4,760.6,,22,Wind blowing from the north-west,1,,7,no clouds, ,,,-1.0,13.5,,,,,,30.0,-11.3,No precipitation,6,,,,
21.03.2020 14:00,8.8,744.0,761.2,-0.8,22,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,13.7,,,1000-1500,,,30.0,-11.7,No precipitation,12,,,,
21.03.2020 11:00,7.4,744.8,762.0,,27,Wind blowing from the south-west,1,,4,, ,,,-1.0,13.7,,,,,,30.0,-10.4,No precipitation,6,,,,
21.03.2020 08:00,3.0,744.5,761.7,1.3,62,Wind blowing from the east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,13.7,,,1000-1500,,,13.0,-3.6,No precipitation,12,,,,
21.03.2020 05:00,-0.5,743.2,760.3,,80,Wind blowing from the east,1,,7,, ,,,-1.9,13.7,,,,,,15.0,-3.5,No precipitation,6,,,,
21.03.2020 02:00,1.6,742.7,759.8,,76,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,13.7,,,2500 or more  or no clouds.,,,17.0,-2.3,No precipitation,12,,,,
20.03.2020 20:00,9.5,739.2,756.3,,42,Wind blowing from the south-southwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,13.7,,,,,,30.0,-2.8,No precipitation,12,,,,
20.03.2020 17:00,13.5,736.6,753.5,,29,Wind blowing from the west-southwest,3,,13,no clouds, ,,,-2.1,13.7,,,,,,30.0,-4.2,No precipitation,6,,,,
20.03.2020 14:00,12.1,736.5,753.5,-1.7,29,Wind blowing from the south,5,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,12.4,,,1000-1500,,,30.0,-5.4,No precipitation,12,,,,
20.03.2020 11:00,10.4,738.2,755.2,,26,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,-2.1,10.6,,,1000-1500,,,30.0,-8.3,No precipitation,6,,,,
20.03.2020 08:00,0.9,739.8,757.1,-1.1,72,Wind blowing from the east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,7.5,,,1000-1500,,,18.0,-3.6,No precipitation,12,,,,
20.03.2020 05:00,-1.9,740.9,758.2,,85,Wind blowing from the east,2,,9,, ,,,-2.1,7.5,,,,,,16.0,-4.1,No precipitation,6,,,,
20.03.2020 02:00,-1.2,741.5,758.8,,82,Wind blowing from the east,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.5,,,2500 or more  or no clouds.,,,25.0,-4.0,No precipitation,12,,,,
19.03.2020 20:00,3.2,740.8,758.1,,60,Wind blowing from the north,1,,14,50%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.2,10.4,,,1000-1500,,,30.0,-3.8,Trace of precipitation,6,,,,
19.03.2020 17:00,6.8,738.6,755.7,,44,Wind blowing from the west-northwest,5,,,60%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.2,14.0,,,1000-1500,,,30.0,-4.6,No precipitation,6,,,,
19.03.2020 14:00,6.7,736.9,754.0,,47,Wind blowing from the west-northwest,4,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,1000-1500,,,30.0,-3.8,2.0,12,,,,
19.03.2020 11:00,5.6,736.6,753.4,,46,Wind blowing from the west-northwest,5,,,90  or more  but not 100%, ,,,1.2,,,,1000-1500,,,30.0,-5.1,No precipitation,6,,,,
19.03.2020 08:00,3.2,735.4,752.2,,52,Wind blowing from the west-northwest,4,,,60%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.2,15.8,,,2500 or more  or no clouds.,,,30.0,-5.7,2.0,12,,,,
19.03.2020 05:00,1.6,735.1,751.9,,89,Wind blowing from the east,1,,14,, ,,,0.8,15.8,,,,,,30.0,0.0,2.0,6,,,,
19.03.2020 02:00,3.7,736.6,753.4,,72,Wind blowing from the west-northwest,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,15.8,,,2500 or more  or no clouds.,,,30.0,-0.9,No precipitation,12,,,,
18.03.2020 20:00,10.4,734.4,751.0,1.1,58,Wind blowing from the south-east,2,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.8,,,,,,12.0,2.5,No precipitation,12,,,,
18.03.2020 17:00,14.0,733.3,750.1,,39,Wind blowing from the south,4,,15,70 – 80%., ,,,-0.3,15.8,,,2500 or more  or no clouds.,,,16.0,0.3,No precipitation,6,,,,
18.03.2020 14:00,14.9,733.7,750.5,-2.1,39,Wind blowing from the south,6,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.9,,,2500 or more  or no clouds.,,,16.0,1.1,No precipitation,12,,,,
18.03.2020 11:00,13.7,735.8,752.6,,32,Wind blowing from the south,5,,15,no clouds, ,,,-0.3,13.7,,,,,,27.0,-2.7,No precipitation,6,,,,
18.03.2020 08:00,10.7,737.7,754.6,-1.6,28,Wind blowing from the south-southwest,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,12.9,,,,,,30.0,-7.1,No precipitation,12,,,,
18.03.2020 05:00,0.7,739.3,756.3,,64,Wind blowing from the north-northeast,1,,7,, ,,,-0.3,12.9,,,,,,30.0,-5.5,No precipitation,6,,,,
18.03.2020 02:00,0.2,741.4,758.5,,65,Wind blowing from the east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,12.9,,,2500 or more  or no clouds.,,,29.0,-5.6,No precipitation,12,,,,
17.03.2020 20:00,6.5,742.7,759.9,0.8,38,Wind blowing from the east,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,12.9,,,,,,16.0,-6.8,No precipitation,12,,,,
17.03.2020 17:00,11.6,741.9,759.0,,25,Wind blowing from the west-northwest,3,,12,no clouds, ,,,-0.3,12.9,,,,,,30.0,-7.8,No precipitation,6,,,,
17.03.2020 14:00,11.3,741.4,758.5,-0.9,28,Wind blowing from the west,5,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,11.9,,,600-1000,,,30.0,-6.5,No precipitation,12,,,,
17.03.2020 11:00,9.6,742.3,759.5,,41,Wind blowing from the west,4,,8,60%., ,,,-0.3,9.6,,,1000-1500,,,29.0,-3.0,No precipitation,6,,,,
17.03.2020 08:00,2.5,742.6,760.0,,74,Wind blowing from the west-northwest,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,14.0,-1.8,No precipitation,12,,,,
17.03.2020 05:00,0.0,742.1,759.4,,78,Wind blowing from the north,1,,9,, ,,,-8.5,9.2,,,,,,25.0,-3.5,No precipitation,6,,,,
17.03.2020 02:00,1.4,742.8,760.0,,68,Wind blowing from the west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,9.2,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,12,,,,
16.03.2020 20:00,2.6,743.6,761.2,,53,Wind blowing from the south-southwest,3,,14,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,9.2,,,1000-1500,,,30.0,-6.0,No precipitation,12,,,,
16.03.2020 17:00,6.5,742.7,760.3,,26,Wind blowing from the south,3,,14,60%., ,,,-8.5,9.2,,,1000-1500,,,30.0,-11.6,No precipitation,6,,,,
