Local time in Shenyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,6.3,762.8,767.7,-0.5,21,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,6.3,,,,,,30.0,-14.4,No precipitation,12,,,,
27.03.2020 08:00,2.3,763.3,768.2,0.2,44,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,8.3,,,,,,10.0,-8.7,No precipitation,12,,,,
27.03.2020 05:00,-4.1,763.1,768.1,-0.5,89,Wind blowing from the east,0,,6,,Cloud development not observed or not observable. ,,,-4.3,9.6,,,2500 or more  or no clouds.,,,7.0,-5.6,No precipitation,12,,,,
27.03.2020 02:00,0.2,763.6,768.5,0.0,86,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,,,,2500 or more  or no clouds.,,,10.0,-1.9,0.4,12,,,,
26.03.2020 23:00,0.6,763.6,768.5,0.9,89,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,,,0.0,,,,2500 or more  or no clouds.,,,9.0,-1.0,1.0,12,,,,
26.03.2020 20:00,1.4,762.7,767.5,0.6,89,Wind blowing from the east,1,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,10.6,,,1000-1500,,,18.0,-0.2,1.0,12,,,,
26.03.2020 17:00,1.6,762.1,766.9,,91,Wind blowing from the east-southeast,2,,14,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,14.5,,,,,,12.0,0.3,1.0,6,,,,
26.03.2020 14:00,2.1,762.2,767.0,-0.3,91,Wind blowing from the north-northeast,3,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,2.0,16.4,,,1000-1500,,,16.0,0.8,0.9,12,,,,
26.03.2020 11:00,2.4,762.5,767.3,,88,Wind blowing from the north,4,,14,no clouds,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,16.4,,,,,,18.0,0.6,No precipitation,6,,,,
26.03.2020 08:00,8.3,760.0,764.8,2.8,55,Wind blowing from the north-northwest,6,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,,,,1500-2000,,,15.0,-0.2,No precipitation,12,,,,
26.03.2020 05:00,9.3,757.2,761.8,,68,Wind blowing from the west-southwest,1,,7,, ,,,7.7,16.4,,,,,,19.0,3.7,No precipitation,6,,,,
26.03.2020 02:00,10.1,756.0,760.6,0.5,61,Wind blowing from the south-southwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,16.4,,,2500 or more  or no clouds.,,,27.0,2.9,No precipitation,12,,,,
25.03.2020 23:00,8.3,755.5,760.1,,42,Wind blowing from the south,2,,,, ,,,6.1,16.4,,,,,,24.0,-3.9,No precipitation,6,,,,
25.03.2020 20:00,9.1,755.2,760.0,,35,Wind blowing from the south-southeast,2,,13,no clouds, ,,,6.1,16.4,,,,,,27.0,-5.5,No precipitation,6,,,,
25.03.2020 17:00,14.6,754.9,759.6,,30,Wind blowing from the south-southwest,4,,13,70 – 80%., ,,,6.1,17.0,,,600-1000,,,27.0,-2.8,No precipitation,6,,,,
25.03.2020 14:00,16.1,754.7,759.4,-1.1,31,Wind blowing from the south-southwest,6,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.8,,,1000-1500,,,19.0,-1.0,No precipitation,12,,,,
25.03.2020 11:00,14.4,755.8,760.5,,32,Wind blowing from the south-southwest,6,,12,100%., ,,,6.1,18.8,,,1000-1500,,,20.0,-2.1,No precipitation,6,,,,
25.03.2020 08:00,13.0,755.7,760.3,0.4,31,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,18.8,,,1000-1500,,,21.0,-3.7,No precipitation,12,,,,
25.03.2020 05:00,7.7,755.3,760.0,,45,Wind blowing from the south-southeast,1,,3,, ,,,-1.7,18.8,,,,,,14.0,-3.5,No precipitation,6,,,,
25.03.2020 02:00,7.5,755.8,760.5,-0.3,43,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,18.8,,,2500 or more  or no clouds.,,,20.0,-4.3,No precipitation,12,,,,
24.03.2020 23:00,7.0,756.1,760.9,,49,Wind blowing from the south,1,,,,Haze. ,,,,18.8,,,,,,6.0,-3.0,No precipitation,6,,,,
24.03.2020 20:00,12.5,756.2,760.9,-0.1,34,Wind blowing from the south-west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.8,,,2500 or more  or no clouds.,,,7.0,-2.9,No precipitation,12,,,,
24.03.2020 17:00,17.0,756.3,761.0,,22,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%, ,,,-2.3,18.8,,,2500 or more  or no clouds.,,,13.0,-4.9,No precipitation,6,,,,
24.03.2020 14:00,18.5,757.6,762.4,,17,Wind blowing from the south-southwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,18.5,,,2500 or more  or no clouds.,,,29.0,-7.0,No precipitation,12,,,,
24.03.2020 11:00,14.1,759.9,764.7,,21,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%, ,,,-2.3,14.3,,,2500 or more  or no clouds.,,,23.0,-7.9,No precipitation,6,,,,
24.03.2020 08:00,4.1,761.2,766.0,0.2,58,Wind blowing from the east-northeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,13.0,,,,,,7.0,-3.4,No precipitation,12,,,,
24.03.2020 05:00,-1.3,761.0,765.8,,75,Wind blowing from the east-northeast,2,,5,,Mist. ,,,-2.3,13.0,,,,,,6.0,-5.2,No precipitation,6,,,,
24.03.2020 02:00,-1.7,761.3,766.1,0.0,76,Wind blowing from the east,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,13.0,,,2500 or more  or no clouds.,,,4.9,-5.4,No precipitation,12,,,,
23.03.2020 23:00,0.6,761.3,766.1,,67,Wind blowing from the south-east,1,,,,Haze. ,,,0.6,13.0,,,,,,3.4,-4.8,No precipitation,6,,,,
23.03.2020 20:00,5.5,761.1,765.9,0.8,44,Wind blowing from the north-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,13.0,,,,,,9.0,-5.8,No precipitation,12,,,,
23.03.2020 17:00,11.6,760.3,765.1,,28,Wind blowing from the north,3,,8,no clouds, ,,,2.3,13.0,,,,,,30.0,-6.3,No precipitation,6,,,,
23.03.2020 14:00,12.4,760.6,765.4,-1.2,31,Wind blowing from the north,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,13.2,,,,,,30.0,-4.2,No precipitation,12,,,,
23.03.2020 11:00,9.6,761.8,766.6,,40,Wind blowing from the north,3,,7,no clouds, ,,,2.3,13.2,,,,,,30.0,-3.3,No precipitation,6,,,,
23.03.2020 08:00,5.8,761.2,766.0,,48,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,13.2,,,,,,30.0,-4.4,No precipitation,12,,,,
23.03.2020 05:00,5.5,759.2,763.9,,52,Wind blowing from the north-northwest,3,,7,, ,,,-2.2,13.2,,,,,,30.0,-3.8,No precipitation,6,,,,
23.03.2020 02:00,4.0,758.0,762.7,0.4,58,Wind blowing from the south,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,13.2,,,2500 or more  or no clouds.,,,10.0,-3.7,No precipitation,12,,,,
22.03.2020 23:00,2.6,757.6,762.4,,59,Wind blowing from the east-northeast,1,,,,Haze. ,,,-2.7,13.2,,,,,,4.3,-4.8,No precipitation,6,,,,
22.03.2020 20:00,10.2,757.3,762.1,1.6,30,Wind blowing from the east-northeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,13.2,,,1000-1500,,,15.0,-6.6,No precipitation,12,,,,
22.03.2020 17:00,12.5,755.7,760.5,,23,Wind blowing from the west-southwest,2,,9,10%  or less  but not 0, ,,,-2.7,13.2,,,1000-1500,,,30.0,-8.1,No precipitation,6,,,,
22.03.2020 14:00,12.0,756.8,761.6,-2.0,26,Wind blowing from the north-west,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.4,,,2500 or more  or no clouds.,,,22.0,-6.9,No precipitation,12,,,,
22.03.2020 11:00,9.8,758.8,763.6,,26,Wind blowing from the south,2,,5,no clouds, ,,,-2.7,11.6,,,,,,17.0,-8.8,No precipitation,6,,,,
22.03.2020 08:00,4.0,759.4,764.2,0.9,50,Wind blowing from the south-west,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,11.6,,,,,,5.0,-5.7,No precipitation,12,,,,
22.03.2020 05:00,-2.1,758.5,763.3,,72,Wind blowing from the south-southwest,0,,6,,Haze. ,,,-2.7,11.6,,,,,,7.0,-6.6,No precipitation,6,,,,
22.03.2020 02:00,-1.9,758.3,763.1,0.9,64,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,11.6,,,2500 or more  or no clouds.,,,9.0,-7.8,No precipitation,12,,,,
21.03.2020 23:00,-1.0,757.4,762.2,,59,Wind blowing from the south-east,1,,,,Haze. ,,,-1.1,11.6,,,,,,7.0,-8.2,No precipitation,6,,,,
21.03.2020 20:00,3.8,756.4,761.2,,31,Wind blowing from the south-east,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,11.6,,,,,,19.0,-11.8,No precipitation,12,,,,
21.03.2020 17:00,11.0,755.3,760.0,,17,Wind blowing from the north-northwest,3,,7,no clouds, ,,,-1.1,13.2,,,,,,30.0,-13.1,No precipitation,6,,,,
21.03.2020 14:00,10.3,756.0,760.8,-1.0,19,Wind blowing from the west,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,15.7,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
21.03.2020 11:00,7.8,757.0,761.8,,22,Wind blowing from the north,2,,9,90  or more  but not 100%, ,,,-1.1,15.7,,,1000-1500,,,30.0,-12.6,No precipitation,6,,,,
21.03.2020 08:00,5.3,756.7,761.5,1.5,28,Wind blowing from the north,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,15.7,,,1000-1500,,,30.0,-11.7,No precipitation,12,,,,
21.03.2020 05:00,3.3,755.2,760.0,,34,Wind blowing from the north-northwest,1,,9,, ,,,-2.9,15.7,,,,,,30.0,-11.1,No precipitation,6,,,,
21.03.2020 02:00,2.1,754.8,759.5,1.4,42,Wind blowing from the south-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,15.7,,,2500 or more  or no clouds.,,,22.0,-9.5,No precipitation,12,,,,
20.03.2020 23:00,8.8,753.4,758.1,,30,Wind blowing from the north-northwest,3,,,, ,,,,15.7,,,,,,15.0,-7.8,No precipitation,6,,,,
20.03.2020 20:00,9.0,750.8,755.5,2.5,52,Wind blowing from the west-southwest,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,15.7,,,,,,11.0,-0.3,No precipitation,12,,,,
20.03.2020 17:00,13.2,748.3,753.1,,36,Wind blowing from the west-southwest,3,,14,no clouds, ,,,-3.3,15.7,,,,,,21.0,-1.5,No precipitation,6,,,,
20.03.2020 14:00,15.4,747.5,752.2,-1.9,21,Wind blowing from the west-southwest,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,15.5,,,1000-1500,,,26.0,-6.8,No precipitation,12,,,,
20.03.2020 11:00,13.0,749.4,754.1,,22,Wind blowing from the south-southwest,4,,7,90  or more  but not 100%, ,,,-3.3,13.2,,,1000-1500,,,30.0,-8.2,No precipitation,6,,,,
20.03.2020 08:00,4.5,751.2,756.0,-1.3,57,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,8.7,,,600-1000,,,9.0,-3.3,No precipitation,12,,,,
20.03.2020 05:00,-2.8,752.5,757.3,,86,Calm  no wind,0,,,,Mist. ,,,-3.3,8.7,,,,,,7.0,-4.8,No precipitation,6,,,,
20.03.2020 02:00,-2.5,753.2,758.0,-0.6,86,Wind blowing from the south-southwest,1,,13,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,8.7,,,2500 or more  or no clouds.,,,6.0,-4.5,0.1,12,,,,
19.03.2020 23:00,-0.1,753.8,758.6,,68,Wind blowing from the south-southwest,1,,,, ,,,-0.2,8.7,,,,,,11.0,-5.3,No precipitation,6,,,,
19.03.2020 20:00,4.8,752.7,757.5,,47,Wind blowing from the west,1,,,no clouds,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,12.1,,,,,,26.0,-5.8,0.1,6,,,,
19.03.2020 17:00,7.6,750.8,755.5,,41,Wind blowing from the north,3,,13,60%.,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,15.0,,,600-1000,,,30.0,-4.8,0.1,6,,,,
19.03.2020 14:00,8.4,749.2,754.0,,37,Wind blowing from the north-west,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,,,,1000-1500,,,30.0,-5.4,No precipitation,12,,,,
19.03.2020 11:00,7.2,748.7,753.4,,38,Wind blowing from the north-northwest,4,,14,90  or more  but not 100%, ,,,3.5,,,,1000-1500,,,30.0,-6.2,No precipitation,6,,,,
19.03.2020 08:00,4.5,747.9,752.6,0.8,45,Wind blowing from the north-west,4,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,19.2,,,2500 or more  or no clouds.,,,30.0,-6.4,No precipitation,12,,,,
