Local time in Qingdao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 05:00,6.6,759.2,766.3,0.6,46,Wind blowing from the north,9,,21,,Cloud development not observed or not observable. ,,,6.5,14.4,,,2500 or more  or no clouds.,,,30.0,-4.2,No precipitation,12,,,,
27.03.2020 02:00,7.5,758.6,765.7,0.4,40,Wind blowing from the north,9,,21,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,14.4,,,2500 or more  or no clouds.,,,30.0,-5.2,No precipitation,12,,,,
26.03.2020 23:00,7.2,758.2,765.4,1.8,77,Wind blowing from the north,9,,21,,Cloud development not observed or not observable. ,,,6.5,14.4,,,2500 or more  or no clouds.,,,30.0,3.3,No precipitation,12,,,,
26.03.2020 20:00,6.7,756.4,763.5,3.0,79,Wind blowing from the north,10,,21,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,14.4,,,2500 or more  or no clouds.,,,23.0,3.3,No precipitation,12,,,,
26.03.2020 17:00,10.8,753.4,760.4,,80,Wind blowing from the north-northwest,11,,,100%., ,,,9.5,14.4,,,2500 or more  or no clouds.,,,9.0,7.5,No precipitation,6,,,,
26.03.2020 14:00,14.3,752.0,759.0,-0.8,81,Wind blowing from the north-northwest,5,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.4,,,2500 or more  or no clouds.,,,14.0,11.1,No precipitation,12,,,,
26.03.2020 11:00,12.3,752.8,759.7,,84,Wind blowing from the north-northwest,4,,11,100%., ,,,9.5,12.9,,,2500 or more  or no clouds.,,,11.0,9.7,No precipitation,6,,,,
26.03.2020 08:00,11.1,752.2,759.3,0.5,92,Wind blowing from the west-northwest,1,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.3,,,2500 or more  or no clouds.,,,4.9,9.9,No precipitation,12,,,,
26.03.2020 05:00,10.8,751.7,758.8,,93,Wind blowing from the east,3,,11,, ,,,8.8,12.3,,,,,,7.0,9.7,No precipitation,6,,,,
26.03.2020 02:00,10.5,752.1,759.1,-0.9,86,Wind blowing from the east-southeast,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,12.3,,,2500 or more  or no clouds.,,,18.0,8.3,No precipitation,12,,,,
25.03.2020 23:00,10.2,753.0,760.0,,82,Wind blowing from the east-southeast,5,,,, ,,,8.8,12.3,,,,,,27.0,7.3,No precipitation,6,,,,
25.03.2020 20:00,9.8,753.4,760.4,,81,Wind blowing from the east-southeast,4,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,12.3,,,2500 or more  or no clouds.,,,30.0,6.7,Trace of precipitation,6,,,,
25.03.2020 17:00,9.9,752.3,759.4,,89,Wind blowing from the south-east,4,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,12.3,,,2500 or more  or no clouds.,,,16.0,8.2,No precipitation,6,,,,
25.03.2020 14:00,11.0,753.7,760.7,-1.2,81,Wind blowing from the south-east,6,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.4,,,2500 or more  or no clouds.,,,17.0,7.9,No precipitation,12,,,,
25.03.2020 11:00,11.8,754.9,761.9,,65,Wind blowing from the south-east,6,,11,90  or more  but not 100%, ,,,8.8,14.1,,,,,,26.0,5.4,No precipitation,6,,,,
25.03.2020 08:00,10.5,755.2,762.3,0.3,77,Wind blowing from the south-east,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,2500 or more  or no clouds.,,,17.0,6.6,No precipitation,12,,,,
25.03.2020 05:00,9.1,754.9,761.9,,80,Wind blowing from the south-east,4,,9,, ,,,9.1,14.1,,,,,,25.0,5.8,No precipitation,6,,,,
25.03.2020 02:00,9.5,756.0,763.0,-0.7,73,Wind blowing from the south-east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,14.1,,,2500 or more  or no clouds.,,,30.0,4.9,No precipitation,12,,,,
24.03.2020 23:00,9.5,756.7,763.8,,79,Wind blowing from the south-east,4,,,, ,,,9.5,14.1,,,,,,22.0,6.0,No precipitation,6,,,,
24.03.2020 20:00,10.6,756.8,763.9,-0.2,68,Wind blowing from the south-east,4,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,14.1,,,2500 or more  or no clouds.,,,24.0,4.9,No precipitation,12,,,,
24.03.2020 17:00,11.9,757.0,764.1,,52,Wind blowing from the south,4,,,no clouds, ,,,9.6,15.4,,,,,,30.0,2.4,No precipitation,6,,,,
24.03.2020 14:00,13.2,757.7,764.8,,56,Wind blowing from the south-southeast,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,,,,29.0,4.6,No precipitation,12,,,,
24.03.2020 11:00,13.2,759.1,766.1,,58,Wind blowing from the south,4,,7,20–30%., ,,,9.6,,,,2500 or more  or no clouds.,,,24.0,5.1,No precipitation,6,,,,
24.03.2020 08:00,11.0,758.9,766.0,,69,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,,,,29.0,5.5,No precipitation,12,,,,
24.03.2020 05:00,9.8,758.4,765.4,,65,Wind blowing from the south-east,2,,6,, ,,,8.2,21.8,,,,,,30.0,3.5,No precipitation,6,,,,
24.03.2020 02:00,9.9,758.6,765.6,-0.1,63,Wind blowing from the south-southeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,21.8,,,2500 or more  or no clouds.,,,27.0,3.2,No precipitation,12,,,,
23.03.2020 23:00,10.2,758.7,765.7,,65,Wind blowing from the south-east,3,,,, ,,,8.2,21.8,,,,,,21.0,3.9,No precipitation,6,,,,
23.03.2020 20:00,11.7,758.0,765.1,,55,Wind blowing from the south-southeast,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,21.8,,,,,,21.0,3.0,No precipitation,12,,,,
23.03.2020 17:00,15.5,757.4,764.5,,37,Wind blowing from the south,4,,6,no clouds, ,,,8.2,21.8,,,,,,20.0,0.9,No precipitation,6,,,,
23.03.2020 14:00,21.0,757.9,764.9,-1.8,23,Wind blowing from the north-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,21.1,,,,,,19.0,-0.9,No precipitation,12,,,,
23.03.2020 11:00,16.6,759.7,766.7,,29,Wind blowing from the north-west,3,,5,no clouds, ,,,8.2,17.2,,,,,,20.0,-1.5,No precipitation,6,,,,
23.03.2020 08:00,12.9,759.2,766.3,,38,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,15.0,,,,,,29.0,-1.1,No precipitation,12,,,,
23.03.2020 05:00,8.2,758.4,765.5,,66,Wind blowing from the south-southeast,3,,6,, ,,,8.0,15.0,,,,,,30.0,2.2,No precipitation,6,,,,
23.03.2020 02:00,9.4,758.2,765.3,,42,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.0,,,2500 or more  or no clouds.,,,30.0,-2.9,No precipitation,12,,,,
22.03.2020 23:00,8.8,758.2,765.3,,58,Wind blowing from the south-southeast,2,,,, ,,,8.0,15.0,,,,,,30.0,1.0,No precipitation,6,,,,
22.03.2020 20:00,9.1,757.8,764.9,,57,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.0,,,,,,30.0,1.0,No precipitation,12,,,,
22.03.2020 17:00,11.3,756.9,763.9,,37,Wind blowing from the south,3,,7,no clouds, ,,,8.0,18.4,,,,,,30.0,-2.9,No precipitation,6,,,,
22.03.2020 14:00,14.1,757.6,764.6,-0.6,23,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,19.1,,,,,,30.0,-6.7,No precipitation,12,,,,
22.03.2020 11:00,14.7,758.2,765.2,,37,Wind blowing from the south-west,3,,7,no clouds, ,,,8.0,19.1,,,,,,23.0,0.2,No precipitation,6,,,,
22.03.2020 08:00,9.1,757.8,764.8,1.5,53,Wind blowing from the north-northwest,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,19.1,,,2500 or more  or no clouds.,,,20.0,-0.2,No precipitation,12,,,,
22.03.2020 05:00,8.6,756.3,763.3,,52,Wind blowing from the north-northwest,3,,7,, ,,,8.6,19.1,,,,,,21.0,-0.7,No precipitation,6,,,,
22.03.2020 02:00,10.5,755.2,762.1,0.6,46,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,19.1,,,2500 or more  or no clouds.,,,29.0,-0.6,No precipitation,12,,,,
21.03.2020 23:00,10.0,754.6,761.5,,82,Wind blowing from the west,1,,,, ,,,9.8,19.1,,,,,,8.0,7.1,No precipitation,6,,,,
21.03.2020 20:00,13.1,752.3,759.3,,71,Wind blowing from the west-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,19.1,,,,,,8.0,8.0,No precipitation,12,,,,
21.03.2020 17:00,17.7,748.9,755.8,,56,Wind blowing from the south-east,1,,10,90  or more  but not 100%, ,,,10.1,19.1,,,,,,7.0,8.8,No precipitation,6,,,,
21.03.2020 14:00,16.0,748.1,755.0,-1.8,62,Wind blowing from the south,5,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,16.4,,,2500 or more  or no clouds.,,,6.0,8.7,No precipitation,12,,,,
21.03.2020 11:00,14.8,749.9,756.8,,66,Wind blowing from the south-southeast,5,,10,no clouds, ,,,10.1,16.0,,,,,,7.0,8.5,No precipitation,6,,,,
21.03.2020 08:00,12.5,750.6,757.6,,74,Wind blowing from the south-east,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,9.0,8.0,No precipitation,12,,,,
21.03.2020 05:00,12.9,750.0,757.0,,66,Wind blowing from the east,2,,8,, ,,,,,,,,,,12.0,6.7,No precipitation,6,,,,
21.03.2020 02:00,12.9,750.3,757.3,0.0,63,Wind blowing from the south-southeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.0,,,2500 or more  or no clouds.,,,17.0,6.0,No precipitation,12,,,,
20.03.2020 23:00,12.5,750.3,757.3,,65,Wind blowing from the south-southeast,3,,,, ,,,,13.0,,,,,,17.0,6.1,No precipitation,6,,,,
20.03.2020 20:00,12.1,748.9,755.8,0.9,66,Wind blowing from the south,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.7,,,,,,19.0,5.9,No precipitation,12,,,,
20.03.2020 17:00,11.7,748.0,755.0,,65,Wind blowing from the south-southeast,4,,11,no clouds, ,,,7.4,12.9,,,,,,16.0,5.3,No precipitation,6,,,,
20.03.2020 14:00,11.9,749.3,756.3,-2.9,65,Wind blowing from the south,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.8,,,,,,11.0,5.5,No precipitation,12,,,,
20.03.2020 11:00,10.5,752.2,759.3,,69,Wind blowing from the south-southeast,6,,10,no clouds, ,,,7.4,13.8,,,,,,12.0,5.1,No precipitation,6,,,,
20.03.2020 08:00,9.0,753.2,760.3,-0.5,76,Wind blowing from the south,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.8,,,,,,23.0,5.0,No precipitation,12,,,,
20.03.2020 05:00,7.5,753.7,760.8,,77,Wind blowing from the south-southeast,4,,10,, ,,,7.2,13.8,,,,,,30.0,3.7,No precipitation,6,,,,
20.03.2020 02:00,7.7,755.4,762.4,,76,Wind blowing from the south,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.8,,,2500 or more  or no clouds.,,,30.0,3.7,No precipitation,12,,,,
19.03.2020 23:00,9.0,756.3,763.3,,42,Wind blowing from the south,3,,,, ,,,7.2,16.1,,,,,,30.0,-3.2,No precipitation,6,,,,
19.03.2020 20:00,11.1,755.5,762.5,,22,Wind blowing from the north-northeast,3,,22,no clouds, ,,,7.2,16.1,,,,,,30.0,-9.8,No precipitation,6,,,,
19.03.2020 17:00,12.9,754.3,761.3,,20,Wind blowing from the north-northwest,6,,22,no clouds, ,,,7.2,16.1,,,,,,30.0,-9.5,No precipitation,6,,,,
19.03.2020 14:00,13.0,754.2,761.2,,20,Wind blowing from the north-northwest,8,,22,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,16.1,,,,,,30.0,-9.4,No precipitation,12,,,,
19.03.2020 11:00,12.8,753.8,760.8,,20,Wind blowing from the north-west,9,,28,no clouds, ,,,7.2,16.1,,,,,,30.0,-9.6,No precipitation,6,,,,
19.03.2020 08:00,9.2,753.3,760.3,1.6,40,Wind blowing from the north-west,5,,28,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,16.1,,,,,,30.0,-3.7,No precipitation,12,,,,
19.03.2020 05:00,7.9,751.7,758.7,,55,Wind blowing from the north-northwest,7,,28,, ,,,7.9,16.1,,,,,,30.0,-0.6,No precipitation,6,,,,
19.03.2020 02:00,10.7,750.0,757.0,4.0,46,Wind blowing from the north-northwest,14,,28,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,16.1,,,2500 or more  or no clouds.,,,12.0,-0.7,No precipitation,12,,,,
18.03.2020 23:00,15.4,746.0,752.9,,53,Wind blowing from the south-southwest,4,,,, ,,,8.8,15.9,,,,,,22.0,5.9,No precipitation,6,,,,
18.03.2020 20:00,12.7,747.1,754.1,,64,Wind blowing from the south-southeast,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.9,,,,,,12.0,6.1,No precipitation,12,,,,
