Local time in Anqing,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 23:00,18.5,755.4,760.9,1.7,100,Wind blowing from the west-northwest,1,,8,,Mist. ,,,18.5,24.2,,,2500 or more  or no clouds.,,,2.6,18.5,22.0,12,,,,
26.03.2020 20:00,18.7,753.7,759.4,2.1,100,Wind blowing from the north-northwest,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.2,,,100-200,,,1.8,18.7,19.0,12,,,,
26.03.2020 17:00,19.7,751.6,757.1,,98,Wind blowing from the south,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Shower(s).,Rain.,18.3,24.2,,,2000-2500,,,8.0,19.4,13.0,6,,,,
26.03.2020 14:00,23.3,751.0,756.6,-1.4,83,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,24.2,,,600-1000,,,23.0,20.3,0.5,12,,,,
26.03.2020 11:00,21.5,752.4,757.9,,90,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,22.0,,,2500 or more  or no clouds.,,,11.0,19.8,0.3,6,,,,
26.03.2020 08:00,19.1,751.7,757.3,0.6,100,Wind blowing from the east-southeast,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,17.8,,,,1000-1500,,,4.3,19.1,30.0,12,,,,
26.03.2020 05:00,18.7,751.1,756.7,,100,Wind blowing from the north-east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,3.1,18.7,0.5,6,,,,
26.03.2020 02:00,18.6,751.4,757.0,-0.2,100,Wind blowing from the south-east,2,,9,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,22.0,,,2500 or more  or no clouds.,,,3.0,18.6,59.0,12,,,,
25.03.2020 23:00,18.8,751.6,757.1,,100,Wind blowing from the east-northeast,3,,9,,Rain  not freezing  intermittent  heavy at time of observation. ,,,17.5,22.0,,,,,,0.3,18.8,33.0,6,,,,
25.03.2020 20:00,18.9,751.6,757.3,-0.2,99,Wind blowing from the south-southeast,1,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,22.0,,,1000-1500,,,4.7,18.7,29.0,12,,,,
25.03.2020 17:00,18.4,751.8,757.4,,100,Wind blowing from the west-northwest,5,,9,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,22.0,,,50-100,,,1.0,18.4,25.0,6,,,,
25.03.2020 14:00,20.8,751.6,757.1,-1.8,83,Wind blowing from the south,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,22.3,,,600-1000,,,23.0,17.8,0.1,12,,,,
25.03.2020 11:00,21.2,753.4,759.0,,76,Wind blowing from the south,2,,5,100%., ,,,17.5,22.3,,,600-1000,,,12.0,16.8,No precipitation,6,,,,
25.03.2020 08:00,17.7,753.4,759.1,,86,Wind blowing from the south-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,8.0,15.3,No precipitation,12,,,,
25.03.2020 05:00,17.9,753.7,759.2,,87,Wind blowing from the north-northeast,1,,4,, ,,,,,,,,,,10.0,15.7,No precipitation,6,,,,
25.03.2020 02:00,17.9,754.1,759.7,-1.1,87,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,22.3,,,2500 or more  or no clouds.,,,11.0,15.7,No precipitation,12,,,,
24.03.2020 23:00,18.3,755.2,760.9,,84,Wind blowing from the west,1,,7,, ,,,,22.3,,,,,,11.0,15.6,No precipitation,6,,,,
24.03.2020 20:00,19.2,754.8,760.4,,78,Wind blowing from the east,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,22.3,,,2500 or more  or no clouds.,,,13.0,15.3,No precipitation,12,,,,
24.03.2020 14:00,21.7,755.6,761.2,-2.0,61,Wind blowing from the south-east,3,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,21.9,,,2500 or more  or no clouds.,,,16.0,13.9,No precipitation,12,,,,
24.03.2020 11:00,19.2,757.6,763.3,,60,Wind blowing from the south,1,,3,40%., ,,,10.8,21.2,,,2500 or more  or no clouds.,,,18.0,11.3,No precipitation,6,,,,
24.03.2020 08:00,13.2,757.6,763.3,,83,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,21.2,,,,,,14.0,10.4,No precipitation,12,,,,
24.03.2020 05:00,11.9,756.6,762.3,,79,Wind blowing from the west-northwest,1,,7,, ,,,11.9,21.2,,,,,,19.0,8.4,No precipitation,6,,,,
24.03.2020 02:00,12.7,757.6,763.3,-0.3,76,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,21.2,,,2500 or more  or no clouds.,,,22.0,8.6,No precipitation,12,,,,
23.03.2020 23:00,15.1,757.9,763.6,,63,Wind blowing from the north-northeast,1,,9,, ,,,12.5,21.2,,,,,,25.0,8.1,No precipitation,6,,,,
23.03.2020 20:00,17.2,757.5,763.2,,57,Wind blowing from the north-east,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,21.2,,,1000-1500,,,26.0,8.6,No precipitation,12,,,,
23.03.2020 17:00,20.5,757.0,762.7,,50,Wind blowing from the north-northeast,4,,9,90  or more  but not 100%, ,,,12.5,21.2,,,1000-1500,,,20.0,9.7,No precipitation,6,,,,
23.03.2020 14:00,19.2,757.4,763.0,,55,Wind blowing from the north-northeast,6,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,19.7,,,2000-2500,,,18.0,10.0,No precipitation,12,,,,
23.03.2020 11:00,17.0,759.1,764.8,,65,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%, ,,,12.5,22.0,,,2000-2500,,,17.0,10.4,No precipitation,6,,,,
23.03.2020 08:00,13.5,758.5,764.2,,74,Wind blowing from the north,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,22.0,,,1500-2000,,,18.0,9.0,No precipitation,12,,,,
23.03.2020 05:00,13.1,757.3,763.0,,76,Calm  no wind,0,,,, ,,,13.1,22.0,,,,,,19.0,9.0,No precipitation,6,,,,
23.03.2020 02:00,14.2,757.8,763.4,,74,Wind blowing from the north,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,22.0,,,2500 or more  or no clouds.,,,17.0,9.6,No precipitation,12,,,,
22.03.2020 23:00,16.2,758.2,763.8,,80,Wind blowing from the north-northeast,4,,13,, ,,,16.2,22.0,,,,,,11.0,12.7,No precipitation,6,,,,
22.03.2020 20:00,16.9,757.3,763.0,1.9,83,Wind blowing from the north-northeast,6,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,22.0,,,600-1000,,,7.0,14.0,No precipitation,12,,,,
22.03.2020 17:00,17.4,755.4,761.0,,83,Wind blowing from the north-northeast,8,,13,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,22.0,,,300-600,,,5.0,14.5,No precipitation,6,,,,
22.03.2020 14:00,19.7,755.5,761.2,-0.6,81,Wind blowing from the north-northeast,6,,10,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,22.0,,,300-600,,,6.0,16.3,0.4,12,,,,
22.03.2020 11:00,21.0,756.1,761.7,,85,Wind blowing from the north-northeast,4,,9,90  or more  but not 100%, ,,,17.5,24.2,,,600-1000,,,20.0,18.4,0.4,6,,,,
22.03.2020 08:00,18.3,754.8,760.4,2.2,98,Wind blowing from the north,5,,9,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,,,,100-200,,,7.0,18.0,28.0,12,,,,
22.03.2020 05:00,17.9,752.6,758.2,,97,Wind blowing from the north-northeast,4,,9,, ,,,15.4,,,,,,,20.0,17.4,23.0,6,,,,
22.03.2020 02:00,18.4,751.6,757.2,,97,Wind blowing from the east-southeast,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,24.3,,,2500 or more  or no clouds.,,,8.0,17.9,32.0,12,,,,
21.03.2020 23:00,19.0,751.4,757.0,,98,Wind blowing from the east,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.4,24.3,,,,,,10.0,18.7,5.0,6,,,,
21.03.2020 20:00,19.3,750.8,756.4,,99,Wind blowing from the west-northwest,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,24.3,,,600-1000,,,3.1,19.1,5.0,12,,,,
21.03.2020 17:00,19.6,750.1,755.6,,98,Wind blowing from the south-southwest,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,15.4,25.9,,,600-1000,,,7.0,19.3,5.0,6,,,,
21.03.2020 14:00,20.7,750.6,756.1,-2.5,86,Wind blowing from the south-west,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,26.6,,,600-1000,,,10.0,18.3,0.7,12,,,,
21.03.2020 11:00,23.9,753.1,758.7,,60,Wind blowing from the south-east,4,,,70 – 80%., ,,,15.4,26.6,,,1000-1500,,,21.0,15.7,No precipitation,6,,,,
21.03.2020 08:00,17.3,753.7,759.3,,78,Wind blowing from the west-northwest,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,26.6,,,,,,14.0,13.4,No precipitation,12,,,,
21.03.2020 05:00,16.8,752.7,758.2,,73,Wind blowing from the east-southeast,1,,8,, ,,,9.4,26.6,,,,,,22.0,11.9,No precipitation,6,,,,
21.03.2020 02:00,19.4,753.2,758.8,-0.4,61,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,26.6,,,2500 or more  or no clouds.,,,27.0,11.7,No precipitation,12,,,,
20.03.2020 23:00,21.7,753.6,759.1,,48,Wind blowing from the south-southwest,3,,11,, ,,,,26.6,,,,,,25.0,10.2,No precipitation,6,,,,
20.03.2020 20:00,21.6,752.8,758.5,0.4,48,Wind blowing from the north-northeast,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,26.6,,,,,,24.0,10.1,No precipitation,12,,,,
20.03.2020 17:00,25.8,752.4,758.0,,27,Wind blowing from the west-southwest,5,,11,no clouds, ,,,9.4,26.6,,,,,,28.0,5.4,No precipitation,6,,,,
20.03.2020 14:00,25.7,753.7,759.3,-2.7,35,Wind blowing from the south-west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,25.8,,,,,,22.0,9.1,No precipitation,12,,,,
20.03.2020 11:00,22.0,756.4,762.0,,38,Wind blowing from the south-east,3,,6,no clouds, ,,,9.4,22.9,,,,,,13.0,7.0,No precipitation,6,,,,
20.03.2020 08:00,12.3,756.6,762.3,0.6,65,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,22.9,,,,,,15.0,5.9,No precipitation,12,,,,
20.03.2020 05:00,10.1,756.0,761.7,,61,Wind blowing from the north-east,2,,8,, ,,,9.9,22.9,,,,,,15.0,2.9,No precipitation,6,,,,
20.03.2020 02:00,12.4,756.7,762.3,,53,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,22.9,,,2500 or more  or no clouds.,,,15.0,3.1,No precipitation,12,,,,
19.03.2020 23:00,14.1,757.7,763.3,,47,Wind blowing from the west,2,,10,, ,,,12.5,22.9,,,,,,16.0,3.0,No precipitation,6,,,,
19.03.2020 20:00,17.2,757.2,762.9,,39,Wind blowing from the north-east,3,,11,no clouds, ,,,12.5,22.9,,,,,,16.0,3.1,No precipitation,6,,,,
19.03.2020 17:00,21.6,756.0,761.6,,27,Wind blowing from the north-northeast,5,,11,70 – 80%., ,,,12.5,22.9,,,2500 or more  or no clouds.,,,21.0,1.8,No precipitation,6,,,,
19.03.2020 14:00,22.6,756.6,762.2,,18,Wind blowing from the north-northeast,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,23.7,,,2500 or more  or no clouds.,,,15.0,-2.9,No precipitation,12,,,,
19.03.2020 11:00,21.0,757.7,763.3,,38,Wind blowing from the north-northeast,5,,11,no clouds, ,,,12.5,23.7,,,,,,17.0,6.2,No precipitation,6,,,,
19.03.2020 08:00,15.7,756.7,762.3,,73,Wind blowing from the north-east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,23.7,,,,,,10.0,10.9,No precipitation,12,,,,
19.03.2020 05:00,13.6,754.1,759.7,,77,Wind blowing from the east,3,,7,, ,,,11.4,23.7,,,,,,10.0,9.6,No precipitation,6,,,,
19.03.2020 02:00,14.0,754.5,760.1,,78,Wind blowing from the east-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,23.7,,,2500 or more  or no clouds.,,,14.0,10.2,No precipitation,12,,,,
18.03.2020 23:00,18.0,754.9,760.6,,55,Wind blowing from the south-east,2,,10,, ,,,11.4,23.7,,,,,,16.0,8.8,No precipitation,6,,,,
18.03.2020 20:00,20.3,753.9,759.5,1.1,43,Wind blowing from the south-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,23.7,,,,,,22.0,7.3,No precipitation,12,,,,
18.03.2020 17:00,22.2,752.8,758.5,,37,Wind blowing from the south,5,,10,no clouds, ,,,11.4,23.7,,,,,,22.0,6.8,No precipitation,6,,,,
18.03.2020 14:00,22.7,754.3,759.9,-2.5,42,Wind blowing from the south-southeast,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,22.8,,,,,,15.0,9.1,No precipitation,12,,,,
18.03.2020 11:00,19.6,756.8,762.4,,62,Wind blowing from the east-southeast,2,,7,no clouds, ,,,11.4,22.8,,,,,,8.0,12.1,No precipitation,6,,,,
18.03.2020 08:00,14.5,757.7,763.4,0.9,80,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,22.8,,,,,,7.0,11.1,No precipitation,12,,,,
18.03.2020 05:00,12.0,756.8,762.4,,89,Wind blowing from the east,2,,6,,Mist. ,,,10.3,22.8,,,,,,6.0,10.2,No precipitation,6,,,,
18.03.2020 02:00,13.9,757.3,763.0,-1.1,78,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,22.8,,,2500 or more  or no clouds.,,,10.0,10.1,No precipitation,12,,,,
