Local time in Dalian (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,6.1,760.0,768.6,0.7,23,Wind blowing from the north,6,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,8.6,,,,,,30.0,-13.5,No precipitation,12,,,,
27.03.2020 08:00,4.1,759.3,768.0,0.9,29,Wind blowing from the north-northeast,6,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,8.6,,,,,,30.0,-12.3,No precipitation,12,,,,
27.03.2020 05:00,3.3,758.4,767.1,0.2,48,Wind blowing from the north,6,,18,,Cloud development not observed or not observable. ,,,3.1,8.6,,,2500 or more  or no clouds.,,,30.0,-6.9,No precipitation,12,,,,
27.03.2020 02:00,3.4,758.2,766.9,0.6,69,Wind blowing from the north,6,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,8.6,,,2500 or more  or no clouds.,,,30.0,-1.9,No precipitation,12,,,,
26.03.2020 23:00,6.1,757.6,766.1,1.0,43,Wind blowing from the north,8,,18,,Cloud development not observed or not observable. ,,,4.0,8.6,,,2500 or more  or no clouds.,,,30.0,-5.8,2.0,12,,,,
26.03.2020 20:00,5.7,756.6,765.1,1.1,45,Wind blowing from the north,7,,17,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,8.6,,,200-300,,,30.0,-5.3,3.0,12,,,,
26.03.2020 17:00,4.1,755.5,764.2,,77,Wind blowing from the north,10,,17,100%., ,,,4.0,9.6,,,200-300,,,16.0,0.4,2.0,6,,,,
26.03.2020 14:00,5.9,754.1,762.7,-0.1,84,Wind blowing from the north,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.0,,,2500 or more  or no clouds.,,,20.0,3.4,3.0,12,,,,
26.03.2020 11:00,8.4,754.2,762.7,,95,Wind blowing from the north-east,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.4,,,,200-300,,,1.2,7.6,1.0,6,,,,
26.03.2020 08:00,8.2,754.0,762.5,1.3,91,Wind blowing from the east,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,2500 or more  or no clouds.,,,4.4,6.8,No precipitation,12,,,,
26.03.2020 05:00,8.2,752.7,761.2,,89,Wind blowing from the south,2,,,, ,,,7.4,,,,,,,12.0,6.5,No precipitation,6,,,,
26.03.2020 02:00,7.7,752.6,761.0,-0.5,91,Wind blowing from the south,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,14.2,,,2500 or more  or no clouds.,,,8.0,6.3,No precipitation,12,,,,
25.03.2020 23:00,7.6,753.1,761.5,,93,Wind blowing from the south,3,,,,Mist. ,,,7.6,14.2,,,,,,4.9,6.5,No precipitation,6,,,,
25.03.2020 20:00,8.1,752.5,761.0,,85,Wind blowing from the south,4,,10,no clouds, ,,,7.9,14.2,,,,,,14.0,5.7,No precipitation,6,,,,
25.03.2020 17:00,9.6,752.4,760.9,,69,Wind blowing from the south,4,,10,90  or more  but not 100%, ,,,8.3,14.2,,,2500 or more  or no clouds.,,,24.0,4.2,No precipitation,6,,,,
25.03.2020 14:00,13.0,752.7,761.1,-1.5,40,Wind blowing from the south-southeast,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.2,,,2500 or more  or no clouds.,,,29.0,-0.3,No precipitation,12,,,,
25.03.2020 11:00,11.9,754.2,762.6,,43,Wind blowing from the south-west,4,,10,90  or more  but not 100%, ,,,8.3,12.7,,,1000-1500,,,30.0,-0.3,No precipitation,6,,,,
25.03.2020 08:00,11.0,753.7,762.1,0.3,43,Wind blowing from the south-southwest,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,12.7,,,1000-1500,,,30.0,-1.1,No precipitation,12,,,,
25.03.2020 05:00,8.9,753.4,761.9,,56,Wind blowing from the south-west,4,,10,, ,,,7.6,12.7,,,,,,28.0,0.6,No precipitation,6,,,,
25.03.2020 02:00,9.7,754.1,762.6,-0.3,49,Wind blowing from the south-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,12.7,,,2500 or more  or no clouds.,,,30.0,-0.5,No precipitation,12,,,,
24.03.2020 23:00,9.9,754.4,762.8,,50,Wind blowing from the south-southwest,4,,,, ,,,7.0,12.7,,,,,,30.0,0.0,No precipitation,6,,,,
24.03.2020 20:00,9.7,754.5,763.0,-0.4,50,Wind blowing from the south,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,12.7,,,,,,29.0,-0.2,No precipitation,12,,,,
24.03.2020 17:00,10.5,754.9,763.3,,36,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,7.0,14.2,,,2500 or more  or no clouds.,,,28.0,-3.9,No precipitation,6,,,,
24.03.2020 14:00,11.5,755.7,764.2,,34,Wind blowing from the south,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,15.3,,,2500 or more  or no clouds.,,,22.0,-3.8,No precipitation,12,,,,
24.03.2020 11:00,12.6,757.5,766.0,,29,Wind blowing from the south,2,,8,no clouds, ,,,7.0,15.4,,,,,,28.0,-5.0,No precipitation,6,,,,
24.03.2020 08:00,10.2,757.6,766.0,,33,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,15.4,,,,,,21.0,-5.3,No precipitation,12,,,,
24.03.2020 05:00,7.8,757.1,765.6,,36,Wind blowing from the south-east,1,,5,, ,,,7.0,15.4,,,,,,27.0,-6.3,No precipitation,6,,,,
24.03.2020 02:00,8.4,757.3,765.7,0.0,34,Wind blowing from the south-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,15.4,,,2500 or more  or no clouds.,,,25.0,-6.5,No precipitation,12,,,,
23.03.2020 23:00,9.0,757.3,765.8,,30,Calm  no wind,0,,,, ,,,7.8,15.4,,,,,,30.0,-7.6,No precipitation,6,,,,
23.03.2020 20:00,11.0,757.0,765.4,,23,Wind blowing from the north-west,0,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.4,,,,,,30.0,-9.3,No precipitation,12,,,,
23.03.2020 17:00,14.2,756.2,764.7,,16,Wind blowing from the north,3,,12,no clouds, ,,,7.7,15.4,,,,,,30.0,-11.3,No precipitation,6,,,,
23.03.2020 14:00,14.7,756.8,765.2,-1.1,16,Wind blowing from the north,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.4,,,,,,30.0,-10.9,No precipitation,12,,,,
23.03.2020 11:00,13.3,757.9,766.4,,23,Wind blowing from the north,5,,10,no clouds, ,,,7.7,15.0,,,,,,29.0,-7.4,No precipitation,6,,,,
23.03.2020 08:00,10.1,757.1,765.7,,42,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.0,,,,,,21.0,-2.2,No precipitation,12,,,,
23.03.2020 05:00,8.7,755.5,764.0,,54,Wind blowing from the north,3,,8,, ,,,5.1,15.0,,,,,,20.0,-0.1,No precipitation,6,,,,
23.03.2020 02:00,10.8,754.6,763.0,,47,Wind blowing from the north-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,15.0,,,2500 or more  or no clouds.,,,30.0,-0.3,No precipitation,12,,,,
22.03.2020 23:00,10.7,754.4,762.8,,41,Wind blowing from the south-west,3,,,, ,,,5.1,15.0,,,,,,30.0,-2.0,No precipitation,6,,,,
22.03.2020 20:00,8.2,754.1,762.6,,52,Wind blowing from the south-southwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,15.0,,,,,,26.0,-1.3,No precipitation,12,,,,
22.03.2020 17:00,13.0,754.0,762.4,,27,Wind blowing from the west,3,,10,no clouds, ,,,5.1,15.0,,,,,,30.0,-5.6,No precipitation,6,,,,
22.03.2020 14:00,14.4,754.5,763.0,-1.7,28,Wind blowing from the west-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.6,,,,,,30.0,-3.9,No precipitation,12,,,,
22.03.2020 11:00,12.7,756.2,764.7,,31,Wind blowing from the north-northwest,3,,10,no clouds, ,,,5.1,13.2,,,,,,30.0,-4.0,No precipitation,6,,,,
22.03.2020 08:00,8.7,756.4,765.0,1.4,32,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.7,,,,,,30.0,-7.1,No precipitation,12,,,,
22.03.2020 05:00,6.1,755.0,763.6,,32,Wind blowing from the south-southwest,1,,6,, ,,,5.5,11.7,,,,,,30.0,-9.4,No precipitation,6,,,,
22.03.2020 02:00,6.1,754.6,763.1,-0.2,39,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,11.7,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
21.03.2020 23:00,6.6,754.8,763.3,,41,Calm  no wind,0,,,, ,,,5.8,11.7,,,,,,30.0,-6.0,No precipitation,6,,,,
21.03.2020 20:00,9.2,753.3,761.8,,43,Wind blowing from the north,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,12.3,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,12,,,,
21.03.2020 17:00,10.2,751.5,760.0,,28,Wind blowing from the east-northeast,1,,10,90  or more  but not 100%, ,,,5.8,15.9,,,2500 or more  or no clouds.,,,30.0,-7.5,No precipitation,6,,,,
21.03.2020 14:00,11.3,750.7,759.2,-0.9,22,Wind blowing from the east,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,16.4,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,12,,,,
21.03.2020 11:00,10.3,751.6,760.0,,43,Wind blowing from the east,4,,10,90  or more  but not 100%, ,,,5.8,16.4,,,2500 or more  or no clouds.,,,30.0,-2.0,No precipitation,6,,,,
21.03.2020 08:00,7.7,751.3,759.7,,62,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,16.4,,,,,,23.0,0.7,No precipitation,12,,,,
21.03.2020 05:00,5.9,750.6,759.0,,71,Wind blowing from the east,3,,6,, ,,,5.9,16.4,,,,,,16.0,0.9,No precipitation,6,,,,
21.03.2020 02:00,7.1,749.8,758.2,0.7,62,Wind blowing from the east-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,16.4,,,2500 or more  or no clouds.,,,24.0,0.3,No precipitation,12,,,,
20.03.2020 23:00,10.0,749.1,757.5,,44,Wind blowing from the north-northeast,2,,,, ,,,5.6,16.4,,,,,,19.0,-1.7,No precipitation,6,,,,
20.03.2020 20:00,12.3,746.8,755.2,2.0,37,Wind blowing from the north-northeast,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,16.4,,,,,,18.0,-2.0,No precipitation,12,,,,
20.03.2020 17:00,15.8,744.8,753.1,,28,Wind blowing from the west,1,,14,no clouds, ,,,5.6,16.4,,,,,,26.0,-2.7,No precipitation,6,,,,
20.03.2020 14:00,12.6,745.5,753.9,-2.2,38,Wind blowing from the south-west,1,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,12.6,,,2500 or more  or no clouds.,,,30.0,-1.3,No precipitation,12,,,,
20.03.2020 11:00,9.3,747.7,756.1,,43,Wind blowing from the south-southwest,7,,13,90  or more  but not 100%, ,,,5.6,11.1,,,2500 or more  or no clouds.,,,30.0,-2.6,No precipitation,6,,,,
20.03.2020 08:00,8.0,748.9,757.3,-1.2,44,Wind blowing from the south-southwest,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,11.1,,,2500 or more  or no clouds.,,,30.0,-3.5,No precipitation,12,,,,
20.03.2020 05:00,7.7,750.1,758.5,,32,Wind blowing from the south-west,4,,10,, ,,,3.0,11.1,,,,,,30.0,-7.9,No precipitation,6,,,,
20.03.2020 02:00,5.9,751.3,759.7,,43,Wind blowing from the south-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,11.1,,,2500 or more  or no clouds.,,,30.0,-5.7,No precipitation,12,,,,
19.03.2020 23:00,8.2,751.8,760.3,,25,Wind blowing from the south-west,1,,,, ,,,,11.1,,,,,,30.0,-10.7,No precipitation,6,,,,
19.03.2020 20:00,8.2,751.4,759.9,,28,Wind blowing from the west-southwest,2,,16,no clouds, ,,,3.0,13.8,,,,,,30.0,-9.2,No precipitation,6,,,,
19.03.2020 17:00,10.9,749.9,758.4,,16,Wind blowing from the west-northwest,3,,16,no clouds, ,,,3.0,13.8,,,,,,30.0,-13.9,No precipitation,6,,,,
19.03.2020 14:00,9.9,749.5,757.9,,21,Wind blowing from the west-northwest,6,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,15.1,,,,,,30.0,-11.4,0.6,12,,,,
19.03.2020 11:00,9.4,749.4,757.8,,24,Wind blowing from the north-northwest,4,,19,no clouds, ,,,3.0,15.1,,,,,,30.0,-10.1,No precipitation,6,,,,
19.03.2020 08:00,7.0,747.7,756.1,1.5,35,Wind blowing from the north,6,,19,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,15.1,,,,,,30.0,-7.4,0.6,12,,,,
19.03.2020 05:00,3.1,746.2,754.6,,76,Wind blowing from the north,3,,19,, ,,,3.0,15.1,,,,,,30.0,-0.7,0.6,6,,,,
19.03.2020 02:00,6.3,745.8,754.1,2.5,48,Wind blowing from the north,8,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,15.1,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,12,,,,
18.03.2020 23:00,9.5,743.3,751.6,,34,Calm  no wind,0,,,, ,,,7.7,15.1,,,,,,8.0,-5.6,No precipitation,6,,,,
