Local time in Arxan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,-8.8,675.2,767.7,0.0,34,Wind blowing from the north-west,9,,17,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-7.9,,,600-1000,,,26.0,-21.8,No precipitation,12,,,,
27.03.2020 11:00,-9.5,675.2,767.6,0.1,41,Wind blowing from the north-west,8,,14,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-7.9,,,600-1000,,,30.0,-20.3,No precipitation,12,,,,
27.03.2020 08:00,-11.7,675.1,767.8,0.0,57,Wind blowing from the north-west,6,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-7.9,,,600-1000,,,27.0,-18.5,Trace of precipitation,12,,,,
27.03.2020 05:00,-12.1,675.1,767.7,-0.1,54,Wind blowing from the west,4,,14,,Cloud development not observed or not observable. ,,,-12.3,-7.9,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
27.03.2020 02:00,-10.7,675.2,767.6,-0.5,45,Wind blowing from the west-northwest,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-7.1,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
26.03.2020 23:00,-9.9,675.7,768.2,0.3,42,Wind blowing from the west-northwest,2,,17,,Cloud development not observed or not observable. ,,,-12.3,,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
26.03.2020 20:00,-9.2,675.4,768.1,0.6,33,Wind blowing from the north-west,2,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,,,,30.0,-22.5,No precipitation,12,,,,
26.03.2020 17:00,-8.3,674.8,767.2,,30,Wind blowing from the west-northwest,7,,17,50%., ,,,-12.3,,,,600-1000,,,30.0,-22.8,No precipitation,6,,,,
26.03.2020 14:00,-8.7,674.8,766.5,-0.3,32,Wind blowing from the west-northwest,8,,17,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,600-1000,,,30.0,-22.4,No precipitation,12,,,,
26.03.2020 11:00,-9.9,675.1,766.3,,37,Wind blowing from the west-northwest,7,,17,20–30%., ,,,-12.3,,,,600-1000,,,30.0,-21.9,No precipitation,6,,,,
26.03.2020 08:00,-11.6,674.8,765.7,1.5,43,Wind blowing from the west-northwest,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,,,,30.0,-21.7,No precipitation,12,,,,
26.03.2020 05:00,-11.3,673.3,763.4,,52,Wind blowing from the north-west,4,,13,, ,,,-11.3,9.6,,,,,,30.0,-19.4,No precipitation,6,,,,
26.03.2020 02:00,-7.0,672.4,760.7,0.6,47,Wind blowing from the west-northwest,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,9.6,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
25.03.2020 23:00,-3.2,671.8,759.4,,30,Wind blowing from the west-northwest,6,,,, ,,,-3.2,9.6,,,,,,30.0,-18.3,No precipitation,6,,,,
25.03.2020 20:00,0.3,670.9,757.9,,32,Wind blowing from the west,4,,,90  or more  but not 100%,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,-0.6,9.6,,,600-1000,,,30.0,-14.5,Trace of precipitation,6,,,,
25.03.2020 17:00,3.5,669.7,756.4,,41,Wind blowing from the west-northwest,5,,13,90  or more  but not 100%, ,,,3.5,12.0,,,600-1000,,,30.0,-8.5,No precipitation,6,,,,
25.03.2020 14:00,8.9,667.2,752.8,0.1,43,Wind blowing from the west-southwest,3,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,13.2,,,2500 or more  or no clouds.,,,24.0,-3.0,No precipitation,12,,,,
25.03.2020 11:00,9.1,667.1,752.3,,48,Wind blowing from the south-southwest,5,,13,90  or more  but not 100%, ,,,5.0,13.2,,,2500 or more  or no clouds.,,,26.0,-1.3,No precipitation,6,,,,
25.03.2020 08:00,8.2,666.7,751.8,-0.4,55,Wind blowing from the south,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,13.2,,,600-1000,,,28.0,-0.5,No precipitation,12,,,,
25.03.2020 05:00,6.1,667.1,752.0,,60,Wind blowing from the south,4,,8,, ,,,-5.6,13.2,,,,,,25.0,-1.1,No precipitation,6,,,,
25.03.2020 02:00,5.4,667.9,753.1,-0.6,41,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.2,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
24.03.2020 23:00,7.4,668.5,753.7,,33,Wind blowing from the south,2,,,, ,,,,13.2,,,,,,30.0,-7.8,No precipitation,6,,,,
24.03.2020 20:00,9.1,669.0,755.0,-0.2,33,Wind blowing from the south-southeast,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.2,,,,,,30.0,-6.3,No precipitation,12,,,,
24.03.2020 17:00,12.1,669.2,756.3,,18,Wind blowing from the south,4,,,90  or more  but not 100%, ,,,-6.4,13.2,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,6,,,,
24.03.2020 14:00,12.4,670.0,757.0,,18,Wind blowing from the south,3,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,12.8,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
24.03.2020 11:00,9.6,671.4,759.1,,22,Wind blowing from the south-southeast,4,,,no clouds, ,,,-6.4,9.7,,,,,,30.0,-11.1,No precipitation,6,,,,
24.03.2020 08:00,3.5,672.1,760.5,,37,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,6.1,,,,,,30.0,-9.8,No precipitation,12,,,,
24.03.2020 05:00,-5.5,672.4,761.3,,71,Wind blowing from the south,1,,5,, ,,,-15.2,6.1,,,,,,30.0,-9.9,No precipitation,6,,,,
24.03.2020 02:00,-4.7,673.6,762.4,-1.2,68,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,6.1,,,2500 or more  or no clouds.,,,30.0,-9.7,No precipitation,12,,,,
23.03.2020 23:00,-5.3,674.8,764.0,,69,Calm  no wind,0,,,, ,,,,6.1,,,,,,30.0,-10.1,No precipitation,6,,,,
23.03.2020 20:00,-2.8,675.6,766.9,,58,Wind blowing from the south-east,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,6.1,,,,,,30.0,-10.1,No precipitation,12,,,,
23.03.2020 17:00,4.1,675.8,766.6,,29,Wind blowing from the south,3,,5,no clouds, ,,,-15.2,6.1,,,,,,30.0,-12.3,No precipitation,6,,,,
23.03.2020 14:00,4.3,676.7,767.2,-1.0,24,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,5.0,,,,,,30.0,-14.5,No precipitation,12,,,,
23.03.2020 11:00,3.3,677.7,768.1,,33,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-15.2,3.3,,,,,,30.0,-11.4,No precipitation,6,,,,
23.03.2020 08:00,-10.6,678.2,770.4,,79,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.6,,,,,,30.0,-13.5,No precipitation,12,,,,
23.03.2020 05:00,-13.7,677.5,769.6,,79,Wind blowing from the south-southwest,0,,9,, ,,,-13.7,1.6,,,,,,30.0,-16.6,No precipitation,6,,,,
23.03.2020 02:00,-12.2,676.9,768.4,,83,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,1.6,,,2500 or more  or no clouds.,,,30.0,-14.6,0.3,12,,,,
22.03.2020 23:00,-9.8,676.3,766.9,,83,Wind blowing from the south-west,1,,,, ,,,-13.7,1.6,,,,,,30.0,-12.1,No precipitation,6,,,,
22.03.2020 20:00,-5.1,675.0,766.3,1.8,76,Wind blowing from the west-northwest,1,,11,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-13.7,1.6,,,,,,30.0,-8.7,0.3,12,,,,
22.03.2020 17:00,-2.4,673.2,764.5,,73,Wind blowing from the north-northwest,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-13.7,1.6,,,600-1000,,,30.0,-6.6,0.3,6,,,,
22.03.2020 14:00,-1.3,672.4,763.3,0.3,59,Wind blowing from the west,5,,9,90  or more  but not 100%,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,1.6,,,600-1000,,,26.0,-8.3,Trace of precipitation,12,,,,
22.03.2020 11:00,1.5,672.1,762.7,,33,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%, ,,,-13.7,1.6,,,600-1000,,,30.0,-13.0,No precipitation,6,,,,
22.03.2020 08:00,-8.5,672.8,764.7,0.0,61,Wind blowing from the north,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-2.6,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
22.03.2020 05:00,-12.0,672.8,764.2,,72,Wind blowing from the north-west,0,,12,, ,,,-16.9,-2.6,,,,,,30.0,-16.0,No precipitation,6,,,,
22.03.2020 02:00,-11.7,673.3,764.6,-0.4,68,Wind blowing from the south-southwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-2.6,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
21.03.2020 23:00,-13.0,673.7,765.4,,69,Wind blowing from the south-southwest,1,,,, ,,,-16.9,-2.6,,,,,,30.0,-17.5,No precipitation,6,,,,
21.03.2020 20:00,-9.7,673.5,766.0,,60,Wind blowing from the south-southwest,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-2.6,,,,,,30.0,-16.0,No precipitation,12,,,,
21.03.2020 17:00,-3.6,672.7,764.9,,38,Wind blowing from the north-west,5,,12,, ,,,-16.9,-2.6,,,,,,30.0,-15.9,No precipitation,6,,,,
21.03.2020 14:00,-2.9,672.6,764.2,,36,Wind blowing from the north-west,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-1.6,,,,,,30.0,-15.9,No precipitation,12,,,,
21.03.2020 11:00,-3.5,672.7,764.0,,42,Wind blowing from the north-northwest,4,,7,no clouds, ,,,-16.9,-1.0,,,,,,30.0,-14.6,No precipitation,6,,,,
21.03.2020 08:00,-11.3,672.0,763.8,,67,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-1.0,,,,,,30.0,-16.2,No precipitation,12,,,,
21.03.2020 05:00,-16.3,671.1,763.0,,79,Wind blowing from the south,1,,10,, ,,,-16.4,-1.0,,,,,,30.0,-19.2,No precipitation,6,,,,
21.03.2020 02:00,-14.0,670.6,761.8,0.3,74,Wind blowing from the north-west,0,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.0,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
20.03.2020 23:00,-11.3,670.3,760.9,,73,Wind blowing from the south,1,,,, ,,,-11.3,-1.0,,,,,,30.0,-15.2,No precipitation,6,,,,
20.03.2020 20:00,-7.0,669.6,759.4,1.2,63,Wind blowing from the west-northwest,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-1.0,,,,,,30.0,-13.0,No precipitation,12,,,,
20.03.2020 17:00,-3.0,668.4,757.8,,52,Wind blowing from the north-west,7,,13,40%., ,,,-8.1,-1.0,,,600-1000,,,30.0,-11.5,No precipitation,6,,,,
20.03.2020 14:00,-1.9,667.3,756.1,0.7,53,Wind blowing from the north-west,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-0.5,,,600-1000,,,30.0,-10.2,No precipitation,12,,,,
20.03.2020 11:00,-1.4,666.6,756.0,,47,Wind blowing from the north-northwest,5,,10,no clouds, ,,,-8.1,-0.5,,,,,,30.0,-11.5,No precipitation,6,,,,
20.03.2020 08:00,-2.5,665.7,754.9,,59,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-0.5,,,,,,30.0,-9.4,No precipitation,12,,,,
20.03.2020 05:00,-4.6,664.9,753.7,,55,Wind blowing from the south,2,,6,, ,,,-8.1,-0.5,,,,,,30.0,-12.3,No precipitation,6,,,,
20.03.2020 02:00,-3.3,665.7,754.2,,47,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-0.5,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
19.03.2020 23:00,-7.5,667.0,756.6,,68,Wind blowing from the south,1,,,, ,,,-8.1,-0.5,,,,,,30.0,-12.4,No precipitation,6,,,,
19.03.2020 20:00,-6.4,668.1,758.3,,67,Wind blowing from the south,2,,10,no clouds, ,,,-6.5,-0.5,,,,,,30.0,-11.5,No precipitation,6,,,,
19.03.2020 17:00,-1.9,668.4,757.6,,53,Wind blowing from the north-west,3,,10,no clouds, ,,,-6.2,-0.5,,,,,,30.0,-10.2,No precipitation,6,,,,
19.03.2020 14:00,-1.3,668.8,757.9,,47,Wind blowing from the north-west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-1.3,,,,,,30.0,-11.2,No precipitation,12,,,,
19.03.2020 11:00,-2.7,669.4,758.8,,63,Wind blowing from the north-northwest,5,,9,40%., ,,,-6.2,-1.5,,,600-1000,,,30.0,-8.8,No precipitation,6,,,,
19.03.2020 08:00,-6.0,668.5,758.2,1.3,80,Wind blowing from the north,2,,11,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-1.5,,,600-1000,,,30.0,-8.9,1.0,12,,,,
