Local time in Hong Kong (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
28.03.2020 14:00,21.3,759.6,760.3,-1.2,90,Wind blowing from the west,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,100-200,Altocumulus translucidus at a single level.,,3.5,19.6,0.1,6,,,,
28.03.2020 11:00,25.6,760.8,761.5,0.3,76,Wind blowing from the north-west,3,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,60%.,300-600,Altocumulus translucidus at a single level.,,11.0,21.0,,,,,,
28.03.2020 08:00,23.9,760.5,761.1,1.9,83,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,22.8,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,300-600,Altocumulus translucidus at a single level.,,15.0,20.9,5.0,12,,,,
28.03.2020 05:00,23.5,758.6,759.3,-0.3,85,Wind blowing from the east,4,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,19.0,20.8,,,,,,
28.03.2020 02:00,23.9,758.9,759.5,-1.1,78,Wind blowing from the south,2,,,90  or more  but not 100%,Shower(s) of rain. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,40%.,300-600,Altocumulus translucidus at a single level.,,35.0,19.8,5.0,6,,,,
27.03.2020 23:00,24.6,760.0,760.6,1.5,82,Wind blowing from the east,5,,,70 – 80%.,Lightning visible  no thunder heard. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,10%  or less  but not 0,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,17.0,21.4,,,,,,
27.03.2020 20:00,25.0,758.5,759.1,1.2,83,Wind blowing from the east,4,,,50%., ,,,,29.2,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,14.0,21.9,No precipitation,12,,,,
27.03.2020 17:00,26.0,757.3,758.0,-1.3,75,Wind blowing from the south-east,6,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,25.0,21.2,,,,,,
27.03.2020 14:00,27.5,758.6,759.2,-1.7,67,Wind blowing from the south-southeast,8,,,70 – 80%., ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,40%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,25.0,20.9,No precipitation,6,,,,
27.03.2020 11:00,27.6,760.3,760.9,0.4,67,Wind blowing from the south-southeast,7,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,40%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,20.0,20.9,,,,,,
27.03.2020 08:00,23.9,759.9,760.6,1.0,85,Wind blowing from the east,4,,,70 – 80%., ,,,22.8,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,18.0,21.2,No precipitation,12,,,,
27.03.2020 05:00,23.2,758.9,759.6,-0.5,86,Wind blowing from the east,2,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,15.0,20.8,,,,,,
27.03.2020 02:00,23.1,759.4,760.1,-0.8,89,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,10.0,21.1,No precipitation,6,,,,
26.03.2020 23:00,23.8,760.2,760.8,1.0,81,Wind blowing from the east-southeast,3,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,15.0,20.3,,,,,,
26.03.2020 20:00,24.1,759.2,759.9,1.1,83,Wind blowing from the east,4,,,60%., ,,,,27.9,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,13.0,21.1,Trace of precipitation,12,,,,
26.03.2020 17:00,25.7,758.1,758.8,-0.7,73,Wind blowing from the south-east,5,,,40%., ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,10%  or less  but not 0,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,22.0,20.4,,,,,,
26.03.2020 14:00,26.4,758.8,759.5,-1.9,69,Wind blowing from the south-southeast,7,,,70 – 80%.,Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,40%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,24.0,20.3,Trace of precipitation,6,,,,
26.03.2020 11:00,23.9,760.7,761.4,0.7,85,variable wind direction,3,,,90  or more  but not 100%,Rain shower(s)  slight. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,200-300,Altocumulus translucidus at a single level.,,13.0,21.3,,,,,,
26.03.2020 08:00,23.0,760.0,760.6,1.6,91,Wind blowing from the east,4,,,90  or more  but not 100%,Shower(s) of rain. ,Thunderstorm(s) with or without precipitation.,Shower(s).,22.3,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,200-300,Altocumulus translucidus at a single level.,,9.0,21.4,2.0,12,,,,
26.03.2020 05:00,22.7,758.4,759.1,-1.4,90,Wind blowing from the east,8,,,90  or more  but not 100%,Rain shower(s)  slight. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,40%.,600-1000,Altocumulus translucidus at a single level.,,10.0,21.0,,,,,,
26.03.2020 02:00,22.8,759.8,760.5,-0.7,85,Wind blowing from the east-northeast,5,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,20.2,No precipitation,6,,,,
25.03.2020 23:00,22.6,760.5,761.2,1.6,85,Wind blowing from the east,5,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,20.0,,,,,,
25.03.2020 20:00,23.0,758.9,759.6,0.7,81,Wind blowing from the east,5,,,70 – 80%., ,,,,27.5,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,300-600,Altocumulus translucidus at a single level.,Cirrus spissatus  in patches or entangled sheaves  which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus, or Cirrus castellanus or floccus.,14.0,19.5,No precipitation,12,,,,
25.03.2020 17:00,26.3,758.2,758.8,-1.5,64,Wind blowing from the west,4,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,16.0,18.9,,,,,,
25.03.2020 14:00,25.5,759.7,760.4,-1.6,64,Wind blowing from the east,5,,,70 – 80%., ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,19.0,18.3,No precipitation,6,,,,
25.03.2020 11:00,23.9,761.3,761.9,0.4,71,Wind blowing from the east-northeast,6,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,17.0,18.4,,,,,,
25.03.2020 08:00,22.2,760.9,761.6,1.5,82,Wind blowing from the east,7,,,70 – 80%., ,,,21.5,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,12.0,18.9,No precipitation,12,,,,
25.03.2020 05:00,22.0,759.4,760.0,-0.9,82,Wind blowing from the east,6,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,15.0,18.7,,,,,,
25.03.2020 02:00,22.7,760.3,760.9,-0.8,77,Wind blowing from the east-southeast,6,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,20.0,18.5,No precipitation,6,,,,
24.03.2020 23:00,22.6,761.1,761.7,1.3,78,Wind blowing from the east,6,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,19.0,18.5,,,,,,
24.03.2020 20:00,23.6,759.8,760.5,0.3,71,Wind blowing from the east,4,,,10%  or less  but not 0, ,,,,27.6,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,16.0,18.1,No precipitation,12,,,,
24.03.2020 17:00,25.4,759.5,760.2,-1.1,65,Wind blowing from the west-southwest,4,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,15.0,18.4,,,,,,
24.03.2020 14:00,26.6,760.6,761.2,-1.8,58,Wind blowing from the east,4,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,40%.,600-1000,Altocumulus translucidus at a single level.,,20.0,17.7,No precipitation,6,,,,
24.03.2020 11:00,25.0,762.4,763.1,0.5,66,Wind blowing from the east,7,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,13.0,18.3,,,,,,
24.03.2020 08:00,22.6,761.9,762.6,2.0,82,Wind blowing from the east,6,,,60%., ,,,21.5,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,11.0,19.4,No precipitation,12,,,,
24.03.2020 05:00,21.9,759.9,760.6,-0.6,85,Wind blowing from the east,7,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,8.0,19.3,,,,,,
24.03.2020 02:00,22.5,760.5,761.2,-0.5,84,Wind blowing from the east,8,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,9.0,19.7,No precipitation,6,,,,
23.03.2020 23:00,23.3,761.0,761.7,1.3,85,Wind blowing from the east,8,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,9.0,20.7,,,,,,
23.03.2020 20:00,25.7,759.7,760.3,1.0,70,Wind blowing from the east-northeast,4,,,60%., ,,,,29.8,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,16.0,19.7,No precipitation,12,,,,
23.03.2020 17:00,27.8,758.7,759.3,-1.1,65,Wind blowing from the west-southwest,5,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,25.0,20.5,,,,,,
23.03.2020 14:00,28.4,759.8,760.5,-1.8,59,Wind blowing from the west-southwest,7,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,No Altocumulus  Altostratus or Nimbostratus.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,30.0,19.5,No precipitation,6,,,,
23.03.2020 11:00,26.8,761.6,762.3,0.8,70,Wind blowing from the west,4,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,No Altocumulus  Altostratus or Nimbostratus.,No Cirrus  Cirrocumulus or Cirrostratus.,15.0,20.9,,,,,,
23.03.2020 08:00,22.6,760.8,761.5,1.4,86,Wind blowing from the north-northeast,2,,,10%  or less  but not 0, ,,,21.4,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,20.2,No precipitation,12,,,,
23.03.2020 05:00,21.5,759.4,760.0,-0.2,87,Wind blowing from the south-southeast,2,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,13.0,19.2,,,,,,
23.03.2020 02:00,22.9,759.6,760.2,-0.8,84,Wind blowing from the east-northeast,3,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,8.0,20.1,No precipitation,6,,,,
22.03.2020 23:00,23.0,760.4,761.1,1.1,81,Wind blowing from the east,2,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,18.0,19.6,,,,,,
22.03.2020 20:00,24.8,759.3,760.0,0.8,77,Wind blowing from the north-east,2,,,10%  or less  but not 0, ,,,,29.4,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,10.0,20.5,No precipitation,12,,,,
22.03.2020 17:00,27.2,758.5,759.1,-1.4,67,Wind blowing from the north,3,,,10%  or less  but not 0, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,19.0,20.5,,,,,,
22.03.2020 14:00,28.1,759.9,760.5,-1.9,59,Wind blowing from the west,6,,,10%  or less  but not 0, ,,,,,Cumulus humilis or Cumulus fractus other than of bad weather  or both.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,20.0,19.3,No precipitation,6,,,,
22.03.2020 11:00,26.1,761.8,762.4,0.8,74,Wind blowing from the west,3,,,50%., ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,8.0,21.1,,,,,,
22.03.2020 08:00,23.2,761.0,761.7,2.0,89,Wind blowing from the north,2,,,60%., ,,,21.9,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,200-300,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,5.0,21.3,No precipitation,12,,,,
22.03.2020 05:00,22.3,759.0,759.6,-0.7,92,Wind blowing from the east,2,,,60%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,3.0,21.0,,,,,,
22.03.2020 02:00,22.4,759.7,760.3,-1.0,92,Wind blowing from the east,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,8.0,21.1,No precipitation,6,,,,
21.03.2020 23:00,23.4,760.7,761.3,0.3,85,Wind blowing from the east-northeast,5,,,60%., ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,12.0,20.8,,,,,,
