Local time in Leting,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,9.7,769.7,770.6,-0.2,10,Wind blowing from the north-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,10.7,,,,,,30.0,-20.5,No precipitation,12,,,,
27.03.2020 08:00,6.0,769.9,770.8,0.6,22,Wind blowing from the north-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,,,,,,,30.0,-14.1,No precipitation,12,,,,
27.03.2020 05:00,3.2,769.3,770.2,0.5,31,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,,,3.2,10.8,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
27.03.2020 02:00,4.3,768.8,769.7,0.2,44,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.8,,,2500 or more  or no clouds.,,,30.0,-6.9,0.3,12,,,,
26.03.2020 23:00,4.9,768.6,769.5,1.0,93,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,,,4.9,10.8,,,2500 or more  or no clouds.,,,18.0,3.9,0.9,12,,,,
26.03.2020 20:00,5.3,767.6,768.5,1.7,91,Wind blowing from the south,1,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,10.8,,,1500-2000,,,24.0,4.0,1.0,12,,,,
26.03.2020 17:00,6.4,765.9,766.8,,77,Wind blowing from the east,3,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,15.4,,,1500-2000,,,30.0,2.7,0.9,6,,,,
26.03.2020 14:00,6.9,765.9,766.8,1.7,78,Wind blowing from the north-east,3,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,,,,1500-2000,,,30.0,3.3,0.7,12,,,,
26.03.2020 11:00,10.7,764.2,765.1,,59,Wind blowing from the north-northeast,5,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,1500-2000,,,18.0,3.0,0.1,6,,,,
26.03.2020 08:00,8.6,762.4,763.3,2.4,98,Wind blowing from the east-northeast,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,1500-2000,,,2.7,8.3,Trace of precipitation,12,,,,
26.03.2020 05:00,9.6,760.0,760.9,,85,Wind blowing from the east-northeast,3,,7,, ,,,9.6,20.5,,,,,,17.0,7.2,No precipitation,6,,,,
26.03.2020 02:00,10.4,758.8,759.7,0.7,86,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,20.5,,,2500 or more  or no clouds.,,,13.0,8.2,No precipitation,12,,,,
25.03.2020 23:00,10.0,758.1,759.0,,80,Wind blowing from the east,3,,8,, ,,,9.6,20.5,,,,,,19.0,6.7,No precipitation,6,,,,
25.03.2020 20:00,10.1,757.9,758.8,,64,Wind blowing from the east,4,,8,no clouds, ,,,10.0,20.5,,,,,,16.0,3.6,No precipitation,6,,,,
25.03.2020 17:00,15.5,757.3,758.2,,44,Wind blowing from the east-southeast,4,,8,60%., ,,,10.0,20.5,,,2500 or more  or no clouds.,,,22.0,3.3,No precipitation,6,,,,
25.03.2020 14:00,20.1,757.9,758.8,-1.3,34,Wind blowing from the south-east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,20.3,,,2500 or more  or no clouds.,,,18.0,3.8,Trace of precipitation,12,,,,
25.03.2020 11:00,16.3,759.2,760.1,,45,Wind blowing from the south,3,,6,40%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,20.0,,,1000-1500,,,23.0,4.4,No precipitation,6,,,,
25.03.2020 08:00,11.7,759.0,759.9,0.8,59,Wind blowing from the south-southwest,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,1500-2000,,,17.0,4.0,No precipitation,12,,,,
25.03.2020 05:00,10.2,758.2,759.1,,63,Wind blowing from the south,2,,7,, ,,,6.7,20.0,,,,,,30.0,3.5,No precipitation,6,,,,
25.03.2020 02:00,11.4,758.9,759.8,-0.8,58,Wind blowing from the south,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,20.0,,,2500 or more  or no clouds.,,,30.0,3.4,No precipitation,12,,,,
24.03.2020 23:00,10.8,759.7,760.6,,66,Wind blowing from the east-southeast,2,,7,, ,,,6.5,20.0,,,,,,8.0,4.7,No precipitation,6,,,,
24.03.2020 20:00,12.2,760.0,760.9,0.0,63,Wind blowing from the east,2,,7,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,20.0,,,2500 or more  or no clouds.,,,6.0,5.4,No precipitation,12,,,,
24.03.2020 17:00,15.2,760.0,760.9,,53,Wind blowing from the south-east,2,,,70 – 80%., ,,,6.5,20.0,,,2500 or more  or no clouds.,,,9.0,5.7,No precipitation,6,,,,
24.03.2020 14:00,19.1,761.0,761.9,,35,Wind blowing from the south-southwest,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,19.3,,,2500 or more  or no clouds.,,,16.0,3.3,No precipitation,12,,,,
24.03.2020 11:00,14.8,763.3,764.2,,37,Wind blowing from the east-southeast,3,,7,60%., ,,,6.5,15.5,,,2500 or more  or no clouds.,,,23.0,0.3,No precipitation,6,,,,
24.03.2020 08:00,8.9,764.1,765.0,,52,Wind blowing from the east,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,,,,2500 or more  or no clouds.,,,24.0,-0.4,No precipitation,12,,,,
24.03.2020 05:00,7.4,763.6,764.5,,45,Wind blowing from the east,4,,8,, ,,,6.5,15.7,,,,,,30.0,-4.0,No precipitation,6,,,,
24.03.2020 02:00,7.3,764.5,765.4,-0.4,39,Wind blowing from the east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,15.7,,,2500 or more  or no clouds.,,,30.0,-5.7,No precipitation,12,,,,
23.03.2020 23:00,6.6,764.9,765.8,,51,Wind blowing from the east-northeast,3,,10,, ,,,6.6,15.7,,,,,,30.0,-2.8,No precipitation,6,,,,
23.03.2020 20:00,7.7,765.1,766.0,,50,Wind blowing from the east-northeast,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.7,,,,,,30.0,-2.3,No precipitation,12,,,,
23.03.2020 17:00,11.5,764.4,765.3,,28,Wind blowing from the east-southeast,5,,12,no clouds, ,,,8.2,18.0,,,,,,30.0,-6.4,No precipitation,6,,,,
23.03.2020 14:00,13.8,765.2,766.1,-1.3,23,Wind blowing from the east-southeast,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,18.8,,,,,,30.0,-7.0,No precipitation,12,,,,
23.03.2020 11:00,14.6,766.5,767.4,,24,Wind blowing from the east-southeast,6,,12,no clouds, ,,,8.2,19.1,,,,,,30.0,-5.7,No precipitation,6,,,,
23.03.2020 08:00,12.3,765.1,766.0,,34,Wind blowing from the east,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,26.0,-3.1,No precipitation,12,,,,
23.03.2020 05:00,8.2,763.2,764.1,,55,Wind blowing from the north-east,1,,8,, ,,,3.1,19.1,,,,,,16.0,-0.3,No precipitation,6,,,,
23.03.2020 02:00,11.6,762.9,763.8,,45,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,19.1,,,2500 or more  or no clouds.,,,17.0,0.1,No precipitation,12,,,,
22.03.2020 23:00,10.7,762.4,763.3,,57,Wind blowing from the west,2,,11,, ,,,3.1,19.1,,,,,,17.0,2.5,No precipitation,6,,,,
22.03.2020 20:00,12.1,761.2,762.1,,53,Wind blowing from the south-west,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,19.1,,,,,,17.0,2.6,No precipitation,12,,,,
22.03.2020 17:00,17.9,760.0,760.9,,23,Wind blowing from the west,4,,11,no clouds, ,,,3.1,19.1,,,,,,30.0,-3.5,No precipitation,6,,,,
22.03.2020 14:00,18.1,761.5,762.4,-2.6,24,Wind blowing from the west-southwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,19.1,,,,,,30.0,-2.8,No precipitation,12,,,,
22.03.2020 11:00,15.2,764.1,765.0,,29,Wind blowing from the west,4,,9,no clouds, ,,,3.1,15.4,,,,,,30.0,-2.7,No precipitation,6,,,,
22.03.2020 08:00,7.2,764.8,765.7,1.2,65,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,12.9,,,,,,15.0,0.9,No precipitation,12,,,,
22.03.2020 05:00,4.5,763.6,764.5,,73,Wind blowing from the west,2,,,, ,,,,,,,,,,19.0,0.1,,,,,,
22.03.2020 02:00,3.4,763.6,764.5,0.2,80,Wind blowing from the west-northwest,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,12.9,,,2500 or more  or no clouds.,,,23.0,0.3,No precipitation,12,,,,
21.03.2020 23:00,5.2,763.4,764.3,,71,Wind blowing from the north-east,1,,15,, ,,,5.0,12.9,,,,,,30.0,0.4,No precipitation,6,,,,
21.03.2020 20:00,6.7,762.0,762.9,,64,Wind blowing from the east,2,,16,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,15.2,,,2500 or more  or no clouds.,,,30.0,0.4,No precipitation,12,,,,
21.03.2020 17:00,9.7,760.1,761.0,,45,Wind blowing from the east,4,,16,70 – 80%., ,,,7.8,,,,2500 or more  or no clouds.,,,30.0,-1.7,No precipitation,6,,,,
21.03.2020 14:00,12.2,759.4,760.3,-0.7,22,Wind blowing from the east,7,,16,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
21.03.2020 11:00,11.4,760.1,761.0,,20,Wind blowing from the east,8,,16,70 – 80%., ,,,7.8,,,,1500-2000,,,30.0,-10.8,No precipitation,6,,,,
21.03.2020 08:00,9.5,758.7,759.6,,39,Wind blowing from the east,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,21.6,,,,,,25.0,-3.8,No precipitation,12,,,,
21.03.2020 05:00,8.6,757.3,758.2,,47,Wind blowing from the east,5,,13,, ,,,8.6,21.6,,,,,,28.0,-2.1,No precipitation,6,,,,
21.03.2020 02:00,8.7,757.6,758.5,1.1,62,Wind blowing from the east-southeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,21.6,,,2500 or more  or no clouds.,,,12.0,1.8,No precipitation,12,,,,
20.03.2020 23:00,11.0,756.5,757.4,,55,Wind blowing from the east,3,,10,, ,,,7.3,21.6,,,,,,14.0,2.3,No precipitation,6,,,,
20.03.2020 20:00,14.7,753.5,754.4,2.2,46,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,21.6,,,,,,8.0,3.2,No precipitation,12,,,,
20.03.2020 17:00,21.3,751.3,752.2,,22,Wind blowing from the west,2,,8,no clouds, ,,,7.3,21.6,,,,,,21.0,-1.3,No precipitation,6,,,,
20.03.2020 14:00,18.4,751.6,752.5,-1.5,30,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,18.7,,,,,,23.0,0.5,No precipitation,12,,,,
20.03.2020 11:00,12.4,753.1,754.0,,43,Wind blowing from the south-west,4,,8,, ,,,7.3,16.2,,,,,,25.0,0.2,No precipitation,6,,,,
20.03.2020 08:00,10.2,754.3,755.2,-0.6,46,Wind blowing from the south-southwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,1500-2000,,,29.0,-0.9,No precipitation,12,,,,
20.03.2020 05:00,9.0,754.9,755.8,,40,Wind blowing from the south-southwest,3,,8,, ,,,5.6,16.2,,,,,,30.0,-3.9,No precipitation,6,,,,
20.03.2020 02:00,8.4,757.1,758.0,,46,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,16.2,,,2500 or more  or no clouds.,,,30.0,-2.8,No precipitation,12,,,,
19.03.2020 23:00,8.0,758.8,759.7,,49,Wind blowing from the south-west,2,,13,, ,,,5.6,16.2,,,,,,30.0,-2.1,No precipitation,6,,,,
19.03.2020 20:00,10.7,758.8,759.7,,18,Wind blowing from the west-southwest,2,,13,no clouds, ,,,5.6,20.4,,,,,,29.0,-12.7,No precipitation,6,,,,
19.03.2020 17:00,15.1,757.6,758.5,,10,Wind blowing from the west,5,,,no clouds, ,,,5.6,23.4,,,,,,30.0,-16.3,No precipitation,6,,,,
19.03.2020 14:00,15.4,758.1,759.0,,10,Wind blowing from the west-northwest,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,23.9,,,,,,30.0,-16.1,No precipitation,12,,,,
19.03.2020 11:00,12.9,759.1,760.0,,14,Wind blowing from the north-west,5,,12,no clouds, ,,,5.6,,,,,,,30.0,-14.0,No precipitation,6,,,,
19.03.2020 08:00,9.7,758.4,759.3,1.6,19,Wind blowing from the north-west,5,,21,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,23.9,,,,,,30.0,-12.8,No precipitation,12,,,,
19.03.2020 05:00,5.7,756.8,757.7,,34,Wind blowing from the west,2,,21,, ,,,5.6,23.9,,,,,,30.0,-8.9,No precipitation,6,,,,
19.03.2020 02:00,9.1,757.5,758.4,2.0,25,Wind blowing from the west-northwest,5,,21,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,23.9,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,12,,,,
