Local time in Tonghua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,2.8,743.2,763.9,,69,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,11.9,,,2500 or more  or no clouds.,,,30.0,-2.4,No precipitation,12,,,,
25.03.2020 20:00,8.3,742.9,763.8,0.8,53,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,11.9,,,1000-1500,,,9.0,-0.9,No precipitation,12,,,,
25.03.2020 17:00,11.2,742.1,762.9,,41,Wind blowing from the west,1,,3,90  or more  but not 100%, ,,,0.9,13.4,,,1000-1500,,,8.0,-1.8,No precipitation,6,,,,
25.03.2020 14:00,10.6,742.7,763.6,-1.5,42,Wind blowing from the south-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,14.3,,,1000-1500,,,10.0,-2.0,Trace of precipitation,12,,,,
25.03.2020 11:00,8.8,744.2,765.1,,41,Wind blowing from the north-east,1,,5,90  or more  but not 100%, ,,,0.9,14.3,,,1000-1500,,,13.0,-3.7,No precipitation,6,,,,
25.03.2020 08:00,3.6,745.0,765.9,0.3,62,Wind blowing from the west-southwest,1,,7,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,14.3,,,1000-1500,,,7.0,-3.1,Trace of precipitation,12,,,,
25.03.2020 05:00,1.1,744.7,765.4,,72,Wind blowing from the north-east,1,,7,, ,,,-3.1,14.3,,,,,,29.0,-3.5,No precipitation,6,,,,
25.03.2020 02:00,1.2,744.5,765.3,,67,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,14.3,,,2500 or more  or no clouds.,,,15.0,-4.4,No precipitation,12,,,,
24.03.2020 20:00,6.6,743.8,764.8,,42,Wind blowing from the north-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,14.3,,,,,,19.0,-5.6,No precipitation,12,,,,
24.03.2020 14:00,13.6,743.8,764.6,-2.6,18,Wind blowing from the south-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,14.0,,,2500 or more  or no clouds.,,,25.0,-10.2,No precipitation,12,,,,
24.03.2020 11:00,10.1,746.4,767.3,,29,Wind blowing from the south-west,1,,6,no clouds, ,,,-3.1,12.2,,,,,,21.0,-7.1,No precipitation,6,,,,
24.03.2020 08:00,2.0,747.2,768.4,,68,Wind blowing from the south,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,12.2,,,,,,11.0,-3.4,No precipitation,12,,,,
24.03.2020 05:00,-2.9,746.6,767.7,,85,Wind blowing from the east-northeast,0,,6,, ,,,-2.9,12.2,,,,,,23.0,-5.1,No precipitation,6,,,,
24.03.2020 02:00,-0.5,746.2,767.2,,73,Wind blowing from the north-northeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.2,,,2500 or more  or no clouds.,,,22.0,-4.8,No precipitation,12,,,,
23.03.2020 20:00,4.6,744.4,765.4,0.9,46,Wind blowing from the north-northeast,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.2,,,,,,30.0,-6.2,No precipitation,12,,,,
23.03.2020 17:00,10.1,743.5,764.4,,24,Wind blowing from the north,3,,11,10%  or less  but not 0, ,,,-0.6,12.2,,,600-1000,,,29.0,-9.5,No precipitation,6,,,,
23.03.2020 14:00,10.9,743.2,764.0,-0.9,26,Wind blowing from the north-northeast,2,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.2,,,600-1000,,,29.0,-7.8,No precipitation,12,,,,
23.03.2020 11:00,8.9,744.1,765.1,,45,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,-0.6,11.6,,,600-1000,,,21.0,-2.6,No precipitation,6,,,,
23.03.2020 08:00,4.3,744.3,765.3,,64,Wind blowing from the south-southeast,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,11.6,,,600-1000,,,8.0,-2.0,No precipitation,12,,,,
23.03.2020 05:00,0.5,742.9,763.7,,77,Wind blowing from the east-southeast,1,,,, ,,,-4.9,11.6,,,,,,16.0,-3.1,No precipitation,6,,,,
23.03.2020 02:00,0.9,741.9,762.7,,73,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,11.6,,,2500 or more  or no clouds.,,,27.0,-3.5,No precipitation,12,,,,
22.03.2020 20:00,4.3,741.6,762.7,1.7,48,Wind blowing from the north-northeast,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,11.6,,,1000-1500,,,30.0,-5.9,No precipitation,12,,,,
22.03.2020 17:00,9.6,739.9,760.9,,24,Wind blowing from the west-southwest,2,,8,50%., ,,,-4.9,11.6,,,1000-1500,,,30.0,-9.9,No precipitation,6,,,,
22.03.2020 14:00,9.4,740.6,761.6,-1.9,25,Wind blowing from the south-southwest,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,10.2,,,1000-1500,,,30.0,-9.6,No precipitation,12,,,,
22.03.2020 11:00,5.8,742.5,763.6,,66,Wind blowing from the south-west,2,,4,60%., ,,,-4.9,8.4,,,600-1000,,,13.0,-0.2,No precipitation,6,,,,
22.03.2020 08:00,-2.3,743.6,765.0,1.0,100,Wind blowing from the west-southwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,,,,1000-1500,,,4.6,-2.3,No precipitation,12,,,,
22.03.2020 05:00,-4.6,742.6,763.9,,97,Calm  no wind,0,,,, ,,,-4.7,8.4,,,,,,30.0,-5.0,No precipitation,6,,,,
22.03.2020 02:00,-3.3,742.1,763.2,,96,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,8.4,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,12,,,,
21.03.2020 20:00,0.3,740.8,762.0,,84,Wind blowing from the north-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,8.4,,,,,,25.0,-2.2,No precipitation,12,,,,
21.03.2020 17:00,4.7,739.6,760.6,,58,Wind blowing from the west-southwest,3,,9,no clouds, ,,,-2.7,8.4,,,,,,30.0,-3.0,No precipitation,6,,,,
21.03.2020 14:00,8.0,739.1,760.0,-0.8,32,Wind blowing from the west-southwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,8.4,,,1000-1500,,,30.0,-8.0,No precipitation,12,,,,
21.03.2020 11:00,6.9,739.9,760.8,,63,Wind blowing from the south,1,,6,90  or more  but not 100%, ,,,-2.7,7.2,,,1000-1500,,,19.0,0.3,No precipitation,6,,,,
21.03.2020 08:00,2.1,739.9,760.9,0.9,83,Wind blowing from the south,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,7.2,,,2500 or more  or no clouds.,,,10.0,-0.6,No precipitation,12,,,,
21.03.2020 05:00,-1.9,739.0,760.0,,93,Calm  no wind,0,,,, ,,,-2.6,7.2,,,,,,30.0,-2.9,No precipitation,6,,,,
21.03.2020 02:00,-0.5,738.2,759.1,,88,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,7.2,,,2500 or more  or no clouds.,,,27.0,-2.3,No precipitation,12,,,,
20.03.2020 20:00,2.5,736.1,757.0,,73,Wind blowing from the north,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,7.2,,,2500 or more  or no clouds.,,,30.0,-1.9,No precipitation,12,,,,
20.03.2020 17:00,6.7,735.0,755.8,,55,Wind blowing from the north-northeast,0,,4,100%., ,,,-2.6,7.2,,,2500 or more  or no clouds.,,,23.0,-1.9,No precipitation,6,,,,
20.03.2020 14:00,6.2,735.5,756.3,-2.6,57,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,6.2,,,2500 or more  or no clouds.,,,29.0,-1.8,No precipitation,12,,,,
20.03.2020 11:00,4.9,738.1,758.9,,62,Wind blowing from the south-east,2,,6,100%., ,,,-2.6,5.3,,,2500 or more  or no clouds.,,,30.0,-1.9,No precipitation,6,,,,
20.03.2020 08:00,0.8,739.0,760.1,0.1,82,Wind blowing from the south,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,5.3,,,2500 or more  or no clouds.,,,8.0,-2.0,No precipitation,12,,,,
20.03.2020 05:00,-2.5,738.9,760.0,,93,Wind blowing from the east,1,,8,, ,,,-2.5,5.3,,,,,,30.0,-3.5,No precipitation,6,,,,
20.03.2020 02:00,1.3,738.0,758.9,,73,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,5.8,,,2500 or more  or no clouds.,,,30.0,-3.1,No precipitation,12,,,,
19.03.2020 20:00,1.7,735.2,756.1,,90,Wind blowing from the south-west,4,,9,40%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,0.3,8.2,,,1000-1500,,,29.0,0.2,Trace of precipitation,6,,,,
19.03.2020 17:00,4.9,731.9,752.5,,53,Wind blowing from the west-southwest,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,,,,1000-1500,,,30.0,-4.0,No precipitation,6,,,,
19.03.2020 14:00,3.9,730.5,751.0,,69,Wind blowing from the south-west,4,,10,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,0.3,,,,1000-1500,,,30.0,-1.4,10.0,12,,,,
19.03.2020 11:00,1.6,730.0,750.7,,97,Wind blowing from the west-southwest,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,,,,1000-1500,,,7.0,1.2,9.0,6,,,,
19.03.2020 08:00,0.8,728.2,748.8,,96,Wind blowing from the south-east,1,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,15.3,,,2500 or more  or no clouds.,,,3.6,0.2,8.0,12,,,,
19.03.2020 05:00,3.8,727.3,747.4,,94,Wind blowing from the north,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,-3.4,15.3,,,,,,4.0,2.9,2.0,6,,,,
19.03.2020 02:00,5.4,729.1,749.2,,61,Wind blowing from the east-northeast,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,15.3,,,2500 or more  or no clouds.,,,19.0,-1.7,No precipitation,12,,,,
18.03.2020 20:00,7.1,732.1,752.8,-0.3,40,Wind blowing from the north-east,1,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,15.3,,,,,,24.0,-5.8,No precipitation,12,,,,
18.03.2020 17:00,13.3,732.4,752.9,,27,Wind blowing from the south-southwest,3,,15,no clouds, ,,,-3.4,15.3,,,,,,20.0,-5.2,No precipitation,6,,,,
18.03.2020 14:00,15.3,733.2,753.7,-3.1,26,Wind blowing from the south-west,7,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,15.3,,,2500 or more  or no clouds.,,,19.0,-4.0,No precipitation,12,,,,
18.03.2020 11:00,8.9,736.3,757.0,,43,Wind blowing from the north-east,1,,5,70 – 80%., ,,,-3.4,8.9,,,2500 or more  or no clouds.,,,13.0,-3.2,No precipitation,6,,,,
18.03.2020 08:00,0.0,738.9,760.0,-0.7,90,Wind blowing from the east-southeast,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,8.6,,,,,,3.0,-1.5,No precipitation,12,,,,
18.03.2020 05:00,-3.1,739.6,760.6,,98,Wind blowing from the north,2,,5,, ,,,-3.4,8.6,,,,,,14.0,-3.4,No precipitation,6,,,,
18.03.2020 02:00,-1.9,739.8,760.8,,98,Wind blowing from the north-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,8.6,,,2500 or more  or no clouds.,,,14.0,-2.2,No precipitation,12,,,,
17.03.2020 20:00,2.4,739.5,760.6,1.4,78,Wind blowing from the north,1,,10,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,8.6,,,2500 or more  or no clouds.,,,30.0,-1.1,Trace of precipitation,12,,,,
17.03.2020 17:00,6.6,738.1,759.0,,61,Wind blowing from the south,2,,10,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,8.6,,,1000-1500,,,21.0,-0.5,No precipitation,6,,,,
17.03.2020 14:00,7.2,737.2,758.0,-1.5,53,Wind blowing from the west-southwest,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,7.9,,,1000-1500,,,25.0,-1.9,No precipitation,12,,,,
17.03.2020 11:00,4.4,738.7,759.7,,61,Wind blowing from the south-southwest,5,,,100%., ,,,-0.9,6.5,,,2500 or more  or no clouds.,,,25.0,-2.6,No precipitation,6,,,,
17.03.2020 08:00,0.1,739.5,760.6,,62,Wind blowing from the south-southwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,6.5,,,1000-1500,,,14.0,-6.4,No precipitation,12,,,,
17.03.2020 05:00,-0.7,739.7,760.7,,67,Wind blowing from the west-southwest,0,,8,, ,,,-10.2,6.5,,,,,,30.0,-6.2,No precipitation,6,,,,
