Local time in Macheng,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,18.7,748.9,755.5,,100,Wind blowing from the east,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,21.6,,,2500 or more  or no clouds.,,,3.3,18.7,0.3,12,,,,
25.03.2020 20:00,19.8,749.2,755.8,0.3,100,Wind blowing from the north-northwest,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,21.6,,,2500 or more  or no clouds.,,,8.0,19.8,4.0,12,,,,
25.03.2020 17:00,21.1,748.9,755.5,,90,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,9.0,19.4,,,,,,
25.03.2020 14:00,19.0,749.3,755.9,,100,Wind blowing from the south-east,4,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,,,,2500 or more  or no clouds.,,,3.6,19.0,4.0,12,,,,
25.03.2020 08:00,20.2,750.6,757.2,-0.3,75,Wind blowing from the south-southeast,4,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,15.0,15.6,Trace of precipitation,12,,,,
25.03.2020 05:00,19.0,750.9,757.5,,79,Wind blowing from the south-southeast,3,,5,,Rain (not freezing) not falling as shower(s). ,,,14.0,23.8,,,,,,12.0,15.3,No precipitation,6,,,,
25.03.2020 02:00,18.6,752.1,758.7,,80,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,23.8,,,2500 or more  or no clouds.,,,9.0,15.1,No precipitation,12,,,,
24.03.2020 20:00,19.9,752.7,759.4,0.7,77,Wind blowing from the west,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,23.8,,,2500 or more  or no clouds.,,,6.0,15.8,No precipitation,12,,,,
24.03.2020 17:00,23.3,752.0,758.6,,61,Wind blowing from the south-southwest,4,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,11.0,15.4,,,,,,
24.03.2020 14:00,23.2,753.7,760.3,,57,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,25.0,,,2500 or more  or no clouds.,,,13.0,14.2,No precipitation,12,,,,
24.03.2020 11:00,20.6,755.7,762.4,,60,Wind blowing from the south,3,,4,100%., ,,,14.0,25.0,,,2500 or more  or no clouds.,,,8.0,12.6,No precipitation,6,,,,
24.03.2020 08:00,15.0,755.7,762.4,,100,Wind blowing from the south-west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,25.0,,,2500 or more  or no clouds.,,,3.2,15.0,No precipitation,12,,,,
24.03.2020 05:00,15.1,754.9,761.6,,98,Wind blowing from the north-northeast,2,,5,,Mist. ,,,13.7,25.0,,,,,,3.2,14.8,No precipitation,6,,,,
24.03.2020 02:00,16.4,755.5,762.1,,89,Wind blowing from the north,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,25.0,,,2500 or more  or no clouds.,,,3.7,14.6,No precipitation,12,,,,
23.03.2020 20:00,20.7,755.3,762.0,,67,Wind blowing from the west,2,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,25.0,,,2500 or more  or no clouds.,,,5.0,14.4,No precipitation,12,,,,
23.03.2020 17:00,24.1,754.4,761.1,,52,Wind blowing from the south-west,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,10.0,13.6,,,,,,
23.03.2020 14:00,24.5,755.2,761.8,-1.8,52,Wind blowing from the west-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,24.6,,,2500 or more  or no clouds.,,,10.0,14.0,No precipitation,12,,,,
23.03.2020 11:00,21.0,757.0,763.7,,56,Wind blowing from the north-northwest,2,,5,50%., ,,,13.7,23.0,,,2500 or more  or no clouds.,,,10.0,11.9,No precipitation,6,,,,
23.03.2020 08:00,14.9,757.0,763.7,,74,Wind blowing from the north-northwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,2500 or more  or no clouds.,,,8.0,10.3,No precipitation,12,,,,
23.03.2020 05:00,13.9,755.7,762.4,,75,Wind blowing from the north,3,,,, ,,,,,,,,,,9.0,9.5,,,,,,
23.03.2020 02:00,14.8,756.1,762.8,,74,Wind blowing from the north-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,23.0,,,2500 or more  or no clouds.,,,9.0,10.2,No precipitation,12,,,,
22.03.2020 20:00,17.2,755.5,762.1,2.0,69,Wind blowing from the north,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,23.0,,,2500 or more  or no clouds.,,,8.0,11.5,No precipitation,12,,,,
22.03.2020 17:00,20.3,753.5,760.2,,63,Wind blowing from the north,6,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,23.0,,,,,,6.0,13.0,No precipitation,6,,,,
22.03.2020 14:00,21.9,754.1,760.8,-1.2,63,Wind blowing from the north,4,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,22.1,,,2500 or more  or no clouds.,,,4.5,14.5,0.1,12,,,,
22.03.2020 11:00,20.0,755.3,762.0,,67,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,,,,2500 or more  or no clouds.,,,3.2,13.7,No precipitation,6,,,,
22.03.2020 08:00,18.9,753.5,760.2,2.2,86,Wind blowing from the north,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,,,,2500 or more  or no clouds.,,,6.0,16.5,0.1,12,,,,
22.03.2020 05:00,17.4,751.3,757.9,,90,Wind blowing from the north-northeast,2,,7,, ,,,12.8,,,,,,,15.0,15.7,0.1,6,,,,
22.03.2020 02:00,17.1,751.2,757.8,,100,Wind blowing from the north-west,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,25.5,,,2500 or more  or no clouds.,,,6.0,17.1,2.0,12,,,,
21.03.2020 20:00,19.3,749.4,756.1,,91,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,25.5,,,2500 or more  or no clouds.,,,8.0,17.8,2.0,12,,,,
21.03.2020 17:00,19.8,748.0,754.7,,82,Wind blowing from the north-east,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,25.9,,,2500 or more  or no clouds.,,,8.0,16.6,2.0,6,,,,
21.03.2020 14:00,21.6,748.6,755.2,,69,Wind blowing from the south,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,26.6,,,2500 or more  or no clouds.,,,13.0,15.7,0.2,12,,,,
21.03.2020 11:00,24.9,750.7,757.3,,44,Wind blowing from the south-southeast,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,22.0,11.8,,,,,,
21.03.2020 08:00,15.8,751.0,757.7,,66,Wind blowing from the north,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,26.6,,,2500 or more  or no clouds.,,,11.0,9.5,No precipitation,12,,,,
21.03.2020 05:00,13.1,750.2,756.8,,74,Wind blowing from the north-east,1,,,, ,,,,,,,,,,11.0,8.6,,,,,,
21.03.2020 02:00,15.1,751.0,757.6,,65,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,26.6,,,2500 or more  or no clouds.,,,11.0,8.6,No precipitation,12,,,,
20.03.2020 20:00,21.7,750.7,757.4,0.2,39,Wind blowing from the south,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,26.6,,,,,,13.0,7.2,No precipitation,12,,,,
20.03.2020 17:00,25.9,750.5,757.2,,29,Wind blowing from the south,4,,,no clouds, ,,,,,,,,,,21.0,6.5,,,,,,
20.03.2020 14:00,26.1,752.3,759.0,-2.2,33,Wind blowing from the south-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,26.2,,,,,,15.0,8.6,No precipitation,12,,,,
20.03.2020 11:00,23.4,754.5,761.2,,37,Wind blowing from the south-southwest,5,,8,no clouds, ,,,8.7,25.8,,,,,,17.0,7.9,No precipitation,6,,,,
20.03.2020 08:00,12.4,754.3,761.1,,60,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,25.8,,,,,,11.0,4.9,No precipitation,12,,,,
20.03.2020 05:00,10.0,754.2,760.9,,66,Wind blowing from the north-east,2,,,, ,,,,,,,,,,13.0,3.9,,,,,,
20.03.2020 02:00,11.6,754.9,761.6,,61,Wind blowing from the north-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,25.8,,,2500 or more  or no clouds.,,,12.0,4.3,No precipitation,12,,,,
19.03.2020 20:00,18.1,754.9,761.7,,24,Wind blowing from the north,3,,8,no clouds, ,,,8.7,25.8,,,,,,12.0,-2.8,No precipitation,6,,,,
19.03.2020 17:00,24.9,753.6,760.3,,15,Wind blowing from the north-northeast,3,,,no clouds, ,,,,,,,,,,13.0,-3.5,,,,,,
19.03.2020 14:00,24.4,754.9,761.5,,29,Wind blowing from the south-west,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,24.8,,,2500 or more  or no clouds.,,,16.0,5.2,No precipitation,12,,,,
19.03.2020 11:00,21.4,756.1,762.8,,39,Wind blowing from the north,2,,5,50%., ,,,8.7,23.7,,,2500 or more  or no clouds.,,,17.0,6.9,No precipitation,6,,,,
19.03.2020 08:00,12.1,755.6,762.4,2.1,78,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.7,,,2500 or more  or no clouds.,,,8.0,8.4,No precipitation,12,,,,
19.03.2020 05:00,9.9,753.5,760.2,,93,Wind blowing from the south-southeast,0,,5,,Mist. ,,,8.9,23.7,,,,,,6.0,8.8,No precipitation,6,,,,
19.03.2020 02:00,11.8,754.0,760.6,,79,Wind blowing from the east,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,23.7,,,2500 or more  or no clouds.,,,7.0,8.3,No precipitation,12,,,,
18.03.2020 20:00,18.4,752.7,759.4,,46,Wind blowing from the south-southeast,2,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,23.7,,,2500 or more  or no clouds.,,,9.0,6.6,No precipitation,12,,,,
18.03.2020 17:00,23.2,751.9,758.6,,32,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,15.0,5.6,,,,,,
18.03.2020 14:00,23.0,753.6,760.3,,35,Wind blowing from the south-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,23.5,,,,,,12.0,6.7,No precipitation,12,,,,
18.03.2020 11:00,19.9,756.0,762.7,,52,Wind blowing from the south-southwest,4,,,no clouds, ,,,,,,,,,,7.0,9.8,,,,,,
18.03.2020 08:00,11.4,756.4,763.2,0.5,86,Wind blowing from the north,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,23.5,,,,,,7.0,9.1,No precipitation,12,,,,
18.03.2020 05:00,11.1,755.9,762.7,,74,Wind blowing from the south-east,2,,,, ,,,,,,,,,,9.0,6.6,,,,,,
18.03.2020 02:00,12.0,756.2,763.0,,70,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,23.5,,,2500 or more  or no clouds.,,,9.0,6.7,No precipitation,12,,,,
17.03.2020 20:00,17.7,756.5,763.3,1.2,44,Wind blowing from the south-southwest,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,23.5,,,2500 or more  or no clouds.,,,11.0,5.3,No precipitation,12,,,,
17.03.2020 17:00,22.8,755.3,762.1,,27,Wind blowing from the south-southwest,3,,,40%., ,,,,,,,2500 or more  or no clouds.,,,18.0,2.8,,,,,,
17.03.2020 14:00,22.2,757.0,763.7,-2.1,31,Wind blowing from the south-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,22.6,,,2500 or more  or no clouds.,,,16.0,4.3,No precipitation,12,,,,
17.03.2020 11:00,18.2,759.1,765.9,,49,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,9.0,7.3,,,,,,
17.03.2020 08:00,10.5,759.2,766.0,,84,Wind blowing from the north,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,21.1,,,2500 or more  or no clouds.,,,11.0,7.9,No precipitation,12,,,,
17.03.2020 05:00,8.7,758.2,765.0,,99,Wind blowing from the north,1,,3,,Mist. ,,,8.7,21.1,,,,,,5.0,8.6,No precipitation,6,,,,
17.03.2020 02:00,11.1,758.5,765.3,,78,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,21.1,,,2500 or more  or no clouds.,,,8.0,7.4,No precipitation,12,,,,
16.03.2020 20:00,16.2,759.1,765.9,,53,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,21.1,,,2500 or more  or no clouds.,,,8.0,6.6,No precipitation,12,,,,
16.03.2020 17:00,17.9,758.0,764.8,,44,Wind blowing from the north-west,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,5.5,,,,,,
16.03.2020 14:00,19.5,758.2,764.9,-0.9,39,Wind blowing from the west-southwest,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,21.5,,,2500 or more  or no clouds.,,,16.0,5.2,No precipitation,12,,,,
