Local time in Zhangwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,6.0,760.0,767.5,-0.7,26,Wind blowing from the north-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,6.0,,,,,,30.0,-12.1,No precipitation,12,,,,
27.03.2020 08:00,0.8,760.7,768.4,0.0,36,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.7,,,,,,30.0,-12.6,No precipitation,12,,,,
27.03.2020 05:00,-4.4,760.7,768.4,-0.2,72,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,,,-4.4,9.0,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
27.03.2020 02:00,-2.0,760.9,768.6,-0.2,61,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.0,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
26.03.2020 23:00,1.2,761.1,768.7,1.1,60,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,,,0.1,9.0,,,2500 or more  or no clouds.,,,30.0,-5.9,No precipitation,12,,,,
26.03.2020 20:00,2.6,760.0,767.6,0.9,87,Wind blowing from the south-southeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,,,,26.0,0.7,3.0,12,,,,
26.03.2020 17:00,4.4,759.1,766.6,,79,Wind blowing from the south,2,,12,100%., ,,,1.3,14.8,,,1000-1500,,,16.0,1.1,No precipitation,6,,,,
26.03.2020 14:00,3.8,759.2,766.7,-0.8,79,Wind blowing from the south,1,,12,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.3,15.6,,,1000-1500,,,30.0,0.5,4.0,12,,,,
26.03.2020 11:00,2.1,760.0,767.5,,90,Wind blowing from the east-northeast,3,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.3,15.6,,,1000-1500,,,24.0,0.6,4.0,6,,,,
26.03.2020 08:00,3.1,759.1,766.6,4.0,87,Wind blowing from the north,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.6,,,1000-1500,,,17.0,1.1,0.8,12,,,,
26.03.2020 05:00,8.6,755.1,762.4,,66,Wind blowing from the north-west,3,,,, ,,,7.8,15.6,,,,,,30.0,2.6,0.1,6,,,,
26.03.2020 02:00,7.9,752.6,759.9,0.6,60,Wind blowing from the south-southwest,5,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,15.6,,,2500 or more  or no clouds.,,,30.0,0.6,No precipitation,12,,,,
25.03.2020 23:00,8.7,752.0,759.3,,44,Wind blowing from the south,4,,,, ,,,8.4,15.6,,,,,,30.0,-2.9,No precipitation,6,,,,
25.03.2020 20:00,11.0,751.3,758.7,,46,Wind blowing from the south,5,,17,40%., ,,,8.4,15.6,,,2500 or more  or no clouds.,,,30.0,-0.2,No precipitation,6,,,,
25.03.2020 17:00,14.8,750.3,757.6,,35,Wind blowing from the south-southwest,7,,17,90  or more  but not 100%, ,,,8.4,15.6,,,2500 or more  or no clouds.,,,24.0,-0.5,No precipitation,6,,,,
25.03.2020 14:00,15.0,750.4,757.6,-0.7,41,Wind blowing from the south-southwest,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,16.6,,,2500 or more  or no clouds.,,,11.0,1.9,No precipitation,12,,,,
25.03.2020 11:00,13.3,751.1,758.4,,42,Wind blowing from the south-southwest,9,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,12.0,0.7,,,,,,
25.03.2020 08:00,9.5,751.1,758.4,0.5,52,Wind blowing from the south-southwest,6,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,1500-2000,,,29.0,0.1,No precipitation,12,,,,
25.03.2020 05:00,9.5,750.6,757.9,,51,Wind blowing from the south-southwest,5,,13,, ,,,,16.6,,,,,,30.0,-0.1,No precipitation,6,,,,
25.03.2020 02:00,8.4,751.9,759.2,-0.3,47,Wind blowing from the south,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.6,,,2500 or more  or no clouds.,,,30.0,-2.3,No precipitation,12,,,,
24.03.2020 23:00,9.6,752.2,759.4,,41,Wind blowing from the south,5,,,, ,,,,16.6,,,,,,30.0,-3.0,No precipitation,6,,,,
24.03.2020 20:00,11.7,752.3,759.7,-0.4,34,Wind blowing from the south-southwest,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,16.6,,,2500 or more  or no clouds.,,,30.0,-3.6,No precipitation,12,,,,
24.03.2020 17:00,14.4,752.7,760.1,,23,Wind blowing from the south,6,,13,90  or more  but not 100%, ,,,-3.4,16.6,,,2500 or more  or no clouds.,,,30.0,-6.5,No precipitation,6,,,,
24.03.2020 14:00,15.6,753.7,761.1,,23,Wind blowing from the south,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,15.6,,,2500 or more  or no clouds.,,,26.0,-5.4,No precipitation,12,,,,
24.03.2020 11:00,12.2,756.6,764.0,,28,Wind blowing from the south,5,,8,60%., ,,,-3.4,12.7,,,2500 or more  or no clouds.,,,23.0,-5.8,No precipitation,6,,,,
24.03.2020 08:00,4.0,758.0,765.5,,54,Wind blowing from the south-southeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,12.7,,,,,,7.0,-4.5,No precipitation,12,,,,
24.03.2020 05:00,-3.2,757.9,765.4,,68,Wind blowing from the south,1,,5,, ,,,-3.2,12.7,,,,,,15.0,-8.4,No precipitation,6,,,,
24.03.2020 02:00,-1.7,758.4,765.9,-0.2,63,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,12.7,,,2500 or more  or no clouds.,,,24.0,-7.8,No precipitation,12,,,,
23.03.2020 23:00,1.5,758.6,766.1,,54,Wind blowing from the south-southwest,1,,,, ,,,1.5,12.7,,,,,,19.0,-7.0,No precipitation,6,,,,
23.03.2020 20:00,4.9,758.3,765.8,,40,Wind blowing from the east-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,12.7,,,,,,30.0,-7.6,No precipitation,12,,,,
23.03.2020 17:00,11.8,757.7,765.1,,22,Wind blowing from the north-northeast,2,,8,no clouds, ,,,1.9,12.7,,,,,,30.0,-9.2,No precipitation,6,,,,
23.03.2020 14:00,12.2,758.2,765.7,-1.3,24,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,13.7,,,,,,30.0,-7.8,No precipitation,12,,,,
23.03.2020 11:00,9.6,759.5,766.9,,35,Wind blowing from the north,3,,7,no clouds, ,,,1.9,13.7,,,,,,30.0,-5.1,No precipitation,6,,,,
23.03.2020 08:00,4.3,758.9,766.4,,47,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,13.7,,,,,,30.0,-6.0,No precipitation,12,,,,
23.03.2020 05:00,2.3,757.2,764.6,,53,Wind blowing from the north-west,4,,6,, ,,,0.0,13.7,,,,,,30.0,-6.3,No precipitation,6,,,,
23.03.2020 02:00,5.2,756.1,763.4,,50,Wind blowing from the north-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,13.7,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,12,,,,
22.03.2020 23:00,6.5,755.0,762.4,,53,Wind blowing from the north-east,3,,,, ,,,0.0,13.7,,,,,,30.0,-2.6,No precipitation,6,,,,
22.03.2020 20:00,9.1,753.6,761.0,,45,Wind blowing from the south-east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,13.7,,,1000-1500,,,30.0,-2.2,No precipitation,12,,,,
22.03.2020 17:00,11.9,752.4,759.8,,28,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%, ,,,-0.8,13.7,,,1000-1500,,,30.0,-6.0,No precipitation,6,,,,
22.03.2020 14:00,13.4,753.1,760.4,-2.4,24,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,13.6,,,1000-1500,,,30.0,-6.8,No precipitation,12,,,,
22.03.2020 11:00,10.6,755.5,763.0,,28,Wind blowing from the south-southwest,2,,7,20–30%., ,,,-0.8,12.2,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,6,,,,
22.03.2020 08:00,4.5,756.4,763.9,0.9,48,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.2,,,,,,27.0,-5.8,No precipitation,12,,,,
22.03.2020 05:00,1.6,755.5,763.0,,47,Wind blowing from the west-northwest,2,,6,, ,,,-0.8,12.2,,,,,,30.0,-8.5,No precipitation,6,,,,
22.03.2020 02:00,4.2,755.4,762.8,0.3,33,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.2,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
21.03.2020 23:00,3.9,755.1,762.5,,29,Wind blowing from the north,2,,,, ,,,-0.8,12.2,,,,,,30.0,-12.5,No precipitation,6,,,,
21.03.2020 20:00,7.2,753.8,761.3,,21,Wind blowing from the west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,12.2,,,,,,30.0,-13.7,No precipitation,12,,,,
21.03.2020 17:00,11.3,752.7,760.1,,14,Wind blowing from the west-northwest,4,,9,no clouds, ,,,0.6,14.4,,,,,,30.0,-15.2,No precipitation,6,,,,
21.03.2020 14:00,10.9,753.0,760.4,-1.0,15,Wind blowing from the north-northwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.5,,,,,,30.0,-14.7,No precipitation,12,,,,
21.03.2020 11:00,10.2,754.0,761.5,,15,Wind blowing from the north-northwest,4,,8,no clouds, ,,,0.6,14.5,,,,,,30.0,-15.3,No precipitation,6,,,,
21.03.2020 08:00,2.5,754.2,761.6,,41,Wind blowing from the west-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.5,,,2500 or more  or no clouds.,,,29.0,-9.4,No precipitation,12,,,,
21.03.2020 05:00,1.2,752.5,760.0,,40,Wind blowing from the west-northwest,3,,9,, ,,,-2.2,14.5,,,,,,30.0,-10.9,No precipitation,6,,,,
21.03.2020 02:00,3.2,752.0,759.4,1.0,34,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,14.5,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
20.03.2020 23:00,6.6,751.0,758.5,,28,Wind blowing from the north-northwest,4,,,, ,,,-3.4,14.5,,,,,,30.0,-10.6,No precipitation,6,,,,
20.03.2020 20:00,9.9,748.7,756.1,3.0,24,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,14.5,,,,,,30.0,-9.7,No precipitation,12,,,,
20.03.2020 17:00,14.4,745.7,753.1,,17,Wind blowing from the west-northwest,3,,9,no clouds, ,,,-3.4,14.5,,,,,,30.0,-10.3,No precipitation,6,,,,
20.03.2020 14:00,13.2,744.5,751.9,-1.2,35,Wind blowing from the south,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,13.5,,,2500 or more  or no clouds.,,,30.0,-1.9,No precipitation,12,,,,
20.03.2020 11:00,7.6,745.7,753.1,,43,Wind blowing from the south-west,4,,9,90  or more  but not 100%, ,,,-3.4,9.6,,,1000-1500,,,30.0,-4.2,No precipitation,6,,,,
20.03.2020 08:00,1.9,747.1,754.6,-1.3,59,Wind blowing from the south-southeast,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,9.6,,,1000-1500,,,22.0,-5.3,No precipitation,12,,,,
20.03.2020 05:00,-2.0,748.4,755.9,,64,Wind blowing from the south-southeast,1,,9,, ,,,-3.4,9.6,,,,,,30.0,-7.9,No precipitation,6,,,,
20.03.2020 02:00,-2.1,749.9,757.4,,60,Wind blowing from the north,0,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,9.6,,,2500 or more  or no clouds.,,,30.0,-9.0,No precipitation,12,,,,
19.03.2020 23:00,3.2,750.5,757.9,,39,Wind blowing from the west,2,,,, ,,,1.7,9.6,,,,,,30.0,-9.7,No precipitation,6,,,,
19.03.2020 20:00,5.2,749.7,757.1,,42,Wind blowing from the west-southwest,1,,16,no clouds, ,,,1.7,9.6,,,,,,30.0,-6.7,No precipitation,6,,,,
19.03.2020 17:00,9.2,748.2,755.6,,30,Wind blowing from the north-northwest,5,,,20–30%., ,,,1.7,13.1,,,600-1000,,,30.0,-7.5,No precipitation,6,,,,
19.03.2020 14:00,8.6,747.1,754.5,,35,Wind blowing from the north-northwest,6,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,15.6,,,600-1000,,,30.0,-6.0,No precipitation,12,,,,
19.03.2020 11:00,7.5,746.6,754.0,,36,Wind blowing from the north-west,5,,13,70 – 80%., ,,,1.7,15.6,,,600-1000,,,30.0,-6.6,No precipitation,6,,,,
19.03.2020 08:00,4.1,745.5,752.8,0.2,44,Wind blowing from the north-west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,15.6,,,,,,30.0,-7.1,No precipitation,12,,,,
19.03.2020 05:00,2.1,745.3,752.6,,46,Wind blowing from the west-northwest,4,,11,, ,,,2.1,15.6,,,,,,30.0,-8.3,No precipitation,6,,,,
