Local time in Xining,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,9.4,569.4,763.4,-2.4,33,Wind blowing from the east-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.6,,,,,,14.0,-6.1,No precipitation,12,,,,
27.03.2020 11:00,5.3,571.8,768.1,0.7,51,Wind blowing from the east-northeast,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,7.0,,,600-1000,,,11.0,-4.0,No precipitation,12,,,,
27.03.2020 08:00,-0.7,571.1,769.6,0.4,75,Wind blowing from the north,0,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,,,,2500 or more  or no clouds.,,,10.0,-4.6,No precipitation,12,,,,
27.03.2020 05:00,-0.6,570.7,767.2,-0.8,74,Wind blowing from the south-east,2,,16,,Cloud development not observed or not observable. ,,,-1.0,7.0,,,2500 or more  or no clouds.,,,12.0,-4.7,No precipitation,12,,,,
27.03.2020 02:00,-0.3,571.5,767.8,-0.4,74,Wind blowing from the south-east,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,7.0,,,2500 or more  or no clouds.,,,13.0,-4.5,No precipitation,12,,,,
26.03.2020 23:00,0.3,571.9,770.2,2.0,68,Wind blowing from the south-east,6,,16,,Cloud development not observed or not observable. ,,,-1.0,7.0,,,2500 or more  or no clouds.,,,14.0,-4.9,No precipitation,12,,,,
26.03.2020 20:00,0.2,569.9,768.1,1.9,67,Wind blowing from the south-east,9,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,8.1,,,2500 or more  or no clouds.,,,13.0,-5.2,No precipitation,12,,,,
26.03.2020 17:00,4.7,568.0,763.0,,49,Wind blowing from the south-east,8,,11,40%., ,,,-1.0,12.3,,,600-1000,,,12.0,-5.1,No precipitation,6,,,,
26.03.2020 14:00,5.8,569.4,763.9,-1.2,42,Wind blowing from the south-southeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,14.4,,,600-1000,,,11.0,-6.1,No precipitation,12,,,,
26.03.2020 11:00,0.5,570.6,766.8,,60,Wind blowing from the east-southeast,6,,,90  or more  but not 100%, ,,,,,,,600-1000,,,10.0,-6.4,,,,,,
26.03.2020 08:00,-0.9,569.4,764.2,1.6,56,Wind blowing from the south-east,6,,20,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,14.4,,,2500 or more  or no clouds.,,,8.0,-8.6,No precipitation,12,,,,
26.03.2020 05:00,0.8,567.8,759.7,,38,Wind blowing from the east-southeast,4,,20,, ,,,-0.3,14.4,,,,,,7.0,-12.2,No precipitation,6,,,,
26.03.2020 02:00,2.2,567.8,758.9,1.5,33,Wind blowing from the east-southeast,4,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.4,,,2500 or more  or no clouds.,,,11.0,-12.4,No precipitation,12,,,,
25.03.2020 23:00,4.5,566.3,758.8,,30,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,11.0,-11.6,,,,,,
25.03.2020 20:00,8.3,563.2,755.3,,32,Wind blowing from the south-east,7,,,, ,,,,,,,,,,10.0,-7.7,,,,,,
25.03.2020 17:00,12.3,561.1,750.7,,32,Wind blowing from the south-east,8,,14,90  or more  but not 100%, ,,,-0.3,17.1,,,600-1000,,,11.0,-3.9,No precipitation,6,,,,
25.03.2020 14:00,13.0,561.9,750.7,-1.1,28,Wind blowing from the south-southeast,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,17.1,,,600-1000,,,16.0,-5.1,No precipitation,12,,,,
25.03.2020 11:00,6.0,563.0,752.5,,37,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,9.0,-7.6,,,,,,
25.03.2020 08:00,0.5,562.8,753.0,0.2,53,Wind blowing from the west-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,17.1,,,600-1000,,,14.0,-8.2,No precipitation,12,,,,
25.03.2020 05:00,1.2,562.6,751.1,,47,Wind blowing from the west-northwest,2,,9,, ,,,1.1,17.1,,,,,,13.0,-8.9,No precipitation,6,,,,
25.03.2020 02:00,3.3,563.5,752.4,-0.5,38,Wind blowing from the north-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,17.1,,,2500 or more  or no clouds.,,,11.0,-9.7,No precipitation,12,,,,
24.03.2020 23:00,9.2,564.0,752.8,,33,Wind blowing from the south-east,5,,,, ,,,,,,,,,,19.0,-6.2,,,,,,
24.03.2020 20:00,12.7,563.2,753.3,-0.3,19,Wind blowing from the east-southeast,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,17.1,,,2500 or more  or no clouds.,,,26.0,-10.3,No precipitation,12,,,,
24.03.2020 17:00,16.5,563.5,751.6,,13,Wind blowing from the south-southeast,2,,9,20–30%., ,,,1.2,18.2,,,600-1000,,,30.0,-12.0,No precipitation,6,,,,
24.03.2020 14:00,14.2,565.6,754.3,,18,Wind blowing from the west,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,18.2,,,600-1000,,,28.0,-9.8,No precipitation,12,,,,
24.03.2020 11:00,8.8,568.2,758.8,,36,Wind blowing from the south-east,2,,,20–30%., ,,,1.2,18.2,,,2500 or more  or no clouds.,,,16.0,-5.4,No precipitation,6,,,,
24.03.2020 08:00,1.3,568.2,760.3,0.3,60,Wind blowing from the west,2,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,18.2,,,2500 or more  or no clouds.,,,13.0,-5.6,No precipitation,12,,,,
24.03.2020 05:00,3.1,567.9,757.2,,51,Wind blowing from the west,1,,17,, ,,,-0.1,18.2,,,,,,19.0,-6.1,No precipitation,6,,,,
24.03.2020 02:00,5.6,567.9,756.8,0.4,42,Wind blowing from the south-southeast,4,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,18.2,,,2500 or more  or no clouds.,,,21.0,-6.3,No precipitation,12,,,,
23.03.2020 23:00,8.1,567.5,757.6,,39,Wind blowing from the east-southeast,8,,,, ,,,,,,,,,,17.0,-5.0,,,,,,
23.03.2020 20:00,11.9,565.9,757.6,0.3,29,Wind blowing from the east-southeast,8,,15,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,18.2,,,600-1000,,,17.0,-5.6,No precipitation,12,,,,
23.03.2020 17:00,17.0,565.6,754.7,,7,Wind blowing from the west,2,,,70 – 80%., ,,,-0.1,18.1,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,6,,,,
23.03.2020 14:00,15.8,567.4,756.4,-2.3,12,Wind blowing from the west-southwest,3,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,15.8,,,2500 or more  or no clouds.,,,20.0,-13.5,No precipitation,12,,,,
23.03.2020 11:00,9.5,569.7,759.8,,37,Wind blowing from the east-northeast,3,,,no clouds, ,,,,,,,,,,11.0,-4.5,,,,,,
23.03.2020 08:00,0.2,568.9,761.7,,63,Wind blowing from the west-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,15.6,,,,,,8.0,-6.0,No precipitation,12,,,,
23.03.2020 05:00,1.7,567.3,757.7,,60,Wind blowing from the west,1,,,, ,,,,,,,,,,11.0,-5.4,,,,,,
23.03.2020 02:00,4.8,567.0,756.7,0.3,48,Wind blowing from the north-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,15.6,,,2500 or more  or no clouds.,,,11.0,-5.3,No precipitation,12,,,,
22.03.2020 23:00,10.0,566.7,756.6,,32,Wind blowing from the east,1,,,, ,,,,,,,,,,18.0,-5.9,,,,,,
22.03.2020 20:00,11.8,565.5,757.3,0.5,30,Wind blowing from the south-east,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,15.6,,,600-1000,,,18.0,-5.2,No precipitation,12,,,,
22.03.2020 17:00,14.9,565.0,755.2,,20,Wind blowing from the south-southwest,2,,7,70 – 80%., ,,,-0.7,15.6,,,600-1000,,,24.0,-7.9,No precipitation,6,,,,
22.03.2020 14:00,13.5,567.0,757.5,-2.4,25,Wind blowing from the east-northeast,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,13.7,,,2500 or more  or no clouds.,,,18.0,-6.1,No precipitation,12,,,,
22.03.2020 11:00,7.4,569.4,761.4,,37,Wind blowing from the south-southwest,2,,,no clouds, ,,,,,,,,,,14.0,-6.3,,,,,,
22.03.2020 08:00,-0.1,569.1,763.3,0.7,63,Wind blowing from the north-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,13.5,,,,,,8.0,-6.3,No precipitation,12,,,,
22.03.2020 05:00,0.4,568.4,760.4,,59,Wind blowing from the west,2,,9,, ,,,0.3,13.5,,,,,,13.0,-6.7,No precipitation,6,,,,
22.03.2020 02:00,2.6,568.6,760.3,0.3,47,Wind blowing from the north-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.5,,,2500 or more  or no clouds.,,,12.0,-7.6,No precipitation,12,,,,
21.03.2020 23:00,6.9,568.3,760.0,,37,Wind blowing from the south-east,2,,,, ,,,,,,,,,,19.0,-6.8,,,,,,
21.03.2020 20:00,8.9,566.9,760.0,,27,Wind blowing from the north-east,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.5,,,,,,17.0,-9.1,No precipitation,12,,,,
21.03.2020 17:00,13.1,566.3,757.0,,20,Wind blowing from the east-northeast,2,,10,50%., ,,,0.3,13.5,,,600-1000,,,19.0,-9.3,No precipitation,6,,,,
21.03.2020 14:00,11.9,567.4,758.1,-1.7,23,Wind blowing from the south-west,5,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.4,,,600-1000,,,19.0,-8.6,No precipitation,12,,,,
21.03.2020 11:00,7.3,569.1,760.8,,36,Wind blowing from the south-east,3,,,no clouds, ,,,,,,,,,,15.0,-6.8,,,,,,
21.03.2020 08:00,0.3,568.5,762.3,1.2,72,Wind blowing from the west,2,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,12.4,,,600-1000,,,11.0,-4.3,No precipitation,12,,,,
21.03.2020 05:00,2.0,567.3,758.9,,75,Wind blowing from the north-northeast,7,,12,, ,,,-2.5,12.4,,,,,,13.0,-2.0,No precipitation,6,,,,
21.03.2020 02:00,4.2,567.3,758.7,0.6,56,Wind blowing from the north-northeast,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.4,,,2500 or more  or no clouds.,,,16.0,-4.0,No precipitation,12,,,,
20.03.2020 23:00,7.9,566.7,758.2,,28,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,16.0,-9.5,,,,,,
20.03.2020 20:00,8.9,564.8,758.2,1.4,19,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.4,,,600-1000,,,17.0,-13.5,No precipitation,12,,,,
20.03.2020 17:00,11.5,563.4,754.9,,16,Wind blowing from the south-west,2,,6,90  or more  but not 100%, ,,,-2.5,13.3,,,600-1000,,,18.0,-13.5,No precipitation,6,,,,
20.03.2020 14:00,9.8,564.9,756.5,-2.3,15,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,13.8,,,600-1000,,,13.0,-15.6,No precipitation,12,,,,
20.03.2020 11:00,5.5,567.2,760.1,,27,Wind blowing from the south-west,1,,5,90  or more  but not 100%, ,,,-2.5,13.8,,,600-1000,,,11.0,-12.0,No precipitation,6,,,,
20.03.2020 08:00,-2.2,567.3,761.4,0.5,49,Wind blowing from the north-west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,13.8,,,2500 or more  or no clouds.,,,9.0,-11.7,No precipitation,12,,,,
20.03.2020 05:00,-1.2,566.8,758.8,,44,Wind blowing from the west-northwest,3,,6,, ,,,-2.9,13.8,,,,,,8.0,-11.9,No precipitation,6,,,,
20.03.2020 02:00,1.5,567.0,758.5,0.3,36,Wind blowing from the north-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,13.8,,,2500 or more  or no clouds.,,,10.0,-12.0,No precipitation,12,,,,
19.03.2020 23:00,4.6,566.7,759.5,,22,Wind blowing from the north,0,,,, ,,,,,,,,,,9.0,-15.3,,,,,,
19.03.2020 20:00,9.3,565.6,759.4,,9,Wind blowing from the east,1,,,20–30%., ,,,,,,,600-1000,,,30.0,-22.0,,,,,,
19.03.2020 17:00,13.3,565.5,757.3,,14,Wind blowing from the south-southeast,3,,12,60%., ,,,-2.9,13.8,,,600-1000,,,25.0,-13.6,No precipitation,6,,,,
19.03.2020 14:00,12.2,567.6,759.7,,16,Wind blowing from the east,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,12.3,,,600-1000,,,22.0,-12.9,No precipitation,12,,,,
19.03.2020 11:00,5.2,570.0,763.9,,29,Wind blowing from the east-northeast,2,,8,no clouds, ,,,-2.9,11.7,,,,,,13.0,-11.4,No precipitation,6,,,,
19.03.2020 08:00,-2.6,570.1,766.5,0.3,60,Wind blowing from the west-northwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,11.7,,,2500 or more  or no clouds.,,,10.0,-9.3,No precipitation,12,,,,
19.03.2020 05:00,-1.8,569.8,764.2,,54,Wind blowing from the west,2,,8,, ,,,-2.5,11.7,,,,,,15.0,-9.9,No precipitation,6,,,,
19.03.2020 02:00,0.3,570.6,764.7,-0.3,46,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,11.7,,,2500 or more  or no clouds.,,,15.0,-10.2,No precipitation,12,,,,
