Local time in Dunhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,13.6,667.8,766.3,-1.7,17,Wind blowing from the north-northeast,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,13.7,,,2500 or more  or no clouds.,,,23.0,-10.9,No precipitation,12,,,,
27.03.2020 14:00,10.6,669.5,768.7,-1.5,11,Wind blowing from the east-northeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,12.0,,,2500 or more  or no clouds.,,,27.0,-18.6,No precipitation,12,,,,
27.03.2020 11:00,4.5,671.0,770.9,1.1,13,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,12.0,,,2500 or more  or no clouds.,,,25.0,-21.5,No precipitation,12,,,,
27.03.2020 08:00,-0.2,669.9,769.8,1.0,18,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,12.0,,,2500 or more  or no clouds.,,,27.0,-21.6,No precipitation,12,,,,
27.03.2020 05:00,0.7,668.9,768.0,-0.5,17,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,,,-0.3,12.0,,,2500 or more  or no clouds.,,,28.0,-21.5,No precipitation,12,,,,
27.03.2020 02:00,1.7,669.4,768.8,-0.1,19,Wind blowing from the east-northeast,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,12.0,,,2500 or more  or no clouds.,,,22.0,-19.4,No precipitation,12,,,,
26.03.2020 23:00,5.1,669.5,769.4,0.7,14,Wind blowing from the east,2,,14,,Cloud development not observed or not observable. ,,,-0.3,12.0,,,2500 or more  or no clouds.,,,20.0,-20.2,No precipitation,12,,,,
26.03.2020 20:00,9.0,668.8,768.5,0.8,13,Wind blowing from the north-east,3,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,12.0,,,2500 or more  or no clouds.,,,18.0,-17.9,No precipitation,12,,,,
26.03.2020 17:00,11.8,668.0,766.7,,11,Wind blowing from the east-northeast,5,,16,40%., ,,,-0.3,13.7,,,2500 or more  or no clouds.,,,16.0,-17.7,No precipitation,6,,,,
26.03.2020 14:00,9.2,669.0,768.2,-0.9,11,Wind blowing from the east-northeast,7,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,13.8,,,2500 or more  or no clouds.,,,7.0,-19.7,No precipitation,12,,,,
26.03.2020 11:00,3.3,669.9,769.3,,12,Wind blowing from the east-northeast,7,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,13.8,,,,,,5.0,-23.4,No precipitation,6,,,,
26.03.2020 08:00,-0.2,668.6,767.9,1.1,15,Wind blowing from the east-northeast,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,13.8,,,,,,14.0,-23.7,No precipitation,12,,,,
26.03.2020 05:00,1.7,667.5,765.9,,17,Wind blowing from the east-northeast,7,,14,, ,,,1.1,13.8,,,,,,26.0,-20.7,No precipitation,6,,,,
26.03.2020 02:00,2.3,667.8,766.3,1.7,17,Wind blowing from the east-northeast,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,13.8,,,2500 or more  or no clouds.,,,20.0,-20.2,No precipitation,12,,,,
25.03.2020 23:00,7.8,666.1,764.1,,15,Wind blowing from the east-northeast,9,,,, ,,,,,,,,,,19.0,-17.2,,,,,,
25.03.2020 20:00,11.0,664.1,762.0,,12,Wind blowing from the east-northeast,5,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,20.0,-17.3,,,,,,
25.03.2020 17:00,13.0,662.8,759.5,,14,Wind blowing from the east-northeast,6,,14,90  or more  but not 100%, ,,,3.9,21.7,,,2500 or more  or no clouds.,,,18.0,-13.8,No precipitation,6,,,,
25.03.2020 14:00,12.0,662.8,759.6,-1.4,13,Wind blowing from the east-northeast,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,22.8,,,2500 or more  or no clouds.,,,7.0,-15.5,No precipitation,12,,,,
25.03.2020 11:00,7.8,664.2,760.9,,18,Wind blowing from the east-northeast,6,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,18.0,-15.0,,,,,,
25.03.2020 08:00,4.1,662.7,759.1,1.3,21,Wind blowing from the north-east,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,22.8,,,2500 or more  or no clouds.,,,13.0,-16.2,No precipitation,12,,,,
25.03.2020 05:00,6.9,661.4,756.4,,19,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,26.0,-15.1,,,,,,
25.03.2020 02:00,8.3,659.8,754.6,1.5,21,Wind blowing from the north-east,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,22.8,,,2500 or more  or no clouds.,,,20.0,-12.7,No precipitation,12,,,,
24.03.2020 23:00,13.9,658.3,753.1,,25,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,24.0,-5.7,,,,,,
24.03.2020 20:00,18.1,656.7,752.5,0.0,15,Wind blowing from the north-northwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,22.8,,,2500 or more  or no clouds.,,,24.0,-8.9,No precipitation,12,,,,
24.03.2020 17:00,21.6,656.7,751.3,,10,Wind blowing from the north-west,3,,8,90  or more  but not 100%, ,,,2.1,22.8,,,2500 or more  or no clouds.,,,27.0,-11.3,No precipitation,6,,,,
24.03.2020 14:00,20.7,658.1,753.1,-2.3,11,Wind blowing from the north-northwest,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,20.9,,,2500 or more  or no clouds.,,,27.0,-10.8,No precipitation,12,,,,
24.03.2020 11:00,13.5,660.4,756.1,,19,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%, ,,,2.1,18.6,,,,,,15.0,-9.6,No precipitation,6,,,,
24.03.2020 08:00,2.4,661.0,757.8,-0.9,37,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,18.6,,,2500 or more  or no clouds.,,,21.0,-11.1,No precipitation,12,,,,
24.03.2020 05:00,5.3,661.9,757.9,,32,Wind blowing from the east-northeast,1,,8,, ,,,1.0,18.6,,,,,,18.0,-10.4,No precipitation,6,,,,
24.03.2020 02:00,5.1,663.5,760.1,-1.7,39,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,18.6,,,2500 or more  or no clouds.,,,14.0,-8.0,No precipitation,12,,,,
23.03.2020 23:00,10.0,665.2,761.5,,23,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,14.0,-10.1,,,,,,
23.03.2020 20:00,16.4,664.9,762.4,0.0,14,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,18.6,,,2500 or more  or no clouds.,,,23.0,-11.1,No precipitation,12,,,,
23.03.2020 17:00,18.1,664.9,761.8,,14,Wind blowing from the west,4,,7,100%., ,,,1.0,19.6,,,2500 or more  or no clouds.,,,21.0,-9.8,No precipitation,6,,,,
23.03.2020 14:00,16.4,666.3,763.4,-0.7,17,Wind blowing from the west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.9,,,2500 or more  or no clouds.,,,19.0,-8.7,No precipitation,12,,,,
23.03.2020 11:00,13.9,667.0,763.8,,20,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,23.0,-8.6,,,,,,
23.03.2020 08:00,1.1,666.7,764.4,,49,Wind blowing from the east-northeast,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,19.9,,,2500 or more  or no clouds.,,,15.0,-8.6,No precipitation,12,,,,
23.03.2020 05:00,2.5,666.4,763.3,,54,Wind blowing from the south-southwest,1,,11,, ,,,0.4,19.9,,,,,,12.0,-6.0,No precipitation,6,,,,
23.03.2020 02:00,4.6,666.7,763.6,-0.1,49,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,19.9,,,2500 or more  or no clouds.,,,11.0,-5.4,No precipitation,12,,,,
22.03.2020 23:00,9.5,666.8,763.6,,38,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,16.0,-4.4,,,,,,
22.03.2020 20:00,16.6,665.0,762.5,1.2,12,Wind blowing from the west,2,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,19.9,,,1500-2000,,,21.0,-12.9,No precipitation,12,,,,
22.03.2020 17:00,19.5,663.8,760.5,,9,Wind blowing from the west,5,,11,10%  or less  but not 0, ,,,0.4,19.9,,,1500-2000,,,21.0,-14.2,No precipitation,6,,,,
22.03.2020 14:00,17.9,664.1,760.6,-0.3,13,Wind blowing from the west,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,21.1,,,2500 or more  or no clouds.,,,20.0,-10.9,No precipitation,12,,,,
22.03.2020 11:00,13.7,664.4,760.9,,13,Wind blowing from the west,4,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,13.0,-14.2,,,,,,
22.03.2020 08:00,1.0,663.1,760.3,1.2,42,Wind blowing from the west-northwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,21.1,,,2500 or more  or no clouds.,,,11.0,-10.7,No precipitation,12,,,,
22.03.2020 05:00,2.0,661.9,758.2,,40,Wind blowing from the west,1,,5,, ,,,0.9,21.1,,,,,,11.0,-10.4,No precipitation,6,,,,
22.03.2020 02:00,4.8,661.9,757.9,0.1,32,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,21.1,,,2500 or more  or no clouds.,,,10.0,-10.8,No precipitation,12,,,,
21.03.2020 23:00,9.0,661.8,758.5,,24,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,8.0,-10.4,,,,,,
21.03.2020 20:00,16.5,661.3,758.2,0.4,11,Wind blowing from the east-northeast,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,21.1,,,2500 or more  or no clouds.,,,17.0,-14.0,No precipitation,12,,,,
21.03.2020 17:00,19.5,660.9,756.5,,10,Wind blowing from the north-east,2,,7,100%., ,,,0.9,21.1,,,2500 or more  or no clouds.,,,18.0,-12.9,No precipitation,6,,,,
21.03.2020 14:00,18.1,661.9,758.3,-1.0,12,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,19.6,,,2500 or more  or no clouds.,,,19.0,-11.7,No precipitation,12,,,,
21.03.2020 11:00,10.7,662.9,760.4,,16,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,14.0,-14.1,,,,,,
21.03.2020 08:00,1.1,662.2,759.6,0.3,27,Wind blowing from the north-northwest,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,19.6,,,2500 or more  or no clouds.,,,14.0,-15.8,No precipitation,12,,,,
21.03.2020 05:00,5.2,661.9,757.7,,19,Wind blowing from the east,2,,7,, ,,,-0.2,19.6,,,,,,13.0,-16.5,No precipitation,6,,,,
21.03.2020 02:00,2.8,662.0,758.5,-0.4,33,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,19.6,,,2500 or more  or no clouds.,,,8.0,-12.2,No precipitation,12,,,,
20.03.2020 23:00,5.4,662.4,760.0,,24,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,7.0,-13.5,,,,,,
20.03.2020 20:00,15.2,661.8,759.3,0.5,8,Wind blowing from the west,1,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,19.6,,,2500 or more  or no clouds.,,,16.0,-18.8,No precipitation,12,,,,
20.03.2020 17:00,19.5,661.3,757.6,,7,Wind blowing from the north-west,3,,8,20–30%., ,,,-0.2,19.6,,,2500 or more  or no clouds.,,,17.0,-17.2,No precipitation,6,,,,
20.03.2020 14:00,18.1,662.5,759.1,-1.1,8,Wind blowing from the west,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,18.9,,,2500 or more  or no clouds.,,,14.0,-16.7,No precipitation,12,,,,
20.03.2020 11:00,9.7,663.6,761.1,,16,Wind blowing from the north-northwest,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-14.9,,,,,,
20.03.2020 08:00,0.0,662.8,760.5,0.4,38,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,18.9,,,2500 or more  or no clouds.,,,11.0,-12.9,No precipitation,12,,,,
20.03.2020 05:00,1.8,662.4,759.1,,34,Wind blowing from the south-southwest,0,,6,, ,,,0.1,18.9,,,,,,10.0,-12.7,No precipitation,6,,,,
20.03.2020 02:00,3.1,663.4,760.1,-0.3,34,Wind blowing from the south-east,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,18.9,,,2500 or more  or no clouds.,,,8.0,-11.2,No precipitation,12,,,,
