Local time in Dongfang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,27.2,757.0,757.8,1.5,66,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.8,29.5,,,,,,23.0,20.3,No precipitation,12,,,,
27.03.2020 05:00,26.0,755.5,756.3,-1.0,67,Wind blowing from the south-southeast,4,,12,,Cloud development not observed or not observable. ,,,24.0,29.5,,,2500 or more  or no clouds.,,,23.0,19.4,No precipitation,12,,,,
27.03.2020 02:00,26.6,756.5,757.3,-1.1,59,Wind blowing from the south-southeast,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,29.5,,,2500 or more  or no clouds.,,,30.0,17.9,No precipitation,12,,,,
26.03.2020 23:00,26.9,757.6,758.4,1.3,56,Wind blowing from the south-east,2,,13,,Cloud development not observed or not observable. ,,,24.0,29.5,,,2500 or more  or no clouds.,,,28.0,17.4,No precipitation,12,,,,
26.03.2020 20:00,28.3,756.3,757.0,0.9,60,Wind blowing from the east,1,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,29.5,,,600-1000,,,26.0,19.8,Trace of precipitation,12,,,,
26.03.2020 17:00,29.0,755.4,756.1,,69,Wind blowing from the south,8,,13,90  or more  but not 100%, ,,,24.0,29.5,,,600-1000,,,20.0,22.7,No precipitation,6,,,,
26.03.2020 14:00,28.5,756.9,757.6,-1.3,74,Wind blowing from the south,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,29.7,,,600-1000,,,19.0,23.4,Trace of precipitation,12,,,,
26.03.2020 11:00,28.5,758.2,759.0,,67,Wind blowing from the north-west,3,,5,90  or more  but not 100%, ,,,24.0,30.2,,,600-1000,,,23.0,21.8,No precipitation,6,,,,
26.03.2020 08:00,26.2,757.1,757.9,0.7,73,Wind blowing from the north-northeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,30.2,,,600-1000,,,13.0,21.0,No precipitation,12,,,,
26.03.2020 05:00,24.5,756.4,757.1,,75,Wind blowing from the east-southeast,1,,12,, ,,,24.2,30.2,,,,,,24.0,19.8,No precipitation,6,,,,
26.03.2020 02:00,24.9,757.3,758.0,-0.6,78,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.4,30.2,,,2500 or more  or no clouds.,,,20.0,20.8,No precipitation,12,,,,
25.03.2020 23:00,26.0,757.9,758.7,,80,Wind blowing from the east-northeast,2,,13,, ,,,24.4,30.2,,,,,,17.0,22.3,No precipitation,6,,,,
25.03.2020 20:00,28.1,756.4,757.1,,62,Wind blowing from the east-southeast,2,,13,90  or more  but not 100%, ,,,24.4,30.2,,,600-1000,,,26.0,20.1,No precipitation,6,,,,
25.03.2020 17:00,27.8,755.6,756.4,,75,Wind blowing from the south,8,,13,90  or more  but not 100%, ,,,24.4,30.2,,,600-1000,,,19.0,23.0,No precipitation,6,,,,
25.03.2020 14:00,29.7,757.0,757.8,-1.5,68,Wind blowing from the south-southwest,6,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.4,30.2,,,600-1000,,,19.0,23.2,No precipitation,12,,,,
25.03.2020 11:00,28.5,758.5,759.2,,71,Wind blowing from the west,3,,6,60%., ,,,24.4,29.5,,,600-1000,,,19.0,22.7,No precipitation,6,,,,
25.03.2020 08:00,25.3,758.0,758.8,1.2,80,Wind blowing from the south-west,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.4,29.5,,,600-1000,,,11.0,21.6,No precipitation,12,,,,
25.03.2020 05:00,25.2,756.8,757.6,,78,Wind blowing from the east-southeast,1,,11,, ,,,23.2,29.5,,,,,,16.0,21.1,No precipitation,6,,,,
25.03.2020 02:00,26.1,757.7,758.5,-0.8,74,Wind blowing from the east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,29.5,,,2500 or more  or no clouds.,,,19.0,21.1,No precipitation,12,,,,
24.03.2020 23:00,26.3,758.5,759.3,,81,Wind blowing from the east,3,,11,, ,,,23.2,29.5,,,,,,11.0,22.8,No precipitation,6,,,,
24.03.2020 20:00,28.0,757.0,757.8,0.3,74,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,29.5,,,600-1000,,,27.0,22.9,No precipitation,12,,,,
24.03.2020 17:00,28.5,756.7,757.4,,73,Wind blowing from the south-southwest,3,,7,70 – 80%., ,,,23.2,29.5,,,600-1000,,,16.0,23.2,No precipitation,6,,,,
24.03.2020 14:00,29.2,758.2,759.0,,71,Wind blowing from the north-west,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,29.2,,,600-1000,,,15.0,23.4,No precipitation,12,,,,
24.03.2020 11:00,28.0,760.2,760.9,,74,Wind blowing from the north-northwest,2,,5,70 – 80%., ,,,23.2,28.8,,,600-1000,,,7.0,22.9,No precipitation,6,,,,
24.03.2020 08:00,24.6,759.4,760.2,,85,Wind blowing from the east-southeast,1,,5,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,28.8,,,600-1000,,,4.7,21.9,No precipitation,12,,,,
24.03.2020 05:00,24.1,758.3,759.1,,88,Wind blowing from the east,1,,8,, ,,,22.7,28.8,,,,,,7.0,22.0,No precipitation,6,,,,
24.03.2020 02:00,25.0,758.8,759.6,-0.8,83,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,28.8,,,2500 or more  or no clouds.,,,10.0,21.9,No precipitation,12,,,,
23.03.2020 23:00,25.8,759.6,760.3,,79,Wind blowing from the north-east,2,,8,, ,,,22.7,28.8,,,,,,15.0,21.9,No precipitation,6,,,,
23.03.2020 20:00,26.3,758.2,759.0,,75,Wind blowing from the north-east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,28.8,,,600-1000,,,13.0,21.5,No precipitation,12,,,,
23.03.2020 17:00,27.5,757.4,758.2,,73,Calm  no wind,0,,,90  or more  but not 100%, ,,,22.7,28.8,,,600-1000,,,17.0,22.2,No precipitation,6,,,,
23.03.2020 14:00,28.4,759.0,759.7,-1.7,70,Wind blowing from the north,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,29.5,,,600-1000,,,18.0,22.4,No precipitation,12,,,,
23.03.2020 11:00,27.6,760.7,761.5,,74,Wind blowing from the north,3,,5,20–30%., ,,,22.7,29.5,,,600-1000,,,10.0,22.5,No precipitation,6,,,,
23.03.2020 08:00,23.7,759.7,760.4,,91,Wind blowing from the east,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,29.5,,,600-1000,,,3.9,22.1,No precipitation,12,,,,
23.03.2020 05:00,23.5,758.2,759.0,,93,Wind blowing from the south-east,1,,6,,Mist. ,,,22.7,29.5,,,,,,2.9,22.3,No precipitation,6,,,,
23.03.2020 02:00,24.2,758.4,759.1,-0.6,89,Wind blowing from the north-east,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,29.5,,,2500 or more  or no clouds.,,,6.0,22.3,No precipitation,12,,,,
22.03.2020 23:00,25.6,759.0,759.7,,83,Wind blowing from the north-northeast,2,,6,, ,,,22.7,29.5,,,,,,14.0,22.5,No precipitation,6,,,,
22.03.2020 20:00,26.1,757.9,758.7,,83,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,29.5,,,,,,16.0,23.0,No precipitation,12,,,,
22.03.2020 17:00,28.4,756.9,757.6,,73,Wind blowing from the north-west,4,,7,no clouds, ,,,22.7,29.5,,,,,,17.0,23.1,No precipitation,6,,,,
22.03.2020 14:00,28.5,758.4,759.1,-1.9,69,Wind blowing from the west,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,29.8,,,2500 or more  or no clouds.,,,16.0,22.3,No precipitation,12,,,,
22.03.2020 11:00,27.7,760.3,761.0,,75,Wind blowing from the north-northwest,3,,7,no clouds, ,,,22.7,29.8,,,,,,17.0,22.9,No precipitation,6,,,,
22.03.2020 08:00,25.2,759.1,759.9,1.8,75,Wind blowing from the north-northeast,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,29.8,,,2500 or more  or no clouds.,,,17.0,20.5,No precipitation,12,,,,
22.03.2020 05:00,22.7,757.3,758.0,,86,Wind blowing from the south-east,1,,12,, ,,,22.7,29.8,,,,,,14.0,20.2,No precipitation,6,,,,
22.03.2020 02:00,25.0,758.1,758.8,-0.5,72,Wind blowing from the north-east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.1,29.8,,,2500 or more  or no clouds.,,,19.0,19.6,No precipitation,12,,,,
21.03.2020 23:00,26.3,758.6,759.4,,55,Wind blowing from the south-east,2,,13,, ,,,24.1,29.8,,,,,,30.0,16.5,No precipitation,6,,,,
21.03.2020 20:00,28.0,757.6,758.4,,63,Wind blowing from the south,2,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.1,29.8,,,600-1000,,,27.0,20.3,No precipitation,12,,,,
21.03.2020 17:00,28.9,756.7,757.4,,67,Wind blowing from the south,8,,13,70 – 80%., ,,,24.1,29.8,,,600-1000,,,21.0,22.2,No precipitation,6,,,,
21.03.2020 14:00,28.0,758.4,759.1,-1.9,70,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.1,28.8,,,600-1000,,,14.0,22.0,No precipitation,12,,,,
21.03.2020 11:00,27.7,760.3,761.0,,69,Wind blowing from the north,2,,8,90  or more  but not 100%, ,,,24.1,29.1,,,600-1000,,,22.0,21.5,No precipitation,6,,,,
21.03.2020 08:00,24.3,759.2,760.0,,78,Wind blowing from the east-northeast,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,24.0,29.1,,,600-1000,,,11.0,20.2,No precipitation,12,,,,
21.03.2020 05:00,24.7,758.2,759.0,,76,Wind blowing from the north-northeast,2,,13,, ,,,23.0,29.1,,,,,,28.0,20.2,No precipitation,6,,,,
21.03.2020 02:00,26.1,758.2,758.9,-0.8,65,Wind blowing from the south-southeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,29.1,,,2500 or more  or no clouds.,,,28.0,19.0,No precipitation,12,,,,
20.03.2020 23:00,27.3,759.0,759.7,,59,Wind blowing from the south,4,,13,, ,,,,29.1,,,,,,30.0,18.6,No precipitation,6,,,,
20.03.2020 20:00,27.4,757.9,758.6,0.9,68,Wind blowing from the south,6,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,29.1,,,600-1000,,,30.0,21.0,No precipitation,12,,,,
20.03.2020 17:00,27.8,757.0,757.8,,73,Wind blowing from the south-southwest,8,,13,100%., ,,,23.0,29.1,,,600-1000,,,22.0,22.5,No precipitation,6,,,,
20.03.2020 14:00,28.1,758.5,759.3,-2.1,73,Wind blowing from the south-southwest,5,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,29.1,,,600-1000,,,22.0,22.8,No precipitation,12,,,,
20.03.2020 11:00,27.9,760.6,761.3,,74,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%, ,,,23.0,28.1,,,600-1000,,,9.0,22.8,No precipitation,6,,,,
20.03.2020 08:00,24.0,759.9,760.6,1.4,88,Wind blowing from the north,0,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,,,,2500 or more  or no clouds.,,,5.0,21.9,No precipitation,12,,,,
20.03.2020 05:00,23.3,758.5,759.3,,89,Wind blowing from the north-northeast,2,,6,,Mist. ,,,22.8,28.1,,,,,,6.0,21.4,No precipitation,6,,,,
20.03.2020 02:00,24.3,759.2,760.0,,86,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.8,28.1,,,2500 or more  or no clouds.,,,9.0,21.8,No precipitation,12,,,,
19.03.2020 23:00,24.4,760.1,760.9,,83,Wind blowing from the north-northeast,2,,8,, ,,,22.8,28.1,,,,,,12.0,21.3,No precipitation,6,,,,
19.03.2020 20:00,24.8,758.7,759.4,,83,Wind blowing from the north-east,3,,8,90  or more  but not 100%, ,,,22.8,28.1,,,600-1000,,,11.0,21.7,No precipitation,6,,,,
19.03.2020 17:00,25.2,757.3,758.0,,86,Calm  no wind,0,,,90  or more  but not 100%, ,,,22.8,28.1,,,600-1000,,,8.0,22.7,No precipitation,6,,,,
19.03.2020 14:00,27.4,758.3,759.1,,76,Wind blowing from the north,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.8,28.1,,,600-1000,,,13.0,22.8,No precipitation,12,,,,
19.03.2020 11:00,26.8,760.0,760.8,,74,Calm  no wind,0,,,90  or more  but not 100%, ,,,22.8,27.3,,,600-1000,,,11.0,21.8,No precipitation,6,,,,
19.03.2020 08:00,23.3,758.9,759.7,1.4,91,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.8,27.3,,,2500 or more  or no clouds.,,,5.0,21.7,No precipitation,12,,,,
19.03.2020 05:00,23.2,757.5,758.2,,91,Wind blowing from the north-northeast,2,,5,,Mist. ,,,23.1,27.3,,,,,,6.0,21.6,No precipitation,6,,,,
19.03.2020 02:00,23.7,757.8,758.5,-1.2,90,Wind blowing from the north-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.7,27.3,,,2500 or more  or no clouds.,,,5.0,22.0,No precipitation,12,,,,
18.03.2020 23:00,24.3,759.0,759.7,,86,Wind blowing from the east-northeast,2,,7,, ,,,24.2,27.3,,,,,,7.0,21.8,No precipitation,6,,,,
