Local time in Sunwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,8.2,731.2,752.1,,61,Wind blowing from the west-southwest,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.5,,,2500 or more  or no clouds.,,,21.0,1.1,No precipitation,12,,,,
25.03.2020 20:00,8.3,732.5,754.0,0.1,60,Wind blowing from the south-southwest,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,15.5,,,2500 or more  or no clouds.,,,18.0,0.8,No precipitation,12,,,,
25.03.2020 17:00,12.6,732.4,753.8,,40,Wind blowing from the south-west,4,,,50%., ,,,-4.1,15.5,,,2500 or more  or no clouds.,,,14.0,-0.6,No precipitation,6,,,,
25.03.2020 14:00,15.2,732.8,754.1,-1.7,30,Wind blowing from the south,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,15.5,,,2500 or more  or no clouds.,,,28.0,-2.2,No precipitation,12,,,,
25.03.2020 11:00,12.8,734.5,755.8,,30,Wind blowing from the south-west,4,,7,no clouds, ,,,-4.1,12.8,,,,,,29.0,-4.3,No precipitation,6,,,,
25.03.2020 08:00,1.6,736.2,757.8,-0.7,67,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,12.2,,,,,,10.0,-3.9,No precipitation,12,,,,
25.03.2020 05:00,-3.7,736.9,758.5,,83,Calm  no wind,0,,,, ,,,-7.4,12.2,,,,,,30.0,-6.2,No precipitation,6,,,,
25.03.2020 02:00,-2.3,738.1,759.7,,77,Wind blowing from the east-northeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,12.2,,,2500 or more  or no clouds.,,,26.0,-5.8,No precipitation,12,,,,
24.03.2020 20:00,5.9,738.7,760.3,,44,Wind blowing from the south-west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.2,,,,,,30.0,-5.4,No precipitation,12,,,,
24.03.2020 14:00,12.0,738.1,759.9,-1.5,24,Wind blowing from the west-southwest,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,12.2,,,,,,30.0,-7.9,No precipitation,12,,,,
24.03.2020 11:00,8.5,739.6,761.5,,31,Wind blowing from the west-southwest,6,,,no clouds, ,,,-7.6,8.5,,,,,,30.0,-7.7,No precipitation,6,,,,
24.03.2020 08:00,3.4,740.7,762.7,,36,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,4.8,,,,,,30.0,-10.3,No precipitation,12,,,,
24.03.2020 05:00,-6.1,740.9,763.1,,68,Wind blowing from the south,1,,3,, ,,,-7.6,4.8,,,,,,23.0,-11.2,No precipitation,6,,,,
24.03.2020 02:00,-6.8,741.6,763.8,,71,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,4.8,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
23.03.2020 20:00,-1.0,742.3,764.5,0.5,43,Wind blowing from the west-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,4.8,,,,,,26.0,-12.0,No precipitation,12,,,,
23.03.2020 17:00,3.8,741.8,764.0,,21,Calm  no wind,0,,,no clouds, ,,,-5.7,4.8,,,,,,30.0,-16.5,No precipitation,6,,,,
23.03.2020 14:00,4.3,741.7,763.8,-0.6,20,Wind blowing from the north-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,4.4,,,,,,30.0,-16.7,No precipitation,12,,,,
23.03.2020 11:00,2.2,742.3,764.5,,25,Wind blowing from the north,4,,8,no clouds, ,,,-5.7,4.1,,,,,,30.0,-15.8,No precipitation,6,,,,
23.03.2020 08:00,-1.7,742.1,764.4,,35,Wind blowing from the north-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,,,,,,,30.0,-15.2,No precipitation,12,,,,
23.03.2020 05:00,-5.4,740.9,763.1,,45,Wind blowing from the west-northwest,3,,7,, ,,,-9.3,4.1,,,,,,30.0,-15.7,No precipitation,6,,,,
23.03.2020 02:00,-4.0,739.8,761.8,,44,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.1,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
22.03.2020 20:00,-3.2,737.9,760.2,1.1,58,Wind blowing from the south-west,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.1,,,,,,19.0,-10.3,No precipitation,12,,,,
22.03.2020 17:00,1.7,736.8,759.1,,29,Wind blowing from the north,3,,9,20–30%., ,,,-9.3,4.1,,,600-1000,,,30.0,-14.4,No precipitation,6,,,,
22.03.2020 14:00,3.6,735.8,757.9,-0.4,29,Wind blowing from the north-west,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,3.8,,,600-1000,,,30.0,-12.8,No precipitation,12,,,,
22.03.2020 11:00,2.7,736.2,758.2,,38,Wind blowing from the west-northwest,3,,7,70 – 80%., ,,,-9.3,4.9,,,600-1000,,,30.0,-10.5,No precipitation,6,,,,
22.03.2020 08:00,-3.9,736.6,758.8,0.6,70,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.9,,,,,,15.0,-8.6,No precipitation,12,,,,
22.03.2020 05:00,-8.7,736.0,758.2,,84,Wind blowing from the south,1,,6,, ,,,-8.7,4.9,,,,,,30.0,-10.9,No precipitation,6,,,,
22.03.2020 02:00,-7.4,735.9,758.1,,87,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,4.9,,,2500 or more  or no clouds.,,,30.0,-9.2,2.0,12,,,,
21.03.2020 20:00,-1.6,735.9,757.9,,83,Wind blowing from the west,2,,7,60%.,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,4.9,,,600-1000,,,30.0,-4.1,2.0,12,,,,
21.03.2020 17:00,-0.3,734.8,756.9,,87,Wind blowing from the south,1,,7,70 – 80%.,Shower(s) of snow  or of rain and snow. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,4.9,,,600-1000,,,17.0,-2.2,2.0,6,,,,
21.03.2020 14:00,1.0,734.2,756.1,0.3,77,Wind blowing from the north-west,3,,7,no clouds,Shower(s) of snow  or of rain and snow. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,5.9,,,,,,30.0,-2.7,0.6,12,,,,
21.03.2020 11:00,4.2,733.9,755.5,,46,Wind blowing from the west-northwest,2,,6,50%., ,,,-4.8,5.9,,,600-1000,,,30.0,-6.4,No precipitation,6,,,,
21.03.2020 08:00,-0.2,733.6,755.5,0.9,73,Wind blowing from the west-northwest,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,5.9,,,2500 or more  or no clouds.,,,30.0,-4.6,No precipitation,12,,,,
21.03.2020 05:00,-3.1,732.7,754.6,,88,Wind blowing from the west,2,,7,, ,,,-8.9,5.9,,,,,,16.0,-4.8,No precipitation,6,,,,
21.03.2020 02:00,-1.2,732.0,753.6,,90,Wind blowing from the west-southwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.9,,,2500 or more  or no clouds.,,,30.0,-2.6,0.2,12,,,,
20.03.2020 20:00,1.2,730.9,752.8,,68,Wind blowing from the north-east,1,,10,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.9,,,2500 or more  or no clouds.,,,30.0,-4.2,0.2,12,,,,
20.03.2020 17:00,1.5,729.4,751.4,,78,Wind blowing from the east-northeast,4,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.9,,,2500 or more  or no clouds.,,,12.0,-1.9,0.2,6,,,,
20.03.2020 14:00,5.8,728.2,750.0,-1.0,43,Wind blowing from the east-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.9,,,2500 or more  or no clouds.,,,30.0,-5.8,No precipitation,12,,,,
20.03.2020 11:00,4.1,729.2,751.0,,52,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%, ,,,-8.9,5.8,,,,,,30.0,-4.9,No precipitation,6,,,,
20.03.2020 08:00,-4.7,729.9,751.9,0.3,84,Wind blowing from the north-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.8,,,2500 or more  or no clouds.,,,6.0,-7.0,No precipitation,12,,,,
20.03.2020 05:00,-8.5,729.6,751.6,,86,Wind blowing from the west-southwest,1,,5,, ,,,-8.6,5.8,,,,,,13.0,-10.4,No precipitation,6,,,,
20.03.2020 02:00,-7.3,730.1,751.9,,83,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.8,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
19.03.2020 20:00,-1.9,730.6,752.4,,67,Wind blowing from the south-west,1,,8,50%., ,,,-3.0,5.8,,,600-1000,,,23.0,-7.2,No precipitation,6,,,,
19.03.2020 17:00,3.5,729.9,751.6,,37,Wind blowing from the west-northwest,3,,8,20–30%., ,,,-3.0,5.8,,,600-1000,,,30.0,-9.8,No precipitation,6,,,,
19.03.2020 14:00,5.7,729.4,751.0,,34,Wind blowing from the north-west,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,5.8,,,600-1000,,,30.0,-8.9,No precipitation,12,,,,
19.03.2020 11:00,4.1,730.5,752.1,,47,Wind blowing from the north-northwest,4,,7,70 – 80%., ,,,-3.0,5.4,,,600-1000,,,30.0,-6.2,No precipitation,6,,,,
19.03.2020 08:00,-0.3,731.0,752.8,,68,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-5.5,No precipitation,12,,,,
19.03.2020 05:00,-2.5,730.3,752.0,,77,Wind blowing from the west-northwest,2,,7,, ,,,-2.5,5.4,,,,,,30.0,-6.0,No precipitation,6,,,,
19.03.2020 02:00,-0.5,729.7,751.3,,72,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,5.4,,,2500 or more  or no clouds.,,,30.0,-4.9,0.3,12,,,,
18.03.2020 20:00,0.4,728.7,750.4,2.0,78,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-2.0,5.4,,,2500 or more  or no clouds.,,,30.0,-3.0,0.3,12,,,,
18.03.2020 17:00,3.4,726.7,748.3,,71,Calm  no wind,0,,,90  or more  but not 100%, ,,,-2.0,5.4,,,,,,6.0,-1.5,No precipitation,6,,,,
18.03.2020 14:00,4.7,725.7,747.2,-0.5,61,Wind blowing from the south-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,5.7,,,600-1000,,,30.0,-2.2,Trace of precipitation,12,,,,
18.03.2020 11:00,2.3,726.2,747.8,,74,Wind blowing from the south-southwest,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,5.9,,,2500 or more  or no clouds.,,,30.0,-2.0,No precipitation,6,,,,
18.03.2020 08:00,-1.0,727.1,748.8,0.1,82,Wind blowing from the south-southwest,3,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,,,,2500 or more  or no clouds.,,,9.0,-3.7,No precipitation,12,,,,
18.03.2020 05:00,-1.4,727.0,748.7,,75,Wind blowing from the south-west,3,,8,, ,,,-7.3,5.9,,,,,,30.0,-5.4,No precipitation,6,,,,
18.03.2020 02:00,-1.7,727.9,749.5,,78,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,5.9,,,2500 or more  or no clouds.,,,30.0,-5.0,No precipitation,12,,,,
17.03.2020 20:00,0.5,730.4,752.3,0.0,71,Wind blowing from the west-southwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,5.9,,,2500 or more  or no clouds.,,,30.0,-4.3,No precipitation,12,,,,
17.03.2020 17:00,1.8,730.4,752.4,,61,Wind blowing from the west-southwest,4,,9,100%., ,,,-7.5,5.9,,,2500 or more  or no clouds.,,,14.0,-5.1,No precipitation,6,,,,
17.03.2020 14:00,5.1,729.8,751.6,-0.9,44,Wind blowing from the west-southwest,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,5.9,,,2500 or more  or no clouds.,,,30.0,-6.4,No precipitation,12,,,,
17.03.2020 11:00,3.2,730.7,752.5,,37,Wind blowing from the west-southwest,4,,6,, ,,,-7.5,3.4,,,,,,30.0,-10.1,No precipitation,6,,,,
17.03.2020 08:00,-4.0,731.8,754.0,,56,Wind blowing from the south-west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,1.9,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
17.03.2020 05:00,-7.2,731.8,753.8,,68,Wind blowing from the south-west,3,,6,, ,,,-11.4,1.9,,,,,,30.0,-12.1,No precipitation,6,,,,
17.03.2020 02:00,-6.6,732.6,754.6,,64,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,1.9,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
