Local time in Shenzhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 05:00,21.7,754.0,759.6,-0.6,95,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,,,21.4,28.1,,,2500 or more  or no clouds.,,,14.0,20.8,No precipitation,12,,,,
27.03.2020 02:00,22.1,754.6,760.2,-0.8,94,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,28.1,,,2500 or more  or no clouds.,,,15.0,21.0,No precipitation,12,,,,
26.03.2020 23:00,22.9,755.4,760.9,1.1,90,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,,,21.4,28.1,,,2500 or more  or no clouds.,,,18.0,21.1,No precipitation,12,,,,
26.03.2020 20:00,23.8,754.3,759.8,1.1,84,Wind blowing from the north-east,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,28.1,,,1500-2000,,,25.0,20.9,0.6,12,,,,
26.03.2020 17:00,26.7,753.2,758.8,,71,Wind blowing from the south-southwest,2,,7,70 – 80%., ,,,21.4,28.1,,,1500-2000,,,30.0,21.0,No precipitation,6,,,,
26.03.2020 14:00,25.4,754.1,759.7,-1.7,79,Wind blowing from the north,1,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,28.1,,,1000-1500,,,30.0,21.4,0.8,12,,,,
26.03.2020 11:00,24.1,755.8,761.5,,89,Wind blowing from the north-northeast,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,,,,600-1000,,,17.0,22.1,0.8,6,,,,
26.03.2020 08:00,22.3,755.2,760.9,1.0,95,Wind blowing from the north-west,1,,7,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,,,,2500 or more  or no clouds.,,,14.0,21.4,0.2,12,,,,
26.03.2020 05:00,21.8,754.2,759.7,,92,Wind blowing from the east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,20.7,28.1,,,,,,20.0,20.4,No precipitation,6,,,,
26.03.2020 02:00,21.7,755.0,760.6,,91,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,28.1,,,2500 or more  or no clouds.,,,17.0,20.1,No precipitation,12,,,,
25.03.2020 23:00,21.9,755.7,761.2,,86,Wind blowing from the east,1,,,, ,,,20.7,28.1,,,,,,23.0,19.4,No precipitation,6,,,,
25.03.2020 20:00,23.0,753.9,759.5,0.7,79,Wind blowing from the east-southeast,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,28.1,,,2500 or more  or no clouds.,,,30.0,19.1,No precipitation,12,,,,
25.03.2020 17:00,26.6,753.2,758.8,,64,Wind blowing from the south-east,2,,9,90  or more  but not 100%, ,,,20.7,28.1,,,,,,30.0,19.2,No precipitation,6,,,,
25.03.2020 14:00,26.2,754.8,760.3,,64,Wind blowing from the east-southeast,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,27.7,,,600-1000,,,30.0,18.8,No precipitation,12,,,,
25.03.2020 08:00,21.1,756.1,761.7,1.5,85,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,,,,2500 or more  or no clouds.,,,25.0,18.4,No precipitation,12,,,,
25.03.2020 05:00,20.8,754.6,760.2,,86,Wind blowing from the east,2,,9,, ,,,20.6,27.7,,,,,,27.0,18.3,No precipitation,6,,,,
25.03.2020 02:00,21.2,755.5,761.0,,85,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,27.7,,,2500 or more  or no clouds.,,,30.0,18.5,No precipitation,12,,,,
24.03.2020 23:00,20.9,756.1,761.8,,84,Wind blowing from the east,2,,,, ,,,20.6,27.7,,,,,,30.0,18.0,No precipitation,6,,,,
24.03.2020 20:00,22.2,754.9,760.6,0.6,78,Wind blowing from the east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,27.7,,,,,,30.0,18.1,No precipitation,12,,,,
24.03.2020 17:00,26.4,754.3,759.9,,62,Wind blowing from the south-west,1,,8,40%., ,,,20.6,27.7,,,600-1000,,,30.0,18.5,No precipitation,6,,,,
24.03.2020 14:00,27.1,755.6,761.2,,59,Wind blowing from the south-east,1,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,28.7,,,600-1000,,,30.0,18.4,No precipitation,12,,,,
24.03.2020 11:00,22.6,757.7,763.3,,76,Wind blowing from the east,2,,10,90  or more  but not 100%, ,,,20.6,,,,,,,27.0,18.1,No precipitation,6,,,,
24.03.2020 08:00,20.7,757.0,762.7,,89,Wind blowing from the east-northeast,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,28.7,,,2500 or more  or no clouds.,,,19.0,18.8,No precipitation,12,,,,
24.03.2020 05:00,20.7,755.0,760.6,,91,Wind blowing from the east,2,,10,, ,,,20.7,28.7,,,,,,13.0,19.1,No precipitation,6,,,,
24.03.2020 02:00,21.2,755.6,761.2,-0.6,87,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,28.7,,,2500 or more  or no clouds.,,,13.0,18.9,No precipitation,12,,,,
23.03.2020 23:00,22.1,756.2,761.8,,88,Wind blowing from the east,2,,8,, ,,,21.1,28.7,,,,,,14.0,20.0,No precipitation,6,,,,
23.03.2020 20:00,24.6,754.7,760.3,,79,Wind blowing from the east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,28.7,,,600-1000,,,30.0,20.7,No precipitation,12,,,,
23.03.2020 17:00,27.8,753.7,759.2,,64,Wind blowing from the south-southwest,2,,6,, ,,,21.1,28.7,,,,,,30.0,20.3,No precipitation,6,,,,
23.03.2020 14:00,27.8,754.9,760.4,-1.7,63,Wind blowing from the south-west,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,28.7,,,600-1000,,,30.0,20.1,No precipitation,12,,,,
23.03.2020 11:00,26.3,756.6,762.1,,75,Wind blowing from the south-west,2,,5,60%., ,,,21.1,28.4,,,600-1000,,,30.0,21.5,No precipitation,6,,,,
23.03.2020 08:00,22.7,755.8,761.3,,92,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,,,,600-1000,,,18.0,21.3,No precipitation,12,,,,
23.03.2020 05:00,21.4,754.4,760.0,,97,Wind blowing from the north,1,,4,, ,,,20.7,28.4,,,,,,20.0,20.9,No precipitation,6,,,,
23.03.2020 02:00,22.1,754.6,760.2,,92,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,28.4,,,2500 or more  or no clouds.,,,28.0,20.7,No precipitation,12,,,,
22.03.2020 23:00,22.7,755.5,761.1,,91,Wind blowing from the east,0,,7,, ,,,20.7,28.4,,,,,,30.0,21.1,No precipitation,6,,,,
22.03.2020 20:00,24.2,754.3,759.9,0.7,80,Wind blowing from the south-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,28.4,,,,,,30.0,20.5,No precipitation,12,,,,
22.03.2020 17:00,27.7,753.6,759.1,,62,Wind blowing from the south-southwest,2,,7,no clouds, ,,,20.7,28.4,,,,,,30.0,19.7,No precipitation,6,,,,
22.03.2020 14:00,27.8,754.9,760.4,-1.8,59,Wind blowing from the south-southwest,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,28.4,,,600-1000,,,30.0,19.0,No precipitation,12,,,,
22.03.2020 11:00,26.2,756.7,762.3,,72,Wind blowing from the south-southwest,2,,5,20–30%., ,,,20.7,26.4,,,600-1000,,,30.0,20.7,No precipitation,6,,,,
22.03.2020 08:00,22.0,756.1,761.7,1.9,97,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,24.4,,,2500 or more  or no clouds.,,,7.0,21.5,No precipitation,12,,,,
22.03.2020 05:00,20.9,754.2,759.7,,99,Wind blowing from the north-northeast,2,,6,,Mist. ,,,20.7,24.4,,,,,,4.7,20.7,No precipitation,6,,,,
22.03.2020 02:00,20.9,754.8,760.4,,99,Wind blowing from the north-east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,24.4,,,2500 or more  or no clouds.,,,5.0,20.7,No precipitation,12,,,,
21.03.2020 23:00,21.1,755.8,761.5,,98,Wind blowing from the north-northeast,2,,6,,Mist. ,,,20.5,24.4,,,,,,6.0,20.7,No precipitation,6,,,,
21.03.2020 20:00,22.0,755.6,761.2,,92,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,24.4,,,2500 or more  or no clouds.,,,10.0,20.6,No precipitation,12,,,,
21.03.2020 17:00,24.3,754.9,760.5,,84,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,20.4,24.3,,,,,,15.0,21.4,No precipitation,6,,,,
21.03.2020 14:00,23.3,755.5,761.2,,87,Wind blowing from the north-east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,23.8,,,300-600,,,11.0,21.0,No precipitation,12,,,,
21.03.2020 11:00,22.8,757.6,763.2,,87,Wind blowing from the east,1,,7,100%., ,,,20.4,23.6,,,300-600,,,10.0,20.5,No precipitation,6,,,,
21.03.2020 08:00,21.4,756.7,762.3,,92,Wind blowing from the east-northeast,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,600-1000,,,20.0,20.0,No precipitation,12,,,,
21.03.2020 05:00,20.8,755.2,760.8,,94,Wind blowing from the east,1,,9,, ,,,19.3,,,,,,,24.0,19.8,No precipitation,6,,,,
21.03.2020 02:00,20.7,755.5,761.2,-0.9,94,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,23.6,,,2500 or more  or no clouds.,,,12.0,19.7,No precipitation,12,,,,
20.03.2020 23:00,20.5,756.4,762.1,,92,Wind blowing from the east,2,,9,, ,,,19.3,23.6,,,,,,8.0,19.1,No precipitation,6,,,,
20.03.2020 20:00,20.4,755.4,761.0,0.8,88,Wind blowing from the east,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,23.6,,,2500 or more  or no clouds.,,,6.0,18.3,Trace of precipitation,12,,,,
20.03.2020 17:00,21.3,754.6,760.3,,83,Wind blowing from the east,2,,6,, ,,,18.7,23.6,,,,,,,18.2,No precipitation,6,,,,
20.03.2020 14:00,22.5,755.5,761.1,-2.0,80,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,18.7,23.6,,,1500-2000,,,22.0,18.8,0.1,12,,,,
20.03.2020 11:00,22.0,757.5,763.1,,82,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,18.7,22.2,,,1500-2000,,,24.0,18.7,No precipitation,6,,,,
20.03.2020 08:00,20.0,756.7,762.4,,92,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,1000-1500,,,6.0,18.6,No precipitation,12,,,,
20.03.2020 05:00,19.3,755.2,760.8,,97,Wind blowing from the north-northeast,1,,6,,Mist. ,,,18.7,,,,,,,6.0,18.8,No precipitation,6,,,,
20.03.2020 02:00,19.3,755.7,761.3,,98,Wind blowing from the north-east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,2500 or more  or no clouds.,,,5.0,18.9,3.0,12,,,,
19.03.2020 23:00,19.5,756.9,762.5,,97,Wind blowing from the north-northeast,1,,6,, ,,,18.7,22.1,,,,,,9.0,19.0,0.2,6,,,,
19.03.2020 20:00,19.4,755.4,761.0,,98,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Drizzle.,18.7,22.1,,,,,,30.0,19.0,3.0,6,,,,
19.03.2020 17:00,18.9,755.3,760.9,,99,Wind blowing from the north-east,1,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Drizzle.,18.8,22.1,,,300-600,,,2.6,18.7,4.0,6,,,,
19.03.2020 14:00,20.1,755.5,761.2,,97,Wind blowing from the north-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,19.6,22.1,,,300-600,,,2.4,19.6,1.0,12,,,,
19.03.2020 11:00,21.6,756.6,762.2,,81,Wind blowing from the north-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.1,,,1000-1500,,,30.0,18.2,Trace of precipitation,6,,,,
19.03.2020 08:00,20.8,755.5,761.2,1.4,84,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.0,,,300-600,,,24.0,18.0,No precipitation,12,,,,
19.03.2020 05:00,19.9,754.1,759.7,,91,Wind blowing from the east-northeast,2,,3,, ,,,18.8,22.0,,,,,,15.0,18.3,No precipitation,6,,,,
19.03.2020 02:00,19.8,754.9,760.6,,92,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.0,,,2500 or more  or no clouds.,,,12.0,18.4,No precipitation,12,,,,
18.03.2020 23:00,20.1,756.2,761.8,,91,Wind blowing from the north-northeast,1,,5,, ,,,18.8,22.0,,,,,,15.0,18.5,No precipitation,6,,,,
18.03.2020 20:00,20.4,755.4,761.0,,89,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.0,,,,,,18.0,18.5,17.0,12,,,,
18.03.2020 17:00,21.8,754.2,759.8,,84,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%, ,,,18.8,21.9,,,,,,30.0,18.9,1.0,6,,,,
18.03.2020 14:00,20.8,756.0,761.6,,92,Wind blowing from the south-southwest,1,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,21.7,,,300-600,,,16.0,19.4,17.0,12,,,,
