Local time in Tongliao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,4.8,750.3,767.2,-0.6,19,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,6.7,,,,,,30.0,-16.9,No precipitation,12,,,,
27.03.2020 08:00,0.8,750.9,767.8,0.1,34,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,6.7,,,,,,16.0,-13.6,No precipitation,12,,,,
27.03.2020 05:00,-2.8,750.8,767.8,-0.6,39,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,,,-3.0,6.7,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
27.03.2020 02:00,-1.6,751.4,768.4,-0.5,30,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,10.3,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
26.03.2020 23:00,0.8,751.9,768.9,1.0,21,Wind blowing from the west,3,,11,,Cloud development not observed or not observable. ,,,0.7,11.2,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
26.03.2020 20:00,2.8,750.9,767.8,1.4,20,Wind blowing from the west,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,12.4,,,,,,22.0,-18.0,No precipitation,12,,,,
26.03.2020 17:00,5.2,749.5,766.3,,18,Wind blowing from the west,4,,11,100%., ,,,0.7,,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,6,,,,
26.03.2020 14:00,5.7,749.3,765.8,-1.2,24,Wind blowing from the west,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,,,,2500 or more  or no clouds.,,,30.0,-13.3,3.0,12,,,,
26.03.2020 11:00,2.8,750.5,767.1,,87,Wind blowing from the west-southwest,3,,13,100%., ,,,0.7,,,,2500 or more  or no clouds.,,,18.0,0.9,2.0,6,,,,
26.03.2020 08:00,0.7,749.5,766.2,1.6,92,Wind blowing from the south-east,1,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,21.0,,,2500 or more  or no clouds.,,,3.0,-0.4,3.0,12,,,,
26.03.2020 05:00,2.4,747.9,764.2,,90,Wind blowing from the north-west,4,,14,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.4,21.0,,,,,,11.0,0.9,1.0,6,,,,
26.03.2020 02:00,10.2,743.4,759.4,2.4,36,Wind blowing from the north,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,21.0,,,2500 or more  or no clouds.,,,15.0,-4.2,No precipitation,12,,,,
25.03.2020 23:00,11.1,741.0,757.0,,40,Wind blowing from the south-southwest,3,,,, ,,,9.6,21.0,,,,,,14.0,-2.0,No precipitation,6,,,,
25.03.2020 20:00,12.4,739.5,755.6,,41,Wind blowing from the south,4,,14,70 – 80%., ,,,9.6,21.0,,,2500 or more  or no clouds.,,,10.0,-0.5,No precipitation,6,,,,
25.03.2020 17:00,17.7,738.1,754.0,,35,Wind blowing from the south,5,,14,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,21.0,,,2500 or more  or no clouds.,,,5.0,2.1,No precipitation,6,,,,
25.03.2020 14:00,20.7,738.2,754.0,-1.7,29,Wind blowing from the south,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,20.9,,,2500 or more  or no clouds.,,,8.0,2.0,No precipitation,12,,,,
25.03.2020 11:00,16.3,739.9,755.8,,37,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,9.6,16.3,,,2500 or more  or no clouds.,,,7.0,1.6,No precipitation,6,,,,
25.03.2020 08:00,10.1,740.2,756.4,0.8,51,Wind blowing from the south,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,8.0,0.4,No precipitation,12,,,,
25.03.2020 05:00,9.9,739.4,755.5,,52,Wind blowing from the south,4,,10,, ,,,-0.2,16.1,,,,,,8.0,0.5,No precipitation,6,,,,
25.03.2020 02:00,10.2,740.2,756.2,-0.9,44,Wind blowing from the south,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,16.1,,,2500 or more  or no clouds.,,,8.0,-1.5,No precipitation,12,,,,
24.03.2020 23:00,10.3,741.1,757.2,,41,Wind blowing from the south,2,,,, ,,,,16.1,,,,,,8.0,-2.4,No precipitation,6,,,,
24.03.2020 20:00,10.4,742.0,758.3,-0.3,31,Wind blowing from the south-southeast,2,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,16.1,,,2500 or more  or no clouds.,,,15.0,-6.0,No precipitation,12,,,,
24.03.2020 17:00,15.0,742.3,758.6,,24,Wind blowing from the south-southeast,4,,11,90  or more  but not 100%, ,,,-0.2,16.1,,,2500 or more  or no clouds.,,,10.0,-5.4,No precipitation,6,,,,
24.03.2020 14:00,15.0,743.6,760.0,,22,Wind blowing from the south,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,15.4,,,2500 or more  or no clouds.,,,11.0,-6.5,No precipitation,12,,,,
24.03.2020 11:00,12.9,746.1,762.5,,25,Wind blowing from the south,4,,10,90  or more  but not 100%, ,,,-0.2,12.9,,,2500 or more  or no clouds.,,,11.0,-6.6,No precipitation,6,,,,
24.03.2020 08:00,6.4,747.7,764.4,,37,Wind blowing from the south-southeast,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,11.9,,,2500 or more  or no clouds.,,,8.0,-7.2,No precipitation,12,,,,
24.03.2020 05:00,0.5,747.9,764.5,,49,Wind blowing from the east-southeast,2,,4,, ,,,0.1,11.9,,,,,,19.0,-9.0,No precipitation,6,,,,
24.03.2020 02:00,1.4,748.9,765.6,-0.3,42,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.9,,,2500 or more  or no clouds.,,,29.0,-10.1,No precipitation,12,,,,
23.03.2020 23:00,3.9,749.2,765.8,,32,Wind blowing from the east-southeast,1,,,, ,,,0.7,11.9,,,,,,29.0,-11.3,No precipitation,6,,,,
23.03.2020 20:00,4.5,749.2,766.0,,30,Wind blowing from the east,0,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.9,,,,,,4.6,-11.6,No precipitation,12,,,,
23.03.2020 17:00,10.8,748.9,765.6,,19,Wind blowing from the north-northwest,1,,8,no clouds, ,,,0.7,11.9,,,,,,24.0,-11.9,No precipitation,6,,,,
23.03.2020 14:00,10.4,749.5,766.1,-1.3,20,Wind blowing from the north-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,12.2,,,,,,29.0,-11.6,No precipitation,12,,,,
23.03.2020 11:00,8.0,750.8,767.5,,31,Wind blowing from the north-west,3,,8,no clouds, ,,,0.7,12.2,,,,,,30.0,-8.1,No precipitation,6,,,,
23.03.2020 08:00,3.6,750.6,767.2,,46,Wind blowing from the north-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,12.2,,,,,,25.0,-7.2,No precipitation,12,,,,
23.03.2020 05:00,1.4,748.6,765.2,,54,Wind blowing from the north-northwest,3,,11,, ,,,-0.4,12.2,,,,,,30.0,-6.9,No precipitation,6,,,,
23.03.2020 02:00,3.3,747.1,763.6,,51,Wind blowing from the west-northwest,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,12.2,,,2500 or more  or no clouds.,,,30.0,-5.9,No precipitation,12,,,,
22.03.2020 23:00,5.7,746.3,762.8,,49,Wind blowing from the west,2,,,, ,,,-1.0,12.2,,,,,,30.0,-4.4,No precipitation,6,,,,
22.03.2020 20:00,8.9,745.7,762.3,,38,Wind blowing from the west,3,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,12.2,,,2500 or more  or no clouds.,,,29.0,-4.6,No precipitation,12,,,,
22.03.2020 17:00,9.8,744.2,760.8,,33,Wind blowing from the west-northwest,1,,13,90  or more  but not 100%, ,,,-1.0,12.2,,,1500-2000,,,21.0,-5.7,No precipitation,6,,,,
22.03.2020 14:00,11.8,744.1,760.6,-1.8,18,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,12.2,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
22.03.2020 11:00,9.1,745.9,762.4,,26,Wind blowing from the south-west,3,,5,70 – 80%., ,,,-1.0,11.2,,,2500 or more  or no clouds.,,,27.0,-9.4,No precipitation,6,,,,
22.03.2020 08:00,3.7,746.5,763.2,0.2,36,Wind blowing from the west-southwest,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.2,,,2500 or more  or no clouds.,,,10.0,-10.3,No precipitation,12,,,,
22.03.2020 05:00,-0.2,746.3,763.0,,43,Wind blowing from the west,1,,10,, ,,,-1.0,11.2,,,,,,30.0,-11.3,No precipitation,6,,,,
22.03.2020 02:00,1.7,746.5,763.1,0.2,36,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,11.2,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
21.03.2020 23:00,5.5,746.3,762.8,,26,Wind blowing from the north-west,3,,,, ,,,-0.3,11.2,,,,,,29.0,-12.5,No precipitation,6,,,,
21.03.2020 20:00,7.2,745.0,761.5,,19,Wind blowing from the north-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,11.2,,,,,,30.0,-14.9,No precipitation,12,,,,
21.03.2020 17:00,10.3,743.5,760.0,,14,Wind blowing from the north-northwest,3,,12,no clouds, ,,,-0.3,12.7,,,,,,30.0,-16.0,No precipitation,6,,,,
21.03.2020 14:00,10.3,743.7,760.2,-0.8,14,Wind blowing from the north-west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.6,,,,,,30.0,-16.0,No precipitation,12,,,,
21.03.2020 11:00,8.5,744.5,761.0,,18,Wind blowing from the west,3,,10,no clouds, ,,,-0.3,14.6,,,,,,30.0,-14.5,No precipitation,6,,,,
21.03.2020 08:00,4.5,744.7,761.2,,31,Wind blowing from the west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.6,,,,,,25.0,-11.2,No precipitation,12,,,,
21.03.2020 05:00,0.0,743.2,759.7,,44,Wind blowing from the west,2,,12,, ,,,-1.5,14.6,,,,,,30.0,-10.8,No precipitation,6,,,,
21.03.2020 02:00,2.2,742.5,758.8,0.4,39,Wind blowing from the west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,14.6,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
20.03.2020 23:00,4.7,742.1,758.5,,29,Wind blowing from the west,4,,,, ,,,-1.7,14.6,,,,,,30.0,-11.8,No precipitation,6,,,,
20.03.2020 20:00,7.8,740.1,756.6,3.3,23,Wind blowing from the west-northwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,14.6,,,,,,28.0,-12.0,No precipitation,12,,,,
20.03.2020 17:00,12.7,736.8,753.2,,16,Wind blowing from the west-northwest,5,,12,no clouds, ,,,-1.7,14.6,,,,,,15.0,-12.5,No precipitation,6,,,,
20.03.2020 14:00,13.7,735.4,751.7,-0.6,14,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,13.7,,,,,,30.0,-13.3,No precipitation,12,,,,
20.03.2020 11:00,11.2,736.0,752.3,,19,Wind blowing from the south-west,4,,9,60%., ,,,-1.7,11.6,,,2500 or more  or no clouds.,,,24.0,-11.6,No precipitation,6,,,,
20.03.2020 08:00,2.7,738.0,754.5,-0.8,45,Wind blowing from the east,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,8.8,,,2500 or more  or no clouds.,,,11.0,-8.3,No precipitation,12,,,,
20.03.2020 05:00,-1.6,738.8,755.4,,57,Wind blowing from the south-west,1,,6,, ,,,-1.7,8.8,,,,,,30.0,-9.2,No precipitation,6,,,,
20.03.2020 02:00,0.1,739.9,756.4,,47,Wind blowing from the west-southwest,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.8,,,2500 or more  or no clouds.,,,27.0,-9.9,No precipitation,12,,,,
19.03.2020 23:00,2.0,740.8,757.3,,37,Wind blowing from the west,1,,,, ,,,-0.9,8.8,,,,,,30.0,-11.2,No precipitation,6,,,,
19.03.2020 20:00,4.7,740.2,756.7,,39,Wind blowing from the west,2,,,no clouds, ,,,-0.9,8.8,,,,,,9.0,-8.1,No precipitation,6,,,,
19.03.2020 17:00,8.8,738.8,755.3,,30,Wind blowing from the north-west,2,,13,50%., ,,,-0.9,10.6,,,2500 or more  or no clouds.,,,29.0,-7.8,No precipitation,6,,,,
19.03.2020 14:00,8.0,738.3,754.7,,32,Wind blowing from the west-northwest,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,12.7,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
19.03.2020 11:00,5.9,738.1,754.5,,43,Wind blowing from the north-west,5,,12,70 – 80%., ,,,-0.9,14.3,,,2500 or more  or no clouds.,,,30.0,-5.7,No precipitation,6,,,,
19.03.2020 08:00,2.5,736.7,753.1,0.5,52,Wind blowing from the north-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,14.3,,,,,,30.0,-6.4,No precipitation,12,,,,
