Local time in Langzhong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,17.5,720.0,752.5,,82,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,27.8,,,2500 or more  or no clouds.,,,18.0,14.4,No precipitation,12,,,,
25.03.2020 20:00,22.5,717.9,750.7,-0.1,61,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,27.8,,,,,,25.0,14.6,No precipitation,12,,,,
25.03.2020 17:00,27.1,718.0,750.5,,44,Wind blowing from the east,1,,,10%  or less  but not 0, ,,,,,,,1000-1500,,,27.0,13.8,,,,,,
25.03.2020 14:00,27.2,719.8,752.3,-2.2,44,Wind blowing from the south-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,27.2,,,1000-1500,,,30.0,13.9,No precipitation,12,,,,
25.03.2020 11:00,22.1,722.0,754.9,,59,Wind blowing from the east-northeast,2,,,no clouds, ,,,15.5,25.9,,,,,,30.0,13.7,No precipitation,6,,,,
25.03.2020 08:00,16.1,721.7,754.8,0.1,86,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,25.9,,,2500 or more  or no clouds.,,,20.0,13.8,No precipitation,12,,,,
25.03.2020 05:00,16.3,721.6,754.5,,84,Wind blowing from the north,1,,,, ,,,,,,,,,,21.0,13.6,,,,,,
25.03.2020 02:00,17.4,722.4,755.2,,78,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.9,,,2500 or more  or no clouds.,,,25.0,13.5,No precipitation,12,,,,
24.03.2020 20:00,20.8,722.5,755.6,,65,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.9,,,2500 or more  or no clouds.,,,28.0,14.0,No precipitation,12,,,,
24.03.2020 14:00,24.8,723.1,756.0,-2.2,49,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,26.6,,,2500 or more  or no clouds.,,,30.0,13.4,No precipitation,12,,,,
24.03.2020 11:00,21.9,725.3,758.4,,57,Wind blowing from the north-northeast,2,,3,70 – 80%., ,,,15.1,26.6,,,2500 or more  or no clouds.,,,28.0,13.0,No precipitation,6,,,,
24.03.2020 08:00,15.6,725.2,758.4,0.7,80,Wind blowing from the north-east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,26.6,,,2500 or more  or no clouds.,,,26.0,12.2,No precipitation,12,,,,
24.03.2020 05:00,16.4,724.5,757.3,,76,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,12.2,,,,,,
24.03.2020 02:00,15.9,726.1,759.1,,79,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.6,,,2500 or more  or no clouds.,,,29.0,12.3,No precipitation,12,,,,
23.03.2020 20:00,21.2,725.0,758.3,0.6,55,Wind blowing from the east-northeast,0,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.6,,,2500 or more  or no clouds.,,,30.0,11.8,No precipitation,12,,,,
23.03.2020 17:00,26.3,724.4,757.4,,37,Wind blowing from the south-southwest,2,,,60%., ,,,,,,,1000-1500,,,30.0,10.5,,,,,,
23.03.2020 14:00,25.6,726.1,759.2,-2.4,41,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,25.8,,,,,,30.0,11.4,No precipitation,12,,,,
23.03.2020 11:00,21.6,728.5,761.8,,50,Wind blowing from the east-northeast,2,,,no clouds, ,,,13.0,25.2,,,,,,30.0,10.7,No precipitation,6,,,,
23.03.2020 08:00,13.7,728.0,761.5,1.0,82,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,25.2,,,,,,30.0,10.7,No precipitation,12,,,,
23.03.2020 05:00,13.4,727.0,760.2,,84,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,10.8,,,,,,
23.03.2020 02:00,14.6,727.5,760.7,,79,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,25.2,,,2500 or more  or no clouds.,,,30.0,11.0,No precipitation,12,,,,
22.03.2020 20:00,20.6,726.4,759.8,1.3,50,Wind blowing from the east-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,25.2,,,2500 or more  or no clouds.,,,30.0,9.8,No precipitation,12,,,,
22.03.2020 17:00,24.5,725.1,758.2,,40,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,30.0,10.0,,,,,,
22.03.2020 14:00,24.1,726.5,759.7,-1.4,35,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,24.4,,,2500 or more  or no clouds.,,,30.0,7.7,No precipitation,12,,,,
22.03.2020 11:00,18.8,727.9,761.5,,56,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%, ,,,13.7,22.2,,,,,,30.0,9.8,No precipitation,6,,,,
22.03.2020 08:00,13.9,726.4,760.0,0.9,84,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,22.2,,,2500 or more  or no clouds.,,,30.0,11.2,No precipitation,12,,,,
22.03.2020 05:00,14.0,725.5,758.8,,86,Wind blowing from the north,1,,,, ,,,,,,,,,,29.0,11.7,,,,,,
22.03.2020 02:00,14.5,725.7,759.2,,86,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,22.2,,,2500 or more  or no clouds.,,,27.0,12.2,No precipitation,12,,,,
21.03.2020 20:00,17.6,724.5,757.9,1.7,68,Wind blowing from the north-northeast,1,,5,50%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,22.2,,,2500 or more  or no clouds.,,,30.0,11.6,0.6,12,,,,
21.03.2020 17:00,21.3,722.8,755.9,,54,Wind blowing from the east,2,,,, ,,,16.0,27.6,,,,,,30.0,11.6,0.6,6,,,,
21.03.2020 14:00,17.3,722.8,756.1,-0.4,79,Wind blowing from the north-east,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,2500 or more  or no clouds.,,,22.0,13.6,0.6,12,,,,
21.03.2020 11:00,17.9,723.2,756.4,,57,Wind blowing from the north-west,2,,4,100%., ,,,16.0,,,,2500 or more  or no clouds.,,,30.0,9.3,No precipitation,6,,,,
21.03.2020 08:00,16.8,721.3,754.3,1.4,60,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,28.3,,,2500 or more  or no clouds.,,,30.0,9.0,No precipitation,12,,,,
21.03.2020 05:00,16.8,719.9,752.5,,58,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,8.5,,,,,,
21.03.2020 02:00,17.2,720.6,753.2,,56,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,28.3,,,2500 or more  or no clouds.,,,30.0,8.4,No precipitation,12,,,,
20.03.2020 20:00,21.0,720.5,753.8,0.4,44,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,28.3,,,,,,30.0,8.3,No precipitation,12,,,,
20.03.2020 17:00,27.5,720.1,753.0,,25,Wind blowing from the south,1,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,5.7,,,,,,
20.03.2020 14:00,27.0,722.6,755.6,-2.8,27,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,27.0,,,,,,30.0,6.4,No precipitation,12,,,,
20.03.2020 11:00,21.5,725.4,758.6,,40,Wind blowing from the north-east,2,,,no clouds, ,,,10.8,26.1,,,,,,30.0,7.3,No precipitation,6,,,,
20.03.2020 08:00,11.5,725.4,758.9,0.5,75,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,26.1,,,,,,30.0,7.2,No precipitation,12,,,,
20.03.2020 05:00,11.4,724.9,758.2,,75,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,7.1,,,,,,
20.03.2020 02:00,12.4,726.1,759.4,,71,Wind blowing from the north-northwest,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,26.1,,,2500 or more  or no clouds.,,,30.0,7.3,No precipitation,12,,,,
19.03.2020 20:00,21.0,725.8,759.3,,32,Wind blowing from the south-southeast,2,,6,no clouds, ,,,9.6,26.1,,,,,,30.0,3.7,No precipitation,6,,,,
19.03.2020 17:00,25.6,725.2,758.5,,27,Wind blowing from the south-southeast,2,,,no clouds, ,,,,,,,,,,30.0,5.2,,,,,,
19.03.2020 14:00,24.6,727.9,761.2,-2.4,31,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,24.6,,,,,,24.0,6.4,No precipitation,12,,,,
19.03.2020 11:00,19.4,730.3,763.9,,46,Wind blowing from the east-northeast,1,,2,no clouds, ,,,9.6,24.2,,,,,,30.0,7.5,No precipitation,6,,,,
19.03.2020 08:00,10.7,729.7,763.6,1.3,80,Wind blowing from the north-east,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,24.2,,,,,,30.0,7.4,No precipitation,12,,,,
19.03.2020 05:00,10.8,728.4,761.9,,82,Wind blowing from the south,1,,,, ,,,,,,,,,,30.0,7.9,,,,,,
19.03.2020 02:00,12.7,728.9,762.4,,74,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,24.2,,,2500 or more  or no clouds.,,,30.0,8.2,No precipitation,12,,,,
18.03.2020 20:00,18.7,727.6,761.4,1.2,43,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,24.2,,,,,,30.0,5.9,No precipitation,12,,,,
18.03.2020 17:00,23.2,726.4,759.9,,29,Wind blowing from the west,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,4.2,,,,,,
18.03.2020 14:00,21.7,728.2,761.8,-2.4,32,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,23.8,,,,,,30.0,4.3,No precipitation,12,,,,
18.03.2020 11:00,17.7,730.6,764.4,,55,Wind blowing from the north,1,,2,no clouds, ,,,9.1,23.8,,,,,,30.0,8.6,No precipitation,6,,,,
18.03.2020 08:00,9.7,730.3,764.3,0.9,82,Wind blowing from the north,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,23.8,,,2500 or more  or no clouds.,,,30.0,6.8,No precipitation,12,,,,
18.03.2020 05:00,9.8,729.4,763.0,,82,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,6.9,,,,,,
18.03.2020 02:00,11.7,730.6,764.2,,72,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,23.8,,,2500 or more  or no clouds.,,,30.0,6.8,No precipitation,12,,,,
17.03.2020 20:00,17.6,730.4,764.4,0.4,36,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,23.8,,,,,,30.0,2.4,No precipitation,12,,,,
17.03.2020 17:00,22.7,730.0,763.6,,25,Wind blowing from the east-northeast,2,,,no clouds, ,,,,,,,,,,30.0,1.7,,,,,,
17.03.2020 14:00,21.8,731.9,765.6,-2.5,30,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,21.9,,,2500 or more  or no clouds.,,,30.0,3.5,No precipitation,12,,,,
17.03.2020 11:00,17.7,734.4,768.4,,50,Wind blowing from the west-southwest,2,,5,50%., ,,,10.4,17.7,,,2500 or more  or no clouds.,,,30.0,7.2,No precipitation,6,,,,
17.03.2020 08:00,10.9,733.9,768.3,0.7,75,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.2,,,2500 or more  or no clouds.,,,30.0,6.6,Trace of precipitation,12,,,,
17.03.2020 05:00,11.3,733.2,767.4,,74,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,6.8,,,,,,
17.03.2020 02:00,12.7,734.0,768.2,,64,Wind blowing from the north,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,16.2,,,2500 or more  or no clouds.,,,30.0,6.1,No precipitation,12,,,,
16.03.2020 20:00,14.3,733.0,767.2,1.3,57,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,16.2,,,2500 or more  or no clouds.,,,30.0,5.9,Trace of precipitation,12,,,,
16.03.2020 17:00,15.5,731.7,765.7,,53,Wind blowing from the west-northwest,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,15.5,,,2500 or more  or no clouds.,,,30.0,6.0,No precipitation,6,,,,
