Local time in Mudanjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,4.6,732.6,760.9,-1.6,22,Wind blowing from the west-northwest,7,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,8.0,,,1000-1500,,,30.0,-15.3,Trace of precipitation,12,,,,
27.03.2020 11:00,2.8,734.2,762.7,-1.5,30,Wind blowing from the west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,,,,,,,30.0,-13.1,No precipitation,12,,,,
27.03.2020 08:00,-1.3,735.7,764.4,0.0,36,Wind blowing from the west,7,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
27.03.2020 05:00,-2.6,735.7,764.2,0.5,37,Wind blowing from the west,6,,11,,Cloud development not observed or not observable. ,,,-2.6,11.9,,,2500 or more  or no clouds.,,,30.0,-15.3,0.1,12,,,,
27.03.2020 02:00,-0.5,735.2,763.5,-0.5,82,Wind blowing from the west-southwest,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,11.9,,,2500 or more  or no clouds.,,,30.0,-3.2,0.1,12,,,,
26.03.2020 23:00,1.0,735.7,763.8,-0.3,56,Wind blowing from the west-southwest,3,,,,Cloud development not observed or not observable. ,,,-0.7,11.9,,,2500 or more  or no clouds.,,,30.0,-6.8,0.1,12,,,,
26.03.2020 20:00,1.1,736.0,764.5,2.4,73,Wind blowing from the west,4,,12,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,11.9,,,2500 or more  or no clouds.,,,30.0,-3.2,0.1,12,,,,
26.03.2020 17:00,4.1,733.6,762.0,,65,Wind blowing from the west,2,,12,90  or more  but not 100%, ,,,-0.7,11.9,,,,,,30.0,-1.9,No precipitation,6,,,,
26.03.2020 14:00,8.1,733.0,761.1,0.5,55,Wind blowing from the west,8,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,11.9,,,2500 or more  or no clouds.,,,30.0,-0.6,No precipitation,12,,,,
26.03.2020 11:00,10.9,732.5,760.3,,43,Wind blowing from the west,5,,11,90  or more  but not 100%, ,,,-0.7,10.9,,,,,,30.0,-1.2,No precipitation,6,,,,
26.03.2020 08:00,1.5,732.7,760.9,-0.3,97,Wind blowing from the east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,9.7,,,2500 or more  or no clouds.,,,3.1,1.1,No precipitation,12,,,,
26.03.2020 05:00,-0.3,733.0,761.4,,96,Wind blowing from the east-northeast,1,,6,,Mist. ,,,-4.1,9.7,,,,,,2.6,-0.9,No precipitation,6,,,,
26.03.2020 02:00,0.8,732.7,760.7,0.0,94,Wind blowing from the east-southeast,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,9.7,,,2500 or more  or no clouds.,,,3.4,-0.1,1.0,12,,,,
25.03.2020 23:00,2.9,732.7,760.9,,93,Wind blowing from the south-east,1,,,,Mist. ,,,-4.2,9.7,,,,,,5.0,1.9,No precipitation,6,,,,
25.03.2020 20:00,4.9,732.7,761.0,,90,Wind blowing from the south-southwest,0,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,9.7,,,,,,14.0,3.4,1.0,6,,,,
25.03.2020 17:00,5.1,732.9,761.4,,89,Wind blowing from the east,1,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,-4.2,9.7,,,1500-2000,,,6.0,3.4,1.0,6,,,,
25.03.2020 14:00,9.3,732.8,761.0,-1.7,57,Wind blowing from the south,4,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,9.6,,,2500 or more  or no clouds.,,,25.0,1.2,Trace of precipitation,12,,,,
25.03.2020 11:00,4.5,734.5,762.9,,48,Wind blowing from the north,2,,4,90  or more  but not 100%, ,,,-4.2,9.5,,,,,,30.0,-5.6,No precipitation,6,,,,
25.03.2020 08:00,-0.6,735.2,763.7,-0.3,60,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,9.5,,,2500 or more  or no clouds.,,,13.0,-7.4,No precipitation,12,,,,
25.03.2020 05:00,-3.9,735.5,764.0,,64,Wind blowing from the east,1,,,, ,,,,,,,,,,30.0,-9.7,,,,,,
25.03.2020 02:00,-2.9,735.5,763.9,-0.5,59,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,9.5,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
24.03.2020 23:00,-0.6,736.0,764.5,,48,Wind blowing from the east-southeast,1,,,, ,,,-6.6,9.5,,,,,,30.0,-10.3,No precipitation,6,,,,
24.03.2020 20:00,3.1,736.1,764.7,0.4,33,Wind blowing from the south-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,9.5,,,,,,30.0,-11.6,No precipitation,12,,,,
24.03.2020 17:00,7.7,735.7,764.3,,23,Wind blowing from the south,3,,8,no clouds, ,,,-6.6,9.5,,,,,,30.0,-12.1,No precipitation,6,,,,
24.03.2020 14:00,8.2,736.5,765.1,,24,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,8.9,,,,,,30.0,-11.2,No precipitation,12,,,,
24.03.2020 11:00,4.6,738.1,766.8,,36,Wind blowing from the west-southwest,3,,8,no clouds, ,,,-6.6,7.9,,,,,,30.0,-9.5,No precipitation,6,,,,
24.03.2020 08:00,-1.0,738.7,767.5,0.5,55,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,7.9,,,,,,30.0,-9.1,No precipitation,12,,,,
24.03.2020 05:00,-6.3,738.2,767.1,,75,Wind blowing from the west-southwest,1,,,, ,,,-6.4,7.9,,,,,,30.0,-10.0,No precipitation,6,,,,
24.03.2020 02:00,-5.2,737.5,766.1,0.3,69,Wind blowing from the east-southeast,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,7.9,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
23.03.2020 23:00,-3.4,737.2,765.9,,65,Wind blowing from the south-east,1,,17,, ,,,-5.2,7.9,,,,,,30.0,-9.2,No precipitation,6,,,,
23.03.2020 20:00,-0.4,736.5,765.2,,49,Wind blowing from the west,4,,17,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,7.9,,,1500-2000,,,30.0,-9.8,Trace of precipitation,12,,,,
23.03.2020 17:00,4.3,734.3,763.0,,27,Wind blowing from the west-northwest,7,,17,70 – 80%., ,,,-5.2,7.9,,,1500-2000,,,30.0,-13.1,No precipitation,6,,,,
23.03.2020 14:00,6.7,733.0,761.4,-0.9,28,Wind blowing from the west-northwest,8,,17,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,7.2,,,1500-2000,,,30.0,-10.5,Trace of precipitation,12,,,,
23.03.2020 11:00,5.1,733.9,762.3,,46,Wind blowing from the west,7,,15,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,6.4,,,1500-2000,,,30.0,-5.8,Trace of precipitation,6,,,,
23.03.2020 08:00,-0.2,734.7,763.3,,62,Wind blowing from the south-east,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,,,,1500-2000,,,19.0,-6.6,No precipitation,12,,,,
23.03.2020 05:00,-4.3,733.5,762.1,,79,Wind blowing from the east-southeast,2,,8,, ,,,-5.2,6.4,,,,,,30.0,-7.4,No precipitation,6,,,,
23.03.2020 02:00,-3.2,733.0,761.5,0.2,76,Wind blowing from the south-southeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.4,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
22.03.2020 23:00,-1.7,732.8,761.2,,71,Wind blowing from the east,1,,,, ,,,,,,,,,,30.0,-6.4,,,,,,
22.03.2020 20:00,-0.2,732.8,761.4,1.6,61,Wind blowing from the south-southeast,1,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.4,,,1000-1500,,,30.0,-7.0,No precipitation,12,,,,
22.03.2020 17:00,3.6,731.2,759.7,,43,Wind blowing from the west,6,,15,60%., ,,,-3.9,6.4,,,1000-1500,,,30.0,-7.8,No precipitation,6,,,,
22.03.2020 14:00,5.2,730.8,759.1,-0.4,40,Wind blowing from the west,8,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,8.6,,,1000-1500,,,30.0,-7.3,No precipitation,12,,,,
22.03.2020 11:00,5.1,731.2,759.5,,35,Wind blowing from the west,5,,10,70 – 80%., ,,,-3.9,9.4,,,1000-1500,,,30.0,-9.1,No precipitation,6,,,,
22.03.2020 08:00,0.7,731.4,759.8,0.8,71,Wind blowing from the south-southwest,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,,,,,,,30.0,-4.1,No precipitation,12,,,,
22.03.2020 05:00,-2.7,730.6,758.9,,87,Wind blowing from the east-southeast,1,,14,, ,,,-2.9,9.4,,,,,,30.0,-4.6,No precipitation,6,,,,
22.03.2020 02:00,-1.3,730.3,758.4,-0.2,81,Wind blowing from the south,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.4,,,2500 or more  or no clouds.,,,30.0,-4.1,No precipitation,12,,,,
21.03.2020 23:00,0.0,730.5,758.6,,76,Wind blowing from the west,6,,,, ,,,-2.9,9.4,,,,,,30.0,-3.7,No precipitation,6,,,,
21.03.2020 20:00,1.3,730.6,758.9,,73,Wind blowing from the west,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.4,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,12,,,,
21.03.2020 17:00,4.7,728.5,756.8,,42,Wind blowing from the west,7,,,60%., ,,,-2.9,9.4,,,1000-1500,,,30.0,-7.1,No precipitation,6,,,,
21.03.2020 14:00,7.5,727.9,755.9,-0.4,38,Wind blowing from the west-northwest,7,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.7,,,1000-1500,,,30.0,-6.2,No precipitation,12,,,,
21.03.2020 11:00,7.4,728.3,756.3,,34,Wind blowing from the west,5,,10,70 – 80%., ,,,-2.9,9.7,,,1000-1500,,,30.0,-7.4,No precipitation,6,,,,
21.03.2020 08:00,2.6,727.7,755.8,1.3,61,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,9.7,,,,,,30.0,-4.2,No precipitation,12,,,,
21.03.2020 05:00,-2.6,726.4,754.5,,77,Wind blowing from the north-northwest,1,,6,, ,,,-2.9,9.7,,,,,,30.0,-6.1,No precipitation,6,,,,
21.03.2020 02:00,-1.5,725.5,753.4,0.2,67,Wind blowing from the east-southeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,9.7,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,12,,,,
20.03.2020 23:00,0.1,725.3,753.3,,57,Wind blowing from the east-southeast,1,,,, ,,,-1.1,9.7,,,,,,30.0,-7.4,No precipitation,6,,,,
20.03.2020 20:00,3.5,725.6,753.7,1.3,45,Wind blowing from the west,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,9.7,,,1500-2000,,,23.0,-7.3,No precipitation,12,,,,
20.03.2020 17:00,6.3,724.3,752.2,,35,Wind blowing from the south-west,3,,13,70 – 80%., ,,,-1.1,9.7,,,1000-1500,,,30.0,-8.0,No precipitation,6,,,,
20.03.2020 14:00,8.4,724.0,751.9,-1.8,32,Wind blowing from the west,9,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,9.3,,,1000-1500,,,30.0,-7.3,No precipitation,12,,,,
20.03.2020 11:00,5.9,725.8,753.8,,47,Wind blowing from the west,6,,12,60%., ,,,-1.1,5.9,,,1000-1500,,,30.0,-4.8,No precipitation,6,,,,
20.03.2020 08:00,1.1,726.5,754.7,1.6,60,Wind blowing from the south-west,3,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,2.9,,,1000-1500,,,30.0,-6.0,No precipitation,12,,,,
20.03.2020 05:00,-0.5,724.9,753.1,,63,Wind blowing from the west,6,,12,, ,,,-0.9,2.9,,,,,,30.0,-6.7,No precipitation,6,,,,
20.03.2020 02:00,-0.6,723.4,751.6,1.0,72,Wind blowing from the west,7,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,3.0,,,2500 or more  or no clouds.,,,30.0,-5.0,No precipitation,12,,,,
19.03.2020 23:00,-0.2,722.4,750.6,,80,Wind blowing from the west,6,,,, ,,,-0.3,6.2,,,,,,30.0,-3.2,No precipitation,6,,,,
19.03.2020 20:00,1.1,721.4,749.4,,71,Wind blowing from the west,3,,9,100%., ,,,0.0,,,,1500-2000,,,30.0,-3.6,No precipitation,6,,,,
19.03.2020 17:00,2.8,720.3,748.2,,59,Wind blowing from the north,5,,8,100%., ,,,0.0,,,,1500-2000,,,30.0,-4.4,0.2,6,,,,
19.03.2020 14:00,1.9,719.7,747.5,,83,Wind blowing from the north-northeast,2,,8,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,,,,1500-2000,,,28.0,-0.8,0.8,12,,,,
19.03.2020 11:00,0.2,720.6,748.3,,93,Wind blowing from the east,4,,8,, ,,,0.0,11.1,,,,,,13.0,-0.8,0.6,6,,,,
19.03.2020 08:00,1.8,721.3,748.8,-0.6,77,Wind blowing from the north,4,,13,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,11.1,,,2500 or more  or no clouds.,,,5.0,-1.8,No precipitation,12,,,,
19.03.2020 05:00,1.2,721.9,749.5,,84,Wind blowing from the south-west,1,,13,, ,,,-0.2,11.1,,,,,,21.0,-1.2,No precipitation,6,,,,
