Local time in Shaoguan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 05:00,18.6,748.9,759.7,-0.3,100,Wind blowing from the west-southwest,2,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,18.4,,,,2500 or more  or no clouds.,,,0.7,18.6,2.0,12,,,,
27.03.2020 02:00,18.6,749.2,759.9,-0.6,100,Wind blowing from the north-northwest,1,,11,,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,22.6,,,2500 or more  or no clouds.,,,4.3,18.6,5.0,12,,,,
26.03.2020 23:00,18.9,749.8,760.5,0.9,100,Wind blowing from the west,1,,11,,Mist. ,,,18.9,22.6,,,2500 or more  or no clouds.,,,4.0,18.9,5.0,12,,,,
26.03.2020 20:00,19.1,748.9,759.6,0.7,99,Wind blowing from the south-southeast,1,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,22.6,,,600-1000,,,8.0,18.9,6.0,12,,,,
26.03.2020 17:00,19.6,748.2,758.9,,99,Wind blowing from the east-southeast,1,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,24.6,,,600-1000,,,20.0,19.4,4.0,6,,,,
26.03.2020 14:00,21.3,748.6,759.3,-1.5,98,Wind blowing from the west,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,300-600,,,11.0,20.9,1.0,12,,,,
26.03.2020 11:00,21.4,750.1,760.9,,98,Wind blowing from the south-east,1,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,300-600,,,8.0,21.0,1.0,6,,,,
26.03.2020 08:00,20.9,749.4,760.0,1.5,89,Wind blowing from the south,1,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,600-1000,,,30.0,19.0,2.0,12,,,,
26.03.2020 05:00,20.9,747.9,758.5,,90,Wind blowing from the south-southeast,4,,9,, ,,,19.0,24.7,,,,,,29.0,19.2,2.0,6,,,,
26.03.2020 02:00,20.9,748.2,758.8,-2.2,96,Wind blowing from the south-southwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.7,,,2500 or more  or no clouds.,,,8.0,20.2,2.0,12,,,,
25.03.2020 23:00,20.8,750.4,761.1,,98,Wind blowing from the south-west,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.9,24.7,,,,,,11.0,20.4,No precipitation,6,,,,
25.03.2020 20:00,21.6,748.5,759.2,,91,Wind blowing from the south,1,,8,90  or more  but not 100%, ,,,18.9,24.7,,,1000-1500,,,22.0,20.0,No precipitation,6,,,,
25.03.2020 17:00,24.6,747.7,758.3,,73,Wind blowing from the south-southwest,3,,8,90  or more  but not 100%, ,,,18.9,24.7,,,,,,30.0,19.4,No precipitation,6,,,,
25.03.2020 14:00,23.7,749.2,759.9,-1.7,80,Wind blowing from the south,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,23.8,,,600-1000,,,21.0,20.0,No precipitation,12,,,,
25.03.2020 11:00,22.1,750.9,761.6,,88,Wind blowing from the south-west,3,,8,100%., ,,,18.9,22.6,,,600-1000,,,12.0,20.0,No precipitation,6,,,,
25.03.2020 08:00,20.1,750.4,761.2,1.2,100,Wind blowing from the south,3,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,1000-1500,,,8.0,20.1,0.1,12,,,,
25.03.2020 05:00,19.0,749.2,760.0,,100,Wind blowing from the south-southeast,1,,3,, ,,,18.9,22.6,,,,,,9.0,19.0,No precipitation,6,,,,
25.03.2020 02:00,19.0,749.7,760.4,-0.5,100,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,22.6,,,2500 or more  or no clouds.,,,9.0,19.0,0.8,12,,,,
24.03.2020 23:00,19.2,750.2,760.9,,100,Wind blowing from the south-southeast,2,,,, ,,,19.1,22.6,,,,,,10.0,19.2,0.5,6,,,,
24.03.2020 20:00,19.8,749.4,760.1,0.0,100,Wind blowing from the south-southeast,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,22.6,,,1000-1500,,,4.7,19.8,17.0,12,,,,
24.03.2020 17:00,21.5,749.4,760.1,,96,Wind blowing from the south,1,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,25.3,,,600-1000,,,16.0,20.8,0.3,6,,,,
24.03.2020 14:00,22.5,750.4,761.0,,83,Wind blowing from the south,3,,10,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,25.4,,,2500 or more  or no clouds.,,,30.0,19.4,59.0,12,,,,
24.03.2020 11:00,20.3,751.6,762.4,,100,Wind blowing from the south-southwest,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,19.3,25.4,,,600-1000,,,30.0,20.3,57.0,6,,,,
24.03.2020 08:00,19.3,751.6,762.3,,100,Wind blowing from the north,5,,10,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,25.4,,,600-1000,,,1.2,19.3,43.0,12,,,,
24.03.2020 05:00,20.2,749.3,760.0,,99,Wind blowing from the east,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.8,25.4,,,,,,11.0,20.0,2.0,6,,,,
24.03.2020 02:00,21.2,750.3,760.9,-0.7,100,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.4,,,2500 or more  or no clouds.,,,14.0,21.2,No precipitation,12,,,,
23.03.2020 23:00,21.7,751.0,761.6,,97,Wind blowing from the west-northwest,1,,8,, ,,,19.8,25.4,,,,,,25.0,21.2,No precipitation,6,,,,
23.03.2020 20:00,22.3,749.9,760.6,,94,Wind blowing from the north-east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.7,,,1000-1500,,,23.0,21.2,17.0,12,,,,
23.03.2020 17:00,25.3,748.7,759.4,,75,Wind blowing from the west-southwest,1,,9,40%., ,,,19.8,28.0,,,2500 or more  or no clouds.,,,30.0,20.5,17.0,6,,,,
23.03.2020 14:00,22.8,750.3,760.9,-1.3,94,Wind blowing from the west,1,,9,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,600-1000,,,30.0,21.7,17.0,12,,,,
23.03.2020 11:00,23.0,751.6,762.3,,84,Wind blowing from the north-northwest,4,,9,100%., ,,,19.8,,,,600-1000,,,11.0,20.1,No precipitation,6,,,,
23.03.2020 08:00,20.5,750.4,761.1,,100,Wind blowing from the south-southeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,29.1,,,1000-1500,,,7.0,20.5,No precipitation,12,,,,
23.03.2020 05:00,20.3,749.2,759.7,,100,Wind blowing from the south-southeast,1,,10,,Mist. ,,,20.3,29.1,,,,,,6.0,20.3,No precipitation,6,,,,
23.03.2020 02:00,21.0,749.2,759.7,-0.6,99,Wind blowing from the south-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,29.1,,,2500 or more  or no clouds.,,,9.0,20.8,No precipitation,12,,,,
22.03.2020 23:00,22.2,749.8,760.4,,94,Wind blowing from the south-southeast,2,,10,, ,,,22.2,29.1,,,,,,15.0,21.1,No precipitation,6,,,,
22.03.2020 20:00,25.7,748.4,759.0,,74,Wind blowing from the south,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,29.1,,,,,,26.0,20.7,No precipitation,12,,,,
22.03.2020 17:00,28.0,747.3,757.8,,65,Wind blowing from the south,5,,10,10%  or less  but not 0, ,,,22.7,29.1,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,20.8,No precipitation,6,,,,
22.03.2020 14:00,28.1,748.7,759.2,-1.7,64,Wind blowing from the south,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,28.1,,,600-1000,,,30.0,20.6,No precipitation,12,,,,
22.03.2020 11:00,26.7,750.4,761.0,,67,Wind blowing from the south-southwest,5,,11,50%., ,,,22.1,26.9,,,600-1000,,,30.0,20.0,No precipitation,6,,,,
22.03.2020 08:00,23.5,749.5,760.1,1.2,82,Wind blowing from the south,5,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,24.9,,,600-1000,,,29.0,20.2,No precipitation,12,,,,
22.03.2020 05:00,22.7,748.3,758.8,,85,Wind blowing from the south,4,,11,, ,,,,24.9,,,,,,29.0,20.0,No precipitation,6,,,,
22.03.2020 02:00,23.6,748.6,759.3,-0.9,82,Wind blowing from the south,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,24.9,,,2500 or more  or no clouds.,,,30.0,20.3,No precipitation,12,,,,
21.03.2020 23:00,23.9,749.5,760.0,,83,Wind blowing from the south,6,,13,, ,,,20.8,24.9,,,,,,28.0,20.8,No precipitation,6,,,,
21.03.2020 20:00,23.7,748.6,759.3,,85,Wind blowing from the south,4,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,24.9,,,600-1000,,,24.0,21.0,Trace of precipitation,12,,,,
21.03.2020 17:00,24.0,748.3,758.9,,85,Wind blowing from the south,4,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,24.9,,,,,,27.0,21.3,No precipitation,6,,,,
21.03.2020 14:00,22.3,749.5,760.2,-1.0,96,Wind blowing from the south-southwest,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,24.7,,,600-1000,,,10.0,21.6,Trace of precipitation,12,,,,
21.03.2020 11:00,24.2,750.5,761.2,,82,Wind blowing from the south-southwest,6,,11,100%., ,,,19.3,24.7,,,1000-1500,,,30.0,20.9,No precipitation,6,,,,
21.03.2020 08:00,21.7,750.4,761.1,,92,Wind blowing from the south-southwest,3,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,30.0,20.3,Trace of precipitation,12,,,,
21.03.2020 05:00,20.8,748.9,759.5,,98,Wind blowing from the south,4,,8,, ,,,,,,,,,,15.0,20.4,No precipitation,6,,,,
21.03.2020 02:00,20.9,749.5,760.1,-1.0,95,Wind blowing from the south-southwest,4,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,24.7,,,2500 or more  or no clouds.,,,21.0,20.0,No precipitation,12,,,,
20.03.2020 23:00,21.1,750.5,761.2,,93,Wind blowing from the south,5,,8,, ,,,17.5,24.7,,,,,,23.0,19.9,No precipitation,6,,,,
20.03.2020 20:00,21.3,749.4,760.1,0.7,87,Wind blowing from the south-southwest,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,24.7,,,1000-1500,,,13.0,19.0,No precipitation,12,,,,
20.03.2020 17:00,22.0,748.7,759.4,,84,Wind blowing from the south-southwest,4,,8,100%., ,,,17.5,24.7,,,600-1000,,,21.0,19.1,No precipitation,6,,,,
20.03.2020 14:00,24.3,749.9,760.6,-2.5,72,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,24.5,,,2500 or more  or no clouds.,,,30.0,18.9,0.2,12,,,,
20.03.2020 11:00,19.3,752.4,763.2,,99,Wind blowing from the west,1,,3,100%., ,,,17.5,19.3,,,1000-1500,,,9.0,19.1,0.1,6,,,,
20.03.2020 08:00,17.6,751.7,762.6,1.3,100,Wind blowing from the north,2,,2,100%.,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,1.1,17.6,0.6,12,,,,
20.03.2020 05:00,17.5,750.4,761.2,,100,Wind blowing from the south-west,1,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,16.4,18.7,,,,,,0.4,17.5,0.2,6,,,,
20.03.2020 02:00,17.6,751.4,762.3,,100,Wind blowing from the north,0,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.7,,,2500 or more  or no clouds.,,,0.4,17.6,0.5,12,,,,
19.03.2020 23:00,17.6,752.5,763.3,,100,Wind blowing from the west,2,,3,,Fog or ice fog. ,,,16.4,18.7,,,,,,0.5,17.6,0.4,6,,,,
19.03.2020 20:00,17.8,751.4,762.3,,100,Calm  no wind,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.7,,,600-1000,,,2.3,17.8,0.1,6,,,,
19.03.2020 17:00,18.5,750.1,760.9,,98,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.7,,,600-1000,,,10.0,18.1,1.0,6,,,,
19.03.2020 14:00,18.2,750.5,761.4,,100,Wind blowing from the north-northeast,1,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.9,,,600-1000,,,16.0,18.2,23.0,12,,,,
19.03.2020 11:00,17.9,751.9,762.7,,100,Wind blowing from the north-northeast,1,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,18.9,,,600-1000,,,12.0,17.9,12.0,6,,,,
19.03.2020 08:00,16.5,751.1,762.0,0.7,100,Wind blowing from the east-southeast,1,,12,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Shower(s).,Fog or ice fog or thick haze.,,,,,300-600,,,3.1,16.5,55.0,12,,,,
19.03.2020 05:00,16.5,750.4,761.2,,100,Wind blowing from the north,6,,12,,Rain  not freezing  intermittent  heavy at time of observation. ,,,14.8,18.9,,,,,,5.0,16.5,40.0,6,,,,
19.03.2020 02:00,16.6,750.5,761.4,-0.6,100,Wind blowing from the north-northwest,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,18.9,,,2500 or more  or no clouds.,,,0.3,16.6,39.0,12,,,,
18.03.2020 23:00,16.5,751.1,762.0,,100,Wind blowing from the north-west,1,,7,,Mist. ,,,14.8,18.9,,,,,,4.7,16.5,9.0,6,,,,
18.03.2020 20:00,16.5,751.3,762.2,,100,Wind blowing from the north-west,2,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,18.9,,,600-1000,,,2.0,16.5,4.0,6,,,,
18.03.2020 17:00,18.8,749.8,760.6,,94,Wind blowing from the north,1,,5,100%., ,,,14.8,18.9,,,600-1000,,,10.0,17.8,No precipitation,6,,,,
18.03.2020 14:00,17.2,750.4,761.2,,94,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,17.3,,,600-1000,,,13.0,16.3,8.0,12,,,,
18.03.2020 11:00,15.9,752.8,763.8,,100,Wind blowing from the west-northwest,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,14.8,16.3,,,300-600,,,7.0,15.9,7.0,6,,,,
18.03.2020 08:00,15.2,753.0,763.9,1.0,100,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,16.3,,,300-600,,,3.7,15.2,7.0,12,,,,
18.03.2020 05:00,15.1,752.0,763.0,,100,Wind blowing from the north-northwest,1,,12,,Rain (not freezing) not falling as shower(s). ,,,15.0,16.9,,,,,,8.0,15.1,2.0,6,,,,
18.03.2020 02:00,15.4,752.8,763.8,-0.8,100,Wind blowing from the north-northwest,1,,12,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,16.9,,,2500 or more  or no clouds.,,,9.0,15.4,7.0,12,,,,
17.03.2020 23:00,15.8,753.6,764.5,,100,Wind blowing from the west,1,,12,,Mist. ,,,15.6,,,,,,,3.9,15.8,5.0,6,,,,
17.03.2020 20:00,16.1,754.4,765.4,1.8,99,Wind blowing from the north-east,2,,12,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,,,300-600,,,2.6,15.9,7.0,12,,,,
