Local time in Bengbu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,9.0,766.1,768.7,1.6,54,Wind blowing from the north-northeast,6,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,18.0,,,2500 or more  or no clouds.,,,30.0,0.2,0.5,12,,,,
27.03.2020 05:00,8.7,764.5,767.0,0.7,61,Wind blowing from the north,5,,15,,Cloud development not observed or not observable. ,,,8.0,18.0,,,2500 or more  or no clouds.,,,26.0,1.6,3.0,12,,,,
27.03.2020 02:00,8.2,763.8,766.3,2.0,90,Wind blowing from the north-northeast,4,,15,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,18.0,,,2500 or more  or no clouds.,,,11.0,6.7,13.0,12,,,,
26.03.2020 23:00,10.0,761.8,764.4,3.6,91,Wind blowing from the north-east,5,,15,,Cloud development not observed or not observable. ,,,10.0,18.0,,,2500 or more  or no clouds.,,,13.0,8.6,15.0,12,,,,
26.03.2020 20:00,14.7,758.2,760.7,2.4,98,Wind blowing from the north-northeast,5,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,18.9,,,300-600,,,2.8,14.4,19.0,12,,,,
26.03.2020 17:00,15.2,755.8,758.2,,98,Wind blowing from the north,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,20.3,,,300-600,,,7.0,14.9,13.0,6,,,,
26.03.2020 14:00,16.5,754.9,757.4,-0.2,99,Wind blowing from the north-northwest,3,,5,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Rain.,16.1,,,,300-600,,,1.1,16.3,7.0,12,,,,
26.03.2020 11:00,17.9,755.1,757.6,,99,Wind blowing from the north-northwest,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,16.1,,,,300-600,,,1.6,17.7,4.0,6,,,,
26.03.2020 08:00,17.2,755.1,757.6,1.9,99,Wind blowing from the east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,,,,2500 or more  or no clouds.,,,1.5,17.0,0.1,12,,,,
26.03.2020 05:00,16.8,753.2,755.7,,99,Wind blowing from the north-east,2,,10,,Rain (not freezing) not falling as shower(s). ,,,12.6,23.8,,,,,,1.2,16.6,No precipitation,6,,,,
26.03.2020 02:00,16.2,754.2,756.7,-0.1,99,Wind blowing from the east,1,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,23.8,,,2500 or more  or no clouds.,,,1.0,16.0,14.0,12,,,,
25.03.2020 23:00,16.9,754.3,756.7,,99,Wind blowing from the east-southeast,2,,10,,Mist. ,,,12.6,23.8,,,,,,1.4,16.7,14.0,6,,,,
25.03.2020 20:00,19.0,753.4,755.9,,95,Wind blowing from the west,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,23.8,,,1000-1500,,,10.0,18.2,14.0,6,,,,
25.03.2020 17:00,20.3,753.2,755.7,,90,Wind blowing from the north-east,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,23.8,,,1000-1500,,,2.8,18.6,0.4,6,,,,
25.03.2020 14:00,23.8,753.2,755.7,-1.9,67,Wind blowing from the south,3,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,24.7,,,2500 or more  or no clouds.,,,13.0,17.3,0.8,12,,,,
25.03.2020 11:00,21.4,755.1,757.6,,70,Wind blowing from the south,6,,,90  or more  but not 100%, ,,,12.6,24.7,,,2500 or more  or no clouds.,,,15.0,15.7,No precipitation,6,,,,
25.03.2020 08:00,14.0,755.7,758.2,-0.7,89,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,,,,1000-1500,,,11.0,12.2,0.8,12,,,,
25.03.2020 05:00,13.4,756.4,758.9,,90,Wind blowing from the north-east,2,,8,,Rain (not freezing) not falling as shower(s). ,,,7.4,24.7,,,,,,12.0,11.8,0.8,6,,,,
25.03.2020 02:00,14.7,756.8,759.3,-1.1,64,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,24.7,,,2500 or more  or no clouds.,,,21.0,8.0,No precipitation,12,,,,
24.03.2020 23:00,13.8,757.9,760.3,,64,Wind blowing from the east,3,,9,, ,,,7.4,24.7,,,,,,20.0,7.1,No precipitation,6,,,,
24.03.2020 20:00,17.6,757.8,760.3,0.7,46,Wind blowing from the east,5,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,24.7,,,2500 or more  or no clouds.,,,20.0,5.9,No precipitation,12,,,,
24.03.2020 17:00,22.7,757.1,759.7,,41,Wind blowing from the east,5,,9,60%., ,,,7.4,24.7,,,2500 or more  or no clouds.,,,28.0,8.8,No precipitation,6,,,,
24.03.2020 14:00,24.3,758.5,761.0,,32,Wind blowing from the south-southeast,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,24.3,,,2500 or more  or no clouds.,,,30.0,6.6,No precipitation,12,,,,
24.03.2020 11:00,21.0,760.4,763.0,,36,Wind blowing from the east-southeast,4,,8,70 – 80%., ,,,7.4,22.4,,,1000-1500,,,27.0,5.4,No precipitation,6,,,,
24.03.2020 08:00,12.7,760.9,763.5,0.2,62,Wind blowing from the east,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,22.4,,,2500 or more  or no clouds.,,,15.0,5.6,No precipitation,12,,,,
24.03.2020 05:00,8.0,760.7,763.3,,76,Wind blowing from the east,2,,7,, ,,,7.9,22.4,,,,,,13.0,4.0,No precipitation,6,,,,
24.03.2020 02:00,9.5,761.3,763.9,-0.5,70,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,22.4,,,2500 or more  or no clouds.,,,15.0,4.3,No precipitation,12,,,,
23.03.2020 23:00,11.3,761.8,764.4,,64,Wind blowing from the east-northeast,4,,10,, ,,,8.7,22.4,,,,,,14.0,4.7,No precipitation,6,,,,
23.03.2020 20:00,13.7,761.5,764.0,0.6,54,Wind blowing from the east,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,22.4,,,,,,18.0,4.6,No precipitation,12,,,,
23.03.2020 17:00,21.0,760.9,763.5,,33,Wind blowing from the east,4,,10,no clouds, ,,,8.7,22.4,,,,,,29.0,4.1,No precipitation,6,,,,
23.03.2020 14:00,21.7,761.7,764.2,-1.9,28,Wind blowing from the east-southeast,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,22.1,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,12,,,,
23.03.2020 11:00,18.8,763.6,766.2,,36,Wind blowing from the east,5,,7,90  or more  but not 100%, ,,,8.7,19.3,,,2500 or more  or no clouds.,,,28.0,3.4,No precipitation,6,,,,
23.03.2020 08:00,11.7,763.5,766.0,,61,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,19.3,,,2500 or more  or no clouds.,,,25.0,4.4,No precipitation,12,,,,
23.03.2020 05:00,8.8,762.1,764.6,,71,Wind blowing from the east,3,,9,, ,,,8.7,19.3,,,,,,27.0,3.8,No precipitation,6,,,,
23.03.2020 02:00,9.2,762.1,764.6,-0.6,74,Wind blowing from the east-northeast,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,19.3,,,2500 or more  or no clouds.,,,25.0,4.8,No precipitation,12,,,,
22.03.2020 23:00,10.8,762.7,765.3,,71,Wind blowing from the east,2,,13,, ,,,10.8,19.3,,,,,,26.0,5.6,No precipitation,6,,,,
22.03.2020 20:00,13.5,761.8,764.3,1.4,57,Wind blowing from the east-northeast,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,22.2,,,,,,26.0,5.2,No precipitation,12,,,,
22.03.2020 17:00,17.8,760.4,763.0,,42,Wind blowing from the east-northeast,7,,14,90  or more  but not 100%, ,,,13.2,26.4,,,2500 or more  or no clouds.,,,24.0,4.7,No precipitation,6,,,,
22.03.2020 14:00,18.4,760.3,762.8,-1.0,45,Wind blowing from the north-east,7,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,2500 or more  or no clouds.,,,26.0,6.3,No precipitation,12,,,,
22.03.2020 11:00,17.2,761.3,763.8,,45,Wind blowing from the east-northeast,10,,14,90  or more  but not 100%, ,,,13.2,29.1,,,2500 or more  or no clouds.,,,21.0,5.2,No precipitation,6,,,,
22.03.2020 08:00,13.3,759.9,762.4,2.3,68,Wind blowing from the east-northeast,7,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,29.1,,,2500 or more  or no clouds.,,,14.0,7.5,No precipitation,12,,,,
22.03.2020 05:00,14.6,757.6,760.1,,66,Wind blowing from the east-northeast,9,,13,, ,,,12.5,29.1,,,,,,8.0,8.3,No precipitation,6,,,,
22.03.2020 02:00,18.1,755.5,758.0,0.9,96,Wind blowing from the north-northeast,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,29.1,,,2500 or more  or no clouds.,,,3.9,17.5,No precipitation,12,,,,
21.03.2020 23:00,19.3,754.6,757.0,,88,Wind blowing from the north-northeast,1,,6,, ,,,12.1,29.1,,,,,,8.0,17.3,No precipitation,6,,,,
21.03.2020 20:00,21.3,754.0,756.5,,63,Wind blowing from the south,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,29.1,,,1000-1500,,,12.0,14.0,No precipitation,12,,,,
21.03.2020 17:00,26.4,752.2,754.7,,38,Wind blowing from the west,1,,6,90  or more  but not 100%, ,,,12.1,29.1,,,1000-1500,,,21.0,11.0,No precipitation,6,,,,
21.03.2020 14:00,28.7,752.5,755.0,-2.4,34,Wind blowing from the south,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,29.1,,,2500 or more  or no clouds.,,,28.0,11.3,No precipitation,12,,,,
21.03.2020 11:00,26.3,754.9,757.4,,36,Wind blowing from the south-west,3,,6,70 – 80%., ,,,12.1,26.8,,,2500 or more  or no clouds.,,,25.0,10.1,No precipitation,6,,,,
21.03.2020 08:00,16.7,755.5,758.0,0.9,64,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,26.8,,,,,,13.0,9.9,No precipitation,12,,,,
21.03.2020 05:00,12.7,754.6,757.0,,78,Wind blowing from the east-northeast,2,,5,, ,,,6.9,26.8,,,,,,13.0,9.0,No precipitation,6,,,,
21.03.2020 02:00,15.8,754.9,757.3,-0.1,68,Wind blowing from the south-southwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,26.8,,,2500 or more  or no clouds.,,,12.0,9.9,No precipitation,12,,,,
20.03.2020 23:00,17.3,755.0,757.5,,61,Wind blowing from the south,2,,10,, ,,,,26.8,,,,,,18.0,9.7,No precipitation,6,,,,
20.03.2020 20:00,19.4,754.0,756.5,0.3,49,Wind blowing from the south,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,26.8,,,,,,16.0,8.4,No precipitation,12,,,,
20.03.2020 17:00,25.4,753.7,756.2,,36,Wind blowing from the south-west,4,,10,no clouds, ,,,6.2,26.8,,,,,,24.0,9.3,No precipitation,6,,,,
20.03.2020 14:00,25.6,755.1,757.6,-2.5,33,Wind blowing from the south-west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,25.8,,,,,,20.0,8.2,No precipitation,12,,,,
20.03.2020 11:00,21.5,757.6,760.1,,38,Wind blowing from the south,6,,,no clouds, ,,,6.2,21.6,,,,,,21.0,6.6,No precipitation,6,,,,
20.03.2020 08:00,14.0,758.5,761.1,0.0,47,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,20.3,,,,,,22.0,2.9,No precipitation,12,,,,
20.03.2020 05:00,7.4,758.5,761.1,,54,Wind blowing from the east-northeast,1,,,, ,,,6.2,20.3,,,,,,20.0,-1.3,No precipitation,6,,,,
20.03.2020 02:00,7.0,759.7,762.3,-1.2,67,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,20.3,,,2500 or more  or no clouds.,,,15.0,1.3,No precipitation,12,,,,
19.03.2020 23:00,9.3,760.9,763.5,,59,Wind blowing from the east,1,,9,, ,,,9.3,20.3,,,,,,12.0,1.7,No precipitation,6,,,,
19.03.2020 20:00,12.4,760.7,763.3,,46,Wind blowing from the east,1,,9,no clouds, ,,,12.4,20.3,,,,,,17.0,1.1,No precipitation,6,,,,
19.03.2020 17:00,19.0,759.7,762.2,,25,Wind blowing from the west,3,,9,no clouds, ,,,13.4,24.2,,,,,,26.0,-1.5,No precipitation,6,,,,
19.03.2020 14:00,19.5,760.7,763.3,,23,Wind blowing from the north,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,25.3,,,,,,26.0,-2.2,No precipitation,12,,,,
19.03.2020 11:00,17.4,761.6,764.2,,22,Wind blowing from the north-east,3,,9,70 – 80%., ,,,13.4,,,,2500 or more  or no clouds.,,,20.0,-4.5,No precipitation,6,,,,
19.03.2020 08:00,14.8,760.0,762.5,3.0,30,Wind blowing from the north-east,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,,,,2500 or more  or no clouds.,,,12.0,-2.6,No precipitation,12,,,,
19.03.2020 05:00,15.5,757.0,759.4,,51,Wind blowing from the north,4,,9,, ,,,7.3,25.3,,,,,,11.0,5.4,No precipitation,6,,,,
19.03.2020 02:00,14.2,755.2,757.7,-0.1,65,Wind blowing from the west-southwest,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,25.3,,,2500 or more  or no clouds.,,,15.0,7.7,No precipitation,12,,,,
18.03.2020 23:00,15.6,755.3,757.8,,61,Wind blowing from the south-southwest,3,,,, ,,,7.3,25.3,,,,,,14.0,8.1,No precipitation,6,,,,
