Local time in Mengshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 14:00,20.2,743.1,759.1,-2.5,90,Wind blowing from the south-southeast,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,21.1,,,300-600,,,30.0,18.5,22.0,12,,,,
25.03.2020 11:00,19.4,745.6,761.6,,95,Wind blowing from the south-southeast,2,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,21.1,,,300-600,,,3.3,18.6,17.0,6,,,,
25.03.2020 08:00,20.3,744.1,760.1,0.9,98,Wind blowing from the south-east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,300-600,,,4.0,20.0,0.6,12,,,,
25.03.2020 05:00,19.8,743.2,759.2,,98,Wind blowing from the south-west,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.4,,,,,,,4.1,19.5,0.2,6,,,,
25.03.2020 02:00,19.8,743.3,759.3,,98,Wind blowing from the south-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,21.6,,,2500 or more  or no clouds.,,,5.0,19.5,1.0,12,,,,
24.03.2020 20:00,20.2,743.8,759.8,,96,Wind blowing from the north-west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,300-600,,,11.0,19.5,4.0,12,,,,
24.03.2020 14:00,20.7,744.7,760.6,-1.5,97,Wind blowing from the south-west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,300-600,,,6.0,20.2,29.0,12,,,,
24.03.2020 11:00,21.0,746.2,762.2,,93,Wind blowing from the south-east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,300-600,,,4.0,19.8,0.7,6,,,,
24.03.2020 08:00,19.6,745.4,761.4,1.0,95,Wind blowing from the north,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,28.8,,,300-600,,,10.0,18.8,26.0,12,,,,
24.03.2020 05:00,19.9,744.4,760.2,,97,Wind blowing from the west,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.9,28.8,,,,,,3.8,19.4,26.0,6,,,,
24.03.2020 02:00,21.1,744.2,760.0,,97,Wind blowing from the west-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,28.8,,,2500 or more  or no clouds.,,,3.2,20.6,No precipitation,12,,,,
23.03.2020 20:00,24.8,743.5,759.3,1.2,83,Wind blowing from the south-east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,28.8,,,600-1000,,,8.0,21.7,No precipitation,12,,,,
23.03.2020 17:00,27.1,742.3,758.0,,70,Wind blowing from the east,3,,7,70 – 80%., ,,,20.4,28.8,,,1000-1500,,,14.0,21.2,No precipitation,6,,,,
23.03.2020 14:00,27.3,744.1,759.9,-2.1,64,Wind blowing from the north-northeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,28.4,,,1000-1500,,,16.0,19.9,No precipitation,12,,,,
23.03.2020 11:00,24.7,746.2,762.1,,77,Wind blowing from the north-west,3,,7,90  or more  but not 100%, ,,,20.4,28.4,,,600-1000,,,9.0,20.4,No precipitation,6,,,,
23.03.2020 08:00,21.0,745.0,760.9,1.4,97,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,2000-2500,,,6.0,20.5,No precipitation,12,,,,
23.03.2020 05:00,20.8,743.6,759.4,,96,Wind blowing from the north-northwest,1,,3,,Mist. ,,,19.3,28.4,,,,,,5.0,20.1,No precipitation,6,,,,
23.03.2020 02:00,21.3,743.2,759.0,,94,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,28.4,,,2500 or more  or no clouds.,,,8.0,20.3,No precipitation,12,,,,
22.03.2020 20:00,23.3,743.0,758.9,1.2,85,Wind blowing from the west,1,,6,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,28.4,,,2500 or more  or no clouds.,,,6.0,20.6,0.2,12,,,,
22.03.2020 17:00,27.5,741.8,757.6,,66,Wind blowing from the south-east,2,,6,90  or more  but not 100%, ,,,19.3,28.4,,,1000-1500,,,17.0,20.6,0.2,6,,,,
22.03.2020 14:00,27.7,742.9,758.7,-2.6,66,Wind blowing from the south-east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,27.7,,,1000-1500,,,18.0,20.8,0.2,12,,,,
22.03.2020 11:00,23.4,745.5,761.4,,87,Wind blowing from the east-southeast,2,,4,100%., ,,,19.3,23.4,,,1500-2000,,,11.0,21.1,No precipitation,6,,,,
22.03.2020 08:00,20.1,744.1,760.0,1.3,98,Wind blowing from the west-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,23.2,,,1500-2000,,,5.0,19.8,No precipitation,12,,,,
22.03.2020 05:00,20.0,742.8,758.8,,97,Wind blowing from the south-west,1,,4,,Mist. ,,,19.6,23.2,,,,,,5.0,19.5,No precipitation,6,,,,
22.03.2020 02:00,22.4,743.5,759.4,,86,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,23.2,,,2500 or more  or no clouds.,,,18.0,19.9,0.6,12,,,,
21.03.2020 20:00,21.9,743.0,759.0,0.9,98,Wind blowing from the west,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,23.2,,,300-600,,,1.8,21.6,0.7,12,,,,
21.03.2020 17:00,22.2,742.1,758.0,,96,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,23.2,,,300-600,,,1.6,21.5,0.5,6,,,,
21.03.2020 14:00,22.6,743.1,759.1,-1.9,92,Wind blowing from the south-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,23.2,,,300-600,,,1.5,21.2,0.6,12,,,,
21.03.2020 11:00,21.9,745.0,761.1,,96,Wind blowing from the south-east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,22.0,,,300-600,,,9.0,21.2,0.1,6,,,,
21.03.2020 08:00,20.4,744.2,760.3,1.6,99,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,17.2,21.0,,,300-600,,,4.5,20.2,0.9,12,,,,
21.03.2020 05:00,19.7,742.6,758.6,,99,Wind blowing from the south-southwest,1,,3,,Fog or ice fog. ,,,,21.0,,,,,,0.8,19.5,0.8,6,,,,
21.03.2020 02:00,19.3,743.6,759.7,,99,Wind blowing from the south-southwest,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,21.0,,,2500 or more  or no clouds.,,,1.8,19.1,0.8,12,,,,
20.03.2020 20:00,19.2,743.9,760.0,1.0,98,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,21.0,,,300-600,,,1.7,18.9,0.4,12,,,,
20.03.2020 17:00,19.8,742.9,759.1,,92,Wind blowing from the south-east,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,21.0,,,300-600,,,11.0,18.5,No precipitation,6,,,,
20.03.2020 14:00,20.7,744.4,760.6,-2.6,84,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,21.0,,,300-600,,,30.0,17.9,No precipitation,12,,,,
20.03.2020 11:00,18.6,747.0,763.2,,91,Wind blowing from the south-southeast,1,,2,100%., ,,,16.1,19.7,,,300-600,,,12.0,17.1,No precipitation,6,,,,
20.03.2020 08:00,17.2,746.2,762.4,1.3,98,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,200-300,,,5.0,16.9,No precipitation,12,,,,
20.03.2020 05:00,17.0,744.9,761.1,,98,Wind blowing from the north-northeast,1,,,,Mist. ,,,14.9,19.7,,,,,,4.5,16.7,No precipitation,6,,,,
20.03.2020 02:00,17.1,746.1,762.3,,97,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,19.7,,,2500 or more  or no clouds.,,,3.6,16.6,0.1,12,,,,
19.03.2020 20:00,17.5,745.6,761.8,,95,Wind blowing from the west,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,19.7,,,1500-2000,,,4.7,16.7,0.1,6,,,,
19.03.2020 17:00,18.8,744.7,760.9,,83,Wind blowing from the north,1,,4,100%., ,,,14.9,19.7,,,1500-2000,,,20.0,15.9,No precipitation,6,,,,
19.03.2020 14:00,19.4,745.8,762.0,,79,Wind blowing from the west-northwest,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,19.5,,,300-600,,,30.0,15.7,10.0,12,,,,
19.03.2020 11:00,16.1,747.1,763.5,,96,Wind blowing from the east,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,16.8,,,300-600,,,7.0,15.5,5.0,6,,,,
19.03.2020 08:00,15.1,745.6,762.0,1.0,98,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,300-600,,,16.0,14.8,11.0,12,,,,
19.03.2020 05:00,14.9,744.6,760.9,,97,Wind blowing from the north-west,2,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,13.8,16.8,,,,,,12.0,14.4,6.0,6,,,,
19.03.2020 02:00,15.2,745.0,761.2,,96,Wind blowing from the north-west,3,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,16.8,,,2500 or more  or no clouds.,,,4.5,14.6,5.0,12,,,,
18.03.2020 20:00,15.3,744.7,761.1,1.0,96,Wind blowing from the north-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,16.8,,,300-600,,,5.0,14.7,2.0,12,,,,
18.03.2020 17:00,16.0,743.7,760.0,,96,Wind blowing from the north-northwest,1,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,16.8,,,300-600,,,2.2,15.4,0.4,6,,,,
18.03.2020 14:00,16.6,745.5,761.8,-2.0,87,Wind blowing from the east,1,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,17.2,,,300-600,,,18.0,14.4,31.0,12,,,,
18.03.2020 11:00,15.7,747.5,763.9,,88,Wind blowing from the north-northeast,1,,12,100%., ,,,13.8,17.2,,,300-600,,,30.0,13.7,8.0,6,,,,
18.03.2020 08:00,14.3,747.6,763.9,0.6,96,Wind blowing from the north-west,3,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,17.2,,,300-600,,,30.0,13.7,41.0,12,,,,
18.03.2020 05:00,14.0,747.0,763.3,,96,Wind blowing from the north-west,4,,12,,Rain  not freezing  intermittent  moderate at time of observation. ,,,14.0,17.2,,,,,,8.0,13.4,32.0,6,,,,
18.03.2020 02:00,14.4,748.3,764.7,,97,Wind blowing from the north-west,5,,12,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,17.2,,,2500 or more  or no clouds.,,,7.0,13.9,10.0,12,,,,
17.03.2020 20:00,15.7,748.3,764.6,0.7,88,Wind blowing from the north-northwest,5,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,17.2,,,300-600,,,30.0,13.7,1.0,12,,,,
17.03.2020 17:00,15.8,747.6,763.9,,94,Wind blowing from the north-west,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,17.4,,,300-600,,,4.2,14.8,0.4,6,,,,
17.03.2020 14:00,17.1,747.7,763.9,-2.2,85,Wind blowing from the north-northwest,3,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,17.8,,,300-600,,,30.0,14.6,2.0,12,,,,
17.03.2020 11:00,15.8,749.9,766.3,,95,Wind blowing from the north-west,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,,,,300-600,,,6.0,15.0,1.0,6,,,,
17.03.2020 08:00,15.5,748.5,764.8,,94,Wind blowing from the north-northwest,4,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,15.2,,,,300-600,,,5.0,14.5,4.0,12,,,,
17.03.2020 05:00,15.9,747.0,763.3,,98,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.3,18.2,,,,,,1.0,15.6,2.0,6,,,,
17.03.2020 02:00,15.9,747.9,764.2,,98,Wind blowing from the south-west,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,18.2,,,2500 or more  or no clouds.,,,0.9,15.6,3.0,12,,,,
16.03.2020 20:00,15.7,747.9,764.2,1.2,97,Wind blowing from the south,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,18.2,,,300-600,,,0.8,15.2,0.6,12,,,,
16.03.2020 17:00,17.4,746.7,763.0,,83,Wind blowing from the east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,18.9,,,1500-2000,,,5.0,14.5,No precipitation,6,,,,
16.03.2020 14:00,17.7,747.5,763.8,-1.7,77,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,19.9,,,2000-2500,,,8.0,13.6,No precipitation,12,,,,
16.03.2020 11:00,16.7,749.2,765.6,,85,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,,,,2000-2500,,,4.5,14.2,No precipitation,6,,,,
16.03.2020 08:00,15.6,748.2,764.5,1.1,90,Wind blowing from the south-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,19.9,,,2000-2500,,,5.0,14.0,No precipitation,12,,,,
16.03.2020 05:00,15.4,747.1,763.3,,87,Wind blowing from the south,1,,3,, ,,,15.0,19.9,,,,,,9.0,13.2,No precipitation,6,,,,
16.03.2020 02:00,15.6,747.7,763.9,,84,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,19.9,,,2500 or more  or no clouds.,,,9.0,12.9,No precipitation,12,,,,
