Local time in Naqu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,1.8,443.1,760.0,0.8,17,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,8.0,,,,,,15.0,-20.7,No precipitation,12,,,,
27.03.2020 08:00,-10.5,442.3,764.8,0.7,37,Wind blowing from the north-east,1,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,8.0,,,1500-2000,,,16.0,-22.4,No precipitation,12,,,,
27.03.2020 05:00,-8.9,441.6,760.0,-0.3,34,Wind blowing from the west-northwest,1,,18,,Cloud development not observed or not observable. ,,,-9.3,8.0,,,2500 or more  or no clouds.,,,25.0,-21.9,No precipitation,12,,,,
27.03.2020 02:00,-5.9,441.9,760.9,0.5,27,Wind blowing from the south-southeast,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,8.0,,,2500 or more  or no clouds.,,,28.0,-21.9,No precipitation,12,,,,
26.03.2020 23:00,0.4,441.4,758.8,1.3,13,Wind blowing from the north-west,3,,18,,Cloud development not observed or not observable. ,,,-8.5,8.0,,,2500 or more  or no clouds.,,,20.0,-24.9,No precipitation,12,,,,
26.03.2020 20:00,4.4,440.1,759.5,0.8,8,Wind blowing from the west-northwest,7,,18,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,8.0,,,1500-2000,,,27.0,-27.1,Trace of precipitation,12,,,,
26.03.2020 17:00,7.9,439.3,754.2,,8,Wind blowing from the west-northwest,8,,17,70 – 80%., ,,,-8.5,7.9,,,1500-2000,,,30.0,-24.4,No precipitation,6,,,,
26.03.2020 14:00,4.1,440.4,756.8,-0.9,17,Wind blowing from the west,7,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,8.4,,,1500-2000,,,30.0,-18.8,Trace of precipitation,12,,,,
26.03.2020 11:00,-0.3,441.3,760.8,,48,Wind blowing from the south-west,2,,4,60%., ,,,-8.5,8.4,,,1500-2000,,,30.0,-10.2,No precipitation,6,,,,
26.03.2020 08:00,-8.4,440.1,761.5,0.6,79,Wind blowing from the north,0,,11,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,8.4,,,2500 or more  or no clouds.,,,8.0,-11.4,0.3,12,,,,
26.03.2020 05:00,-6.5,439.5,756.1,,82,Wind blowing from the east-southeast,1,,12,, ,,,-12.0,8.4,,,,,,30.0,-9.1,0.3,6,,,,
26.03.2020 02:00,-3.8,439.7,753.8,0.6,86,Wind blowing from the south-southwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,8.4,,,2500 or more  or no clouds.,,,30.0,-5.8,0.3,12,,,,
25.03.2020 23:00,-2.8,439.1,757.5,,87,Wind blowing from the west-southwest,3,,13,,Intermittent fall of snowflakes  slight at time of observation. ,,,-12.0,8.4,,,,,,1.6,-4.7,No precipitation,6,,,,
25.03.2020 20:00,1.7,437.8,760.0,0.9,40,Wind blowing from the west,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,8.4,,,1500-2000,,,30.0,-10.5,No precipitation,12,,,,
25.03.2020 17:00,5.8,436.9,754.8,,17,Wind blowing from the west-southwest,6,,13,, ,,,-12.0,8.4,,,,,,30.0,-17.4,No precipitation,6,,,,
25.03.2020 14:00,6.7,438.1,753.1,-1.7,14,Wind blowing from the west,4,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,6.7,,,1500-2000,,,30.0,-18.9,No precipitation,12,,,,
25.03.2020 11:00,-0.9,439.8,760.0,,22,Wind blowing from the west,1,,4,, ,,,-12.0,3.6,,,,,,30.0,-20.0,No precipitation,6,,,,
25.03.2020 08:00,-11.8,439.4,763.2,0.0,55,Wind blowing from the north-east,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,3.6,,,2000-2500,,,11.0,-19.0,No precipitation,12,,,,
25.03.2020 05:00,-10.9,439.4,761.2,,51,Wind blowing from the north-east,2,,7,, ,,,-10.9,3.6,,,,,,30.0,-19.1,No precipitation,6,,,,
25.03.2020 02:00,-6.7,440.6,762.8,-0.3,37,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,3.6,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
24.03.2020 23:00,-4.6,440.9,764.8,,28,Wind blowing from the north-northwest,1,,9,, ,,,-10.9,3.6,,,,,,14.0,-20.4,No precipitation,6,,,,
24.03.2020 20:00,1.2,439.8,762.9,,15,Wind blowing from the west-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,3.6,,,,,,18.0,-22.6,No precipitation,12,,,,
24.03.2020 14:00,-0.7,441.8,764.4,-0.7,29,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,2.1,,,,,,30.0,-16.5,0.4,12,,,,
24.03.2020 11:00,-4.8,442.5,768.7,,51,Wind blowing from the west-southwest,2,,7,no clouds, ,,,-10.9,3.9,,,,,,30.0,-13.6,No precipitation,6,,,,
24.03.2020 08:00,-10.6,441.1,769.4,1.2,68,Wind blowing from the north-west,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,3.9,,,1500-2000,,,30.0,-15.4,2.0,12,,,,
24.03.2020 05:00,-6.1,439.9,761.3,,69,Wind blowing from the west-northwest,3,,,, ,,,-12.8,3.9,,,,,,30.0,-10.9,0.4,6,,,,
24.03.2020 02:00,-6.0,440.1,760.3,0.5,91,Wind blowing from the north-west,1,,10,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,3.9,,,2500 or more  or no clouds.,,,2.8,-7.2,1.0,12,,,,
23.03.2020 23:00,-5.9,439.6,760.7,,86,Wind blowing from the east,1,,10,, ,,,-12.8,3.9,,,,,,12.0,-7.9,1.0,6,,,,
23.03.2020 20:00,-4.3,438.8,767.1,0.8,85,Wind blowing from the north-northwest,2,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-12.8,3.9,,,2500 or more  or no clouds.,,,2.4,-6.4,Trace of precipitation,12,,,,
23.03.2020 17:00,-0.8,438.0,762.4,,46,Wind blowing from the east-southeast,5,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-12.8,3.9,,,1500-2000,,,30.0,-11.0,Trace of precipitation,6,,,,
23.03.2020 14:00,1.0,439.1,761.7,-1.2,36,Wind blowing from the south,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,3.9,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
23.03.2020 11:00,-0.9,440.3,762.6,,42,Wind blowing from the south-east,2,,4,no clouds, ,,,-12.8,2.2,,,,,,30.0,-12.2,No precipitation,6,,,,
23.03.2020 08:00,-12.8,439.8,768.1,,70,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,2.2,,,,,,30.0,-17.1,No precipitation,12,,,,
23.03.2020 05:00,-11.9,439.8,768.2,,72,Wind blowing from the north-northeast,2,,8,, ,,,-12.1,2.2,,,,,,30.0,-15.9,No precipitation,6,,,,
23.03.2020 02:00,-10.3,440.4,763.1,,72,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,2.2,,,2500 or more  or no clouds.,,,30.0,-14.4,Trace of precipitation,12,,,,
22.03.2020 23:00,-6.9,440.7,764.4,,63,Wind blowing from the east-northeast,1,,8,, ,,,-12.1,2.2,,,,,,13.0,-12.8,No precipitation,6,,,,
22.03.2020 20:00,-3.3,439.9,767.6,0.1,51,Wind blowing from the east,3,,8,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-12.1,2.2,,,2000-2500,,,30.0,-12.0,Trace of precipitation,12,,,,
22.03.2020 17:00,-4.3,439.8,767.0,,76,Wind blowing from the south,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,2.2,,,,,,7.0,-7.9,No precipitation,6,,,,
22.03.2020 14:00,2.2,440.1,761.4,-1.2,20,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,2.2,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
22.03.2020 11:00,-2.4,441.3,765.4,,44,Wind blowing from the north-northeast,1,,3,no clouds, ,,,-12.1,1.1,,,,,,18.0,-13.0,No precipitation,6,,,,
22.03.2020 08:00,-11.9,440.4,768.1,0.5,77,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.1,,,,,,25.0,-15.1,No precipitation,12,,,,
22.03.2020 05:00,-10.3,439.9,763.9,,72,Wind blowing from the north-northeast,1,,9,, ,,,-11.2,1.1,,,,,,30.0,-14.4,No precipitation,6,,,,
22.03.2020 02:00,-8.9,440.4,763.6,,70,Wind blowing from the east-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.1,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
21.03.2020 23:00,-6.8,440.1,765.1,,63,Wind blowing from the south-east,2,,10,, ,,,-11.2,1.1,,,,,,29.0,-12.7,No precipitation,6,,,,
21.03.2020 20:00,-2.9,438.7,764.5,0.7,37,Wind blowing from the east,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.1,,,1500-2000,,,25.0,-15.6,No precipitation,12,,,,
21.03.2020 17:00,0.0,438.0,759.0,,19,Wind blowing from the south-west,1,,10,100%., ,,,-11.2,1.1,,,1500-2000,,,30.0,-20.9,No precipitation,6,,,,
21.03.2020 14:00,-0.1,438.8,758.9,-0.9,21,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.0,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
21.03.2020 11:00,-4.7,439.7,762.1,,47,Wind blowing from the south,2,,4,40%., ,,,-11.2,1.6,,,1500-2000,,,30.0,-14.3,No precipitation,6,,,,
21.03.2020 08:00,-11.1,438.6,762.8,0.9,65,Wind blowing from the east,0,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.6,,,1500-2000,,,29.0,-16.4,No precipitation,12,,,,
21.03.2020 05:00,-8.2,437.7,758.5,,56,Wind blowing from the west,1,,8,, ,,,-8.8,1.6,,,,,,30.0,-15.6,No precipitation,6,,,,
21.03.2020 02:00,-6.2,438.1,757.3,0.4,44,Wind blowing from the north-west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,1.6,,,2500 or more  or no clouds.,,,19.0,-16.5,No precipitation,12,,,,
20.03.2020 23:00,-3.9,437.7,756.4,,37,Wind blowing from the west-southwest,1,,14,, ,,,-8.0,1.6,,,,,,25.0,-16.5,No precipitation,6,,,,
20.03.2020 20:00,-0.9,436.1,755.8,0.2,24,Wind blowing from the south-west,2,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,1.6,,,2500 or more  or no clouds.,,,27.0,-18.9,No precipitation,12,,,,
20.03.2020 17:00,-0.1,435.9,753.7,,32,Wind blowing from the south,3,,14,90  or more  but not 100%, ,,,-8.0,1.9,,,,,,30.0,-14.8,No precipitation,6,,,,
20.03.2020 14:00,0.5,436.9,754.0,-1.0,15,Wind blowing from the west,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,2.0,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
20.03.2020 11:00,-1.5,437.9,756.0,,38,Wind blowing from the west-southwest,4,,8,90  or more  but not 100%, ,,,-8.0,2.0,,,,,,30.0,-14.0,No precipitation,6,,,,
20.03.2020 08:00,-7.6,437.0,757.6,0.6,67,Wind blowing from the north,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,2.0,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
20.03.2020 05:00,-5.9,436.4,753.7,,63,Wind blowing from the south-east,2,,9,, ,,,-8.2,2.0,,,,,,30.0,-11.8,No precipitation,6,,,,
20.03.2020 02:00,-4.6,437.1,755.2,-0.1,46,Wind blowing from the south-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,2.0,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
19.03.2020 23:00,-2.9,437.2,757.6,,36,Wind blowing from the south-southwest,2,,11,, ,,,-8.2,2.0,,,,,,30.0,-15.9,No precipitation,6,,,,
19.03.2020 20:00,-1.1,436.2,755.8,,38,Wind blowing from the south-east,2,,11,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,2.0,,,1500-2000,,,22.0,-13.9,No precipitation,6,,,,
19.03.2020 17:00,1.1,435.9,754.3,,31,Wind blowing from the south-west,3,,,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,2.6,,,1500-2000,,,30.0,-14.1,0.6,6,,,,
19.03.2020 14:00,-0.8,437.5,756.7,,51,Wind blowing from the west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,2.9,,,2500 or more  or no clouds.,,,30.0,-9.9,0.6,12,,,,
19.03.2020 11:00,-5.4,438.3,761.6,,70,Wind blowing from the south-east,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,,,,,,,4.9,-10.0,No precipitation,6,,,,
