Local time in Delingha,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 08:00,0.6,529.5,756.1,1.3,45,Wind blowing from the south-east,0,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,14.5,,,2500 or more  or no clouds.,,,23.0,-10.0,No precipitation,12,,,,
26.03.2020 05:00,0.2,528.2,753.1,,46,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-10.1,,,,,,
26.03.2020 02:00,3.0,527.5,751.0,,36,Wind blowing from the east-northeast,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,14.5,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
25.03.2020 20:00,10.5,525.3,748.6,0.8,23,Wind blowing from the north-east,1,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,14.5,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
25.03.2020 17:00,13.2,524.5,746.2,,15,Wind blowing from the west-northwest,3,,11,100%., ,,,2.1,14.5,,,1000-1500,,,22.0,-12.9,No precipitation,6,,,,
25.03.2020 14:00,13.1,525.3,747.4,-0.3,10,Wind blowing from the west-southwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,13.1,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
25.03.2020 11:00,10.4,525.6,749.0,,11,Wind blowing from the south-southeast,2,,,90  or more  but not 100%, ,,,,,,,,,,18.0,-18.8,,,,,,
25.03.2020 08:00,3.8,524.1,748.4,0.3,17,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,11.2,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
25.03.2020 05:00,3.9,523.8,746.4,,14,Wind blowing from the east-northeast,3,,9,, ,,,-4.3,11.2,,,,,,30.0,-21.2,No precipitation,6,,,,
25.03.2020 02:00,4.1,524.9,749.0,,14,Wind blowing from the east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.2,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
24.03.2020 20:00,7.4,527.0,756.2,,10,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,11.2,,,,,,30.0,-22.3,No precipitation,12,,,,
24.03.2020 14:00,8.1,529.9,756.7,-1.7,11,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,10.2,,,,,,30.0,-20.6,No precipitation,12,,,,
24.03.2020 11:00,5.3,531.6,759.9,,19,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,30.0,-16.5,,,,,,
24.03.2020 08:00,-4.0,531.6,762.9,,55,Wind blowing from the south-east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,10.2,,,1000-1500,,,20.0,-11.9,No precipitation,12,,,,
24.03.2020 05:00,-0.2,531.6,759.6,,48,Wind blowing from the east,1,,6,, ,,,-6.6,10.2,,,,,,30.0,-10.1,No precipitation,6,,,,
24.03.2020 02:00,3.0,531.7,759.2,,34,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,10.2,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
23.03.2020 20:00,7.1,529.8,759.3,0.0,12,Wind blowing from the west,0,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,10.2,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
23.03.2020 17:00,10.1,529.8,759.6,,7,Wind blowing from the west,2,,7,90  or more  but not 100%, ,,,-6.6,11.9,,,1000-1500,,,30.0,-24.2,No precipitation,6,,,,
23.03.2020 14:00,8.2,531.2,761.8,,9,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,11.9,,,1000-1500,,,30.0,-22.8,No precipitation,12,,,,
23.03.2020 11:00,5.4,532.5,761.3,,13,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,,,,,1500-2000,,,30.0,-20.8,,,,,,
23.03.2020 08:00,-1.7,531.9,761.8,,24,Wind blowing from the east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,11.9,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
23.03.2020 05:00,-5.5,531.4,761.2,,29,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-20.7,,,,,,
23.03.2020 02:00,-4.0,531.0,760.6,,24,Wind blowing from the east-southeast,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,11.9,,,2500 or more  or no clouds.,,,26.0,-21.6,No precipitation,12,,,,
22.03.2020 20:00,8.3,529.2,757.6,0.6,6,Wind blowing from the west,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,11.9,,,2500 or more  or no clouds.,,,30.0,-27.3,No precipitation,12,,,,
22.03.2020 17:00,11.8,528.6,754.2,,9,Wind blowing from the west-southwest,3,,8,90  or more  but not 100%, ,,,-1.4,11.9,,,,,,30.0,-20.1,No precipitation,6,,,,
22.03.2020 14:00,10.0,529.8,756.9,-0.9,11,Wind blowing from the west-southwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.1,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
22.03.2020 11:00,6.4,530.7,760.2,,15,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-18.4,,,,,,
22.03.2020 08:00,-1.3,530.0,760.0,0.8,29,Wind blowing from the east-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.7,,,,,,30.0,-17.1,No precipitation,12,,,,
22.03.2020 05:00,0.5,529.2,756.1,,23,Wind blowing from the east,3,,6,, ,,,-4.1,9.7,,,,,,30.0,-18.2,No precipitation,6,,,,
22.03.2020 02:00,0.4,529.8,758.2,,23,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,9.7,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
21.03.2020 20:00,5.8,528.9,759.2,,15,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,9.7,,,,,,30.0,-18.9,No precipitation,12,,,,
21.03.2020 17:00,9.6,528.9,757.0,,10,Wind blowing from the west,2,,6,no clouds, ,,,-4.1,9.7,,,,,,30.0,-20.6,No precipitation,6,,,,
21.03.2020 14:00,7.1,530.3,759.7,-1.2,20,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.0,,,,,,24.0,-14.4,No precipitation,12,,,,
21.03.2020 11:00,4.0,531.5,762.5,,27,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,24.0,-13.3,,,,,,
21.03.2020 08:00,-3.1,530.6,762.4,0.8,48,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.0,,,,,,30.0,-12.6,No precipitation,12,,,,
21.03.2020 05:00,-2.2,529.8,759.5,,47,Wind blowing from the east,2,,12,, ,,,-2.5,8.0,,,,,,30.0,-12.0,No precipitation,6,,,,
21.03.2020 02:00,-1.1,529.8,759.3,,47,Wind blowing from the east,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.0,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
20.03.2020 20:00,4.4,528.3,758.5,,29,Wind blowing from the west,1,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,8.0,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,12,,,,
20.03.2020 17:00,7.0,527.7,756.4,,15,Wind blowing from the south-west,2,,9,90  or more  but not 100%, ,,,-2.6,9.1,,,,,,30.0,-17.9,No precipitation,6,,,,
20.03.2020 14:00,6.5,528.4,756.9,0.0,11,Wind blowing from the west,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,9.1,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
20.03.2020 11:00,5.1,528.4,758.5,,15,Wind blowing from the west-southwest,2,,,90  or more  but not 100%, ,,,,,,,,,,24.0,-19.4,,,,,,
20.03.2020 08:00,-1.8,527.7,757.5,-0.3,26,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.1,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
20.03.2020 05:00,-1.7,528.0,755.7,,26,Wind blowing from the east,2,,6,, ,,,-6.3,9.1,,,,,,30.0,-18.7,No precipitation,6,,,,
20.03.2020 02:00,-0.3,528.9,757.2,,21,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,9.1,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
19.03.2020 20:00,4.7,528.6,760.2,,12,Calm  no wind,0,,,no clouds, ,,,-6.4,9.1,,,,,,30.0,-22.3,No precipitation,6,,,,
19.03.2020 17:00,9.0,528.9,759.1,,9,Wind blowing from the south-west,2,,6,no clouds, ,,,-6.4,9.0,,,,,,30.0,-22.2,No precipitation,6,,,,
19.03.2020 14:00,7.4,530.9,761.6,,10,Wind blowing from the south-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,7.9,,,,,,30.0,-22.3,No precipitation,12,,,,
19.03.2020 11:00,3.5,532.2,764.3,,15,Wind blowing from the south-east,1,,,no clouds, ,,,,,,,,,,30.0,-20.7,,,,,,
19.03.2020 08:00,-4.7,531.9,764.8,,29,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,7.9,,,,,,30.0,-20.0,No precipitation,12,,,,
19.03.2020 05:00,-6.2,531.6,764.2,,35,Wind blowing from the north-northeast,1,,6,, ,,,-7.3,7.9,,,,,,30.0,-19.2,No precipitation,6,,,,
19.03.2020 02:00,-3.7,532.5,764.5,,28,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.9,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
18.03.2020 20:00,5.0,532.6,767.0,0.1,14,Wind blowing from the south-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.9,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
18.03.2020 17:00,6.9,532.5,765.1,,11,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%, ,,,-7.3,7.7,,,1000-1500,,,30.0,-21.6,No precipitation,6,,,,
18.03.2020 14:00,6.3,533.9,766.3,-1.2,14,Wind blowing from the south-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.6,,,1000-1500,,,30.0,-19.3,No precipitation,12,,,,
18.03.2020 11:00,1.6,535.1,769.3,,29,Wind blowing from the south-southwest,3,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,22.0,-14.5,,,,,,
18.03.2020 08:00,-7.2,534.1,769.4,1.3,60,Wind blowing from the north,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,7.6,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
18.03.2020 05:00,-5.4,532.8,765.5,,52,Wind blowing from the north-northeast,0,,7,, ,,,-5.6,7.6,,,,,,30.0,-13.9,No precipitation,6,,,,
18.03.2020 02:00,-3.3,532.9,764.9,,40,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,7.6,,,2500 or more  or no clouds.,,,21.0,-15.0,No precipitation,12,,,,
17.03.2020 20:00,4.6,532.2,764.8,0.3,20,Wind blowing from the west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,7.6,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
17.03.2020 17:00,6.7,531.9,763.4,,19,Wind blowing from the west,2,,7,90  or more  but not 100%, ,,,-4.3,7.6,,,,,,29.0,-15.3,No precipitation,6,,,,
17.03.2020 14:00,6.3,533.4,765.4,-1.6,22,Wind blowing from the west-northwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,6.3,,,2500 or more  or no clouds.,,,26.0,-13.9,No precipitation,12,,,,
17.03.2020 11:00,2.0,535.0,769.3,,34,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-12.2,,,,,,
17.03.2020 08:00,-3.6,534.6,769.5,,54,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,5.2,,,2500 or more  or no clouds.,,,29.0,-11.6,No precipitation,12,,,,
