Local time in Akqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 11:00,1.5,603.6,768.5,,80,Wind blowing from the east-northeast,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,1500-2000,,,6.0,-1.6,No precipitation,6,,,,
26.03.2020 08:00,3.3,601.8,765.5,0.3,55,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,,,,1500-2000,,,4.5,-4.9,2.0,12,,,,
26.03.2020 05:00,2.6,601.5,764.0,,90,Wind blowing from the east,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.2,13.1,,,,,,3.8,1.1,1.0,6,,,,
26.03.2020 02:00,2.4,601.5,763.0,,86,Wind blowing from the north-east,2,,12,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,13.1,,,2500 or more  or no clouds.,,,3.2,0.3,1.0,12,,,,
25.03.2020 20:00,5.0,599.3,761.4,1.5,65,Wind blowing from the north,2,,12,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,13.1,,,1500-2000,,,2.3,-1.2,Trace of precipitation,12,,,,
25.03.2020 17:00,9.1,597.8,758.2,,33,Wind blowing from the east,4,,12,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,14.3,,,1000-1500,,,2.4,-6.3,No precipitation,6,,,,
25.03.2020 14:00,12.3,597.3,756.1,0.1,36,Wind blowing from the east-northeast,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,14.3,,,1500-2000,,,18.0,-2.3,No precipitation,12,,,,
25.03.2020 11:00,8.3,597.2,756.4,,53,Wind blowing from the west,1,,6,20–30%., ,,,4.4,,,,1500-2000,,,19.0,-0.7,No precipitation,6,,,,
25.03.2020 08:00,5.9,595.9,754.9,0.1,59,Wind blowing from the west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,14.3,,,1500-2000,,,20.0,-1.5,No precipitation,12,,,,
25.03.2020 05:00,6.1,595.8,754.2,,57,Wind blowing from the west-southwest,1,,7,, ,,,3.8,14.3,,,,,,22.0,-1.8,No precipitation,6,,,,
25.03.2020 02:00,7.5,596.0,754.1,,51,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,14.3,,,2500 or more  or no clouds.,,,22.0,-2.2,No precipitation,12,,,,
24.03.2020 20:00,12.0,593.9,752.4,,30,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,14.3,,,1500-2000,,,16.0,-5.0,No precipitation,12,,,,
24.03.2020 14:00,13.2,595.2,754.2,-1.2,27,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,14.0,,,1500-2000,,,19.0,-5.4,No precipitation,12,,,,
24.03.2020 11:00,8.8,596.4,756.5,,47,Wind blowing from the south-southwest,3,,6,20–30%., ,,,3.7,14.0,,,1500-2000,,,19.0,-1.9,No precipitation,6,,,,
24.03.2020 08:00,5.8,597.0,756.2,-0.8,54,Wind blowing from the west-southwest,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,14.0,,,1500-2000,,,20.0,-2.8,No precipitation,12,,,,
24.03.2020 05:00,6.7,597.8,756.6,,49,Wind blowing from the west,1,,7,, ,,,-0.8,14.0,,,,,,23.0,-3.5,No precipitation,6,,,,
24.03.2020 02:00,3.9,598.9,759.3,,59,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,14.0,,,2500 or more  or no clouds.,,,21.0,-3.4,Trace of precipitation,12,,,,
23.03.2020 20:00,12.2,598.8,760.6,-0.4,31,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,14.0,,,1500-2000,,,21.0,-4.4,No precipitation,12,,,,
23.03.2020 17:00,13.4,599.2,760.1,,28,Wind blowing from the east,3,,6,70 – 80%., ,,,-0.8,13.9,,,1000-1500,,,23.0,-4.7,No precipitation,6,,,,
23.03.2020 14:00,12.2,601.5,762.7,-1.1,26,Wind blowing from the west,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.3,,,2500 or more  or no clouds.,,,28.0,-6.7,No precipitation,12,,,,
23.03.2020 11:00,4.6,602.6,766.2,,44,Wind blowing from the west-southwest,1,,4,60%., ,,,-0.8,12.1,,,2500 or more  or no clouds.,,,30.0,-6.6,No precipitation,6,,,,
23.03.2020 08:00,-0.5,602.1,765.0,,72,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,12.1,,,,,,30.0,-4.9,No precipitation,12,,,,
23.03.2020 05:00,1.3,602.6,765.3,,72,Wind blowing from the west,1,,9,, ,,,0.9,12.1,,,,,,29.0,-3.2,No precipitation,6,,,,
23.03.2020 02:00,3.5,603.1,766.0,,70,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,12.1,,,2500 or more  or no clouds.,,,30.0,-1.6,No precipitation,12,,,,
22.03.2020 20:00,11.2,601.0,762.3,-0.2,40,Wind blowing from the east,2,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,12.5,,,1000-1500,,,13.0,-1.9,0.3,12,,,,
22.03.2020 17:00,10.5,601.2,761.5,,50,Wind blowing from the east-southeast,2,,13,90  or more  but not 100%, ,,,3.7,14.2,,,1000-1500,,,24.0,0.5,0.3,6,,,,
22.03.2020 14:00,8.2,602.2,764.2,0.0,67,Wind blowing from the east-northeast,3,,13,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,14.4,,,1500-2000,,,28.0,2.4,0.3,12,,,,
22.03.2020 11:00,5.6,602.2,765.1,,73,Wind blowing from the west-southwest,2,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,1500-2000,,,17.0,1.1,No precipitation,6,,,,
22.03.2020 08:00,3.8,601.0,761.9,0.9,82,Wind blowing from the west-southwest,5,,13,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.4,,,1500-2000,,,23.0,1.0,Trace of precipitation,12,,,,
22.03.2020 05:00,7.7,600.1,759.0,,32,Wind blowing from the south-west,4,,7,, ,,,-0.3,14.4,,,,,,22.0,-7.9,No precipitation,6,,,,
22.03.2020 02:00,5.8,599.8,759.7,,35,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.4,,,2500 or more  or no clouds.,,,19.0,-8.8,No precipitation,12,,,,
21.03.2020 20:00,12.5,597.2,758.2,0.6,18,Wind blowing from the east-northeast,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.4,,,1500-2000,,,19.0,-11.2,No precipitation,12,,,,
21.03.2020 17:00,14.1,596.6,756.4,,16,Wind blowing from the east,4,,9,70 – 80%., ,,,-0.3,18.9,,,1500-2000,,,18.0,-11.3,No precipitation,6,,,,
21.03.2020 14:00,12.8,597.6,757.4,-0.7,18,Wind blowing from the east,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,18.9,,,1500-2000,,,21.0,-10.9,No precipitation,12,,,,
21.03.2020 11:00,6.3,598.3,759.8,,26,Wind blowing from the west,2,,5,10%  or less  but not 0, ,,,-0.3,,,,1500-2000,,,22.0,-11.8,No precipitation,6,,,,
21.03.2020 08:00,0.2,597.7,758.7,0.1,47,Wind blowing from the west,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,18.9,,,1500-2000,,,20.0,-9.8,No precipitation,12,,,,
21.03.2020 05:00,1.7,597.6,756.7,,46,Wind blowing from the west,2,,12,, ,,,-0.6,18.9,,,,,,19.0,-8.7,No precipitation,6,,,,
21.03.2020 02:00,3.9,598.0,757.7,,39,Wind blowing from the west-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,18.9,,,2500 or more  or no clouds.,,,18.0,-8.8,No precipitation,12,,,,
20.03.2020 20:00,13.0,595.5,755.2,1.2,18,Wind blowing from the east,3,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,18.9,,,1000-1500,,,12.0,-10.8,No precipitation,12,,,,
20.03.2020 17:00,17.4,594.3,752.8,,10,Wind blowing from the south-southwest,3,,8,20–30%., ,,,-0.6,17.8,,,1000-1500,,,30.0,-14.5,No precipitation,6,,,,
20.03.2020 14:00,13.5,596.5,755.6,-1.1,16,Wind blowing from the south-southwest,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,16.1,,,1000-1500,,,30.0,-11.8,No precipitation,12,,,,
20.03.2020 11:00,7.1,597.6,758.9,,28,Wind blowing from the south-west,5,,7,no clouds, ,,,-0.6,16.1,,,,,,25.0,-10.2,No precipitation,6,,,,
20.03.2020 08:00,2.5,597.7,758.3,-0.5,37,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,16.1,,,,,,19.0,-10.7,No precipitation,12,,,,
20.03.2020 05:00,0.5,598.2,758.2,,49,Wind blowing from the west-northwest,1,,9,, ,,,0.5,16.1,,,,,,14.0,-9.2,No precipitation,6,,,,
20.03.2020 02:00,4.7,599.0,758.7,,33,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,16.1,,,2500 or more  or no clouds.,,,12.0,-10.2,No precipitation,12,,,,
19.03.2020 20:00,11.9,597.9,758.2,,19,Wind blowing from the east,2,,9,70 – 80%., ,,,1.7,16.1,,,1500-2000,,,12.0,-11.0,No precipitation,6,,,,
19.03.2020 17:00,15.8,597.9,757.1,,11,Wind blowing from the east-northeast,4,,9,60%., ,,,1.7,16.1,,,1500-2000,,,27.0,-14.6,No precipitation,6,,,,
19.03.2020 14:00,13.5,600.4,761.1,,18,Wind blowing from the south-southwest,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,15.6,,,1500-2000,,,30.0,-10.4,No precipitation,12,,,,
19.03.2020 11:00,6.6,602.0,764.6,,26,Wind blowing from the west-southwest,4,,8,70 – 80%., ,,,1.7,,,,1500-2000,,,20.0,-11.5,No precipitation,6,,,,
19.03.2020 08:00,3.7,602.1,763.3,-0.6,28,Wind blowing from the west-southwest,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,15.6,,,1500-2000,,,15.0,-13.1,No precipitation,12,,,,
19.03.2020 05:00,3.3,602.7,763.4,,31,Wind blowing from the west-southwest,3,,8,, ,,,0.0,15.6,,,,,,15.0,-12.2,No precipitation,6,,,,
19.03.2020 02:00,3.0,603.6,765.4,,37,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,15.6,,,2500 or more  or no clouds.,,,13.0,-10.3,No precipitation,12,,,,
18.03.2020 20:00,12.6,602.7,764.5,-0.3,11,Wind blowing from the east,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,15.6,,,2500 or more  or no clouds.,,,18.0,-17.1,No precipitation,12,,,,
18.03.2020 17:00,14.8,603.0,764.5,,12,Wind blowing from the east-northeast,3,,9,50%., ,,,0.0,15.6,,,2500 or more  or no clouds.,,,18.0,-14.3,No precipitation,6,,,,
18.03.2020 14:00,12.6,604.4,766.6,-0.4,14,Wind blowing from the south-east,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,12.6,,,2500 or more  or no clouds.,,,20.0,-14.2,No precipitation,12,,,,
18.03.2020 11:00,4.5,604.8,768.6,,31,Wind blowing from the west-southwest,3,,9,20–30%., ,,,0.0,,,,2500 or more  or no clouds.,,,10.0,-11.2,No precipitation,6,,,,
18.03.2020 08:00,2.0,604.2,767.4,0.1,39,Wind blowing from the west-southwest,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.4,,,1500-2000,,,9.0,-10.5,No precipitation,12,,,,
18.03.2020 05:00,1.2,604.1,766.8,,44,Wind blowing from the west,2,,8,, ,,,-1.3,12.4,,,,,,9.0,-9.7,No precipitation,6,,,,
18.03.2020 02:00,2.5,604.6,767.9,,41,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.4,,,2500 or more  or no clouds.,,,8.0,-9.4,No precipitation,12,,,,
17.03.2020 20:00,9.9,603.1,766.3,0.1,22,Wind blowing from the east,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.4,,,1500-2000,,,8.0,-10.8,No precipitation,12,,,,
17.03.2020 17:00,12.0,603.0,765.5,,17,Wind blowing from the east,3,,6,no clouds, ,,,-1.3,12.3,,,,,,11.0,-12.3,No precipitation,6,,,,
17.03.2020 14:00,9.2,604.5,768.7,-1.1,19,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,11.3,,,,,,9.0,-13.2,No precipitation,12,,,,
