Local time in Changling Economic Development Area,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 05:00,3.4,745.5,762.8,,72,Wind blowing from the north-west,8,,16,, ,,,3.4,17.3,,,,,,18.0,-1.3,No precipitation,6,,,,
26.03.2020 02:00,8.0,742.3,759.4,,51,Wind blowing from the west,5,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,17.3,,,2500 or more  or no clouds.,,,13.0,-1.7,No precipitation,12,,,,
25.03.2020 20:00,12.1,739.0,756.1,1.0,49,Wind blowing from the south-southwest,4,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,17.3,,,,,,9.0,1.7,No precipitation,12,,,,
25.03.2020 17:00,15.9,738.0,755.0,,40,Wind blowing from the south-west,6,,14,90  or more  but not 100%, ,,,7.7,17.3,,,,,,7.0,2.3,No precipitation,6,,,,
25.03.2020 14:00,16.4,738.3,755.3,-1.3,35,Wind blowing from the south-west,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,16.4,,,2500 or more  or no clouds.,,,8.0,0.9,No precipitation,12,,,,
25.03.2020 11:00,11.9,739.6,756.7,,41,Wind blowing from the south-southwest,6,,12,90  or more  but not 100%, ,,,7.7,14.4,,,,,,9.0,-0.9,No precipitation,6,,,,
25.03.2020 08:00,10.1,739.8,757.0,0.2,42,Wind blowing from the south-southwest,5,,11,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,10.0,-2.2,No precipitation,12,,,,
25.03.2020 05:00,8.6,739.6,756.7,,46,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,9.0,-2.6,No precipitation,6,,,,
25.03.2020 02:00,8.1,740.2,757.3,,45,Wind blowing from the south,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.4,,,2500 or more  or no clouds.,,,9.0,-3.3,No precipitation,12,,,,
24.03.2020 20:00,9.8,742.5,759.9,,33,Wind blowing from the south-southeast,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.4,,,,,,9.0,-6.0,No precipitation,12,,,,
24.03.2020 14:00,13.2,744.0,761.4,-2.5,19,Wind blowing from the south,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.4,,,2500 or more  or no clouds.,,,11.0,-9.9,No precipitation,12,,,,
24.03.2020 11:00,10.4,746.5,764.0,,22,Wind blowing from the south-southeast,4,,9,no clouds, ,,,0.3,10.4,,,,,,12.0,-10.3,No precipitation,6,,,,
24.03.2020 08:00,3.8,747.8,765.5,,38,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,9.9,,,,,,12.0,-9.5,No precipitation,12,,,,
24.03.2020 05:00,0.7,747.9,765.6,,41,Wind blowing from the south-southeast,2,,5,, ,,,-4.3,9.9,,,,,,14.0,-11.3,No precipitation,6,,,,
24.03.2020 02:00,1.8,748.3,765.9,,37,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.9,,,2500 or more  or no clouds.,,,14.0,-11.6,No precipitation,12,,,,
23.03.2020 20:00,4.7,748.6,766.5,0.5,28,Wind blowing from the east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.9,,,2500 or more  or no clouds.,,,13.0,-12.6,No precipitation,12,,,,
23.03.2020 17:00,8.9,748.1,766.0,,19,Calm  no wind,0,,,no clouds, ,,,-4.3,9.9,,,,,,13.0,-13.4,No precipitation,6,,,,
23.03.2020 14:00,9.2,748.2,766.0,-0.8,21,Wind blowing from the north-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.2,,,,,,13.0,-11.9,No precipitation,12,,,,
23.03.2020 11:00,7.0,749.0,766.8,,33,Wind blowing from the north-northwest,4,,8,no clouds, ,,,-4.3,9.0,,,,,,14.0,-8.5,No precipitation,6,,,,
23.03.2020 08:00,1.4,748.6,766.4,,58,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.0,,,,,,13.0,-6.1,No precipitation,12,,,,
23.03.2020 05:00,-4.1,746.7,764.5,,82,Calm  no wind,0,,,, ,,,-4.7,9.0,,,,,,18.0,-6.8,No precipitation,6,,,,
23.03.2020 02:00,-3.5,745.4,763.2,,79,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.0,,,2500 or more  or no clouds.,,,16.0,-6.7,No precipitation,12,,,,
22.03.2020 20:00,4.4,743.9,761.7,0.6,46,Wind blowing from the west,2,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.0,,,2500 or more  or no clouds.,,,17.0,-6.4,No precipitation,12,,,,
22.03.2020 17:00,7.5,743.3,761.1,,30,Wind blowing from the west-northwest,7,,11,100%., ,,,-4.7,9.0,,,1500-2000,,,16.0,-9.3,No precipitation,6,,,,
22.03.2020 14:00,8.8,743.1,760.8,-1.3,21,Wind blowing from the west,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.0,,,2500 or more  or no clouds.,,,14.0,-12.3,No precipitation,12,,,,
22.03.2020 11:00,6.3,744.4,762.1,,20,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-4.7,9.0,,,,,,15.0,-15.0,No precipitation,6,,,,
22.03.2020 08:00,0.6,745.1,762.9,0.7,38,Wind blowing from the north-west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.0,,,2500 or more  or no clouds.,,,20.0,-12.3,No precipitation,12,,,,
22.03.2020 05:00,-4.3,744.4,762.1,,48,Wind blowing from the west,3,,8,, ,,,-4.5,9.0,,,,,,30.0,-13.8,No precipitation,6,,,,
22.03.2020 02:00,-2.5,743.9,761.6,,43,Wind blowing from the west-northwest,4,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,9.0,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
21.03.2020 20:00,3.1,742.8,760.6,,28,Wind blowing from the west,3,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,9.0,,,,,,17.0,-14.0,No precipitation,12,,,,
21.03.2020 17:00,8.2,741.6,759.3,,15,Wind blowing from the north-west,6,,17,20–30%., ,,,-3.4,11.7,,,2500 or more  or no clouds.,,,14.0,-16.9,No precipitation,6,,,,
21.03.2020 14:00,8.6,741.5,759.1,-0.6,14,Wind blowing from the north-northwest,6,,14,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,12.1,,,2500 or more  or no clouds.,,,14.0,-17.4,No precipitation,12,,,,
21.03.2020 11:00,6.6,742.1,759.7,,21,Wind blowing from the west,5,,9,no clouds, ,,,-3.4,12.1,,,,,,15.0,-14.1,No precipitation,6,,,,
21.03.2020 08:00,0.4,742.3,759.9,1.5,38,Wind blowing from the west-northwest,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,12.1,,,2500 or more  or no clouds.,,,22.0,-12.5,No precipitation,12,,,,
21.03.2020 05:00,-2.9,740.8,758.3,,50,Wind blowing from the west,2,,14,, ,,,-3.0,12.1,,,,,,30.0,-12.0,No precipitation,6,,,,
21.03.2020 02:00,0.8,739.7,757.1,,35,Wind blowing from the north-west,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.1,,,2500 or more  or no clouds.,,,29.0,-12.9,No precipitation,12,,,,
20.03.2020 20:00,6.7,736.3,753.7,,22,Wind blowing from the west-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,12.1,,,,,,16.0,-13.5,No precipitation,12,,,,
20.03.2020 17:00,11.7,734.5,751.8,,17,Wind blowing from the north-west,6,,10,no clouds, ,,,-2.1,12.1,,,,,,12.0,-12.5,No precipitation,6,,,,
20.03.2020 14:00,11.2,734.4,751.6,-1.6,22,Wind blowing from the west,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,11.2,,,1500-2000,,,11.0,-9.7,No precipitation,12,,,,
20.03.2020 11:00,8.8,736.0,753.5,,25,Wind blowing from the south-west,4,,9,20–30%., ,,,-2.1,8.8,,,2500 or more  or no clouds.,,,14.0,-10.1,No precipitation,6,,,,
20.03.2020 08:00,1.2,737.5,755.2,0.0,52,Wind blowing from the south-west,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,,,,2500 or more  or no clouds.,,,18.0,-7.7,No precipitation,12,,,,
20.03.2020 05:00,-0.1,737.5,755.0,,50,Wind blowing from the west-southwest,3,,8,, ,,,-2.5,7.2,,,,,,26.0,-9.5,No precipitation,6,,,,
20.03.2020 02:00,1.3,738.4,755.8,,54,Wind blowing from the south-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.2,,,2500 or more  or no clouds.,,,26.0,-7.1,No precipitation,12,,,,
19.03.2020 20:00,-0.7,738.4,756.2,,79,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.2,,,,,,9.0,-4.0,Trace of precipitation,6,,,,
19.03.2020 17:00,5.1,736.9,754.6,,56,Wind blowing from the north,3,,13,60%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,8.6,,,2500 or more  or no clouds.,,,15.0,-3.1,No precipitation,6,,,,
19.03.2020 14:00,7.1,735.4,752.8,,44,Wind blowing from the north,6,,12,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.1,,,1000-1500,,,13.0,-4.3,Trace of precipitation,12,,,,
19.03.2020 11:00,5.5,735.1,752.5,,46,Calm  no wind,0,,,50%., ,,,-2.5,12.9,,,1500-2000,,,15.0,-5.4,No precipitation,6,,,,
19.03.2020 08:00,0.0,734.2,751.6,,54,Wind blowing from the north,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.9,,,,,,19.0,-8.4,No precipitation,12,,,,
19.03.2020 05:00,-1.2,733.3,750.7,,59,Wind blowing from the north-west,4,,9,, ,,,-1.3,12.9,,,,,,30.0,-8.3,No precipitation,6,,,,
19.03.2020 02:00,1.3,733.9,751.1,,46,Wind blowing from the north-west,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,12.9,,,2500 or more  or no clouds.,,,29.0,-9.3,No precipitation,12,,,,
18.03.2020 20:00,5.2,734.7,752.0,1.4,39,Wind blowing from the west,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,12.9,,,2500 or more  or no clouds.,,,8.0,-7.6,No precipitation,12,,,,
18.03.2020 17:00,8.6,733.3,750.7,,31,Wind blowing from the north,3,,13,90  or more  but not 100%, ,,,2.3,12.9,,,,,,14.0,-7.5,No precipitation,6,,,,
18.03.2020 14:00,12.1,730.6,747.7,0.0,25,Wind blowing from the north-west,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,12.9,,,2500 or more  or no clouds.,,,11.0,-7.3,No precipitation,12,,,,
18.03.2020 11:00,10.4,730.6,747.8,,30,Wind blowing from the west-southwest,6,,13,no clouds, ,,,2.3,10.9,,,,,,11.0,-6.4,No precipitation,6,,,,
18.03.2020 08:00,5.9,732.7,750.0,-1.7,35,Wind blowing from the south,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,10.9,,,,,,13.0,-8.7,No precipitation,12,,,,
18.03.2020 05:00,2.4,734.4,751.6,,40,Wind blowing from the south,3,,8,, ,,,-0.3,10.9,,,,,,20.0,-9.8,No precipitation,6,,,,
18.03.2020 02:00,2.8,736.8,754.1,,37,Wind blowing from the south,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,10.9,,,2500 or more  or no clouds.,,,24.0,-10.7,No precipitation,12,,,,
17.03.2020 20:00,4.0,739.2,756.8,0.6,31,Wind blowing from the west,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,10.9,,,,,,15.0,-11.9,No precipitation,12,,,,
17.03.2020 17:00,10.4,738.6,756.1,,23,Wind blowing from the west-northwest,3,,13,20–30%., ,,,-0.3,10.9,,,1500-2000,,,13.0,-9.8,No precipitation,6,,,,
17.03.2020 14:00,9.4,738.5,756.0,-0.4,35,Wind blowing from the north-northwest,3,,13,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-0.3,9.5,,,2500 or more  or no clouds.,,,13.0,-5.6,No precipitation,12,,,,
17.03.2020 11:00,6.9,738.9,756.4,,49,Wind blowing from the north-west,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-0.3,6.9,,,,,,14.0,-3.3,No precipitation,6,,,,
