Local time in Garze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,6.6,508.2,763.1,0.6,50,Wind blowing from the south,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,,,,1500-2000,,,30.0,-3.1,No precipitation,12,,,,
27.03.2020 08:00,-1.5,507.6,766.2,0.9,85,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,,,,2500 or more  or no clouds.,,,30.0,-3.7,No precipitation,12,,,,
27.03.2020 05:00,-1.1,506.7,761.5,-0.6,82,Wind blowing from the north-northwest,1,,19,,Cloud development not observed or not observable. ,,,-1.2,16.1,,,2500 or more  or no clouds.,,,30.0,-3.8,0.4,12,,,,
27.03.2020 02:00,0.0,507.3,757.2,0.1,82,Wind blowing from the south-southwest,2,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,16.1,,,2500 or more  or no clouds.,,,30.0,-2.7,0.4,12,,,,
26.03.2020 23:00,0.8,507.2,759.3,0.8,77,Wind blowing from the south,1,,19,,Cloud development not observed or not observable. ,,,-1.2,16.1,,,2500 or more  or no clouds.,,,30.0,-2.9,0.4,12,,,,
26.03.2020 20:00,2.0,506.4,763.6,2.6,83,Wind blowing from the north,1,,19,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-1.2,16.1,,,1500-2000,,,30.0,-0.7,0.4,12,,,,
26.03.2020 17:00,7.5,503.8,756.1,,49,Wind blowing from the north,11,,19,100%., ,,,-1.2,16.1,,,1500-2000,,,24.0,-2.5,No precipitation,6,,,,
26.03.2020 14:00,16.0,502.6,748.8,-1.5,13,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,16.0,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
26.03.2020 11:00,11.0,504.1,751.8,,20,Wind blowing from the south-southwest,1,,4,10%  or less  but not 0, ,,,-1.2,15.2,,,1500-2000,,,30.0,-11.1,No precipitation,6,,,,
26.03.2020 08:00,-0.2,503.7,755.2,1.0,56,Wind blowing from the west-southwest,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,15.2,,,1500-2000,,,30.0,-8.1,No precipitation,12,,,,
26.03.2020 05:00,0.8,502.7,750.5,,48,Wind blowing from the west-northwest,1,,7,, ,,,-1.7,15.2,,,,,,30.0,-9.2,No precipitation,6,,,,
26.03.2020 02:00,2.8,502.5,751.2,0.0,33,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,15.2,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
25.03.2020 23:00,6.4,502.5,753.7,,25,Wind blowing from the north-east,2,,7,, ,,,-2.5,15.2,,,,,,30.0,-12.2,No precipitation,6,,,,
25.03.2020 20:00,10.0,501.6,752.7,,20,Wind blowing from the east-southeast,1,,7,no clouds, ,,,-2.5,15.2,,,,,,30.0,-11.9,No precipitation,6,,,,
25.03.2020 17:00,14.9,501.9,750.4,,14,Wind blowing from the south,3,,7,no clouds, ,,,-2.5,15.2,,,,,,30.0,-12.4,No precipitation,6,,,,
25.03.2020 14:00,11.2,504.3,756.3,-2.8,23,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,12.3,,,,,,30.0,-9.2,No precipitation,12,,,,
25.03.2020 11:00,2.6,507.1,764.2,,54,Wind blowing from the south-southeast,2,,5,10%  or less  but not 0, ,,,-2.5,,,,1500-2000,,,30.0,-5.8,No precipitation,6,,,,
25.03.2020 08:00,-1.6,507.0,765.6,0.9,72,Wind blowing from the south-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,,,,1500-2000,,,27.0,-6.0,No precipitation,12,,,,
25.03.2020 05:00,-1.3,506.1,762.5,,77,Wind blowing from the west,2,,8,, ,,,-2.5,13.5,,,,,,30.0,-4.8,No precipitation,6,,,,
25.03.2020 02:00,-1.9,506.9,759.6,0.3,82,Wind blowing from the north,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,13.5,,,2500 or more  or no clouds.,,,30.0,-4.6,0.6,12,,,,
24.03.2020 23:00,-0.1,506.6,760.3,,83,Calm  no wind,0,,,, ,,,-0.1,13.5,,,,,,30.0,-2.6,0.6,6,,,,
24.03.2020 20:00,1.3,505.6,762.4,1.5,86,Wind blowing from the south-east,1,,18,20–30%.,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.0,13.5,,,1500-2000,,,30.0,-0.8,0.6,12,,,,
24.03.2020 17:00,4.3,504.1,757.7,,60,Wind blowing from the north-west,4,,18,100%.,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,13.7,,,1500-2000,,,30.0,-2.8,No precipitation,6,,,,
24.03.2020 14:00,12.3,503.1,750.1,,16,Wind blowing from the south,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,13.7,,,1500-2000,,,30.0,-12.8,No precipitation,12,,,,
24.03.2020 11:00,8.5,505.5,755.6,,37,Wind blowing from the south-east,2,,6,20–30%., ,,,0.0,13.7,,,1500-2000,,,30.0,-5.4,No precipitation,6,,,,
24.03.2020 08:00,0.5,505.5,758.2,,66,Wind blowing from the north,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,13.7,,,1500-2000,,,30.0,-5.1,No precipitation,12,,,,
24.03.2020 05:00,1.9,504.7,754.0,,57,Wind blowing from the north-east,1,,6,, ,,,-4.3,13.7,,,,,,30.0,-5.9,No precipitation,6,,,,
24.03.2020 02:00,5.4,505.4,754.0,0.2,40,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,13.7,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,12,,,,
23.03.2020 23:00,5.6,505.2,757.3,,25,Calm  no wind,0,,,, ,,,-4.3,13.7,,,,,,30.0,-12.9,No precipitation,6,,,,
23.03.2020 20:00,8.7,504.3,758.3,,19,Wind blowing from the east,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,13.7,,,1500-2000,,,30.0,-13.6,No precipitation,12,,,,
23.03.2020 17:00,13.0,503.9,754.9,,9,Wind blowing from the south-west,3,,7,60%., ,,,-4.3,13.7,,,1500-2000,,,30.0,-19.2,No precipitation,6,,,,
23.03.2020 14:00,11.3,505.9,757.3,-2.6,18,Wind blowing from the east-southeast,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,11.4,,,1500-2000,,,30.0,-12.2,No precipitation,12,,,,
23.03.2020 11:00,4.5,508.5,763.3,,40,Wind blowing from the south,1,,3,no clouds, ,,,-4.3,10.3,,,,,,30.0,-7.9,No precipitation,6,,,,
23.03.2020 08:00,-3.2,508.5,766.3,,71,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,10.3,,,,,,30.0,-7.7,No precipitation,12,,,,
23.03.2020 05:00,-2.3,507.6,763.3,,72,Wind blowing from the south,1,,13,, ,,,-2.3,10.3,,,,,,30.0,-6.8,No precipitation,6,,,,
23.03.2020 02:00,0.6,507.8,761.8,0.2,58,Wind blowing from the east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,10.3,,,2500 or more  or no clouds.,,,30.0,-6.7,No precipitation,12,,,,
22.03.2020 23:00,3.7,507.6,762.8,,46,Wind blowing from the east,2,,13,, ,,,-1.3,10.3,,,,,,30.0,-7.1,No precipitation,6,,,,
22.03.2020 20:00,5.6,506.3,761.8,,27,Wind blowing from the north,1,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,10.3,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
22.03.2020 17:00,8.0,505.0,758.6,,23,Wind blowing from the south-west,6,,,90  or more  but not 100%, ,,,-1.3,10.5,,,,,,30.0,-11.9,No precipitation,6,,,,
22.03.2020 14:00,8.3,506.5,760.3,-2.1,29,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.5,,,1500-2000,,,30.0,-8.7,No precipitation,12,,,,
22.03.2020 11:00,2.6,508.6,766.2,,59,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%, ,,,-1.3,,,,,,,30.0,-4.8,No precipitation,6,,,,
22.03.2020 08:00,-0.9,507.6,763.5,0.9,72,Wind blowing from the west,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,12.5,,,1500-2000,,,30.0,-5.3,2.0,12,,,,
22.03.2020 05:00,-1.0,506.7,759.9,,91,Wind blowing from the south-east,1,,11,, ,,,-2.7,12.5,,,,,,30.0,-2.3,2.0,6,,,,
22.03.2020 02:00,-0.3,507.3,760.7,0.6,85,Wind blowing from the west,2,,11,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.5,,,2500 or more  or no clouds.,,,12.0,-2.5,2.0,12,,,,
21.03.2020 23:00,0.5,506.7,761.0,,88,Wind blowing from the south-east,2,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,-2.7,12.5,,,,,,3.9,-1.3,No precipitation,6,,,,
21.03.2020 20:00,6.2,504.0,758.8,,32,Wind blowing from the west,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.5,,,1500-2000,,,30.0,-9.3,No precipitation,12,,,,
21.03.2020 17:00,10.5,502.2,752.8,,15,Wind blowing from the south-west,3,,8,90  or more  but not 100%, ,,,-2.7,12.5,,,,,,30.0,-15.1,No precipitation,6,,,,
21.03.2020 14:00,9.9,503.6,754.3,-1.6,16,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.2,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
21.03.2020 11:00,6.8,505.2,757.0,,38,Wind blowing from the east,1,,,60%., ,,,-2.7,12.2,,,1500-2000,,,30.0,-6.5,No precipitation,6,,,,
21.03.2020 08:00,-2.3,504.6,759.5,,72,Wind blowing from the north,0,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.2,,,1500-2000,,,30.0,-6.8,No precipitation,12,,,,
21.03.2020 05:00,-0.5,503.4,755.1,,67,Wind blowing from the north-northwest,1,,12,, ,,,-3.1,12.2,,,,,,30.0,-5.9,No precipitation,6,,,,
21.03.2020 02:00,1.3,503.6,753.8,0.6,60,Wind blowing from the north-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,12.2,,,2500 or more  or no clouds.,,,30.0,-5.8,No precipitation,12,,,,
20.03.2020 23:00,3.7,503.0,753.3,,50,Wind blowing from the south,2,,12,, ,,,-3.1,12.2,,,,,,30.0,-6.0,No precipitation,6,,,,
20.03.2020 20:00,6.6,501.9,,,36,Wind blowing from the south-west,3,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,12.2,,,1500-2000,,,30.0,-7.4,No precipitation,12,,,,
20.03.2020 14:00,10.7,502.5,753.4,-2.1,18,Wind blowing from the south-southwest,6,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,11.5,,,1500-2000,,,30.0,-12.7,No precipitation,12,,,,
20.03.2020 11:00,7.6,504.6,756.6,,25,Wind blowing from the east-northeast,1,,,20–30%., ,,,-3.1,10.2,,,1500-2000,,,30.0,-11.2,No precipitation,6,,,,
20.03.2020 08:00,-2.6,504.7,760.6,0.2,58,Wind blowing from the south-southwest,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,10.2,,,1500-2000,,,30.0,-9.9,No precipitation,12,,,,
20.03.2020 05:00,-2.3,504.5,757.7,,49,Wind blowing from the east-northeast,1,,,, ,,,-7.1,10.2,,,,,,30.0,-11.8,No precipitation,6,,,,
20.03.2020 02:00,-0.9,505.0,758.8,,42,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,10.2,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
19.03.2020 23:00,2.2,504.7,760.4,,29,Wind blowing from the north,1,,7,, ,,,-7.1,10.2,,,,,,30.0,-14.0,No precipitation,6,,,,
19.03.2020 20:00,5.1,503.3,760.8,,21,Calm  no wind,0,,,no clouds, ,,,-7.1,10.2,,,,,,30.0,-15.4,No precipitation,6,,,,
19.03.2020 17:00,9.5,503.4,757.9,,12,Wind blowing from the south,2,,7,20–30%., ,,,-7.1,10.2,,,1500-2000,,,30.0,-18.5,No precipitation,6,,,,
19.03.2020 14:00,7.6,505.8,761.2,,16,Wind blowing from the north-west,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,8.9,,,1500-2000,,,30.0,-16.6,No precipitation,12,,,,
19.03.2020 11:00,0.7,508.5,767.7,,40,Wind blowing from the south,2,,4,no clouds, ,,,-7.1,8.9,,,,,,30.0,-11.4,No precipitation,6,,,,
19.03.2020 08:00,-6.7,508.5,770.2,0.6,66,Wind blowing from the north-east,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,8.9,,,,,,29.0,-12.0,No precipitation,12,,,,
19.03.2020 05:00,-5.6,507.9,765.5,,65,Wind blowing from the east-northeast,1,,13,, ,,,-5.7,8.9,,,,,,30.0,-11.3,No precipitation,6,,,,
19.03.2020 02:00,-3.3,508.6,765.7,-0.5,53,Wind blowing from the north-west,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,8.9,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
18.03.2020 23:00,-0.5,509.1,768.0,,44,Wind blowing from the north,2,,16,, ,,,-4.6,8.9,,,,,,30.0,-11.5,No precipitation,6,,,,
18.03.2020 20:00,2.4,507.6,767.2,,37,Wind blowing from the north,4,,16,90  or more  but not 100%, ,,,-4.6,8.9,,,,,,30.0,-11.1,No precipitation,6,,,,
18.03.2020 17:00,8.1,505.8,760.7,,17,Wind blowing from the west-northwest,4,,16,90  or more  but not 100%, ,,,-4.6,8.9,,,,,,30.0,-15.5,No precipitation,6,,,,
18.03.2020 14:00,7.3,505.6,759.9,,17,Wind blowing from the west,8,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,8.5,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
