Local time in Aral,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 20:00,14.9,672.6,758.5,0.7,19,Wind blowing from the north-east,4,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,20.0,,,2500 or more  or no clouds.,,,1.5,-8.5,No precipitation,12,,,,
25.03.2020 17:00,15.9,671.9,757.3,,17,Wind blowing from the north-east,6,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.4,,,,,,1.2,-9.1,No precipitation,6,,,,
25.03.2020 14:00,14.2,673.0,758.6,0.9,20,Wind blowing from the east-northeast,5,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,2500 or more  or no clouds.,,,1.0,-8.4,No precipitation,12,,,,
25.03.2020 11:00,10.4,672.1,757.8,,31,Wind blowing from the east-northeast,4,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,,,,3.5,-6.0,No precipitation,6,,,,
25.03.2020 08:00,9.6,669.7,754.5,0.6,34,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,21.4,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,12,,,,
25.03.2020 05:00,11.4,669.1,753.4,,41,Wind blowing from the north-northeast,3,,6,, ,,,4.2,21.4,,,,,,22.0,-1.4,No precipitation,6,,,,
25.03.2020 02:00,12.5,669.2,753.9,,39,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,21.4,,,2500 or more  or no clouds.,,,21.0,-1.1,No precipitation,12,,,,
24.03.2020 20:00,20.0,667.0,752.1,,14,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,21.4,,,2500 or more  or no clouds.,,,19.0,-8.3,No precipitation,12,,,,
24.03.2020 14:00,17.4,669.7,754.5,-0.9,23,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,22.5,,,2500 or more  or no clouds.,,,15.0,-3.9,No precipitation,12,,,,
24.03.2020 11:00,11.5,670.6,755.8,,33,Wind blowing from the north-east,2,,5,, ,,,4.2,22.5,,,,,,13.0,-4.2,No precipitation,6,,,,
24.03.2020 08:00,5.5,670.3,755.8,,61,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,22.5,,,2500 or more  or no clouds.,,,18.0,-1.6,No precipitation,12,,,,
24.03.2020 05:00,10.5,670.9,755.3,,39,Wind blowing from the east-northeast,2,,6,, ,,,3.8,22.5,,,,,,14.0,-2.9,No precipitation,6,,,,
24.03.2020 02:00,12.2,671.9,756.7,,33,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,22.5,,,2500 or more  or no clouds.,,,13.0,-3.6,No precipitation,12,,,,
23.03.2020 20:00,19.8,672.1,758.2,-1.5,14,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,22.5,,,2500 or more  or no clouds.,,,15.0,-8.5,No precipitation,12,,,,
23.03.2020 17:00,22.1,673.6,759.0,,11,Wind blowing from the north,2,,5,, ,,,3.8,22.3,,,,,,14.0,-9.7,No precipitation,6,,,,
23.03.2020 14:00,19.5,675.8,761.5,,13,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,20.4,,,2500 or more  or no clouds.,,,14.0,-9.6,No precipitation,12,,,,
23.03.2020 11:00,13.0,676.4,762.7,,32,Wind blowing from the east-northeast,2,,,, ,,,3.8,20.4,,,,,,8.0,-3.3,No precipitation,6,,,,
23.03.2020 08:00,4.0,676.1,762.8,,64,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,20.4,,,2500 or more  or no clouds.,,,8.0,-2.2,No precipitation,12,,,,
23.03.2020 05:00,6.3,676.4,762.6,,50,Calm  no wind,0,,,, ,,,6.2,20.4,,,,,,10.0,-3.4,No precipitation,6,,,,
23.03.2020 02:00,9.5,676.6,762.7,,37,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,20.4,,,2500 or more  or no clouds.,,,9.0,-4.5,No precipitation,12,,,,
22.03.2020 20:00,18.8,675.2,761.2,0.1,15,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,20.4,,,2500 or more  or no clouds.,,,9.0,-8.4,No precipitation,12,,,,
22.03.2020 17:00,19.8,675.1,760.7,,11,Wind blowing from the north,2,,6,, ,,,6.6,22.4,,,,,,8.0,-11.5,No precipitation,6,,,,
22.03.2020 14:00,17.1,676.0,761.5,0.6,21,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,22.4,,,2500 or more  or no clouds.,,,7.0,-5.4,No precipitation,12,,,,
22.03.2020 11:00,11.2,675.4,761.5,,30,Wind blowing from the east-northeast,2,,6,, ,,,6.6,22.4,,,,,,7.0,-5.7,No precipitation,6,,,,
22.03.2020 08:00,8.0,673.9,759.4,1.2,37,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,22.4,,,2500 or more  or no clouds.,,,10.0,-5.8,No precipitation,12,,,,
22.03.2020 05:00,9.1,672.7,757.6,,32,Wind blowing from the north-northeast,1,,6,, ,,,2.5,22.4,,,,,,14.0,-6.7,No precipitation,6,,,,
22.03.2020 02:00,13.3,672.6,757.2,,24,Wind blowing from the east-northeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.4,,,2500 or more  or no clouds.,,,19.0,-6.8,No precipitation,12,,,,
21.03.2020 20:00,19.8,670.1,755.5,,12,Wind blowing from the north-east,2,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,22.4,,,2500 or more  or no clouds.,,,5.0,-10.4,No precipitation,12,,,,
21.03.2020 17:00,22.2,670.2,754.9,,9,Wind blowing from the north-east,4,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,22.2,,,,,,6.0,-12.2,No precipitation,6,,,,
21.03.2020 14:00,19.8,671.5,756.3,-0.3,14,Wind blowing from the north-east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,21.8,,,2500 or more  or no clouds.,,,13.0,-8.5,No precipitation,12,,,,
21.03.2020 11:00,12.7,671.8,757.9,,22,Wind blowing from the north-east,4,,7,, ,,,2.5,21.8,,,,,,24.0,-8.5,No precipitation,6,,,,
21.03.2020 08:00,6.4,670.6,756.1,0.1,37,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,21.8,,,2500 or more  or no clouds.,,,17.0,-7.2,No precipitation,12,,,,
21.03.2020 05:00,8.1,670.5,755.4,,33,Wind blowing from the north-east,1,,6,, ,,,3.8,21.8,,,,,,13.0,-7.2,No precipitation,6,,,,
21.03.2020 02:00,11.1,670.6,755.5,,29,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,21.8,,,2500 or more  or no clouds.,,,13.0,-6.3,No precipitation,12,,,,
20.03.2020 20:00,19.7,668.7,754.1,,16,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,21.8,,,2500 or more  or no clouds.,,,12.0,-6.8,No precipitation,12,,,,
20.03.2020 17:00,21.5,669.2,754.6,,9,Wind blowing from the west-southwest,4,,7,, ,,,3.2,21.8,,,,,,9.0,-12.7,No precipitation,6,,,,
20.03.2020 14:00,18.2,670.9,757.0,-0.7,12,Wind blowing from the west-southwest,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,21.2,,,2500 or more  or no clouds.,,,14.0,-11.7,No precipitation,12,,,,
20.03.2020 11:00,11.5,671.6,758.2,,18,Wind blowing from the south-west,3,,6,, ,,,3.2,21.2,,,,,,13.0,-12.0,No precipitation,6,,,,
20.03.2020 08:00,5.0,671.4,757.2,-0.4,24,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,21.2,,,2500 or more  or no clouds.,,,15.0,-13.9,No precipitation,12,,,,
20.03.2020 05:00,3.9,671.8,757.6,,31,Wind blowing from the south-southwest,1,,7,, ,,,0.9,21.2,,,,,,15.0,-11.7,No precipitation,6,,,,
20.03.2020 02:00,4.4,672.5,758.8,,59,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,21.2,,,2500 or more  or no clouds.,,,11.0,-3.1,No precipitation,12,,,,
19.03.2020 20:00,19.3,672.1,758.2,,8,Wind blowing from the west-southwest,2,,8,, ,,,0.9,21.2,,,,,,11.0,-15.8,No precipitation,6,,,,
19.03.2020 17:00,20.7,673.3,759.4,,8,Wind blowing from the west,3,,8,, ,,,0.9,20.9,,,,,,11.0,-14.7,No precipitation,6,,,,
19.03.2020 14:00,18.1,676.0,762.4,,10,Wind blowing from the south-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,19.4,,,2500 or more  or no clouds.,,,11.0,-14.0,No precipitation,12,,,,
19.03.2020 11:00,10.2,676.9,764.3,,31,Wind blowing from the south-west,2,,5,, ,,,0.9,19.4,,,,,,11.0,-6.2,No precipitation,6,,,,
19.03.2020 08:00,3.9,676.6,763.6,,33,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,19.4,,,2500 or more  or no clouds.,,,8.0,-10.9,No precipitation,12,,,,
19.03.2020 05:00,3.2,676.9,763.7,,43,Calm  no wind,0,,,, ,,,1.4,19.4,,,,,,7.0,-8.2,No precipitation,6,,,,
19.03.2020 02:00,6.3,677.8,764.8,,44,Wind blowing from the south-east,1,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,19.4,,,2500 or more  or no clouds.,,,7.0,-5.1,No precipitation,12,,,,
18.03.2020 20:00,17.5,677.6,764.7,-0.8,13,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,19.4,,,2500 or more  or no clouds.,,,7.0,-11.2,No precipitation,12,,,,
18.03.2020 17:00,19.2,678.4,765.3,,11,Wind blowing from the west-southwest,4,,9,, ,,,1.4,19.3,,,,,,7.0,-12.0,No precipitation,6,,,,
18.03.2020 14:00,16.3,680.2,767.8,-0.3,14,Wind blowing from the south-west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,18.2,,,2500 or more  or no clouds.,,,9.0,-11.2,No precipitation,12,,,,
18.03.2020 11:00,9.5,680.5,768.8,,23,Wind blowing from the south-west,3,,4,, ,,,1.4,18.2,,,,,,8.0,-10.6,No precipitation,6,,,,
18.03.2020 08:00,4.0,679.6,767.2,0.6,30,Wind blowing from the west-southwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,18.2,,,2500 or more  or no clouds.,,,9.0,-12.0,No precipitation,12,,,,
18.03.2020 05:00,4.2,679.0,766.3,,29,Wind blowing from the south-southeast,1,,7,, ,,,0.1,18.2,,,,,,8.0,-12.3,No precipitation,6,,,,
18.03.2020 02:00,4.3,679.4,767.0,,32,Wind blowing from the south,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,18.2,,,2500 or more  or no clouds.,,,7.0,-10.9,No precipitation,12,,,,
17.03.2020 20:00,16.3,678.7,766.6,-0.6,13,Wind blowing from the west-southwest,1,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,18.2,,,2500 or more  or no clouds.,,,6.0,-12.2,No precipitation,12,,,,
17.03.2020 17:00,17.7,679.3,766.9,,12,Wind blowing from the west-southwest,3,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,17.9,,,,,,6.0,-12.1,No precipitation,6,,,,
17.03.2020 14:00,15.4,681.3,769.3,-0.7,16,Wind blowing from the west-southwest,5,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,16.7,,,2500 or more  or no clouds.,,,3.1,-10.3,No precipitation,12,,,,
17.03.2020 11:00,8.0,682.0,770.8,,26,Wind blowing from the south-west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,16.7,,,,,,6.0,-10.3,No precipitation,6,,,,
17.03.2020 08:00,0.9,681.5,770.1,,40,Wind blowing from the south-southwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,16.7,,,2500 or more  or no clouds.,,,6.0,-11.2,No precipitation,12,,,,
17.03.2020 05:00,1.8,681.7,769.9,,40,Calm  no wind,0,,,,Haze. ,,,-0.4,16.7,,,,,,5.0,-10.4,No precipitation,6,,,,
17.03.2020 02:00,3.3,682.6,771.0,,42,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,16.7,,,2500 or more  or no clouds.,,,5.0,-8.4,No precipitation,12,,,,
16.03.2020 20:00,14.7,682.0,770.7,,15,Wind blowing from the west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,16.7,,,2500 or more  or no clouds.,,,5.0,-11.7,No precipitation,12,,,,
16.03.2020 17:00,15.6,682.5,770.9,,12,Wind blowing from the west-southwest,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,16.2,,,,,,5.0,-13.7,No precipitation,6,,,,
16.03.2020 14:00,13.6,684.0,772.6,0.4,16,Wind blowing from the south-west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,15.2,,,2500 or more  or no clouds.,,,6.0,-11.7,No precipitation,12,,,,
