Local time in Gaoyao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 23:00,23.4,754.7,760.0,1.3,96,Wind blowing from the east-southeast,3,,9,,Cloud development not observed or not observable. ,,,20.5,27.7,,,2500 or more  or no clouds.,,,19.0,22.7,No precipitation,12,,,,
26.03.2020 20:00,25.0,753.4,758.8,1.0,86,Wind blowing from the south-southeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,27.7,,,1000-1500,,,25.0,22.4,Trace of precipitation,12,,,,
26.03.2020 17:00,26.8,752.4,757.6,,75,Wind blowing from the south-southeast,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,27.7,,,1000-1500,,,30.0,21.9,No precipitation,6,,,,
26.03.2020 14:00,25.4,753.7,759.0,-1.8,88,Wind blowing from the south-southeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,28.3,,,600-1000,,,17.0,23.2,1.0,12,,,,
26.03.2020 11:00,23.4,755.5,760.8,,99,Wind blowing from the east,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,,,,600-1000,,,5.0,23.3,0.9,6,,,,
26.03.2020 08:00,21.6,754.9,760.2,1.0,99,Wind blowing from the east-northeast,1,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,28.3,,,600-1000,,,2.0,21.5,10.0,12,,,,
26.03.2020 05:00,21.3,753.9,759.2,,99,Wind blowing from the east-northeast,2,,8,,Mist. ,,,20.5,28.3,,,,,,1.0,21.2,9.0,6,,,,
26.03.2020 02:00,21.0,754.3,759.7,,99,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,28.3,,,2500 or more  or no clouds.,,,12.0,20.8,8.0,12,,,,
25.03.2020 23:00,21.7,755.8,761.1,,92,Wind blowing from the north-west,2,,8,,Rain (not freezing) not falling as shower(s). ,,,20.9,28.3,,,,,,30.0,20.3,No precipitation,6,,,,
25.03.2020 20:00,24.9,753.7,759.0,0.9,76,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,28.3,,,2500 or more  or no clouds.,,,26.0,20.3,No precipitation,12,,,,
25.03.2020 17:00,26.3,752.8,758.0,,70,Wind blowing from the east,3,,6,100%., ,,,20.9,28.3,,,1000-1500,,,20.0,20.3,No precipitation,6,,,,
25.03.2020 14:00,26.2,754.3,759.7,,70,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.9,,,1000-1500,,,21.0,20.2,No precipitation,12,,,,
25.03.2020 08:00,21.5,755.8,761.1,0.9,99,Wind blowing from the east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.9,,,1000-1500,,,3.8,21.4,No precipitation,12,,,,
25.03.2020 05:00,21.2,754.9,760.3,,99,Wind blowing from the east-southeast,1,,,,Mist. ,,,21.1,27.9,,,,,,6.0,21.1,No precipitation,6,,,,
25.03.2020 02:00,21.6,755.0,760.3,,97,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,27.9,,,2500 or more  or no clouds.,,,7.0,21.1,No precipitation,12,,,,
24.03.2020 23:00,22.8,755.5,760.8,,88,Wind blowing from the south-southeast,1,,6,, ,,,21.7,27.9,,,,,,12.0,20.7,No precipitation,6,,,,
24.03.2020 20:00,24.2,754.4,759.7,0.3,80,Wind blowing from the east-southeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,27.9,,,600-1000,,,12.0,20.5,Trace of precipitation,12,,,,
24.03.2020 17:00,27.2,754.1,759.4,,66,Wind blowing from the south-east,2,,6,100%., ,,,21.7,28.5,,,600-1000,,,23.0,20.2,No precipitation,6,,,,
24.03.2020 14:00,26.5,755.6,760.9,,70,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,29.4,,,600-1000,,,18.0,20.5,Trace of precipitation,12,,,,
24.03.2020 11:00,23.5,757.4,762.7,,95,Wind blowing from the east,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,,,,600-1000,,,10.0,22.6,No precipitation,6,,,,
24.03.2020 08:00,22.5,756.8,762.1,,99,Wind blowing from the east,2,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,29.4,,,600-1000,,,6.0,22.4,No precipitation,12,,,,
24.03.2020 05:00,22.6,754.6,759.9,,99,Wind blowing from the east-southeast,2,,10,, ,,,21.6,29.4,,,,,,10.0,22.5,No precipitation,6,,,,
24.03.2020 02:00,22.3,755.2,760.4,-0.4,99,Wind blowing from the south-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,29.4,,,2500 or more  or no clouds.,,,6.0,22.2,No precipitation,12,,,,
23.03.2020 23:00,23.5,755.6,760.9,,83,Wind blowing from the east-northeast,2,,10,, ,,,21.6,29.4,,,,,,12.0,20.4,No precipitation,6,,,,
23.03.2020 20:00,26.2,754.4,759.7,,80,Wind blowing from the north-northeast,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,29.4,,,600-1000,,,14.0,22.4,Trace of precipitation,12,,,,
23.03.2020 17:00,28.5,753.4,758.7,,67,Wind blowing from the north-east,1,,4,100%., ,,,21.6,29.4,,,1000-1500,,,23.0,21.7,No precipitation,6,,,,
23.03.2020 14:00,28.5,754.7,760.0,-2.0,69,Wind blowing from the west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,30.3,,,1000-1500,,,24.0,22.2,Trace of precipitation,12,,,,
23.03.2020 11:00,26.3,756.7,762.0,,77,Wind blowing from the west,2,,3,100%., ,,,21.6,30.3,,,1000-1500,,,15.0,21.9,No precipitation,6,,,,
23.03.2020 08:00,22.3,755.9,761.2,,99,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,30.3,,,1000-1500,,,3.3,22.1,No precipitation,12,,,,
23.03.2020 05:00,21.7,754.6,759.8,,99,Wind blowing from the east-northeast,2,,5,,Mist. ,,,21.2,30.3,,,,,,2.6,21.5,No precipitation,6,,,,
23.03.2020 02:00,22.6,754.4,759.7,,99,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,30.3,,,2500 or more  or no clouds.,,,15.0,22.4,No precipitation,12,,,,
22.03.2020 23:00,24.6,754.9,760.2,,79,Wind blowing from the east-southeast,3,,,, ,,,21.2,30.3,,,,,,30.0,20.7,No precipitation,6,,,,
22.03.2020 20:00,26.7,754.0,759.2,1.0,74,Wind blowing from the south-east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,30.3,,,600-1000,,,30.0,21.6,No precipitation,12,,,,
22.03.2020 17:00,28.6,753.0,758.2,,66,Wind blowing from the south-east,2,,6,70 – 80%., ,,,21.2,30.3,,,600-1000,,,30.0,21.6,No precipitation,6,,,,
22.03.2020 14:00,29.7,754.3,759.6,-2.1,63,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,29.7,,,600-1000,,,30.0,21.9,No precipitation,12,,,,
22.03.2020 11:00,27.3,756.4,761.7,,73,Wind blowing from the east,1,,3,70 – 80%., ,,,21.2,27.3,,,600-1000,,,22.0,22.0,No precipitation,6,,,,
22.03.2020 08:00,22.0,756.0,761.3,1.8,99,Wind blowing from the north,0,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,,,600-1000,,,2.6,21.9,No precipitation,12,,,,
22.03.2020 05:00,21.8,754.2,759.5,,99,Wind blowing from the east,2,,8,,Mist. ,,,20.8,27.3,,,,,,4.0,21.6,No precipitation,6,,,,
22.03.2020 02:00,22.0,754.6,759.8,,99,Wind blowing from the east,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.6,27.3,,,2500 or more  or no clouds.,,,5.0,21.8,No precipitation,12,,,,
21.03.2020 23:00,22.6,755.8,761.1,,99,Wind blowing from the east,2,,9,, ,,,20.5,27.3,,,,,,17.0,22.5,No precipitation,6,,,,
21.03.2020 20:00,23.9,754.9,760.2,,86,Wind blowing from the east-southeast,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.3,,,600-1000,,,30.0,21.4,No precipitation,12,,,,
21.03.2020 17:00,26.0,754.0,759.3,,76,Wind blowing from the south,4,,,70 – 80%., ,,,20.2,27.3,,,600-1000,,,30.0,21.4,No precipitation,6,,,,
21.03.2020 14:00,27.2,754.7,760.0,,76,Wind blowing from the south,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,27.2,,,2500 or more  or no clouds.,,,30.0,22.5,0.1,12,,,,
21.03.2020 11:00,24.1,756.8,762.1,,99,Wind blowing from the east-southeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,24.1,,,600-1000,,,4.5,24.0,No precipitation,6,,,,
21.03.2020 08:00,21.5,756.2,761.5,,99,Wind blowing from the east,2,,,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,18.8,22.5,,,600-1000,,,1.1,21.4,0.3,12,,,,
21.03.2020 05:00,20.8,754.3,759.7,,100,Wind blowing from the east,3,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,,,,,,,,0.4,20.8,0.2,6,,,,
21.03.2020 02:00,20.6,755.2,760.6,-1.2,100,Wind blowing from the east,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.5,,,2500 or more  or no clouds.,,,0.2,20.6,0.2,12,,,,
20.03.2020 23:00,20.5,756.4,761.7,,100,Wind blowing from the east,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,18.8,22.5,,,,,,0.3,20.5,0.1,6,,,,
20.03.2020 20:00,20.2,755.2,760.6,0.7,100,Wind blowing from the north-east,1,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.5,,,600-1000,,,0.2,20.2,Trace of precipitation,12,,,,
20.03.2020 17:00,20.8,754.5,759.9,,99,Wind blowing from the east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.5,,,600-1000,,,1.5,20.6,No precipitation,6,,,,
20.03.2020 14:00,21.9,755.6,761.0,-2.2,97,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.5,,,600-1000,,,4.6,21.4,No precipitation,12,,,,
20.03.2020 11:00,21.6,757.8,763.2,,90,Wind blowing from the east-southeast,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,21.7,,,600-1000,,,7.0,19.8,No precipitation,6,,,,
20.03.2020 08:00,18.8,757.0,762.4,,100,Wind blowing from the east,1,,,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,18.8,20.2,,,600-1000,,,1.2,18.8,0.3,12,,,,
20.03.2020 05:00,18.9,755.7,761.1,,100,Wind blowing from the north,1,,5,,Fog or ice fog. ,,,18.8,20.2,,,,,,0.9,18.9,0.3,6,,,,
20.03.2020 02:00,19.0,756.2,761.6,,100,Wind blowing from the north-east,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,20.3,,,2500 or more  or no clouds.,,,0.6,19.0,1.0,12,,,,
19.03.2020 23:00,19.3,757.3,762.7,,99,Wind blowing from the north-east,1,,5,,Mist. ,,,18.8,20.8,,,,,,3.1,19.1,No precipitation,6,,,,
19.03.2020 20:00,19.6,756.3,761.7,,99,Wind blowing from the north-east,2,,11,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,20.9,,,1000-1500,,,5.0,19.4,1.0,6,,,,
19.03.2020 17:00,20.0,755.1,760.5,,100,Wind blowing from the north-east,2,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,21.6,,,1000-1500,,,14.0,20.0,6.0,6,,,,
19.03.2020 14:00,19.2,756.4,761.8,,100,Wind blowing from the south-west,2,,,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,1000-1500,,,0.8,19.2,10.0,12,,,,
19.03.2020 11:00,19.2,757.1,762.5,,99,Wind blowing from the south-east,2,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,22.3,,,1000-1500,,,21.0,19.0,5.0,6,,,,
19.03.2020 08:00,20.1,755.8,761.2,1.7,99,Wind blowing from the south-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,2.1,19.9,No precipitation,12,,,,
19.03.2020 05:00,20.0,754.1,759.4,,99,Wind blowing from the east,1,,,,Mist. ,,,18.2,22.3,,,,,,2.6,19.8,No precipitation,6,,,,
19.03.2020 02:00,20.2,754.7,760.0,,100,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,22.3,,,2500 or more  or no clouds.,,,3.5,20.2,No precipitation,12,,,,
18.03.2020 23:00,20.8,756.2,761.6,,100,Wind blowing from the east-southeast,3,,5,,Mist. ,,,18.2,22.3,,,,,,4.4,20.8,No precipitation,6,,,,
18.03.2020 20:00,20.6,755.2,760.6,,98,Wind blowing from the east-northeast,2,,17,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,22.3,,,600-1000,,,4.4,20.2,21.0,12,,,,
18.03.2020 17:00,21.6,754.6,759.9,,95,Wind blowing from the south,2,,17,100%., ,,,18.2,22.3,,,600-1000,,,11.0,20.7,0.2,6,,,,
18.03.2020 14:00,21.4,755.7,761.1,,99,Wind blowing from the east-southeast,2,,17,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,22.2,,,600-1000,,,6.0,21.3,21.0,12,,,,
18.03.2020 11:00,19.5,757.7,763.1,,100,Wind blowing from the east-southeast,2,,17,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,300-600,,,3.5,19.5,21.0,6,,,,
18.03.2020 08:00,19.2,758.8,764.2,2.6,99,Wind blowing from the north-northeast,5,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.7,,,600-1000,,,1.5,19.0,0.2,12,,,,
18.03.2020 05:00,19.4,756.2,761.6,,99,Wind blowing from the east-northeast,2,,5,,Mist. ,,,19.4,22.7,,,,,,2.3,19.2,No precipitation,6,,,,
18.03.2020 02:00,19.7,757.3,762.7,-0.9,99,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,22.7,,,2500 or more  or no clouds.,,,1.5,19.5,No precipitation,12,,,,
17.03.2020 23:00,20.3,758.2,763.6,,100,Wind blowing from the north-east,1,,5,,Mist. ,,,19.4,22.7,,,,,,3.1,20.3,No precipitation,6,,,,
17.03.2020 20:00,20.7,758.0,763.4,1.1,98,Wind blowing from the east,2,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,22.7,,,600-1000,,,4.4,20.3,Trace of precipitation,12,,,,
17.03.2020 17:00,21.2,756.9,762.3,,90,Wind blowing from the north-northeast,3,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,22.7,,,600-1000,,,7.0,19.4,No precipitation,6,,,,
17.03.2020 14:00,22.2,757.6,763.0,-2.0,83,Wind blowing from the south-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,22.7,,,600-1000,,,15.0,19.1,No precipitation,12,,,,
