Local time in Darhan Muminggan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 11:00,-6.1,652.9,776.5,,44,Wind blowing from the north-east,2,,5,60%., ,,,-11.3,,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,6,,,,
26.03.2020 08:00,-9.8,651.4,775.6,1.4,56,Wind blowing from the north,2,,7,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,7.2,,,2500 or more  or no clouds.,,,30.0,-17.1,0.4,12,,,,
26.03.2020 05:00,-8.8,650.0,773.2,,58,Wind blowing from the north,2,,7,, ,,,-8.9,7.2,,,,,,30.0,-15.6,No precipitation,6,,,,
26.03.2020 02:00,-5.6,649.0,769.5,,86,Wind blowing from the north-northeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,7.2,,,2500 or more  or no clouds.,,,30.0,-7.6,5.0,12,,,,
25.03.2020 20:00,-3.8,646.9,766.4,1.5,90,Wind blowing from the north,4,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,10.1,,,1000-1500,,,1.0,-5.2,5.0,12,,,,
25.03.2020 17:00,-1.6,645.4,764.5,,89,Wind blowing from the north,3,,13,90  or more  but not 100%,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,14.7,,,1000-1500,,,0.8,-3.2,0.7,6,,,,
25.03.2020 14:00,5.5,644.1,760.9,0.8,13,Wind blowing from the north,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,1000-1500,,,17.0,-20.8,No precipitation,12,,,,
25.03.2020 11:00,6.4,643.3,759.6,,21,Wind blowing from the north,7,,11,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,2500 or more  or no clouds.,,,4.0,-14.3,No precipitation,6,,,,
25.03.2020 08:00,5.7,641.8,757.3,1.6,37,Wind blowing from the north-west,3,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,14.7,,,2500 or more  or no clouds.,,,5.0,-7.9,No precipitation,12,,,,
25.03.2020 05:00,4.3,640.2,754.8,,66,Wind blowing from the south-southwest,3,,8,, ,,,2.4,14.7,,,,,,13.0,-1.5,No precipitation,6,,,,
25.03.2020 02:00,6.0,640.8,755.2,,56,Wind blowing from the south-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.7,,,2500 or more  or no clouds.,,,23.0,-2.3,No precipitation,12,,,,
24.03.2020 20:00,10.1,641.4,757.1,,34,Wind blowing from the south-southwest,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.7,,,2500 or more  or no clouds.,,,29.0,-5.0,Trace of precipitation,12,,,,
24.03.2020 14:00,13.8,642.1,756.8,-1.8,37,Wind blowing from the south-west,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,17.4,,,1000-1500,,,22.0,-0.6,No precipitation,12,,,,
24.03.2020 11:00,10.9,643.9,758.9,,45,Wind blowing from the west-southwest,6,,9,90  or more  but not 100%, ,,,2.4,17.4,,,1000-1500,,,18.0,-0.6,No precipitation,6,,,,
24.03.2020 08:00,4.3,644.0,759.7,,54,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,17.4,,,2500 or more  or no clouds.,,,14.0,-4.2,No precipitation,12,,,,
24.03.2020 05:00,2.8,644.2,759.3,,62,Wind blowing from the west-southwest,2,,8,, ,,,-3.9,17.4,,,,,,15.0,-3.8,No precipitation,6,,,,
24.03.2020 02:00,6.0,644.8,759.4,,39,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.4,,,2500 or more  or no clouds.,,,23.0,-6.9,No precipitation,12,,,,
23.03.2020 20:00,12.7,644.9,762.1,0.3,23,Wind blowing from the south,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,17.4,,,2500 or more  or no clouds.,,,22.0,-7.9,No precipitation,12,,,,
23.03.2020 17:00,16.7,644.6,761.1,,9,Wind blowing from the west-southwest,3,,9,90  or more  but not 100%, ,,,-3.9,17.4,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,6,,,,
23.03.2020 14:00,16.6,645.7,761.8,-2.0,8,Wind blowing from the south-west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,17.2,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
23.03.2020 11:00,10.7,647.7,764.8,,16,Wind blowing from the north-east,1,,4,90  or more  but not 100%, ,,,-3.9,14.8,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,6,,,,
23.03.2020 08:00,-1.7,648.3,766.9,,37,Wind blowing from the south,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,14.8,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
23.03.2020 05:00,-2.9,647.8,765.4,,39,Wind blowing from the south-southeast,2,,7,, ,,,-3.9,14.8,,,,,,30.0,-15.2,No precipitation,6,,,,
23.03.2020 02:00,-0.4,648.5,765.7,,30,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,14.8,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
22.03.2020 20:00,8.7,647.8,766.4,0.7,13,Wind blowing from the east-northeast,3,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,14.8,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
22.03.2020 17:00,14.2,647.1,764.5,,6,Wind blowing from the north-northwest,3,,8,40%., ,,,-3.9,14.8,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,6,,,,
22.03.2020 14:00,13.8,648.1,765.4,-0.9,8,Wind blowing from the north-west,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,13.8,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
22.03.2020 11:00,11.0,649.0,766.6,,17,Wind blowing from the west,3,,8,40%., ,,,-3.9,11.0,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,6,,,,
22.03.2020 08:00,-1.7,648.8,768.6,0.8,45,Wind blowing from the south-southeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,9.0,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
22.03.2020 05:00,-2.8,648.0,766.9,,45,Wind blowing from the south-southeast,2,,9,, ,,,-3.2,9.0,,,,,,30.0,-13.1,No precipitation,6,,,,
22.03.2020 02:00,-1.0,648.1,766.9,,38,Wind blowing from the south-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,9.0,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
21.03.2020 20:00,4.2,647.2,766.5,,29,Wind blowing from the west,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,9.0,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
21.03.2020 17:00,8.7,646.4,764.7,,20,Wind blowing from the north-northwest,5,,10,40%., ,,,-2.7,11.8,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,6,,,,
21.03.2020 14:00,7.2,646.6,763.7,-0.6,27,Wind blowing from the north-northwest,4,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.5,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,12,,,,
21.03.2020 11:00,3.9,647.2,765.2,,43,Wind blowing from the north-northwest,3,,,20–30%., ,,,-2.7,12.5,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,6,,,,
21.03.2020 08:00,-0.5,645.9,763.9,1.7,75,Wind blowing from the north-northwest,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.5,,,1000-1500,,,30.0,-4.4,No precipitation,12,,,,
21.03.2020 05:00,-1.6,644.2,761.5,,64,Wind blowing from the west-northwest,2,,16,, ,,,-1.6,12.5,,,,,,30.0,-7.7,No precipitation,6,,,,
21.03.2020 02:00,5.6,641.5,756.7,,45,Wind blowing from the west-northwest,5,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,12.5,,,2500 or more  or no clouds.,,,30.0,-5.4,No precipitation,12,,,,
20.03.2020 20:00,8.2,639.8,756.3,,29,Wind blowing from the east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,12.5,,,2500 or more  or no clouds.,,,30.0,-8.8,No precipitation,12,,,,
20.03.2020 17:00,11.7,639.4,754.8,,24,Wind blowing from the east-northeast,2,,8,90  or more  but not 100%, ,,,-0.7,14.0,,,1000-1500,,,30.0,-8.2,No precipitation,6,,,,
20.03.2020 14:00,11.3,640.9,755.8,-1.2,27,Wind blowing from the west-northwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,14.3,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,12,,,,
20.03.2020 11:00,6.9,642.1,758.2,,37,Wind blowing from the north,1,,9,20–30%., ,,,-0.7,14.3,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,6,,,,
20.03.2020 08:00,1.6,642.0,758.5,1.5,43,Wind blowing from the south-southeast,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,14.3,,,,,,30.0,-9.9,No precipitation,12,,,,
20.03.2020 05:00,2.8,640.5,755.5,,33,Wind blowing from the north-northwest,5,,14,, ,,,,14.3,,,,,,22.0,-11.9,No precipitation,6,,,,
20.03.2020 02:00,6.5,639.3,753.4,,27,Wind blowing from the south-east,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.3,,,2500 or more  or no clouds.,,,9.0,-11.2,No precipitation,12,,,,
19.03.2020 20:00,9.6,639.6,757.0,,15,Wind blowing from the south-west,4,,14,90  or more  but not 100%, ,,,,14.3,,,2500 or more  or no clouds.,,,16.0,-15.8,No precipitation,6,,,,
19.03.2020 17:00,14.0,639.2,755.9,,8,Wind blowing from the west-southwest,8,,14,90  or more  but not 100%, ,,,-7.0,14.3,,,2500 or more  or no clouds.,,,20.0,-19.8,No precipitation,6,,,,
19.03.2020 14:00,13.3,640.9,757.9,,9,Wind blowing from the west-southwest,7,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,13.6,,,2500 or more  or no clouds.,,,26.0,-18.9,No precipitation,12,,,,
19.03.2020 11:00,8.8,643.3,761.2,,13,Wind blowing from the west-southwest,4,,11,60%., ,,,-7.0,8.8,,,2500 or more  or no clouds.,,,20.0,-18.1,No precipitation,6,,,,
19.03.2020 08:00,-4.4,644.5,765.1,,33,Wind blowing from the south-east,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,5.1,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
19.03.2020 05:00,-5.8,644.9,765.3,,35,Wind blowing from the south-east,2,,13,, ,,,-6.0,5.1,,,,,,30.0,-18.8,No precipitation,6,,,,
19.03.2020 02:00,-5.3,646.0,767.3,,32,Wind blowing from the east,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.1,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
18.03.2020 20:00,0.2,646.3,765.3,0.6,28,Wind blowing from the north-west,5,,19,60%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.5,,,2500 or more  or no clouds.,,,30.0,-16.2,0.1,12,,,,
18.03.2020 17:00,2.8,645.7,764.4,,26,Wind blowing from the north-west,7,,19,50%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,2500 or more  or no clouds.,,,30.0,-14.8,0.1,6,,,,
18.03.2020 14:00,-0.9,646.2,765.7,2.3,75,Wind blowing from the north-northwest,7,,19,90  or more  but not 100%,Rain or drizzle and snow  slight. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,1000-1500,,,5.0,-4.8,0.1,12,,,,
18.03.2020 11:00,4.2,643.9,761.8,,42,Wind blowing from the north-west,9,,19,50%., ,,,0.2,,,,2500 or more  or no clouds.,,,17.0,-7.6,No precipitation,6,,,,
18.03.2020 08:00,3.5,641.9,758.3,1.7,16,Wind blowing from the west-northwest,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,16.0,,,2500 or more  or no clouds.,,,21.0,-20.0,No precipitation,12,,,,
18.03.2020 05:00,2.0,640.2,755.2,,16,Wind blowing from the south-west,2,,12,, ,,,-3.7,16.0,,,,,,19.0,-21.2,No precipitation,6,,,,
18.03.2020 02:00,2.7,641.9,757.0,,12,Wind blowing from the south-west,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,16.0,,,2500 or more  or no clouds.,,,24.0,-23.9,No precipitation,12,,,,
