Local time in Siping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,8.2,743.5,759.7,,35,Wind blowing from the south-west,5,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.3,,,2500 or more  or no clouds.,,,30.0,-6.3,No precipitation,12,,,,
25.03.2020 20:00,11.5,741.9,758.2,0.6,36,Wind blowing from the south-southwest,6,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.3,,,2500 or more  or no clouds.,,,18.0,-3.0,No precipitation,12,,,,
25.03.2020 17:00,14.4,741.3,757.5,,38,Wind blowing from the south-southwest,8,,19,90  or more  but not 100%, ,,,2.1,16.3,,,2500 or more  or no clouds.,,,14.0,0.2,No precipitation,6,,,,
25.03.2020 14:00,15.9,741.1,757.3,-1.5,33,Wind blowing from the south-southwest,12,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,16.3,,,2500 or more  or no clouds.,,,11.0,-0.3,No precipitation,12,,,,
25.03.2020 11:00,13.3,742.6,759.1,,33,Wind blowing from the south-southwest,10,,17,100%., ,,,,15.7,,,1500-2000,,,17.0,-2.6,No precipitation,6,,,,
25.03.2020 08:00,12.2,742.4,758.8,-0.4,35,Wind blowing from the south-southwest,6,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,15.7,,,1500-2000,,,19.0,-3.1,No precipitation,12,,,,
25.03.2020 05:00,10.4,742.8,759.1,,45,Wind blowing from the south-southwest,5,,12,, ,,,-3.5,15.7,,,,,,18.0,-1.2,No precipitation,6,,,,
25.03.2020 02:00,10.0,742.9,759.2,,41,Wind blowing from the south,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,15.7,,,2500 or more  or no clouds.,,,23.0,-2.9,No precipitation,12,,,,
24.03.2020 20:00,4.8,744.1,760.7,,53,Wind blowing from the south-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,15.7,,,,,,13.0,-4.1,No precipitation,12,,,,
24.03.2020 14:00,14.8,745.7,762.4,-2.3,19,Wind blowing from the south,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,15.4,,,2500 or more  or no clouds.,,,20.0,-8.5,No precipitation,12,,,,
24.03.2020 11:00,12.0,748.0,764.8,,20,Wind blowing from the south-southwest,4,,6,20–30%., ,,,-3.5,12.0,,,2500 or more  or no clouds.,,,24.0,-10.2,No precipitation,6,,,,
24.03.2020 08:00,6.1,749.3,766.3,,41,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,10.4,,,,,,20.0,-6.4,No precipitation,12,,,,
24.03.2020 05:00,-3.1,749.2,766.2,,75,Calm  no wind,0,,,, ,,,-3.5,10.4,,,,,,30.0,-7.0,No precipitation,6,,,,
24.03.2020 02:00,-2.9,749.5,766.5,,73,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,10.4,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,12,,,,
23.03.2020 20:00,0.6,749.5,766.5,0.7,60,Wind blowing from the east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,10.4,,,,,,10.0,-6.4,No precipitation,12,,,,
23.03.2020 17:00,9.0,748.8,765.7,,25,Wind blowing from the north,2,,8,no clouds, ,,,-3.1,10.4,,,,,,28.0,-9.9,No precipitation,6,,,,
23.03.2020 14:00,10.0,748.9,765.7,-0.6,27,Wind blowing from the north-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,10.2,,,,,,29.0,-8.1,No precipitation,12,,,,
23.03.2020 11:00,8.2,749.5,766.3,,42,Wind blowing from the north-northwest,3,,6,no clouds, ,,,-3.1,8.7,,,,,,20.0,-4.2,No precipitation,6,,,,
23.03.2020 08:00,2.8,748.9,765.8,,90,Wind blowing from the north,0,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.7,,,,,,5.0,1.3,No precipitation,12,,,,
23.03.2020 05:00,-2.7,747.1,763.9,,99,Wind blowing from the east-northeast,1,,9,,Mist. ,,,-5.0,8.7,,,,,,5.0,-2.9,No precipitation,6,,,,
23.03.2020 02:00,-0.1,745.9,762.7,,94,Wind blowing from the east-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,8.7,,,2500 or more  or no clouds.,,,27.0,-0.9,No precipitation,12,,,,
22.03.2020 20:00,6.4,745.1,761.9,1.0,37,Wind blowing from the north-northeast,2,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,8.7,,,1500-2000,,,30.0,-7.2,No precipitation,12,,,,
22.03.2020 17:00,8.4,744.1,761.0,,30,Wind blowing from the west,2,,9,70 – 80%., ,,,-5.0,8.7,,,1000-1500,,,22.0,-8.5,No precipitation,6,,,,
22.03.2020 14:00,8.0,744.7,761.5,-1.6,26,Wind blowing from the west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,9.7,,,1500-2000,,,23.0,-10.3,No precipitation,12,,,,
22.03.2020 11:00,6.2,746.3,763.3,,24,Wind blowing from the west-northwest,3,,6,70 – 80%., ,,,-5.0,9.7,,,2500 or more  or no clouds.,,,21.0,-12.8,No precipitation,6,,,,
22.03.2020 08:00,1.8,746.7,763.7,0.8,40,Wind blowing from the west,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,9.7,,,2500 or more  or no clouds.,,,24.0,-10.6,No precipitation,12,,,,
22.03.2020 05:00,-4.3,745.9,762.9,,69,Wind blowing from the south-west,2,,7,, ,,,-4.5,9.7,,,,,,30.0,-9.2,No precipitation,6,,,,
22.03.2020 02:00,1.5,745.3,762.1,,37,Wind blowing from the west-northwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,9.7,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
21.03.2020 20:00,-0.5,744.1,761.2,,50,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,9.7,,,,,,22.0,-9.8,No precipitation,12,,,,
21.03.2020 17:00,8.2,743.1,759.9,,17,Wind blowing from the north-west,5,,11,no clouds, ,,,-3.6,10.1,,,,,,30.0,-15.4,No precipitation,6,,,,
21.03.2020 14:00,8.3,743.2,760.0,-0.9,23,Wind blowing from the west,5,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,11.9,,,1500-2000,,,29.0,-11.6,No precipitation,12,,,,
21.03.2020 11:00,4.7,744.1,760.9,,32,Wind blowing from the west,2,,7,90  or more  but not 100%, ,,,-3.6,11.9,,,1500-2000,,,27.0,-10.9,No precipitation,6,,,,
21.03.2020 08:00,1.2,743.9,760.7,1.5,48,Wind blowing from the west-southwest,2,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,11.9,,,2500 or more  or no clouds.,,,20.0,-8.8,No precipitation,12,,,,
21.03.2020 05:00,-2.9,742.4,759.1,,67,Wind blowing from the south,2,,10,, ,,,-4.0,11.9,,,,,,30.0,-8.3,No precipitation,6,,,,
21.03.2020 02:00,-1.9,741.2,757.9,,65,Wind blowing from the south-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.9,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
20.03.2020 20:00,5.7,738.1,754.7,,54,Wind blowing from the west,4,,12,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.9,,,,,,3.9,-3.0,No precipitation,12,,,,
20.03.2020 17:00,10.1,736.0,752.7,,37,Wind blowing from the west-southwest,3,,,no clouds, ,,,-4.4,11.9,,,,,,15.0,-4.2,No precipitation,6,,,,
20.03.2020 14:00,11.1,735.5,752.1,-1.9,32,Wind blowing from the south-southwest,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.3,,,,,,20.0,-5.3,No precipitation,12,,,,
20.03.2020 11:00,7.4,737.4,754.1,,37,Wind blowing from the south-southeast,5,,6,90  or more  but not 100%, ,,,-4.4,8.0,,,2500 or more  or no clouds.,,,29.0,-6.3,No precipitation,6,,,,
20.03.2020 08:00,2.2,739.4,756.2,0.1,66,Wind blowing from the south,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.0,,,2500 or more  or no clouds.,,,12.0,-3.6,No precipitation,12,,,,
20.03.2020 05:00,-3.6,739.3,756.2,,89,Wind blowing from the south-east,1,,9,, ,,,-4.4,8.0,,,,,,30.0,-5.2,No precipitation,6,,,,
20.03.2020 02:00,-3.5,740.3,757.1,,89,Wind blowing from the east-southeast,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.0,,,2500 or more  or no clouds.,,,30.0,-5.1,No precipitation,12,,,,
19.03.2020 20:00,1.1,739.7,756.5,,71,Wind blowing from the west,2,,15,no clouds, ,,,0.7,8.0,,,,,,29.0,-3.7,No precipitation,6,,,,
19.03.2020 17:00,5.0,737.8,754.4,,57,Wind blowing from the north-northwest,4,,15,40%., ,,,0.7,11.2,,,1000-1500,,,30.0,-3.0,No precipitation,6,,,,
19.03.2020 14:00,6.7,735.8,752.3,,38,Wind blowing from the north-northwest,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,14.7,,,600-1000,,,30.0,-6.9,No precipitation,12,,,,
19.03.2020 11:00,5.9,735.3,751.7,,41,Wind blowing from the north-west,7,,11,20–30%., ,,,0.7,,,,600-1000,,,30.0,-6.6,No precipitation,6,,,,
19.03.2020 08:00,1.5,734.5,751.1,,53,Wind blowing from the north-west,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,14.9,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,12,,,,
19.03.2020 05:00,1.7,734.5,750.9,,51,Wind blowing from the west-northwest,3,,11,, ,,,1.7,14.9,,,,,,30.0,-7.5,No precipitation,6,,,,
19.03.2020 02:00,3.3,735.4,751.7,,43,Wind blowing from the west-northwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,14.9,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
18.03.2020 20:00,6.8,735.7,752.1,2.5,51,Wind blowing from the north-northeast,1,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,14.9,,,1500-2000,,,30.0,-2.8,No precipitation,12,,,,
18.03.2020 17:00,11.2,733.2,749.5,,44,Wind blowing from the west-northwest,5,,19,100%., ,,,-0.9,14.9,,,1500-2000,,,12.0,-0.8,No precipitation,6,,,,
18.03.2020 14:00,14.6,731.8,748.1,-1.3,37,Wind blowing from the west-southwest,7,,19,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,14.9,,,1500-2000,,,11.0,0.1,No precipitation,12,,,,
18.03.2020 11:00,13.2,733.1,749.5,,32,Wind blowing from the south-southwest,10,,19,90  or more  but not 100%, ,,,-0.9,13.4,,,2500 or more  or no clouds.,,,15.0,-3.1,No precipitation,6,,,,
18.03.2020 08:00,9.0,734.8,751.3,-2.4,29,Wind blowing from the south,7,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,11.0,,,,,,27.0,-8.0,No precipitation,12,,,,
18.03.2020 05:00,4.2,737.2,753.6,,41,Wind blowing from the south,5,,7,, ,,,-1.0,11.0,,,,,,30.0,-8.1,No precipitation,6,,,,
18.03.2020 02:00,0.0,739.6,756.3,,60,Wind blowing from the south-southwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.0,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,12,,,,
17.03.2020 20:00,0.0,741.4,758.2,0.9,64,Wind blowing from the south-southeast,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.0,,,,,,20.0,-6.1,No precipitation,12,,,,
17.03.2020 17:00,10.1,740.5,757.1,,22,Wind blowing from the west-northwest,5,,12,no clouds, ,,,-1.0,11.0,,,,,,25.0,-10.6,No precipitation,6,,,,
17.03.2020 14:00,9.6,740.4,757.0,0.0,38,Wind blowing from the west,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,9.8,,,600-1000,,,30.0,-4.3,No precipitation,12,,,,
17.03.2020 11:00,7.6,740.4,757.0,,48,Wind blowing from the west,6,,,50%., ,,,,,,,600-1000,,,30.0,-2.9,,,,,,
17.03.2020 08:00,1.9,740.4,757.2,,76,Wind blowing from the south-west,6,,15,no clouds,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,,4.3,,,,,,27.0,-2.0,Trace of precipitation,12,,,,
17.03.2020 05:00,-0.7,739.8,756.6,,85,Wind blowing from the south-southwest,5,,15,, ,,,,4.3,,,,,,30.0,-3.0,No precipitation,6,,,,
17.03.2020 02:00,0.9,740.3,757.1,,79,Wind blowing from the south-west,6,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.3,,,2500 or more  or no clouds.,,,30.0,-2.4,No precipitation,12,,,,
