Local time in Fujin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,1.0,753.3,759.7,-1.3,30,Wind blowing from the west,10,,16,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.5,,,600-1000,,,30.0,-14.6,No precipitation,12,,,,
27.03.2020 08:00,-0.6,754.6,760.9,0.7,41,Wind blowing from the west,8,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.5,,,,,,30.0,-12.5,No precipitation,12,,,,
27.03.2020 05:00,-2.2,753.9,760.3,-0.1,67,Wind blowing from the west-southwest,3,,10,,Cloud development not observed or not observable. ,,,-2.3,8.5,,,2500 or more  or no clouds.,,,16.0,-7.5,No precipitation,12,,,,
27.03.2020 02:00,-0.5,754.0,760.3,-0.3,72,Wind blowing from the south-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,8.5,,,2500 or more  or no clouds.,,,30.0,-4.9,No precipitation,12,,,,
26.03.2020 23:00,2.3,754.3,760.6,0.3,65,Wind blowing from the west-southwest,3,,,,Cloud development not observed or not observable. ,,,-0.1,8.5,,,2500 or more  or no clouds.,,,30.0,-3.6,0.4,12,,,,
26.03.2020 20:00,3.8,754.0,760.3,1.2,63,Wind blowing from the west-southwest,5,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,8.5,,,1000-1500,,,30.0,-2.6,0.4,12,,,,
26.03.2020 17:00,5.4,752.8,759.1,,78,Wind blowing from the west-southwest,2,,,100%., ,,,-0.1,8.5,,,1000-1500,,,9.0,1.9,0.4,6,,,,
26.03.2020 14:00,6.8,751.8,758.1,0.0,79,Wind blowing from the south-west,5,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,13.5,,,2500 or more  or no clouds.,,,8.0,3.4,0.4,12,,,,
26.03.2020 11:00,6.4,751.8,758.1,,78,Wind blowing from the south-southeast,5,,,100%., ,,,-0.1,14.4,,,2500 or more  or no clouds.,,,12.0,2.8,No precipitation,6,,,,
26.03.2020 08:00,3.6,752.6,758.9,-0.1,86,Wind blowing from the south-east,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,,,,2500 or more  or no clouds.,,,10.0,1.5,No precipitation,12,,,,
26.03.2020 05:00,0.0,752.7,759.0,,90,Wind blowing from the south-southeast,3,,6,, ,,,-4.6,14.4,,,,,,12.0,-1.4,No precipitation,6,,,,
26.03.2020 02:00,1.0,752.8,759.1,-0.6,83,Wind blowing from the east-southeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,14.4,,,2500 or more  or no clouds.,,,27.0,-1.6,No precipitation,12,,,,
25.03.2020 23:00,1.5,753.4,759.6,,76,Wind blowing from the east-southeast,3,,,, ,,,-4.6,14.4,,,,,,30.0,-2.3,No precipitation,6,,,,
25.03.2020 20:00,2.9,752.9,759.2,,66,Wind blowing from the east-southeast,3,,10,70 – 80%., ,,,-4.6,14.4,,,2500 or more  or no clouds.,,,30.0,-2.8,No precipitation,6,,,,
25.03.2020 17:00,8.0,752.9,759.2,,53,Wind blowing from the south-east,5,,10,60%., ,,,-4.6,14.4,,,2500 or more  or no clouds.,,,30.0,-1.2,No precipitation,6,,,,
25.03.2020 14:00,13.4,753.3,759.5,-1.6,38,Wind blowing from the south-east,6,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,14.4,,,2500 or more  or no clouds.,,,30.0,-0.6,No precipitation,12,,,,
25.03.2020 11:00,12.5,754.9,761.2,,27,Wind blowing from the south,4,,8,70 – 80%., ,,,-4.6,12.8,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,6,,,,
25.03.2020 08:00,6.1,755.8,762.1,-0.4,48,Wind blowing from the south-southeast,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,8.5,,,,,,30.0,-4.1,No precipitation,12,,,,
25.03.2020 05:00,-4.1,756.2,762.6,,80,Wind blowing from the south-east,2,,5,, ,,,-5.0,8.5,,,,,,30.0,-7.0,No precipitation,6,,,,
25.03.2020 02:00,-3.5,756.3,762.7,0.1,78,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.5,,,2500 or more  or no clouds.,,,26.0,-6.9,No precipitation,12,,,,
24.03.2020 23:00,-2.0,756.2,762.6,,67,Wind blowing from the east-southeast,2,,,, ,,,-5.2,8.5,,,,,,30.0,-7.3,No precipitation,6,,,,
24.03.2020 20:00,1.6,756.1,762.5,0.1,49,Wind blowing from the south,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.5,,,,,,21.0,-8.0,No precipitation,12,,,,
24.03.2020 17:00,7.4,756.0,762.4,,32,Wind blowing from the south-west,4,,9,no clouds, ,,,-5.2,8.5,,,,,,18.0,-8.2,No precipitation,6,,,,
24.03.2020 14:00,7.7,756.6,763.0,,27,Wind blowing from the west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.0,,,,,,30.0,-10.1,No precipitation,12,,,,
24.03.2020 11:00,4.7,757.8,764.2,,27,Wind blowing from the west-northwest,4,,8,no clouds, ,,,-5.2,6.4,,,,,,30.0,-12.7,No precipitation,6,,,,
24.03.2020 08:00,1.0,758.3,764.7,0.7,45,Wind blowing from the west-northwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,6.4,,,,,,30.0,-9.6,No precipitation,12,,,,
24.03.2020 05:00,-5.0,757.6,764.1,,72,Wind blowing from the west,5,,9,, ,,,-5.2,6.4,,,,,,30.0,-9.4,No precipitation,6,,,,
24.03.2020 02:00,-3.7,757.0,763.4,0.3,67,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.4,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
23.03.2020 23:00,-0.8,756.7,763.0,,47,Wind blowing from the west-northwest,4,,,, ,,,-4.1,6.4,,,,,,30.0,-10.7,No precipitation,6,,,,
23.03.2020 20:00,1.0,756.1,762.5,,44,Wind blowing from the north-west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.4,,,,,,30.0,-9.9,No precipitation,12,,,,
23.03.2020 17:00,4.1,754.7,761.1,,33,Wind blowing from the north-west,6,,11,20–30%., ,,,-4.1,6.4,,,600-1000,,,30.0,-10.7,No precipitation,6,,,,
23.03.2020 14:00,6.0,753.5,759.8,-0.5,28,Wind blowing from the north-northwest,5,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.6,,,600-1000,,,30.0,-11.1,No precipitation,12,,,,
23.03.2020 11:00,3.2,754.0,760.3,,33,Wind blowing from the north-west,6,,11,no clouds, ,,,-4.1,6.6,,,,,,30.0,-11.5,No precipitation,6,,,,
23.03.2020 08:00,-0.5,753.7,760.0,,45,Wind blowing from the north-west,6,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
23.03.2020 05:00,-3.6,752.9,759.3,,64,Wind blowing from the west,2,,8,, ,,,-4.1,6.6,,,,,,30.0,-9.6,No precipitation,6,,,,
23.03.2020 02:00,-2.0,752.7,759.0,0.2,54,Wind blowing from the west-northwest,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,6.6,,,2500 or more  or no clouds.,,,30.0,-10.1,No precipitation,12,,,,
22.03.2020 23:00,-1.3,752.5,758.8,,72,Wind blowing from the west-northwest,2,,,, ,,,-2.3,6.6,,,,,,30.0,-5.7,No precipitation,6,,,,
22.03.2020 20:00,0.4,751.9,758.3,1.1,72,Wind blowing from the west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,6.6,,,,,,30.0,-4.2,No precipitation,12,,,,
22.03.2020 17:00,2.5,750.8,757.2,,50,Wind blowing from the west-southwest,5,,,40%., ,,,-2.3,6.6,,,600-1000,,,22.0,-6.9,No precipitation,6,,,,
22.03.2020 14:00,6.5,750.0,756.3,-0.4,27,Wind blowing from the north-west,5,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.4,,,600-1000,,,30.0,-11.2,No precipitation,12,,,,
22.03.2020 11:00,5.0,750.4,756.7,,32,Wind blowing from the north-northwest,6,,11,10%  or less  but not 0, ,,,-2.3,8.4,,,600-1000,,,30.0,-10.3,No precipitation,6,,,,
22.03.2020 08:00,1.4,750.1,756.4,0.7,62,Wind blowing from the west-northwest,7,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,2500 or more  or no clouds.,,,30.0,-5.1,No precipitation,12,,,,
22.03.2020 05:00,-2.0,749.4,755.7,,80,Wind blowing from the west-northwest,4,,8,, ,,,-2.3,8.4,,,,,,30.0,-5.1,No precipitation,6,,,,
22.03.2020 02:00,-0.7,748.7,754.9,-0.2,76,Wind blowing from the west,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.4,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,12,,,,
21.03.2020 23:00,0.0,748.9,755.2,,82,Wind blowing from the west,5,,,, ,,,-1.3,8.4,,,,,,30.0,-2.7,No precipitation,6,,,,
21.03.2020 20:00,1.1,748.7,755.0,,76,Wind blowing from the west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.4,,,,,,14.0,-2.7,No precipitation,12,,,,
21.03.2020 17:00,4.4,747.5,753.8,,54,Wind blowing from the west,4,,11,40%., ,,,-1.3,8.4,,,600-1000,,,17.0,-4.1,No precipitation,6,,,,
21.03.2020 14:00,7.6,746.7,752.9,-0.2,32,Wind blowing from the west,6,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.9,,,600-1000,,,30.0,-8.0,No precipitation,12,,,,
21.03.2020 11:00,6.5,746.9,753.1,,31,Wind blowing from the north-west,6,,9,20–30%., ,,,-1.3,7.6,,,600-1000,,,30.0,-9.4,No precipitation,6,,,,
21.03.2020 08:00,2.4,746.7,753.0,0.8,54,Wind blowing from the west-northwest,4,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.6,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
21.03.2020 05:00,-0.6,745.9,752.1,,64,Wind blowing from the west,3,,4,, ,,,-1.8,7.6,,,,,,30.0,-6.6,No precipitation,6,,,,
21.03.2020 02:00,-0.7,745.1,751.3,0.3,62,Wind blowing from the west-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.6,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,12,,,,
20.03.2020 23:00,0.4,744.8,751.0,,50,Wind blowing from the west-northwest,2,,,, ,,,-2.5,7.6,,,,,,27.0,-8.8,No precipitation,6,,,,
20.03.2020 20:00,2.1,744.7,751.0,1.0,41,Wind blowing from the west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.6,,,,,,10.0,-9.8,No precipitation,12,,,,
20.03.2020 17:00,5.7,743.7,749.9,,36,Wind blowing from the north-northwest,2,,12,no clouds, ,,,-2.5,7.6,,,,,,14.0,-8.2,No precipitation,6,,,,
20.03.2020 14:00,7.3,743.1,749.3,-0.4,33,Wind blowing from the north-west,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,7.3,,,,,,30.0,-7.9,No precipitation,12,,,,
20.03.2020 11:00,5.7,743.5,749.8,,48,Wind blowing from the north-west,6,,11,no clouds, ,,,-2.5,6.0,,,,,,30.0,-4.7,No precipitation,6,,,,
20.03.2020 08:00,1.3,743.8,750.1,1.2,63,Wind blowing from the north-west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,6.0,,,,,,30.0,-5.0,No precipitation,12,,,,
20.03.2020 05:00,-1.7,742.6,748.9,,73,Wind blowing from the north-west,5,,9,, ,,,-2.5,6.0,,,,,,30.0,-5.9,No precipitation,6,,,,
20.03.2020 02:00,-2.4,741.7,747.9,-0.1,77,Wind blowing from the north-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,6.0,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
19.03.2020 23:00,-0.9,741.8,748.0,,72,Wind blowing from the north-northwest,3,,,, ,,,-0.9,6.0,,,,,,30.0,-5.3,No precipitation,6,,,,
19.03.2020 20:00,0.5,742.1,748.3,,84,Wind blowing from the north-northwest,2,,9,50%., ,,,0.5,6.0,,,2500 or more  or no clouds.,,,9.0,-1.9,No precipitation,6,,,,
19.03.2020 17:00,3.9,741.8,748.0,,67,Wind blowing from the east-northeast,2,,9,70 – 80%., ,,,0.5,6.0,,,2500 or more  or no clouds.,,,19.0,-1.7,No precipitation,6,,,,
19.03.2020 14:00,6.0,741.6,747.8,,52,Wind blowing from the north,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,6.4,,,2500 or more  or no clouds.,,,20.0,-3.1,Trace of precipitation,12,,,,
19.03.2020 11:00,4.6,742.2,748.4,,65,Wind blowing from the north-northwest,5,,9,90  or more  but not 100%, ,,,0.5,7.1,,,2500 or more  or no clouds.,,,30.0,-1.4,No precipitation,6,,,,
19.03.2020 08:00,2.7,742.6,748.8,0.9,79,Wind blowing from the west-northwest,5,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,,,,2500 or more  or no clouds.,,,22.0,-0.7,Trace of precipitation,12,,,,
19.03.2020 05:00,0.6,741.7,748.0,,96,Wind blowing from the west,5,,7,,Mist. ,,,-1.3,7.1,,,,,,5.0,0.0,No precipitation,6,,,,
19.03.2020 02:00,0.5,741.4,747.6,0.3,95,Wind blowing from the west-northwest,1,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,7.1,,,2500 or more  or no clouds.,,,6.0,-0.2,No precipitation,12,,,,
18.03.2020 23:00,0.8,741.1,747.4,,91,Calm  no wind,0,,,, ,,,-1.8,7.1,,,,,,8.0,-0.5,No precipitation,6,,,,
18.03.2020 20:00,2.1,741.9,748.1,-1.0,76,Wind blowing from the east-southeast,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,7.1,,,2500 or more  or no clouds.,,,18.0,-1.7,Trace of precipitation,12,,,,
