Local time in Anda,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 02:00,8.8,742.4,755.9,,67,Wind blowing from the west-northwest,4,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,16.3,,,2500 or more  or no clouds.,,,14.0,3.0,No precipitation,12,,,,
25.03.2020 20:00,10.8,740.8,754.4,,55,Wind blowing from the south-southeast,4,,11,100%., ,,,2.6,16.3,,,1500-2000,,,9.0,2.1,No precipitation,6,,,,
25.03.2020 17:00,15.0,740.0,753.6,,44,Wind blowing from the south,4,,11,90  or more  but not 100%, ,,,2.6,16.3,,,,,,9.0,2.9,No precipitation,6,,,,
25.03.2020 14:00,15.4,740.5,754.1,-1.5,39,Wind blowing from the south,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,15.6,,,2500 or more  or no clouds.,,,10.0,1.5,No precipitation,12,,,,
25.03.2020 11:00,12.1,742.0,755.7,,44,Wind blowing from the south,5,,10,90  or more  but not 100%, ,,,2.6,12.2,,,,,,9.0,0.2,No precipitation,6,,,,
25.03.2020 08:00,7.1,742.6,756.4,-0.7,48,Wind blowing from the south-southeast,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,12.1,,,2500 or more  or no clouds.,,,15.0,-3.2,No precipitation,12,,,,
25.03.2020 05:00,3.4,743.3,757.0,,53,Wind blowing from the south-east,3,,,, ,,,-2.3,12.1,,,,,,30.0,-5.3,No precipitation,6,,,,
25.03.2020 02:00,3.2,744.4,758.2,,52,Wind blowing from the south-east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.1,,,2500 or more  or no clouds.,,,30.0,-5.7,No precipitation,12,,,,
24.03.2020 20:00,4.9,746.2,760.2,-0.3,49,Wind blowing from the east-southeast,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,12.1,,,2500 or more  or no clouds.,,,12.0,-4.9,No precipitation,12,,,,
24.03.2020 17:00,10.2,746.5,760.4,,33,Wind blowing from the south-east,4,,11,40%., ,,,-3.8,12.1,,,2500 or more  or no clouds.,,,19.0,-5.3,No precipitation,6,,,,
24.03.2020 14:00,11.4,747.8,761.8,,24,Wind blowing from the south-southeast,7,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,11.9,,,,,,26.0,-8.4,No precipitation,12,,,,
24.03.2020 11:00,9.8,749.8,763.9,,27,Wind blowing from the south,5,,,no clouds, ,,,-3.8,10.3,,,,,,23.0,-8.3,No precipitation,6,,,,
24.03.2020 08:00,4.2,750.9,765.1,,41,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.3,,,,,,22.0,-7.9,No precipitation,12,,,,
24.03.2020 02:00,-2.1,751.3,765.4,,60,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.3,,,2500 or more  or no clouds.,,,18.0,-9.0,No precipitation,12,,,,
23.03.2020 20:00,-0.8,751.6,765.9,,58,Wind blowing from the south,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.3,,,,,,6.0,-8.2,No precipitation,12,,,,
23.03.2020 17:00,5.9,751.3,765.4,,26,Wind blowing from the north-west,4,,9,no clouds, ,,,-3.8,7.3,,,,,,30.0,-12.1,No precipitation,6,,,,
23.03.2020 14:00,6.6,751.3,765.4,-0.6,27,Wind blowing from the north-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.7,,,,,,14.0,-11.1,No precipitation,12,,,,
23.03.2020 11:00,4.9,751.9,766.1,,27,Wind blowing from the north,5,,9,no clouds, ,,,-3.8,6.6,,,,,,26.0,-12.5,No precipitation,6,,,,
23.03.2020 08:00,1.4,751.1,765.4,,48,Wind blowing from the north,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.6,,,,,,24.0,-8.4,No precipitation,12,,,,
23.03.2020 05:00,-3.2,749.2,763.3,,79,Wind blowing from the west,2,,5,, ,,,-4.2,6.6,,,,,,18.0,-6.3,No precipitation,6,,,,
23.03.2020 02:00,-1.4,748.2,762.2,,67,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,6.6,,,2500 or more  or no clouds.,,,23.0,-6.9,No precipitation,12,,,,
22.03.2020 20:00,-1.1,747.1,761.4,,58,Wind blowing from the south,1,,8,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,6.6,,,600-1000,,,4.7,-8.5,No precipitation,6,,,,
22.03.2020 17:00,4.9,745.9,760.0,,30,Wind blowing from the west,2,,8,70 – 80%., ,,,-4.2,6.6,,,600-1000,,,16.0,-11.2,No precipitation,6,,,,
22.03.2020 14:00,6.5,745.6,759.6,-0.8,29,Wind blowing from the west,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,7.2,,,600-1000,,,27.0,-10.3,No precipitation,12,,,,
22.03.2020 11:00,4.4,746.4,760.5,,40,Wind blowing from the west-southwest,3,,6,20–30%., ,,,-4.2,7.4,,,600-1000,,,30.0,-8.0,No precipitation,6,,,,
22.03.2020 08:00,-0.9,746.5,760.7,0.7,69,Wind blowing from the west-southwest,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,,,,,,,12.0,-5.9,No precipitation,12,,,,
22.03.2020 05:00,-3.6,745.8,760.0,,81,Wind blowing from the west-southwest,2,,7,, ,,,-3.7,7.4,,,,,,21.0,-6.5,No precipitation,6,,,,
22.03.2020 02:00,-3.1,745.6,759.7,,86,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,7.4,,,2500 or more  or no clouds.,,,19.0,-5.1,No precipitation,12,,,,
21.03.2020 20:00,-1.1,745.3,759.4,,79,Wind blowing from the south-east,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,7.4,,,600-1000,,,13.0,-4.3,No precipitation,12,,,,
21.03.2020 17:00,3.9,744.1,758.2,,53,Calm  no wind,0,,,70 – 80%., ,,,-2.7,7.4,,,600-1000,,,30.0,-4.8,No precipitation,6,,,,
21.03.2020 14:00,6.0,743.5,757.4,-0.4,45,Wind blowing from the north-northwest,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,8.8,,,600-1000,,,30.0,-5.3,No precipitation,12,,,,
21.03.2020 11:00,5.3,743.9,757.8,,50,Wind blowing from the west,3,,6,20–30%., ,,,-2.7,8.8,,,2500 or more  or no clouds.,,,25.0,-4.3,No precipitation,6,,,,
21.03.2020 08:00,1.1,743.5,757.4,1.6,67,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,8.8,,,,,,16.0,-4.5,No precipitation,12,,,,
21.03.2020 05:00,-0.9,741.9,755.8,,65,Wind blowing from the west-northwest,2,,6,, ,,,-4.2,8.8,,,,,,30.0,-6.8,No precipitation,6,,,,
21.03.2020 02:00,-0.7,741.1,754.9,,79,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,8.8,,,2500 or more  or no clouds.,,,24.0,-3.9,No precipitation,12,,,,
20.03.2020 20:00,5.0,739.0,752.8,1.5,57,Wind blowing from the south,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,8.8,,,600-1000,,,8.0,-3.0,No precipitation,12,,,,
20.03.2020 17:00,7.4,737.5,751.3,,47,Wind blowing from the south,2,,7,20–30%., ,,,-4.2,8.8,,,600-1000,,,19.0,-3.2,No precipitation,6,,,,
20.03.2020 14:00,7.1,737.2,751.1,,47,Wind blowing from the south-southwest,4,,7,70 – 80%., ,,,-4.2,7.5,,,600-1000,,,29.0,-3.7,No precipitation,6,,,,
20.03.2020 11:00,3.6,738.4,752.3,,59,Wind blowing from the south-southwest,3,,6,90  or more  but not 100%, ,,,-4.2,5.4,,,,,,16.0,-3.7,No precipitation,6,,,,
20.03.2020 08:00,0.0,739.1,753.1,-0.2,73,Wind blowing from the south-southwest,3,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.4,,,1500-2000,,,17.0,-4.3,No precipitation,12,,,,
20.03.2020 05:00,-4.0,739.3,753.4,,86,Wind blowing from the south,1,,6,, ,,,-4.2,5.4,,,,,,18.0,-6.0,No precipitation,6,,,,
20.03.2020 02:00,-2.9,740.0,754.0,,83,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,5.4,,,2500 or more  or no clouds.,,,26.0,-5.4,No precipitation,12,,,,
19.03.2020 20:00,0.3,740.2,754.3,,73,Wind blowing from the west,2,,10,no clouds, ,,,-2.5,5.4,,,,,,8.0,-4.0,No precipitation,6,,,,
19.03.2020 17:00,4.3,739.3,753.2,,54,Wind blowing from the north-west,3,,10,20–30%., ,,,-2.5,5.4,,,600-1000,,,29.0,-4.4,No precipitation,6,,,,
19.03.2020 14:00,5.3,738.5,752.4,,58,Wind blowing from the north-northwest,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,5.3,,,600-1000,,,27.0,-2.3,No precipitation,12,,,,
19.03.2020 11:00,2.3,738.7,752.6,,76,Wind blowing from the north,4,,9,90  or more  but not 100%, ,,,-2.5,5.0,,,600-1000,,,10.0,-1.5,No precipitation,6,,,,
19.03.2020 08:00,0.0,737.5,751.5,0.9,75,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,,,,,,,20.0,-3.9,No precipitation,12,,,,
19.03.2020 05:00,-1.2,736.6,750.4,,75,Wind blowing from the north-northwest,2,,5,, ,,,-2.5,5.1,,,,,,30.0,-5.2,No precipitation,6,,,,
19.03.2020 02:00,-1.0,736.4,750.3,,75,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,5.1,,,2500 or more  or no clouds.,,,30.0,-4.9,No precipitation,12,,,,
18.03.2020 20:00,0.6,736.8,750.7,1.5,82,Wind blowing from the south-west,2,,7,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,5.1,,,1500-2000,,,16.0,-2.1,Trace of precipitation,12,,,,
18.03.2020 17:00,4.3,735.3,749.1,,66,Wind blowing from the south-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.2,,,600-1000,,,22.0,-1.5,No precipitation,6,,,,
18.03.2020 14:00,3.5,734.5,748.4,,65,Wind blowing from the west-southwest,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.1,,,600-1000,,,28.0,-2.5,Trace of precipitation,12,,,,
18.03.2020 11:00,4.8,734.4,748.2,,48,Wind blowing from the west-southwest,3,,7,100%., ,,,-1.2,7.1,,,600-1000,,,28.0,-5.3,No precipitation,6,,,,
18.03.2020 08:00,3.1,735.6,749.5,-1.2,50,Wind blowing from the south-southwest,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.1,,,1500-2000,,,29.0,-6.3,Trace of precipitation,12,,,,
18.03.2020 05:00,0.1,736.8,750.6,,66,Wind blowing from the south-southwest,3,,6,, ,,,-6.7,7.1,,,,,,30.0,-5.5,No precipitation,6,,,,
18.03.2020 02:00,-0.3,738.1,751.9,,67,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,7.1,,,2500 or more  or no clouds.,,,27.0,-5.7,No precipitation,12,,,,
17.03.2020 20:00,-0.1,740.8,754.9,,73,Wind blowing from the south,1,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,7.1,,,2500 or more  or no clouds.,,,2.5,-4.4,No precipitation,6,,,,
17.03.2020 17:00,6.2,740.7,754.7,,46,Wind blowing from the south-west,2,,7,20–30%., ,,,-6.7,7.1,,,2500 or more  or no clouds.,,,28.0,-4.6,No precipitation,6,,,,
17.03.2020 14:00,6.0,740.4,754.3,-0.4,44,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.1,,,,,,19.0,-5.6,No precipitation,12,,,,
17.03.2020 11:00,3.6,740.8,754.9,,56,Wind blowing from the south-southwest,3,,5,40%., ,,,-6.7,3.6,,,2500 or more  or no clouds.,,,13.0,-4.4,No precipitation,6,,,,
17.03.2020 08:00,-0.7,741.1,755.2,0.3,66,Wind blowing from the south-southwest,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,1.8,,,2500 or more  or no clouds.,,,5.0,-6.3,No precipitation,12,,,,
17.03.2020 05:00,-5.5,740.8,754.9,,75,Wind blowing from the east-southeast,0,,4,, ,,,-10.9,1.8,,,,,,12.0,-9.2,No precipitation,6,,,,
17.03.2020 02:00,-1.9,741.0,755.1,,62,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.8,,,2500 or more  or no clouds.,,,17.0,-8.4,No precipitation,12,,,,
16.03.2020 20:00,-2.8,743.5,757.9,,52,Wind blowing from the south-east,2,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.8,,,2500 or more  or no clouds.,,,11.0,-11.3,No precipitation,12,,,,
16.03.2020 17:00,0.1,744.0,758.4,,42,Wind blowing from the south,2,,11,50%., ,,,-11.3,1.8,,,1500-2000,,,30.0,-11.3,No precipitation,6,,,,
16.03.2020 14:00,1.4,744.6,759.0,-1.7,37,Wind blowing from the south,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.7,,,,,,30.0,-12.0,No precipitation,12,,,,
