Local time in Jiexiu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 05:00,12.6,693.3,756.6,,76,Wind blowing from the west,6,,10,, ,,,9.5,22.5,,,,,,27.0,8.5,No precipitation,6,,,,
26.03.2020 02:00,16.4,692.1,754.9,,79,Wind blowing from the south-west,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,22.5,,,2500 or more  or no clouds.,,,29.0,12.7,No precipitation,12,,,,
25.03.2020 20:00,17.6,689.8,753.5,0.6,70,Wind blowing from the north-west,0,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,22.5,,,2500 or more  or no clouds.,,,29.0,12.1,No precipitation,12,,,,
25.03.2020 17:00,21.9,689.2,752.5,,51,Wind blowing from the north-east,3,,5,100%., ,,,9.5,22.5,,,2500 or more  or no clouds.,,,7.0,11.3,No precipitation,6,,,,
25.03.2020 14:00,21.3,690.5,753.7,-2.2,49,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,22.3,,,2500 or more  or no clouds.,,,7.0,10.1,No precipitation,12,,,,
25.03.2020 11:00,16.8,692.7,756.5,,77,Wind blowing from the north,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,22.3,,,2500 or more  or no clouds.,,,4.6,12.7,No precipitation,6,,,,
25.03.2020 08:00,10.8,692.8,757.0,0.3,99,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,22.3,,,2500 or more  or no clouds.,,,5.0,10.6,Trace of precipitation,12,,,,
25.03.2020 05:00,10.3,692.5,756.0,,99,Wind blowing from the south-west,1,,4,, ,,,8.9,22.3,,,,,,25.0,10.1,No precipitation,6,,,,
25.03.2020 02:00,12.2,693.6,757.4,,95,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,22.3,,,2500 or more  or no clouds.,,,27.0,11.4,No precipitation,12,,,,
24.03.2020 20:00,15.8,692.8,757.2,,86,Wind blowing from the north-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,22.3,,,,,,29.0,13.5,No precipitation,12,,,,
24.03.2020 14:00,18.4,694.6,758.6,-3.0,68,Wind blowing from the north-northwest,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,22.8,,,,,,6.0,12.4,No precipitation,12,,,,
24.03.2020 11:00,13.3,697.6,761.9,,93,Wind blowing from the north-northwest,2,,13,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,,,,6.0,12.2,No precipitation,6,,,,
24.03.2020 08:00,9.7,697.7,762.1,,99,Wind blowing from the south-west,2,,13,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,22.8,,,2500 or more  or no clouds.,,,4.3,9.6,5.0,12,,,,
24.03.2020 05:00,9.0,697.0,761.0,,99,Wind blowing from the west-northwest,2,,13,, ,,,4.7,22.8,,,,,,22.0,8.9,5.0,6,,,,
24.03.2020 02:00,11.0,697.9,762.0,,99,Wind blowing from the east-southeast,4,,13,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,22.8,,,2500 or more  or no clouds.,,,26.0,10.8,5.0,12,,,,
23.03.2020 20:00,19.3,695.2,759.6,0.1,34,Wind blowing from the south-west,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,22.8,,,2500 or more  or no clouds.,,,30.0,3.0,No precipitation,12,,,,
23.03.2020 17:00,22.7,695.1,759.2,,18,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,4.7,23.4,,,,,,9.0,-2.8,No precipitation,6,,,,
23.03.2020 14:00,20.4,697.3,761.6,,21,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,23.4,,,2500 or more  or no clouds.,,,10.0,-2.6,No precipitation,12,,,,
23.03.2020 11:00,15.3,700.0,764.6,,30,Wind blowing from the north-northeast,2,,4,60%., ,,,4.7,23.4,,,2500 or more  or no clouds.,,,9.0,-2.1,No precipitation,6,,,,
23.03.2020 08:00,7.2,700.4,765.5,,57,Wind blowing from the west-northwest,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,23.4,,,,,,8.0,-0.9,No precipitation,12,,,,
23.03.2020 05:00,6.6,699.3,763.7,,40,Wind blowing from the south,1,,,, ,,,2.7,23.4,,,,,,24.0,-6.3,No precipitation,6,,,,
23.03.2020 02:00,9.1,698.8,763.2,,32,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,23.4,,,2500 or more  or no clouds.,,,25.0,-6.7,No precipitation,12,,,,
22.03.2020 20:00,17.6,697.3,762.4,1.0,23,Wind blowing from the south-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,23.4,,,,,,30.0,-3.7,No precipitation,12,,,,
22.03.2020 17:00,23.1,696.3,760.8,,7,Wind blowing from the north-northeast,1,,6,no clouds, ,,,2.7,23.4,,,,,,12.0,-14.6,No precipitation,6,,,,
22.03.2020 14:00,20.8,698.2,762.9,-2.3,14,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,22.2,,,,,,11.0,-7.6,No precipitation,12,,,,
22.03.2020 11:00,15.1,700.5,765.1,,26,Wind blowing from the north-northeast,4,,6,no clouds, ,,,2.7,22.2,,,,,,10.0,-4.2,No precipitation,6,,,,
22.03.2020 08:00,5.5,700.2,765.5,1.4,69,Wind blowing from the north-west,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,22.2,,,,,,7.0,0.1,No precipitation,12,,,,
22.03.2020 05:00,3.8,698.8,763.9,,78,Wind blowing from the north-northeast,1,,7,, ,,,2.9,22.2,,,,,,25.0,0.3,No precipitation,6,,,,
22.03.2020 02:00,5.5,698.0,762.7,,48,Wind blowing from the north-west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,22.2,,,2500 or more  or no clouds.,,,24.0,-4.8,No precipitation,12,,,,
21.03.2020 20:00,17.4,695.5,760.1,,17,Wind blowing from the west-southwest,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,22.2,,,2500 or more  or no clouds.,,,29.0,-7.8,No precipitation,12,,,,
21.03.2020 17:00,19.9,694.0,758.2,,18,Wind blowing from the west-northwest,4,,15,100%., ,,,5.9,23.1,,,2500 or more  or no clouds.,,,11.0,-5.1,No precipitation,6,,,,
21.03.2020 14:00,21.6,693.9,757.3,-0.8,14,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,24.9,,,2500 or more  or no clouds.,,,11.0,-7.0,No precipitation,12,,,,
21.03.2020 11:00,17.5,694.7,758.5,,25,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%, ,,,5.9,24.9,,,,,,8.0,-2.7,No precipitation,6,,,,
21.03.2020 08:00,8.4,694.4,758.7,1.8,57,Wind blowing from the north-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,24.9,,,2500 or more  or no clouds.,,,7.0,0.4,No precipitation,12,,,,
21.03.2020 05:00,7.6,692.6,756.3,,49,Wind blowing from the east,1,,13,, ,,,5.1,24.9,,,,,,24.0,-2.6,No precipitation,6,,,,
21.03.2020 02:00,12.3,692.6,755.7,,27,Wind blowing from the south-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,24.9,,,2500 or more  or no clouds.,,,25.0,-6.1,No precipitation,12,,,,
20.03.2020 20:00,18.6,691.6,755.0,,16,Wind blowing from the south-west,3,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,24.9,,,,,,30.0,-7.7,No precipitation,12,,,,
20.03.2020 17:00,23.0,689.9,753.6,,12,Wind blowing from the north-west,8,,,no clouds, ,,,5.1,24.9,,,,,,12.0,-7.9,No precipitation,6,,,,
20.03.2020 14:00,24.0,691.0,754.3,-2.2,13,Wind blowing from the north-west,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,24.0,,,,,,12.0,-6.0,No precipitation,12,,,,
20.03.2020 11:00,20.1,693.2,756.6,,10,Wind blowing from the west,4,,9,no clouds, ,,,5.1,20.4,,,,,,11.0,-12.4,No precipitation,6,,,,
20.03.2020 08:00,13.5,693.0,757.0,0.5,19,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,20.4,,,,,,9.0,-9.6,No precipitation,12,,,,
20.03.2020 05:00,5.9,692.5,756.8,,36,Wind blowing from the east,2,,9,, ,,,5.5,20.4,,,,,,24.0,-8.3,No precipitation,6,,,,
20.03.2020 02:00,9.1,693.3,757.3,,25,Wind blowing from the east-northeast,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,20.4,,,2500 or more  or no clouds.,,,25.0,-9.8,No precipitation,12,,,,
19.03.2020 20:00,15.3,694.3,758.9,,11,Wind blowing from the south-west,5,,16,no clouds, ,,,6.3,20.4,,,,,,29.0,-15.0,No precipitation,6,,,,
19.03.2020 17:00,19.0,694.1,758.5,,6,Wind blowing from the south-southwest,6,,16,no clouds, ,,,6.3,20.6,,,,,,11.0,-19.4,No precipitation,6,,,,
19.03.2020 14:00,18.9,696.1,760.4,,5,Wind blowing from the west-southwest,5,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,22.6,,,,,,12.0,-21.6,No precipitation,12,,,,
19.03.2020 11:00,14.1,698.8,763.6,,7,Wind blowing from the west-southwest,3,,9,no clouds, ,,,6.3,23.0,,,,,,11.0,-21.2,No precipitation,6,,,,
19.03.2020 08:00,8.7,698.8,763.9,,14,Wind blowing from the west-southwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,23.0,,,,,,10.0,-17.3,No precipitation,12,,,,
19.03.2020 05:00,7.4,697.5,761.9,,14,Wind blowing from the south-west,5,,19,, ,,,6.7,23.0,,,,,,24.0,-18.3,No precipitation,6,,,,
19.03.2020 02:00,8.8,698.2,762.4,,16,Wind blowing from the west,4,,22,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,23.0,,,2500 or more  or no clouds.,,,25.0,-15.6,No precipitation,12,,,,
18.03.2020 20:00,15.1,695.6,760.0,3.0,8,Wind blowing from the north-northwest,8,,22,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,23.0,,,2500 or more  or no clouds.,,,29.0,-18.9,No precipitation,12,,,,
18.03.2020 17:00,20.6,692.6,756.2,,6,Wind blowing from the west-northwest,10,,22,90  or more  but not 100%, ,,,7.6,23.0,,,,,,10.0,-18.2,No precipitation,6,,,,
18.03.2020 14:00,22.0,692.6,755.9,-2.0,6,Wind blowing from the north-west,12,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,23.0,,,,,,11.0,-17.2,No precipitation,12,,,,
18.03.2020 11:00,19.6,694.6,758.1,,7,Wind blowing from the south-west,5,,10,no clouds, ,,,7.6,22.3,,,,,,11.0,-17.1,No precipitation,6,,,,
18.03.2020 08:00,12.2,695.5,759.8,0.6,19,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,22.3,,,,,,9.0,-10.7,No precipitation,12,,,,
18.03.2020 05:00,10.7,694.9,758.7,,18,Wind blowing from the south-west,5,,,, ,,,5.4,22.3,,,,,,25.0,-12.6,No precipitation,6,,,,
18.03.2020 02:00,12.2,696.0,759.7,,16,Wind blowing from the south-west,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,22.3,,,2500 or more  or no clouds.,,,26.0,-12.8,No precipitation,12,,,,
17.03.2020 20:00,16.1,697.0,761.8,0.5,8,Wind blowing from the south-west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,22.3,,,2500 or more  or no clouds.,,,28.0,-18.2,No precipitation,12,,,,
17.03.2020 17:00,20.7,696.5,760.8,,5,Wind blowing from the west,6,,14,no clouds, ,,,5.4,22.3,,,,,,12.0,-20.3,No precipitation,6,,,,
17.03.2020 14:00,21.6,697.7,761.8,-2.3,6,Wind blowing from the north-west,9,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,22.2,,,2500 or more  or no clouds.,,,12.0,-17.5,No precipitation,12,,,,
17.03.2020 11:00,18.6,700.0,764.3,,9,Wind blowing from the south,3,,6,, ,,,5.4,21.8,,,,,,11.0,-14.9,No precipitation,6,,,,
17.03.2020 08:00,9.5,700.6,765.8,,22,Wind blowing from the south-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,21.8,,,2500 or more  or no clouds.,,,9.0,-11.1,No precipitation,12,,,,
17.03.2020 05:00,8.0,699.5,764.2,,26,Wind blowing from the south-west,4,,12,, ,,,5.3,21.8,,,,,,25.0,-10.3,No precipitation,6,,,,
17.03.2020 02:00,9.3,699.9,764.3,,31,Wind blowing from the west-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,21.8,,,2500 or more  or no clouds.,,,25.0,-6.9,No precipitation,12,,,,
