Local time in Tianjin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 05:00,12.0,760.0,760.4,,53,Wind blowing from the north,10,,14,, ,,,11.1,23.1,,,,,,10.0,2.7,No precipitation,6,,,,
26.03.2020 02:00,13.7,758.1,758.5,,63,Wind blowing from the north-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,23.1,,,2500 or more  or no clouds.,,,11.0,6.8,No precipitation,12,,,,
25.03.2020 20:00,16.6,756.7,757.1,0.9,39,Wind blowing from the east-southeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,23.1,,,,,,13.0,2.6,Trace of precipitation,12,,,,
25.03.2020 17:00,22.3,755.8,756.2,,31,Wind blowing from the south-east,3,,8,no clouds, ,,,11.1,23.1,,,,,,11.0,4.4,No precipitation,6,,,,
25.03.2020 14:00,22.4,756.7,757.1,-1.8,29,Wind blowing from the south-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,22.7,,,,,,11.0,3.5,Trace of precipitation,12,,,,
25.03.2020 11:00,19.9,758.5,758.9,,33,Wind blowing from the south-southwest,4,,8,50%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,20.4,,,2500 or more  or no clouds.,,,17.0,3.2,No precipitation,6,,,,
25.03.2020 08:00,14.4,758.1,758.5,0.2,49,Wind blowing from the south-southeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.4,,,1500-2000,,,11.0,3.8,Trace of precipitation,12,,,,
25.03.2020 05:00,11.6,757.9,758.3,,66,Wind blowing from the south,1,,,,Mist. ,,,6.1,20.4,,,,,,4.3,5.3,No precipitation,6,,,,
25.03.2020 02:00,12.2,758.9,759.3,,66,Wind blowing from the south-southeast,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,20.4,,,2500 or more  or no clouds.,,,3.8,6.0,No precipitation,12,,,,
24.03.2020 20:00,15.4,759.3,759.7,,49,Wind blowing from the south-east,4,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,20.4,,,2500 or more  or no clouds.,,,6.0,4.8,No precipitation,12,,,,
24.03.2020 14:00,19.5,760.8,761.2,-2.4,36,Wind blowing from the south-southwest,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.8,,,2500 or more  or no clouds.,,,10.0,4.0,No precipitation,12,,,,
24.03.2020 11:00,16.3,763.2,763.6,,44,Wind blowing from the south,3,,6,90  or more  but not 100%, ,,,6.1,20.9,,,2500 or more  or no clouds.,,,10.0,4.0,No precipitation,6,,,,
24.03.2020 08:00,9.7,763.6,764.0,,57,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,17.0,1.6,No precipitation,12,,,,
24.03.2020 05:00,6.7,763.3,763.7,,60,Wind blowing from the north-northwest,1,,10,, ,,,5.6,20.9,,,,,,12.0,-0.7,No precipitation,6,,,,
24.03.2020 02:00,9.1,764.1,764.5,,45,Wind blowing from the east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,20.9,,,2500 or more  or no clouds.,,,30.0,-2.2,No precipitation,12,,,,
23.03.2020 20:00,10.5,764.3,764.7,0.7,28,Wind blowing from the east-southeast,5,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,20.9,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,12,,,,
23.03.2020 17:00,13.7,763.6,764.0,,30,Wind blowing from the south-east,6,,13,no clouds, ,,,5.6,20.9,,,,,,30.0,-3.6,No precipitation,6,,,,
23.03.2020 14:00,16.7,764.6,765.0,-1.0,22,Wind blowing from the south-east,8,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,21.5,,,2500 or more  or no clouds.,,,26.0,-5.1,No precipitation,12,,,,
23.03.2020 11:00,20.9,765.6,766.0,,28,Wind blowing from the south-east,5,,9,20–30%., ,,,5.6,21.5,,,2500 or more  or no clouds.,,,11.0,1.7,No precipitation,6,,,,
23.03.2020 08:00,12.9,764.8,765.2,,46,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,21.5,,,,,,9.0,1.6,No precipitation,12,,,,
23.03.2020 05:00,6.1,763.7,764.1,,69,Calm  no wind,0,,,, ,,,2.5,21.5,,,,,,10.0,0.8,No precipitation,6,,,,
23.03.2020 02:00,10.0,763.3,763.7,,49,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,21.5,,,2500 or more  or no clouds.,,,15.0,-0.2,No precipitation,12,,,,
22.03.2020 20:00,16.5,761.8,762.1,0.9,26,Wind blowing from the west-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,21.5,,,,,,24.0,-3.1,No precipitation,12,,,,
22.03.2020 17:00,20.8,760.9,761.2,,17,Wind blowing from the west-southwest,6,,9,no clouds, ,,,2.5,21.5,,,,,,30.0,-5.1,No precipitation,6,,,,
22.03.2020 14:00,20.3,762.6,763.0,-2.7,18,Wind blowing from the south-west,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,20.7,,,2500 or more  or no clouds.,,,29.0,-4.8,No precipitation,12,,,,
22.03.2020 11:00,15.8,765.3,765.7,,26,Wind blowing from the west-southwest,4,,7,no clouds, ,,,2.5,16.4,,,,,,24.0,-3.7,No precipitation,6,,,,
22.03.2020 08:00,8.7,766.0,766.3,1.3,48,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,16.0,,,,,,19.0,-1.7,No precipitation,12,,,,
22.03.2020 05:00,3.6,764.7,765.1,,68,Calm  no wind,0,,,, ,,,3.0,16.0,,,,,,19.0,-1.9,No precipitation,6,,,,
22.03.2020 02:00,4.1,765.0,765.4,,74,Wind blowing from the north-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,16.0,,,2500 or more  or no clouds.,,,24.0,-0.1,No precipitation,12,,,,
21.03.2020 20:00,8.1,762.6,763.0,,41,Wind blowing from the south-southeast,3,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,16.2,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,12,,,,
21.03.2020 17:00,13.3,760.0,760.4,,25,Wind blowing from the south-east,5,,14,90  or more  but not 100%, ,,,10.6,,,,,,,30.0,-6.3,No precipitation,6,,,,
21.03.2020 14:00,15.2,759.6,760.0,-0.2,20,Wind blowing from the east,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,12,,,,
21.03.2020 11:00,14.6,759.8,760.2,,24,Wind blowing from the east,6,,14,60%., ,,,10.6,,,,2500 or more  or no clouds.,,,28.0,-5.7,No precipitation,6,,,,
21.03.2020 08:00,11.4,757.8,758.2,1.5,35,Wind blowing from the east,7,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,22.9,,,2500 or more  or no clouds.,,,14.0,-3.5,No precipitation,12,,,,
21.03.2020 05:00,12.6,756.3,756.7,,34,Wind blowing from the east-southeast,6,,11,, ,,,7.9,22.9,,,,,,16.0,-2.8,No precipitation,6,,,,
21.03.2020 02:00,14.7,755.5,755.9,,40,Wind blowing from the east,7,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,22.9,,,2500 or more  or no clouds.,,,12.0,1.3,No precipitation,12,,,,
20.03.2020 20:00,15.9,753.7,754.0,,31,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,22.9,,,,,,8.0,-1.2,No precipitation,12,,,,
20.03.2020 17:00,22.7,752.2,752.5,,17,Wind blowing from the west-northwest,1,,7,, ,,,7.9,22.9,,,,,,16.0,-3.6,No precipitation,6,,,,
20.03.2020 14:00,20.7,752.5,752.8,-1.1,23,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,20.9,,,,,,15.0,-1.2,No precipitation,12,,,,
20.03.2020 11:00,14.4,753.6,754.0,,39,Wind blowing from the south-west,3,,7,90  or more  but not 100%, ,,,7.9,17.4,,,,,,18.0,0.6,No precipitation,6,,,,
20.03.2020 08:00,11.1,754.4,754.8,0.0,42,Wind blowing from the west-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.4,,,2500 or more  or no clouds.,,,19.0,-1.3,No precipitation,12,,,,
20.03.2020 05:00,8.3,754.4,754.8,,44,Wind blowing from the south,3,,8,, ,,,8.1,17.4,,,,,,25.0,-3.5,No precipitation,6,,,,
20.03.2020 02:00,9.6,756.5,756.9,,33,Wind blowing from the south-southeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,17.4,,,2500 or more  or no clouds.,,,30.0,-5.9,No precipitation,12,,,,
19.03.2020 20:00,11.5,759.1,759.5,,22,Wind blowing from the south,3,,14,no clouds, ,,,8.5,17.4,,,,,,30.0,-9.5,No precipitation,6,,,,
19.03.2020 17:00,16.8,758.9,759.3,,8,Wind blowing from the south-west,3,,14,no clouds, ,,,8.5,25.8,,,,,,30.0,-17.7,No precipitation,6,,,,
19.03.2020 14:00,16.1,760.3,760.6,,7,Wind blowing from the north-northwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,,,,30.0,-19.8,No precipitation,12,,,,
19.03.2020 11:00,13.1,762.1,762.4,,11,Wind blowing from the north-northwest,5,,14,no clouds, ,,,8.5,,,,,,,30.0,-16.7,No precipitation,6,,,,
19.03.2020 08:00,10.1,761.5,761.8,,15,Wind blowing from the north-northwest,6,,21,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,,,,30.0,-15.4,No precipitation,12,,,,
19.03.2020 05:00,9.5,759.4,759.7,,16,Wind blowing from the north-northwest,7,,27,, ,,,8.2,27.7,,,,,,30.0,-15.1,No precipitation,6,,,,
19.03.2020 02:00,9.8,759.8,760.2,,20,Wind blowing from the north-west,5,,27,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,27.7,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,12,,,,
18.03.2020 20:00,15.2,754.6,754.9,7.2,20,Wind blowing from the north,11,,,,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,27.7,,,2500 or more  or no clouds.,,,7.0,-7.6,No precipitation,12,,,,
18.03.2020 17:00,25.7,747.4,747.7,,6,Wind blowing from the west-southwest,4,,14,90  or more  but not 100%, ,,,8.2,27.7,,,2500 or more  or no clouds.,,,29.0,-14.6,No precipitation,6,,,,
18.03.2020 14:00,26.7,748.5,748.9,-2.8,4,Wind blowing from the west,8,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,27.4,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
18.03.2020 11:00,23.6,751.3,751.6,,12,Wind blowing from the west-southwest,5,,7,70 – 80%., ,,,8.2,23.7,,,2500 or more  or no clouds.,,,17.0,-7.4,No precipitation,6,,,,
18.03.2020 08:00,11.7,753.8,754.2,-0.3,45,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,22.8,,,,,,12.0,0.2,No precipitation,12,,,,
18.03.2020 05:00,8.4,754.1,754.5,,54,Wind blowing from the south-southeast,2,,,, ,,,2.4,22.8,,,,,,12.0,-0.4,No precipitation,6,,,,
18.03.2020 02:00,10.3,756.0,756.4,,50,Wind blowing from the south,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,22.8,,,2500 or more  or no clouds.,,,16.0,0.1,No precipitation,12,,,,
17.03.2020 20:00,15.0,757.9,758.3,-0.4,25,Wind blowing from the south,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,22.8,,,,,,24.0,-4.9,No precipitation,12,,,,
17.03.2020 17:00,22.0,758.3,758.7,,12,Wind blowing from the south-west,2,,9,no clouds, ,,,2.4,22.8,,,,,,30.0,-8.7,No precipitation,6,,,,
17.03.2020 14:00,21.9,759.8,760.2,-2.3,14,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,22.0,,,,,,30.0,-6.8,No precipitation,12,,,,
17.03.2020 11:00,17.5,762.1,762.4,,27,Wind blowing from the west-southwest,2,,4,no clouds, ,,,2.4,17.7,,,,,,11.0,-1.7,No precipitation,6,,,,
17.03.2020 08:00,7.8,762.3,762.7,,63,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.5,,,,,,8.0,1.2,No precipitation,12,,,,
