Local time in Zaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.03.2020 17:00,19.2,743.5,754.6,,90,Wind blowing from the south-east,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,2500 or more  or no clouds.,,,3.4,17.5,No precipitation,6,,,,
25.03.2020 14:00,19.1,744.2,755.3,,89,Wind blowing from the east-southeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,2500 or more  or no clouds.,,,2.1,17.2,Trace of precipitation,12,,,,
25.03.2020 08:00,18.4,745.6,756.7,0.4,91,Wind blowing from the south,2,,7,100%.,Mist. ,Shower(s).,Rain.,13.0,24.6,,,2500 or more  or no clouds.,,,1.9,16.9,0.5,12,,,,
25.03.2020 05:00,18.3,745.2,756.3,,88,Wind blowing from the south-east,1,,,,Mist. ,,,11.6,24.6,,,,,,2.5,16.3,No precipitation,6,,,,
25.03.2020 02:00,19.3,746.5,757.6,,81,Wind blowing from the south-southeast,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,24.6,,,2500 or more  or no clouds.,,,4.0,16.0,0.5,12,,,,
24.03.2020 20:00,21.0,747.4,758.7,0.5,71,Wind blowing from the south,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,24.6,,,2500 or more  or no clouds.,,,5.0,15.5,Trace of precipitation,12,,,,
24.03.2020 17:00,23.6,746.9,758.2,,55,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,,,,,,,,8.0,14.0,,,,,,
24.03.2020 14:00,24.1,748.5,759.7,,51,Wind blowing from the east-southeast,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,24.4,,,300-600,,,8.0,13.3,No precipitation,12,,,,
24.03.2020 11:00,20.0,751.0,762.4,,56,Wind blowing from the east-northeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,20.0,,,,,,6.0,11.0,No precipitation,6,,,,
24.03.2020 08:00,12.9,751.1,762.5,,93,Wind blowing from the west,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,19.2,,,2500 or more  or no clouds.,,,2.3,11.8,No precipitation,12,,,,
24.03.2020 05:00,12.0,750.4,761.8,,93,Calm  no wind,0,,,,Mist. ,,,12.0,19.2,,,,,,2.9,10.9,No precipitation,6,,,,
24.03.2020 02:00,13.4,751.2,762.6,,92,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.2,,,2500 or more  or no clouds.,,,3.3,12.1,No precipitation,12,,,,
23.03.2020 20:00,16.8,751.4,762.8,,76,Wind blowing from the west,1,,4,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.2,,,2500 or more  or no clouds.,,,7.0,12.5,Trace of precipitation,12,,,,
23.03.2020 17:00,18.4,751.0,762.4,,66,Wind blowing from the north-northwest,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.2,,,2500 or more  or no clouds.,,,9.0,11.9,No precipitation,6,,,,
23.03.2020 14:00,16.1,752.4,763.8,-1.4,78,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.1,,,2500 or more  or no clouds.,,,5.0,12.3,Trace of precipitation,12,,,,
23.03.2020 11:00,13.5,753.8,765.3,,88,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,2500 or more  or no clouds.,,,3.0,11.6,No precipitation,6,,,,
23.03.2020 08:00,12.5,753.5,765.0,,90,Wind blowing from the west,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.2,,,2500 or more  or no clouds.,,,2.6,10.9,2.0,12,,,,
23.03.2020 05:00,12.1,752.2,763.6,,92,Wind blowing from the west,1,,8,,Mist. ,,,12.0,20.2,,,,,,2.1,10.8,0.5,6,,,,
23.03.2020 02:00,13.2,752.8,764.2,,90,Wind blowing from the north-west,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,20.2,,,2500 or more  or no clouds.,,,2.2,11.6,2.0,12,,,,
22.03.2020 20:00,16.0,752.7,764.1,1.7,72,Wind blowing from the north-northeast,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,22.7,,,2500 or more  or no clouds.,,,4.5,11.0,0.1,12,,,,
22.03.2020 17:00,19.1,751.0,762.2,,51,Wind blowing from the north,2,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,24.9,,,,,,6.0,8.7,No precipitation,6,,,,
22.03.2020 14:00,19.2,751.5,762.7,-1.4,53,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,,,,2500 or more  or no clouds.,,,6.0,9.4,Trace of precipitation,12,,,,
22.03.2020 11:00,16.4,752.9,764.2,,61,Wind blowing from the north-northeast,3,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,,,,,,,5.0,8.9,No precipitation,6,,,,
22.03.2020 08:00,14.6,751.1,762.4,2.2,69,Wind blowing from the north-northeast,3,,11,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,27.5,,,2500 or more  or no clouds.,,,3.8,9.0,2.0,12,,,,
22.03.2020 05:00,16.0,748.9,760.0,,85,Wind blowing from the north-west,2,,11,,Rain (not freezing) not falling as shower(s). ,,,16.0,27.5,,,,,,7.0,13.5,2.0,6,,,,
22.03.2020 02:00,16.9,748.7,759.8,,79,Wind blowing from the north-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,27.5,,,2500 or more  or no clouds.,,,18.0,13.2,2.0,12,,,,
21.03.2020 20:00,22.7,745.5,756.6,,59,Wind blowing from the north-east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.5,,,2500 or more  or no clouds.,,,11.0,14.3,No precipitation,12,,,,
21.03.2020 17:00,24.9,743.2,754.3,,57,Wind blowing from the north-west,2,,,100%., ,,,,,,,600-1000,,,10.0,15.8,,,,,,
21.03.2020 14:00,27.4,743.4,754.3,,42,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.9,,,,,,12.0,13.4,No precipitation,12,,,,
21.03.2020 11:00,24.0,745.6,756.6,,47,Wind blowing from the south-southeast,2,,6,, ,,,17.3,27.9,,,,,,10.0,12.0,No precipitation,6,,,,
21.03.2020 08:00,18.4,745.4,756.5,,55,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,27.9,,,2500 or more  or no clouds.,,,9.0,9.2,No precipitation,12,,,,
21.03.2020 05:00,18.0,744.7,755.8,,60,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,9.0,10.1,,,,,,
21.03.2020 02:00,17.7,745.5,756.5,,66,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,27.9,,,2500 or more  or no clouds.,,,8.0,11.3,No precipitation,12,,,,
20.03.2020 20:00,22.7,745.1,756.3,1.0,47,Wind blowing from the south-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,27.9,,,,,,14.0,10.8,No precipitation,12,,,,
20.03.2020 17:00,27.1,744.1,755.2,,30,Wind blowing from the south,3,,,no clouds, ,,,,,,,,,,14.0,8.0,,,,,,
20.03.2020 14:00,26.9,746.2,757.3,-3.0,31,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,27.0,,,,,,14.0,8.4,No precipitation,12,,,,
20.03.2020 11:00,21.2,749.2,760.3,,38,Wind blowing from the south,2,,6,no clouds, ,,,13.1,24.9,,,,,,11.0,6.3,No precipitation,6,,,,
20.03.2020 08:00,14.6,748.9,760.2,,35,Wind blowing from the east-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,24.9,,,,,,11.0,-0.7,No precipitation,12,,,,
20.03.2020 05:00,13.5,749.0,760.3,,36,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,12.0,-1.3,,,,,,
20.03.2020 02:00,15.5,749.9,761.1,,31,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,24.9,,,2500 or more  or no clouds.,,,12.0,-1.5,No precipitation,12,,,,
19.03.2020 20:00,20.5,750.2,761.5,,18,Wind blowing from the east-southeast,2,,,no clouds, ,,,12.2,24.9,,,,,,13.0,-4.6,No precipitation,6,,,,
19.03.2020 17:00,23.8,749.5,760.8,,17,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,11.0,-2.7,,,,,,
19.03.2020 14:00,24.2,751.4,762.6,,14,Wind blowing from the north-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,26.5,,,,,,7.0,-5.0,No precipitation,12,,,,
19.03.2020 11:00,20.8,753.4,764.6,,19,Wind blowing from the east,3,,6,100%., ,,,12.2,26.5,,,2500 or more  or no clouds.,,,7.0,-3.6,No precipitation,6,,,,
19.03.2020 08:00,13.5,752.0,763.3,2.5,68,Wind blowing from the north-northwest,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,26.5,,,2500 or more  or no clouds.,,,8.0,7.7,No precipitation,12,,,,
19.03.2020 05:00,13.8,749.5,760.6,,69,Calm  no wind,0,,,, ,,,12.6,26.5,,,,,,11.0,8.2,No precipitation,6,,,,
19.03.2020 02:00,17.0,748.5,759.6,,58,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,26.5,,,2500 or more  or no clouds.,,,15.0,8.7,No precipitation,12,,,,
18.03.2020 20:00,20.8,747.2,758.5,,39,Wind blowing from the south-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,26.5,,,,,,15.0,6.4,No precipitation,12,,,,
18.03.2020 17:00,26.2,746.4,757.5,,19,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,25.0,0.8,,,,,,
18.03.2020 14:00,24.8,748.2,759.3,,29,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.1,,,,,,17.0,5.6,No precipitation,12,,,,
18.03.2020 11:00,20.9,750.7,762.0,,44,Wind blowing from the south-southwest,1,,,no clouds, ,,,,,,,,,,11.0,8.2,,,,,,
18.03.2020 08:00,14.3,751.0,762.4,0.9,62,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,23.7,,,,,,9.0,7.1,No precipitation,12,,,,
18.03.2020 05:00,13.4,750.1,761.3,,59,Wind blowing from the east,1,,,, ,,,,,,,,,,16.0,5.6,,,,,,
18.03.2020 02:00,15.8,751.0,762.2,,50,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,23.7,,,2500 or more  or no clouds.,,,16.0,5.4,No precipitation,12,,,,
17.03.2020 20:00,17.7,751.6,763.0,0.6,53,Wind blowing from the south-east,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,23.7,,,2500 or more  or no clouds.,,,8.0,8.0,No precipitation,12,,,,
17.03.2020 17:00,23.3,751.0,762.3,,36,Wind blowing from the west-southwest,1,,,50%., ,,,,,,,2500 or more  or no clouds.,,,21.0,7.4,,,,,,
17.03.2020 14:00,21.7,752.5,763.9,-2.1,42,Wind blowing from the west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.7,,,2500 or more  or no clouds.,,,16.0,8.2,No precipitation,12,,,,
17.03.2020 11:00,18.6,754.6,766.0,,49,Wind blowing from the west,2,,5,90  or more  but not 100%, ,,,9.2,19.1,,,2500 or more  or no clouds.,,,12.0,7.7,No precipitation,6,,,,
17.03.2020 08:00,10.6,754.3,765.7,,83,Wind blowing from the east,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,19.1,,,2500 or more  or no clouds.,,,6.0,7.8,No precipitation,12,,,,
17.03.2020 05:00,9.5,753.9,765.4,,85,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,8.0,7.1,,,,,,
17.03.2020 02:00,10.5,754.2,765.7,,81,Wind blowing from the east-northeast,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,19.1,,,2500 or more  or no clouds.,,,7.0,7.4,No precipitation,12,,,,
16.03.2020 20:00,16.8,754.8,766.2,,53,Wind blowing from the south,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,19.1,,,2500 or more  or no clouds.,,,7.0,7.2,No precipitation,12,,,,
16.03.2020 17:00,18.1,753.7,765.1,,53,Wind blowing from the west-northwest,1,,,90  or more  but not 100%, ,,,,,,,,,,11.0,8.4,,,,,,
16.03.2020 14:00,18.8,754.2,765.5,-1.1,50,Wind blowing from the west-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,22.6,,,2500 or more  or no clouds.,,,11.0,8.2,No precipitation,12,,,,
16.03.2020 11:00,18.1,755.3,766.7,,42,Wind blowing from the south,1,,4,100%., ,,,13.2,22.6,,,2500 or more  or no clouds.,,,12.0,5.0,No precipitation,6,,,,
16.03.2020 08:00,14.1,754.6,766.0,,58,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,22.6,,,2500 or more  or no clouds.,,,9.0,6.0,No precipitation,12,,,,
16.03.2020 05:00,14.7,753.7,765.0,,49,Wind blowing from the east,1,,,, ,,,,,,,,,,12.0,4.1,,,,,,
16.03.2020 02:00,15.3,753.8,765.1,,49,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,22.6,,,2500 or more  or no clouds.,,,13.0,4.7,No precipitation,12,,,,
15.03.2020 20:00,17.3,753.4,764.9,,40,Wind blowing from the north-northeast,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,22.6,,,2500 or more  or no clouds.,,,13.0,3.6,No precipitation,12,,,,
