Local time in Simao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,25.0,652.8,757.9,1.0,36,Wind blowing from the west-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,28.6,,,2500 or more  or no clouds.,,,10.0,8.9,No precipitation,12,,,,
27.03.2020 08:00,14.0,651.8,757.9,0.8,70,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,28.6,,,,,,3.3,8.6,No precipitation,12,,,,
27.03.2020 05:00,14.4,651.0,756.1,-0.9,65,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,,,13.1,28.6,,,2500 or more  or no clouds.,,,10.0,7.9,No precipitation,12,,,,
27.03.2020 02:00,16.4,651.9,756.8,-0.1,55,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,28.6,,,2500 or more  or no clouds.,,,13.0,7.3,No precipitation,12,,,,
26.03.2020 23:00,19.2,652.0,756.9,1.7,45,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,,,13.1,28.6,,,2500 or more  or no clouds.,,,12.0,7.0,No precipitation,12,,,,
26.03.2020 20:00,24.3,650.3,756.1,1.1,30,Wind blowing from the west-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,28.6,,,2500 or more  or no clouds.,,,12.0,5.6,No precipitation,12,,,,
26.03.2020 17:00,28.0,649.2,754.0,,24,Wind blowing from the west,3,,8,60%., ,,,13.1,29.1,,,600-1000,,,19.0,5.6,No precipitation,6,,,,
26.03.2020 14:00,27.7,650.5,755.2,-1.8,25,Wind blowing from the west-northwest,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,29.4,,,600-1000,,,19.0,5.9,No precipitation,12,,,,
26.03.2020 11:00,25.0,652.3,757.2,,29,Wind blowing from the west,3,,6,no clouds, ,,,13.1,29.4,,,,,,15.0,5.7,No precipitation,6,,,,
26.03.2020 08:00,13.6,651.2,757.3,0.7,66,Wind blowing from the west-northwest,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,29.4,,,,,,10.0,7.2,No precipitation,12,,,,
26.03.2020 05:00,14.1,650.5,755.3,,61,Wind blowing from the north-west,0,,8,, ,,,13.9,29.4,,,,,,14.0,6.7,No precipitation,6,,,,
26.03.2020 02:00,16.3,651.0,755.8,0.1,51,Wind blowing from the north-west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,29.4,,,2500 or more  or no clouds.,,,13.0,6.2,No precipitation,12,,,,
25.03.2020 23:00,19.7,650.9,755.9,,37,Wind blowing from the north-northwest,0,,11,, ,,,13.9,29.4,,,,,,10.0,4.6,No precipitation,6,,,,
25.03.2020 20:00,24.2,649.0,754.5,0.8,21,Wind blowing from the west,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,29.4,,,,,,15.0,0.5,No precipitation,12,,,,
25.03.2020 17:00,29.1,648.2,752.4,,16,Wind blowing from the west-southwest,3,,11,no clouds, ,,,13.9,29.4,,,,,,24.0,0.7,No precipitation,6,,,,
25.03.2020 14:00,27.8,650.3,754.9,-1.6,22,Wind blowing from the west-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,27.9,,,,,,21.0,4.2,No precipitation,12,,,,
25.03.2020 11:00,23.1,651.9,757.3,,34,Wind blowing from the north-northwest,1,,3,20–30%., ,,,13.9,27.7,,,600-1000,,,13.0,6.4,No precipitation,6,,,,
25.03.2020 08:00,14.1,650.9,757.0,,65,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,27.7,,,600-1000,,,10.0,7.6,No precipitation,12,,,,
25.03.2020 05:00,15.7,649.9,754.9,,60,Wind blowing from the north-northwest,1,,6,, ,,,13.6,27.7,,,,,,9.0,8.0,No precipitation,6,,,,
25.03.2020 02:00,16.8,650.2,755.1,-0.4,59,Wind blowing from the north-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,27.7,,,2500 or more  or no clouds.,,,9.0,8.8,No precipitation,12,,,,
24.03.2020 23:00,18.5,650.6,755.9,,49,Wind blowing from the north-northwest,1,,9,, ,,,13.6,27.7,,,,,,12.0,7.6,No precipitation,6,,,,
24.03.2020 20:00,23.3,649.3,755.2,,32,Wind blowing from the south-southeast,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,27.7,,,600-1000,,,17.0,5.7,No precipitation,12,,,,
24.03.2020 14:00,26.2,651.0,755.9,-2.2,25,Wind blowing from the south-west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,28.0,,,2500 or more  or no clouds.,,,22.0,4.6,No precipitation,12,,,,
24.03.2020 11:00,22.7,653.2,758.8,,37,Wind blowing from the south-west,1,,4,70 – 80%., ,,,13.6,28.0,,,600-1000,,,12.0,7.3,No precipitation,6,,,,
24.03.2020 08:00,13.9,652.2,758.5,,68,Wind blowing from the north,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,28.0,,,600-1000,,,11.0,8.1,No precipitation,12,,,,
24.03.2020 05:00,16.4,651.4,756.4,,53,Wind blowing from the north,0,,7,, ,,,13.2,28.0,,,,,,15.0,6.8,No precipitation,6,,,,
24.03.2020 02:00,17.3,651.4,756.3,-0.6,57,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,28.0,,,2500 or more  or no clouds.,,,7.0,8.7,No precipitation,12,,,,
23.03.2020 23:00,19.5,652.0,757.5,,49,Wind blowing from the north-northwest,1,,8,, ,,,13.2,28.0,,,,,,12.0,8.5,No precipitation,6,,,,
23.03.2020 20:00,23.4,650.2,756.3,,35,Wind blowing from the south-east,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,28.0,,,600-1000,,,17.0,7.1,No precipitation,12,,,,
23.03.2020 17:00,27.0,649.7,754.9,,25,Wind blowing from the south-west,3,,8,60%., ,,,13.2,28.0,,,600-1000,,,20.0,5.3,No precipitation,6,,,,
23.03.2020 14:00,26.7,651.9,757.1,,31,Wind blowing from the south-east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,28.2,,,600-1000,,,13.0,8.2,No precipitation,12,,,,
23.03.2020 11:00,22.1,653.8,759.8,,43,Wind blowing from the west-southwest,1,,2,50%., ,,,13.2,28.2,,,600-1000,,,11.0,8.9,No precipitation,6,,,,
23.03.2020 08:00,13.4,652.7,759.1,,74,Wind blowing from the north-west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,28.2,,,2500 or more  or no clouds.,,,10.0,8.9,No precipitation,12,,,,
23.03.2020 05:00,14.2,651.7,757.1,,71,Wind blowing from the north-northwest,1,,5,, ,,,13.0,28.2,,,,,,12.0,9.0,No precipitation,6,,,,
23.03.2020 02:00,16.0,652.3,757.5,,59,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,28.2,,,2500 or more  or no clouds.,,,17.0,8.0,No precipitation,12,,,,
22.03.2020 23:00,18.3,652.8,758.7,,50,Wind blowing from the north-northwest,1,,9,, ,,,13.0,28.2,,,,,,15.0,7.7,No precipitation,6,,,,
22.03.2020 20:00,23.6,651.1,757.3,0.4,32,Wind blowing from the south-southeast,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,28.2,,,600-1000,,,13.0,6.0,No precipitation,12,,,,
22.03.2020 17:00,27.4,650.7,755.8,,25,Wind blowing from the south-west,2,,9,40%., ,,,13.0,28.2,,,600-1000,,,21.0,5.7,No precipitation,6,,,,
22.03.2020 14:00,27.3,652.3,757.1,-2.1,23,Wind blowing from the west-southwest,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,27.3,,,600-1000,,,20.0,4.4,No precipitation,12,,,,
22.03.2020 11:00,21.5,654.4,760.6,,48,Wind blowing from the south,1,,4,no clouds, ,,,13.0,26.7,,,,,,12.0,10.0,No precipitation,6,,,,
22.03.2020 08:00,13.1,653.4,760.6,1.5,83,Wind blowing from the west,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.7,,,600-1000,,,10.0,10.3,Trace of precipitation,12,,,,
22.03.2020 05:00,14.4,651.9,757.9,,76,Wind blowing from the north-northwest,1,,6,, ,,,14.3,26.7,,,,,,10.0,10.2,No precipitation,6,,,,
22.03.2020 02:00,17.5,652.9,758.1,,63,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,26.7,,,2500 or more  or no clouds.,,,16.0,10.4,No precipitation,12,,,,
21.03.2020 23:00,18.1,653.1,759.0,,66,Wind blowing from the south-southeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.9,26.7,,,,,,7.0,11.7,No precipitation,6,,,,
21.03.2020 20:00,20.4,651.4,757.9,,52,Wind blowing from the west,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,26.7,,,600-1000,,,11.0,10.2,No precipitation,12,,,,
21.03.2020 17:00,24.0,650.8,756.1,,40,Wind blowing from the south,4,,8,60%., ,,,14.9,28.5,,,600-1000,,,11.0,9.6,No precipitation,6,,,,
21.03.2020 14:00,25.8,652.3,757.2,-1.7,30,Wind blowing from the south-west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,29.4,,,600-1000,,,7.0,6.9,No precipitation,12,,,,
21.03.2020 11:00,22.0,654.0,759.4,,46,Wind blowing from the south-west,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,29.4,,,,,,4.5,9.9,No precipitation,6,,,,
21.03.2020 08:00,15.0,653.0,758.9,,72,Wind blowing from the west,1,,3,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,29.4,,,600-1000,,,4.4,10.0,No precipitation,12,,,,
21.03.2020 05:00,17.4,651.6,756.1,,58,Wind blowing from the north-west,1,,7,,Haze. ,,,12.3,29.4,,,,,,6.0,9.1,No precipitation,6,,,,
21.03.2020 02:00,19.0,651.7,756.1,0.0,52,Wind blowing from the north-west,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.4,,,2500 or more  or no clouds.,,,7.0,8.9,No precipitation,12,,,,
20.03.2020 23:00,21.1,651.7,756.7,,42,Wind blowing from the north-northwest,1,,8,,Haze. ,,,12.3,29.4,,,,,,7.0,7.7,No precipitation,6,,,,
20.03.2020 20:00,24.9,650.0,755.9,0.6,26,Wind blowing from the west-southwest,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.4,,,600-1000,,,11.0,4.1,No precipitation,12,,,,
20.03.2020 17:00,28.5,649.4,754.4,,19,Wind blowing from the west-southwest,3,,8,no clouds, ,,,12.3,29.4,,,,,,15.0,2.7,No precipitation,6,,,,
20.03.2020 14:00,27.8,651.8,756.9,-2.3,17,Wind blowing from the west-southwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.0,,,2500 or more  or no clouds.,,,16.0,0.5,No precipitation,12,,,,
20.03.2020 11:00,22.0,654.1,760.2,,30,Wind blowing from the west-southwest,1,,4,no clouds, ,,,12.3,29.0,,,,,,13.0,3.6,No precipitation,6,,,,
20.03.2020 08:00,12.4,653.0,759.5,1.0,63,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,29.0,,,,,,7.0,5.6,No precipitation,12,,,,
20.03.2020 05:00,13.2,652.0,757.3,,56,Wind blowing from the west-northwest,0,,7,, ,,,13.2,29.0,,,,,,14.0,4.6,No precipitation,6,,,,
20.03.2020 02:00,15.6,652.8,758.0,,46,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,29.0,,,2500 or more  or no clouds.,,,14.0,4.0,No precipitation,12,,,,
19.03.2020 23:00,18.3,653.0,758.5,,39,Wind blowing from the north-northwest,1,,9,, ,,,13.9,29.0,,,,,,12.0,4.1,No precipitation,6,,,,
19.03.2020 20:00,24.3,651.1,757.0,,21,Wind blowing from the west,2,,9,70 – 80%., ,,,13.9,29.0,,,600-1000,,,15.0,0.6,No precipitation,6,,,,
19.03.2020 17:00,28.8,650.1,754.8,,15,Wind blowing from the west,2,,9,60%., ,,,13.9,30.1,,,2500 or more  or no clouds.,,,21.0,-0.4,No precipitation,6,,,,
19.03.2020 14:00,27.5,652.1,757.1,,14,Wind blowing from the north-northwest,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,30.1,,,2500 or more  or no clouds.,,,27.0,-2.4,No precipitation,12,,,,
19.03.2020 11:00,23.7,653.8,759.1,,25,Wind blowing from the west-southwest,2,,5,20–30%., ,,,13.9,30.1,,,2500 or more  or no clouds.,,,16.0,2.5,No precipitation,6,,,,
19.03.2020 08:00,14.0,652.3,758.0,,61,Wind blowing from the west-northwest,0,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,30.1,,,2500 or more  or no clouds.,,,11.0,6.6,No precipitation,12,,,,
