Local time in Mei County,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 02:00,19.6,750.6,760.8,-0.6,100,Wind blowing from the north-northwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,26.5,,,2500 or more  or no clouds.,,,4.9,19.6,0.3,12,,,,
26.03.2020 23:00,20.8,751.2,761.4,1.7,100,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,,,19.5,26.5,,,2500 or more  or no clouds.,,,12.0,20.8,0.3,12,,,,
26.03.2020 20:00,22.1,749.5,759.7,0.6,99,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,26.5,,,1000-1500,,,21.0,22.0,0.3,12,,,,
26.03.2020 17:00,23.5,748.9,759.1,,90,Wind blowing from the south,2,,5,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,27.7,,,600-1000,,,30.0,21.7,0.3,6,,,,
26.03.2020 14:00,25.8,749.8,760.0,-1.4,74,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,28.8,,,600-1000,,,30.0,20.8,0.2,12,,,,
26.03.2020 11:00,23.1,751.2,761.4,,87,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,28.8,,,1000-1500,,,16.0,20.8,0.2,6,,,,
26.03.2020 08:00,19.7,750.9,761.1,1.0,100,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,28.8,,,1000-1500,,,5.0,19.7,0.2,12,,,,
26.03.2020 05:00,20.1,749.9,760.0,,96,Wind blowing from the south,1,,5,, ,,,17.6,28.8,,,,,,16.0,19.4,No precipitation,6,,,,
26.03.2020 02:00,21.0,750.7,760.9,0.0,90,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,28.8,,,2500 or more  or no clouds.,,,21.0,19.2,No precipitation,12,,,,
25.03.2020 23:00,22.2,750.7,760.8,,79,Wind blowing from the south,1,,6,, ,,,17.6,28.8,,,,,,27.0,18.3,No precipitation,6,,,,
25.03.2020 20:00,24.8,748.8,759.0,,63,Wind blowing from the south,2,,6,20–30%., ,,,17.6,28.8,,,2500 or more  or no clouds.,,,30.0,17.2,No precipitation,6,,,,
25.03.2020 17:00,27.7,748.2,758.3,,52,Wind blowing from the south-southeast,3,,6,70 – 80%., ,,,17.6,28.8,,,600-1000,,,30.0,16.9,No precipitation,6,,,,
25.03.2020 14:00,28.0,749.6,759.7,-2.1,50,Wind blowing from the south-southwest,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,28.2,,,600-1000,,,30.0,16.6,No precipitation,12,,,,
25.03.2020 11:00,25.7,751.7,761.9,,60,Wind blowing from the south,1,,6,10%  or less  but not 0, ,,,17.6,25.9,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,29.0,17.3,No precipitation,6,,,,
25.03.2020 08:00,19.4,751.9,762.2,1.2,84,Wind blowing from the west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,25.9,,,2500 or more  or no clouds.,,,13.0,16.6,No precipitation,12,,,,
25.03.2020 05:00,18.7,750.7,760.9,,90,Wind blowing from the north-west,1,,4,, ,,,18.7,25.9,,,,,,12.0,17.0,No precipitation,6,,,,
25.03.2020 02:00,20.1,751.0,761.2,-0.1,89,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.9,,,2500 or more  or no clouds.,,,14.0,18.2,No precipitation,12,,,,
24.03.2020 23:00,21.8,751.1,761.3,,81,Wind blowing from the west,1,,4,, ,,,19.5,25.9,,,,,,18.0,18.3,No precipitation,6,,,,
24.03.2020 20:00,22.6,750.7,760.9,0.7,83,Wind blowing from the west-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.9,,,1000-1500,,,19.0,19.5,No precipitation,12,,,,
24.03.2020 17:00,24.4,750.0,760.2,,66,Wind blowing from the west-northwest,2,,4,100%., ,,,19.5,25.9,,,600-1000,,,29.0,17.6,No precipitation,6,,,,
24.03.2020 14:00,24.6,750.8,761.0,,61,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,30.7,,,600-1000,,,30.0,16.5,No precipitation,12,,,,
24.03.2020 11:00,24.2,752.7,762.9,,62,Wind blowing from the south,1,,4,90  or more  but not 100%, ,,,19.5,,,,600-1000,,,22.0,16.4,No precipitation,6,,,,
24.03.2020 08:00,20.3,752.7,763.0,1.7,93,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,,,,1000-1500,,,7.0,19.1,No precipitation,12,,,,
24.03.2020 05:00,19.6,751.0,761.2,,95,Wind blowing from the north-northwest,1,,6,,Mist. ,,,18.3,,,,,,,6.0,18.7,No precipitation,6,,,,
24.03.2020 02:00,20.7,751.5,761.6,-0.7,94,Wind blowing from the west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,30.7,,,2500 or more  or no clouds.,,,16.0,19.7,12.0,12,,,,
23.03.2020 23:00,20.9,752.2,762.4,,93,Wind blowing from the north-northwest,1,,14,, ,,,18.3,30.7,,,,,,21.0,19.8,No precipitation,6,,,,
23.03.2020 20:00,21.1,751.1,761.4,1.0,92,Wind blowing from the north-west,2,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,30.7,,,1000-1500,,,30.0,19.7,12.0,12,,,,
23.03.2020 17:00,22.0,750.1,760.4,,91,Wind blowing from the east,3,,14,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,30.7,,,600-1000,,,30.0,20.4,12.0,6,,,,
23.03.2020 14:00,29.9,749.0,759.1,-2.5,52,Wind blowing from the east-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,30.5,,,600-1000,,,30.0,18.9,No precipitation,12,,,,
23.03.2020 11:00,26.4,751.5,761.6,,66,Wind blowing from the east,2,,3,60%., ,,,18.3,30.3,,,600-1000,,,18.0,19.5,No precipitation,6,,,,
23.03.2020 08:00,20.1,751.4,761.6,,95,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,30.3,,,,,,13.0,19.2,No precipitation,12,,,,
23.03.2020 05:00,18.6,749.8,760.0,,97,Wind blowing from the west,1,,5,,Mist. ,,,17.8,30.3,,,,,,6.0,18.1,No precipitation,6,,,,
23.03.2020 02:00,19.7,750.1,760.3,-0.6,95,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,30.3,,,2500 or more  or no clouds.,,,13.0,18.8,No precipitation,12,,,,
22.03.2020 23:00,21.7,750.7,760.8,,85,Wind blowing from the west,1,,7,, ,,,17.8,30.3,,,,,,21.0,19.0,No precipitation,6,,,,
22.03.2020 20:00,25.1,749.2,759.4,0.9,65,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,30.3,,,,,,30.0,18.0,No precipitation,12,,,,
22.03.2020 17:00,29.4,748.3,758.4,,49,Wind blowing from the west,2,,7,60%., ,,,17.8,30.3,,,600-1000,,,30.0,17.5,No precipitation,6,,,,
22.03.2020 14:00,28.8,749.6,759.7,-2.0,53,Wind blowing from the west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,28.8,,,600-1000,,,30.0,18.2,No precipitation,12,,,,
22.03.2020 11:00,26.5,751.6,761.8,,61,Wind blowing from the south,1,,4,70 – 80%., ,,,17.8,26.5,,,600-1000,,,30.0,18.3,No precipitation,6,,,,
22.03.2020 08:00,19.2,751.9,762.1,2.0,98,Wind blowing from the west-northwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,25.4,,,1000-1500,,,6.0,18.8,No precipitation,12,,,,
22.03.2020 05:00,18.3,749.9,760.1,,98,Wind blowing from the west,1,,3,,Mist. ,,,18.3,25.4,,,,,,5.0,17.9,No precipitation,6,,,,
22.03.2020 02:00,19.5,750.3,760.5,-0.7,96,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.4,,,2500 or more  or no clouds.,,,9.0,18.8,No precipitation,12,,,,
21.03.2020 23:00,20.7,751.0,761.3,,90,Wind blowing from the south-southeast,2,,5,, ,,,19.1,25.4,,,,,,18.0,19.0,No precipitation,6,,,,
21.03.2020 20:00,22.8,750.3,760.6,,77,Wind blowing from the south-west,1,,5,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.4,,,,,,30.0,18.5,0.1,12,,,,
21.03.2020 17:00,24.9,750.0,760.2,,68,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,19.1,25.4,,,1000-1500,,,30.0,18.5,0.1,6,,,,
21.03.2020 14:00,24.1,750.8,761.0,-2.4,70,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.1,,,600-1000,,,17.0,18.2,0.1,12,,,,
21.03.2020 11:00,20.8,753.2,763.5,,84,Wind blowing from the west-northwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.5,,,1000-1500,,,10.0,18.0,No precipitation,6,,,,
21.03.2020 08:00,19.7,752.5,762.8,1.7,90,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,22.5,,,1000-1500,,,7.0,18.0,No precipitation,12,,,,
21.03.2020 05:00,19.2,750.8,761.1,,96,Wind blowing from the east-northeast,1,,2,,Mist. ,,,17.3,22.5,,,,,,5.0,18.5,No precipitation,6,,,,
21.03.2020 02:00,19.4,751.4,761.7,-0.8,96,Wind blowing from the west,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,22.5,,,2500 or more  or no clouds.,,,6.0,18.7,No precipitation,12,,,,
20.03.2020 23:00,20.0,752.2,762.5,,93,Wind blowing from the north-west,1,,2,, ,,,17.0,22.5,,,,,,11.0,18.8,No precipitation,6,,,,
20.03.2020 20:00,20.8,751.1,761.5,0.8,87,Wind blowing from the west,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.5,,,1000-1500,,,15.0,18.5,1.0,12,,,,
20.03.2020 17:00,22.3,750.3,760.6,,73,Wind blowing from the west,1,,3,100%., ,,,17.0,22.5,,,1000-1500,,,30.0,17.2,No precipitation,6,,,,
20.03.2020 14:00,22.2,751.3,761.5,-2.1,72,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.2,,,1000-1500,,,30.0,16.9,1.0,12,,,,
20.03.2020 11:00,19.6,753.4,763.7,,90,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,20.1,,,1000-1500,,,11.0,17.9,1.0,6,,,,
20.03.2020 08:00,17.8,752.7,763.0,1.4,98,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,20.1,,,1000-1500,,,3.5,17.4,No precipitation,12,,,,
20.03.2020 05:00,17.3,751.3,761.7,,98,Wind blowing from the west-northwest,1,,4,,Mist. ,,,17.0,20.1,,,,,,4.4,16.9,0.2,6,,,,
20.03.2020 02:00,17.3,751.9,762.3,-1.0,98,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,20.1,,,2500 or more  or no clouds.,,,4.0,16.9,2.0,12,,,,
19.03.2020 23:00,17.1,752.9,763.3,,98,Wind blowing from the west-northwest,1,,4,,Mist. ,,,17.0,20.1,,,,,,5.0,16.7,0.2,6,,,,
19.03.2020 20:00,18.5,751.6,761.9,,97,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,20.1,,,1000-1500,,,11.0,18.0,2.0,6,,,,
19.03.2020 17:00,19.4,750.6,760.9,,91,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,20.1,,,600-1000,,,16.0,17.8,2.0,6,,,,
19.03.2020 14:00,19.6,751.2,761.5,,89,Wind blowing from the south,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,20.0,,,1000-1500,,,14.0,17.7,7.0,12,,,,
19.03.2020 11:00,18.1,753.1,763.5,,98,Wind blowing from the west,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,,,,1000-1500,,,3.5,17.7,3.0,6,,,,
19.03.2020 08:00,17.8,752.1,762.4,1.6,98,Wind blowing from the north-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,2.3,17.4,8.0,12,,,,
19.03.2020 05:00,17.7,750.5,760.9,,98,Wind blowing from the south,1,,5,,Rain (not freezing) not falling as shower(s). ,,,15.8,19.8,,,,,,2.9,17.3,6.0,6,,,,
19.03.2020 02:00,17.8,750.7,761.1,-1.9,98,Wind blowing from the north-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,19.8,,,2500 or more  or no clouds.,,,1.4,17.4,4.0,12,,,,
18.03.2020 23:00,17.9,752.6,763.0,,97,Wind blowing from the south,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.8,19.8,,,,,,2.5,17.4,2.0,6,,,,
18.03.2020 20:00,18.1,751.4,761.8,1.2,96,Wind blowing from the north-northwest,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,19.8,,,1000-1500,,,6.0,17.4,2.0,12,,,,
18.03.2020 17:00,19.6,750.2,760.6,,88,Wind blowing from the east,1,,4,100%., ,,,15.8,19.8,,,1000-1500,,,12.0,17.5,0.4,6,,,,
18.03.2020 14:00,19.3,751.1,761.5,-3.0,87,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,21.2,,,1000-1500,,,14.0,17.0,3.0,12,,,,
18.03.2020 11:00,17.2,754.1,764.5,,96,Wind blowing from the south-west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,,,,1000-1500,,,5.0,16.5,2.0,6,,,,
18.03.2020 08:00,16.2,753.4,763.8,1.3,97,Wind blowing from the south-southeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,,,,1000-1500,,,4.9,15.7,2.0,12,,,,
18.03.2020 05:00,15.8,752.1,762.5,,97,Wind blowing from the north-northwest,1,,7,,Mist. ,,,15.6,21.2,,,,,,1.6,15.4,2.0,6,,,,
18.03.2020 02:00,15.9,753.4,763.7,-2.0,97,Wind blowing from the west-northwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,21.2,,,2500 or more  or no clouds.,,,4.0,15.4,1.0,12,,,,
17.03.2020 23:00,16.8,755.4,765.8,,84,Wind blowing from the north-west,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.6,21.2,,,,,,18.0,14.0,No precipitation,6,,,,
