Local time in Ejin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,8.6,686.7,770.8,-1.8,7,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,9.5,,,2500 or more  or no clouds.,,,30.0,-25.4,No precipitation,12,,,,
27.03.2020 14:00,7.8,688.5,772.7,-1.9,10,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,8.0,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
27.03.2020 11:00,3.4,690.4,775.0,0.6,17,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,7.3,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
27.03.2020 08:00,-4.3,689.8,775.0,1.3,28,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,7.3,,,,,,30.0,-20.1,No precipitation,12,,,,
27.03.2020 05:00,-3.8,688.5,773.2,-0.3,28,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,,,-4.4,7.3,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
27.03.2020 02:00,-1.9,688.8,773.5,-0.3,13,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.3,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
26.03.2020 23:00,2.2,689.1,773.6,0.8,7,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,,,-3.4,7.3,,,2500 or more  or no clouds.,,,30.0,-30.2,No precipitation,12,,,,
26.03.2020 20:00,4.9,688.3,773.0,0.6,4,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.6,,,,,,30.0,-34.0,No precipitation,12,,,,
26.03.2020 17:00,6.6,687.7,771.8,,4,Wind blowing from the west-southwest,2,,7,10%  or less  but not 0, ,,,-3.4,10.1,,,2500 or more  or no clouds.,,,30.0,-32.8,No precipitation,6,,,,
26.03.2020 14:00,4.9,688.9,773.0,-1.5,6,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,10.3,,,,,,30.0,-29.8,No precipitation,12,,,,
26.03.2020 11:00,2.0,690.4,774.5,,9,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,30.0,-27.6,,,,,,
26.03.2020 08:00,-2.7,689.1,773.5,1.5,21,Wind blowing from the north-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,10.3,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
26.03.2020 05:00,-0.5,687.6,771.1,,11,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,30.0,-27.4,,,,,,
26.03.2020 02:00,1.4,686.2,769.3,1.4,11,Wind blowing from the north-northeast,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,10.3,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
25.03.2020 23:00,5.6,684.8,767.5,,8,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,30.0,-26.1,,,,,,
25.03.2020 20:00,7.6,682.8,765.4,,7,Wind blowing from the north-west,4,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-26.1,,,,,,
25.03.2020 17:00,10.1,681.1,762.9,,4,Wind blowing from the west-northwest,6,,12,90  or more  but not 100%, ,,,4.1,17.7,,,2500 or more  or no clouds.,,,30.0,-30.3,No precipitation,6,,,,
25.03.2020 14:00,9.6,681.2,762.8,-0.6,5,Wind blowing from the north-west,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,2500 or more  or no clouds.,,,30.0,-28.3,No precipitation,12,,,,
25.03.2020 11:00,7.2,681.8,763.7,,10,Wind blowing from the north-west,4,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,-22.4,,,,,,
25.03.2020 08:00,4.3,680.0,761.6,2.4,13,Wind blowing from the north-west,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,18.7,,,2500 or more  or no clouds.,,,19.0,-21.7,No precipitation,12,,,,
25.03.2020 05:00,5.8,677.6,757.8,,9,Wind blowing from the north-west,5,,,, ,,,,,,,,,,25.0,-24.7,,,,,,
25.03.2020 02:00,7.1,676.5,756.3,0.2,8,Wind blowing from the north-northwest,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,18.7,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
24.03.2020 23:00,8.1,676.3,756.3,,11,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,30.0,-20.6,,,,,,
24.03.2020 20:00,11.8,675.5,756.0,0.7,27,Wind blowing from the north-northwest,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,18.7,,,2500 or more  or no clouds.,,,30.0,-6.6,No precipitation,12,,,,
24.03.2020 17:00,17.6,674.8,753.9,,18,Wind blowing from the north-northwest,5,,9,10%  or less  but not 0, ,,,8.2,20.4,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,6,,,,
24.03.2020 14:00,18.1,676.2,755.1,,16,Wind blowing from the north-west,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,20.7,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,12,,,,
24.03.2020 11:00,15.5,677.8,757.1,,19,Wind blowing from the west-northwest,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,19.0,-8.0,,,,,,
24.03.2020 08:00,8.2,677.7,757.5,,32,Wind blowing from the west-southwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,20.7,,,2500 or more  or no clouds.,,,30.0,-7.5,No precipitation,12,,,,
24.03.2020 05:00,11.1,677.4,756.4,,24,Wind blowing from the north-northeast,1,,7,, ,,,7.5,20.7,,,,,,30.0,-8.7,No precipitation,6,,,,
24.03.2020 02:00,13.2,678.7,757.6,-0.1,22,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,20.7,,,2500 or more  or no clouds.,,,30.0,-8.0,No precipitation,12,,,,
23.03.2020 23:00,14.7,678.8,758.2,,21,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,30.0,-7.4,,,,,,
23.03.2020 20:00,17.8,678.7,758.6,,15,Wind blowing from the west,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,20.7,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,12,,,,
23.03.2020 17:00,20.1,679.0,758.2,,13,Wind blowing from the west,4,,8,20–30%., ,,,7.5,20.7,,,1500-2000,,,30.0,-9.2,No precipitation,6,,,,
23.03.2020 14:00,19.4,680.5,759.7,-1.7,16,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,19.6,,,,,,25.0,-7.1,No precipitation,12,,,,
23.03.2020 11:00,15.3,682.2,762.0,,23,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,27.0,-5.7,,,,,,
23.03.2020 08:00,8.6,682.0,762.6,,32,Wind blowing from the west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,19.6,,,2500 or more  or no clouds.,,,21.0,-7.2,No precipitation,12,,,,
23.03.2020 05:00,11.1,681.4,761.1,,26,Wind blowing from the south-east,1,,13,, ,,,5.7,19.6,,,,,,30.0,-7.7,No precipitation,6,,,,
23.03.2020 02:00,13.8,681.7,761.1,,17,Wind blowing from the east,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.6,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,12,,,,
22.03.2020 23:00,14.4,681.6,761.5,,18,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,25.0,-9.6,,,,,,
22.03.2020 20:00,16.0,680.4,761.1,0.7,16,Wind blowing from the north-east,1,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.6,,,2500 or more  or no clouds.,,,18.0,-9.8,No precipitation,12,,,,
22.03.2020 17:00,19.2,679.7,759.9,,12,Wind blowing from the east-northeast,2,,10,90  or more  but not 100%, ,,,5.7,19.6,,,1500-2000,,,11.0,-10.9,No precipitation,6,,,,
22.03.2020 14:00,18.7,680.5,760.6,-1.4,11,Wind blowing from the east,6,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.4,,,2500 or more  or no clouds.,,,5.0,-12.4,No precipitation,12,,,,
22.03.2020 11:00,14.5,681.9,762.2,,14,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,9.0,-12.7,,,,,,
22.03.2020 08:00,6.3,681.4,762.5,0.6,26,Wind blowing from the east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,17.7,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
22.03.2020 05:00,6.1,680.8,761.3,,26,Wind blowing from the east-northeast,2,,5,, ,,,3.6,17.7,,,,,,30.0,-12.0,No precipitation,6,,,,
22.03.2020 02:00,7.5,681.3,762.0,-0.2,25,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,17.7,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
21.03.2020 23:00,11.5,681.5,762.4,,21,Wind blowing from the east,4,,,, ,,,,,,,,,,30.0,-10.1,,,,,,
21.03.2020 20:00,14.4,680.5,761.8,,21,Wind blowing from the east-northeast,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,17.7,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,12,,,,
21.03.2020 17:00,17.5,679.9,760.5,,15,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%, ,,,3.6,19.5,,,2500 or more  or no clouds.,,,30.0,-9.4,No precipitation,6,,,,
21.03.2020 14:00,15.5,680.8,761.3,,16,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,19.5,,,2500 or more  or no clouds.,,,12.0,-10.2,No precipitation,12,,,,
21.03.2020 11:00,10.7,681.8,762.7,,31,Wind blowing from the east,5,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,19.5,,,,,,5.0,-5.7,No precipitation,6,,,,
21.03.2020 08:00,4.4,681.2,762.3,,44,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,19.5,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
21.03.2020 05:00,5.0,679.8,760.1,,39,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,30.0,-8.1,,,,,,
21.03.2020 02:00,8.2,679.1,759.1,0.8,30,Wind blowing from the east,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,19.5,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
20.03.2020 23:00,11.6,678.3,758.3,,25,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,30.0,-7.8,,,,,,
20.03.2020 20:00,15.9,676.7,757.1,1.3,19,Wind blowing from the north-west,3,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,19.5,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
20.03.2020 17:00,19.3,675.4,754.9,,18,Wind blowing from the west,5,,14,40%., ,,,5.1,19.5,,,1500-2000,,,19.0,-5.6,No precipitation,6,,,,
20.03.2020 14:00,18.1,676.3,755.7,-1.4,19,Wind blowing from the west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,19.8,,,,,,16.0,-5.9,No precipitation,12,,,,
20.03.2020 11:00,13.4,677.7,757.5,,30,Wind blowing from the west,4,,,no clouds, ,,,,,,,,,,30.0,-3.8,,,,,,
20.03.2020 08:00,5.7,677.2,757.4,,49,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,19.8,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,12,,,,
20.03.2020 05:00,7.1,676.8,756.4,,44,Wind blowing from the west,3,,15,, ,,,3.9,19.8,,,,,,30.0,-4.3,No precipitation,6,,,,
20.03.2020 02:00,9.6,677.0,756.6,,36,Wind blowing from the west,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,19.8,,,2500 or more  or no clouds.,,,30.0,-4.7,No precipitation,12,,,,
19.03.2020 23:00,13.0,677.0,756.7,,28,Wind blowing from the west,4,,,, ,,,,,,,,,,30.0,-5.1,,,,,,
19.03.2020 20:00,16.8,676.0,756.4,,20,Wind blowing from the west,5,,,no clouds, ,,,,,,,,,,12.0,-6.3,,,,,,
19.03.2020 17:00,19.3,675.6,755.2,,18,Wind blowing from the west,7,,14,10%  or less  but not 0, ,,,3.9,19.8,,,2500 or more  or no clouds.,,,12.0,-5.6,No precipitation,6,,,,
