Local time in Huma,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,-5.3,741.1,757.9,-0.5,52,Wind blowing from the north-west,6,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,,,,2500 or more  or no clouds.,,,22.0,-13.8,No precipitation,12,,,,
27.03.2020 11:00,-6.3,741.6,758.2,-0.2,48,Wind blowing from the west-northwest,9,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.8,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
27.03.2020 08:00,-8.4,741.8,758.5,0.1,42,Wind blowing from the west-northwest,9,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.8,,,600-1000,,,30.0,-19.0,No precipitation,12,,,,
27.03.2020 05:00,-8.9,741.7,758.4,0.6,41,Wind blowing from the west-northwest,7,,11,,Cloud development not observed or not observable. ,,,-8.9,2.4,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
27.03.2020 02:00,-6.2,741.1,757.6,0.6,58,Wind blowing from the north-west,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,3.2,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
26.03.2020 23:00,-3.6,740.5,757.0,0.3,53,Wind blowing from the north-west,3,,13,,Cloud development not observed or not observable. ,,,-6.5,6.5,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,12,,,,
26.03.2020 20:00,-3.8,740.2,756.7,1.7,55,Wind blowing from the west-southwest,2,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.2,,,1500-2000,,,30.0,-11.7,No precipitation,12,,,,
26.03.2020 17:00,-0.3,738.5,754.8,,48,Wind blowing from the west,6,,,90  or more  but not 100%, ,,,-0.7,,,,,,,30.0,-10.2,No precipitation,6,,,,
26.03.2020 14:00,0.7,736.9,753.0,0.6,38,Wind blowing from the west-southwest,9,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.1,,,600-1000,,,30.0,-12.0,No precipitation,12,,,,
26.03.2020 11:00,1.3,736.3,752.4,,44,Wind blowing from the south-west,6,,13,20–30%., ,,,-0.7,8.1,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,6,,,,
26.03.2020 08:00,-0.3,736.3,752.3,1.0,44,Wind blowing from the south-west,7,,13,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,8.1,,,,,,30.0,-11.1,2.0,12,,,,
26.03.2020 05:00,2.3,735.3,751.2,,47,Wind blowing from the south-west,7,,10,, ,,,-7.0,8.1,,,,,,30.0,-8.1,2.0,6,,,,
26.03.2020 02:00,3.2,735.1,751.1,0.6,80,Wind blowing from the south-west,5,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.1,,,2500 or more  or no clouds.,,,13.0,0.1,2.0,12,,,,
25.03.2020 23:00,4.9,734.5,750.4,,68,Wind blowing from the south-southeast,3,,,, ,,,,8.1,,,,,,14.0,-0.5,No precipitation,6,,,,
25.03.2020 20:00,7.2,734.9,751.0,,51,Wind blowing from the south-east,4,,10,90  or more  but not 100%, ,,,-8.0,8.1,,,,,,28.0,-2.3,No precipitation,6,,,,
25.03.2020 17:00,7.8,735.4,751.6,,50,Wind blowing from the south-east,4,,10,90  or more  but not 100%, ,,,-8.0,9.3,,,,,,27.0,-2.0,No precipitation,6,,,,
25.03.2020 14:00,6.1,737.2,753.4,-2.0,51,Wind blowing from the south-east,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,9.7,,,2500 or more  or no clouds.,,,30.0,-3.5,No precipitation,12,,,,
25.03.2020 11:00,5.4,739.2,755.5,,52,Wind blowing from the south-east,4,,6,100%., ,,,-8.0,9.7,,,2500 or more  or no clouds.,,,23.0,-3.9,No precipitation,6,,,,
25.03.2020 08:00,-2.9,740.7,757.1,-0.5,85,Wind blowing from the south-west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,9.7,,,2500 or more  or no clouds.,,,17.0,-5.1,No precipitation,12,,,,
25.03.2020 05:00,-6.2,741.2,757.5,,92,Wind blowing from the south,2,,4,, ,,,-11.7,9.7,,,,,,9.0,-7.3,No precipitation,6,,,,
25.03.2020 02:00,-6.6,742.0,758.3,-0.4,94,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,9.7,,,2500 or more  or no clouds.,,,10.0,-7.4,No precipitation,12,,,,
24.03.2020 23:00,-3.6,742.4,758.8,,84,Wind blowing from the west-northwest,1,,,, ,,,,9.7,,,,,,13.0,-5.9,No precipitation,6,,,,
24.03.2020 20:00,0.9,742.2,758.7,1.5,71,Wind blowing from the south,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.7,,,600-1000,,,16.0,-3.9,No precipitation,12,,,,
24.03.2020 17:00,9.3,740.7,757.1,,35,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,-12.8,9.7,,,600-1000,,,30.0,-5.4,No precipitation,6,,,,
24.03.2020 14:00,9.2,740.6,757.0,,36,Wind blowing from the east-southeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,9.4,,,2500 or more  or no clouds.,,,30.0,-5.1,No precipitation,12,,,,
24.03.2020 11:00,5.6,742.0,758.5,,39,Wind blowing from the east-southeast,2,,5,60%., ,,,-12.8,5.6,,,2500 or more  or no clouds.,,,30.0,-7.3,No precipitation,6,,,,
24.03.2020 08:00,-5.8,743.2,760.0,,63,Wind blowing from the west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,,,,2500 or more  or no clouds.,,,28.0,-11.7,No precipitation,12,,,,
24.03.2020 05:00,-10.7,743.5,760.3,,69,Wind blowing from the south,2,,4,, ,,,-19.9,3.9,,,,,,30.0,-15.3,No precipitation,6,,,,
24.03.2020 02:00,-10.6,744.0,760.6,-1.6,68,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,3.9,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
23.03.2020 23:00,-9.1,745.6,762.3,,67,Wind blowing from the south-southwest,2,,,, ,,,,3.9,,,,,,30.0,-14.1,No precipitation,6,,,,
23.03.2020 20:00,-8.5,746.2,763.3,,58,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.9,,,,,,30.0,-15.3,No precipitation,12,,,,
23.03.2020 17:00,-0.8,746.4,763.5,,34,Wind blowing from the south-southwest,1,,7,20–30%., ,,,-19.9,3.9,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,6,,,,
23.03.2020 14:00,2.2,747.0,763.8,-1.0,33,Wind blowing from the north,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,2.3,,,,,,30.0,-12.4,No precipitation,12,,,,
23.03.2020 11:00,-0.3,748.0,764.8,,31,Calm  no wind,0,,,no clouds, ,,,-19.9,0.3,,,,,,30.0,-15.4,No precipitation,6,,,,
23.03.2020 08:00,-11.9,748.3,765.4,,57,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,0.3,,,,,,30.0,-18.7,No precipitation,12,,,,
23.03.2020 05:00,-19.6,747.0,764.2,,73,Wind blowing from the west,1,,7,, ,,,-19.9,0.3,,,,,,30.0,-23.2,No precipitation,6,,,,
23.03.2020 02:00,-11.7,745.9,762.7,,55,Wind blowing from the north,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,0.3,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
22.03.2020 23:00,-8.3,745.0,761.8,,54,Wind blowing from the north-northeast,1,,,, ,,,-18.0,0.3,,,,,,19.0,-16.0,No precipitation,6,,,,
22.03.2020 20:00,-7.4,744.2,761.2,,52,Wind blowing from the north,1,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,0.3,,,,,,18.0,-15.6,No precipitation,12,,,,
22.03.2020 17:00,-2.8,742.5,759.4,,44,Wind blowing from the north-northwest,5,,14,no clouds, ,,,-18.0,0.3,,,,,,30.0,-13.4,No precipitation,6,,,,
22.03.2020 14:00,0.2,741.1,757.9,-0.3,37,Wind blowing from the north-northwest,8,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,2.2,,,600-1000,,,30.0,-12.8,No precipitation,12,,,,
22.03.2020 11:00,-0.9,741.4,758.2,,36,Wind blowing from the north-west,7,,13,no clouds, ,,,-18.0,2.2,,,,,,30.0,-14.1,No precipitation,6,,,,
22.03.2020 08:00,-11.9,742.0,758.9,0.3,79,Wind blowing from the south-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,2.2,,,,,,9.0,-14.8,No precipitation,12,,,,
22.03.2020 05:00,-13.5,741.7,758.5,,83,Wind blowing from the south,1,,5,, ,,,-18.0,2.2,,,,,,30.0,-15.8,No precipitation,6,,,,
22.03.2020 02:00,-17.8,741.5,758.4,-0.1,76,Wind blowing from the north-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,2.2,,,2500 or more  or no clouds.,,,26.0,-21.0,No precipitation,12,,,,
21.03.2020 23:00,-11.0,741.6,758.3,,69,Wind blowing from the south,1,,,, ,,,-12.5,2.2,,,,,,30.0,-15.7,No precipitation,6,,,,
21.03.2020 20:00,-6.1,741.3,757.9,,51,Wind blowing from the north,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,2.2,,,,,,14.0,-14.8,No precipitation,12,,,,
21.03.2020 17:00,-0.3,740.4,757.0,,38,Wind blowing from the north-northwest,3,,9,20–30%., ,,,-11.1,2.2,,,600-1000,,,30.0,-12.9,No precipitation,6,,,,
21.03.2020 14:00,1.6,739.9,756.5,-0.2,35,Wind blowing from the north,6,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,3.5,,,600-1000,,,30.0,-12.2,No precipitation,12,,,,
21.03.2020 11:00,0.5,740.1,756.6,,49,Wind blowing from the north,6,,8,90  or more  but not 100%, ,,,-11.1,3.5,,,,,,30.0,-9.0,No precipitation,6,,,,
21.03.2020 08:00,-2.0,739.8,756.3,,69,Wind blowing from the north-northwest,5,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,3.5,,,2500 or more  or no clouds.,,,11.0,-6.9,Trace of precipitation,12,,,,
21.03.2020 05:00,-7.1,738.8,755.3,,94,Wind blowing from the north-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,3.5,,,,,,13.0,-7.9,No precipitation,6,,,,
21.03.2020 02:00,-8.2,738.1,754.5,0.5,84,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.5,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
20.03.2020 23:00,-6.6,737.6,754.3,,68,Wind blowing from the north-northeast,2,,,, ,,,,3.5,,,,,,30.0,-11.5,No precipitation,6,,,,
20.03.2020 20:00,-4.4,736.9,753.7,1.4,63,Wind blowing from the north,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.5,,,2500 or more  or no clouds.,,,19.0,-10.4,No precipitation,12,,,,
20.03.2020 17:00,0.5,735.5,752.4,,49,Wind blowing from the north,2,,3,90  or more  but not 100%, ,,,-21.5,3.5,,,,,,30.0,-9.2,No precipitation,6,,,,
20.03.2020 14:00,3.3,734.8,751.6,-0.6,49,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,3.3,,,600-1000,,,30.0,-6.4,No precipitation,12,,,,
20.03.2020 11:00,-6.0,735.4,752.3,,73,Wind blowing from the west-southwest,1,,2,100%., ,,,-21.5,,,,2500 or more  or no clouds.,,,10.0,-10.2,No precipitation,6,,,,
20.03.2020 08:00,-13.3,735.7,752.8,0.5,86,Wind blowing from the south-west,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,,,,2500 or more  or no clouds.,,,10.0,-15.1,No precipitation,12,,,,
20.03.2020 05:00,-20.3,735.2,752.1,,82,Wind blowing from the north,1,,2,, ,,,-23.0,,,,,,,26.0,-22.6,No precipitation,6,,,,
20.03.2020 02:00,-19.0,735.3,752.0,,86,Wind blowing from the west,0,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.6,,,2500 or more  or no clouds.,,,0.4,-20.8,No precipitation,12,,,,
19.03.2020 23:00,-14.9,735.7,752.5,,89,Wind blowing from the south-southeast,1,,,, ,,,,2.6,,,,,,17.0,-16.3,No precipitation,6,,,,
19.03.2020 20:00,-13.1,735.7,752.9,,72,Wind blowing from the north-west,1,,7,no clouds, ,,,,2.6,,,,,,30.0,-17.2,No precipitation,6,,,,
19.03.2020 17:00,0.8,735.4,752.2,,44,Wind blowing from the north,2,,7,no clouds, ,,,-23.0,2.6,,,,,,30.0,-10.1,No precipitation,6,,,,
19.03.2020 14:00,2.4,735.4,752.2,,41,Wind blowing from the north,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,,,,,,,30.0,-9.5,No precipitation,12,,,,
19.03.2020 11:00,-5.7,736.4,753.4,,92,Wind blowing from the north,2,,3,no clouds, ,,,-23.0,,,,,,,7.0,-6.8,No precipitation,6,,,,
19.03.2020 08:00,-18.0,737.0,754.3,0.4,83,Wind blowing from the north,0,,,no clouds,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,,,,,,,6.0,-20.2,No precipitation,12,,,,
