Local time in Xainza,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 08:00,-6.3,432.0,760.1,-0.1,38,Wind blowing from the east-northeast,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,4.6,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
26.03.2020 05:00,-3.9,432.1,757.7,,39,Wind blowing from the north,5,,16,, ,,,-5.6,4.6,,,,,,30.0,-15.8,No precipitation,6,,,,
26.03.2020 02:00,-1.5,431.9,755.8,,29,Wind blowing from the north-west,5,,18,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.6,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
25.03.2020 20:00,1.9,429.4,754.9,0.4,27,Wind blowing from the north-northwest,7,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.6,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
25.03.2020 17:00,3.1,429.0,751.9,,22,Wind blowing from the west,9,,18,, ,,,-5.6,4.9,,,,,,30.0,-16.6,No precipitation,6,,,,
25.03.2020 14:00,2.7,430.5,753.6,-0.6,21,Wind blowing from the north-west,7,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.9,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
25.03.2020 11:00,1.8,431.1,753.7,,16,Wind blowing from the west,7,,12,, ,,,-5.6,4.9,,,,,,30.0,-21.4,No precipitation,6,,,,
25.03.2020 08:00,-5.2,430.7,756.4,0.5,23,Wind blowing from the north-northeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,4.9,,,2500 or more  or no clouds.,,,25.0,-23.1,No precipitation,12,,,,
25.03.2020 05:00,-3.3,430.2,753.6,,16,Wind blowing from the north-east,2,,12,, ,,,-11.4,4.9,,,,,,30.0,-25.6,No precipitation,6,,,,
25.03.2020 02:00,-1.7,430.9,755.7,,14,Wind blowing from the north-northeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.9,,,2500 or more  or no clouds.,,,30.0,-25.7,No precipitation,12,,,,
24.03.2020 20:00,2.7,430.7,760.3,,6,Wind blowing from the south-west,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,4.9,,,1500-2000,,,30.0,-31.4,No precipitation,12,,,,
24.03.2020 14:00,0.8,433.5,763.2,-1.2,19,Wind blowing from the north,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,1.1,,,1500-2000,,,30.0,-20.2,No precipitation,12,,,,
24.03.2020 11:00,-4.2,434.7,768.4,,38,Wind blowing from the north-northwest,1,,10,10%  or less  but not 0, ,,,-11.4,1.1,,,1500-2000,,,30.0,-16.4,No precipitation,6,,,,
24.03.2020 08:00,-10.3,433.8,771.6,0.5,57,Wind blowing from the east-northeast,1,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,1.1,,,1500-2000,,,30.0,-17.2,No precipitation,12,,,,
24.03.2020 05:00,-8.0,433.3,767.3,,53,Wind blowing from the east-northeast,2,,16,, ,,,-8.1,1.1,,,,,,30.0,-16.1,No precipitation,6,,,,
24.03.2020 02:00,-5.7,433.2,765.3,,68,Wind blowing from the north-northeast,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,1.1,,,2500 or more  or no clouds.,,,30.0,-10.7,0.2,12,,,,
23.03.2020 20:00,-4.7,430.9,763.0,0.6,64,Wind blowing from the north-west,8,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,1.1,,,2500 or more  or no clouds.,,,30.0,-10.5,0.2,12,,,,
23.03.2020 17:00,-2.6,430.3,760.3,,56,Wind blowing from the north-northwest,10,,17,, ,,,-7.6,2.6,,,,,,30.0,-10.2,0.2,6,,,,
23.03.2020 14:00,-2.5,431.1,762.7,-0.3,47,Wind blowing from the north,3,,12,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.9,,,2500 or more  or no clouds.,,,10.0,-12.3,Trace of precipitation,12,,,,
23.03.2020 11:00,-2.8,431.4,760.6,,50,Wind blowing from the south,1,,10,, ,,,-7.6,2.9,,,,,,30.0,-12.0,Trace of precipitation,6,,,,
23.03.2020 08:00,-5.9,430.5,757.9,0.0,71,Wind blowing from the south-southeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,2.9,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,12,,,,
23.03.2020 05:00,-5.8,430.5,757.0,,64,Wind blowing from the south-southwest,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-15.0,2.9,,,,,,28.0,-11.5,No precipitation,6,,,,
23.03.2020 02:00,-7.2,430.9,760.1,,40,Wind blowing from the north-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,2.9,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
22.03.2020 20:00,0.9,429.7,763.3,-0.4,6,Wind blowing from the east-southeast,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,2.9,,,2500 or more  or no clouds.,,,30.0,-32.8,No precipitation,12,,,,
22.03.2020 17:00,2.0,430.1,761.9,,12,Wind blowing from the east,4,,13,60%., ,,,-15.0,2.9,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,6,,,,
22.03.2020 14:00,0.4,431.7,763.3,-1.0,14,Wind blowing from the south-southwest,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.6,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,12,,,,
22.03.2020 11:00,-6.1,432.7,766.7,,49,Calm  no wind,0,,,, ,,,-15.0,-0.4,,,,,,30.0,-15.3,No precipitation,6,,,,
22.03.2020 08:00,-14.6,432.0,771.6,0.3,74,Wind blowing from the north-east,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-0.4,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
22.03.2020 05:00,-13.0,431.7,768.7,,72,Wind blowing from the south-west,0,,13,, ,,,-13.0,-0.4,,,,,,30.0,-17.0,No precipitation,6,,,,
22.03.2020 02:00,-9.5,432.1,765.2,,66,Wind blowing from the north-northeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-0.4,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
21.03.2020 20:00,-4.2,430.6,766.7,0.4,42,Wind blowing from the south,2,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-0.4,,,1500-2000,,,30.0,-15.2,No precipitation,12,,,,
21.03.2020 17:00,-3.0,430.2,763.3,,36,Wind blowing from the north-west,9,,12,100%., ,,,-13.0,-0.4,,,1000-1500,,,30.0,-16.0,No precipitation,6,,,,
21.03.2020 14:00,-1.1,430.6,761.2,-0.8,18,Wind blowing from the south-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-0.1,,,2000-2500,,,30.0,-22.4,No precipitation,12,,,,
21.03.2020 11:00,-5.5,431.4,764.9,,33,Wind blowing from the west,2,,7,40%., ,,,-13.0,0.3,,,2000-2500,,,30.0,-19.2,No precipitation,6,,,,
21.03.2020 08:00,-11.7,430.4,766.3,0.7,51,Wind blowing from the north,0,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,0.3,,,2000-2500,,,30.0,-20.0,No precipitation,12,,,,
21.03.2020 05:00,-9.6,429.7,761.3,,45,Wind blowing from the east,1,,16,, ,,,-10.1,0.3,,,,,,30.0,-19.3,No precipitation,6,,,,
21.03.2020 02:00,-7.7,430.2,760.1,,45,Wind blowing from the north,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.3,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
20.03.2020 20:00,-4.1,428.7,760.8,0.7,32,Wind blowing from the north-west,4,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.3,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
20.03.2020 17:00,-1.5,428.0,757.4,,14,Wind blowing from the north-northwest,7,,17,90  or more  but not 100%, ,,,-10.1,1.3,,,,,,30.0,-25.6,No precipitation,6,,,,
20.03.2020 14:00,-0.6,429.1,756.3,-1.1,11,Wind blowing from the west-northwest,7,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.3,,,2500 or more  or no clouds.,,,30.0,-27.5,No precipitation,12,,,,
20.03.2020 11:00,-4.2,430.2,759.5,,18,Wind blowing from the west-northwest,8,,,90  or more  but not 100%, ,,,-10.1,1.3,,,,,,30.0,-25.0,No precipitation,6,,,,
20.03.2020 08:00,-8.5,429.3,759.7,0.7,21,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.3,,,2500 or more  or no clouds.,,,30.0,-26.9,No precipitation,12,,,,
20.03.2020 05:00,-8.5,428.6,757.0,,26,Wind blowing from the north-northeast,3,,16,, ,,,-8.5,1.3,,,,,,30.0,-24.6,No precipitation,6,,,,
20.03.2020 02:00,-5.3,429.0,756.1,,21,Wind blowing from the west-northwest,6,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,1.3,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
19.03.2020 20:00,-1.4,427.8,755.1,,11,Wind blowing from the west-northwest,5,,17,90  or more  but not 100%, ,,,-6.5,1.3,,,,,,30.0,-28.1,No precipitation,6,,,,
19.03.2020 17:00,0.4,427.8,752.9,,10,Wind blowing from the west-northwest,8,,17,90  or more  but not 100%, ,,,-6.5,2.1,,,,,,30.0,-27.7,No precipitation,6,,,,
19.03.2020 14:00,-0.7,429.3,754.6,-0.9,14,Wind blowing from the north-northwest,7,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,3.3,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
19.03.2020 11:00,-4.3,430.2,758.2,,19,Wind blowing from the west-northwest,9,,,20–30%., ,,,-6.5,,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,6,,,,
19.03.2020 08:00,-5.9,429.0,755.7,0.2,15,Wind blowing from the west,8,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,3.3,,,2500 or more  or no clouds.,,,30.0,-28.4,No precipitation,12,,,,
19.03.2020 05:00,-5.0,428.8,753.7,,21,Wind blowing from the west-northwest,5,,9,, ,,,-14.5,3.3,,,,,,30.0,-24.0,No precipitation,6,,,,
19.03.2020 02:00,-2.7,429.1,753.8,,21,Wind blowing from the south-southeast,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
18.03.2020 20:00,0.6,429.0,762.1,-0.6,9,Wind blowing from the east,2,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,3.3,,,2000-2500,,,30.0,-28.7,No precipitation,12,,,,
18.03.2020 17:00,1.8,429.6,760.7,,5,Wind blowing from the west-northwest,1,,11,100%., ,,,-14.5,3.8,,,1500-2000,,,30.0,-34.0,No precipitation,6,,,,
18.03.2020 14:00,0.1,431.5,762.4,-1.4,8,Wind blowing from the south-west,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,3.8,,,2000-2500,,,30.0,-30.4,No precipitation,12,,,,
18.03.2020 11:00,-5.2,432.9,766.0,,14,Wind blowing from the south,4,,7,no clouds, ,,,-14.5,3.8,,,,,,30.0,-28.6,No precipitation,6,,,,
18.03.2020 08:00,-14.3,432.4,768.4,0.4,37,Wind blowing from the south-west,1,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,3.8,,,,,,30.0,-25.8,No precipitation,12,,,,
18.03.2020 05:00,-12.4,432.0,764.0,,29,Wind blowing from the south-east,1,,14,, ,,,-15.5,3.8,,,,,,30.0,-26.8,No precipitation,6,,,,
18.03.2020 02:00,-8.5,432.7,763.9,,18,Wind blowing from the south-southeast,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,3.8,,,2500 or more  or no clouds.,,,30.0,-28.6,No precipitation,12,,,,
17.03.2020 20:00,0.3,430.1,764.8,0.2,22,Wind blowing from the north-west,4,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,3.8,,,1000-1500,,,30.0,-18.9,No precipitation,12,,,,
17.03.2020 17:00,3.1,429.9,761.2,,6,Wind blowing from the north-northwest,7,,14,40%., ,,,-15.5,3.5,,,1500-2000,,,30.0,-31.1,No precipitation,6,,,,
17.03.2020 14:00,1.0,431.4,763.6,-1.0,8,Wind blowing from the north-northwest,8,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.1,,,1000-1500,,,30.0,-29.7,No precipitation,12,,,,
