Local time in Hotan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 14:00,11.6,649.5,764.7,-0.7,19,Wind blowing from the east-northeast,1,,3,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.4,,,2500 or more  or no clouds.,,,0.8,-11.2,No precipitation,12,,,,
27.03.2020 11:00,10.1,650.2,765.5,0.4,22,Wind blowing from the north-northwest,1,,3,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,14.4,,,2500 or more  or no clouds.,,,0.7,-10.7,No precipitation,12,,,,
27.03.2020 08:00,10.1,649.8,764.8,0.2,24,Wind blowing from the north-west,1,,3,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.4,,,2500 or more  or no clouds.,,,0.7,-9.6,No precipitation,12,,,,
27.03.2020 05:00,10.7,649.6,764.5,-0.5,17,Wind blowing from the east-northeast,1,,5,,Haze. ,,,8.6,14.4,,,2500 or more  or no clouds.,,,0.7,-13.4,No precipitation,12,,,,
27.03.2020 02:00,11.5,650.1,765.0,0.7,18,Wind blowing from the north,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.5,,,2500 or more  or no clouds.,,,0.6,-12.0,No precipitation,12,,,,
26.03.2020 23:00,13.2,649.4,764.6,1.4,17,Wind blowing from the north-northwest,2,,7,,Haze. ,,,8.6,18.0,,,2500 or more  or no clouds.,,,0.4,-11.3,No precipitation,12,,,,
26.03.2020 20:00,13.9,648.0,762.9,0.5,13,Wind blowing from the north,1,,7,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,20.8,,,2500 or more  or no clouds.,,,0.4,-14.1,No precipitation,12,,,,
26.03.2020 17:00,14.0,647.5,761.6,,13,Wind blowing from the north,3,,7,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,23.3,,,,,,0.4,-14.0,No precipitation,6,,,,
26.03.2020 14:00,13.6,648.2,761.8,0.4,17,Wind blowing from the north,4,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,23.3,,,2500 or more  or no clouds.,,,0.5,-11.0,No precipitation,12,,,,
26.03.2020 11:00,9.7,647.8,761.7,,19,Wind blowing from the south,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,23.3,,,,,,0.4,-12.8,No precipitation,6,,,,
26.03.2020 08:00,9.3,646.4,759.6,1.4,18,Wind blowing from the north-east,2,,5,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,23.3,,,2500 or more  or no clouds.,,,0.5,-13.8,No precipitation,12,,,,
26.03.2020 05:00,12.6,645.0,756.8,,15,Wind blowing from the east,2,,,,Haze. ,,,11.4,23.3,,,,,,1.3,-13.4,No precipitation,6,,,,
26.03.2020 02:00,15.6,643.9,755.5,1.5,13,Wind blowing from the east-northeast,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,23.3,,,2500 or more  or no clouds.,,,2.1,-12.7,No precipitation,12,,,,
25.03.2020 23:00,18.0,642.4,754.3,,12,Wind blowing from the east,2,,7,,Haze. ,,,11.4,23.3,,,,,,1.5,-11.8,No precipitation,6,,,,
25.03.2020 20:00,20.8,640.8,752.3,,11,Wind blowing from the north,2,,7,90  or more  but not 100%, ,,,11.4,23.3,,,,,,12.0,-10.7,No precipitation,6,,,,
25.03.2020 17:00,22.6,640.5,751.6,,11,Calm  no wind,0,,,60%., ,,,11.4,22.9,,,2500 or more  or no clouds.,,,14.0,-9.3,No precipitation,6,,,,
25.03.2020 14:00,20.0,641.7,753.1,-0.3,12,Wind blowing from the north-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,21.4,,,,,,12.0,-10.3,No precipitation,12,,,,
25.03.2020 11:00,14.8,642.0,754.0,,18,Wind blowing from the west,2,,6,20–30%., ,,,11.4,21.4,,,2500 or more  or no clouds.,,,5.0,-9.3,No precipitation,6,,,,
25.03.2020 08:00,12.5,640.3,751.9,1.3,18,Wind blowing from the south-west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,21.4,,,2500 or more  or no clouds.,,,8.0,-11.2,No precipitation,12,,,,
25.03.2020 05:00,12.6,639.0,750.1,,18,Wind blowing from the west,3,,6,, ,,,12.0,21.4,,,,,,10.0,-11.1,No precipitation,6,,,,
25.03.2020 02:00,14.7,639.0,750.3,0.2,19,Wind blowing from the west,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,21.4,,,2500 or more  or no clouds.,,,4.4,-8.7,No precipitation,12,,,,
24.03.2020 23:00,16.8,638.8,750.5,,17,Wind blowing from the south-west,1,,8,,Haze. ,,,12.0,21.4,,,,,,6.0,-8.4,No precipitation,6,,,,
24.03.2020 20:00,19.6,638.7,750.1,0.4,13,Wind blowing from the west-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,21.8,,,2500 or more  or no clouds.,,,8.0,-9.6,No precipitation,12,,,,
24.03.2020 17:00,21.1,638.3,749.1,,13,Wind blowing from the north-northwest,3,,8,90  or more  but not 100%, ,,,12.0,24.6,,,,,,9.0,-8.4,No precipitation,6,,,,
24.03.2020 14:00,18.1,640.0,751.3,-0.9,16,Wind blowing from the north-west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,24.6,,,2500 or more  or no clouds.,,,11.0,-8.1,No precipitation,12,,,,
24.03.2020 11:00,14.1,640.9,752.5,,22,Wind blowing from the west-northwest,4,,8,90  or more  but not 100%, ,,,12.0,24.6,,,,,,10.0,-7.3,No precipitation,6,,,,
24.03.2020 08:00,12.4,640.4,751.6,-0.2,22,Wind blowing from the west,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,24.6,,,2500 or more  or no clouds.,,,10.0,-8.7,No precipitation,12,,,,
24.03.2020 05:00,13.7,640.6,751.2,,17,Wind blowing from the west,3,,8,, ,,,13.6,24.6,,,,,,8.0,-10.9,No precipitation,6,,,,
24.03.2020 02:00,15.7,641.5,752.3,-0.9,18,Wind blowing from the west-southwest,2,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,24.6,,,2500 or more  or no clouds.,,,4.5,-8.5,No precipitation,12,,,,
23.03.2020 23:00,18.3,642.4,753.7,,14,Wind blowing from the west-northwest,1,,8,, ,,,13.8,24.6,,,,,,11.0,-9.6,No precipitation,6,,,,
23.03.2020 20:00,21.8,642.1,753.4,-0.9,11,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,24.6,,,2500 or more  or no clouds.,,,10.0,-10.0,No precipitation,12,,,,
23.03.2020 17:00,23.7,643.0,753.9,,9,Wind blowing from the east,2,,8,90  or more  but not 100%, ,,,13.8,24.5,,,,,,10.0,-11.0,No precipitation,6,,,,
23.03.2020 14:00,22.0,644.8,756.3,-1.2,11,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,22.4,,,2500 or more  or no clouds.,,,6.0,-9.8,No precipitation,12,,,,
23.03.2020 11:00,17.5,646.0,758.2,,15,Wind blowing from the south,3,,7,90  or more  but not 100%, ,,,13.8,21.3,,,,,,5.0,-9.4,No precipitation,6,,,,
23.03.2020 08:00,14.0,646.2,758.5,,17,Wind blowing from the south,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,21.3,,,2500 or more  or no clouds.,,,6.0,-10.7,No precipitation,12,,,,
23.03.2020 05:00,14.2,646.6,758.8,,16,Wind blowing from the south-southwest,3,,8,, ,,,13.5,21.3,,,,,,10.0,-11.3,No precipitation,6,,,,
23.03.2020 02:00,14.6,647.3,760.0,,17,Wind blowing from the west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,21.3,,,2500 or more  or no clouds.,,,10.0,-10.2,No precipitation,12,,,,
22.03.2020 23:00,17.1,647.2,760.2,,14,Wind blowing from the west-southwest,3,,,,Haze. ,,,13.5,21.3,,,,,,6.0,-10.6,No precipitation,6,,,,
22.03.2020 20:00,19.8,646.0,758.4,0.4,11,Wind blowing from the west-northwest,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,23.7,,,2500 or more  or no clouds.,,,7.0,-11.5,No precipitation,12,,,,
22.03.2020 17:00,20.7,645.6,757.5,,11,Wind blowing from the north-west,5,,12,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,25.7,,,,,,4.0,-10.8,No precipitation,6,,,,
22.03.2020 14:00,18.4,646.5,758.8,0.1,14,Wind blowing from the west-northwest,5,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,,,,2500 or more  or no clouds.,,,3.1,-9.6,No precipitation,12,,,,
22.03.2020 11:00,14.7,646.4,758.9,,21,Wind blowing from the west-northwest,5,,10,90  or more  but not 100%, ,,,13.5,,,,,,,7.0,-7.4,No precipitation,6,,,,
22.03.2020 08:00,13.7,644.5,755.8,1.5,22,Wind blowing from the west-northwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,25.7,,,2500 or more  or no clouds.,,,8.0,-7.6,No precipitation,12,,,,
22.03.2020 05:00,14.8,643.0,753.5,,21,Wind blowing from the west-northwest,4,,8,, ,,,8.1,25.7,,,,,,9.0,-7.3,No precipitation,6,,,,
22.03.2020 02:00,15.9,643.3,754.2,1.8,20,Wind blowing from the north-west,3,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,25.7,,,2500 or more  or no clouds.,,,4.4,-7.0,No precipitation,12,,,,
21.03.2020 23:00,18.5,641.5,752.5,,9,Wind blowing from the north-east,1,,8,, ,,,8.1,25.7,,,,,,8.0,-15.0,No precipitation,6,,,,
21.03.2020 20:00,23.7,639.6,751.1,0.0,7,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,25.7,,,2500 or more  or no clouds.,,,11.0,-14.1,No precipitation,12,,,,
21.03.2020 17:00,25.5,639.6,749.6,,7,Wind blowing from the east-southeast,3,,8,90  or more  but not 100%, ,,,8.1,25.5,,,,,,20.0,-12.8,No precipitation,6,,,,
21.03.2020 14:00,22.3,641.3,752.3,-0.5,11,Wind blowing from the east-northeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,24.0,,,2500 or more  or no clouds.,,,16.0,-9.6,No precipitation,12,,,,
21.03.2020 11:00,17.7,641.8,753.1,,13,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,8.1,24.0,,,,,,14.0,-11.1,No precipitation,6,,,,
21.03.2020 08:00,8.6,640.7,752.7,0.1,28,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,24.0,,,,,,13.0,-8.9,No precipitation,12,,,,
21.03.2020 05:00,14.2,640.6,751.0,,17,Wind blowing from the south,3,,7,, ,,,10.7,24.0,,,,,,22.0,-10.5,No precipitation,6,,,,
21.03.2020 02:00,14.0,641.2,752.3,0.2,18,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,24.0,,,2500 or more  or no clouds.,,,20.0,-9.9,No precipitation,12,,,,
20.03.2020 23:00,17.5,641.0,752.5,,15,Wind blowing from the south-east,2,,,, ,,,10.7,24.0,,,,,,9.0,-9.4,No precipitation,6,,,,
20.03.2020 20:00,22.4,640.3,751.7,-0.4,11,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,24.0,,,,,,21.0,-9.5,No precipitation,12,,,,
20.03.2020 17:00,23.9,640.7,751.9,,11,Wind blowing from the north,2,,7,no clouds, ,,,10.7,23.9,,,,,,17.0,-8.3,No precipitation,6,,,,
20.03.2020 14:00,21.8,642.9,754.8,-1.0,13,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,21.8,,,,,,13.0,-7.8,No precipitation,12,,,,
20.03.2020 11:00,15.8,643.9,756.7,,17,Wind blowing from the south-southwest,2,,5,no clouds, ,,,10.7,20.8,,,,,,10.0,-9.2,No precipitation,6,,,,
20.03.2020 08:00,11.0,643.5,756.2,-0.2,22,Wind blowing from the south-west,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,20.8,,,2500 or more  or no clouds.,,,12.0,-9.9,No precipitation,12,,,,
20.03.2020 05:00,10.9,643.7,756.3,,22,Wind blowing from the south-southwest,2,,5,, ,,,5.6,20.8,,,,,,13.0,-10.0,No precipitation,6,,,,
20.03.2020 02:00,11.5,644.2,757.1,-0.2,21,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,20.8,,,2500 or more  or no clouds.,,,12.0,-10.1,No precipitation,12,,,,
19.03.2020 23:00,13.4,644.4,758.1,,19,Wind blowing from the south-east,1,,6,, ,,,5.6,20.8,,,,,,7.0,-9.8,No precipitation,6,,,,
19.03.2020 20:00,18.8,643.9,757.3,,12,Wind blowing from the north-east,2,,6,no clouds, ,,,5.6,20.8,,,,,,13.0,-11.2,No precipitation,6,,,,
19.03.2020 17:00,19.8,644.5,757.6,,12,Wind blowing from the north-northwest,3,,6,no clouds, ,,,5.6,20.1,,,,,,12.0,-10.4,No precipitation,6,,,,
19.03.2020 14:00,18.1,646.9,760.6,,14,Wind blowing from the north-northeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,18.6,,,2500 or more  or no clouds.,,,8.0,-9.8,No precipitation,12,,,,
