Local time in Shaowu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 23:00,18.5,742.3,761.3,1.3,95,Wind blowing from the south-southwest,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.3,27.1,,,2500 or more  or no clouds.,,,3.9,17.7,4.0,12,,,,
26.03.2020 20:00,19.6,741.0,760.2,1.6,91,Wind blowing from the south,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.1,,,1000-1500,,,9.0,18.1,4.0,12,,,,
26.03.2020 17:00,21.5,739.4,758.5,,81,Wind blowing from the west-southwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.1,,,,,,17.0,18.1,4.0,6,,,,
26.03.2020 14:00,26.8,739.3,758.2,-1.5,54,Wind blowing from the south-west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.1,,,2500 or more  or no clouds.,,,24.0,16.7,No precipitation,12,,,,
26.03.2020 11:00,26.3,740.8,759.8,,59,Wind blowing from the east,2,,3,70 – 80%., ,,,17.3,26.5,,,1000-1500,,,12.0,17.7,No precipitation,6,,,,
26.03.2020 08:00,18.0,741.2,760.4,1.0,96,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,,,,600-1000,,,1.7,17.4,Trace of precipitation,12,,,,
26.03.2020 05:00,17.6,740.2,759.1,,96,Wind blowing from the south-east,1,,3,,Mist. ,,,17.3,26.5,,,,,,2.1,17.0,No precipitation,6,,,,
26.03.2020 02:00,18.0,740.8,759.8,0.0,96,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.5,,,2500 or more  or no clouds.,,,2.8,17.4,No precipitation,12,,,,
25.03.2020 23:00,18.7,740.8,759.9,,95,Wind blowing from the south,1,,3,,Mist. ,,,17.4,26.5,,,,,,3.6,17.9,No precipitation,6,,,,
25.03.2020 20:00,20.5,739.9,759.1,,89,Wind blowing from the south,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.5,,,1000-1500,,,5.0,18.6,No precipitation,6,,,,
25.03.2020 17:00,25.6,739.3,758.2,,60,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,17.4,26.5,,,,,,18.0,17.3,No precipitation,6,,,,
25.03.2020 14:00,24.6,740.3,759.3,-2.6,63,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,24.8,,,2500 or more  or no clouds.,,,19.0,17.1,No precipitation,12,,,,
25.03.2020 11:00,20.7,742.9,762.1,,72,Wind blowing from the north-east,1,,4,90  or more  but not 100%, ,,,17.4,22.5,,,,,,18.0,15.5,No precipitation,6,,,,
25.03.2020 08:00,17.8,742.9,762.2,0.5,85,Wind blowing from the east-northeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,,,,2500 or more  or no clouds.,,,13.0,15.2,No precipitation,12,,,,
25.03.2020 05:00,17.6,742.4,761.7,,90,Wind blowing from the east-northeast,2,,5,, ,,,17.0,,,,,,,10.0,15.9,No precipitation,6,,,,
25.03.2020 02:00,18.1,742.6,761.8,-0.6,91,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.5,,,2500 or more  or no clouds.,,,7.0,16.6,2.0,12,,,,
24.03.2020 23:00,17.7,743.2,762.4,,92,Wind blowing from the east,1,,,, ,,,17.0,22.5,,,,,,8.0,16.4,No precipitation,6,,,,
24.03.2020 20:00,18.3,742.5,761.8,0.6,89,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.5,,,2500 or more  or no clouds.,,,13.0,16.5,2.0,12,,,,
24.03.2020 17:00,19.3,741.9,761.2,,86,Wind blowing from the south-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,17.0,22.5,,,1000-1500,,,13.0,16.9,2.0,6,,,,
24.03.2020 14:00,20.9,742.8,762.0,,79,Wind blowing from the south-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.5,,,1000-1500,,,11.0,17.1,0.3,12,,,,
24.03.2020 11:00,21.5,744.0,763.2,,74,Wind blowing from the east-southeast,1,,2,90  or more  but not 100%, ,,,17.0,23.8,,,,,,18.0,16.7,No precipitation,6,,,,
24.03.2020 08:00,18.2,743.5,762.7,,94,Wind blowing from the south-east,1,,2,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,23.8,,,2500 or more  or no clouds.,,,4.4,17.2,No precipitation,12,,,,
24.03.2020 05:00,17.1,742.5,761.7,,97,Wind blowing from the south,1,,2,,Mist. ,,,17.0,23.8,,,,,,1.0,16.6,No precipitation,6,,,,
24.03.2020 02:00,17.9,743.4,762.6,-0.3,96,Wind blowing from the south-southeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,23.8,,,2500 or more  or no clouds.,,,1.9,17.3,0.3,12,,,,
23.03.2020 23:00,18.3,743.7,762.9,,97,Wind blowing from the west-southwest,0,,4,,Fog or ice fog. ,,,17.8,23.8,,,,,,1.1,17.8,No precipitation,6,,,,
23.03.2020 20:00,20.1,742.7,761.9,,93,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,23.8,,,2500 or more  or no clouds.,,,4.9,18.9,0.9,12,,,,
23.03.2020 17:00,22.3,741.4,760.6,,82,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,23.8,,,2500 or more  or no clouds.,,,8.0,19.1,0.5,6,,,,
23.03.2020 14:00,21.6,742.3,761.4,-1.7,83,Wind blowing from the south-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,28.9,,,600-1000,,,8.0,18.6,4.0,12,,,,
23.03.2020 11:00,22.0,744.0,763.2,,78,Wind blowing from the east-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,1000-1500,,,8.0,18.0,4.0,6,,,,
23.03.2020 08:00,18.2,743.7,763.0,,96,Wind blowing from the north-east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,600-1000,,,2.7,17.6,4.0,12,,,,
23.03.2020 05:00,18.0,742.4,761.7,,96,Wind blowing from the east,1,,3,,Mist. ,,,17.8,,,,,,,2.4,17.4,0.3,6,,,,
23.03.2020 02:00,18.3,742.3,761.2,-0.7,96,Wind blowing from the south-east,1,,17,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,30.4,,,2500 or more  or no clouds.,,,1.7,17.7,35.0,12,,,,
22.03.2020 23:00,18.7,743.0,762.1,,96,Wind blowing from the south,1,,17,,Mist. ,,,18.2,30.4,,,,,,1.9,18.0,3.0,6,,,,
22.03.2020 20:00,18.9,742.2,761.4,,95,Wind blowing from the east,1,,17,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,30.4,,,600-1000,,,3.5,18.1,35.0,12,,,,
22.03.2020 17:00,19.1,740.5,759.7,,94,Wind blowing from the east-southeast,1,,17,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,30.4,,,600-1000,,,2.0,18.1,32.0,6,,,,
22.03.2020 14:00,28.9,738.0,756.7,-3.1,53,Wind blowing from the south,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,30.4,,,600-1000,,,16.0,18.4,No precipitation,12,,,,
22.03.2020 11:00,26.1,741.1,760.0,,64,Wind blowing from the north-northwest,1,,2,100%., ,,,18.2,26.5,,,600-1000,,,11.0,18.8,No precipitation,6,,,,
22.03.2020 08:00,19.1,740.8,759.9,1.2,93,Wind blowing from the north-northeast,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,,,,600-1000,,,4.6,17.9,No precipitation,12,,,,
22.03.2020 05:00,18.7,739.6,758.6,,93,Wind blowing from the north-east,1,,4,,Mist. ,,,16.2,23.8,,,,,,4.4,17.5,No precipitation,6,,,,
22.03.2020 02:00,19.1,739.6,758.5,-0.4,91,Wind blowing from the west-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.8,,,2500 or more  or no clouds.,,,7.0,17.6,No precipitation,12,,,,
21.03.2020 23:00,19.6,740.0,759.1,,89,Wind blowing from the north-west,1,,4,,Mist. ,,,16.2,23.8,,,,,,6.0,17.7,No precipitation,6,,,,
21.03.2020 20:00,20.6,739.8,759.0,,83,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.8,,,1000-1500,,,6.0,17.6,Trace of precipitation,12,,,,
21.03.2020 17:00,22.9,738.9,758.0,,69,Wind blowing from the north-east,2,,4,70 – 80%., ,,,16.2,23.8,,,1000-1500,,,13.0,16.9,No precipitation,6,,,,
21.03.2020 14:00,23.6,740.1,759.2,-2.5,66,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.8,,,1000-1500,,,15.0,16.9,Trace of precipitation,12,,,,
21.03.2020 11:00,20.6,742.6,761.8,,69,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,20.6,,,1000-1500,,,11.0,14.7,No precipitation,6,,,,
21.03.2020 08:00,16.9,743.1,762.4,,88,Wind blowing from the north-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,6.0,14.9,No precipitation,12,,,,
21.03.2020 05:00,16.3,742.2,761.5,,91,Wind blowing from the west,1,,4,,Mist. ,,,13.3,19.6,,,,,,5.0,14.8,No precipitation,6,,,,
21.03.2020 02:00,16.4,742.6,761.8,-0.7,90,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.6,,,2500 or more  or no clouds.,,,6.0,14.8,No precipitation,12,,,,
20.03.2020 23:00,17.0,743.3,762.7,,85,Wind blowing from the east-northeast,1,,5,, ,,,13.3,19.6,,,,,,7.0,14.5,No precipitation,6,,,,
20.03.2020 20:00,17.3,742.6,762.0,0.7,83,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.6,,,1000-1500,,,13.0,14.4,Trace of precipitation,12,,,,
20.03.2020 17:00,18.6,741.9,761.3,,75,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.6,,,,,,17.0,14.1,No precipitation,6,,,,
20.03.2020 14:00,19.1,742.8,762.2,-1.6,73,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.5,,,1000-1500,,,20.0,14.2,No precipitation,12,,,,
20.03.2020 11:00,18.9,744.4,763.8,,76,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%, ,,,13.3,19.5,,,,,,10.0,14.6,No precipitation,6,,,,
20.03.2020 08:00,13.9,744.4,764.0,1.0,97,Wind blowing from the north,1,,4,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,100-200,,,2.3,13.4,No precipitation,12,,,,
20.03.2020 05:00,13.5,743.4,762.8,,97,Wind blowing from the east-northeast,2,,,,Mist. ,,,13.4,19.5,,,,,,1.6,13.0,No precipitation,6,,,,
20.03.2020 02:00,13.9,744.0,763.4,,97,Wind blowing from the east-northeast,2,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,19.5,,,2500 or more  or no clouds.,,,0.6,13.4,No precipitation,12,,,,
19.03.2020 23:00,14.0,744.5,764.1,,97,Wind blowing from the south-west,1,,2,,Mist. ,,,13.4,19.5,,,,,,1.9,13.5,No precipitation,6,,,,
19.03.2020 20:00,15.0,743.5,763.0,,93,Wind blowing from the south-southeast,1,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,19.5,,,1000-1500,,,2.8,13.9,No precipitation,6,,,,
19.03.2020 17:00,19.3,742.3,761.7,,72,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%, ,,,14.3,19.5,,,,,,11.0,14.1,No precipitation,6,,,,
19.03.2020 14:00,18.4,742.8,762.2,,77,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,18.6,,,1000-1500,,,9.0,14.3,0.6,12,,,,
19.03.2020 11:00,15.9,744.3,763.8,,91,Wind blowing from the east,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,16.8,,,600-1000,,,4.6,14.4,0.1,6,,,,
19.03.2020 08:00,14.7,742.8,762.3,1.0,96,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,600-1000,,,2.9,14.1,1.0,12,,,,
19.03.2020 05:00,14.3,741.8,761.2,,96,Wind blowing from the west-southwest,0,,2,,Rain (not freezing) not falling as shower(s). ,,,12.9,16.8,,,,,,3.1,13.7,1.0,6,,,,
19.03.2020 02:00,14.4,742.0,761.4,-0.6,96,Wind blowing from the south,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,16.8,,,2500 or more  or no clouds.,,,1.7,13.8,0.7,12,,,,
18.03.2020 23:00,14.6,742.6,762.1,,93,Wind blowing from the south-west,1,,2,,Mist. ,,,12.9,16.8,,,,,,6.0,13.5,No precipitation,6,,,,
18.03.2020 20:00,15.1,742.5,762.1,,89,Wind blowing from the south-west,1,,2,100%., ,,,12.9,16.8,,,1000-1500,,,8.0,13.3,No precipitation,6,,,,
18.03.2020 17:00,16.1,742.0,761.5,,85,Wind blowing from the west-southwest,1,,2,100%., ,,,12.9,16.8,,,600-1000,,,9.0,13.6,No precipitation,6,,,,
18.03.2020 14:00,16.4,742.6,762.1,,80,Wind blowing from the south-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,16.5,,,600-1000,,,8.0,12.9,1.0,12,,,,
18.03.2020 11:00,15.5,744.7,764.2,,85,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,15.5,,,600-1000,,,5.0,13.0,0.3,6,,,,
18.03.2020 08:00,13.3,744.8,764.5,0.9,95,Wind blowing from the west,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,600-1000,,,3.0,12.5,2.0,12,,,,
18.03.2020 05:00,12.9,743.9,763.6,,96,Wind blowing from the south-southwest,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.2,14.9,,,,,,1.2,12.3,1.0,6,,,,
18.03.2020 02:00,13.2,744.4,764.0,-1.3,95,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,14.9,,,2500 or more  or no clouds.,,,1.8,12.4,3.0,12,,,,
17.03.2020 23:00,13.2,745.7,765.4,,95,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.2,14.9,,,,,,2.8,12.4,0.6,6,,,,
17.03.2020 20:00,13.4,745.6,765.3,0.8,94,Wind blowing from the south-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,14.9,,,600-1000,,,3.0,12.5,3.0,12,,,,
17.03.2020 17:00,14.0,744.8,764.5,,90,Wind blowing from the south-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,12.2,16.2,,,600-1000,,,6.0,12.4,2.0,6,,,,
