Local time in Ankang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,10.8,742.0,768.0,1.9,82,Wind blowing from the south-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,22.2,,,600-1000,,,30.0,7.9,3.0,12,,,,
27.03.2020 05:00,13.6,740.1,765.9,-0.1,58,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,,,13.5,22.2,,,2500 or more  or no clouds.,,,30.0,5.5,0.4,12,,,,
27.03.2020 02:00,13.9,740.2,765.9,1.4,63,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,22.2,,,2500 or more  or no clouds.,,,30.0,7.0,0.4,12,,,,
26.03.2020 23:00,17.9,738.8,764.5,3.4,39,Wind blowing from the north-east,3,,7,,Cloud development not observed or not observable. ,,,15.0,22.2,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,12,,,,
26.03.2020 20:00,19.2,735.4,761.0,3.0,47,Wind blowing from the west,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,22.2,,,2500 or more  or no clouds.,,,13.0,7.6,No precipitation,12,,,,
26.03.2020 17:00,20.4,732.4,757.9,,47,Wind blowing from the west,3,,7,100%., ,,,15.0,24.5,,,2500 or more  or no clouds.,,,10.0,8.7,No precipitation,6,,,,
26.03.2020 14:00,21.7,732.1,757.4,-0.9,69,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,24.5,,,2500 or more  or no clouds.,,,15.0,15.8,No precipitation,12,,,,
26.03.2020 11:00,19.3,733.0,758.5,,76,Wind blowing from the north-west,2,,3,90  or more  but not 100%, ,,,15.0,24.5,,,,,,18.0,15.0,No precipitation,6,,,,
26.03.2020 08:00,15.6,731.4,756.8,1.3,91,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,24.5,,,2500 or more  or no clouds.,,,12.0,14.1,Trace of precipitation,12,,,,
26.03.2020 05:00,15.3,730.1,755.3,,92,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,13.0,14.0,,,,,,
26.03.2020 02:00,15.5,730.2,755.5,1.2,93,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,24.5,,,2500 or more  or no clouds.,,,9.0,14.4,No precipitation,12,,,,
25.03.2020 23:00,17.4,729.0,754.3,,86,Wind blowing from the south-southeast,1,,5,, ,,,14.9,24.5,,,,,,15.0,15.0,No precipitation,6,,,,
25.03.2020 20:00,20.5,727.0,752.3,,75,Wind blowing from the east,1,,,no clouds, ,,,14.9,24.5,,,,,,11.0,15.9,No precipitation,6,,,,
25.03.2020 17:00,24.3,726.7,751.8,,56,Wind blowing from the north,1,,,no clouds, ,,,,,,,,,,30.0,15.0,,,,,,
25.03.2020 14:00,21.2,728.8,754.0,-2.7,64,Wind blowing from the east-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,21.7,,,600-1000,,,26.0,14.1,No precipitation,12,,,,
25.03.2020 11:00,17.6,731.5,757.0,,80,Wind blowing from the west-southwest,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,,,,2500 or more  or no clouds.,,,9.0,14.1,No precipitation,6,,,,
25.03.2020 08:00,15.2,731.2,756.7,0.3,93,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,,,,2500 or more  or no clouds.,,,6.0,14.1,No precipitation,12,,,,
25.03.2020 05:00,14.9,730.9,756.5,,95,Wind blowing from the south-southeast,2,,3,,Mist. ,,,13.8,,,,,,,5.0,14.1,No precipitation,6,,,,
25.03.2020 02:00,15.1,732.1,757.5,-0.9,95,Wind blowing from the north-west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,21.7,,,2500 or more  or no clouds.,,,5.0,14.3,4.0,12,,,,
24.03.2020 23:00,15.5,733.0,758.6,,94,Wind blowing from the east,1,,6,,Mist. ,,,13.8,21.7,,,,,,5.0,14.5,2.0,6,,,,
24.03.2020 20:00,16.2,732.0,757.6,0.1,91,Wind blowing from the west-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,21.7,,,1500-2000,,,8.0,14.7,4.0,12,,,,
24.03.2020 17:00,17.4,731.9,757.6,,83,Wind blowing from the south,1,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,21.7,,,600-1000,,,4.5,14.5,2.0,6,,,,
24.03.2020 14:00,21.5,732.6,758.0,,57,Wind blowing from the south-east,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,21.5,,,1500-2000,,,22.0,12.6,No precipitation,12,,,,
24.03.2020 11:00,16.7,736.1,761.9,,75,Wind blowing from the east,1,,2,100%., ,,,13.8,20.3,,,2500 or more  or no clouds.,,,16.0,12.3,No precipitation,6,,,,
24.03.2020 08:00,14.5,736.1,761.9,,84,Wind blowing from the south-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,20.3,,,2500 or more  or no clouds.,,,17.0,11.8,No precipitation,12,,,,
24.03.2020 05:00,14.1,735.8,761.5,,85,Wind blowing from the south-southeast,0,,,, ,,,,,,,,,,18.0,11.6,,,,,,
24.03.2020 02:00,14.4,736.8,762.4,-0.2,84,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.3,,,2500 or more  or no clouds.,,,17.0,11.7,No precipitation,12,,,,
23.03.2020 23:00,14.6,737.0,762.9,,79,Wind blowing from the south-southeast,1,,6,, ,,,12.0,20.3,,,,,,21.0,11.0,No precipitation,6,,,,
23.03.2020 20:00,16.7,736.3,762.2,,69,Wind blowing from the east-northeast,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.3,,,2500 or more  or no clouds.,,,23.0,11.0,No precipitation,12,,,,
23.03.2020 17:00,19.7,735.7,761.5,,56,Wind blowing from the south-east,3,,,20–30%., ,,,,,,,600-1000,,,30.0,10.7,,,,,,
23.03.2020 14:00,19.9,737.0,762.7,-2.3,57,Wind blowing from the east-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.1,,,600-1000,,,24.0,11.1,No precipitation,12,,,,
23.03.2020 11:00,15.4,739.3,765.3,,80,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%, ,,,12.0,15.7,,,,,,11.0,12.0,No precipitation,6,,,,
23.03.2020 08:00,12.2,738.7,764.8,,95,Wind blowing from the north-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,15.7,,,2500 or more  or no clouds.,,,6.0,11.4,No precipitation,12,,,,
23.03.2020 05:00,12.1,737.9,764.0,,95,Wind blowing from the south-southeast,2,,3,,Mist. ,,,12.1,15.7,,,,,,5.0,11.3,No precipitation,6,,,,
23.03.2020 02:00,13.2,738.1,764.1,,97,Wind blowing from the south-east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,15.7,,,2500 or more  or no clouds.,,,3.7,12.7,6.0,12,,,,
22.03.2020 23:00,13.9,738.7,764.6,,96,Wind blowing from the south-southeast,1,,2,,Mist. ,,,12.9,15.7,,,,,,4.6,13.3,0.5,6,,,,
22.03.2020 20:00,14.5,737.9,763.9,,94,Wind blowing from the south-east,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,15.7,,,2500 or more  or no clouds.,,,5.0,13.5,7.0,12,,,,
22.03.2020 17:00,14.5,737.1,763.1,,95,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,15.7,,,2500 or more  or no clouds.,,,2.9,13.7,6.0,6,,,,
22.03.2020 14:00,15.1,737.7,763.6,-0.9,91,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,16.4,,,600-1000,,,5.0,13.6,1.0,12,,,,
22.03.2020 11:00,15.2,738.6,764.6,,83,Wind blowing from the south,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,17.9,,,,,,11.0,12.3,No precipitation,6,,,,
22.03.2020 08:00,13.4,737.7,763.7,1.4,91,Wind blowing from the east,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,1500-2000,,,11.0,12.0,Trace of precipitation,12,,,,
22.03.2020 05:00,13.0,736.3,762.4,,95,Wind blowing from the east,1,,4,,Mist. ,,,11.0,,,,,,,4.9,12.2,No precipitation,6,,,,
22.03.2020 02:00,13.2,736.3,762.2,0.0,95,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,17.9,,,2500 or more  or no clouds.,,,4.6,12.4,10.0,12,,,,
21.03.2020 23:00,12.9,736.3,762.3,,95,Wind blowing from the east-southeast,1,,5,, ,,,11.0,17.9,,,,,,8.0,12.1,4.0,6,,,,
21.03.2020 20:00,14.0,735.0,761.0,,95,Wind blowing from the east-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.6,,,600-1000,,,5.0,13.2,10.0,12,,,,
21.03.2020 17:00,14.1,733.2,759.1,,92,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,,,,600-1000,,,5.0,12.8,5.0,6,,,,
21.03.2020 14:00,16.5,731.9,757.6,-0.8,65,Wind blowing from the west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,,,,2000-2500,,,17.0,9.9,No precipitation,12,,,,
21.03.2020 11:00,15.6,732.7,758.4,,58,Wind blowing from the north-northwest,1,,3,100%., ,,,11.0,,,,2500 or more  or no clouds.,,,18.0,7.4,No precipitation,6,,,,
21.03.2020 08:00,12.0,731.8,757.3,,74,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,28.1,,,1500-2000,,,23.0,7.5,No precipitation,12,,,,
21.03.2020 05:00,11.8,730.0,755.2,,75,Wind blowing from the south,1,,,, ,,,,,,,,,,23.0,7.5,,,,,,
21.03.2020 02:00,13.6,730.1,755.4,0.1,67,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,28.1,,,2500 or more  or no clouds.,,,26.0,7.6,No precipitation,12,,,,
20.03.2020 23:00,16.8,730.0,755.5,,55,Wind blowing from the east-southeast,1,,3,, ,,,7.8,28.1,,,,,,24.0,7.7,No precipitation,6,,,,
20.03.2020 20:00,21.6,728.5,754.0,0.6,39,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,28.1,,,,,,19.0,7.1,No precipitation,12,,,,
20.03.2020 17:00,27.3,727.9,753.2,,22,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,30.0,3.7,,,,,,
20.03.2020 14:00,24.3,730.9,756.3,-3.8,21,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,27.0,,,,,,23.0,0.6,No precipitation,12,,,,
20.03.2020 11:00,16.5,734.7,760.4,,35,Wind blowing from the north-northwest,1,,,no clouds, ,,,,,,,,,,24.0,1.0,,,,,,
20.03.2020 08:00,8.7,734.9,760.8,0.8,64,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,27.0,,,,,,26.0,2.1,No precipitation,12,,,,
20.03.2020 05:00,9.0,734.1,759.6,,61,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,28.0,1.9,,,,,,
20.03.2020 02:00,10.9,734.5,760.1,,54,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,27.0,,,2500 or more  or no clouds.,,,26.0,2.0,No precipitation,12,,,,
19.03.2020 23:00,14.5,734.8,760.6,,39,Wind blowing from the east-northeast,1,,3,, ,,,7.7,27.0,,,,,,22.0,0.7,No precipitation,6,,,,
19.03.2020 20:00,19.5,733.2,759.0,,27,Wind blowing from the north-northeast,1,,3,no clouds, ,,,7.7,27.0,,,,,,19.0,0.0,No precipitation,6,,,,
19.03.2020 17:00,26.8,732.3,757.7,,10,Wind blowing from the south-southeast,1,,,no clouds, ,,,,,,,,,,25.0,-7.3,,,,,,
19.03.2020 14:00,24.3,735.4,761.0,,12,Wind blowing from the west-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,25.0,,,,,,21.0,-6.9,No precipitation,12,,,,
19.03.2020 11:00,16.9,738.8,764.7,,43,Calm  no wind,0,,,no clouds, ,,,7.7,25.0,,,,,,28.0,4.3,No precipitation,6,,,,
19.03.2020 08:00,8.7,738.6,764.6,1.7,74,Wind blowing from the east-northeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,25.0,,,,,,6.0,4.3,No precipitation,12,,,,
19.03.2020 05:00,8.9,736.9,762.6,,76,Wind blowing from the north-east,1,,2,, ,,,6.4,25.0,,,,,,30.0,4.9,No precipitation,6,,,,
19.03.2020 02:00,11.0,736.7,762.4,0.7,67,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,25.0,,,2500 or more  or no clouds.,,,30.0,5.1,No precipitation,12,,,,
18.03.2020 23:00,14.7,736.0,761.9,,56,Wind blowing from the east-northeast,1,,3,, ,,,6.4,25.0,,,,,,27.0,6.0,No precipitation,6,,,,
18.03.2020 20:00,18.9,734.2,760.1,,49,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,25.0,,,2500 or more  or no clouds.,,,16.0,8.0,No precipitation,12,,,,
18.03.2020 17:00,24.3,732.7,758.4,,26,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,3.6,,,,,,
18.03.2020 14:00,21.9,734.8,760.6,,34,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.5,,,,,,30.0,5.3,No precipitation,12,,,,
18.03.2020 11:00,15.2,738.1,764.1,,46,Wind blowing from the north,1,,,20–30%., ,,,,,,,600-1000,,,30.0,3.7,,,,,,
18.03.2020 08:00,7.3,738.4,764.6,1.2,79,Wind blowing from the north-east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.5,,,,,,30.0,3.9,No precipitation,12,,,,
