Local time in Xiwuzhumuqin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 17:00,-2.1,679.0,770.6,-0.3,18,Wind blowing from the west-northwest,7,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-1.5,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
27.03.2020 14:00,-2.8,679.3,771.1,-0.6,23,Wind blowing from the west-northwest,10,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-1.8,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
27.03.2020 11:00,-4.7,679.9,771.8,0.4,22,Wind blowing from the north-west,9,,17,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-1.8,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
27.03.2020 08:00,-6.9,679.5,771.4,1.1,52,Wind blowing from the west,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-1.8,,,,,,30.0,-15.1,No precipitation,12,,,,
27.03.2020 05:00,-7.9,678.4,770.1,-0.3,43,Wind blowing from the west-northwest,4,,,,Cloud development not observed or not observable. ,,,-8.3,-1.8,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
27.03.2020 02:00,-8.1,678.7,770.5,-1.1,50,Wind blowing from the west-southwest,3,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-1.8,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
26.03.2020 23:00,-5.8,679.8,771.8,0.4,34,Wind blowing from the west,3,,19,,Cloud development not observed or not observable. ,,,-7.5,1.1,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
26.03.2020 20:00,-4.1,679.4,771.2,1.0,30,Wind blowing from the west,3,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,2.4,,,,,,30.0,-19.1,No precipitation,12,,,,
26.03.2020 17:00,-2.5,678.4,769.8,,18,Wind blowing from the west-northwest,8,,19,no clouds, ,,,-7.5,,,,,,,25.0,-23.6,No precipitation,6,,,,
26.03.2020 14:00,-2.4,678.0,768.7,-1.3,18,Wind blowing from the west-northwest,8,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,,,,,,,18.0,-23.5,No precipitation,12,,,,
26.03.2020 11:00,-5.6,679.3,770.0,,23,Wind blowing from the west-northwest,9,,17,no clouds, ,,,-7.5,,,,,,,30.0,-23.5,No precipitation,6,,,,
26.03.2020 08:00,-6.5,678.4,769.0,1.5,34,Wind blowing from the west-northwest,5,,11,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,,,,,,,30.0,-19.8,Trace of precipitation,12,,,,
26.03.2020 05:00,-6.4,676.9,766.0,,41,Wind blowing from the west-northwest,4,,,, ,,,-6.4,15.3,,,,,,30.0,-17.5,No precipitation,6,,,,
26.03.2020 02:00,-2.9,675.5,763.0,0.6,36,Wind blowing from the north-west,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,15.3,,,2500 or more  or no clouds.,,,30.0,-15.9,Trace of precipitation,12,,,,
25.03.2020 23:00,1.0,674.9,761.8,,44,Wind blowing from the west,3,,14,,Rain (not freezing) not falling as shower(s). ,,,0.9,15.3,,,,,,30.0,-9.9,Trace of precipitation,6,,,,
25.03.2020 20:00,1.8,673.2,760.5,,77,Wind blowing from the west,3,,14,90  or more  but not 100%,Rain and snow or ice pellets not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,15.3,,,2500 or more  or no clouds.,,,19.0,-1.8,Trace of precipitation,6,,,,
25.03.2020 17:00,9.6,671.0,757.4,,30,Wind blowing from the west,5,,,90  or more  but not 100%, ,,,4.3,15.3,,,2500 or more  or no clouds.,,,14.0,-7.1,No precipitation,6,,,,
25.03.2020 14:00,14.0,668.5,753.6,-0.1,41,Wind blowing from the west,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,15.8,,,2500 or more  or no clouds.,,,16.0,1.0,No precipitation,12,,,,
25.03.2020 11:00,13.8,668.6,753.4,,45,Wind blowing from the south-west,7,,14,90  or more  but not 100%, ,,,4.3,15.9,,,2500 or more  or no clouds.,,,14.0,2.1,No precipitation,6,,,,
25.03.2020 08:00,8.8,668.5,753.4,0.0,64,Wind blowing from the south-west,6,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,15.9,,,2500 or more  or no clouds.,,,11.0,2.4,No precipitation,12,,,,
25.03.2020 05:00,4.9,668.5,753.9,,83,Wind blowing from the south-east,2,,14,, ,,,2.9,15.9,,,,,,9.0,2.3,No precipitation,6,,,,
25.03.2020 02:00,6.5,669.3,754.3,-0.8,75,Wind blowing from the south,6,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.9,,,2500 or more  or no clouds.,,,13.0,2.4,No precipitation,12,,,,
24.03.2020 23:00,9.1,670.1,755.1,,61,Wind blowing from the south-southwest,7,,13,, ,,,2.9,15.9,,,,,,12.0,1.8,No precipitation,6,,,,
24.03.2020 20:00,13.8,670.0,755.2,0.0,32,Wind blowing from the west-southwest,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.9,,,2500 or more  or no clouds.,,,19.0,-2.6,No precipitation,12,,,,
24.03.2020 17:00,13.5,670.0,755.8,,32,Wind blowing from the south-southwest,4,,11,90  or more  but not 100%, ,,,2.9,15.9,,,2500 or more  or no clouds.,,,25.0,-2.9,No precipitation,6,,,,
24.03.2020 14:00,15.6,670.9,756.5,,27,Wind blowing from the south-southwest,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.9,,,2500 or more  or no clouds.,,,30.0,-3.3,No precipitation,12,,,,
24.03.2020 11:00,13.7,672.4,758.3,,28,Wind blowing from the south-southwest,5,,9,no clouds, ,,,2.9,14.0,,,,,,28.0,-4.5,No precipitation,6,,,,
24.03.2020 08:00,7.1,673.1,759.8,,38,Wind blowing from the south,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.5,,,2500 or more  or no clouds.,,,30.0,-6.3,No precipitation,12,,,,
24.03.2020 05:00,3.3,673.6,760.2,,48,Wind blowing from the north-east,2,,9,, ,,,-6.9,12.5,,,,,,30.0,-6.7,No precipitation,6,,,,
24.03.2020 02:00,4.0,674.2,760.9,-0.6,46,Wind blowing from the east-southeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.5,,,2500 or more  or no clouds.,,,30.0,-6.6,No precipitation,12,,,,
23.03.2020 23:00,4.9,674.8,761.9,,47,Wind blowing from the east,2,,9,, ,,,,12.5,,,,,,30.0,-5.5,No precipitation,6,,,,
23.03.2020 20:00,7.2,675.1,763.5,,41,Wind blowing from the south-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,12.5,,,,,,30.0,-5.2,No precipitation,12,,,,
23.03.2020 17:00,11.7,675.6,764.2,,36,Wind blowing from the south-west,4,,8,no clouds, ,,,-7.4,12.5,,,,,,30.0,-2.9,No precipitation,6,,,,
23.03.2020 14:00,11.2,676.6,765.1,-1.4,31,Wind blowing from the south-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,11.6,,,,,,30.0,-5.3,No precipitation,12,,,,
23.03.2020 11:00,7.8,678.0,767.0,,38,Wind blowing from the south,4,,8,no clouds, ,,,-7.4,9.4,,,,,,30.0,-5.6,No precipitation,6,,,,
23.03.2020 08:00,-1.3,678.6,768.5,,77,Wind blowing from the east,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.4,,,,,,30.0,-4.8,No precipitation,12,,,,
23.03.2020 05:00,-6.9,678.0,767.4,,91,Wind blowing from the south-southeast,1,,12,, ,,,-7.4,9.4,,,,,,28.0,-8.1,No precipitation,6,,,,
23.03.2020 02:00,-5.5,677.5,766.9,,90,Wind blowing from the east-northeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,9.4,,,2500 or more  or no clouds.,,,23.0,-6.9,No precipitation,12,,,,
22.03.2020 23:00,-3.5,677.4,767.2,,79,Wind blowing from the south-southwest,1,,13,, ,,,-9.8,9.4,,,,,,19.0,-6.6,No precipitation,6,,,,
22.03.2020 20:00,0.9,676.4,766.0,2.8,64,Wind blowing from the south-southeast,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,9.4,,,,,,30.0,-5.3,No precipitation,12,,,,
22.03.2020 17:00,9.0,673.6,762.0,,32,Wind blowing from the west,5,,,no clouds, ,,,-10.5,9.4,,,,,,30.0,-6.8,No precipitation,6,,,,
22.03.2020 14:00,7.2,674.3,763.7,-0.6,36,Wind blowing from the west-northwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,7.3,,,,,,30.0,-6.9,No precipitation,12,,,,
22.03.2020 11:00,3.0,674.9,765.4,,58,Wind blowing from the west,4,,11,no clouds, ,,,-10.5,3.4,,,,,,30.0,-4.5,No precipitation,6,,,,
22.03.2020 08:00,-1.6,674.3,765.4,-0.1,74,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.4,,,,,,24.0,-5.6,No precipitation,12,,,,
22.03.2020 05:00,-4.7,674.4,764.8,,88,Wind blowing from the east-southeast,1,,4,, ,,,-10.5,3.4,,,,,,30.0,-6.4,No precipitation,6,,,,
22.03.2020 02:00,-8.2,675.0,765.2,-0.5,91,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.4,,,2500 or more  or no clouds.,,,30.0,-9.4,0.9,12,,,,
21.03.2020 23:00,-9.9,675.5,766.3,,91,Wind blowing from the east,3,,9,, ,,,-10.5,3.4,,,,,,19.0,-11.1,0.4,6,,,,
21.03.2020 20:00,-8.4,674.8,766.7,,91,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,3.4,,,2500 or more  or no clouds.,,,1.4,-9.6,0.9,12,,,,
21.03.2020 17:00,-1.5,673.9,765.0,,91,Wind blowing from the north,2,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,3.4,,,2500 or more  or no clouds.,,,1.0,-2.8,0.5,6,,,,
21.03.2020 14:00,3.0,673.7,763.8,,39,Wind blowing from the west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,3.6,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,12,,,,
21.03.2020 11:00,1.8,674.5,764.2,,35,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%, ,,,-9.6,3.6,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,6,,,,
21.03.2020 08:00,-6.1,673.9,764.3,,77,Wind blowing from the south-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,3.6,,,,,,29.0,-9.5,No precipitation,12,,,,
21.03.2020 05:00,-9.6,672.7,762.9,,86,Wind blowing from the north-east,1,,8,, ,,,-9.6,3.6,,,,,,24.0,-11.5,No precipitation,6,,,,
21.03.2020 02:00,-8.3,672.1,761.9,-0.1,87,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,3.6,,,2500 or more  or no clouds.,,,18.0,-10.1,No precipitation,12,,,,
20.03.2020 23:00,-4.8,672.2,761.7,,72,Calm  no wind,0,,,, ,,,-5.8,3.6,,,,,,30.0,-9.2,No precipitation,6,,,,
20.03.2020 20:00,-0.7,671.6,760.9,1.4,49,Wind blowing from the north-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,3.6,,,,,,30.0,-10.3,No precipitation,12,,,,
20.03.2020 17:00,2.6,670.2,759.1,,41,Wind blowing from the north-west,4,,11,20–30%., ,,,-5.8,3.6,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,6,,,,
20.03.2020 14:00,3.1,669.9,758.6,0.7,46,Wind blowing from the west-northwest,6,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,3.5,,,1000-1500,,,30.0,-7.4,No precipitation,12,,,,
20.03.2020 11:00,2.1,669.2,757.7,,41,Wind blowing from the north-northwest,4,,7,20–30%., ,,,-5.8,2.2,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,6,,,,
20.03.2020 08:00,-1.2,667.9,756.7,,66,Wind blowing from the west,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.1,,,2500 or more  or no clouds.,,,30.0,-6.9,No precipitation,12,,,,
20.03.2020 05:00,-3.9,666.4,755.2,,71,Wind blowing from the north-northeast,1,,8,, ,,,-6.6,2.1,,,,,,30.0,-8.4,No precipitation,6,,,,
20.03.2020 02:00,-3.2,666.6,755.1,,69,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,2.1,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,12,,,,
19.03.2020 23:00,-1.6,668.1,757.0,,54,Wind blowing from the south-east,2,,11,, ,,,-6.6,2.1,,,,,,30.0,-9.7,No precipitation,6,,,,
19.03.2020 20:00,-1.5,669.1,758.8,,57,Wind blowing from the south-southwest,4,,12,90  or more  but not 100%, ,,,-6.6,2.1,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,6,,,,
