Local time in Weifang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 11:00,8.7,769.3,771.5,1.5,25,Wind blowing from the north-northeast,3,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.1,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,12,,,,
27.03.2020 08:00,6.8,767.8,769.9,1.2,61,Wind blowing from the north,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,14.0,-0.2,No precipitation,12,,,,
27.03.2020 05:00,4.9,766.6,768.8,0.1,80,Wind blowing from the north-northwest,3,,19,,Cloud development not observed or not observable. ,,,4.9,,,,2500 or more  or no clouds.,,,26.0,1.7,0.3,12,,,,
27.03.2020 02:00,6.5,766.5,768.7,0.3,68,Wind blowing from the north,3,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,,,,2500 or more  or no clouds.,,,30.0,1.0,1.0,12,,,,
26.03.2020 23:00,6.3,766.2,768.3,1.0,70,Wind blowing from the north-northwest,2,,19,,Cloud development not observed or not observable. ,,,5.0,13.1,,,2500 or more  or no clouds.,,,30.0,1.2,1.0,12,,,,
26.03.2020 20:00,6.0,765.2,767.3,2.2,81,Wind blowing from the north,3,,19,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,13.1,,,1000-1500,,,27.0,3.0,1.0,12,,,,
26.03.2020 17:00,5.4,763.0,765.1,,92,Wind blowing from the north-northeast,6,,17,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,14.2,,,1000-1500,,,4.6,4.2,1.0,6,,,,
26.03.2020 14:00,7.4,760.1,762.2,1.0,94,Wind blowing from the north-northeast,7,,15,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,17.6,,,2500 or more  or no clouds.,,,2.6,6.5,Trace of precipitation,12,,,,
26.03.2020 11:00,13.0,759.1,761.2,,80,Wind blowing from the north-northwest,2,,8,100%., ,,,10.7,,,,2500 or more  or no clouds.,,,11.0,9.6,No precipitation,6,,,,
26.03.2020 08:00,11.2,757.7,759.8,1.0,87,Wind blowing from the east-southeast,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,2500 or more  or no clouds.,,,6.0,9.1,No precipitation,12,,,,
26.03.2020 05:00,11.1,756.7,758.8,,85,Wind blowing from the south-east,2,,,, ,,,,,,,,,,9.0,8.7,,,,,,
26.03.2020 02:00,10.8,756.7,758.8,-0.9,85,Wind blowing from the south-east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,18.3,,,2500 or more  or no clouds.,,,9.0,8.4,No precipitation,12,,,,
25.03.2020 23:00,11.4,757.6,759.7,,82,Wind blowing from the south-east,3,,10,, ,,,7.8,18.3,,,,,,13.0,8.4,No precipitation,6,,,,
25.03.2020 20:00,12.1,757.2,759.3,,81,Wind blowing from the south-east,5,,10,90  or more  but not 100%, ,,,7.8,18.3,,,1500-2000,,,11.0,8.9,No precipitation,6,,,,
25.03.2020 17:00,14.2,756.4,758.5,,69,Wind blowing from the south-southeast,6,,10,90  or more  but not 100%, ,,,7.8,20.7,,,1500-2000,,,22.0,8.6,No precipitation,6,,,,
25.03.2020 14:00,17.5,756.6,758.7,-1.8,44,Wind blowing from the south-east,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,23.4,,,1500-2000,,,21.0,5.1,No precipitation,12,,,,
25.03.2020 11:00,17.3,758.4,760.5,,37,Wind blowing from the south-southeast,5,,9,20–30%., ,,,7.8,23.4,,,2500 or more  or no clouds.,,,19.0,2.5,No precipitation,6,,,,
25.03.2020 08:00,11.7,759.1,761.2,0.2,55,Wind blowing from the east-southeast,2,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,23.4,,,2500 or more  or no clouds.,,,18.0,3.0,No precipitation,12,,,,
25.03.2020 05:00,8.6,758.9,761.0,,66,Wind blowing from the east,2,,11,, ,,,8.1,23.4,,,,,,12.0,2.6,No precipitation,6,,,,
25.03.2020 02:00,11.0,759.4,761.5,-0.9,49,Wind blowing from the south-east,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,23.4,,,2500 or more  or no clouds.,,,15.0,0.7,No precipitation,12,,,,
24.03.2020 23:00,12.2,760.3,762.3,,35,Wind blowing from the south-southeast,4,,11,, ,,,8.1,23.4,,,,,,21.0,-2.8,No precipitation,6,,,,
24.03.2020 20:00,15.1,759.8,761.9,0.4,25,Wind blowing from the south-southeast,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,23.4,,,,,,30.0,-4.8,No precipitation,12,,,,
24.03.2020 17:00,20.7,759.4,761.5,,19,Wind blowing from the south-east,6,,10,90  or more  but not 100%, ,,,8.1,23.4,,,1500-2000,,,25.0,-3.7,No precipitation,6,,,,
24.03.2020 14:00,23.0,760.3,762.4,,21,Wind blowing from the south,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,23.2,,,,,,19.0,-0.5,No precipitation,12,,,,
24.03.2020 11:00,20.4,762.7,764.8,,26,Wind blowing from the south-southeast,3,,7,no clouds, ,,,8.1,22.1,,,,,,17.0,0.3,No precipitation,6,,,,
24.03.2020 08:00,12.4,762.7,764.8,0.4,55,Wind blowing from the south-southeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,22.1,,,,,,6.0,3.6,No precipitation,12,,,,
24.03.2020 05:00,8.4,762.3,764.4,,64,Wind blowing from the south-east,2,,5,, ,,,6.1,22.1,,,,,,7.0,2.0,No precipitation,6,,,,
24.03.2020 02:00,9.5,762.6,764.7,0.0,57,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,22.1,,,2500 or more  or no clouds.,,,9.0,1.2,No precipitation,12,,,,
23.03.2020 23:00,12.8,762.6,764.7,,46,Wind blowing from the east,1,,6,, ,,,6.1,22.1,,,,,,7.0,1.5,No precipitation,6,,,,
23.03.2020 20:00,15.3,762.3,764.4,,40,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,22.1,,,,,,8.0,1.8,No precipitation,12,,,,
23.03.2020 17:00,20.1,761.7,763.8,,31,Wind blowing from the east-northeast,3,,6,no clouds, ,,,6.1,22.1,,,,,,10.0,2.5,No precipitation,6,,,,
23.03.2020 14:00,21.5,762.6,764.7,-1.7,27,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,22.1,,,,,,9.0,1.7,No precipitation,12,,,,
23.03.2020 11:00,20.1,764.3,766.4,,26,Wind blowing from the north,2,,4,no clouds, ,,,6.1,20.3,,,,,,14.0,0.0,No precipitation,6,,,,
23.03.2020 08:00,12.9,763.9,766.0,,41,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,10.0,0.0,No precipitation,12,,,,
23.03.2020 05:00,7.6,763.0,765.1,,51,Calm  no wind,0,,,, ,,,6.1,18.8,,,,,,19.0,-1.9,No precipitation,6,,,,
23.03.2020 02:00,11.0,762.3,764.4,-0.1,39,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.8,,,2500 or more  or no clouds.,,,17.0,-2.4,No precipitation,12,,,,
22.03.2020 23:00,12.0,762.4,764.5,,39,Wind blowing from the south,1,,6,, ,,,6.1,18.8,,,,,,18.0,-1.5,No precipitation,6,,,,
22.03.2020 20:00,13.1,762.1,764.2,0.8,39,Wind blowing from the south-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.8,,,,,,13.0,-0.5,No precipitation,12,,,,
22.03.2020 17:00,18.2,761.3,763.4,,27,Wind blowing from the north-northeast,2,,6,no clouds, ,,,6.1,18.8,,,,,,24.0,-1.1,No precipitation,6,,,,
22.03.2020 14:00,18.1,762.6,764.7,-1.2,25,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.5,,,,,,28.0,-2.2,No precipitation,12,,,,
22.03.2020 11:00,14.8,763.8,765.9,,41,Wind blowing from the north-northwest,2,,6,no clouds, ,,,6.1,,,,,,,25.0,1.7,No precipitation,6,,,,
22.03.2020 08:00,8.7,763.6,765.7,1.4,69,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,,,,,,,7.0,3.3,No precipitation,12,,,,
22.03.2020 05:00,6.5,762.2,764.3,,78,Wind blowing from the west-northwest,1,,10,, ,,,6.3,,,,,,,9.0,2.9,No precipitation,6,,,,
22.03.2020 02:00,7.0,761.2,763.3,0.5,81,Wind blowing from the west-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,2500 or more  or no clouds.,,,13.0,4.0,No precipitation,12,,,,
21.03.2020 23:00,8.3,760.7,762.8,,74,Wind blowing from the north-west,1,,10,, ,,,8.1,26.4,,,,,,16.0,3.8,No precipitation,6,,,,
21.03.2020 20:00,8.6,759.1,761.2,,74,Wind blowing from the north,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,26.4,,,2500 or more  or no clouds.,,,15.0,4.2,No precipitation,12,,,,
21.03.2020 17:00,10.9,755.8,757.9,,73,Wind blowing from the north-northwest,5,,10,70 – 80%., ,,,10.1,26.4,,,2500 or more  or no clouds.,,,12.0,6.3,No precipitation,6,,,,
21.03.2020 14:00,19.6,753.4,755.4,-0.3,46,Wind blowing from the north,6,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,27.0,,,2500 or more  or no clouds.,,,6.0,7.7,No precipitation,12,,,,
21.03.2020 11:00,22.3,753.7,755.8,,41,Wind blowing from the south,2,,5,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,27.0,,,2500 or more  or no clouds.,,,6.0,8.4,No precipitation,6,,,,
21.03.2020 08:00,11.4,754.6,756.6,0.6,68,Wind blowing from the south-east,3,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,27.0,,,2500 or more  or no clouds.,,,6.0,5.7,No precipitation,12,,,,
21.03.2020 05:00,12.6,754.0,756.0,,45,Wind blowing from the east,2,,6,, ,,,7.5,27.0,,,,,,8.0,1.0,No precipitation,6,,,,
21.03.2020 02:00,11.6,754.4,756.4,-0.3,52,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,27.0,,,2500 or more  or no clouds.,,,7.0,2.1,No precipitation,12,,,,
20.03.2020 23:00,14.1,754.7,756.7,,43,Wind blowing from the east,0,,11,, ,,,7.5,27.0,,,,,,11.0,1.7,No precipitation,6,,,,
20.03.2020 20:00,19.1,753.2,755.2,2.2,26,Wind blowing from the north,0,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,27.0,,,,,,14.0,-0.8,No precipitation,12,,,,
20.03.2020 17:00,25.8,751.0,753.0,,13,Wind blowing from the west-northwest,3,,11,no clouds, ,,,7.3,27.0,,,,,,19.0,-4.7,No precipitation,6,,,,
20.03.2020 14:00,26.1,751.3,753.4,-2.2,11,Wind blowing from the west-southwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,26.1,,,,,,18.0,-6.6,No precipitation,12,,,,
20.03.2020 11:00,21.0,753.5,755.5,,13,Wind blowing from the west-southwest,4,,11,no clouds, ,,,7.3,21.1,,,,,,23.0,-8.5,No precipitation,6,,,,
20.03.2020 08:00,10.8,755.5,757.6,-0.6,34,Wind blowing from the south-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,,,,17.0,-4.4,No precipitation,12,,,,
20.03.2020 05:00,9.3,756.1,758.2,,25,Wind blowing from the south,3,,8,, ,,,7.3,15.4,,,,,,28.0,-9.7,No precipitation,6,,,,
20.03.2020 02:00,9.3,758.6,760.7,-1.6,21,Wind blowing from the south-southeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.4,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
19.03.2020 23:00,8.5,760.2,762.3,,25,Wind blowing from the south,2,,16,, ,,,7.3,16.4,,,,,,19.0,-10.4,No precipitation,6,,,,
19.03.2020 20:00,10.0,760.0,762.1,,21,Calm  no wind,0,,,no clouds, ,,,8.0,22.9,,,,,,30.0,-11.3,No precipitation,6,,,,
19.03.2020 17:00,15.0,759.3,761.4,,10,Wind blowing from the north-west,4,,20,no clouds, ,,,8.0,26.6,,,,,,30.0,-16.4,No precipitation,6,,,,
19.03.2020 14:00,14.8,759.6,761.7,,9,Wind blowing from the west-northwest,6,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,,,,30.0,-17.8,No precipitation,12,,,,
19.03.2020 11:00,13.7,760.2,762.3,,14,Wind blowing from the north-west,6,,20,no clouds, ,,,8.0,,,,,,,27.0,-13.3,No precipitation,6,,,,
19.03.2020 08:00,10.3,758.7,760.7,1.1,23,Wind blowing from the west-northwest,4,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,27.5,,,,,,30.0,-9.9,No precipitation,12,,,,
19.03.2020 05:00,8.6,757.6,759.6,,29,Wind blowing from the west-northwest,4,,20,, ,,,8.6,27.5,,,,,,30.0,-8.4,No precipitation,6,,,,
19.03.2020 02:00,10.9,757.3,759.3,3.3,25,Wind blowing from the north-west,5,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,27.5,,,2500 or more  or no clouds.,,,30.0,-8.4,No precipitation,12,,,,
18.03.2020 23:00,16.5,754.0,756.0,,23,Wind blowing from the north-northwest,8,,20,,Haze. ,,,11.8,27.5,,,,,,7.0,-4.7,No precipitation,6,,,,
18.03.2020 20:00,22.9,750.1,752.1,1.2,20,Wind blowing from the west-southwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,27.5,,,,,,24.0,-1.2,No precipitation,12,,,,
