Local time in Lincang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,11.5,627.1,758.8,0.6,72,Wind blowing from the south,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,27.2,,,,,,9.0,6.6,No precipitation,12,,,,
27.03.2020 05:00,12.7,626.5,756.9,-0.9,67,Wind blowing from the south-southwest,1,,8,,Cloud development not observed or not observable. ,,,10.3,27.2,,,2500 or more  or no clouds.,,,10.0,6.7,No precipitation,12,,,,
27.03.2020 02:00,15.1,627.4,757.4,-0.3,60,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,27.2,,,2500 or more  or no clouds.,,,10.0,7.4,No precipitation,12,,,,
26.03.2020 23:00,17.9,627.7,757.9,1.9,51,Wind blowing from the east-southeast,2,,10,,Cloud development not observed or not observable. ,,,10.3,27.2,,,2500 or more  or no clouds.,,,10.0,7.6,No precipitation,12,,,,
26.03.2020 20:00,21.2,625.8,757.4,0.8,37,Wind blowing from the south-west,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,27.2,,,1500-2000,,,9.0,5.9,No precipitation,12,,,,
26.03.2020 17:00,24.8,625.0,755.2,,26,Wind blowing from the west-northwest,4,,10,60%., ,,,10.3,27.2,,,1500-2000,,,15.0,4.0,No precipitation,6,,,,
26.03.2020 14:00,24.6,625.9,756.0,-1.4,26,Wind blowing from the north-west,4,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,26.2,,,1500-2000,,,15.0,3.8,No precipitation,12,,,,
26.03.2020 11:00,20.8,627.3,757.8,,37,Wind blowing from the west-southwest,1,,3,no clouds, ,,,10.3,26.2,,,,,,11.0,5.6,No precipitation,6,,,,
26.03.2020 08:00,10.3,626.5,758.5,0.6,77,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,26.2,,,,,,9.0,6.4,No precipitation,12,,,,
26.03.2020 05:00,11.8,625.9,756.3,,68,Wind blowing from the west-southwest,1,,7,, ,,,8.6,26.2,,,,,,11.0,6.1,No precipitation,6,,,,
26.03.2020 02:00,13.6,626.3,756.3,-0.1,60,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,26.2,,,2500 or more  or no clouds.,,,12.0,6.0,No precipitation,12,,,,
25.03.2020 23:00,16.8,626.4,757.9,,47,Wind blowing from the south-east,2,,,, ,,,8.6,26.2,,,,,,13.0,5.4,No precipitation,6,,,,
25.03.2020 20:00,20.5,624.7,756.7,0.8,33,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,26.2,,,2500 or more  or no clouds.,,,11.0,3.7,No precipitation,12,,,,
25.03.2020 17:00,25.3,623.9,754.3,,27,Wind blowing from the west,4,,7,, ,,,8.6,26.2,,,,,,15.0,5.0,No precipitation,6,,,,
25.03.2020 14:00,25.2,625.6,755.9,-1.5,24,Wind blowing from the south,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,25.3,,,1500-2000,,,17.0,3.2,0.1,12,,,,
25.03.2020 11:00,16.1,627.1,758.8,,61,Wind blowing from the west-northwest,1,,7,, ,,,8.6,25.6,,,,,,11.0,8.6,No precipitation,6,,,,
25.03.2020 08:00,8.6,626.3,759.0,0.4,88,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,25.6,,,2500 or more  or no clouds.,,,9.0,6.7,2.0,12,,,,
25.03.2020 05:00,9.6,625.9,757.0,,85,Wind blowing from the south,1,,7,, ,,,9.6,25.6,,,,,,10.0,7.2,2.0,6,,,,
25.03.2020 02:00,11.5,626.8,757.3,0.7,74,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,25.6,,,2500 or more  or no clouds.,,,12.0,7.0,2.0,12,,,,
24.03.2020 23:00,16.1,626.1,757.1,,42,Wind blowing from the south-east,1,,8,, ,,,9.9,25.6,,,,,,13.0,3.2,No precipitation,6,,,,
24.03.2020 20:00,19.3,624.7,756.7,,35,Wind blowing from the south-southeast,3,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,25.6,,,1500-2000,,,12.0,3.5,No precipitation,12,,,,
24.03.2020 14:00,25.3,626.3,756.4,-1.7,25,Wind blowing from the south,3,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,25.6,,,1500-2000,,,15.0,3.9,No precipitation,12,,,,
24.03.2020 11:00,18.3,628.0,759.6,,49,Wind blowing from the west,1,,3,no clouds, ,,,9.9,25.9,,,,,,9.0,7.4,No precipitation,6,,,,
24.03.2020 08:00,9.9,627.4,759.8,,74,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,25.9,,,,,,8.0,5.5,No precipitation,12,,,,
24.03.2020 05:00,11.3,626.9,758.0,,66,Wind blowing from the south-west,2,,7,, ,,,9.7,25.9,,,,,,9.0,5.2,No precipitation,6,,,,
24.03.2020 02:00,13.4,627.4,757.6,-0.2,56,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,25.9,,,2500 or more  or no clouds.,,,11.0,4.8,No precipitation,12,,,,
23.03.2020 23:00,15.6,627.6,759.4,,48,Wind blowing from the south,1,,12,, ,,,9.7,25.9,,,,,,11.0,4.6,No precipitation,6,,,,
23.03.2020 20:00,19.7,625.9,758.0,,35,Wind blowing from the south,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,25.9,,,,,,11.0,3.8,No precipitation,12,,,,
23.03.2020 17:00,23.6,625.2,755.9,,22,Wind blowing from the south-southwest,3,,12,60%., ,,,9.7,25.9,,,1500-2000,,,15.0,0.7,No precipitation,6,,,,
23.03.2020 14:00,25.6,626.8,756.9,,20,Wind blowing from the south,5,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,25.9,,,1500-2000,,,16.0,1.0,No precipitation,12,,,,
23.03.2020 11:00,16.7,628.7,760.8,,49,Wind blowing from the west,1,,4,10%  or less  but not 0, ,,,9.7,25.1,,,1500-2000,,,9.0,5.9,No precipitation,6,,,,
23.03.2020 08:00,10.0,628.1,760.7,,71,Wind blowing from the west-southwest,0,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,25.1,,,,,,0.7,5.0,No precipitation,12,,,,
23.03.2020 05:00,11.3,627.4,758.3,,64,Wind blowing from the east-southeast,1,,7,,Haze. ,,,10.9,25.1,,,,,,0.6,4.7,No precipitation,6,,,,
23.03.2020 02:00,13.4,628.1,758.8,,53,Wind blowing from the south-east,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,25.1,,,2500 or more  or no clouds.,,,2.9,4.0,No precipitation,12,,,,
22.03.2020 23:00,15.7,628.3,759.6,,45,Wind blowing from the south-southeast,2,,,,Haze. ,,,10.9,25.1,,,,,,4.1,3.8,No precipitation,6,,,,
22.03.2020 20:00,19.7,626.6,758.6,0.7,32,Wind blowing from the south-southeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,25.1,,,,,,1.2,2.6,No precipitation,12,,,,
22.03.2020 17:00,24.5,625.9,756.2,,25,Wind blowing from the west-northwest,2,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,25.1,,,1500-2000,,,1.3,3.2,No precipitation,6,,,,
22.03.2020 14:00,23.8,627.4,757.7,-1.8,21,Wind blowing from the west,2,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,25.4,,,1500-2000,,,1.0,0.2,No precipitation,12,,,,
22.03.2020 11:00,19.5,629.2,760.0,,38,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,25.4,,,,,,1.1,4.8,No precipitation,6,,,,
22.03.2020 08:00,11.0,628.2,760.3,1.1,67,Wind blowing from the south-southwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,25.4,,,,,,0.7,5.1,No precipitation,12,,,,
22.03.2020 05:00,12.8,627.1,757.9,,59,Wind blowing from the north-west,1,,8,,Haze. ,,,10.4,25.4,,,,,,2.4,4.8,No precipitation,6,,,,
22.03.2020 02:00,14.8,627.8,758.2,,50,Wind blowing from the south-southeast,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,25.4,,,2500 or more  or no clouds.,,,2.7,4.5,No precipitation,12,,,,
21.03.2020 23:00,18.5,628.0,758.9,,35,Wind blowing from the west-northwest,2,,8,,Haze. ,,,10.4,25.4,,,,,,0.9,2.8,No precipitation,6,,,,
21.03.2020 20:00,20.6,626.8,758.7,,29,Wind blowing from the south-west,2,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,25.4,,,1500-2000,,,2.3,2.0,No precipitation,12,,,,
21.03.2020 17:00,23.8,625.6,756.2,,28,Wind blowing from the west-northwest,3,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,25.5,,,1500-2000,,,1.3,4.2,No precipitation,6,,,,
21.03.2020 14:00,23.8,627.2,757.3,-1.9,27,Wind blowing from the south,3,,8,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,26.8,,,1500-2000,,,1.3,3.7,No precipitation,12,,,,
21.03.2020 11:00,17.8,629.1,760.2,,41,Wind blowing from the west-northwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,26.8,,,1500-2000,,,1.0,4.4,No precipitation,6,,,,
21.03.2020 08:00,10.8,628.2,760.2,1.1,61,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,26.8,,,2500 or more  or no clouds.,,,1.0,3.4,No precipitation,12,,,,
21.03.2020 05:00,11.9,627.1,757.6,,56,Wind blowing from the south,1,,10,,Haze. ,,,8.9,26.8,,,,,,3.0,3.2,No precipitation,6,,,,
21.03.2020 02:00,15.1,627.4,757.0,-0.1,42,Wind blowing from the south-east,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,26.8,,,2500 or more  or no clouds.,,,7.0,2.3,No precipitation,12,,,,
20.03.2020 23:00,18.8,627.5,758.6,,31,Wind blowing from the north-northwest,2,,12,,Haze. ,,,8.9,26.8,,,,,,2.8,1.3,No precipitation,6,,,,
20.03.2020 20:00,21.3,626.0,758.0,0.7,24,Wind blowing from the west,2,,12,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,26.8,,,,,,1.4,-0.1,No precipitation,12,,,,
20.03.2020 17:00,25.4,625.3,755.8,,18,Wind blowing from the west,3,,12,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,26.8,,,1500-2000,,,2.0,-0.6,No precipitation,6,,,,
20.03.2020 14:00,26.0,627.0,757.3,-2.4,18,Wind blowing from the west,2,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,26.4,,,2500 or more  or no clouds.,,,2.2,-0.1,No precipitation,12,,,,
20.03.2020 11:00,16.6,629.4,761.6,,40,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,26.3,,,,,,1.1,3.0,No precipitation,6,,,,
20.03.2020 08:00,9.0,628.7,761.6,1.0,59,Wind blowing from the south-west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,26.3,,,2500 or more  or no clouds.,,,0.8,1.4,No precipitation,12,,,,
20.03.2020 05:00,10.3,627.7,758.8,,58,Wind blowing from the west,1,,8,,Haze. ,,,10.2,26.3,,,,,,0.6,2.2,No precipitation,6,,,,
20.03.2020 02:00,12.3,628.3,759.3,,52,Wind blowing from the south-southwest,1,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,26.3,,,2500 or more  or no clouds.,,,2.2,2.7,No precipitation,12,,,,
19.03.2020 23:00,15.8,628.2,759.8,,40,Wind blowing from the south-southeast,2,,9,,Haze. ,,,10.2,26.3,,,,,,5.0,2.2,No precipitation,6,,,,
19.03.2020 20:00,20.0,626.6,758.8,,29,Wind blowing from the south-southwest,2,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,26.3,,,,,,1.7,1.4,No precipitation,6,,,,
19.03.2020 17:00,25.2,625.6,755.5,,15,Wind blowing from the south,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,26.3,,,,,,1.7,-3.2,No precipitation,6,,,,
19.03.2020 14:00,24.0,627.3,757.3,,17,Wind blowing from the west-northwest,3,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,26.9,,,,,,1.7,-2.5,No precipitation,12,,,,
19.03.2020 11:00,17.8,628.8,760.1,,41,Wind blowing from the west-northwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,26.9,,,,,,1.0,4.4,No precipitation,6,,,,
19.03.2020 08:00,10.2,627.6,759.8,,60,Wind blowing from the south-east,2,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,26.9,,,2500 or more  or no clouds.,,,4.8,2.6,No precipitation,12,,,,
