Local time in Dunhua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.03.2020 05:00,2.5,714.7,761.8,,60,Wind blowing from the south-southeast,1,,7,, ,,,-0.5,13.6,,,,,,15.0,-4.5,No precipitation,6,,,,
26.03.2020 02:00,1.4,714.3,761.3,,65,Wind blowing from the south-southeast,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,13.6,,,2500 or more  or no clouds.,,,10.0,-4.5,No precipitation,12,,,,
25.03.2020 20:00,7.4,713.9,761.2,0.9,47,Wind blowing from the east-southeast,0,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,13.6,,,1000-1500,,,11.0,-3.2,No precipitation,12,,,,
25.03.2020 17:00,11.7,713.0,760.3,,29,Wind blowing from the south-southwest,3,,9,90  or more  but not 100%, ,,,-2.1,13.6,,,1000-1500,,,13.0,-5.7,No precipitation,6,,,,
25.03.2020 14:00,13.5,713.4,760.6,-1.9,28,Wind blowing from the south,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,13.5,,,1000-1500,,,14.0,-4.6,No precipitation,12,,,,
25.03.2020 11:00,8.4,715.3,763.1,,36,Wind blowing from the south-east,2,,3,100%., ,,,-2.1,9.9,,,1000-1500,,,13.0,-5.8,No precipitation,6,,,,
25.03.2020 08:00,3.6,715.9,763.9,0.1,43,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,9.9,,,1000-1500,,,18.0,-7.8,No precipitation,12,,,,
25.03.2020 05:00,-0.5,715.8,763.5,,56,Wind blowing from the south,1,,3,, ,,,-6.9,,,,,,,30.0,-8.4,No precipitation,6,,,,
25.03.2020 02:00,-1.5,716.0,763.8,,57,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,9.9,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
24.03.2020 20:00,1.7,716.8,765.3,,47,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,9.9,,,,,,10.0,-8.4,No precipitation,12,,,,
24.03.2020 14:00,9.1,716.8,765.0,-1.9,17,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,9.2,,,,,,21.0,-14.7,No precipitation,12,,,,
24.03.2020 11:00,5.5,718.7,767.1,,20,Wind blowing from the south-southwest,2,,4,no clouds, ,,,-6.9,5.7,,,,,,27.0,-15.7,No precipitation,6,,,,
24.03.2020 08:00,-1.5,719.3,768.1,,50,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,5.6,,,,,,12.0,-10.6,No precipitation,12,,,,
24.03.2020 05:00,-6.4,718.9,767.8,,66,Wind blowing from the south-southwest,2,,8,, ,,,-6.5,5.6,,,,,,20.0,-11.7,No precipitation,6,,,,
24.03.2020 02:00,-5.1,718.5,767.2,,67,Wind blowing from the south-southwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,5.6,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,12,,,,
23.03.2020 20:00,0.1,717.6,766.0,1.7,40,Wind blowing from the north-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,5.6,,,,,,30.0,-11.9,No precipitation,12,,,,
23.03.2020 17:00,3.5,715.9,764.5,,31,Wind blowing from the north-northwest,5,,12,no clouds, ,,,-4.4,5.6,,,,,,28.0,-12.1,No precipitation,6,,,,
23.03.2020 14:00,4.9,715.2,763.3,-0.7,29,Wind blowing from the north-northwest,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,5.6,,,600-1000,,,22.0,-11.7,No precipitation,12,,,,
23.03.2020 11:00,4.6,715.9,764.2,,29,Wind blowing from the north-northwest,5,,9,40%., ,,,-4.4,4.8,,,600-1000,,,24.0,-11.9,No precipitation,6,,,,
23.03.2020 08:00,1.6,716.1,764.4,,37,Wind blowing from the north-northwest,4,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.8,,,2500 or more  or no clouds.,,,18.0,-11.5,No precipitation,12,,,,
23.03.2020 05:00,-4.0,714.7,763.1,,69,Wind blowing from the north-northwest,1,,8,, ,,,-4.0,4.8,,,,,,19.0,-9.0,No precipitation,6,,,,
23.03.2020 02:00,-1.4,713.7,761.8,,61,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,4.8,,,2500 or more  or no clouds.,,,30.0,-8.0,No precipitation,12,,,,
22.03.2020 20:00,0.7,713.9,762.1,1.0,36,Wind blowing from the south-southwest,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.8,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
22.03.2020 17:00,2.9,712.9,761.2,,26,Wind blowing from the west-northwest,3,,10,40%., ,,,-4.9,4.8,,,600-1000,,,28.0,-14.7,No precipitation,6,,,,
22.03.2020 14:00,3.1,712.6,760.8,-0.3,35,Wind blowing from the west,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,6.7,,,600-1000,,,24.0,-10.9,No precipitation,12,,,,
22.03.2020 11:00,3.0,712.9,761.0,,33,Wind blowing from the north-northwest,5,,10,70 – 80%., ,,,-4.9,7.0,,,600-1000,,,24.0,-11.7,No precipitation,6,,,,
22.03.2020 08:00,0.9,712.8,760.9,1.1,40,Wind blowing from the south-west,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,7.0,,,600-1000,,,22.0,-11.2,No precipitation,12,,,,
22.03.2020 05:00,-4.0,711.7,759.9,,60,Wind blowing from the south-west,1,,,, ,,,,,,,,,,24.0,-10.6,,,,,,
22.03.2020 02:00,-3.2,711.7,759.5,,57,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.0,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
21.03.2020 20:00,0.3,711.9,759.8,,45,Wind blowing from the south-southwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,7.0,,,,,,30.0,-10.5,No precipitation,12,,,,
21.03.2020 17:00,3.5,710.8,758.6,,27,Wind blowing from the north-northwest,6,,11,20–30%., ,,,0.1,7.0,,,600-1000,,,30.0,-13.8,No precipitation,6,,,,
21.03.2020 14:00,6.7,709.9,757.2,-0.7,34,Wind blowing from the north-west,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,7.0,,,600-1000,,,21.0,-8.1,No precipitation,12,,,,
21.03.2020 11:00,5.2,710.6,758.0,,40,Wind blowing from the west,2,,8,60%., ,,,0.1,6.5,,,600-1000,,,22.0,-7.3,No precipitation,6,,,,
21.03.2020 08:00,2.4,710.2,757.7,1.7,44,Wind blowing from the south-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.5,,,,,,17.0,-8.6,No precipitation,12,,,,
21.03.2020 05:00,0.4,708.5,755.9,,55,Wind blowing from the south-southwest,2,,8,, ,,,-3.2,6.5,,,,,,25.0,-7.6,No precipitation,6,,,,
21.03.2020 02:00,2.5,706.9,754.0,,53,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.5,,,2500 or more  or no clouds.,,,27.0,-6.1,No precipitation,12,,,,
20.03.2020 20:00,3.1,707.2,754.7,,57,Wind blowing from the south,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.5,,,1000-1500,,,17.0,-4.6,No precipitation,12,,,,
20.03.2020 17:00,5.5,706.4,754.0,,38,Wind blowing from the south-southwest,5,,9,90  or more  but not 100%, ,,,-3.9,6.5,,,2500 or more  or no clouds.,,,23.0,-7.7,No precipitation,6,,,,
20.03.2020 14:00,6.1,706.3,753.7,-1.7,32,Wind blowing from the south-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.3,,,2500 or more  or no clouds.,,,26.0,-9.4,No precipitation,12,,,,
20.03.2020 11:00,3.9,708.0,755.7,,50,Wind blowing from the south-southwest,3,,8,90  or more  but not 100%, ,,,-3.9,3.9,,,2500 or more  or no clouds.,,,20.0,-5.6,No precipitation,6,,,,
20.03.2020 08:00,0.6,709.0,757.0,1.1,60,Wind blowing from the south-southwest,3,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,1.4,,,2500 or more  or no clouds.,,,13.0,-6.3,No precipitation,12,,,,
20.03.2020 05:00,-3.2,707.9,756.1,,75,Wind blowing from the west-southwest,2,,13,, ,,,-3.9,1.4,,,,,,28.0,-7.0,No precipitation,6,,,,
20.03.2020 02:00,-2.4,706.9,754.9,,72,Wind blowing from the south-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,1.4,,,2500 or more  or no clouds.,,,30.0,-6.8,2.0,12,,,,
19.03.2020 20:00,-0.5,704.2,751.9,,63,Wind blowing from the north-northwest,5,,12,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,1000-1500,,,30.0,-6.7,2.0,6,,,,
19.03.2020 17:00,0.2,702.1,749.6,,81,Wind blowing from the north-northwest,5,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,1000-1500,,,20.0,-2.7,4.0,6,,,,
19.03.2020 14:00,0.9,701.2,748.4,,85,Wind blowing from the north,2,,10,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-0.7,,,,1000-1500,,,20.0,-1.3,6.0,12,,,,
19.03.2020 11:00,-0.6,701.2,748.3,,90,Wind blowing from the north,3,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.7,,,,1000-1500,,,1.7,-2.0,4.0,6,,,,
19.03.2020 08:00,-0.1,701.6,748.3,,91,Wind blowing from the north,3,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,12.5,,,1000-1500,,,1.1,-1.4,2.0,12,,,,
19.03.2020 05:00,0.2,702.0,748.5,,81,Calm  no wind,0,,,,Snow not falling as shower(s). ,,,-2.8,12.5,,,,,,28.0,-2.7,No precipitation,6,,,,
19.03.2020 02:00,1.3,704.2,750.7,,76,Wind blowing from the north-northwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.5,,,2500 or more  or no clouds.,,,19.0,-2.6,No precipitation,12,,,,
18.03.2020 20:00,10.1,703.5,750.0,1.0,31,Wind blowing from the south-southwest,4,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.5,,,1000-1500,,,15.0,-6.3,No precipitation,12,,,,
18.03.2020 17:00,11.8,702.5,749.2,,25,Wind blowing from the south-southwest,4,,13,90  or more  but not 100%, ,,,-2.8,12.5,,,2500 or more  or no clouds.,,,12.0,-7.6,No precipitation,6,,,,
18.03.2020 14:00,12.1,703.3,749.8,-2.4,22,Wind blowing from the south-southwest,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.5,,,2500 or more  or no clouds.,,,16.0,-9.0,No precipitation,12,,,,
18.03.2020 11:00,9.3,705.7,752.7,,27,Wind blowing from the south,3,,8,90  or more  but not 100%, ,,,-2.8,9.4,,,600-1000,,,24.0,-8.7,No precipitation,6,,,,
18.03.2020 08:00,2.3,708.5,756.2,-0.2,53,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,2.4,,,2500 or more  or no clouds.,,,28.0,-6.3,No precipitation,12,,,,
18.03.2020 05:00,-1.7,708.7,756.7,,74,Wind blowing from the south-southwest,3,,6,, ,,,-2.8,2.4,,,,,,21.0,-5.7,No precipitation,6,,,,
18.03.2020 02:00,0.2,709.6,757.4,,72,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,2.4,,,2500 or more  or no clouds.,,,30.0,-4.4,No precipitation,12,,,,
17.03.2020 20:00,0.6,710.5,758.7,1.1,71,Wind blowing from the south-southwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,2.4,,,1000-1500,,,15.0,-4.1,0.3,12,,,,
17.03.2020 17:00,1.3,709.4,757.6,,72,Wind blowing from the north-west,2,,7,90  or more  but not 100%, ,,,-3.6,2.4,,,1000-1500,,,20.0,-3.2,0.2,6,,,,
17.03.2020 14:00,2.2,708.0,756.0,-0.1,63,Wind blowing from the north-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,3.8,,,1000-1500,,,24.0,-4.1,0.7,12,,,,
