Local time in Linyi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,7.8,758.3,769.6,1.6,42,Wind blowing from the north,3,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,2500 or more  or no clouds.,,,29.0,-4.3,No precipitation,12,,,,
27.03.2020 05:00,8.3,756.7,767.9,0.6,44,Wind blowing from the north-west,1,,10,,Cloud development not observed or not observable. ,,,8.3,17.8,,,2500 or more  or no clouds.,,,30.0,-3.2,No precipitation,12,,,,
27.03.2020 02:00,8.8,756.1,767.2,0.9,42,Wind blowing from the north-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.8,,,2500 or more  or no clouds.,,,30.0,-3.4,No precipitation,12,,,,
26.03.2020 23:00,9.2,755.2,766.4,1.3,65,Wind blowing from the east,3,,11,,Cloud development not observed or not observable. ,,,8.8,17.8,,,2500 or more  or no clouds.,,,30.0,2.8,0.1,12,,,,
26.03.2020 20:00,8.8,753.9,765.1,4.4,67,Wind blowing from the north-east,2,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.8,,,2500 or more  or no clouds.,,,30.0,3.0,0.4,12,,,,
26.03.2020 17:00,13.3,749.5,760.6,,76,Wind blowing from the east-northeast,5,,11,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.8,,,300-600,,,8.0,9.2,0.1,6,,,,
26.03.2020 14:00,17.6,747.7,758.7,-1.4,78,Wind blowing from the north,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,17.7,,,2500 or more  or no clouds.,,,2.8,13.7,0.4,12,,,,
26.03.2020 11:00,12.5,749.1,760.1,,96,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.5,,,300-600,,,1.1,11.9,0.3,6,,,,
26.03.2020 08:00,11.6,747.9,758.9,0.8,94,Wind blowing from the east-southeast,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,11.6,,,2500 or more  or no clouds.,,,2.1,10.7,0.1,12,,,,
26.03.2020 05:00,10.9,747.1,758.2,,96,Wind blowing from the south-east,1,,6,,Mist. ,,,10.2,11.5,,,,,,1.7,10.3,0.1,6,,,,
26.03.2020 02:00,10.8,747.4,758.5,-0.6,96,Wind blowing from the south-east,2,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,12.2,,,2500 or more  or no clouds.,,,1.5,10.2,1.0,12,,,,
25.03.2020 23:00,10.8,748.0,759.1,,96,Wind blowing from the east,2,,8,,Rain (not freezing) not falling as shower(s). ,,,10.2,,,,,,,1.4,10.2,No precipitation,6,,,,
25.03.2020 20:00,11.4,747.7,758.8,0.8,93,Wind blowing from the east,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,2500 or more  or no clouds.,,,1.9,10.3,5.0,12,,,,
25.03.2020 17:00,11.1,746.9,757.9,,92,Wind blowing from the east,2,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,2500 or more  or no clouds.,,,2.7,9.9,5.0,6,,,,
25.03.2020 14:00,10.4,747.7,758.7,-1.7,93,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,300-600,,,2.2,9.3,4.0,12,,,,
25.03.2020 11:00,10.8,749.4,760.4,,76,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,2500 or more  or no clouds.,,,8.0,6.6,No precipitation,6,,,,
25.03.2020 08:00,11.2,749.5,760.4,-0.2,51,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,22.6,,,2500 or more  or no clouds.,,,11.0,1.4,No precipitation,12,,,,
25.03.2020 05:00,10.7,749.7,760.6,,50,Wind blowing from the south-east,1,,8,, ,,,8.4,22.6,,,,,,12.0,0.7,No precipitation,6,,,,
25.03.2020 02:00,12.1,750.7,761.5,-0.9,43,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,22.6,,,2500 or more  or no clouds.,,,17.0,-0.1,No precipitation,12,,,,
24.03.2020 23:00,14.4,751.6,762.4,,38,Wind blowing from the south-east,3,,10,, ,,,8.4,22.6,,,,,,25.0,0.3,No precipitation,6,,,,
24.03.2020 20:00,17.5,750.9,761.8,,33,Wind blowing from the south-east,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,22.6,,,,,,24.0,1.1,No precipitation,12,,,,
24.03.2020 14:00,22.4,751.6,762.4,-2.2,18,Wind blowing from the south-southeast,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,23.4,,,,,,23.0,-3.1,No precipitation,12,,,,
24.03.2020 11:00,18.9,753.8,764.8,,24,Wind blowing from the east-southeast,3,,,no clouds, ,,,8.4,23.4,,,,,,15.0,-2.1,No precipitation,6,,,,
24.03.2020 08:00,13.4,754.2,765.1,,51,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,23.4,,,2500 or more  or no clouds.,,,9.0,3.5,No precipitation,12,,,,
24.03.2020 05:00,8.7,753.5,764.5,,72,Wind blowing from the south,0,,5,, ,,,7.5,23.4,,,,,,8.0,3.9,No precipitation,6,,,,
24.03.2020 02:00,11.0,754.2,765.1,0.0,65,Wind blowing from the south,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.4,,,2500 or more  or no clouds.,,,11.0,4.7,No precipitation,12,,,,
23.03.2020 23:00,14.5,754.2,765.1,,44,Calm  no wind,0,,,, ,,,7.5,23.4,,,,,,12.0,2.4,No precipitation,6,,,,
23.03.2020 20:00,17.6,753.7,764.8,0.8,31,Wind blowing from the south-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.4,,,,,,12.0,0.3,No precipitation,12,,,,
23.03.2020 17:00,21.7,752.9,763.9,,21,Wind blowing from the south,3,,6,no clouds, ,,,7.5,23.4,,,,,,16.0,-1.6,No precipitation,6,,,,
23.03.2020 14:00,22.7,753.6,764.5,-2.2,18,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,22.7,,,,,,11.0,-2.8,No precipitation,12,,,,
23.03.2020 11:00,19.7,755.8,766.7,,30,Wind blowing from the east,1,,3,no clouds, ,,,7.5,21.0,,,,,,16.0,1.7,No precipitation,6,,,,
23.03.2020 08:00,11.9,755.7,766.8,,49,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,21.0,,,,,,10.0,1.5,No precipitation,12,,,,
23.03.2020 05:00,8.6,754.6,765.7,,55,Wind blowing from the west,1,,6,, ,,,8.2,21.0,,,,,,28.0,0.1,No precipitation,6,,,,
23.03.2020 02:00,10.5,754.9,765.9,,45,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,21.0,,,2500 or more  or no clouds.,,,28.0,-0.9,No precipitation,12,,,,
22.03.2020 23:00,12.7,754.6,765.7,,35,Wind blowing from the south-southwest,1,,6,, ,,,9.6,21.0,,,,,,30.0,-2.4,No precipitation,6,,,,
22.03.2020 20:00,15.6,753.5,764.5,1.3,32,Wind blowing from the south-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,22.8,,,,,,21.0,-1.0,No precipitation,12,,,,
22.03.2020 17:00,20.3,752.2,763.2,,20,Wind blowing from the east,1,,8,40%., ,,,9.6,27.4,,,2500 or more  or no clouds.,,,27.0,-3.4,No precipitation,6,,,,
22.03.2020 14:00,19.8,753.3,764.2,-1.2,21,Wind blowing from the south-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,,,,30.0,-3.1,No precipitation,12,,,,
22.03.2020 11:00,17.3,754.5,765.4,,23,Wind blowing from the east,3,,8,20–30%., ,,,9.6,,,,2500 or more  or no clouds.,,,30.0,-4.0,No precipitation,6,,,,
22.03.2020 08:00,12.3,753.7,764.5,1.4,38,Wind blowing from the east,1,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,29.5,,,2500 or more  or no clouds.,,,17.0,-1.6,No precipitation,12,,,,
22.03.2020 05:00,10.2,752.3,763.1,,51,Wind blowing from the south-east,2,,9,, ,,,10.2,29.5,,,,,,16.0,0.5,No precipitation,6,,,,
22.03.2020 02:00,12.4,750.7,761.5,1.2,49,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,29.5,,,2500 or more  or no clouds.,,,12.0,2.0,No precipitation,12,,,,
21.03.2020 23:00,16.5,749.5,760.3,,47,Wind blowing from the east,2,,9,, ,,,10.5,29.5,,,,,,7.0,5.2,No precipitation,6,,,,
21.03.2020 20:00,22.8,746.7,757.4,,34,Wind blowing from the north-northeast,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,29.5,,,2500 or more  or no clouds.,,,7.0,6.1,No precipitation,12,,,,
21.03.2020 17:00,27.5,744.3,755.0,,26,Wind blowing from the west,3,,9,100%., ,,,10.5,29.5,,,2500 or more  or no clouds.,,,18.0,6.3,No precipitation,6,,,,
21.03.2020 14:00,29.2,744.2,754.9,-2.0,19,Wind blowing from the west,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,29.4,,,2500 or more  or no clouds.,,,21.0,3.2,No precipitation,12,,,,
21.03.2020 11:00,25.4,746.2,757.0,,32,Wind blowing from the west,5,,9,100%., ,,,10.5,25.7,,,2500 or more  or no clouds.,,,20.0,7.5,No precipitation,6,,,,
21.03.2020 08:00,16.2,746.5,757.3,1.1,62,Wind blowing from the south-west,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,24.6,,,,,,6.0,8.9,No precipitation,12,,,,
21.03.2020 05:00,11.1,745.4,756.2,,76,Wind blowing from the south-southwest,0,,7,, ,,,5.6,24.6,,,,,,8.0,7.0,No precipitation,6,,,,
21.03.2020 02:00,12.8,746.2,757.0,-0.2,69,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,24.6,,,2500 or more  or no clouds.,,,11.0,7.3,No precipitation,12,,,,
20.03.2020 23:00,14.3,746.4,757.2,,61,Wind blowing from the south-southeast,0,,10,, ,,,5.6,24.6,,,,,,12.0,6.9,No precipitation,6,,,,
20.03.2020 20:00,18.9,745.5,756.4,,44,Wind blowing from the north,0,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,24.6,,,,,,14.0,6.4,No precipitation,12,,,,
20.03.2020 17:00,23.3,744.0,754.9,,28,Wind blowing from the south-west,4,,10,no clouds, ,,,5.6,24.6,,,,,,16.0,3.8,No precipitation,6,,,,
20.03.2020 14:00,23.4,745.5,756.4,-2.8,17,Wind blowing from the south-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,23.4,,,,,,19.0,-3.0,No precipitation,12,,,,
20.03.2020 11:00,19.1,748.3,759.2,,22,Wind blowing from the west-southwest,4,,8,no clouds, ,,,5.6,19.1,,,,,,15.0,-3.1,No precipitation,6,,,,
20.03.2020 08:00,12.1,749.5,760.5,-0.3,35,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,18.6,,,,,,16.0,-2.9,No precipitation,12,,,,
20.03.2020 05:00,6.0,749.8,760.8,,66,Wind blowing from the east-northeast,0,,6,, ,,,5.9,18.6,,,,,,18.0,0.1,No precipitation,6,,,,
20.03.2020 02:00,7.3,750.9,761.9,-1.0,56,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,18.6,,,2500 or more  or no clouds.,,,25.0,-0.9,No precipitation,12,,,,
19.03.2020 23:00,10.8,751.9,763.0,,31,Wind blowing from the south-west,1,,13,, ,,,9.2,20.8,,,,,,27.0,-5.6,No precipitation,6,,,,
19.03.2020 20:00,13.1,751.3,762.4,,26,Wind blowing from the south-west,1,,13,no clouds, ,,,9.2,20.8,,,,,,10.0,-6.0,No precipitation,6,,,,
19.03.2020 17:00,17.8,750.5,761.5,,12,Wind blowing from the west-northwest,4,,13,no clouds, ,,,9.2,23.8,,,,,,30.0,-12.0,No precipitation,6,,,,
19.03.2020 14:00,18.0,751.0,761.8,,12,Wind blowing from the north-west,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,25.5,,,,,,30.0,-11.8,No precipitation,12,,,,
19.03.2020 11:00,15.7,752.1,763.0,,13,Wind blowing from the north-northwest,6,,,no clouds, ,,,9.2,25.7,,,,,,30.0,-12.6,No precipitation,6,,,,
19.03.2020 08:00,10.7,751.3,762.2,,23,Wind blowing from the north-west,3,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,25.7,,,,,,27.0,-9.6,No precipitation,12,,,,
19.03.2020 05:00,10.2,749.3,760.2,,18,Wind blowing from the north,4,,16,, ,,,6.5,25.7,,,,,,30.0,-13.1,No precipitation,6,,,,
19.03.2020 02:00,14.6,748.0,758.7,4.2,13,Wind blowing from the north,6,,16,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,25.7,,,2500 or more  or no clouds.,,,7.0,-13.5,No precipitation,12,,,,
18.03.2020 23:00,20.4,743.8,754.5,,36,Wind blowing from the west-southwest,5,,,, ,,,,25.7,,,,,,23.0,4.8,No precipitation,6,,,,
18.03.2020 20:00,19.9,744.0,754.9,0.8,39,Wind blowing from the west-southwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,25.7,,,,,,21.0,5.5,No precipitation,12,,,,
18.03.2020 17:00,23.8,743.2,754.0,,23,Wind blowing from the west-southwest,5,,,no clouds, ,,,6.5,25.7,,,,,,20.0,1.4,No precipitation,6,,,,
18.03.2020 14:00,25.3,744.7,755.5,-3.0,15,Wind blowing from the south-west,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,25.7,,,,,,16.0,-3.2,No precipitation,12,,,,
