Local time in Kunming,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
27.03.2020 08:00,13.8,607.6,756.1,1.0,58,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,25.6,,,,,,15.0,5.7,No precipitation,12,,,,
27.03.2020 05:00,12.5,606.6,754.0,-0.5,56,Wind blowing from the south,2,,11,,Cloud development not observed or not observable. ,,,11.2,25.6,,,2500 or more  or no clouds.,,,18.0,4.0,No precipitation,12,,,,
27.03.2020 02:00,12.3,607.1,755.2,-0.4,61,Wind blowing from the east,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,25.6,,,2500 or more  or no clouds.,,,20.0,5.0,No precipitation,12,,,,
26.03.2020 23:00,16.5,607.5,755.4,2.0,38,Wind blowing from the south-southwest,2,,13,,Cloud development not observed or not observable. ,,,9.9,25.6,,,2500 or more  or no clouds.,,,27.0,2.1,No precipitation,12,,,,
26.03.2020 20:00,20.6,605.5,753.8,1.3,29,Wind blowing from the west-southwest,4,,15,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,25.6,,,600-1000,,,30.0,2.0,No precipitation,12,,,,
26.03.2020 17:00,25.6,604.2,750.8,,19,Wind blowing from the south-west,4,,15,60%., ,,,9.9,25.6,,,600-1000,,,30.0,0.3,No precipitation,6,,,,
26.03.2020 14:00,23.8,605.4,752.7,-1.6,20,Wind blowing from the west-southwest,5,,15,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,23.9,,,600-1000,,,30.0,-0.5,No precipitation,12,,,,
26.03.2020 11:00,20.5,607.0,754.6,,28,Wind blowing from the west-southwest,7,,15,no clouds, ,,,9.9,23.6,,,,,,25.0,1.4,No precipitation,6,,,,
26.03.2020 08:00,13.1,606.4,755.4,0.6,51,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,23.6,,,,,,17.0,3.2,No precipitation,12,,,,
26.03.2020 05:00,13.0,605.8,753.5,,56,Wind blowing from the south-west,3,,10,, ,,,9.9,23.6,,,,,,17.0,4.4,No precipitation,6,,,,
26.03.2020 02:00,13.5,606.4,754.3,0.2,58,Wind blowing from the west-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,23.6,,,2500 or more  or no clouds.,,,15.0,5.4,No precipitation,12,,,,
25.03.2020 23:00,17.0,606.2,754.4,,40,Wind blowing from the south-west,2,,14,, ,,,10.0,23.6,,,,,,23.0,3.3,No precipitation,6,,,,
25.03.2020 20:00,19.0,604.6,754.0,,34,Wind blowing from the south-west,3,,14,no clouds, ,,,10.0,23.6,,,,,,30.0,2.8,No precipitation,6,,,,
25.03.2020 17:00,23.1,603.8,751.1,,23,Wind blowing from the south-west,6,,14,20–30%., ,,,10.0,23.6,,,600-1000,,,30.0,0.9,No precipitation,6,,,,
25.03.2020 14:00,22.8,605.4,753.2,-2.0,24,Wind blowing from the south-west,5,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,22.8,,,600-1000,,,20.0,1.2,No precipitation,12,,,,
25.03.2020 11:00,17.8,607.4,756.7,,42,Wind blowing from the south,3,,8,no clouds, ,,,10.0,22.0,,,,,,21.0,4.7,No precipitation,6,,,,
25.03.2020 08:00,10.3,607.1,757.2,0.3,69,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,22.0,,,,,,21.0,4.9,No precipitation,12,,,,
25.03.2020 05:00,12.7,606.8,755.5,,54,Wind blowing from the west-southwest,2,,8,, ,,,9.3,22.0,,,,,,21.0,3.6,No precipitation,6,,,,
25.03.2020 02:00,12.6,607.2,755.9,-0.3,59,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,22.0,,,2500 or more  or no clouds.,,,11.0,4.8,No precipitation,12,,,,
24.03.2020 23:00,13.8,607.5,757.5,,56,Wind blowing from the west,2,,12,, ,,,9.3,22.0,,,,,,13.0,5.2,No precipitation,6,,,,
24.03.2020 20:00,18.4,606.0,755.9,0.5,33,Wind blowing from the south-southwest,3,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,22.0,,,600-1000,,,24.0,1.9,No precipitation,12,,,,
24.03.2020 17:00,21.0,605.5,754.8,,24,Wind blowing from the south-west,3,,12,90  or more  but not 100%, ,,,9.3,22.0,,,,,,30.0,-0.3,No precipitation,6,,,,
24.03.2020 14:00,21.1,607.2,756.3,,30,Wind blowing from the south-southwest,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,23.1,,,600-1000,,,16.0,2.9,2.0,12,,,,
24.03.2020 11:00,15.7,609.4,761.0,,69,Wind blowing from the south,2,,7,60%., ,,,9.3,23.1,,,600-1000,,,13.0,10.0,0.2,6,,,,
24.03.2020 08:00,9.9,608.9,760.7,0.5,91,Wind blowing from the west,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,600-1000,,,5.0,8.5,2.0,12,,,,
24.03.2020 05:00,9.3,608.4,758.8,,93,Wind blowing from the south,2,,13,,Mist. ,,,8.1,23.1,,,,,,5.0,8.2,1.0,6,,,,
24.03.2020 02:00,11.1,608.9,758.2,-0.2,82,Wind blowing from the west-southwest,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,23.1,,,2500 or more  or no clouds.,,,10.0,8.1,No precipitation,12,,,,
23.03.2020 23:00,10.0,609.1,759.9,,87,Wind blowing from the west-southwest,1,,14,, ,,,8.1,23.1,,,,,,12.0,7.9,No precipitation,6,,,,
23.03.2020 20:00,14.4,607.8,759.7,1.4,60,Wind blowing from the south-east,1,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,23.1,,,600-1000,,,24.0,6.7,No precipitation,12,,,,
23.03.2020 17:00,19.2,606.4,755.4,,38,Wind blowing from the west,8,,14,90  or more  but not 100%, ,,,8.1,23.4,,,600-1000,,,18.0,4.6,No precipitation,6,,,,
23.03.2020 14:00,22.0,607.9,756.4,-2.3,28,Wind blowing from the west,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,23.9,,,600-1000,,,14.0,2.7,No precipitation,12,,,,
23.03.2020 11:00,18.1,610.2,759.7,,41,Wind blowing from the south,2,,5,40%., ,,,8.1,23.9,,,600-1000,,,14.0,4.7,No precipitation,6,,,,
23.03.2020 08:00,8.7,609.4,760.5,,77,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,23.9,,,,,,13.0,4.9,No precipitation,12,,,,
23.03.2020 05:00,12.8,608.5,756.8,,55,Wind blowing from the west,2,,9,, ,,,8.7,23.9,,,,,,13.0,4.0,No precipitation,6,,,,
23.03.2020 02:00,13.3,608.8,757.3,-0.3,52,Wind blowing from the west-southwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.9,,,2500 or more  or no clouds.,,,13.0,3.7,No precipitation,12,,,,
22.03.2020 23:00,15.3,609.1,758.1,,50,Wind blowing from the west,2,,10,, ,,,8.7,23.9,,,,,,11.0,4.9,No precipitation,6,,,,
22.03.2020 20:00,18.4,607.5,757.4,1.1,29,Wind blowing from the south-west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.9,,,,,,21.0,0.1,No precipitation,12,,,,
22.03.2020 17:00,23.4,606.4,754.6,,23,Wind blowing from the west-southwest,5,,10,20–30%., ,,,8.7,23.9,,,600-1000,,,22.0,1.1,No precipitation,6,,,,
22.03.2020 14:00,22.7,608.0,756.1,-1.9,25,Wind blowing from the south-west,3,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,22.9,,,600-1000,,,14.0,1.7,No precipitation,12,,,,
22.03.2020 11:00,19.0,609.9,759.8,,38,Wind blowing from the south-southwest,3,,7,60%., ,,,8.7,22.9,,,600-1000,,,11.0,4.4,No precipitation,6,,,,
22.03.2020 08:00,11.3,609.1,759.8,1.2,62,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,22.9,,,,,,12.0,4.3,No precipitation,12,,,,
22.03.2020 05:00,11.4,607.9,756.9,,62,Wind blowing from the west,1,,8,, ,,,9.5,22.9,,,,,,12.0,4.2,No precipitation,6,,,,
22.03.2020 02:00,14.2,608.5,756.7,0.0,49,Wind blowing from the west-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,22.9,,,2500 or more  or no clouds.,,,14.0,3.6,No precipitation,12,,,,
21.03.2020 23:00,12.7,608.5,758.1,,55,Calm  no wind,0,,,, ,,,10.6,22.9,,,,,,12.0,3.9,No precipitation,6,,,,
21.03.2020 20:00,17.1,607.0,757.0,,36,Wind blowing from the west-southwest,1,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,22.9,,,600-1000,,,19.0,1.9,No precipitation,12,,,,
21.03.2020 17:00,21.7,606.5,754.5,,23,Wind blowing from the south-west,4,,15,60%., ,,,10.6,23.7,,,600-1000,,,22.0,-0.3,No precipitation,6,,,,
21.03.2020 14:00,22.4,607.8,755.5,-1.9,23,Wind blowing from the west-southwest,5,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,24.2,,,600-1000,,,20.0,0.3,No precipitation,12,,,,
21.03.2020 11:00,19.2,609.7,758.8,,32,Wind blowing from the west,4,,10,20–30%., ,,,10.6,24.2,,,600-1000,,,17.0,2.1,No precipitation,6,,,,
21.03.2020 08:00,12.3,608.9,758.5,1.4,55,Wind blowing from the west-northwest,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,24.2,,,600-1000,,,13.0,3.5,No precipitation,12,,,,
21.03.2020 05:00,14.1,607.5,755.2,,46,Wind blowing from the west-northwest,2,,11,, ,,,6.1,24.2,,,,,,19.0,2.7,No precipitation,6,,,,
21.03.2020 02:00,15.3,607.7,755.3,0.1,40,Wind blowing from the south-west,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,24.2,,,2500 or more  or no clouds.,,,21.0,1.8,No precipitation,12,,,,
20.03.2020 23:00,15.6,607.6,756.2,,39,Wind blowing from the south-west,3,,14,, ,,,6.1,24.2,,,,,,13.0,1.7,No precipitation,6,,,,
20.03.2020 20:00,19.9,606.1,756.4,0.9,26,Wind blowing from the south-west,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,24.2,,,,,,21.0,-0.2,No precipitation,12,,,,
20.03.2020 17:00,23.5,605.2,754.2,,19,Wind blowing from the south-west,5,,14,70 – 80%., ,,,6.1,24.2,,,600-1000,,,23.0,-1.4,No precipitation,6,,,,
20.03.2020 14:00,22.9,607.3,756.6,-2.6,18,Wind blowing from the west-southwest,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,22.9,,,,,,21.0,-2.7,No precipitation,12,,,,
20.03.2020 11:00,18.9,609.9,760.6,,30,Wind blowing from the west-southwest,4,,7,no clouds, ,,,6.1,19.0,,,,,,12.0,1.0,No precipitation,6,,,,
20.03.2020 08:00,7.2,608.9,761.4,0.7,93,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.6,,,,,,8.0,6.1,No precipitation,12,,,,
20.03.2020 05:00,7.3,608.2,759.5,,95,Wind blowing from the west-southwest,0,,6,,Mist. ,,,7.3,18.6,,,,,,3.5,6.6,No precipitation,6,,,,
20.03.2020 02:00,8.7,608.8,760.2,-0.4,94,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,18.6,,,2500 or more  or no clouds.,,,3.7,7.8,No precipitation,12,,,,
19.03.2020 23:00,10.3,609.2,761.4,,85,Wind blowing from the west-southwest,1,,7,,Mist. ,,,10.3,18.6,,,,,,5.0,7.9,No precipitation,6,,,,
19.03.2020 20:00,15.0,608.0,759.1,,62,Wind blowing from the east,2,,7,20–30%., ,,,11.0,19.5,,,600-1000,,,8.0,7.8,No precipitation,6,,,,
19.03.2020 17:00,18.4,607.0,756.7,,49,Wind blowing from the south-southeast,3,,7,40%., ,,,11.0,22.0,,,600-1000,,,11.0,7.5,No precipitation,6,,,,
19.03.2020 14:00,16.8,609.1,759.7,,49,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,22.9,,,600-1000,,,11.0,6.0,No precipitation,12,,,,
19.03.2020 11:00,13.1,610.9,762.4,,53,Wind blowing from the east,3,,7,100%., ,,,11.0,,,,600-1000,,,18.0,3.7,No precipitation,6,,,,
19.03.2020 08:00,11.3,609.6,759.7,1.1,68,Wind blowing from the east-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,22.9,,,600-1000,,,9.0,5.6,No precipitation,12,,,,
19.03.2020 05:00,11.5,608.5,757.6,,75,Wind blowing from the north-east,4,,10,, ,,,10.0,22.9,,,,,,8.0,7.2,No precipitation,6,,,,
19.03.2020 02:00,12.0,608.0,757.0,0.4,71,Wind blowing from the east-northeast,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,22.9,,,2500 or more  or no clouds.,,,11.0,6.9,No precipitation,12,,,,
18.03.2020 23:00,14.1,607.6,756.7,,50,Wind blowing from the south,1,,14,, ,,,10.0,22.9,,,,,,16.0,3.8,No precipitation,6,,,,
18.03.2020 20:00,19.6,606.1,755.7,1.3,32,Wind blowing from the south-west,3,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,22.9,,,600-1000,,,20.0,2.5,No precipitation,12,,,,
